,UKF243,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.01273420701680436,-0.006492848984811877,-0.01601100054808102,,0.056522743680994386,,,0.016289446112396164,-0.03486005574921808,-0.026464622501200602,0.024135341893301132,-0.018461214981457114,0.020278065823665054,0.025255480295129768,,0.011319272413231394,,
PDAP1,-0.026274041470417807,0.005921855718693643,-0.029888855622629686,0.013641014458735567,0.03253698121093925,-0.03833917600529779,0.011655868596962013,-0.056134952433187654,0.009512042322372793,-0.03433543429682584,0.05223599142999089,0.023103049631739727,-0.02828653988410822,0.04610306970587813,0.013307544727848833,0.10059930193282698,0.022829112459763032,-0.016744093292324076,-0.039890482908899474
QDPR,0.03474186712953045,-0.02689083042771438,-0.026330728479058936,-0.01601449574659686,-0.04269166198804176,6.891211330543226e-05,0.039782288881555675,-0.015494311111321204,0.08163280961408119,-0.05923024601614966,-0.07181980733133014,0.0017204571119378098,0.08359835827922095,-0.03599953795040962,0.026148995427908717,-0.0388193695807265,0.09195941076229557,-0.0423922499748674,0.05418628947799608
POMC,0.021616681256330164,-0.022626654220395837,-0.02550558965829796,0.10616432460751268,-0.008980425344274876,-0.013546472613243234,0.011346099769223858,0.013234467355218955,-0.015818890192144483,0.02394741418807418,-0.010091574377336038,-0.015319323992271086,-0.023761116141906378,0.04476645401878674,0.001956220655431512,,-0.040881310168852915,0.014820559878039975,0.026782453840522226
CCL18,0.06553618756173075,,,,,,,,-0.052394499289027674,,-0.018763852473484558,-0.04892110157600866,-0.045081064489942556,,0.04514021529575941,,,,
CCL17,,,-0.015874904562947843,,,0.06111632492100412,-0.01890003614081267,-0.015801317223846194,,,,-0.01896578489939315,-0.026649922810358852,0.030761891313059037,,,0.13486158466338977,,
VEGFD,0.08696192049380182,-0.018239196695690473,0.16010837213496876,0.08025577782701233,,-0.015513197887463172,-0.013863405075465924,-0.016934761088315594,-0.05902826017779406,0.055164405266282315,,,0.024625420505922282,-0.003382540047230157,,,,,
TNFSF13,,,-0.010950153876666122,,-0.01184424792012012,,,,,,,-0.023488891901609743,0.02850886267926736,0.11490065707196051,-0.03353270969397566,,0.06425930301932588,0.0298381878384041,
WNT5A,0.04233732111131445,-0.024899663724590137,-0.0724555643200688,0.03560866273564652,0.04334112295518582,0.005598759707088678,0.043633144460617876,-0.03916686341437705,-0.09051068054470264,-0.06510157027094599,0.007624852368904238,0.002224901466631235,0.009468160036116856,-0.05221339380261192,-0.0019228948293069522,-0.07142973371222831,-0.02703322531944544,0.021829448693776295,0.1018499135888324
CXCL8,-0.037136856213794374,-0.01707810271417907,0.16961995356015758,-0.014726393326502045,-0.01684767445845213,0.021877758041335734,-0.01291020560716683,-0.05091634674271319,0.009930661075734704,-0.02935410558268793,-0.03303671652117073,-0.012704239698331022,-0.15329393228381225,0.02828653726775634,0.04390604273948832,-0.037381385094248994,-0.09864707936166803,0.03221428907393817,-0.07929611922427682
GRN,0.011274657489225525,0.019490983297439878,-0.10500058274016225,-0.007738812246816586,-0.00014834069780327478,0.03541322716989802,-0.003321032593154972,-0.02208095853237244,-0.1520529953798832,-0.01774485206079434,0.10320748019316493,-0.022926896713540396,0.0002679438533681602,0.038947640773395874,-0.03233201095903709,0.09184898899434543,-0.051817624833135574,-0.10289771458858749,0.0038688741647356973
MIA,0.04471850962471259,-0.016220666022624217,0.08652109681852345,-0.028079414929739244,0.0483142798198379,-0.028619255096081805,-0.01576670366741884,-0.023192931389232327,0.005893202259243216,-0.018475756208045334,0.016510187348365752,-0.03910458844660111,0.1181884532119033,0.04179292814485951,-0.040945059960693704,,0.04973383147410133,0.058205648301363905,
COL4A4,-0.02202419599618034,0.1302454892269931,0.013639638584969506,0.0050443884533263985,-0.011269278612195682,-0.015201824814901932,-0.026486808276915966,-0.022498003884399327,,-0.037108463645999075,0.03764710498053916,-0.04026194837794845,-0.002131262352779702,-0.0030686907745002233,-0.06018168614401339,,-0.02095293861394152,0.04216086684729819,
TAC1,-0.022326032102972165,-0.020690439371603614,-0.03837215997247461,-0.02627421894761449,0.0031844237033856687,-0.03186318507310424,0.01034683871784307,0.13337050957917795,,,,,,,0.06730737347414018,0.0043386181417437095,0.0032166358632705365,-0.1098691170383335,-0.052201077292622154
RARRES2,0.06702967974589409,0.03765537086276587,-0.08243140815943246,0.0021410905237973393,0.02762651154194977,0.019157993297388695,-0.03660537249845389,-0.038210505679168255,-0.08639785239069121,0.07497254135458936,0.0006817255243171567,0.013384536824102209,-0.10350801839977963,0.07107580226871785,-0.009740729885453967,-0.042928024264595105,0.05635869398957599,0.08784549008808977,-0.06470047674357124
FGF7,0.09612810982092256,-0.02058630604323147,0.05305353039231146,-0.003271701433627074,0.04841595998907927,0.006270929366260305,0.02043144211470961,0.010308788747355607,0.07695082768554162,-0.061793096877209616,0.025704833445215746,0.016174946485699764,-0.029125022161954017,-0.0520691560841283,0.01912706060936981,-0.026811596524152055,0.11318449579145734,-0.01627421671436037,0.00622762470483812
EFNA2,,,,,,,,,,,,,0.1225227751932613,,,,,,
HBEGF,0.04834641509844597,0.04590286304250585,0.06973224138948032,0.034895448976472614,-0.04313620279989065,-0.027915495151667337,-0.008768292672732155,-0.051570849094553166,0.07513231999287555,0.00838309758800108,-0.09411872174484892,0.024426043606346107,0.07453683976241458,0.017655346182597433,0.052291034714929484,0.0010984670173103943,0.08007247763472976,0.12111024600200979,-0.01665656467545821
CSF3,0.11993619814309965,,0.12276492508175339,-0.0018375195429841912,,,,,,,,0.0003340107422195368,-0.05402966325954832,,-0.0054923830485585886,-0.029342572178630445,0.017907069861252567,0.05806012279711933,
PI3,-0.057635230050612475,,0.08151801149295274,-0.01416406257500151,,,,,0.027939962427827397,,,-0.03070107786625798,-0.11789016827079415,-0.0269205298354151,0.018483516087671997,,-0.045764182757926423,-0.0014393998485030704,
PCSK1N,0.024621708165368766,-0.0026731643055832753,-0.10205762622090454,-0.06352566305373047,0.0011258244208799978,0.023693374257734236,-0.013973972007650612,0.08370586089238584,0.04026706060944897,0.13106309580459247,0.0214670228081383,0.012243075565576881,0.09346674666193601,0.0045315344128351205,-0.00986251282068407,-0.019078253176950152,0.05215022543312399,-0.12069943044105713,0.007526073579731512
NTS,,,,0.005272139640424854,-0.013757228713232792,-0.017366317752097658,0.06031644199425334,,,,,0.16553266288318136,0.1527526412434985,,0.03602165715322488,,-0.007803121322262086,,
SFRP1,0.02534748187395122,0.0067287592631199425,-0.013851467853232017,0.0039040271960614193,0.04756400721884665,0.0015913551820032309,-0.018900036331151556,0.035791781253735014,-0.03937243772361174,-0.056433138851293675,0.054254789864079736,0.01621932878002417,0.11839378212749349,0.03146745978245438,-0.02640430405506322,0.05520111998923085,-0.0364893003743726,-0.022967919277377527,-0.023776935902625876
CXCL13,,0.01715603911377927,,-0.017318605275012337,,,,,,,,-0.03148107683456487,-0.00864622033638943,,0.05441874906658431,,,-0.04681206212952773,
MICA,0.07312958505385692,0.07433462430720628,0.06546686356756867,-0.0022973746123608686,0.05456071910471133,0.03366964316260532,-0.05795695952501283,0.01387404263304874,0.07671716791804727,0.035296079057525805,-0.0175730093701317,0.006217862175569401,0.020522155954276585,0.05308248887063288,0.0004933680026421825,0.06436577062906684,0.06236681217580124,0.13484073395883406,0.06837882600766686
TG,0.03598118290646511,-0.017315955800001014,0.06093490034818609,0.05987441638087295,-0.01587946852318495,-0.014669357624924266,-0.013677874079409852,-0.023735808082514027,-0.08278776252270416,0.03883190202453595,-0.03055193877531601,-0.02520078641331215,0.036865112436545486,,-0.024752540604123293,,-0.05322142510249301,-0.0021940459622763124,
ADA,0.017503308051132437,0.013769386934750619,-0.010463488235883318,-0.04426198778781181,0.01655425819369779,-0.01613964216276641,0.016095837814943042,-0.008914779959664635,-0.06353128938715398,-0.04731220067662731,-0.019531038802056647,-0.05317335023440459,-0.0401128251514881,0.08933087949697681,-0.04370922673466211,0.07287685569952491,0.016414653829355554,-0.021692316633156926,0.1349339548110418
LAMC3,0.033848598720527305,0.03499177941655871,-0.03759846513743917,0.0039746552160708545,0.04782428991834793,-0.019917952039489047,-0.029896193147238147,0.007382649922278298,0.0014968574218622978,-0.07910238316785012,0.02383468032533813,-0.07986190016426228,0.011789012940812239,0.032595663415910726,0.0344357821498928,0.08094044399556734,-0.08029450299542559,-0.058687943127686375,-0.04586102639909755
CCL7,,,-0.010807328321875732,-0.022961273110674852,,,,,,,,-0.02842533993897694,,,,,0.0464701952968544,0.0527136779179882,
NGF,-0.0059349231197491905,,0.0801550602055484,0.005443116050347365,-0.015153272114904482,,,,,0.005091280449153577,-0.02788426943440815,-0.03282899200899794,0.07459374079911346,,0.009402738823124207,,-0.03559714040710678,0.14198597314831946,
TNFSF15,0.037119952134919476,,-0.012034488666065836,-0.017000448693840806,-0.018399394445672266,,,,,-0.03606222020212736,0.16934388369205447,-0.011285213084136499,,,-0.012002162693763809,,-0.018146188342461504,-0.01733491362658919,
HMGB1,0.011250417405392498,0.014518734450526724,-0.08271699833769185,-8.160126114571788e-05,0.026721370349081792,0.0009377147016058205,0.0006127593547995964,-0.0026243333426205183,-0.010264968599041396,-0.023419836458681623,-0.01866745605238441,-0.03482725050846314,-0.09679388446579934,-0.022434539767089735,-0.06615538405050328,0.003368843487493056,0.02204394507110771,-0.08403448431070866,0.042437139443112684
ITGB3BP,0.004925679617587166,-0.002056069247001771,0.04752191713975413,0.03954983981949249,0.033060209255121174,0.006254844727294426,0.03668424143986543,-0.0545528369627408,0.0025329203095023956,0.02304202673299454,-0.0072700398377643135,0.015136454299529754,-0.03621344589819303,0.007122433327150565,0.03890995208471845,0.045853752860372424,0.1298046129475047,0.017123935027039842,0.027970871062509617
AANAT,0.08836049180180292,,-0.010950155045355204,-0.015318420997827115,,-0.013192239040087192,-0.01576670454440315,-0.02119595564347207,-0.038127783601465216,,-0.019543338896935308,-0.02493704376045824,-0.023612364738669882,0.08176017428327342,,,-0.01752021341608878,-0.04752966724342621,
RELN,-0.01290014973331978,-0.04063486644153023,-0.019007016925809028,-0.03707991054888925,0.05030152474529706,-0.008895555109532521,0.04813282451026161,0.05060132136088721,,-0.056984652119074934,,,,0.023019197689661104,-0.03211156390038989,-0.053198702447687894,,-0.02859346093196833,-0.09106419646150643
IL15,-0.03679498554124185,-0.02206026277052074,-0.030612795913219623,0.01285998645488656,-0.013092262979456312,0.012237237251367664,-0.007800703570445402,0.05076465984302431,0.0522556304977646,-0.05413347789299785,-0.011194442204389558,-0.04568568588183546,-0.04280899765029271,-0.015801568875458992,-0.010372661276087816,-0.031034229323639195,-0.02308244296253537,0.07045082610552227,
UTS2,,,,,,,,,-0.019659131191938607,,,-0.021235717844122367,,,,,,,
BSG,0.03811460040418234,0.043679663704224596,0.007932069762422021,0.005859965415953277,0.03840640870851137,-0.010829850561120647,0.013393779457866854,-0.11396305205240478,-0.0918096815222985,-0.006838948533769175,0.007102317731680632,-0.011839101553411996,-0.04260063823254987,0.0949762261356407,-0.05858472308793389,0.04852745574418941,0.0670144398078076,0.1021568638231513,0.043568843435736325
ADAMTS3,-0.008222603557143016,-0.03042538977519944,0.03764817439627844,0.07910338814405009,0.04786208677406703,0.006087205077743351,-0.010711048083333426,0.0012175116618586917,0.10784097328509418,,-0.023401158734707925,-0.0018202759278121013,0.07768083776637308,0.05317544582480939,0.0017491218099005032,-0.03568028573093555,0.14744817197900675,-0.005096344933469871,
CD34,0.046094212238429605,0.05273440465354407,-0.0028389933642555716,0.050647124155219166,0.060023272016220944,0.021232132214091894,0.030533473319950547,0.03812912487282354,-0.013066109252395618,-0.01689555411079823,0.08827210960467322,0.012296526412191849,0.02345753758604691,0.06278503080432574,0.02102162546009216,0.08725623594688971,0.03921937167805343,0.04381584800163156,0.021017890695845337
PLAT,0.04192190902416009,0.040451433957233295,-0.10425200451210473,-0.006834747543785003,0.017682270623860383,-0.017576884749261924,-0.014514346899443106,-0.028875343187842385,-0.06612044488990376,-0.03153937115567767,0.04423020147381337,0.06970475250452571,0.006986869619233848,0.03286194327447605,-0.020815515416051405,-0.0803778165677587,0.07490975394704315,-0.03696115439799148,-0.03018688687363058
NTF3,,,,,,,0.019658623255942715,,,,,0.06678117145448784,0.08411147929311072,,-0.05315766019924012,,,,
LTA,,-0.012734208323562094,0.0680406429916204,,,-0.012705501041926975,,-0.019658271624812686,,,,,,,,,0.017734105157268094,,
CKLF,0.025106520247843753,0.01862688659394021,-0.026509553971857207,0.0038519534225645267,-0.02074628666140095,-0.030777283459158856,-0.04298418678150634,-0.006983042999020739,0.10901679764509324,-0.09284910937743794,0.06393777406677931,0.004415981134427062,-0.03907001846296974,-0.012565327185418187,0.03300634397580367,0.1362186962808546,0.07937238102864672,0.1251830588401197,0.07288997313382257
CD24,-0.019342631605914536,0.015920386030749238,0.09765807415080263,0.00861891696341178,0.04790527961382985,0.008909607394894896,-0.029090938701443202,0.039091875984107426,0.04782110594934943,0.04974107264926894,0.011837670198871518,0.023195257155540674,0.08726577978718307,0.00036499387053204573,0.052634302845584915,-0.013489006553728235,0.11253557683765988,-0.024078040339874887,-0.04768004064455212
HSP90AA1,0.01470396234486897,-0.013541819728358342,-0.03107701342671796,-0.014587954361333297,0.006780325769273295,-0.012029334732513833,0.059218765084513195,0.10702036134302766,-0.03148687449085896,-0.02977797938091823,0.03754590878352936,0.011078729459134191,-0.08697560384394441,0.028375000501124428,-0.005907123203958427,-0.02037272106534632,-0.04090141951194784,-0.18189482430088294,0.02433471705816528
BMP4,0.09998450287035929,0.034070760718419434,0.02101408739725403,-0.003338082464285457,0.055385568256436694,0.05929146791040609,0.014067255160700719,-0.01675087781763092,0.1622216244099898,-0.09347208294704869,0.04502008814564458,0.00650350414717533,0.029440814628290967,0.004124575929673359,0.07025391716735414,,0.023112943255828782,0.06360156973492141,
SCGB3A1,,,,-0.018242348355431127,0.072492938165512,,-0.013299369492445113,0.08526486218512679,0.03601831165614353,0.07145401838918063,,-0.03300070402110927,-0.007989648469746856,,-0.025099783736434452,,0.040502897163361265,0.018435715154242232,
IGFBP4,0.05100522994038559,0.05972492393487097,-0.01664052608955045,0.02149199116978202,0.007528387135729806,0.03639704873328732,-0.011113328363863847,-0.04823759183840321,0.02166733074030808,0.007906348880091467,0.00527203340609803,-0.09164760304151086,-0.055042740682265126,0.05544579169516456,0.033970994548001156,0.03809312593281026,-0.055126495938556,-0.09362627837873942,0.17090333425554152
RSPO4,0.0834658894209185,-0.00505083621030408,0.08028326338951014,-0.0038674466181674583,,-0.014777271202976453,-0.01329936754711147,-0.027269117581272297,,-0.0027139138406987538,,,,,-0.03718040832161536,,0.026035715961403725,0.046343106194534155,
LEFTY2,0.0037839212598868833,-0.012890603776534056,-0.030949898813836644,-0.03268004875535082,0.007562229062765228,-0.006376236403515404,-0.014582919170246626,-0.02426791678444206,-0.09806859328618656,,-0.024974730815576954,-0.024129894692640534,-0.020174919295614702,0.06858233666903396,-0.042928287612441655,0.037967129771069426,0.0474249208665825,-0.041991084749831424,
PF4,,-0.011583493230212218,-0.009429181043772874,,,,,,,,,,0.034215208363555016,,,,-0.03421312477320431,-0.005046194098043074,
ANGPTL2,0.04613838098083525,0.0330039826359315,-0.04442993971692153,0.008211597105354705,0.050847223408754555,0.033532723698192886,0.02097321313309014,-0.047096465974385215,-0.061928886459253665,0.050159024019066877,-0.045675655791040375,-0.04918349237103046,0.10335750064377315,-0.049995759154152594,-0.06251242991264544,-0.027724221944392058,0.04649039977001921,-0.07026198680873408,-0.03969980194411646
LRIG2,-0.02744224334912105,0.0387108184689559,0.0052050849546983686,0.007576660629672283,0.019038680090146975,0.006620388059418191,-0.0088964281378944,0.034370119041650264,-0.012571284325142438,0.05510289285857193,0.09579949327174386,0.010321546861118625,0.008373263540165732,0.04251092859141726,0.011900581272524954,0.031987087814295025,0.13102876388883733,0.039245748675881584,-0.06658059730009576
ICOSLG,0.08091111998761027,0.016341853024455164,0.04506152291260365,-0.006143904885366403,0.0013913312396627642,-0.016566968763375368,-0.013732401679114001,-0.02255005639157484,0.026764016143114706,0.05932489589331976,0.032161734221901495,-0.06803628548447406,0.055486165927793776,0.03908575308808085,-0.03791399981482777,0.045498258629914086,0.02893595760584589,-0.021898578666064764,0.01861676415472456
WIF1,0.011855075849500027,,,0.07440909263711301,-0.003633424487282236,-0.01140327017758192,-0.02502665615261681,0.0843070092399613,,,,,,,-0.023707726966013323,-0.031580017403202924,,0.12406121049832225,0.040627853013412284
NPPC,-0.05162004318027795,,-0.014626985095524228,-0.03672818917043298,0.027055024642471476,0.0679789267897277,-0.018482866252787947,-0.11505698684901386,0.004764534636336973,0.0015531098528143716,-0.023401113791381274,-0.020101484065873185,-0.003936942766760352,-0.010580332140298089,-0.0072171250206046105,-0.05390447138356104,,-0.05874473162522108,-0.0715003749987127
LYZ,0.04809415579810221,0.051582152755691,-0.027845250501550345,0.024465010841259655,-0.015880035047795022,-0.005277647812036202,0.0001938597670800416,0.014093716216258063,-0.14710311166194,0.07392765423421321,0.02607486847925957,0.00214346583673608,0.0033500513016938745,0.0044917015930094496,0.039652702643111444,0.07199593585943023,0.0029211089120777475,-0.07184309460419168,-0.06511211477388065
EREG,,,,0.06085911612802825,,,,,,,,0.015466792992261027,-0.051102073265926626,,0.005757105892574177,,-0.030254212090137685,0.008199403705250598,
SPTAN1,3.130708280807272e-05,0.0032962827631183864,-0.12579026910159397,0.014807666214463772,-0.0077045133417490055,-0.0022303771823009542,-0.020769741686906512,0.0699471549986355,-0.10074356434988968,0.07792855286152316,0.020873938329206688,-0.0012019691798524417,0.09601496497416968,0.05791866167933641,0.039713141754057525,0.07485837832073046,0.022066596914873282,-0.12131685515447217,0.015300141541342415
PTH2,,,,,,,,,,,,,,,-0.01216507867574492,,,,
LIPC,0.035095178272790316,-0.01743377638632389,0.00031892637355619897,-0.020384352452329203,0.054846173270961814,0.035203849041371284,,-0.030881306386612285,-0.05316595758294142,-0.07375510082163869,-0.04808167289525546,,,0.008981530247751435,,,-0.010476546001179492,-0.04463829630160373,
COL8A1,0.033165433532156736,0.006333981566414929,-0.053437230234733485,0.03409559055003363,0.03333523058053925,-0.06102789011947351,-0.0377942493012181,-0.0528011481695897,-0.07285046043687897,-0.07577710979344567,-0.005072628423489966,-0.00497896868412016,-0.03251794387684476,0.06141853792627732,-0.041637403336767465,0.07398576575500175,0.027168321427393876,0.16245810297611643,
GSTM2,0.06381590704445333,-0.0253824254568115,0.03348445929575829,0.021862475890005364,-0.011071271256528478,-0.03513359658779987,-0.007547157869437434,-0.05462762140276387,-0.08074987448314944,0.011826992745298389,-0.04708503176396675,0.05441329686938343,-0.01140879791362917,-0.027194144040518602,0.06430186586698905,-0.05564131074466896,0.03667342193497708,-0.008204767138465513,
IL4,,,,,,,,,-0.026200505066526793,,,,,,,,,,
SPX,-0.007941239223932356,-0.0035419086831344295,0.03433238045875832,-0.021461092687205762,-0.04245909777322631,0.007425442261584328,0.003286812569835462,0.0718020050311095,,,0.04148840244743118,0.03274205671416668,-0.019968182225733475,-0.028172513107128754,-0.029567187291319744,-0.05687234985066531,0.0707985656741494,-0.020621447385206947,-0.02646748232770886
MFGE8,0.05056388820180967,-0.01699340569437911,-0.014579799036282145,-0.03291649765120116,0.008915632371436572,-0.03994808916799453,0.0020775702369635373,-0.035216561110157106,-0.010951107937372929,0.06442044812926614,0.01572419514623346,-0.019099838754128084,0.0008095281984767984,0.05122270047490033,0.022784748914508973,0.049959547860940985,-0.0024669744181827023,-0.0008198738385400316,-0.0022101479755728503
TGFA,0.04974497952737187,0.01856459248813782,0.020888841211585227,0.07573952676188864,0.08685806697292725,0.03097397394100486,0.01735984031500992,-0.04558229115691619,-0.04318994327537829,0.023172923523883282,0.007150188466559006,-0.02354113202665577,0.06769771283963846,-0.011075009987021584,-0.024560830883565435,0.012490972745530056,0.07682167081978059,0.07035234739452931,-0.10270805614923108
SLIT2,0.001226467829562667,-0.030203597817053774,-0.004992745350037362,-0.012613030331251242,0.050687207862421486,0.007079148997866114,-0.0128915418204916,0.11228401162876119,0.03750542999756931,0.1689577011205869,0.02524947056357311,0.013114345306660806,0.01838201719020561,-0.005467251602947142,0.006519015830009372,0.0632335483214495,-0.021477010072205108,0.07552421096042576,0.050119601242657526
PLTP,-0.044530595184775895,0.05722232154551819,-0.11900585212976778,-0.03420371831451669,0.041111220094017624,-0.010257965345683885,-0.07243804099088716,0.004772079353330833,-0.045217726245503555,-0.05927914601087654,0.01632981440447951,-0.0064376376266739735,-0.0881156663043713,0.06153453918390735,0.013604943456376483,0.08298165166549248,-0.08026444449557497,-0.02189455836684665,0.04792006193966821
APOD,0.015065396041678772,0.03466505762872794,-0.048340844766662124,0.05592606169458035,-0.05066153923282038,0.018862041550007327,0.019002473133197244,0.06509694115298172,0.0688442646780818,-0.02851185783913844,-0.05571987856732475,-0.06322281105377445,0.14688676465056277,-0.07363372559662922,0.031669659482624776,0.008493577220938558,-0.15130180678784366,-0.12160799238377773,-0.031570141775745006
B2M,-0.009854959453824162,0.008865207690850063,-0.12353915100144194,-0.03539503413994313,-0.031794168700691045,0.08626865252399082,0.023859329251535926,-0.07319382610736715,-0.11448188125585945,0.08435052356799429,0.0412683917992163,-0.11159405166514287,-0.0027871641900764454,-0.005758467167246096,-0.02456781818121492,0.12105739376683554,-0.10673467696368621,-0.1520810705910332,-0.006384154360043546
OMG,0.02424858756769802,0.023670328203863035,-0.07938297396253038,0.01837901500696527,-0.03206720735006411,0.018956468948814607,-0.022794560433331994,0.04540884167857937,-0.0503580701184566,0.026952031871807048,-0.01733196311742069,-0.07165518824071401,0.147071350085113,-0.015220812272611507,-0.010070261126637935,-0.030168190317285532,0.10715281155803191,-0.11984748608188268,-0.023869353543792705
CXCL3,-0.039570755590579,-0.023814559700965177,0.17134606692152057,0.016521196690323477,,-0.02988018375219323,-0.014227512099146283,-0.014157515415292553,-0.09005575318096264,,,-0.019512274118858756,-0.07462565065729378,-0.027598889076525687,0.016453156194975987,0.11815736877487942,-0.019592143669100545,0.0464764363227856,
CXCL10,-0.020748049717303044,-0.038847809478595736,0.010526192172645318,0.02400899770826723,0.023260797632751167,0.05959587371233538,-0.02161263221441101,-0.02249800530571919,-0.10954071004251599,0.09426214037349796,0.014256604625675087,0.0006425301353716868,-0.021570973740823594,0.005664279920960441,0.0026155570315981773,,0.05353842972829835,0.011527998844098797,
RSPO3,,,-0.010950154236262725,0.03579627024398806,-0.043457319442676064,-0.022318834361128356,0.035758293845558946,0.007965008996162759,,,,0.02147714359931682,0.08483037797526737,,0.0022565143917521995,0.019219203223321792,0.11364622836511243,-0.04152637148252059,-0.025605749854107632
CORT,0.08900775275380413,-0.020687385389167996,-0.01301777644949672,-0.02473947418337611,-0.01736024967877182,-0.02929217741055217,-0.03445167566830379,-0.029607699472067053,,,,0.022101043219488595,0.12812265816520188,,0.03357505180959136,0.032515256514386595,,,0.23308576077003487
NCAN,0.01948696125811908,-0.030709237013426958,-0.08740149978726894,-0.011615052999812563,0.059766605020720044,0.006696819908409539,0.03130178858140242,-0.07736698119279074,0.005031137993653115,0.018273391317701358,0.03302994451168646,-0.02010809365315315,0.19211826874453192,0.0740130490295958,-0.034115549325404136,0.005682397555451414,0.06881118459634523,-0.11908608263329186,0.02069429230000411
PRG4,-0.016664831166176487,,-0.010807330006037423,-0.014595114173674009,,-0.004256992869008879,,-0.017297018239370413,,,,-0.002616436787724279,0.008158530499882157,,-0.023276521671552503,,-0.012984736478971703,0.10096167835647551,
ZG16B,,-0.013938851453280698,-0.012543228205667865,,,-0.010095673963910194,,,,,-0.021725649912802687,,,,,,0.03381575915426149,0.009067948894648011,
TGM2,0.0938231897751238,0.02265646354865732,0.013849741235762093,-0.005020135112835434,0.060921764245968436,0.09130665418411733,-0.00565502006852913,0.06572282910115973,-0.02359123671313534,-0.03175059113159103,-0.017837796594864914,-0.03347900492395851,-0.09898238497351314,0.042871807065067456,0.054397635822770095,-0.014905758974267484,-0.019749524022967823,-0.09577601616655836,-0.016131398718224377
VEGFC,0.053803939404115,-0.01789802204455629,-0.01926155583858617,-0.022466717066617594,-0.011979232735539943,-0.016182835758894742,-0.03567146590445,0.001704158443147327,-0.0576098226865797,-0.02276940673813163,-0.028160757067181724,0.08919256504084348,-0.033719720278548714,-0.008932559912924935,0.0542216771117627,,0.010127515821567068,0.09049015637406278,
WNT6,0.024933437416795226,-0.01289060411484155,0.06447774755107631,0.05401335701958269,-0.013428627804452704,0.07696362084741583,,-0.015406033059628167,-0.030761522567186707,,0.04590280901498382,-0.019983421901713365,-0.0312779475000011,,0.038232010394305724,,-0.015526765908168521,-0.013682276156910858,
