,UKF243,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH916T1
IGFL3,,,,,,,,,-0.018807319122279117
BMP1,0.027568932841935206,-0.01187566716330317,0.019341180189490617,0.012617157417284983,0.03983824771800845,0.00994661274307541,-0.07933116423819307,-0.007573635802623693,-0.00032722519947498774
NDP,-0.024707199012100965,-0.024813721673675883,-0.010957823640431722,-0.024761947578221033,-0.008325256960108121,0.0718495651232075,0.10950827077220042,0.04588835984731083,0.039859574974958074
TNFSF18,0.010081370715891139,,,-0.011674764661574738,,,0.16012083178588712,,-0.03172458495576876
IL36G,,,,,,-0.01956200055782837,,,
RTN4,0.02608139776045138,-0.020891756463644943,0.034511222363983664,-0.025205494154695786,0.012455774083306963,-0.03803299959482355,-0.011339584664175785,-0.05510001810364449,-0.00160206726403364
HEBP1,0.02060831633308217,0.009889729500753982,0.024301609201958382,-0.015667066731637976,-0.018908876430357116,-0.004864027242451521,-0.07934090837984284,0.025678308546640004,0.03994057786640072
WNT7B,0.026720733134769543,-0.018639698057440323,0.05917141999560591,-0.005609280581721199,-0.011723842681656244,0.059735862568667746,,0.059424898655222255,-0.01692914576403528
PTMA,-0.05335412690943833,-0.015135687374412354,0.015956932888547524,0.043401576782186965,0.03516331901243695,0.0810496488055257,-0.006872731143510872,-0.07486408029931772,-0.06550727152223146
FASLG,,,,,,,,,0.035805894327639254
CEACAM1,,-0.012083969414362537,0.0749885461325836,0.07235476810267322,,,-0.008434766809496267,0.04637936599456382,-0.022695169864323125
PDAP1,0.07281094644930164,-0.028562081602064138,0.051865648037090296,-0.019583347281321457,-0.01308871525852827,0.01978080027703064,-0.027384496060878158,0.02112697785064305,-0.019692249436585065
QDPR,0.05569924377486549,0.01642966697258145,0.012621263944949473,0.013727283402309286,0.009511912153155642,0.002062496240567305,0.008377495066297024,-0.08573520357127513,0.022597938745990025
POMC,-0.020434848507779563,0.09411195610508809,-0.00879790383789155,-0.013546473694648937,0.01572848999258396,0.020120750691878575,0.011416732345029037,0.006829441513698991,0.012834136099900362
CCL18,-0.026259925534147792,,,,,,,-0.019964883929448833,
CCL17,,-0.03045267102117211,,-0.01456070453984554,-0.014510830719011474,-0.017870442874583753,,,0.15368578335683106
VEGFD,-0.02958726070111286,-0.03392763839753421,-0.0153184188110365,-0.015513199125871216,0.04170899899698889,0.01682504050557449,0.11754725012336056,,
TNFSF13,,0.09118060139992809,,,,,,,0.16466990128227138
WNT5A,0.04097365014800234,0.0017830638902859228,0.04305592680694513,0.04315472749119307,-0.055768252068958794,0.010505002794070819,0.045444176591012554,0.176770226132634,-0.021096719034403515
CXCL8,0.012443204456079769,-0.014263722134028574,-0.0401505378937329,-0.04106754357703491,0.04742636989508002,-0.02135339796226515,0.0956484229005969,0.0036052115784223414,-0.05233846449022863
GRN,0.022986398602435884,0.039783906351184985,0.039462986928967055,0.06608263795285751,-0.0037704736311225022,-0.04549886087952317,-0.03764067135544205,-0.02596657629723644,-0.004020799800416179
MIA,-0.007981076897569321,0.002534401004238649,-0.02188220794365829,0.012536792556961513,-0.012105160339915343,-0.026229962326174427,0.024419536791943464,0.13882185053362872,-0.022416674528237982
COL4A4,0.0668665117603577,0.031693002244595876,0.05882777803958865,-0.015201826028453276,-0.020335706679591215,0.027802548922828667,0.012583723905402357,-0.02524185138012182,0.006918219261375184
TAC1,0.06594235370887097,-0.0009355560049910908,0.014299509818101614,0.030386370461930694,-0.008166032197665263,-0.04509215777735163,,,-0.019435881728085667
RARRES2,-0.044535560154628326,0.03074322241201665,-0.0052680854424850005,0.045870742851087117,0.043758325052934165,0.04877651763479348,-0.032618886394256655,0.04765776387086444,0.07487127614226904
FGF7,-0.07414373665810726,0.056170267294002096,-0.029330316998440818,-0.034654506052744255,-0.03508602115083394,0.08385521669746518,-0.03672327326556191,0.02155529601195691,0.06658245119301644
HBEGF,0.036885299909278864,0.012736879774873672,-0.013215749095984435,-0.024419197725491764,0.06089865034732899,0.007277855261750898,-0.023500753422447875,0.011468321000297597,-0.047261060824104854
CSF3,-0.0297847179122538,0.054453019033715785,-0.043794905265332425,,,,,,0.03787233211393228
PI3,0.054666476322569,0.0028859412737468836,-0.04699073652166705,,,,,,-0.03381957366956472
PCSK1N,0.02880749066741905,-0.05442221492655065,0.03234760358942935,0.01638634295916985,-0.007974595561454759,0.011223403425246189,0.07103515589560694,0.06556959886812747,0.06459321853430397
NTS,,,-0.022148457387335996,0.04564361520057798,0.06956984742945932,,,,-0.023051005463511215
SFRP1,0.02083025527508869,-0.026571132571047613,-0.017475663068214128,0.003908496489438484,0.06430576556505634,-0.03049491555669306,-0.04496829776540484,0.13162626246782685,-0.022515358494921783
CXCL13,,,0.024709567479411526,,,,,,
MICA,0.045844223432023774,0.007125906579204179,-0.051635251877947395,-0.03152786179833408,-0.0162233804098202,0.06486551688982392,-0.10310429704380147,-0.039238758988980625,0.0711715917074652
TG,-0.023743174167963874,-0.01863334419688392,0.07761918463505421,-0.014669358795969116,-0.01050142517630853,0.036251255401135433,-0.017192378166970407,0.07557834407899644,-0.030356513780321726
ADA,0.06555463107667314,-0.0014139259028520435,-0.02486263816259607,0.049143021767197904,-0.017055159011499833,0.01637996638795149,-0.05694113974645453,-0.010443084906177848,0.004778609637015116
LAMC3,0.06879210707017328,-0.046872912866907736,-0.0027317572079991023,-0.015339619615689845,-0.018884845013682636,0.025487753207700338,-0.048223497980494794,0.02416788519688908,-0.006611588483597492
CCL7,,0.007141371000651148,-0.022961273110674852,,,,,,-0.016311575658339378
NGF,-0.017159822664487612,0.022892803516866046,-0.024508769205879966,,,,-0.04497991617850917,-0.02966907800528305,0.008886746752138412
TNFSF15,-0.02122884224029152,0.06489217255896464,-0.017000448693840806,,,,0.0018379195527495824,-0.00614840947085736,-0.013457345119711675
HMGB1,-0.021933325656752035,-0.02988916453607151,-0.012684555311376,0.03681248480570054,0.0653853428899667,0.027654153558152674,-0.15161393512054744,-0.09717715819121256,-0.03142209788741577
ITGB3BP,0.02580369662343274,-0.007719135129935188,-0.013862574305011706,-0.036873804356074805,-0.005397906428104033,0.03956789795006785,0.011885456706005779,0.01150594235119916,0.047943918204589056
AANAT,-0.010439929537957483,-0.02100557316138655,-0.015318420997827115,-0.013192240093214668,0.011448543793935182,-0.00979474590646469,,0.21753242704729814,-0.017258327274757825
RELN,-0.008750906847646334,-0.011202663447964655,-0.011661831181505718,-0.029045054216034576,-0.0032159571845370312,0.024444799938436627,0.017200215998159296,,
IL15,0.04681504761728108,0.042132936917483585,0.08301021892241707,0.0613540381705783,0.08617386803393019,0.03854309087452803,0.11398318250744427,0.04542998908329645,0.059731534085227994
