,UKF248,UKF259,UKF266,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.0268305524403146,,,-0.03503248969188653,
BMP1,0.0701918169051484,0.06198697050574014,0.04654511593411336,0.062034567716097305,0.13927666002060818,0.03331263528339064,0.03971835099839954,-0.069285312790745,0.058332640530770676,-0.0014971403114117717,-0.011984599903924135,0.1015588893532387,0.09991894920287744
NDP,0.0035286172707990116,0.03038948326428707,-0.012725538482419398,0.06923197427486255,-0.02311073159661746,-0.03522344456815352,0.060716065857105796,0.06553279149388391,-0.010731153146898764,-0.03215304907231944,0.019676135894656742,-0.02031794568518542,0.08172994699023094
TNFSF18,-0.012861400088797688,,-0.013117669440075936,0.09502758442136074,,0.044718258824466305,,,-0.027669875144634454,,-0.0053194323967305935,0.1303066641759767,0.012357683713189514
RTN4,-0.009516604083398321,0.061673380645297045,-0.028501896575145718,-0.059212880888505195,-0.02098309521196788,-0.05653843798216135,-0.017252316009585385,0.02897692289046202,-0.11706399607619468,0.08325776639072174,-0.05383854975445886,-0.07471358896032039,-0.05716796523057231
HEBP1,0.006422634279760431,-0.004114396394073458,0.058650357260892176,0.016207469365384506,-0.047212151650852845,-0.0017256077113213903,0.056743038307760015,0.012234051873353573,-0.004164120036620664,0.0187614152673121,-0.028246827157764633,0.06638141126244969,0.05210382479650711
WNT7B,0.006532091031907219,-0.031864275829585335,-0.018766494885449733,0.10781107986936758,-0.06181799141151488,,-0.03102224102843277,0.008443144962402442,-0.04737731280024593,0.004857389763920433,-0.034581455312857536,0.015434389615288934,0.09887105391876785
PTMA,0.024050750459719675,-0.0038142780270796063,0.04782782774373391,-0.04964224270273333,-0.0702084051371802,0.14463099548997044,0.049268609748394476,0.016031025331951717,-0.08795403630752328,-0.008167364137631281,-0.013011468385941317,0.05465224824334896,0.025949939179974714
FASLG,,,,,,,,,,,,-0.030383666358266632,
CEACAM1,0.07715084248247593,0.021870640830358622,,,-0.01982838715195489,0.09335684986100223,0.005461664972226859,0.004068239710141091,0.06469255302242138,0.01108983323459752,,0.07051890901627562,
PDAP1,-0.01343740461782957,-0.004462115722209867,-0.03291562879377762,0.08262045797452398,0.001866139219171248,0.023936272869506562,-0.04621961067535655,-0.08635045819714941,0.008508384280255224,0.07294072839172142,-0.020405087353422575,0.028800983450435608,-0.0030137251092315683
QDPR,-0.005739460704030249,0.006051631436607803,0.005397201501769005,-0.05245101426986266,0.015413984784895076,-0.043120712009225064,-0.020384085106285983,0.08074130650594145,-0.11165670531774732,-0.028067481757215552,0.05273707118029877,-0.047441394011878475,-0.06311994027595871
POMC,-0.0034339725510827437,-0.01613339234882318,0.01392489131035174,0.12196670945753244,0.06785037956687749,0.07106900182286048,0.039483323492253974,0.040599302921492185,0.054344093363140826,-0.02451260299278697,,0.022279038276395505,0.0075203985815857554
CCL18,-0.02658320788670192,,,,-0.10284605739841643,,-0.03824026850842259,0.01866285134520484,,0.009775801168489922,,,
CCL17,,-0.021326317320335686,,,,,-0.04408152147123355,-0.03261318456814629,-0.005568818575833482,,,0.017980458746200162,
VEGFD,-0.014014798427942819,0.11163753655954745,,,-0.02363105994224456,-0.04160523206099032,,-0.011542317612899613,0.015658259397933843,,,,
TNFSF13,-0.02006054809160409,-0.014710416390492097,-0.012721402856662449,,,,-0.033951633262389445,0.015201967266462104,0.002144193881244998,0.007398515934525967,,-0.006480108908253082,-0.028243246593154712
WNT5A,0.010480928952561537,-0.026078724580944686,0.02865131990824429,0.01814849435398976,0.10866869657410837,-0.028510689708209965,0.07180267633023667,0.028512973728197038,-0.006771553222446229,0.035570417662238764,0.00169390607756331,0.03185220053810883,0.0687911514526231
CXCL8,-0.04244800070968188,-0.054087386198896914,-0.018095370464155085,,-0.006698313711706015,0.001107005010955134,0.02780908669784425,-0.14532373978168858,0.03276245320004594,-0.005235350307268431,0.01136637077893809,0.00720601377345774,-0.004736300893559359
GRN,0.01975168486594776,0.014535198076069221,0.03474769651383216,0.0050106588192396625,0.08695490554727028,0.05552452484763924,-0.004514061310035936,0.01475412766370505,0.04739322820922486,-0.028241958867351317,0.003208583996173201,0.06513772943169766,0.077033854622718
MIA,-0.001668969686951291,0.0552778921356668,0.0594745998334323,0.05110062808537694,0.07319910095379129,0.007734998223533297,0.000132966505418648,0.04823257191974062,0.0380699144865439,0.01814676413834698,,0.023065703071624154,0.10297436770155709
COL4A4,-0.009087597868257207,-0.013907971997011957,-0.012103852781245842,,,-0.032577716086824096,0.09059286551312727,0.11682406471687293,-0.05449160939420691,0.006725010698409663,,0.011373713803968963,0.07710776355595549
TAC1,-0.005049638421322917,0.016677832770973382,-0.0037737438358560345,,,,,,,-0.019390255559645218,0.0062509068343523325,0.014306233402012038,0.012996834209174194
RARRES2,-0.01476986537588414,-0.0226798817789926,0.030409027301217844,-0.021357708903879967,0.15890838329759524,-0.06602993520403865,0.021611942499826037,-0.05643761060502284,-0.02211420095357974,-0.025566092446828316,0.06853896436278555,-0.01774012103476774,-0.008816744290365419
FGF7,,-0.014621858136065893,-0.034691677578190826,0.006944094158492073,0.02992613590191769,0.04298998677274261,-0.025591765409026284,0.003191258661133245,0.03895502159827949,0.0557788714880212,-0.033962088431846525,0.0003101309567480177,0.009358501642410883
EFNA2,,,,,,,,-0.043928835800818494,,,,,
HBEGF,0.034650887757466484,-0.010832369905747935,-0.02744802246811664,0.13873103028327088,-0.02094154329584769,0.051910191391356095,0.04360733332606728,0.07841980337981193,-0.07147439539841714,-0.02777209326087216,-0.045742701096499916,0.023970961586743205,0.1078421487020955
CSF3,,-0.025419110739457414,,,,,0.019945950663364655,-0.03661323594056419,,-0.014098160555847413,0.09542484205001905,-0.02899471960721578,0.07083129840890261
PI3,-0.027966655491487247,-0.043865710867955605,,,0.06631310497325368,,0.03836971114365824,-0.13719861533404681,0.003512707164335476,0.04412311004184369,,-0.016175683265135483,-0.02112401294986556
