,UKF259,ZH1019T1,ZH8812bulk,ZH916bulk
IGFL3,,,-0.01611380729313641,
BMP1,-0.002887392290240103,-0.014917528287561222,0.035133763463319485,0.04938602666000115
NDP,-0.04634387512895036,0.03810076766070128,0.04500335053896311,0.008466200882862792
TNFSF18,,0.004159232487138114,-0.01661788503600996,-0.02322655509541421
RTN4,-0.029824896949051976,-0.037957538336346845,-0.02686779486773903,-0.02763881649666586
HEBP1,0.015649353479948443,-0.0017886515464204343,0.06113475885117185,-0.009102791721191005
WNT7B,0.03225308237083215,,-0.002257603569288953,0.010155903530311183
PTMA,0.022407896658471246,-0.08089729054511609,0.021698615113258223,0.021763288856255343
CEACAM1,-0.03333345847984634,-0.01805797755736586,-0.023878165866066354,
PDAP1,0.021619006357151267,0.13423198506536463,-0.0471401887905447,-0.056110542076760715
QDPR,-0.001220164635573532,0.05116477421165085,0.08015296687856908,-0.02544439481986456
POMC,0.04459267378568695,0.002215120885560725,-0.05164359659144344,-0.025620832914096243
CCL17,0.043100164046100606,,-0.0212451241016143,
VEGFD,0.018258620944211205,-0.022014361884441752,-0.022407048634121234,
TNFSF13,-0.013326838021673237,,-0.022782648113452698,-0.025267178915280502
WNT5A,-0.036043803189312225,0.01311275975261508,0.0893723966882526,0.03201917358811362
CXCL8,0.06215337026959843,-0.04078327731565825,-0.030163445114042554,0.030343142719145226
GRN,-0.0007933857065017314,0.1315515819327394,0.019125700114220406,0.03377897635935091
MIA,0.051916710180399867,0.10385387311242793,0.024779651793374817,0.03881785540884763
COL4A4,-0.007558541818362556,0.04366878054094119,-0.03272639632837974,-0.010522508318332022
TAC1,0.0014344283770427442,,,-0.016352335621480227
RARRES2,-0.03263294001591354,-0.029716284060865145,0.08720967883185435,-0.010830430369806104
FGF7,0.009993940705528025,0.0004887121724531747,0.015070640762676907,0.000976084571141944
HBEGF,-0.015026448945991967,-0.05184072615811628,0.01825803475346375,0.06713429043868814
CSF3,0.16963806519786773,,,-0.01250911744405474
PI3,0.11171617653444743,,-0.018051197925781144,-0.01084866946438972
PCSK1N,-0.006862678384148331,-0.027125678461199045,-0.00326877333072706,-0.02874361680791766
SFRP1,-0.016857869809098886,-0.0605392156429529,0.01710867249321782,-0.02329461918812174
CXCL13,,,,0.1231608730356182
MICA,0.01396279408026434,0.006677651959467684,0.006437648107979721,0.06686961960878988
TG,0.04718315161455739,0.018448450376417305,,-0.026552710268912413
ADA,-0.016385465057071582,0.02701314683224235,0.0014545667690058607,0.09341295155121349
LAMC3,-0.04585051077318284,-0.05651783674271078,0.03542232236939409,0.006877714262092104
CCL7,-0.01315301279003853,,,-0.00812668805430446
NGF,0.11473202744783623,0.04312373730965341,,0.010786423482905151
TNFSF15,-0.014646523047322826,0.004655336310959436,,0.027264238004248872
HMGB1,-0.021291210605202466,-0.06438355685659931,0.007272952636325289,-0.02644365789889702
ITGB3BP,0.018839861675208458,-0.04302800164377771,-0.04019911779810889,-0.006657946863572832
AANAT,-0.013326839444021294,,-0.0262795369259676,-0.01813792309469142
RELN,-0.023132408795206724,0.006878673418598565,-0.03286418134031429,0.008916013737934998
IL15,-0.04625706318824344,-0.05038756999097782,-0.032726392181081844,0.05541621905561431
BSG,0.008566396719426026,-0.005405434591523926,-0.031141480577483647,0.07182428520363865
ADAMTS3,-0.01998238291867421,,0.06479785140517703,-0.0054436251472976815
CD34,0.03514743645580107,-0.02133123967646247,0.07383129068530266,0.01678092750759035
PLAT,-0.046118397002153776,0.030760974231626544,-0.02542036923218652,0.024288971669051702
LTA,-0.01685786902046124,,,
CKLF,0.0024861935352174245,-0.04952037732761175,0.01239388400820137,-0.0038398595937365566
CD24,-0.000892229103840569,0.0003091466216174304,0.00581338335676227,-0.003958535332847449
HSP90AA1,-0.01327169495538752,-0.0034520111889963464,0.061590594747618285,-0.06439141861196702
BMP4,-0.009021887146924671,0.03697302818518457,0.021302545175272018,-0.040100431768327414
SCGB3A1,,-0.04335730584923749,,-0.02261568046116151
IGFBP4,0.027927950846372677,-0.03531780947993035,0.009428728464612526,0.05692763477877652
RSPO4,-0.0019545232346651767,-0.03671329386820602,,0.021614640225781686
LEFTY2,-0.01280897736826205,,-0.01893988717497615,-0.0024587136390542487
PF4,-0.011475744529505331,,,-0.01791630712739962
ANGPTL2,0.00703335704765312,0.008996972905454377,-0.05853224615420266,0.027904957359980855
LRIG2,0.006815269548513193,0.0176534466208772,0.022298348385886246,0.05701756595355396
ICOSLG,0.004800768306537697,-5.5820885144370835e-05,-0.015407286237897071,0.05688632582361359
WIF1,,,,0.058850999805932634
NPPC,-0.017801709757601022,0.04785474014018316,-0.02493161641585945,0.1411838361635779
LYZ,-0.05963473170887906,-0.09673134579960581,-0.01455344137522161,-0.03177274305080369
EREG,,,,-0.020626976901283844
SPTAN1,-0.029123991499916155,0.06306439416057315,0.0026532445243833067,-0.018295967072575834
LIPC,0.007749679967178087,0.03829121299351678,-0.013517608998864353,0.010579535565601143
COL8A1,-0.012994025710946747,-0.008338758579653478,-0.03837788789419981,0.11851463531213337
GSTM2,-0.04355616297143035,-0.06971747997354938,0.005269812760551893,0.0049077630579580965
SPX,0.018526313708652858,,0.0849074098524194,0.007561183042123448
MFGE8,0.006675057415887049,0.004863291501046211,-0.031781802326241324,-0.008690851152686054
TGFA,-0.011495642531956061,0.08329592724786605,0.019984658148930752,-0.022307669415775583
SLIT2,0.03182879121457555,0.10562291193096805,-0.009406298427423897,0.0564431556458864
PLTP,-0.07734072162334231,-0.001011117462530597,-0.012379779382589353,0.009742461718200828
APOD,-0.01531686176406857,0.12179799408592568,0.0030163214242584493,-0.04100301471180628
B2M,-0.07225129912564979,-0.08050217561196724,-0.0004788785632735084,-0.008880642474212467
OMG,-0.03981230132092046,-0.05766749301559499,0.021393242108927613,-0.004367595251527404
CXCL3,0.11632430666594229,,-0.01850606255886726,0.08587952196586426
CXCL10,0.006781394170870768,-0.08026323072450922,-0.004273708588111199,-0.028023676776275284
RSPO3,0.07302956164536396,,,-0.043993776118009226
CORT,-0.029886458548159113,,,
NCAN,-0.033257430515566504,0.020531940576485413,0.0008732386091137566,0.005059285589189731
PRG4,-0.013153014839740323,,,0.11600938756768035
ZG16B,-0.015265682331827886,,,-0.015284447472757003
TGM2,0.03242126243068089,0.11824135399317848,0.02082855352100687,0.045298785637213526
VEGFC,0.051815347935749816,0.012412041603355132,0.017218582248189427,-0.03374122586116563
WNT6,-0.018192313143223303,,,-0.015793419904495534
NRG4,0.0017073778011381878,-0.04427105971345464,-0.019600717998035574,0.06529647422682491
PMCH,0.030485811688664956,,,0.0031722260930430865
COL9A1,0.05381957290358032,-0.1066967929718859,-0.053953118012941316,0.10260316842934548
GDF11,0.03850938122490785,-0.03456753425592865,0.007414952027531177,0.03474420109802243
IL24,,,,-0.02655269502160499
SORBS1,-0.01794642224380576,-0.012003364780818824,0.0021303086459218226,0.054683378432101054
DLL1,0.004403892286857328,-0.06821014280080732,-0.028667351857486766,0.07676123906689875
TLN1,-0.05293283262128357,-0.030221517369856392,0.02603353159843166,0.03247942163509404
COL2A1,,,,0.0721287394183706
SHH,-0.013668141960252043,,-0.02772371520619572,0.08726451004851851
PON2,-0.05104169592800989,0.112108157234112,-0.04053569213412035,0.06931299135459032
ICAM5,-0.021302769357554794,,,0.05883433323558058
HPX,-0.02466736286413083,-0.05759249482067277,0.05272816305606948,0.0040936547130388775
SFRP2,0.11246349071648076,,-0.051848474316259115,0.06466565217937406
CFC1,,,,-0.021015792801510964
CD70,0.1306661196550419,-0.048046953258024765,,-0.018400939783298202
HP,-0.018450792592443352,-0.10402482430330916,-0.025103473073655777,0.09328957733517972
CXCL2,0.07809080550079796,-0.04361410423824976,0.03082295089575737,0.00821091742377899
NPPB,0.09697753357862914,,,
CCK,-0.01930773225277119,,-0.03593260490664269,-0.06820605411870286
SEMA6A,-0.06160765247889762,-0.035733389845659616,0.004316403116736081,0.05111947596656195
IRAK4,-0.054536815587482815,-0.013044552502905883,0.0145177139368651,0.050106257157877504
GSTP1,-0.0069025662491031935,0.04230503078983586,0.08436605172659674,0.07592408499836982
VCAM1,0.030780782367591387,-0.00474961669533918,0.04032433871854635,0.019587962712517427
NXPH3,-0.013040880292778266,-0.009661917827764425,-0.059251533499262585,-0.031526434668302225
MTMR4,0.004672596064463871,-0.031682081428433,0.04534344000680737,0.04087632719777204
LAMC2,0.02614608850896582,-0.0019876814236564817,-0.01895086444383314,0.06359263428617613
IL10,0.003083300265050308,-0.04804057818645662,-0.018279928697797557,0.06649965728685875
SEMA4D,-0.028294050692365413,-0.025427629403420002,-0.014400729372002185,0.08686003239400006
TRH,0.024991231657605677,,-0.01710470177579658,0.04345891332959162
SEMA6D,-0.03230999473150438,0.10187021174921432,0.018184291332700733,0.053524426345343816
CEL,,-0.0653767139198411,-0.0369411988213888,0.1818361784351839
PDCD1LG2,0.007710252399436829,-0.10245171691797586,-0.013516797421665679,0.03873532552607218
SPINT1,0.02225896053234823,0.007475504584503319,0.04556359606876845,0.014631256922186503
CTHRC1,0.017091062673784324,0.0593066380825621,-0.01649036392640997,0.04013426581977066
PODXL,-0.05870717061148118,0.04083495916986925,-0.010709797713900156,0.03534317899649488
JAM3,-0.04233006614707549,-0.03501637573564577,0.0016141867182778065,0.04089315734139209
TGFB2,-0.0873135235372605,-0.01800794377202075,-0.005546486648123998,0.06381855618295096
COL18A1,-0.03246063247079918,-0.02482471137208754,0.0027153938702649217,0.016272261329903576
NODAL,-0.026918151080524703,-0.030908531534315897,-0.028508183414911382,0.0004164814555124488
INHBB,-0.050160987518911695,-0.08540242449272084,0.001518676801009818,0.0534372064966536
LCN1,,,,0.10796081361660502
ARF4,0.027123948762997802,-0.010708710188925713,0.0342821073016673,-0.04394614869753789
CXCL14,-0.023424071497893464,-0.09294968907055895,-0.04029440591520328,0.04706604312075324
LIF,0.057078024843753086,-0.09599527796907249,0.04018675166380168,0.07420776623307597
IL17B,,-0.04227339650531826,,-0.018137919452100127
MMP1,,,,-0.040591273144239826
MATN1,,-0.04619248586961236,-0.019169715213192974,-0.016529268129495258
ADAM28,-0.0074773845413922966,-0.0512521558342233,-0.025670975401617266,-0.06545034659447134
TCN2,-0.0005088967073104791,0.08828088736066754,-0.02321444064704265,0.04115654336135318
THPO,0.01666496866479501,0.12310080010307325,,0.13827158941680565
CUBN,0.018397492731053452,-0.022617780920235198,0.05864291846677845,0.03961503627549047
TIMP3,-0.01964692643565955,-0.11457660733493476,0.04008499504443125,0.005638345983507024
PIGF,-0.01704521672438906,0.04321642249594215,-0.0872111532368977,0.037774079406749796
CRH,-0.015416799069015998,,-0.032310314644547596,-0.03620170614705175
BDNF,-0.033439345693939304,,-0.02880096753681457,0.05653202208579728
CCL5,0.06409459972808841,-0.0009367614718785407,-0.008810634717304975,0.021770676799251265
GAD1,-0.033459121654992346,-0.048651609316478855,-0.035549915239091234,-0.0024301461674425817
COL14A1,-0.025113591409124662,0.011674479849225037,-0.023769015980093375,0.04296603929201361
HLA-A,0.05382802770463415,-0.03257492393232486,-0.03100709113763736,-0.02595536833988277
FGF18,0.010904746029891832,,,-0.022691701276379934
ADM,0.09575035579750267,-0.059595689846943516,0.040141730454735444,0.02450948159770875
GNAI2,0.02357263958093923,0.020937308196587432,0.031545448033144,0.08079114641672974
HDC,,-0.05271816737542636,,0.01372472351544795
COL11A1,-0.027837646016331537,,-0.048077091877092894,0.035024138205918084
NUCB2,-0.0022647821107798474,0.07254338897502303,-0.035836375245799953,-0.02015960086525593
FGF16,,,,-0.016287437573761488
CXCL1,0.009584620645659268,0.07691564910213286,0.045319887103738965,0.03748565310188439
VCAN,-0.029287541729139072,0.14392181274845742,-0.0030362112840767066,0.01904736825636066
MMP7,-0.0003686368380151223,,,-0.05349082180788327
PTPN6,-0.05247580914622284,-0.01296147456474942,-0.06548842706612333,-0.005619999106197584
PTGS2,0.012957118430637155,-0.05536063264015442,-0.02369865029880456,0.007772181090613935
XCL1,-0.013326840702252643,,,0.020967016262413245
CD58,0.030363373246347,-0.014822174029552024,0.030304845161205882,0.07214440362926336
TNFSF14,-0.032132960593164527,,0.015046158570167384,0.09754308740461165
CNTN4,-0.023950730376376402,,-0.024056509809831976,0.024888872809617737
NTF4,-0.016857869874818698,,,
INSL3,0.03532719722007555,,,
BTLA,0.054233401576428794,,,
MFNG,0.02247156838806907,0.007425540113603019,0.01596956972525148,-0.03740366229326341
ICAM1,0.013888955447195692,0.0376536543489709,0.012867761786966426,0.06569963072364994
PROS1,-0.06175887440864191,-0.09177961304775287,-0.06359947577107124,0.03427413200753076
CLCF1,0.023735625845192194,-0.03814117384796109,-0.03292991227251397,0.06759774658149807
PSAP,-0.03455544208796697,-0.013746975258533026,0.018905428724934253,-0.0519765460316359
EFEMP1,-0.11532120223133602,-0.04273173915794378,0.038657365692800455,0.08562058637743299
C1QTNF1,-0.010665853194380721,-0.03288695314773904,-0.010155146659925725,0.07630236913705268
ALB,0.12470976034993045,0.17239329810390594,0.042411861744375334,-0.0018338746063929236
EFNA3,-0.025073796039981007,0.017326833806687165,-0.05351402095644754,0.02392061247626263
DRAXIN,0.017523118282028027,-0.04646251649641939,0.029072456405090635,0.043332139795459815
NPTX2,0.04193221809453484,,0.000249153820153663,-0.03630178338496921
FGF11,-0.024888461308028267,-0.011822547372422977,0.008564687655652933,0.040216281327735554
CD59,-0.04505946621394215,0.03847862126878981,0.04480670530542538,0.06735293663141999
COL9A2,-0.021527244438186353,0.011981362743709078,0.05597425460785129,0.03325304008089765
DLL3,0.004164958931148929,0.05507633601417114,0.009371044131952685,0.02441007734059994
FGF5,,,,0.12117320978697474
LIN7C,-0.029064135707646585,-0.03542615312495146,0.051937413772333345,0.04546488937773904
GDF7,-0.02185495200248678,,-0.03132285034439708,-0.025267178372446852
PSPN,0.0038551071584077834,0.10314758957899334,-0.03363862084736737,0.025889355232848212
ANGPT1,-0.02168286267067082,0.030388639727347195,-0.0017304654493820746,-0.03135347366359164
PNOC,-0.030947418327057552,,,-0.022506314048347832
L1CAM,-0.016359273417777678,-0.03443457628560108,0.034380484198557666,-0.07674168299576782
APOA1,0.012013987586570414,0.08374024288082227,-0.026443903397383454,0.008821146579375539
PSEN1,-0.04933483343635615,0.0058305187236564054,-0.04180060612039005,0.0325791589504768
CALM2,-0.05023785653376696,-0.023161931049913053,-0.026174008559968483,-0.029403466162495766
CLEC2B,0.06354451243379239,0.016744409483034055,-0.07102455364061296,0.015941976129120728
NTNG1,-0.008557661296513126,-0.04089379136128311,-0.03356497976373773,0.00400227568070911
LRIG1,-0.048291216273071376,-0.033669657054162735,-0.03083746152202378,0.06732547869393729
CPAMD8,-0.014487824427271699,0.06096962408247511,0.07740588601024,-0.0179163232319366
GHRL,-0.030467342097605137,0.08549168174947669,0.027960677188572286,-0.0157934253490844
NPY,-0.009390050488482984,,0.033743545537942135,-0.041064414941944204
MMP2,-0.054275522486737074,-0.0037242706466175633,0.018174251403633896,0.040138812333711665
LHB,0.07980328355279173,,,
PPY,0.08806776675226904,,,0.02887298687152254
ALKAL2,-0.01243448398441375,,0.02922880097029143,0.08287592562947062
CSF1,-0.019990743120934414,0.06557881877157919,0.02405856892622696,0.08641967621646846
SEMA4C,-0.030348338135222253,0.07155509283789449,0.007448465168931255,0.03307601970774389
ICAM2,0.009747192627356282,0.07099696682495713,-0.05688608294663575,-0.029561559432611014
SYTL3,0.01316511210139713,-0.023732973116457015,-0.055471353364921094,0.04461649679657251
IL1A,-0.011263327665428159,0.04568419115500618,-0.022394129992946245,-0.01059394075391166
HLA-G,0.0731497262210856,-0.046192448016942764,,
PGF,-0.03585670625929989,-0.05142736428796264,0.0347631255372998,-0.013155778050521866
LGALS8,-0.05566839636257996,0.05605071434380551,0.013672900353694947,0.02828122620471954
DKK3,-0.0663333026053487,0.013788918718985538,0.048002702967670584,-0.062037518688577355
COL16A1,-0.07730774421219822,-0.10260654721389469,0.030954498476592318,0.03583214792162697
TPH1,0.07310005992082838,-0.04427102255653739,-0.009263236158457831,0.015213181945917587
TNC,-0.0432914457471554,0.011650873595751786,0.004843752691681373,0.036725796348927954
TNFSF9,-0.021854953472578452,-0.024496513237511758,0.06552926492472519,-0.04479622682012436
C4A,-0.0149591352105792,,0.05117737555277679,
CNTN2,-0.058779159887874514,0.022541963190787696,-0.009208400732886939,0.00028086794773300977
F7,,,,0.02523690134229406
LUM,-0.012760772496521106,0.018614058568955347,0.028766889821658443,0.03330424004453125
BTC,-0.034247351338385856,-0.03203811325708374,-0.022407042143326034,0.021967035208069818
APOC1,-0.03277071210192337,0.01897324780132708,0.00756704964989376,-0.033592144146253215
PKM,0.017897321525836667,0.03618523989151735,0.00022958380072275741,0.05099723060407151
TNF,0.02170241159981628,0.014250614232873217,,-0.01723572749288752
GNAS,-0.042641174721005065,-0.022719212832792088,-0.0359694400468651,-0.04704684161812211
BMP8B,-0.01932048445007833,0.0028314623021676974,-0.003591844060326877,-0.017299422749173527
LIPH,-0.01895126117537122,,,0.0484147224358264
CCL28,,,0.06534250935930423,-0.006119044154756461
PTPN11,-0.04505700112438863,0.08303833999506031,-0.08331582963018419,-0.07520119732685725
ADAM12,-0.015078529296485274,0.015395675562410588,-0.020177075401944973,0.07214092769702708
EPO,-0.01932048499107224,0.003270066803993,,
EDN3,-0.011558547207653714,,0.007375121009551669,-0.02748359514042307
CCL22,,,-0.022407043134974935,
CCL2,0.009263239204244416,-0.08267493482930968,-0.02309502676194551,0.11153891060797191
DSCAM,-0.044076585015379845,-0.025347613701152814,0.06347781509808356,0.08730837200932091
ANG,0.08186904531545572,0.10169177144569351,-0.020320488921104315,0.006264260360634155
FBLN2,-0.009757953026603082,,-0.019820304590000816,0.0673435297793552
VTN,-0.024843322815663402,-0.008636230098661171,,-0.027939409797253602
VEGFA,0.013862595451007056,0.008496622187028784,0.026452291292830915,-0.003961660091196589
F10,,-0.04158875745458338,0.006007697322449229,0.06630134724466476
SERPINA1,-0.04897657315892907,-0.035323270547920414,0.06948164058223494,-0.014437759875486976
VWF,-0.027814912236060054,-0.0265989446294704,0.016694257827510068,-0.026117852333309776
GDNF,0.0022382494048198767,0.03777781229741822,,
VASP,-0.005067737091193683,-0.03756483883051544,0.04323727733863505,0.032740119247282755
ADAM15,0.010457750432126977,0.04881120326679066,0.07582980029007358,0.047028928058526466
WNT2,,,,0.031107850365748563
CALCB,,,,0.05076724226060176
OLFM2,-0.0428670746218033,-0.10445854888027793,0.02436518276455375,-0.0009244574748640122
