,UKF259,ZH1019T1,ZH8812bulk,ZH916bulk
MFAP2,-0.01122923496499854,0.04763834036393652,0.007285175423364468,0.0013724637585334006
HLA-C,-0.0027190800099919426,-0.05200984068562074,-0.0071960864771581905,-0.0004031305119600723
THBS1,-0.018517117633507205,-0.03647644946069659,-0.03549891252754424,0.07116849252838045
HSPA4,-0.009530177154155361,0.09269337247462608,-0.06311387752386205,-0.015767124973661756
LMAN1,0.0307848758793757,-0.019315326119616227,0.05732888168967636,-0.03249161438013816
LYPD3,-0.014165368070943036,-0.018842858687179356,,-0.025102587688352055
APOE,-0.029245254682075037,0.20828069571013463,-0.05017063684474748,-0.03642255004395061
SOSTDC1,,,,0.037565934524132344
ANXA1,-0.07805341137991441,-0.0898010675568693,0.022458188429836837,-0.007336409770695074
WNT2B,0.014459193611499766,-0.016680376852982126,0.04144497397405857,0.08431401374829434
AMH,0.009392696058919793,-0.035933219720369385,-0.018051195623869705,-0.0004460479917627617
GDF10,,0.0516269399390609,-0.022782636120220776,0.08551560097133186
EFNB3,0.0532092581360193,-0.04134346164657141,0.05833061145911445,-0.02898402016143017
LTB,0.07686252732845772,0.03206992931130313,-0.0319268519139316,0.11098817305326007
ANGPT2,-0.0159870166730514,0.02721453122205431,0.02844279317164714,-0.05014002227303782
NRTN,,,0.02180012637602527,
ADAM17,-0.01339482742449491,-0.01065385431458607,-0.04447465590160316,0.03098445982126919
LRPAP1,-0.045452508629549845,-0.032995141934608285,0.04609180365185347,-0.0040968181365857075
NID1,-0.009283764585601463,0.09445360042399459,0.03425739795149025,-0.01609377734830259
MST1,0.015634238444402624,0.0015535343988986518,0.05461219569846061,0.133747646678478
DCN,-0.0030356210352164145,0.017941378550958138,-0.039573217521150394,-0.0037839110412255174
COL7A1,-0.038497627691880545,-0.0777218331835619,-0.024337587531114504,0.04399040697145851
CALR,-0.028178658151827105,-0.05629812632145575,0.004675551581386963,0.012831902287391778
PIGA,0.0820539411219204,0.04561572253692614,-0.04509632338920418,0.004391733352585463
CD200,0.02699572907111362,0.015601247761656523,-0.042036142623745575,-0.019382306210291946
GRP,,,0.142512158881001,-0.025755589953588967
CDH1,0.05280213201076001,-0.1076547153917004,0.04231052147526157,0.019182831651870156
LPL,-0.015700492083640893,-0.04297441154058573,-0.013166175769342257,0.05341081682256353
SEMA5A,-0.020268843172191985,-0.01920079973894446,0.01803223377612403,-0.0007915407374520036
SEMA7A,0.090010472998011,0.08338646669049024,-0.0369078359783449,0.018601847852016417
SEMA4G,0.014378277782417256,-0.020361122385300807,-0.0582155816289754,0.017190206560653322
SEMA3B,-0.04566841376827566,0.009209750673547042,0.03856585102147036,0.04683395148119894
RPH3A,-0.03540936682862373,,-0.02406450522139829,-0.03461888065418881
JAG2,0.031043111280029213,0.0921702073619796,-0.0027925581681270753,0.015569184007131703
CGN,-0.014956012146579118,0.09623594578585438,-0.0474508541928875,0.026800841316284348
GDF15,0.050378466947416635,0.01075549603532725,-0.013231157060502107,0.059644676968531964
SEMA4F,0.018563828539567732,0.04486379224553543,-0.03569821103219905,0.06169722578322466
NXPH1,-0.047684677652339975,0.11889757005880487,0.013827773610663808,0.018979255256820544
ARF1,0.0018319038877228435,-0.022425708644496584,0.03337771739765202,-0.040676916529952686
EBI3,-0.04686038105408213,-0.05174966842925872,0.016148410514068016,0.023913352823664146
TIMP1,-0.0019372536616999033,-0.048093112004470334,0.04991433585687873,0.01947083450083138
SEMA3C,-0.029549884802576348,0.028884541469254416,0.0692485682382914,-0.03401394162578586
GAS6,-0.03323451316505423,-0.054667781920836954,-0.019984073180776062,-0.017986528068546673
MEPE,0.023400292104218946,,,-0.02626443319010967
SERPINE1,0.054323635013875646,-0.03152979346024746,0.0310062914464246,0.06286826530791514
RSPO2,-0.016007818043093005,,0.0403107842991816,0.03901928981707923
SHBG,0.07924125710097978,0.02392464991325987,-0.01385955267551629,0.08038833438340004
LGALS3BP,-0.06353408235557524,0.0688824620996585,0.012763504021115615,0.09044141177319417
LAMB1,-0.009468548382055294,0.048070934241820185,-0.003931534476467196,-0.0002536303682864845
SPTBN2,0.028239890895834743,0.03951702293859621,-0.0042529973054657565,-0.0056020125074671455
COL1A2,-0.012093376639297661,0.04451636412828996,0.003950534964330838,-0.012355889652594453
DEFB1,,,,-0.02139825118548634
WNT11,-0.00842520521477557,,,-0.019210693789405545
LGALS1,0.046954258252407725,0.017950111658069295,-0.022274493902831993,0.005932185645519632
BCAN,0.008334824119490911,0.10230586138365273,-0.07602320825331477,0.004170768337227611
ANOS1,-0.005243746381712061,0.08383417343784237,0.09486626946257751,-0.03199044897860841
EDA,-0.029718555877739302,-0.005010990178897646,0.12647066968801962,0.058261665971766234
FGF22,,,-0.024409802130058823,0.11163167266294216
SHANK1,-0.026086228504460015,,,0.11052100236425465
RAET1G,,,,-0.017692140320063606
TGFB1,0.003590239259571685,-0.05037403589242202,-0.04740592002468396,0.00822539903969427
MSTN,0.0007473816844646384,0.02027506468554921,0.02753132495427673,-0.023923439278472836
WNT4,,,-0.017585487945248585,0.07887037586190905
TNFSF4,-0.03005361548233012,-0.0028674940772605816,-0.027092996327362426,0.020927002292175076
NTN1,-0.04421603170651486,-0.01478650050670969,-0.013369357822783631,0.08834852977707909
CXCL12,-0.02626725311747508,-0.12432726515509336,-0.045676613026244865,-0.0005810987316481469
GNRH1,0.008244931372355631,-0.08862021851711449,-0.01781974558359018,-0.003969314483777472
RIMS1,0.01371407653500815,0.06693916218984121,-0.019252606858836337,-0.027065637434626505
FGF14,-0.046871722899300715,-0.00018785946942692007,-0.037390171280069266,-0.005128621238922099
IGF1,-0.029646704021096038,0.061782357760798795,0.09459676186196717,0.04298321714536566
TNFSF10,0.007891645743053536,-0.05922393553393908,0.01971594390695377,0.056846454144848464
GDF5,,,-0.011644746053339426,0.0731430142319577
CHAD,,,-0.019813010111693487,
RGMA,-0.04627083812127807,0.10172853698035607,-0.06299178807374316,0.055838976059169335
WNT16,-0.024745512349753668,,-0.016367656230082808,-0.026865984539803593
CX3CL1,0.06840151367412353,0.03089848067942814,-0.00939636596006396,-0.03126626291021016
FGF1,-0.04195476922439428,-0.0945893721291565,0.033802004879265456,-0.022461688675993415
ALOX5AP,-0.050590272309329894,-0.0022975905313497476,0.023049162523381624,0.06410004400023464
IL1RN,0.0884914754158615,-0.09739973998753558,,0.08024453061076901
NPW,-0.001956750658886817,0.06628373257701657,0.03690081633214205,0.0033731834253841173
CXCL9,-0.017335093369082427,0.057605844610456904,0.0020884471106384843,0.001803835502496006
ANGPTL4,0.035371069849782034,0.0487899793829755,0.005061834911124182,0.10235397250329017
UCN2,0.05748582671543369,,,
COL4A3,0.014755463922483832,,-0.03074748304400135,-0.021207783388430945
NRG3,0.03569714793411806,-0.04018818992627677,0.056218913930448665,0.05036697057167183
IL23A,-0.019563101827810087,0.005283400720832005,,-0.02375088050436198
COLQ,0.04111132911448987,-0.0436170298286633,0.022342693697100433,0.09159457000535647
TNFSF12,0.015256430109095574,0.046072492660559544,-0.03554745550960287,0.036869636508000916
DKK2,-0.012617801989543646,,,-0.029991256722922997
FYN,-0.009652712726370485,0.09700937755998601,-0.00988657173917239,0.08189909487773842
ACE,0.012981957989599602,-0.04789975087943753,-0.014509651878207065,-0.06384373707059732
IL18,-0.013890522373414028,-0.03755679308512902,-0.0067382561221523635,0.08678326592402197
PPBP,,,-0.02104590065522659,0.078845656551836
CCL27,-0.010026809783025064,0.0388866335341817,0.0454341793056711,0.020409305561156308
SERPING1,-0.056447825863743584,-0.024200187711000257,0.03550894613632988,0.07311391866590944
AZGP1,0.006020408156620601,,0.03242979457634294,0.056582401519496145
INHA,0.010269287055641145,-0.059893414114569075,-0.018279922521876837,-4.65553368476983e-05
SEMA3G,0.0013559777419045705,-0.07540505701955871,-0.016864631778389972,-0.03620168135475297
COL6A1,-0.03817813335266687,-0.1091684104559595,0.025945555332495623,0.03948413718801693
FGF17,-0.023339333767414358,,,0.004013340587149332
TNFSF8,-0.015862006344080293,,-0.016367662593333394,-0.022328921636822607
FGF20,-0.02445128315176996,-0.026820450633266407,0.007050956882585595,-0.016529272099320876
ICAM3,0.006714488367974034,-0.012330140823975632,0.07661077588993348,0.01605795559074382
LAMA4,0.05358798828428006,-0.014110350965835614,-0.02052154245982679,-0.000869247906635809
DLL4,-0.06442436440966164,0.032955657616584116,0.035219895640463135,0.017980656347546347
SEMA3A,-0.007390988237788514,,0.007427219538590189,0.06397911910528413
RLN2,-0.016007821652787847,,-0.02725325355076582,0.08576423102545207
C5,-0.010016847611412546,0.2136461892508064,-0.05507442218825359,0.03984625323783306
COMP,,,-0.019600714847001405,
C1QA,-0.04238647437052712,-0.018524411671999415,0.020522571345621375,-8.116960592166167e-06
UTS2B,-0.01600782156082107,-0.023247487886223484,,
COL9A3,-0.0041776450657987066,-0.0654330915654641,0.0010107935826656033,0.09276829931984922
DLK1,-0.02664326413296096,,,-0.048014845611208855
HGF,-0.04501324803013126,0.0677352996186405,0.004684684369702016,0.02611383653050745
P4HB,0.034285459316003436,0.0158893094588002,-0.025660155642569602,0.03710035407337249
ADCYAP1,0.04621703964976301,-0.05271816737542636,-0.002346009274875021,-0.04001736466566182
GREM1,-0.013835776380306237,-0.049309302534880556,-0.08950912915692075,0.09560872396067574
