,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.07820808988661299,,,,,,,,,,0.09856841465756219,,0.003663472311263319,
BMP1,-0.05073013406241711,0.006685670863303735,-0.014807478206257777,-0.007380330221335351,-0.007034399390184893,-0.016673428666642016,0.10904393944881596,-0.0009934029578158657,0.058235774021224374,0.02857712645828407,0.09434854749553498,0.14165670387276263,0.043929399919517484,0.06097256434998132,0.011649780176777562,0.03357180834826559,0.0766511237078385,-0.06930177923361222,0.07934025683899555,-0.03736561878788237
NDP,0.007560927433882053,0.01976735483512841,-0.017600206751424485,-0.034968747192874836,0.004695253589224837,0.05100518107513172,0.04865485399004755,-0.05622064444372659,-0.02450161568311369,0.008205613880840896,0.10239558392079258,-0.019599791675066782,0.027919210440015045,0.012778338935671072,0.017083808256258593,0.03879615189732146,-0.047670205999975346,0.06986810584025646,0.03460891470223515,0.004769942517052322
TNFSF18,-0.02335742936493149,0.06590238631995333,0.04728166199088461,,,-0.016828654396621925,0.031354751480289524,-0.021114519283787256,,,0.06572400260326375,,0.016691156228844962,,,,0.09496418998084834,,0.05243041640669174,-0.030045458947046248
RTN4,0.01619754765212334,-0.0037657462583289445,0.007411026609406814,0.00833959079049685,-0.00902404102085613,0.02728841020511602,-0.05651613066479363,-0.0172660517926775,-0.10166447444885279,-0.07092878359425955,0.0436307426900774,-0.0023173891549587893,0.006001577203694128,-0.03695730477303252,-0.00772995404431683,-0.009463135189789893,-0.023537480199916083,0.09682975432120314,-0.1077544408465706,0.07979197323523503
HEBP1,-0.0010560075184400843,0.02340774923004125,0.026792599508111335,0.008249107283798863,0.035760791522343155,-0.03923784577107423,0.035560526867905326,0.02184580722686525,0.020459728009939924,-0.013455364272871584,0.07411507050445922,0.05770968372077831,-0.05404961285773007,0.045253892882032666,0.0799244964682687,0.017157000247985253,-0.00428643561922607,-0.01883390907939437,0.0758009077418805,0.04505319898837172
WNT7B,0.014446343827504841,-0.048815883029732055,-0.012055310328099934,0.006447220424830048,-0.008649840529098373,0.09114489371378404,-0.04113459969353831,0.007150693344493134,-0.010878427619126989,-0.0021041817879077296,0.05797808958082889,0.14273236144859563,,0.002904478040580373,-0.03506666540715018,0.011257907058275675,0.023404811700264365,0.012571337537554891,0.0783160280622807,0.031800556133604274
PTMA,0.03431841890089283,0.06830214892672302,-0.021794570359701764,0.012515389810653456,-0.018374463978331177,-0.053079980737874566,-0.0383081541074813,-0.028449119785565753,0.05343096403157338,0.01045521595310362,0.04428349536627444,-0.06827846143374612,-0.0282451693739441,-0.1081345418269358,-0.028735844485940704,-0.05849800389263725,0.05231714677951487,0.01849826828305015,0.029321416694604092,-0.010442884162598753
FASLG,,,,,,,,,,,,,,,,,,,-0.02404986408515263,
CEACAM1,,0.10420471323418638,-0.02460820590876524,-0.011598509067227647,-0.012008283660862531,,0.04211113785480525,0.007890617012384516,,,,0.21879137722779862,-0.039084391076516234,0.20613428701873499,0.06007308406021825,0.05316627318122193,0.015939406141388807,-0.018476725619861845,0.05808083759131584,
