,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01585955495207791,,,,,,,,,-0.01908563062949205,,-0.024541692633119064,
BMP1,-0.02836007861205428,-0.015891715729840068,-0.006144743470824829,-0.005501458095766741,0.03448170759048268,0.062214430788941344,0.033612957649529415,0.020151178363139087,-0.03247532565212679,0.012451801748932834,0.0965154587964918,-0.005975267813000543,-0.017661067405556344,0.004555711309053548,0.07107357173695776,0.02869910361600153,0.05152754474696562,0.0032033504841157178
NDP,0.027353054649391095,0.026344747371680216,0.03536211286183465,-0.0008964349424616924,0.0897182581676772,0.006734399459627542,-0.0007726280928313394,0.010586062499219142,-0.03960976798703385,0.06370303054007598,0.051053999630703444,0.002556637012434874,0.05740744080327677,0.05757281974249047,0.02557925264410127,-0.04528708110009259,0.04120398546720942,-0.018954418325378926
TNFSF18,-0.018985858833899402,0.03387288087064372,,,-0.021070457528667073,-0.023550962986948993,-0.0016705603369851754,,,,,0.1658750628322877,,,0.16187982802259343,,0.011243345539575721,0.037550771000710505
IL36G,,,,,,,,,,-0.018982331198807195,,,,,,,,
RTN4,0.0496563221009761,-0.010657239799537983,0.05228929831915375,-0.01945538860880518,-0.01613208259763477,-0.051004746476816756,0.012770726557003608,0.06275074566004231,0.1789541818757065,-0.029507153076134707,-0.03734421708935063,0.03982404813128459,-0.028946943413129207,-0.006397070793340113,-0.019563179547590608,0.027438753881604327,-0.031724172717350486,0.07088015397847829
HEBP1,-0.03977899253828837,0.029405686700604918,0.012012772675353204,0.012175833427547562,-0.019517421835079613,-0.02103086748436038,-0.006029671122878252,-0.000639239642392445,-0.0728914432706892,-0.034372194931701794,-0.016920918458859194,-0.016345373718275786,0.008687929045170954,0.04105939346589867,-0.03736178507425063,0.02679076075028156,0.010370505293864194,0.03478331078430339
WNT7B,0.040985121329969204,-0.03458526682541267,-0.0003618625205217138,-0.02084928514603235,0.06549766896600624,-0.013601465631262508,0.006661913023883641,-0.016779665496138175,,-0.02086376953790195,0.030605242007126113,,0.1360895174553219,-0.033581881616265366,-0.04115806359377591,-0.0049925859343586555,0.026249707678525813,-0.05885871884933584
PTMA,-0.1207535691251633,-0.03465775391193636,-0.020053638543105948,-0.0391139104881997,0.013049573259715253,-0.06123956672998588,-0.023117694624086284,0.0025868103147458645,-0.2683052436595784,-0.018946080486739302,0.038180509133512806,-0.02484686521991357,-0.029617439258988867,-0.07862686556021085,0.054114240532019534,-0.06628090048416067,-0.03443177317216574,-0.05485958603840706
FASLG,,,,,,,,,,,,,,,,,-0.02128500164818474,
