,MGH258,UKF248,UKF269,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
RAET1L,,-0.011381076084985484,,-0.020114197102544536,,,0.021725732553776352,,
NPTX2,0.08591583080495441,0.03674237397015425,-0.07746934567186244,0.019473141815742757,0.03827439475313804,0.06034192689822875,0.006733642577740665,0.01950614587815721,0.014568335575112142
FGF11,-0.026175087736099084,-0.024947642420850336,0.11737095541604224,-0.015148433605294737,0.13033564217693644,0.006644113036942162,-0.008499176119464607,0.09327551020321612,0.06571407996038933
CD59,0.05720365823293922,0.04222534006639194,-0.04967364031036737,0.011765319075552309,-0.06581109378309405,0.014965902128229668,0.043429523820315195,-0.004914978509032411,0.013252756110935394
COL9A2,0.02707142947036849,0.037697589626494485,-0.006991562093759311,-0.0024045162122809495,-0.06087952140738842,0.021117498623804996,-0.026454188427255512,0.03896232698295233,0.07904783568425945
DLL3,-0.07234719008681491,0.050628805218724884,0.025844169113824107,0.005855686116382168,0.025809834095428738,0.006856781428068826,0.061669253802712425,-0.039732286815106904,0.052362312729834305
FGF5,,,-0.020331472780009914,,,,,,-0.012388650764599399
LIN7C,-0.05455618275796197,0.018285477059585515,-0.003991074515112136,-0.0190341977814105,-0.051714574404797986,-0.013925875159097606,0.05790621321426749,-0.017029496857131333,0.012678625377719707
GDF7,-0.01826979966409509,-0.026839396937345977,-0.004898191657800361,0.04505276556252907,,,0.08125006670080478,-0.030343934371979898,-0.02662010593266314
PSPN,0.04540141308190024,0.03186609998303108,0.11082945226759693,-0.036646047140270886,-0.037822412496207804,0.02631243872629907,0.03496552642154845,0.047724141422433065,0.041067083322638934
ANGPT1,0.02613531427928063,0.04614859132992127,0.07946984960084577,-0.08796776197506223,-0.03264950717429305,0.046972348650130065,0.022858288142568302,0.01468054706910388,0.021733560000014602
PNOC,0.045685956969233645,-0.0013634200987688015,-0.07153416348556778,0.035179183288355544,,,-0.017831719411072734,,-0.01926066726816139
L1CAM,0.02500822335089358,-0.05931436404738941,-0.04411687583533276,-0.002038430512704136,-0.03914579942072899,-0.01276366282934985,0.006254066882402584,-0.029645907812339257,-0.023441151694186018
APOA1,0.01666305546912198,0.010745240057858952,0.11232723542436714,0.07482214990543935,0.07961842325197566,-0.0005057869548702815,-0.0008410419841316921,0.11047928168065192,0.1567240669048517
PSEN1,0.048543037991270646,0.0018559089568319868,-0.0051796723985553135,0.013618117683614216,-0.017905641888443284,0.0007704324932722123,0.03142602484204524,-0.05764557635544263,-0.012492708901416585
CALM2,-0.002918170583783873,-0.015102888383946578,-0.09566131453685667,0.022993909350652854,-0.013973846773562502,0.03147749765290732,0.0283409988558579,-0.06689660658183834,0.07214966569513989
CLEC2B,-0.005811205734163659,-0.05606213863036439,0.08390726724154615,-0.012915881974910202,0.00760197229062386,0.03781944075478182,-0.05509177708530876,0.01283915749483696,-0.008328509173420847
NTNG1,-0.029027679721790777,0.07183269505364619,0.023602001411131057,0.01824459900501557,0.021737373502105767,0.010484062300055573,0.0007473359122007401,-0.034583127558733995,0.030366726602716908
LRIG1,0.008414838170871393,0.0611827098948233,0.03337536125840203,0.002159507863456985,-0.009725259302205639,0.024370307702950615,0.03935357355116239,0.08241497944378523,0.05757971032149354
CPAMD8,-0.016075855779764472,0.03720126606228158,-0.018392553269562347,-0.034083641275167664,,,0.02410013604988461,0.016300227401678066,0.023192592798670884
GHRL,-0.025647872191417374,0.005999281359297995,-0.03911435851410862,-0.01679366819646949,0.12665629572380122,,,-0.03735128820406937,0.004185064283433854
NPY,0.017303076846813224,0.04545623056224713,-0.018046433392506896,0.018523494981806138,-0.04996744039896844,0.02401547353691564,0.0010223554214449193,0.03352989750742835,0.01232402312101651
MMP2,0.02550916771138511,0.06822835981370169,0.09577976322430186,0.0037142285684818397,-0.011177224418858683,-0.04070782195970375,0.016320254044143185,0.07372710508136945,0.004344100198500885
PPY,,0.05008293810314842,,,,0.026982351366032244,0.01627478667103269,,0.19482626944512565
ALKAL2,-0.024073726314486805,-0.02134342044903503,0.0522308219486079,0.0031512055083525313,-0.046433099841431576,0.004805566215005298,-0.05265293460483573,-0.03275983342238321,-0.012493427405501838
CSF1,-0.02900570603181368,0.03619709589396444,0.030911403065200523,-0.03677166610772647,-0.03747209080074331,0.043111807540122365,-0.04050168254735801,0.016812851603893092,-0.007364128875345643
SEMA4C,-0.03185944667489912,0.001259597030709153,0.056399060464506705,0.005920439912981682,0.01813649538346217,0.032004525778120484,0.02347248880910705,-0.015066165167629354,0.06627709000390518
BMP8A,,,,,,,,,-0.016749932846816973
ICAM2,0.046458719484247915,0.031996729982887176,0.05270094068169006,-0.022788228194830958,-0.11226626446216027,0.01717429482145228,0.04669938851379112,0.06929047101230396,-0.01479380916375511
SYTL3,0.0012248575930808808,-0.045634301095116195,0.033553976145085165,-0.005230167302486329,0.13692171015400276,0.047873962340782096,-0.03345992963677261,0.016541454918308683,0.010446487695781024
IL1A,0.08124898764990351,-0.017479379834088375,0.17183040733901178,0.06098129271177773,0.03936312893204489,0.016916020378475352,-0.04418120618802462,0.08767752835609217,-0.023740140424287286
HLA-G,,-0.01751275849899814,,,0.042455034153840936,0.1733340154639255,0.0648932484689805,,
PGF,0.07772016810896525,0.0645609075778849,0.07533301036778259,0.007758123084602019,-0.0687899919885883,0.024471967572016105,-0.0006022316480229523,0.0007123694304504589,0.054370472566746014
LGALS8,-0.07495720286649181,0.020467806282197035,0.013243885196472963,0.008373652464026125,-0.029796866949109446,-0.00558634801799168,0.0397455580530111,0.025770060939278958,0.03502200680161661
DKK3,0.06529736605785473,0.05467007090981119,-0.06566396949029234,0.009469642890248,0.0011700750949880108,0.05631724266325418,0.04266501826063447,0.0730953042838277,0.05232987668911137
COL16A1,0.05912427141600964,0.05022273991181848,-0.016047348050753966,0.024251036053303452,-0.03984766696743561,-0.02515089022254435,0.017036130163761244,0.036353165230031265,0.030549371600594965
TPH1,-0.02994847832173909,-0.012858812392880675,0.013039667304085093,,-0.03180014326617386,-0.03856552185894588,0.009784225753205391,0.033545828369272127,0.014306291962675043
TNC,0.03459846070283571,0.019852158546254505,0.050687607146921575,0.04360843335484978,-0.052438116473982055,0.02498454483392701,0.0061965396903041915,0.09358763479836661,-0.008910310881304256
TNFSF9,-0.01607584814990176,-0.022865756289943216,-0.049356135966689786,0.03158740752120656,,0.02971570311790931,-0.0021749175066190637,-0.043538949672180985,0.08326439780053423
C4A,,,,,0.0015521142534522026,0.006300460067672071,,-0.02529814955714974,0.013491607236472199
CNTN2,-0.026857921007742116,-0.012813828005367386,-0.01683970168949285,0.012270013333433132,-0.09858172918897569,0.06701515116971536,0.02652491766060054,-0.0918553236629376,-0.024207743879472766
F7,,-0.012544740614198177,-0.018392542579195127,,,-0.022326958638609444,,,
LUM,0.0011201293102187245,0.03875782894107579,0.13673695598985416,0.0028765380172985507,-0.09335422887029901,0.04554508459259976,0.03047810283288755,0.12711933919253818,-0.028794969322739103
IZUMO1,0.044958148161675524,,,,,,,,
BTC,,-0.011381071344401516,,-0.005738889308498188,,-0.016152769641886465,0.030361191152993284,-0.021706767065944692,0.025285987519301837
APOC1,-0.054253771090384394,0.0055992060054963315,0.13346789834100675,-0.02270683506325385,0.06556229318460088,-0.03641940922303277,0.00861510431295315,0.09857046585545431,-0.015395314893371538
PKM,0.03339035395729645,0.030389654117944132,0.06983295599735416,0.005595264220749316,0.04065684417560402,0.011765447714291912,-0.0991170964610899,0.08162024252515303,0.018779359513115722
TNF,,0.10495207623419885,0.0016875746802643957,0.060146171998782964,0.0893474491359311,-0.015677857181501935,0.0012641375218195214,,0.03932176527306616
GNAS,0.03508987955224077,-0.030589520550909754,-0.018954634300818035,0.02364354023987579,-0.08705999908707113,-0.010928991657284306,0.054630990706370536,0.06944660753682232,0.06609553697989005
BMP8B,-0.03723554371657722,0.011395525234190592,0.023664783033841195,0.052610565568283384,0.016643462939460823,-0.02015307981563329,0.06600280330387241,-0.027257483893529045,-0.00036946311449535536
LIPH,,-0.0128588092271416,,,-0.04068859052355559,-0.015916980875269226,-0.021808681418542673,,-0.007874679569425622
CCL28,,-0.018087514722118822,,0.0397704912005192,-0.03700523900114787,,,-0.017487053674012182,-0.01300635907425556
PTPN11,-0.007984315565564067,-0.011245281891845947,0.02762649387848692,0.016787458925110087,-0.18731018426499896,-0.04564413928055047,-0.0238420022492624,-0.06814002727080272,0.01858298761846641
ADAM12,0.014920754721729627,0.008400785207180584,0.007796492303669214,-0.003283657095065923,-0.11042327674223096,-0.0016351363456090053,-0.03431590423427393,0.1560907015860141,-0.003232035361566893
EPO,,-0.017278058741016063,,,,-0.017286247729997924,0.03183800667821984,,0.10557554880324527
EDN3,-0.02257663227917863,0.03693661352850401,-0.020550407681610212,-0.005252586629555479,,0.032883542331874294,0.036750122111579346,0.07209684277794748,-0.025131156890996778
CCL22,,,,,,0.1340143443766997,-0.020713058264071712,-0.02170676802660213,-0.021372800576413276
CCL2,-0.04103944154021834,0.019573668297116657,0.05989747826467926,0.007740586594399244,0.012553176858003437,0.05807076868284413,-0.03391728835289594,-0.03042832542075322,-0.04625700454121339
DSCAM,0.03156937190663458,-0.013226969849629325,0.02729154665298204,0.046488635276167006,-0.09295050821999264,0.01468156084030637,0.03630374666893163,-0.026291316929388617,0.07012013291195682
GPHA2,,-0.01433179627353901,,,,,,,
ANG,-0.047409673341628586,-0.04274439500431603,0.03947081335718762,0.028673844675300403,0.023990907299947763,0.004192827487630722,0.01764820836539452,0.03439437834238462,0.0263712455871501
FBLN2,-0.021168370338252623,-0.03214415203965493,0.021781259694587125,-0.030774172214209552,0.08996890821855356,0.061995156723629666,0.10388489210920511,0.09600546035911825,0.0003882342011439082
VTN,,-0.0243076306984222,-0.018034325384283054,-0.025712088634897004,-0.03532733854128284,0.04450959572364135,-0.015927008066639627,,-0.022556349089650776
VEGFA,0.004595427717484382,-0.07139100879466455,-0.0006664837531573042,-0.013709744718801629,0.08125881301009844,-0.001712539083120345,-0.04466926553280569,-0.008401990563982518,-0.021423637978201404
F10,,,0.021514503107536456,-0.023444864047276102,,,0.0032324179123102087,-0.018780442268343907,-0.02441887888311528
SERPINA1,-0.0642762533095664,0.033170402663279516,0.09208047775996026,-0.04003169770133268,-0.006646141722448962,0.010458828775902599,-0.03861998027167806,0.04090259593295075,-0.05718278353264153
VWF,-0.01134327959902692,0.07027383996348201,0.08744882827112399,0.0010332070946221393,-0.14664660327971749,0.06852983409006429,0.0036683897978883172,0.07210763779139924,0.016774450011597088
GDNF,,-0.02013782669961028,,,,-0.0021835691717428996,-0.02220077789418966,,
VASP,-0.0010502073493555064,0.03929927840777976,0.07895751730480882,-0.010785801028966095,0.03409873875143704,0.04519655032050845,-0.032146150329759544,0.06633267299775558,-0.012585611952544514
ADAM15,0.062692382699232,0.02145706616512439,-0.013099285955391032,-0.0014616139887784596,-0.10773546876666516,-0.006278221011055203,0.0038325443897980144,-0.04884756618361942,0.010121825947421614
WNT2,,-0.02249334610677559,-0.014134593682796197,-0.021877019826366237,0.0019773162374250807,0.018176662401910425,-0.023262662183924365,,-0.007034882714548911
CALCB,,,0.057178582639440804,,,0.027102791065867163,-0.027550808584056494,,
OLFM2,0.028652088092643503,0.028930520718099866,-0.05251534491211574,-0.04104773882925274,0.03478834019550097,-0.014343493031399326,0.06440285915766072,0.045894366656560534,0.07930883589500212
MFAP2,0.012937630861880238,0.06631666290944639,0.04689796921096583,-0.039910768135608135,-0.0556794619629041,0.019288707303431817,0.041041959894677814,0.11454509745283621,0.017057889597861135
HLA-C,-0.02074384681839246,0.007127554971549791,0.11291267089515568,-0.03795605715330526,0.03855369133023607,0.09099805665430809,-0.043426050627235493,0.1079706133906672,0.0826869515403287
THBS1,0.02089242232824414,-0.04345546685020828,0.05549537681183178,0.044842834451566775,-0.08256352572981222,0.005340523409019276,0.002270256952351053,0.1397989118009873,-0.06807456282103923
HSPA4,-0.02329999068993605,-0.019619525887894645,-0.01693121590301327,-0.023707275078691546,-0.12303908348248692,0.0268412212737037,-0.013608852098925324,0.050675473765976364,0.03556535442005104
LMAN1,-0.0133718342214418,-0.030689879088883685,0.05687183510027677,0.07280387890145544,0.0019319967828257602,-0.006845697309458874,-0.0288520890640752,0.02442494463652948,-0.04089717782268402
LYPD3,,-0.019616615763432346,-0.03153987863569539,-0.025549309808085032,0.005030577076056884,-0.03605507450156402,-0.043343461803897025,,-0.028682828191616428
APOE,-0.06913577575954125,0.017203275550970523,0.04496774341399586,0.038137296278534356,0.05813040118466519,-0.0981823187526863,-0.010477458947538341,0.06521598388654475,-0.035537973371897985
SOSTDC1,-0.016075854444537713,-0.028967506423655788,0.043889298424869036,0.027707000026693792,,-0.023548604512328233,-0.0031999561394533476,,-0.004401009885710566
ANXA1,-0.004029771150165142,-0.012138227688826452,0.07120020068461527,0.012483675189011811,-0.052599906566525474,0.08024706609814922,-0.05929887211380386,0.04434633146752394,-0.01180741403981971
WNT2B,-0.0358439051809349,0.008488991615312361,0.005191377596197898,0.057800947167947384,-0.07060019858298092,0.04173021020547449,0.012095857210707344,0.07444052551494978,0.07260376028524343
AMH,,-0.008954144289732832,0.042926584219326415,-0.021687809604021255,,-0.017226427541567828,0.021748963833917407,-0.017487051444041127,0.056348450588470496
GDF10,,-0.01488271812058006,-0.02034947956368001,0.033681576751077996,-0.01861430384366659,-0.009578839283819661,-0.011255539919855825,0.04978121861579675,-0.03654430750971979
EFNB3,-0.004134167999766055,-0.007923779391334108,-0.02325632485578455,0.035109600355530214,0.036820631045144464,-0.02665748676891025,0.038463056449549234,0.0595386431314758,0.09596265182920267
LTB,-0.04433957998353382,0.030187530463828705,0.0715597680648907,-0.0019050504028913986,0.10456906038569753,0.05192712519300164,0.09969464550384252,0.05387896785354019,-0.003045984568934279
ANGPT2,0.06842986733773884,0.05710692196677446,0.09406540139073738,-0.02301619539175322,-0.11534665646694436,0.08074692664950023,0.03421793159925595,0.05837294973029271,0.021803341558167513
NRTN,,,,,,,,0.04542764866362489,
ADAM17,0.017937210900311085,0.024826549188789054,0.023811206641253937,0.0028090607647305267,0.026837559234468632,-0.021264718461884425,-0.007805116696009848,-0.01262854188206746,-0.03266353560953262
LRPAP1,-0.008422056314216863,0.009114916359541533,0.01415948937705273,-0.014217599063473382,-0.011765494919679183,-0.028081195254483708,0.05165563643217994,0.01632391467322934,0.06378190323036036
NID1,0.02277485645231185,0.05167025452597643,0.11556745727767107,-0.04696300224532864,-0.07053404130533995,-0.016164470848797383,-0.030195392200753138,0.07076481602845376,-0.013495289549491815
MST1,0.07737240763379598,-0.005683995276750757,0.09777457379021152,0.016690042876144305,0.059127160410866623,0.06843251529873857,0.06445031132927666,0.14994478621802315,0.0101229699283803
IL13,,,-0.020594352892437526,,-0.03645337552028524,,,,
DCN,-0.09402707645674233,0.07371446721802927,0.09227310714809789,-0.0002161230428839387,-0.08444839830440697,0.016932818015875917,0.0248281417970475,0.06680124512911519,-0.057608610962911595
IGFL2,,,,,,,0.12067056525594232,,-0.036544296623269246
COL7A1,-0.007706350508598607,-0.021121584986697618,0.03668522823813641,0.04031243825347756,0.07600628749729349,0.009199977389576295,-0.055556239079259724,0.042557003179367385,0.03730082971072222
CALR,0.050342278564600475,-0.0013517099999025538,0.06590008391574614,-0.040676454594698944,-0.037493995643004326,-0.04114458482496441,-0.07674576151891058,0.06469476251325103,0.006083628636155537
PIGA,-0.025308500590423957,0.05195814805718627,-0.001557645642686359,0.042153518672533336,0.010994066159573827,0.005064088794820357,-0.01695528787472254,0.009071563302605622,0.04930049675268514
CD200,-0.011020516139931285,0.04560991812806094,-0.0008815985020063619,0.02857982189330107,0.034332889650427405,0.01732060492930247,0.03832780909631514,-0.004186992767571415,0.0159510434048197
GRP,,-0.023864779096411572,,-0.0049152362199089104,,,-0.002057122871525051,0.01692505043104524,-0.016411589660118922
CDH1,0.05456938504374937,0.034971802545722186,0.06921657418054548,,-0.05039603099742239,0.004185794879202755,-0.006590053585026172,0.1293819343648494,-0.02782913675600827
LPL,0.020791068701807035,0.01848061758746602,0.08745306135350461,0.03226311436934281,-0.03362790931462951,0.03796731105810185,0.10302767435308616,0.12225676221302566,0.08178378423938794
SEMA5A,-0.04285621221094432,0.03645881480525333,0.020937089846467145,0.030735286419788174,-0.02711824358174188,-0.008657285035516849,0.04997913954645655,0.06748498242616528,0.08112390176093684
SEMA7A,0.06895545009974675,0.041691812195223686,-0.032975316650415164,0.0003177019866946226,-0.10422719748410916,0.06276684272550027,0.016126900395614843,0.007187954407569492,0.02890219577749625
SEMA4G,-0.017293366611722524,-0.0314960345873754,0.04588239055980147,-0.0294695244874834,0.0530602928022,0.06225460364041253,0.10750760334832811,0.01365899965816445,5.739302118853905e-05
SEMA3B,-0.0022795021954556457,0.0730934072409074,0.017604357721108573,-0.04790686380454188,-0.03279259799497728,-0.018538191809691063,-0.0077546078035392076,-0.08737760358347092,0.04708311423034179
RPH3A,0.08341564265509192,0.027517159897960625,-0.013249042642097156,-0.012762569707823962,-0.050492610077981885,-0.009444222718837134,0.06700310481716816,-0.03518670558969598,-0.00755656355858518
JAG2,0.03315321878011973,0.012674198051910267,0.04237131968276128,0.0016930637979283769,-0.054216822882766004,0.01773613418909221,0.030256510503469693,0.13792221072016025,0.023925491804157376
CGN,0.0049025215978181855,0.013488026587661309,-0.02458972389289607,0.034742774944931526,0.07593391534158,0.021526216611446023,0.03542911918931178,0.03960958411644728,-0.016840167681635973
GDF15,-0.0020076059128472574,-0.02908079140500933,0.08338242273616028,,-2.2536482017395554e-05,0.019239170769655933,-0.03500911486449118,0.13083829813981285,0.015552624375814568
SEMA4F,0.010752478074411306,-0.029787581867739384,-0.010289033783410523,0.024281313342723737,-0.0912815784873364,-0.032329872365230425,0.03783021655177031,0.05982545180767614,0.017009265839928723
NXPH1,0.05311723441515198,-0.05700566466091718,0.0023839597391649738,0.07602872875066982,0.005618917252042314,0.02241489762703943,0.04273940697117679,0.042624386700750215,0.058879217433519364
ARF1,0.031164617941570296,0.03632586816043474,-0.026595724272538736,0.01969809215087635,-0.0072574375319501075,0.04344781484626052,0.0033403512130277483,0.023805215045261816,-0.0007122289799403845
DSC3,,-0.010846019919457857,,,,,,,-0.01383118614230874
EBI3,-0.039394689316962335,-0.0016853222688806698,0.12409490962156959,-0.035294037646628584,-0.07640866252765251,-0.00488430876539974,-0.05157664856261749,0.017297910244337997,0.005700897032648385
TIMP1,-0.043425430616023615,0.029315285967403258,0.09097652417902848,0.01392533260747547,-0.02803733461652389,0.023683995700197934,-0.05404582361857783,0.08818426506497323,-0.03248314700336325
SEMA3C,0.054185728229859974,0.031212207458479965,-0.033267352034571214,0.0031246070413274915,0.09116663245419442,0.02267269211490852,0.00928792991656618,0.08497202439741104,-0.02789765963756239
GNRH2,,,,,,,,,-0.014987975213527644
GAS6,-0.015335272130695682,-0.030347472647671,0.041758521547017084,-0.00768636974620344,-0.04083609587564384,-0.009260762798354576,-0.018317680680763875,0.03453495675701227,-0.012554608764271866
MEPE,,-0.0032979156671425545,-0.020611117307494882,-0.008580723147700533,,0.0751414400505087,0.07097212198045968,,-0.019112512003058985
SERPINE1,-0.04747298223863719,0.014469324366338783,-0.053419849294756946,0.05290924192535486,-0.04126287075718636,-0.0009002799453252826,-0.0030567582463540115,0.14586470648684466,-0.04678446572336247
RSPO2,-0.016985062091518902,0.008422913131580818,0.02835403075284856,0.029134842306800076,,-0.005987799307952683,0.02517949689959078,0.004905992388925567,0.013191127306405492
SHBG,-0.019081878688054995,-0.01404880182957535,0.047395292947809045,-0.015327849717085076,0.08959569615497011,-0.025901510021313977,0.03181866018826244,-0.029220763401471426,-0.028997869064787955
LGALS3BP,-0.07108008840349499,0.022841373172278686,0.05681768649038141,-0.046453657547930245,0.03472721361262753,0.02296821723231468,0.03093280029557797,0.09036971297188082,0.04964357684068909
LAMB1,0.007955233184144792,0.01693277322450688,0.10987911466825165,0.032790158733428665,-0.10218726203334705,0.017313298478248536,0.034570331869877395,0.04188320054802116,-0.002197236433903982
SPTBN2,0.08930690828768999,0.05471887840017365,-0.013122610939612957,0.0227280766009656,-0.02836482545390324,0.04028862965726977,0.015388848915905367,0.09681009067716387,-0.030626351783579607
COL1A2,0.027370076116264228,0.05656158170514515,0.08111584177367556,-0.06878670363268605,-0.06327453753600762,0.029400679264779267,-0.046163104482038114,0.08531494117091672,-0.048826444735260724
DEFB1,,,,,,,,,-0.029620098658420628
CEACAM16,,,,,0.0059436551421144556,,,,
WNT11,,-0.015545868916571783,-0.0010040781527952019,0.003671802085301774,,-0.03607267620739132,0.10602944287513201,,-0.018355715510301764
LGALS1,-0.008880680413096526,-0.050776989131688516,0.07880137836172135,-0.04839387001210426,0.03797000398508527,0.024143896923932543,-0.06551749380556744,0.05980678383413668,0.005167593488241409
BCAN,0.03006868743304084,0.07544702043139992,0.07045705773127414,-0.0011859068687854865,-0.0670629755892922,-0.003067810652333423,0.07238265028767572,0.028268832908547432,0.06666044120987592
ANOS1,-0.030448632873867693,0.012712931867195984,0.06609856839104458,0.018450226087843257,0.0028376208109916036,0.0004204788647215198,0.08035745313292067,-0.004964717610833509,0.05284880509892478
EDA,0.11381705543470425,0.01794519628482499,-0.02399142643365176,0.02560988437127675,-0.0030979364363844697,0.015583143682183193,0.03665066612364228,-0.015315169254829357,0.025350982159880055
FGF22,,-0.016183933475407447,-0.018392550839931795,0.02346663031551659,,0.10380351135552965,-0.021376657942557414,0.017958674106054614,0.005645273561660785
SHANK1,0.025110101158584024,-0.015545867918546218,0.07267072054688582,-0.0006048533966722815,,-0.030983022843043554,-0.027201871941071,,0.026747049925465158
NPVF,,,,,,-0.01956431058798217,0.00135913673259083,,
RAET1G,,,,,,,,,-0.01724599567770966
TGFB1,-0.04097335456510538,-0.015283797961693433,0.041102869320949954,0.00042291534151356433,-0.014435245916448947,-0.012077183100480473,0.035225193148382405,0.09359621386044314,-0.005744051674919368
MSTN,-0.027151138419510477,0.05411973693974546,0.04753822610876683,-0.0024299500658507595,0.04775674664082102,-0.0018928497821431502,-0.019167966997862263,-0.006628593886896979,0.030446131904229175
WNT4,,-0.010474771757030476,-0.020854101248823156,-0.012244802245931285,,0.012007827578707152,0.03307198319586983,0.09911509191979281,-0.023813649841031976
TNFSF4,0.09042465119132286,0.03292275666452992,0.026654917886837447,-0.02206471390437158,-0.02101763219176393,0.030072106813043425,0.005114351107668328,0.14583741279592888,-0.003221784313816329
NTN1,0.01680332463704854,0.027764815760841763,0.0928934774557781,0.0019776642803079774,0.020383624987012048,0.020520742874933162,0.04925132300230705,0.08515271896636831,0.0335188540929867
CXCL12,0.024627094047449626,0.007461233511290497,0.055072839920443525,0.026630011719886045,-0.001961868216642188,0.016837426260089404,0.005441625410858615,0.01896432782947471,0.011962018913858277
GNRH1,-0.026104251028702438,0.014658081301755782,0.013363621945002681,0.010633618992486719,-0.06655493477167321,-0.009609343956335212,-0.024853884382665278,-0.01726283478574169,-0.002230276431807437
FGF8,,,,,,0.027813884390321026,-0.026670972622236173,,
RIMS1,-0.02170597793398331,0.021501550940672454,-0.05675135876576263,-0.036384234937153426,,-0.015248928597876073,-0.01471964443650241,-0.05012891176600674,0.012166914363956102
FGF14,0.033530776592435516,-0.010976556833141698,0.052389483738591244,0.0311853020833674,0.019760044384121673,0.0074684159608131,0.037863448425723395,-0.028330198047012325,-0.000301476705621058
IGF1,0.05698660015172788,0.006943078437162306,-0.00961288909987342,-0.023638080486773034,0.17333739662722203,0.06676598500143792,-0.009641120512568638,0.04944935070389862,0.021248437935003618
TNFSF10,0.00923360623283391,-0.0009020586726411496,0.07834745572605309,0.007489701238035093,-0.0033185863245450216,0.04549605105186493,0.04851406681978642,0.10894151360728564,-0.013532056793787528
GDF5,-0.016985055387356982,-0.01605818122471417,0.13783486255142263,-0.01164250451550504,,0.040215395009347545,-0.01972136720339914,-0.02769017690457888,0.006732205501047552
CHAD,,,,0.05023490101199271,,-0.005442397198357547,-0.028475298825269956,0.0892790381578466,
RGMA,0.024660172509221933,0.03412811645626179,0.06775380512650814,0.02763426228612307,-0.028045570719520185,-0.04441045230571353,0.05183718204299942,0.06842000418467116,0.07491544287492527
CLEC3A,,,,0.028840819709174417,,,,,
WNT16,0.029933865848774797,0.04275473803973527,-0.005354042760392347,-0.04009905682737775,,,,-0.015856126789482977,0.07236422102363349
CX3CL1,0.04593321062449449,0.006453728793995589,-0.02293510655070801,-0.013159117028031077,-0.04683251810228465,0.05970686676056752,-0.000121865353498292,0.07480294125088063,0.0717833062984331
FGF1,-0.05012380986667053,0.040597458373100394,-0.009638856996473962,0.0201108125500469,-0.11274235648935944,0.01921206683398568,0.06222309029543608,-0.044640040934743566,0.008022044291045964
ALOX5AP,-0.03294978622515947,0.02551869825937898,0.09193570184694944,-0.0014847711637847112,0.07320107358636803,0.028171268397784964,-0.03869682997759236,0.014409300135548454,-0.02971566626107881
IL1RN,-0.015115623756915848,-0.0353650252546785,0.0013853886516487037,,0.009678625178842281,0.07122425254174237,-0.04821566858863038,,-0.04331580348878218
PCSK9,,,,,,-0.017065204958761855,0.01944040344313716,,
NPW,,,,,-0.032975594242963854,0.01016287844898649,-0.02263903235625388,0.09433346334152758,0.002417702015958962
CXCL9,-0.045953993566842176,0.0010156523306647655,-0.00585206332496935,0.025853633931120255,,,,-0.020772533323461122,0.09548713530633798
ANGPTL4,-0.00135781689781012,-0.031655710275685055,-0.00927298294766626,-0.024839989322645587,0.05069265027150102,0.026799351633867805,-0.03850660855451109,-2.0058963389364628e-05,0.0014635968939244498
UCN2,,,0.05627184559837533,,-0.04017981481108532,0.09245507764499163,-0.024107746749617975,,
OBP2A,,,,,0.004883431141047398,,,,-0.01553603739982093
COL4A3,,-0.02104761470290869,,0.03336742108950167,,,-0.016212138351701922,0.0035037796806568658,-0.025131158442327835
NRG3,0.18168749602134387,0.004746404560718367,-0.040065456678137566,0.054599794333218,,0.020751301543485628,-0.002986849153262231,-0.02716295634863644,0.017647694668707106
IL23A,,0.12295978115393842,-0.02421709552399213,,-0.01705268619408535,0.033537682368365275,0.0058278465818823455,,-0.02242750976507575
COLQ,-0.010661430878729065,0.10696328935173494,-0.01942388908754201,-0.03292815261026835,0.00208179473626683,-0.0030967184882442233,0.018300893858957338,0.06124867180071216,0.03260657563939704
SCGB1A1,,,,,,,-0.025764749203383737,,
TNFSF12,-0.03354188201695718,-0.016174364941631974,0.10895784598221228,0.007183290655881087,-0.018786726623959967,0.027065350499528917,0.03578204748838526,0.11556467530804632,-0.015497850052010535
DKK2,,0.01957155714069482,0.021567975209351567,0.0015983700258943192,,0.06387401705438069,,,-0.034746047079909206
FYN,0.0026422151647867292,0.07034419179722869,0.030877848951941653,0.0036148012078063094,-0.04255692881522555,-0.02569837184953949,0.060712608645146,0.13137974383264933,-0.0038836784551706054
ACE,0.008176412570405318,0.050640467978592035,0.07958423714064415,-0.02472075235792514,-0.04645194404525718,0.00024315713106662828,-0.018872701746493525,0.08872972653680028,0.03424231536110579
IL18,-0.03616451602889701,-0.028257868856102906,0.09531719819458277,0.01146542577818285,0.03363781347024595,0.058282089167818955,-0.02251461311200983,0.026205378339404194,0.029781139829994162
PPBP,,,,,,-0.020894695047751436,-0.0242524826816634,-0.020388164591018377,
CCL27,-0.017205355683109432,-0.011381075320374766,-0.0020301454738043765,-0.01679366819646949,-0.00299930545101693,0.006615780313993223,0.13016954579269152,0.046236190508196336,0.012398152240055768
SERPING1,0.04037861657280388,0.039100893522919115,0.10199660338714192,0.0157653093570736,-0.02566345091017734,-0.01589137393828519,-0.011046468320433553,0.1635896217210975,-0.022666768529994434
