,UKF243,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
MIA,0.04562812566800281,-0.06051103981234881,-0.03206702394285473,0.01050479193964527,0.1306501389088914,0.05489630618427464,-0.026101067462027047,-0.011272852808659618,0.1002827348358103,0.07186616132939055,0.0961256558836898,0.05024482244957377,0.1495909875322051,0.10010648725125401,0.07262212197390192,-0.056940738156693475,,0.07576233395417875,0.05622456520443581,
COL4A4,0.044545987762257815,-0.04604555751159552,-0.02726061826188954,0.02695836355483027,-0.012734182854078933,0.006799891636868468,-0.013864227203243833,-0.0189374962183038,,,-0.06560237499828955,-0.014265085532506555,0.0063526371981175184,0.07396900164073687,-0.045815417288850066,-0.03359000021068077,,0.05399587684796911,-0.04408165252435786,
TAC1,-0.03785829044240226,0.019704467115224458,-0.037554447927350104,0.04597437740794796,-0.036235902462069196,-0.09038729628903286,0.012137298167281844,0.028022872325617985,,,,,,,,-0.036486755048445986,0.051532471309450455,-0.010872649487322316,0.016994982496972802,-0.006753613483844738
RARRES2,-0.026217175612229957,-0.044796639844792124,-0.06595123200112712,0.028850509286089177,-0.0032557550958768155,0.10367129893417815,0.03422682042379431,0.03735807228816102,-0.04694694947739392,0.02731822833135767,0.03586883416303481,-0.024385689161198255,0.011114711684014608,-0.004316675609436476,0.11686270765851631,-0.036596052401011984,0.02054048847527004,0.024185176434682515,0.14309048804882354,0.024945502454150514
FGF7,0.06165208232451755,-0.004053788990682685,-0.026994696835559745,0.030177878993545956,0.04543613284022509,0.05415722324108386,-0.03160527851273665,0.009342374414714054,0.09421740719697615,0.09964818366592239,-0.02010072511743591,0.06510519030921437,0.021250709575053445,0.04210384188437905,-0.012818306786197236,0.03533409193398473,-0.00997671612622223,0.09536764401531773,0.10280451792821593,-0.0372455566774038
EFNA2,,,,,,,,,,,,,,0.019472635066850118,,,,,,
HBEGF,0.130590244645099,-0.018533210376057513,0.02594145974799087,0.01891470218287354,0.03327574774300919,0.06295352713672807,-0.0347440079051673,-0.02545505729081866,0.1261409792788603,0.008430713406250439,0.009682483605619598,0.07176121794093077,0.03561944243735627,0.026631885088887426,-0.06163926356704651,-0.04005850347047985,0.06798998133749318,0.11102587372431838,0.12188045172870436,-0.12499591924846402
CSF3,-0.030228037586319836,-0.03223013994825125,-0.01815156035249213,0.010400458149632074,,0.026112564444981754,,,,,,,0.024743903732100586,-0.05265588243204574,,0.016955321845214883,-0.0373403517859557,0.019225593322537055,0.07240221594921258,
PI3,-0.03580961815568457,-0.024937827648075346,0.006952484974215405,0.013081911170889946,,0.05870211827606775,,,,-0.015078659462022833,,,-0.058639355371966115,-0.1238021700567881,0.01830899759768633,-0.029456596878341363,,-0.08416109878308538,0.10071301152728104,
PCSK1N,-0.06558931356932746,0.016324554716768448,0.015567116754406321,-0.0031480557846948042,0.00026011631450671105,-0.022127494688172985,-0.004207481587577005,0.04505912295192777,-0.012547822890431475,-0.016975876097894874,0.026657820200471114,-0.08981937435220043,-0.04558501081371128,-0.02953599840173779,0.02504345500988417,0.12731836919438733,-0.05170557451385374,0.013986511541544119,-0.10137695158965403,0.03221910444237903
NTS,,,,0.07489111811467675,-0.01554554395434885,-0.0035701609572899385,-0.015838267966539643,-0.02030467191030235,,,,,-0.06694760232141954,-0.0474275091230119,,0.025445878478161956,,-0.043112707150812696,,
SFRP1,0.05506342889065221,,-0.013287832749183917,-0.018321374608443873,-0.02180607646342314,0.044835329135866325,0.009836369574620554,-0.01351311803238008,-0.06960249031899243,-0.09979826905057182,0.05945783432840267,0.005229128979924293,0.055500090352768844,0.03620711055516287,0.021063986603356146,0.018825193521411467,0.04688880940549646,0.04509037505572774,0.0863107454994501,0.048075520108415475
CXCL13,,-0.02340289516258344,,-0.01815671621160975,,,,,,,,,0.09390246353859429,0.01584149923403668,,-0.00018411858722945228,,,0.026867550939130628,
MICA,0.07848144439676742,-0.00998611210782944,-0.014051741099608307,-0.0031059491962812085,-0.02158283083416965,0.11311887339946997,-0.005055897912300993,-0.030832355704995477,0.07368301001654956,-0.03328656963346089,0.022109955460753575,0.06762996378669203,0.11814729574380292,0.10233677183442037,-0.03206405062778443,-0.01385640080653709,-0.0134759246667187,0.16404197852853447,0.09313064056964078,0.08939367075008628
TG,-0.024096570707237613,,-0.01433967678409954,0.06597144821019406,0.06429696570804849,-0.021142980750407592,0.027362726440611062,-0.009779384739195146,0.022548153277491236,-0.007517028115239288,-0.023213713396239462,-0.02810890387243202,-0.033631462119094215,0.0444743545994725,,-0.023856804817687396,,0.0034778615476051835,0.036361378648375575,
ADA,0.013400961165616508,-0.047585552478099355,-0.044866389230904566,0.042033836643918965,0.008621177605839612,0.08167476862853267,0.0002539675871347489,-0.0158825072750971,0.08904007551292914,-0.049426692508002835,0.02552626503649382,0.040863042883063215,0.14752745228595068,0.002934492472887312,0.010189928857951941,-0.023578236943917114,0.027964649679430853,0.14000288203340946,-0.010024739049048593,0.22668130645038198
LAMC3,-0.01067791128357894,0.06793974518634968,-0.020261885299967475,0.039162702153146184,0.10291130104286765,0.10990662228846008,-0.00834289975414261,-0.011883245840481511,0.06951837931808105,0.08020036161188004,0.005025953999406867,-0.009454857275631365,0.08804006648307819,0.003272217452037303,0.05284275323185366,0.0029471557786973964,-0.023246334498977488,0.1287178218562649,0.025576523457902754,0.13259407623725517
CCL7,,,-0.01036756340398213,0.005556560479568523,,,,,,,,,0.009342607893657982,,,,,0.021642338342428475,0.07247357993949223,
NGF,-0.017415231730743098,,0.03879719642082081,0.018476842783265147,-0.017123060365193354,,,,,,-0.0032842998304637035,0.02894336324752705,0.030270786491440868,0.06159479816201574,,0.048222258028335796,,0.03090874566349429,0.11456151821810097,
TNFSF15,-0.021544815131171024,,-0.011544788921364697,-0.01782316286459039,-0.02079114922422387,,,,-0.04273180873788426,,0.21435701127845425,0.01151868978584704,0.08918649333774875,,,0.003797260577621521,,0.0746969293530305,0.1011042410082435,
HMGB1,-0.0462449037916029,-0.008970765622858475,-0.037537127736198675,-0.011391490801817943,0.07827386373397664,0.08672875123236086,-0.0040743888743573625,-0.017542911507115316,0.04247286765440388,-0.05961356079405012,0.03213042976991574,0.015588411865213444,-0.011507733968909065,-0.02521110411289484,0.013935802552661943,-0.021628758243157655,0.02095027103018205,-0.11140251557533774,0.035731404734265046,0.034949484390100746
ITGB3BP,0.02586734255480003,0.06298755368912289,0.008338376815513278,-0.015547101954370396,0.06470383563333795,0.11529722969044016,-0.006716858416958538,0.009547964183413152,0.0377922498997968,-0.023472575357050773,0.0298316157753457,0.04677563997320365,0.041607646566601694,0.02070711051049173,-0.003310806256655048,-0.08392898786933396,0.061697113232230344,0.052601561804775,0.07053740633664884,0.029746548578835137
AANAT,0.04298929776867865,,-0.010504578313435669,-0.01605973566871496,,-0.015801950766425186,-0.012031463432730795,-0.011272853435684472,,-0.08008174121964665,,-0.028166328108193386,0.06029485310267799,0.02314814131110853,0.07884593282779497,,,0.0197456459185661,-0.016577483194222385,
RELN,-0.03002762581038813,0.02420627298647202,-0.0182335955038965,0.04204435960686504,0.0004695437481762854,-0.04636788156949396,0.008572098326148149,0.02504490974470794,,,0.01800950219985513,,,,-0.0469390848003618,-0.031797131316982426,0.04143183918231759,,0.08777301595913119,-0.006314600911909273
IL15,-0.030625582814978642,,-0.018404889524129227,-0.03125508113503948,0.08495397222177929,-0.0035495628268575937,0.0195733032903669,0.03571412409475447,-0.05287291360155399,0.029260523696520078,-0.017575650467025767,-0.04761343156685619,-0.034506866134873145,-0.02106764975530266,0.05679371514385233,0.0137804776357125,-0.039493096695682996,0.13130070923263595,0.0042414572481662225,
UTS2,,,,,,0.07062508463337679,,,0.05566458062978764,0.06480621681770005,,,-0.03750449148838534,,,,,,,
BSG,-0.004284776248839254,-0.06384392533281923,0.016427184909890893,0.039209009125641736,0.09591563709762461,0.031211223935017088,-0.0026251804724810603,0.03327129816372588,0.09134507242293591,-0.05674701948329476,-0.04189701104622563,0.017483855254246294,0.1349333203063366,-0.008244351505743711,0.04647178832939357,-0.03854012928942489,-0.09198697480415223,0.13702964673960552,0.06236922183200845,0.03107385209424299
ADAMTS3,0.059104458108463584,,-0.038578655965312195,-0.001081477302862447,-0.023829077675693873,0.1276047395912101,-0.004001346867058666,0.012513356521902207,0.07442996537639238,-0.008973408922175763,,-0.03372631045849897,0.07052368465001127,0.018877473443325216,0.13978271011152796,-0.011976870153683853,-0.023421058261166642,0.08180426367384007,0.04801402503426632,
CD34,0.013619696583986011,-0.011987260107728076,0.021436874470260797,0.02348301316839052,0.04224333472977491,0.0681241136866562,0.022238249011415735,-0.02109120269660641,0.10773676548651914,-0.04631380805510438,-0.05334426683062525,0.019056058346955587,0.08595698443499915,-0.02152083300665965,0.04973678079560358,0.024282853262351696,-0.02116973971021257,0.18150059307884406,0.055119846866647774,-0.05017019087627084
CCL23,,,,,,0.0033300884624139697,,,-0.021339944665627608,,,,,,,,,,,
PLAT,0.07463045548699253,-0.0034704423173719406,-0.008442557859233889,0.06058856160375055,0.07578683863733741,0.1023273916542321,-0.009551448202196024,0.04096267895487712,0.028253214545034107,0.05200590155860008,0.02041317479097058,0.06779279455867271,0.027725724129163274,0.08687885965191608,0.04411729948838596,0.03706813414500472,0.12418290345876655,0.12945197110560655,0.03872334662978682,-0.03811428124658386
NTF3,,,,,,,,-0.018197074635365424,,,,,0.01991219065102501,0.05020532186890071,,0.08453103695348142,,,,
LTA,,,-0.013287832127558213,,,,-0.011587553160305459,,,,,,,,,,,0.048340810586994756,,
CKLF,0.05252295084689027,0.03620396289659799,0.01623942423174701,0.07426679897596065,0.03885639007018309,0.1322471276437258,-0.01821760658651291,-0.02097213140366004,0.046896032989749814,0.015567687388703252,0.05339159149128944,0.06871786154594416,0.056222932634877335,0.0742821025083712,0.019345817985586912,0.0010194686160603025,0.0005067340878422908,-0.009239141553805903,-0.007153007283722418,0.10521741526663848
CD24,-0.019078062407768787,0.046827534508947805,-0.02334715011614674,-0.013256171358887894,0.05205452961542183,-0.012231345215321446,0.01607445741085205,-0.00945925594871112,0.11093550613903831,0.13241915270275684,0.0399846190006819,0.024554416567161227,-0.020670382165893335,0.027216721716661302,0.05264142386516157,0.08811666552735123,-0.08984253031391747,0.0571774841666024,0.09236386466300875,0.11296337502885269
HSP90AA1,0.013572679097748785,0.011252815225815357,-0.048277375664538276,-0.06426585822260462,-0.06975087851437245,-0.11130036391039434,-0.014955125636700206,0.048149639454363936,0.009529056503627589,-0.013181626511358149,-0.13346027925801707,-0.0157579243930579,-0.16247768330013032,-0.17145633698895404,0.04413990870786519,-0.12132584515829845,0.0011089249103057397,-0.15559613979287693,0.006044703395890823,0.03372624151171519
BMP4,-0.020961701984861494,-0.04954956615383992,0.05632601624034897,-0.007441706563739872,0.04503756267315362,0.05626915185546867,-0.016123947804869226,0.08214095287704032,0.15809148244466098,-0.049122959590053805,-0.016688610859402823,-0.06951940161974557,0.028284535119251383,0.03656452822777686,0.03458444581297828,-0.046201929137332655,,0.10513632357765687,0.0344856403717767,
SCGB3A1,,0.024029667822277424,,-0.01912516261345721,0.021934057264953486,,,-0.009508762129278705,0.12853847901292206,0.14657661793582782,-0.08989539893310312,,0.08482025789910588,0.0333725727678994,,0.031643076958714045,,0.1460145545492683,0.07840502857954897,
IGFBP4,0.034326547475908235,-0.025999195318967872,0.007015321966938832,0.05445480859301658,0.09715751413140626,0.1298641281211418,-0.028714143633228092,0.11588898833829862,0.13637042620879905,0.06168506231972289,-0.0700660962258261,-0.0033598656185202433,0.05617550080001241,-0.048333565157687476,0.05631261072308983,-0.013845177988657356,0.0836776700521902,0.1836058397010771,0.01431206664274481,0.04801515275139341
RSPO4,0.03144157233039739,,-0.020339355104761304,-0.00502434112503671,,,-0.013477029757715937,-0.00950876073840714,,,0.0138463978893003,,,,,0.07323921393879691,,0.08454904087145956,0.05805820178672113,
LEFTY2,0.032946702278267535,-0.012671555722471056,0.008489879031487681,-0.011082006516109168,0.10116831776446097,0.12942601532500522,0.024747468411727383,-0.010426472444362449,0.014493351993536588,-0.034383207864727476,,0.022343238904442887,0.08767859046448093,0.03519811715182765,0.1311980995727737,-0.026586914540775344,0.0236270249018493,0.11868339475557949,0.015250539741626646,
PF4,,,-0.009045494816796198,,,,,,,,,,,-0.022866870786328538,,,,0.03739186853371527,-0.007366387837564939,
ANGPTL2,0.03864458984919105,0.03593743708433439,-0.03236380428190021,0.037089643392759,0.07989058401432804,0.08566108744619853,-0.019036654657207032,0.007368528702433231,0.13059384317476294,0.019185137635267704,0.06382677630186953,0.04260194221403539,0.12369888450469957,0.08670339826169479,0.005013601915900619,0.04575597095804222,-0.026147241580877018,0.167395861092324,0.043243474596789455,0.0054281774172228545
LRIG2,0.05435074173868946,0.03590266496698268,-0.0011374184744477088,0.01552146950565552,0.033639560413032746,0.04712794791122079,-0.00541675230307035,-0.06229309580745395,0.06048331594912189,-0.009401761418343455,-0.04858924198257747,0.029247574084264507,0.09355863442356663,0.09156151709356211,-0.003359008717093121,-0.03934080753608753,-0.026216028221750308,0.06845362601271002,0.07436791149355006,-0.07090775852937234
ICOSLG,0.03556222053612954,0.08154059216450119,-0.012984666252055861,0.00381493889438547,0.00720423615883559,0.06840945722859731,-0.000874561386273405,-0.0021913093024338052,0.05115421961337345,0.11448408982881121,0.051619993467820716,0.07653172841206,0.07654974482219762,0.13711790704938925,0.08081131539484879,0.01324251447294221,-0.06189334296108015,0.1487960417475659,0.042001747859045674,0.048952376634933285
WIF1,-0.04950914080346638,-0.046801637096073545,,-0.011975756072821047,-0.0736539452090799,-0.08318980765852832,-0.01039990465138052,0.014880319539782675,,,,,,,,-0.0109967559217508,0.06220197172661903,,-0.029243790051442245,0.031922497059007036
NPPC,-0.04341814321541824,0.09231842556199445,-0.014031793137994459,0.002276309284987802,-0.0362307667835102,0.049651267454060316,-0.02028690954289496,-0.013214850430681706,-0.03562599568740522,-0.09776171396973866,0.014007820356800916,0.009358666309877167,0.040985202921808524,0.02924904730223305,0.020543141659048643,0.016093880904765646,0.06197105048836354,,0.08432998649727332,0.0038478217603113356
LYZ,-0.01643386785828998,-0.0327907474098637,-0.034642042225307076,0.0682235577343319,0.021565998939367434,0.07648463605184068,0.04486922104065221,0.05633303397001825,0.05991410905059109,0.13386130678852615,0.04825208826112924,-0.02575981300033303,0.05558427969569953,0.03125065312199645,0.051271260080893326,-0.02298582780260799,0.05940976327495444,0.10573639188319343,-0.07772275372094896,0.1269658833825583
EREG,,-0.01770981020246265,,0.1036531217242814,,,,,,,,,0.01868994861867992,0.026804126888923724,,-0.018508916432792524,,0.06861384549194005,0.013351774648838874,
SPTAN1,-0.0402788290417758,0.037478782875550995,-0.024593274573260836,-0.015647048052933033,-0.04116057552066758,-0.013378895624246007,0.006578001111608743,-0.011824886814924105,-0.04834136923852716,-0.06234530690587536,-0.009017972411486639,-0.03570022742399077,0.013256776448428886,0.04414222408064104,0.014413029625435706,0.01696836378320277,0.06380023584771291,-0.022855394861223417,-0.005520913611770237,0.11809371848998786
PTH2,,,,,,,,,,,,,,,,0.05201373411900992,,,,
LIPC,0.011314047778673243,,-0.01625542787029061,-0.02137082615817681,-0.022941915697104475,0.05238795275689896,-0.001292137415476135,,-0.016961926116915906,-0.0023114803975821424,-0.041130670077246884,-0.029385624837341244,,,0.02573173357276012,,,0.071017067425754,-0.006875937777444248,
COL8A1,0.09417118342555358,0.027805944672664836,0.009317907506791127,0.001355480755326958,-0.021171867617753224,0.07811289736105294,0.0016174375218018717,0.012868924265435105,0.05653656369146342,-0.05908172146591826,0.045683539624977086,0.012522817806965457,0.12305917937209337,0.028788257076647013,0.05408160366649359,-0.019039455129650388,-0.02397904003853669,0.09324072211441761,0.09588711935982826,
GSTM2,0.04293715203708105,0.05157825202409969,0.02411259471449757,0.029454170042910725,-0.012510436333978693,0.0004590622205556225,-0.022687264078443296,-0.028104812533542547,0.028406057169816402,0.017087870442544482,-0.043034370240029866,0.07768419184766652,-0.05203403880882057,0.0038104312300733852,0.0025495375764383777,0.0468059295834816,0.07685486093843992,0.010018412364737718,0.023687420723329182,
IL4,,,,,,,,,,0.12008355701547999,,,,,,,,,,
SPX,-0.025349096749539522,,0.07643034952879217,0.09576291953000031,-0.05238304946260418,-0.021350620514539984,0.06337122659153739,-0.04493914757565032,-0.013244488068550105,,,-0.032657281215150505,0.09310609100204893,0.05611527583219496,0.020493068839392756,-0.03661903706873546,0.05734691543249801,-0.02200498390764789,0.03631110272000393,0.008741382787439574
MFGE8,-0.005470621838230026,0.04107101312287712,-0.0174051154095508,0.040445179278819195,0.02665601463150569,0.05353530577211285,-0.004503896143321679,0.0029520110188524552,0.10488251118896688,-0.07984258125669183,-0.020998172840154927,0.10647432923137047,0.038126735687190424,0.07418737460596646,0.07969473971071271,-0.007530013167121207,0.048434538699044224,0.1717536092573008,0.11340324487805502,0.07442161808249573
TGFA,0.02825491308483813,0.05573775384880218,0.005754783678160828,0.017161889893452922,0.05944230827271176,0.034159279891380075,-0.02829954743555375,0.003975931378271092,0.09701934122754508,0.010733484075550326,0.03847903496940338,0.018721335852838836,0.04646915695393082,0.037615362187566385,-0.028853312616526322,0.0763972079927174,0.04019741928455927,0.16495054082678018,0.05678393433874564,0.023789029062162237
SLIT2,-0.04311419318525668,0.05760637516750632,0.028441790727024855,0.011874890032681126,0.038771408813474226,-0.03820400426938681,0.008804712705956936,-0.03319843553296721,0.16054176769342549,-0.0119415588564694,3.163551074558153e-05,0.14483143214683755,0.04860096069904312,0.03477368676679719,0.01877896268259188,0.047564001004110006,0.043564049851854705,0.13401088516851611,0.06419133223379557,0.02635493547462604
PLTP,-0.053859185486005094,0.016541479804005135,0.024172895367148933,0.04094718204433417,0.021068681631422847,0.06757752493297511,-0.007247145985101616,-0.007150740682250708,0.009189728924685933,0.06368653624366714,-0.07179069540309407,0.0383294586754934,0.07114543312646116,0.012265130244683495,0.08906438806013635,-0.07269464981567837,-0.01751531246123038,-0.031906151476171145,0.07090634143826956,-0.05624178949788138
APOD,-0.043255543553492336,-0.022590874003585244,-0.027619780323993225,-0.04733773188882616,-0.053630989400358944,0.061102640903697325,-0.016313462304773593,0.011129762337601837,-0.0627598571129362,-0.03617041897018687,0.036025284873246764,-0.12254672361127253,0.11989468582410935,0.1373499314441896,-0.1013030665441864,-0.0934297474024092,0.03225008187911714,-0.13018873480895493,-0.0686989878005171,0.019779331698133975
B2M,0.009826826737564374,0.00041098305984671,-0.053603853671398444,0.03745050938167737,0.034447263500826907,0.14530661069930537,-0.0074268914825177,-0.015089641162085318,0.0933143693466142,0.125002341681273,0.03379161815032123,-0.011369868004913384,0.1901332020510597,0.10691414948808937,0.07420167957467953,-0.07271915652153471,0.03894490856445383,0.06660753962729411,-0.07895628771037401,0.0004750887850477364
OMG,-0.015119763252296615,-0.004176302879419998,-0.03929640737615789,-0.02565852632248988,-0.02387467579375279,0.021168308008020494,0.004183203291740138,0.018298037401603642,-0.01617219683030424,-0.0009399214447748302,-0.03438920700575007,-0.025896462247004485,0.11543749577019867,0.14101784394928749,-0.02965854233576079,-0.03287280572091421,0.002952622379082367,0.061104959892958395,-0.013925204500100805,-0.10051899187808173
CXCL3,0.05400397013469613,-0.042978590464702565,0.055740002633387256,0.023614224903568726,,0.05232547261018645,-0.028020112263027447,-0.010172364059744924,-0.036716161226118996,-0.008828005006660542,,,0.00874545887911716,-0.028388908335074813,-0.04303747398489851,0.002247668489921855,0.02251112011277996,0.035466204751082565,0.05630476026777091,
CXCL10,-0.01580313281827236,,-0.006420649647431486,-0.02660243140558976,-0.020221911594636596,0.1135399579413832,0.0019522278220893894,0.02108434488742771,-0.024107601879502557,0.07960289669929095,0.13640370618591705,-0.013694193790942874,0.012649800509971335,0.017327040537822025,-0.01932337498962837,-0.010345988014217537,,0.07297292152802158,0.01182951678599746,
RSPO3,,-0.03223014095354526,-0.010504577537266264,-0.021370812982014143,0.004742324363347003,-0.025947641047048636,0.035356588592310716,-0.02470158816394868,,,,,0.04015769614535901,0.005826159868751168,,-0.020227917272179284,-0.06904306125156982,-0.026074943438420498,0.04099089435599511,0.0006944487524052903
CORT,-0.0003584470407838314,-0.030567944240160353,0.02704083629955687,0.0036310623709722048,-0.01179901532878388,-0.044908206248419125,-0.024374755858179387,-0.01617639242845116,,,,,-0.031315247713154436,0.04933887910493302,,-0.024854322695217933,0.055078829233528734,,,-0.038216097897294826
NCAN,0.012906253182199451,0.027593589687979425,-0.021673006262950642,0.003906564039664073,-0.019170809526812986,0.013622666072051204,-0.012441470820996055,-0.05924683352360162,-0.06102742455615593,-0.019814679111118443,-0.025760107924661983,-0.04366864344892264,0.04655962375173968,0.10020971663353806,0.04787545892211388,0.02885492696894484,0.12335648782632054,-0.06685971096506292,-0.011650837201132308,0.09262615899687786
PRG4,0.10969704530419608,-0.03603746120078076,-0.010367565019612987,-0.015301425369962611,,0.10079104299159872,-0.01722310901263333,,,,,,0.17840914286826548,0.02547146426922337,,0.01229556771011521,,0.010760570465523993,-0.0020913713626038366,
ZG16B,,,-0.012032827155778336,,,0.03972468368086892,-0.009207362886350112,,,,,-0.007625972105003969,,,,,,0.03263038125153099,-0.004772151015034399,
