,MGH258,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.029369174068970064,,,,,,,,,,,0.07114921052245875,,,-0.015590314793344247,,
BMP1,-0.01964372990143301,0.050226799018743246,0.08062207793585517,-0.011913761256327983,0.06556449659315304,-0.011210185928523866,-0.02805987933978348,-0.0021174093280430747,0.09594627044195911,0.02507348183863056,0.22352220563790784,0.15019579333539945,-0.023529734875698163,0.0647574557311078,-0.019018833899905076,0.06790027365183633,0.04828149964850652,-0.1021135622880138,0.08178443330522465,-0.031085175452962417,0.11437546998524036,0.07257140043326846,0.07811549484796067
NDP,0.054603581969754116,0.018837701701875934,0.06867048057497524,-0.01711634574881228,0.09470173189497638,-0.02778409596282984,0.05936654489551801,0.0010363631150709604,-0.02130311063919111,0.14544605397691532,0.1625518788580913,0.029193508075446132,-0.049388945860866756,-0.03647729501532413,-0.024152290220636426,0.02875458817614754,0.08680987086482372,0.0028739287238418276,0.025439813153641317,0.165287792756346,0.022993327989971186,0.02652659110062494,0.14970932569365658
TNFSF18,0.1493705632357813,-0.05056043653713123,,,,-0.02752209585001137,-0.020788542623823503,0.021011239867730357,,,,,-0.04823666960815743,0.1165507057757859,,,,-0.05897757886738015,,0.061820665507945446,0.018116496555379686,-0.03986370059209009,
IL36G,,,,,,,,,,,,0.09605985691189267,,,,,,,,,,,
RTN4,0.14252359313451624,-0.014223816662987583,0.03263127290393707,-0.003027800553421506,0.06943810391605189,-0.07913809457084123,-0.02826017980646206,-0.03906089475210324,-0.044835025876959866,-0.07191872120282397,-0.09687654616629555,-0.06093954715988443,0.10598505317870327,0.07237733010994224,0.1217527556810853,-0.00549294885817696,-0.011804787856896745,0.12108240457195643,0.005515882549642861,-0.05623404879517454,-0.08034403387675049,0.020753547941419242,0.2179079390439323
HEBP1,0.04056222680415233,-0.0029328458347940545,-0.03145556209653836,-0.025598840515943945,-0.0223083159604237,0.07147550799245213,0.05004082733892286,0.052619669772302896,0.038144368998095174,0.10425360050099985,-0.00735572478308859,0.050291241863988555,-0.05513174600305488,0.0665535178155358,-0.013597115316174264,0.057049293859904905,0.041555948146894756,0.031123566381838285,-0.04086564434265086,0.08510284006313985,0.06451778954902401,-0.010301398463006857,0.13293521491045238
WNT7B,-0.012313799756107796,0.170156454152751,0.03943378971624109,0.04946884461064301,0.05936366641608489,-0.020017376368210434,-0.13463068947387108,-0.022058994470559045,-0.02692747768199288,,0.05362054323175876,-0.08001137087256192,-0.02422886973075588,,-0.07613826046317451,0.0401214884718083,-0.01707156365952222,-0.0019036770543172695,-0.028712623728309437,0.025887979189665945,-0.00963639115312127,-0.04777297957989025,0.04085011248998571
PTMA,0.09693247657406857,0.07049128234141327,0.07136215463068063,-0.016419580124482937,-0.046896297696817496,0.08101750440985472,0.22567172025341478,-0.0494421191869914,0.12601575044963131,0.2037473095054256,0.2799693603652053,0.26008021085874966,0.07548895784423576,-0.04179199442931812,0.052325957098705175,-0.08488433480340153,-0.020449424290267148,0.1800702090252379,0.036540066177422274,0.04830140417109712,0.0422782462257709,-0.013452268348330227,0.2934759266731255
FASLG,0.04116530262088948,,,,,,,,,,,,,,,,,,,,-0.02085802512872346,,
