,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04139440690241236,,,,,,,,,,,,-0.020521698745783804,,-0.0381541027353391,,
BMP1,0.051702559592283925,0.010412915778688848,0.04081874706130745,0.01635008073610385,-0.04423843246262681,0.012004587371209012,0.06523313136214556,0.22731235954685614,0.0465764804484159,0.015789601800264983,-0.0262776878759132,-0.012911969468137191,0.11905671934474767,0.06735007151986679,0.14969543965464008,-0.05154938286052908,0.08724318964876021,-0.006040220717848939,0.018542325059830726,8.528129603089351e-05,0.05817909451766836,0.08781147095567493,0.053133747413268116,0.050893395506555035
NDP,0.03862297214371687,-0.03371488109030974,0.03147670489731292,0.02885815110833092,-0.006379184798775267,0.026584932457128653,0.008374554257293651,0.017410555048611553,-0.031461790995482575,0.045372506631370255,0.056400548004851045,-0.06267571064142645,0.0341638502473537,0.0800013519882261,0.06151352926641787,-0.013342039311497434,-0.020315718026291393,0.0024026792815956158,0.11238728416888387,-0.06472717865047692,0.06923097494193045,0.09091168038727455,-0.014416477036460321,0.027514031316921556
TNFSF18,0.014812446815213319,-0.015991929789253227,0.029495573046874727,,,,-0.023350434031692596,0.04118103252499724,-0.030776136156049565,,,,,0.045347000767905446,,-0.051293500144899654,,,,-0.021163665687272046,,-0.0012142746270913049,-0.028558128906693188,
IL36G,,,,,,,,,,,,,0.0013323787520832546,,,,,,,,,,,
RTN4,0.018785217870240723,0.023802497514416696,0.0640912998125641,-0.07553857270094945,-0.01923234830486275,0.035246264583254035,-0.14459564015033788,-0.31645116710342364,-0.07183369470835131,-0.03726052096495945,-0.09674483822681079,0.00175458133131431,-0.05279567366231156,0.05173667826336299,0.026308307875295617,0.057719721811929275,-0.06956064237231019,-0.02612783552569011,-0.10508884760132711,-0.002085397646991795,0.017434457690229676,0.007377240149836032,0.005271687161608597,0.1188880853109922
HEBP1,0.021507437206046618,0.019157254871361596,0.003598005728998261,-0.028524457680002453,0.017291756116357238,-0.04086377872998709,0.03926168005647903,0.10368136835216231,0.008042383111276731,-0.0187243081060268,0.07630507044217753,-0.0026269886340686416,-0.001436316393156619,0.03453797658854813,0.017009886989426286,-0.02432749861376557,0.005543404443321572,-0.007440520968783196,0.01492372428285299,0.0254909251730043,-0.07132278984737843,0.07122116574253277,0.011911233371172787,0.07225701953073571
WNT7B,0.08154610724623881,-0.04147336080530203,0.06759264446067223,0.02793840632053842,0.037510323795736655,-0.004472744824185466,-0.023552759947820634,-0.10851630491806685,-0.05072072165943265,-0.021964930956794006,,0.04383943089032919,-0.04039925665259619,0.08831509938785143,-0.01431265349429331,,-0.004423441893263223,0.024569895215126883,-0.011002991779613155,-0.008183976223121366,0.013520312310197237,0.024998503126061677,0.03619473219874052,0.10657773206580747
PTMA,-0.04149341358096761,0.036706065094241284,-0.028772919420055422,-0.03501585036196141,0.006958934325120928,-0.0509106867201469,0.11382408336668244,-0.10789677040719346,-0.0070418315736356565,-0.036252557199442495,0.13244290559400318,0.06087841443850136,0.054852368607221064,0.03045913652979093,-0.07084396539527331,-0.01804105968416387,-0.17965187014991532,-0.03432515558584616,-0.0026116786826884957,-0.03836023765085347,-0.051740701607601795,-0.030406471245307543,0.018329278754671666,0.15100649630613386
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.006858766801199439,,
CEACAM1,,0.04472404909784897,-0.01170268063609172,,-0.01230187081880751,0.004090909635308938,,0.04043947489678552,0.006747347841224871,,,,,,-0.04315730553549561,-0.005816875199591323,0.1577581214126749,-0.025116508539999194,0.018587782882464224,0.037009800112681145,0.012127750911301275,0.022687247303986215,,
