,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,-0.02024223250483149,-0.021526324795360548,,0.005860315230967446,0.09398228968012619,,-0.002340812550305234,0.037827588128283685,,,,,,-0.057983457192668536,-0.03445488454662506,-0.03053904294031308,0.036704038379565575,-0.01351765766452986,0.0016130408206823919,
PDAP1,-0.06897627657221692,-0.09388393100092367,0.00792917073608849,-0.03697178437526002,0.037922717269645786,0.017113635518630432,0.05121409291608421,0.15504699003191125,-0.006390904540813753,0.04972847520411775,0.013924094279319267,0.08429922420800787,-0.0355948791615944,-0.0322970182697499,-0.0382905484270184,0.037612274459800046,-0.01369914400448121,-0.01107639973027606,0.0036224658688037764,-0.008006267885484777,-0.005050204440507818
QDPR,0.026968023337272076,-0.052978431444501047,-0.004925424588098421,-0.011994434240333645,-0.03753709676278553,0.03930884647119385,0.016106889204002064,-0.1746629290194758,-0.023084676648978147,-0.02486778455557399,0.08557863502488135,0.10717078582711458,0.025164397304989893,-0.011020251277542619,0.1087460969933017,0.0285983591208998,-0.05037527439065171,-0.06462204079680693,0.013669420650163862,0.0711393210630566,0.0015940522403603248
POMC,-0.03377465395450174,0.04302890070701111,0.024414998862985943,,0.01352535520080897,0.013703837140851393,-0.06540828644852788,-0.00723645283955159,-0.03795556814778555,-0.018266103923529634,-0.025739844106138506,0.0660980230510773,-0.02118911691215469,0.01644603310837694,0.004883968991439374,-0.018390667103188887,0.06050890603798913,0.09257559364189923,0.012587575322041035,-0.012514960136326234,-0.0006953380454905056
CCL18,-0.024574413124824494,-0.02526039359838377,,,,,,,,,0.06889013830008962,0.020666865165556488,,,-0.04971778317503397,,-0.02165268355471341,,-0.046551375588747355,,
CCL17,,,,,0.04006450151040103,,,,-0.0012067978886286103,0.03231307187815425,,,0.055957995365848535,,,,,0.01176113660196449,,-0.026490961811464955,
VEGFD,0.09707998073449066,0.12131731474519315,-0.02018997248910399,,-0.02772219478491862,0.0034725425514634044,,-0.004557403684876068,-0.015134091580398485,0.05110091838029158,0.057544400832735064,0.019804596617129643,0.03335391916986411,,-0.034750581357803186,-0.04684066050272947,,0.027539468032561038,,,
TNFSF13,,-0.01906230966379034,,,0.04172570567135116,,-0.012611972849115607,,,,,,,,,,,-0.010912378185240094,-0.015179423569579693,0.010253171155523148,0.052418069567786385
WNT5A,0.03114859287934832,-0.02321945888791998,-0.023051064033697836,0.05527645352981776,-0.024776185218539845,0.01557731132628937,0.033964412811055306,0.16149352081052307,0.0153913049092088,-0.042094512766303244,-0.04128150152361142,0.0699445579816001,0.009030524969907501,0.013583380827879469,-0.05860682366775175,-0.0753753206817683,-0.02147692242773773,0.032372502184943835,0.005235938240234183,0.04793651305441401,0.02832505573288732
CXCL8,-0.03549087909833754,0.0010824422124417175,0.06317661091332923,-0.06747594705851773,-0.05694066636616154,-0.02164117294168778,0.06246440328997937,0.06189404720324519,0.039943423881079666,-0.01922679076268624,0.02451638817694352,-0.012959544531151373,-0.02028383460378161,,-0.18239698610276403,0.14596990117427464,0.057019316274387374,0.1160452034070563,-0.05666151763573091,0.004072745284362753,0.005048776807061503
GRN,-0.0199034561667173,0.023092554941048424,-0.019966724663241113,0.04246193679887025,0.08880875918859334,0.029002903150116357,0.07313541761575428,0.07857576725682633,0.022738376296789885,-0.014463745391597883,0.08843372840763367,0.04310425717331344,0.07425057406207683,0.0620190411704209,-0.013778706879483836,0.11280549017360884,-0.05969848391519641,0.029996410679485257,0.018143718146093248,-0.002374802616940934,-0.07041097003922808
MIA,-0.021323346975104372,0.011596530385715896,-0.0036820410566520104,0.025523627085622884,-0.01808678969286918,-0.021500877420909358,0.08924840199860484,0.05455800956778764,0.02533143861827915,-0.02348088958881153,,-0.022821235031534548,0.017877803575945095,0.060934575457566635,-0.0384407847813651,0.0688868360239462,-0.047206853578110705,0.024180647827735133,-0.030919243002644675,0.10446363962447511,0.06175297151168052
COL4A4,0.05176053303254447,0.053503377946193566,0.019655270967898618,0.06624512445318512,-0.040489407916505106,0.07507838533122786,-0.025057170334907192,0.03944993583318024,0.050643208610692825,-0.024719862709394094,,,-0.012818914378300182,,,-0.03667715966444519,-0.027375757464970757,-0.04086455123816196,0.0012149242635620995,-0.04383291649662253,0.07849638151391627
TAC1,0.006879063491307763,-0.05219432598501634,-0.03370323701894197,0.08840104820172219,-0.04554205952162482,-0.03931409289014197,-0.05673859044264156,-0.10024876485087361,-0.03795450747953839,0.07819060087574259,-0.04261964977757203,,-0.0236122211276767,,,,,,-0.02332181041532054,-0.03482506301554634,0.012717365905853442
RARRES2,-0.01950623427413765,-0.04792400602453886,0.05944757329621509,-0.00846388206941765,0.06241338145164123,-0.020640448041290553,-0.016029004305197714,0.13439350386832205,0.017375653297347086,-0.0197476524972865,0.06754942418819547,-0.07344543130206917,0.029752828944214427,0.039231086716895354,0.060500351997231076,-0.09042141882349986,0.1287292335016016,-0.006730474063733046,-0.050125548311610466,-0.039143548899309794,0.017582424498519475
FGF7,-0.012419499578504932,,0.002523579454457786,-0.03240241904317754,-0.021361431252991135,-0.0029474897451885937,0.037028761435382467,-0.020284969369159314,0.03019824750294291,0.033741395549594946,-0.032000982225058816,0.016244765669252394,-0.007237918893341604,0.013419789596189535,0.10457762525119003,-0.04081631054092392,0.049400013660012974,0.02189292073624682,0.020982318956788825,0.025622863016210175,0.05371476062485098
HBEGF,0.02308594853277935,0.07244719284038977,0.06031365986333565,0.02433686068130039,0.004253945628060239,0.03829184456045753,0.05302277766191881,0.03613538638642982,0.04212641581531828,-0.0070792805500396365,0.02927420018933727,0.017663835681244966,0.027538887767172542,0.036552458322153425,-0.044238845006092944,0.055512902489765814,-0.03393952256020728,0.0012604157153590517,-0.032274585907495476,-0.043122146293613724,-0.03707977070307064
CSF3,-0.02782867135523403,,,-0.04114637739000364,0.01612572769668991,-0.0322223295454728,,0.030864378380087706,,,,-0.04639594655100676,,,,,,,-0.019379408756106446,0.003169593183697415,0.09293557349236602
PI3,0.014178590682720761,-0.02657499908800567,,-0.07119370067663544,-0.006148044682702387,0.03787215473708271,,0.049285740956507014,,,,,,,0.026941949091066366,,,0.06508092815988589,-0.046938596914957637,-0.06059765132752262,0.004152186816466167
PCSK1N,0.03553318875032281,-0.014701419024554303,-0.007808156077532143,0.07943775930627274,-0.0222883635897564,0.05351536149927293,-0.034155984908696216,-0.0735819478399419,-0.03978671689612102,0.06211096234814397,-0.06530413303686787,-0.01033065997268594,-0.0012539515975839419,-0.025530340832603998,0.10294640547910122,-0.02689149371863397,0.032862512298591426,0.0049188015767514985,-0.08439143242962206,0.09581566324910039,-0.044078381304632805
NTS,,,,,,0.08887310311799093,-0.006905014200589735,-0.03272749243985394,-0.03689580075522132,0.011431962669912454,-0.04591178833465859,,,,,,,,0.07779717614174114,0.001861150516283023,
SFRP1,0.05316944088732712,0.023672183470720455,-0.011475100208891155,,0.015804471075329795,-0.006293428281564665,0.1152790745763454,0.02022068393603723,-0.007770568027280716,0.021983590369504067,0.010548955693836182,0.14574256450977455,0.03349735883828914,0.1099394005919341,0.10413398725860666,0.1442727900411392,0.042062107121725166,-0.05639058278128353,0.07246901755777464,-0.040342845741349206,-0.008093178602162533
CXCL13,,,-0.021394763446641353,0.07995645366708232,,0.02202514433958328,,,,,,0.0669454065446602,,,,,,,-0.03161184845612294,,-0.014267134191737722
MICA,0.01652824433468832,0.01385305848799907,-6.864097146490828e-05,-0.046910308938463034,-0.04401510363964908,-0.032693181454837024,0.01947859732453929,0.08024582169750884,0.006282606817514862,0.045077036978929966,0.028157374187928384,-0.027718719650603407,0.014091605292530614,-0.010048974210674964,0.10679003776707438,0.06501874795892328,0.03914538064020124,0.05080097698451977,0.014693336038617468,0.02816020041744885,0.052100487621281354
TG,0.02384279476992852,0.06544317202372558,0.08391476538759658,,-0.02803260189317122,-0.03744033376730741,-0.023947835148115614,-0.032136118482395996,-0.030435421130282365,0.06304589404766725,,0.07048180848785648,0.012988187961478206,0.016548928622690286,0.030019350298642687,-0.04809747145308433,-0.01576951414238142,,-0.01594955120152648,0.12531711994859226,-0.0012032170337061927
ADA,0.03612264975122759,-0.03090052659903381,-0.03193284467060042,0.03786553096007041,-0.008064809782901135,-0.004956523831108054,-0.019602243278813006,0.1758061960528681,0.029398267356415857,-0.024014746848848953,0.054631976215287564,0.03498661250895825,-0.0074296178813878875,0.09279971993507265,0.05534028233224205,0.12445710172288368,0.06352537111964426,-0.0558200605129427,-0.0031067810143331036,0.06538187608534292,0.05999699631028942
LAMC3,-0.027950721736241028,0.05402376875670554,0.0021452759024363347,0.06393045844018312,0.03706641405487076,0.08001537464063838,0.09134886275634149,0.09081640687036724,-0.050282930304126186,-0.031983659736800486,-0.006994973649133969,0.04702205022555669,0.07032009203733877,0.049016170372544465,-0.0017285907576641165,0.0911939904143163,-0.03556390970233166,0.07256339244273535,-0.03967705766983275,0.019707685483563726,-0.013662599345810966
CCL7,,-0.01606774427017195,,,-0.004443466506857292,-0.04748720112546529,,,,,,,,,,,,,,-0.029226955490455682,-0.007378190528043064
NGF,0.06569026771903919,0.06072142103683155,,,-0.012235712195042303,-0.017633042603304623,-0.03369320553521939,,,,-0.045911818564525,0.01397764454393128,,,,-0.0659959526441327,-0.009415898777051112,,-0.03327020987398998,-0.016277472919268076,0.0025653736334957152
TNFSF15,-0.044453636792002656,,,,-0.031359979671579934,-0.009450875715796458,0.052849453127744916,,,,,0.11829486822441493,,0.2808511990369744,,0.060853034254336566,-0.03249630681772373,,0.04857193145666226,-0.06045263410099117,0.009479827302120438
HMGB1,-0.01220049155238581,-0.04410708170918935,0.058844360725939314,0.07655295424870803,0.04786127612822948,0.0166284735368902,0.07636141891037984,0.12441471858121414,-0.048875047151211035,0.012812051586530449,0.09172200904547329,0.05543586662213739,0.03979775752245288,-0.016156505024920935,0.06258437102736779,0.11222298819555793,-0.057018604495241085,-0.07388840643624507,-0.0117882567218462,-0.020686962170673652,0.007724577493095627
ITGB3BP,0.037812409349355446,0.037122773675401705,0.04193231249856774,0.031374751928182856,-0.039769796210445664,0.05149082392876798,0.05046160773071295,0.09254448549163012,0.01846715340142083,-0.0017297686034891565,0.01548651610567937,0.02357456061326469,-0.02573841267564159,-0.014145415053890277,-0.01546460221460432,-0.036490100421490375,0.09372444390784952,-0.027930466739830444,-0.07601169839615317,-0.001752632672203593,7.457064872104047e-05
AANAT,-0.0032488095512609927,0.03402469054067208,,,0.060168015817165375,-0.03305119586530685,,-0.024018059141118892,0.031944737332977695,0.00219257647231012,0.08361546515008061,,-0.022334234771782466,,-0.06770878717520486,,-0.02255217756246181,0.02764824794013625,,-0.002829625055054994,0.008265316409001916
RELN,0.10229891425064293,-0.022116515689803114,-0.043516537905350997,0.0009312266810554301,0.0535347693879716,-0.012073815365334346,-0.002233877733219105,-0.0704765214273885,-0.021558391452614067,-0.005665151652646318,-0.06901425592233291,,0.0016618492448279563,,,0.07904731501915824,,0.010005812217164343,-0.014536106219093087,,0.10001268458431202
IL15,0.04946388927347332,0.0419243904309178,-0.01118354629603086,,0.024931508473399585,0.01728496537442505,-0.02911056464524829,0.003949280098408856,-0.01672493987226175,0.02592892611448501,-0.01673225365719402,-0.004795041026377733,0.014126258805706454,-0.03379255864203931,0.1584173254534674,0.038138215385380946,-0.03812305810431528,-0.028753804358826664,0.052798024410796666,0.06401589966882733,-0.045038511269309314
UTS2,,,,,,,,0.11633262251984317,,,,,,-0.05266773903914712,0.010612063748151431,,,,,,
BSG,0.06783047624644521,0.005539330215853499,-0.01501763829418532,-0.022098301579928405,-0.1114905912960264,0.019973924089332972,0.039105903006075485,0.011018454487316818,0.07136756637226824,-0.016230018966950806,-0.12095744231604821,0.016796433444119147,0.03005401252916248,0.07232575978044382,-0.04590639964264068,0.03068996641625726,0.03463717846194728,0.06067979305213117,5.362903530049457e-05,0.008851873916787392,0.060308513136846834
ADAMTS3,-0.08170995078578101,0.027133018678131792,-0.010278867731096014,,-0.00846804558316509,0.042618475743310735,-0.01573793633522627,0.16675089604097518,0.024168038996803566,0.07292394427321888,0.005984595496386667,-0.009112401214809792,0.041486702599300936,0.06305628928231932,0.14233113036811768,,-0.027003936724202534,0.07176809403551432,-0.047954780463040414,0.09691880330386433,0.05262968282222623
CD34,-0.04779181858243825,0.04403430693886941,0.021380759411174444,0.0025503284561266,-0.046839798311213314,0.07486025193241726,0.047899680245546014,0.11569868212435219,0.03891980966999988,-0.043932109308996194,-0.008847489282259318,0.056700462369280585,0.016568543596635715,-0.044689159584828005,0.06443187542968501,0.1080202445760526,-0.0024733067143040727,0.06146267162259612,-0.008785827040652599,0.026978572143871952,0.00048728258782928814
CCL23,,,,,,,,0.04451887586760811,,,,,,-0.026890817896035063,,,,,,,
PLAT,0.00025619548930107196,0.036364606262567045,-0.02706447188702616,0.11428858805216076,0.020267645589842627,-0.001253430602620607,0.14064721144822848,0.13393928787847983,0.0512547437399156,0.016173915437622643,-0.053662830984553954,0.007325026884093046,0.0482304738328984,0.02198517959073164,0.0884825043211109,0.10920478629281041,-0.035138382591849926,0.03146873535639063,-0.08296712475267834,0.08658473080104571,0.011185430111021204
NTF3,,,,,,,,,,-0.022596070181781905,,-0.014173235509188281,,,,,,,-0.04678490450124719,,
LTA,,,-0.006644263233662938,,-0.020716964250379995,,,,0.026559100476652792,,,,-0.04614090485965996,,,,,,,0.03327979189871116,
CKLF,0.08654452441344715,0.03984702032910385,0.018363868561765098,0.06045532689989271,0.09564489414900232,0.018107482290416244,0.11105674765726588,0.13710817993604577,0.024297365683091324,-0.021904449146817596,0.0829404981013847,0.03321580244959099,-0.002868124051513312,0.003028013233317596,0.04839668361765989,0.047752395172818735,-0.036070046773019705,0.039480295675490024,0.049803669300554826,0.09104381545034684,0.04276758736205777
APELA,,,,,,,,,,,,-0.0006367147935516069,,,,,,,,,
CD24,0.06272875343300104,-0.015402496760266397,-0.04973908087046718,0.018113366369798295,-0.012335300249107214,0.05466878107921221,0.0749758761312626,0.02515299174169687,0.020864367580811376,-0.031000747176032184,-0.02191843222815341,0.09212988653264041,0.05018570427880779,-0.04299640758114239,0.12782512441498428,-0.07709628248439103,0.0724308129336069,0.0196046961119403,0.055885407478940885,0.008504323248335827,-0.017063591747831567
HSP90AA1,0.0030481914056268065,-0.029950105921417128,-0.035091252473380324,-0.0608635413987847,0.03521352374831311,-0.0575941227153775,-0.05977555479182325,-0.17503813322735484,0.03199593994129288,0.008826104505844107,-0.04827353451787804,-0.06852383546146927,0.017643993104899402,-0.07769024423750759,-0.08082140350229154,-0.027794179008499453,-0.08319954616445789,-0.09535231294349944,-0.04049091389043907,-0.12184927922545237,-0.029707289058619087
BMP4,0.0009373168885649359,-0.003759655022068683,-0.022819168498019418,0.028500378777032192,-0.01339458882404635,0.03096489235738282,0.02329320810035304,-0.05209688416675448,-0.027463105235661766,0.028956381457505422,-0.0518101298478265,0.02092363401640163,0.04299516883882149,-0.004692176575294056,0.036306133571361886,0.018306258216723326,-0.015122593323772353,0.05589269671991078,-0.0417016325188731,0.07343837879507728,0.010485125919966037
SCGB3A1,,-0.016067742663418993,,0.007877403541677135,,0.011067404669621838,0.021331642544771046,,,-0.019806361129132297,0.02900029828100667,-0.021478422220642078,-0.032196513223123654,-0.03318542959017088,0.042000770626858336,0.028560675639615576,,,-0.02499140249341454,0.07384290729296399,-0.0392105169054017
IGFBP4,-0.004760040574342471,0.02965280125247267,-0.008809355276513742,0.00784518684545136,0.0005336068789019444,0.0017927288157874597,0.0463886692477436,0.1453375301474845,0.04564799008001931,-0.04572738563594063,0.01553524034655978,0.052060776293994214,0.017236338943133173,-0.0373513054264543,-0.009771060547842745,-0.005468721170124328,-0.043833167337159806,0.07612854261464175,-0.08341012448430672,0.00569807744127265,-0.07916211185429255
RSPO4,-0.041421441796319604,,-0.01651717142468482,,0.040804188792977585,-0.03897899223628296,,,-0.0018384285184292694,-0.01980635823200393,,,0.05765852209207847,,,0.04047939510834899,,,-0.016830646003687517,0.09489060908859953,0.010566320741990274
LEFTY2,0.05016477933536916,0.02837311803853729,0.023514064818797496,0.04309947042722539,-0.021848506441589362,-0.07762706285793522,0.12131565402981244,0.13012895296253882,-0.0028796124800433624,0.004569258116929291,-0.022260673172571122,0.039581320015154166,0.07547410451887293,-0.05505569072223654,0.09831293168740114,,-0.028819771631545612,0.08986623255724766,0.01001337292590274,0.004476469832347053,0.005051016143287637
PF4,,-0.016667703763326373,-0.019581120144297956,,-0.03332990146650542,,,,,,,,,,,,,,,-0.04161814270388186,-0.019928775533537158
ANGPTL2,-0.013988741140722412,0.0028563867611443214,-0.0077321222216876605,0.009094664232663672,-0.014123506009780726,0.06381840438325548,0.08101326735375154,0.09966381944723987,0.055510965643092935,-0.005766322475579209,0.04518584798429372,0.0019678635372564935,0.059059587282360985,0.04124638887469463,0.055732256557977575,0.0951631486386244,-0.03701344554070077,0.008971578492541198,0.04716790036581645,0.09305149295830482,-0.03690158149541817
LRIG2,0.012805885012141636,-0.007930053037595402,0.07830748850544184,-0.01445653893532408,0.04053782236982071,-0.011694323727122107,0.05664545433958834,0.10480853749086806,-0.013105147457740185,0.02494746084111666,-0.0448091991353234,0.06988697052587885,0.015754637733518116,-0.06361884405441531,-0.07842852883091479,-0.014336662377430826,0.026847286035523884,0.03422294858987952,-0.032970090623524614,0.05031425630301582,0.08865006892849135
ICOSLG,0.031166394949621885,-0.001181781427082844,0.040840467220099236,0.13039322326965078,0.007838346307984306,0.05218576900283778,0.09583538372023388,0.09926243916821001,-0.014059704126069538,-0.005611425446267457,0.0209861643157623,-0.0023899686163514886,-0.00029930308649371383,-0.031523038446631874,-0.013507866509877758,0.0002096400400128878,-0.012157473353017086,0.006611346014514373,0.01498349821541878,0.07245174530258211,-0.01837377088035625
WIF1,0.0024429925829342163,-0.01825183619414426,,-0.0157676875294238,,0.027825918963041645,-0.07474711683722517,-0.11422489226685269,0.003931270082112675,0.0018075142579022912,-0.013455809823845215,,-0.043945641648220825,,,,,,-0.015645715708879966,,-0.019526107333703024
NPPC,-0.06072854085358526,0.03870015039278246,,-0.05517831751884218,0.019085591896835057,-0.07353377457467776,0.00887343071288777,-0.003950572858730367,-0.0020055268419264106,-0.027525990905969345,-0.03388899244834354,,-0.009999824171021453,0.008141831285489176,-0.006468623138696235,-0.016402356951451806,-0.02700388486152502,0.18828087196466053,-0.05103454591317043,,0.07548339956738094
LYZ,0.07098446617318227,-0.028514730539016084,-0.01722322029346218,0.008060454663852523,0.00800196052252138,-0.04417841807933742,0.003787255861897364,0.09710063683791581,-0.0258383032636912,-0.0073112422271715835,0.0754928937948039,0.06735253427355362,0.02994314737298881,0.07438398285925496,-0.13170982729583075,0.07520287773509914,0.0399598459887345,0.0009586002639465332,0.0008024910263782147,-0.027095249553390453,-0.0728881624849864
EREG,,,,0.015435234999321033,,0.015261144747740379,,,,,0.0006652461795288419,0.0030932386285246172,,,,,,,-0.02096285336347065,-0.02895126772771406,-0.03974724441593225
SPTAN1,0.051493048182776155,-0.0008346474081135392,0.027666841711586582,0.12487365748506284,0.04461689988020016,0.06455442026099764,-0.0546297431283552,-0.0508095181112122,-0.03432367465574574,-0.03044424235288988,-0.04623413827438774,0.03094521721219071,0.017034180964201572,0.08393566514993187,0.0873198345285082,-0.008191276387710581,-0.06271216658716776,0.03762708137672344,0.0651796543896904,0.04933491642365432,0.00316770085885092
PTH2,,,,,,,,,,,,,,,,,,,-0.026766334139950953,,
LIPC,-0.019653245671514444,0.064329675352081,0.005680949480329986,,0.04109154047860563,-0.025739846696874024,-0.045143021426560764,0.033438424462913875,-0.021214815845865802,,0.00692937262494111,-0.014751264800760198,0.09787465157988134,0.062463810072786896,-0.050449829414731855,-0.05905187213515434,-0.01410764070951666,0.03190900374580016,,0.019858369219161693,0.035115452175332545
COL8A1,-0.06887166513570887,0.011588877362572022,0.006973739160320027,0.003264224443644139,0.01405784215342395,-0.003251046692490085,-0.012949158895740503,0.0349647410248461,-0.008497109948838125,-0.02476487939540036,0.0706129583957636,-0.03287933820498862,0.04540158837597237,0.01113180693096192,0.08874843548890227,0.05797862688131229,-0.0025791901088272635,0.02210820410513845,0.023583550582030568,0.07583046336086703,0.0700193725823927
GSTM2,0.09194856620230538,0.056688809508142764,0.019847296244565493,0.017281518099465595,0.03971607951277395,0.050004045504933585,0.006436288542097754,0.10110558073542938,0.03922103838435332,-0.015153036077787837,-0.03098523870422671,0.004959061301411764,0.022293044257753386,0.07585782146058997,-0.09767336941328604,-0.0839254364875479,0.003726681813852614,0.04474598848969339,-0.03573212963512709,0.08787487165285167,0.005124519683929254
IL4,,,,,,,,,,,,,,,-0.003718850928984642,,,,,,
SPX,0.0025523172697690093,0.01093278536794833,-0.0008777952699866804,,0.03413397676426828,0.010493467295857541,0.00571664959208899,0.010103436341404454,0.0004707978618092791,0.015386705380890405,-0.05933346315495881,,-0.016749939716164227,-0.03149705978477663,,,0.05901563782207344,-0.0761593513551137,0.11073774538066387,0.04347728011067153,0.08567428511983781
MFGE8,-0.12462691068761449,0.060268574438879015,-0.031759587138472184,0.004987025447712678,-0.064207424655191,-0.027360139440552933,0.022523595028066758,0.04177856755392944,0.04766103130257198,0.0034585772703362412,-0.004640392543293666,0.04236538964958903,0.014654399264591347,0.04568089682766269,0.1608059214353502,0.09619839019505136,0.08183764928313188,0.08994287284504927,-0.016683833794557776,0.03463268218062968,-0.002486475657557335
TGFA,-0.04699345448827076,0.030206216299828576,-0.006421980230239541,0.01633942011847452,-0.030076022928781806,0.041369779329140516,0.0598956894975861,0.093303396096024,0.039423567859955634,-0.038288168811551504,0.08904660741193816,-0.04499999262029466,0.004793074251885273,0.05447371545522776,-0.03985422324856087,-0.06864799871663595,-0.03121157788995354,-0.0909723914337156,-0.03422046655797142,0.047721206139086966,0.009955973564377383
SLIT2,-0.01070567844603524,-0.025029806008959016,-0.009702128568216485,-6.02821826324801e-05,-0.055346027860005,-0.03256652321650216,0.016698431429492948,-0.07980833129535884,-0.04604287039398202,0.04568365112464445,-0.0993898262455613,-0.0049683082756339855,-0.019715353922984912,-0.02339975173489946,0.06873751522143685,0.11204686761448332,-0.030539005626950576,-0.010118960696825004,0.04177780365431723,0.012318726003975102,0.007964328576322288
PLTP,-0.0396936229394368,0.04061833346962059,-0.013671467362433878,0.13991738437380108,0.044734981079682545,-0.07866972323124988,0.029481043791563674,0.1826532456582898,0.05286770612344354,0.0029178601285614024,0.12104563755828995,-0.011306356799660279,0.04718123598581184,-0.07126121579923594,-0.001091604446262697,-0.10051133478499243,-0.04487722173174089,0.042110370730762306,-0.07283954319449056,-0.020360597143856334,-0.01068227595252223
APOD,-0.07185642237506909,-0.047587889903402354,-0.02738305605478796,0.1110583036203988,0.03412316189405887,0.08344785954781603,-0.04250309355596666,0.03427158352324144,-0.03814523913533014,-0.08525016767622713,0.07851810736952121,-0.010024349304763772,0.022471226542332703,-0.08650392701910942,0.005582793054945182,0.077551803760424,-0.00959519807777881,-0.06333844218140326,-0.06298607114685713,-0.11286857747917689,-0.01534430839862269
B2M,0.023774104587572214,0.01979450269286283,-0.012431575181180274,0.07130397108476202,0.07657106382017839,-0.11711524157160377,0.07382490458862255,0.186057083854621,0.05076477662693013,-0.08212147610609341,0.11302740416810017,0.02329453451550195,0.08048825557145028,-0.04848196528550518,0.07007322205455127,0.13715170118154502,-0.13225786395184103,0.06675523117032901,-0.011016513990575653,0.003945083300891905,-0.0912447635065997
OMG,0.05386404519106241,-0.0005136933728416293,0.011392638992409122,0.029773859772027476,0.10355419068335003,0.06393774637348937,-0.0587474644627672,-0.05625720394611047,-0.026312189477997856,0.017964993198087312,-0.053364091974556264,-0.024739761839194102,-0.009705708919654756,0.0026988718116764663,0.11482490600215656,0.031553128948736464,-0.007659788852381117,-0.056368241100812524,0.05906696276987288,0.06700515862515743,-0.00702736750218333
CXCL3,0.014513407603419182,-0.02391041086539111,-0.006963050756357707,0.005147273586975879,-0.05032290973509428,-0.01704480012242606,,-0.019585519130511538,0.01491036966025048,0.03415953385219932,-0.03404338223741865,0.015635213396880076,-0.0332298069888129,-0.02448599142605432,-0.07252849453668028,,,0.06278258814101279,-0.0472132891577559,0.007051169878605167,-0.031098926592191677
