,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.012030816923355841,,,,,,,0.020899839835436213,,0.022779909958759084,
BMP1,0.0202380679185469,0.05594767078378328,0.01019246600845126,0.009068423335800269,0.011421666744473239,0.08558232673205288,0.05074083269803941,-0.01388801921241125,0.020446889899417224,0.060111780129208106,0.06448291154953444,0.07284629674031066,0.07021161888352535,-0.048663958865565245,0.07427522997368667,0.020875641854273194
NDP,0.1330965547603823,0.024913773626085708,0.03085757229297158,0.07696624256120825,0.025215510344021076,0.03264800456933748,0.023463142682863654,0.0349929379334415,0.0111675247022501,0.11239675999948534,0.057584128127471164,0.013882084521027547,0.04258841011419873,-0.01062242950501109,0.10434785348491044,0.07106020619328955
TNFSF18,-0.03101891716009919,-0.0242377720475603,,,-0.015682682740996802,-0.017865401956162093,-0.024911154302118634,,,0.03319584874703438,,,-0.009998006436352399,,-0.04886385289608867,0.015595369251010774
IL36G,,,,,,,,,0.07373312089558096,,,,,,,
RTN4,-0.040581545342656435,-0.007447355091858828,0.006301986703059072,0.05257197607067337,0.01677933605550362,-0.11824294550959405,0.08580973898398123,0.059158592739538746,-0.030161564938690086,0.023197942027571732,-0.06927493414467793,-0.039979196777304334,-0.04570061265106409,-0.021766014813742383,-0.03804501760883358,-0.13936861750495866
HEBP1,0.03776671678464523,0.02428155115664797,-0.059835496649015156,0.02015273833721603,0.02583795187475229,-0.016246584916380126,-0.01756508809526642,0.008237008957319656,0.04147728948784092,0.08431241800466588,0.0785340642221953,0.031571149612400526,-0.021672578127951266,-0.024517575890173646,0.11621010286847168,0.06846621954895006
WNT7B,-0.06247497927967967,0.07816252224508011,0.03301641956755882,0.05634968767861065,0.03587028801089402,0.0024567265029724907,0.03984469818127932,-0.02089145329624908,-0.027131687844836314,-0.027806274525264664,-0.0398441021756173,-0.041016812028013216,0.07172813523585285,-0.043208547910930276,-0.04249154734412325,0.032198709828108824
PTMA,-0.10744649365772004,0.060467493564588685,-0.00014357917893074936,-0.07011874447072632,0.008907076792756949,-0.04357379551753419,0.005646753416183377,0.0021122875648958155,0.08286131307649286,-0.002100868613059095,-0.031810032686635445,-0.09446028625170087,0.011483178996803308,0.015447920028073209,-0.004526655526244339,-0.06557781098527567
FASLG,,,,,,,,,,,,,,,-0.035182709861686146,
