,UKF260,UKF266,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.006747106864334191,,0.006917161284304587,
BMP1,-0.021241368528964785,0.025815328740518083,0.06725512005473058,-0.06105920754426171,0.04599787223052243,0.002359718196897134,-0.0016409828452981672,0.06990685497591649,-0.00943288722317743
NDP,0.048379511595432335,-0.001071332121687864,0.06748544356397079,0.014819249234898597,0.008760590589057865,0.02837785030176425,-0.054535240378256286,-0.056188515259578936,-0.008798316727399622
TNFSF18,,-0.0118330314400033,,,,-0.030324626653744295,,0.042541519935845803,-0.02794315473477964
RTN4,0.06711561406106394,-0.005758767989439015,-0.0462317816768463,-0.04600687041487762,0.03450114756586424,0.027309263676901997,-0.04192619184018861,-0.003790859576426476,-0.038851723837844125
HEBP1,-0.024066803124473506,0.008790410794665946,0.03958251026379293,0.011153256535740248,0.009736972907608698,-0.007222812806001312,0.06055840992600014,-0.05562023353576241,0.08170491061905377
WNT7B,0.007734511262677528,0.026616743430706327,0.053679023130412624,0.07990530782848279,-0.02032590412665718,-0.010587290674294201,-0.02415945712353435,0.0002756572479540981,0.05659094825935863
PTMA,-0.07908484932421121,0.05234286733814879,0.03503748431935948,0.006351745808138043,-0.024960785275914273,-0.0013457332410772211,0.08430111320049077,0.04640788749309366,-0.03500804807944681
FASLG,,,,,,,,0.01601471864511409,
CEACAM1,-0.014777314793225124,,,-0.025116510517117354,-0.01956087553684799,-0.02045769173062169,0.07781072108743309,-0.031128792023909283,
PDAP1,0.045801664566632615,0.034498763892957265,0.0742491891609799,-0.02796857415960327,0.0040710004029819715,-0.0036848868027210113,0.04314125612113027,0.013339239916933053,0.00568207056093588
QDPR,0.013480381906243897,0.019795636038675297,0.05775552626208459,0.037496703660693506,0.0016163322436237055,-0.003095224299631402,0.006722473762909041,-0.010214534246616726,0.036284787770673496
POMC,0.09577599514920375,0.02837735221027662,0.004152421504771475,0.019732966744767037,-0.026491242174264792,0.06032906482228843,0.03346205133932193,-0.02441166799058392,-0.007469795353838608
CCL18,,,0.0471562110821363,-0.04596290615228374,-0.0023545193221098147,,0.018344058711725876,,
CCL17,,,,-0.01781894853861402,-0.013609223674734319,0.02908406410287296,,0.061583359287675395,
VEGFD,0.01106648045312407,,-0.004154696737571823,,0.02318856822444944,-0.027194364979760983,,,
TNFSF13,,0.11536166250361794,,-0.021520073829917365,0.010019650964448082,-0.004561530127277239,0.023718831293284885,0.08047021359599985,0.0037302761298198136
WNT5A,-0.043115674745864044,0.007593336984643706,0.023141570104566477,-0.001520200195730739,0.033595417686760276,-0.014713991649694455,0.010581033101972115,0.0223392531452202,0.02585336548686609
CXCL8,0.0035185592462482927,0.07332799583046805,-0.056105336365040524,-0.07321595761637512,0.005513402779314985,-0.005290785474349095,-0.03273841497082117,0.011591163221585165,0.030148447996654084
GRN,0.005170129033970045,-0.038026561472146926,0.07406642717868932,-0.033735336757844625,0.05183552232662346,-0.058826636555676715,-0.0007857944408134139,0.05852240212117304,-0.08294130974648944
MIA,0.006004119576562104,-0.020750047345579555,-0.01758141594742041,0.0659887412138879,-0.08304524930619119,-0.039059189844607815,0.03707455782319956,-0.018018651802621168,-0.0041864442307924625
COL4A4,-0.06621667808399563,0.056572903756277326,,-0.03714185800471146,-0.03132002025172353,-0.00378746100258711,-0.008036283541414849,0.0368395889389894,-0.018895900798770918
TAC1,0.04360811779994199,0.04339117958829578,,,,,-0.027664913865814572,0.004194853169231539,0.033407921681380535
RARRES2,-0.021648223870670426,-0.06653948427909712,0.011877805094896225,-0.07719092101488113,-0.019109322985207927,-0.09455385047835865,-0.0009648860296844543,0.027084853841523284,0.07535013474637293
FGF7,0.06606883196495648,0.10325613074305129,0.04101599302151837,0.00872200094612517,-0.030274593308049425,0.017596619967086564,0.046773855855910804,0.02665575669845252,-0.018991588084435355
EFNA2,,,,,-0.018591303123790807,,,,
HBEGF,0.005921873089019636,0.02769058651986071,0.05112317905032182,0.0144345655428537,0.014414019814059494,-0.07061672997994388,0.03645892969731089,0.04857219303732586,-0.0033983789127483687
CSF3,0.013400279734867671,,-0.03337341843840595,-0.060583487205878334,-0.006714138177990881,,0.04333495855100575,0.17406113504525927,-0.03573734351938137
PI3,0.004320696145779995,,,-0.09962063672145564,0.025501048597258397,0.07620629017695787,-0.011896239744125627,0.030917866671655747,0.028916989354456156
PCSK1N,0.037355209450592605,-0.01217080004530964,0.04540486193225575,-0.021978577451369878,-0.022265520878715212,0.03962524586564061,0.026153478368525825,-0.03773161062868625,-0.07088185882685714
NTS,-0.047360903071806654,-0.013329007422653125,,0.0942131068712723,0.014097996644055465,,0.008491010186634541,-0.03161685765320611,
SFRP1,0.14120762648870147,-0.020864883793453182,0.0959050362880467,0.04187752219674662,0.04489243095508225,-0.03981369845479821,-0.006097441736683832,-0.030882161980816822,-0.04458521345746236
CXCL13,-0.015984165459237323,,-0.06281732824979044,-0.015587213572084587,0.02989922412518094,,0.0484808452064666,,0.006581466926807486
MICA,0.011383255514275499,-0.028291255453721215,-0.013778289252024022,0.0845774685797709,-0.009687786183867215,-0.023926262631454764,-0.010354392306354427,0.05474701745692211,-0.0666183621610783
TG,-0.03420924790371875,-0.015385188269039231,-0.0038669037373868626,0.04752651776166046,-0.01321706080353121,,-0.018919755899343405,-0.019871872855366936,0.18395774284934963
ADA,0.02228959540290519,-0.030056476547923153,0.04851395080087993,-0.02747915830833757,-0.029220703477309345,-0.011435829018686679,0.07623570345467702,0.0038594001911853135,-0.022882891892429088
LAMC3,0.04523120256069974,0.036276246724412216,0.06689928706258931,-0.008159807410381359,0.02693505944142534,0.0358615967834182,0.02172564412547592,-0.00351940328333669,-0.033566269177294335
CCL7,-0.021192052288720013,,,-0.02670649658066335,,,,-0.02237302691657344,0.02501032977399563
NGF,-0.006712359309769942,-0.014681596178070801,-0.02394646798071553,-0.03084386553396073,0.025717620774869752,,0.08570587520106408,0.04114250658105901,0.023825161689649717
TNFSF15,0.07567261707839348,-0.017826676451398352,-0.02125284883765738,-0.0260358352852258,,,-0.01427536359396378,0.03405436546733556,-0.03955215770622123
HMGB1,-0.03156822601926674,0.07121217760650675,0.10415742481167195,-0.03379549146842151,-0.03177326265379734,0.026903765161269563,0.0788733533093528,-0.00858238757531022,0.01498427619873196
ITGB3BP,-0.029170110581304365,0.030984441487330407,-0.010995711967011539,-0.008403666335187169,0.038690053611395214,0.03099819523164107,0.0005316258849423526,-0.03797773766216517,0.012142877716271278
AANAT,-0.014138100148099225,,,0.12350540053511497,-0.025018858631336113,-0.0014988055949843625,,-0.023671595481689962,-0.021821177937083006
RELN,0.05994747518172092,-0.022058657832224455,,,,-0.05997117125713778,-0.017243092167123025,,0.0027803314535412996
IL15,-0.047008062679424464,-0.012684740078839084,-0.023050455805535407,0.0004641298342774216,-0.006772533392180566,-0.0597197310286368,0.01194303413717307,0.06348809359529486,0.07840476988891512
UTS2,,,,-0.01995162158867738,,,,,
BSG,-0.0923898660272816,0.021181342161051456,0.04742468420525054,-0.003621066222728711,-0.027585893105183713,-0.044088916034149,-0.017128117908551354,-0.01574773452887177,0.01649915066324068
ADAMTS3,-0.010492723193677582,0.12830675317266477,0.013024607303874527,0.0007515919064639437,0.001420315232726714,-0.016788161545755645,-0.054292445386062704,-0.003665612832509025,0.026016904867720802
CD34,-0.006709413528116813,0.051636549393407734,0.02702190013400687,0.01389652484171685,0.0038388830633502616,0.07631623672753146,0.02119134274626125,0.00761143092067075,0.022867253200721905
