,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
ANXA1,0.051001917419658475,-0.045141842410832335,-0.007541013293819733,0.03280941746122257,0.08437579365039082,-0.03839737496695215
WNT2B,0.043096585442821175,0.03304317606927507,-0.019704838813772836,-0.03572370328894523,0.015562553735439227,-0.0078103117135026965
AMH,0.13329220453028834,-0.006547499135638959,-0.012393677274852232,0.06119101923519501,-0.019652626791781983,-0.05347219112171139
GDF10,-0.009400299336862965,,0.022587412706845594,-0.013436934560484323,-0.024803822103152597,0.02085667691489307
EFNB3,-0.001621404706560297,0.03301612394571045,0.041767529318807194,-0.0006370609225372077,0.01834236159909405,0.024205078520230995
LTB,0.0423690077430663,0.02158443448332811,-0.012126770693467983,-0.024842291783237526,0.07977116813452657,-0.0015835476183199684
ANGPT2,0.023937357103222565,0.08226340943314894,0.04883821788518521,-0.005866537036002015,-0.005042499029732079,-0.023245974023492877
NRTN,,,,,0.016618988954963353,0.05160179528757585
ADAM17,0.04175531820126144,-0.04826312031641928,-0.015962890022199108,-0.004972553639423777,-0.017652309703265538,-0.023137990846677163
LRPAP1,-0.004666849516910173,0.026837963649113172,0.051594874400884685,0.04529922932626393,0.12655637701993175,-0.01001767099983517
NID1,0.060310926034450006,-0.02042621513539513,0.011494853527241475,-0.00756067824331835,0.01479024840113622,-0.027780587360948187
MST1,0.02512309100247215,0.017374166267077697,0.05589456259876114,0.06441934369185892,0.03180486971897048,-0.008203784782935021
CCL14,,-0.023503987888767855,,,,
DCN,0.007119191793462055,-0.03823379158976186,-0.005659927255457779,0.04063310862160742,0.027313071158598243,0.007423233952651591
IGFL2,,,,-0.017561188962077163,,
COL7A1,-0.030887583113332798,0.004835117826223575,0.01536059152120703,0.02215374765233145,-0.031865777108402264,-0.0005548853645238163
CALR,0.06047222431941387,0.03812067126496094,0.009405094190090103,-0.02888248669798146,0.06698800952972832,-0.06607214998032379
PIGA,-0.011987847481416498,0.03225337456003877,-0.010888655062099531,-0.03197851644613826,0.021149815041481945,0.04930837151845942
CD200,0.0007522744473461278,0.15121485232345533,0.04001607136663359,0.08090521369239594,0.046532875068960595,0.01619804210030776
GRP,0.03471680155655581,,,0.02598780447736357,-0.007831292480634936,-0.013213947652270483
CDH1,,,0.02874191314605748,-0.016205791555580044,0.0716342287476483,0.0006284119580123425
LPL,0.07128065058683988,-0.03762960458690901,0.0870392906251899,0.08785157985684768,0.05644105654936964,-0.08823367637244946
SEMA5A,0.010332185097313738,0.026361962421123857,-0.007840345657879071,0.022152473313825444,0.03370114196947817,-0.03251400654195141
SEMA7A,-0.03435323111888746,-0.006503270157589205,0.008582254349969974,-0.006163962975782349,-0.05476585681979258,-0.05112542264915661
SEMA4G,-0.02925471625295161,0.03878042187098582,0.04145384209720646,0.009707693934643822,-0.006125985341998906,0.024228446981044822
SEMA3B,0.005569964879521395,-0.0020571720164003506,0.11991802364063618,0.016306322832288393,-0.06614288900540656,-0.01154744517571351
RPH3A,0.0021509767922142336,,0.026740243143457482,0.07647534932084031,-0.04178218835206889,0.04861189786491022
JAG2,-0.0180668467362195,-0.011595434398397856,0.037224776893177325,0.06538227724809666,0.019355750228579507,0.051803549543320386
CGN,-0.015961312690527227,,0.11161863247632164,0.028622716596314733,-0.021047574457209704,-0.048338814387317734
GDF15,,0.005211298260744882,0.024857340469959823,-0.03960040473535071,0.04164835839649721,0.02102368453581696
SEMA4F,0.01753334950851959,0.08365476377345317,0.10348921338028831,0.040762881735303694,0.053078868169968936,0.02657408210864252
NXPH1,0.014899216697381177,,0.056157976359176076,0.11771719145411849,0.01846216692418668,-0.021761482717867608
ARF1,0.02853192880722828,0.07611213491736403,-0.007991240299712488,0.03691221350803906,0.047428029156899594,-0.001604280202664168
DSC3,,0.019071095698991555,,,,
EBI3,0.010618102694825132,0.027621874296990007,0.015903002384445412,-0.0070584347701018995,-0.01092734432731763,-0.015179584576622131
TIMP1,0.04224501360284596,-0.06408985224143525,-0.035054813394097765,-0.13240069891842618,0.07168239781431647,-0.0033949619353983765
SEMA3C,-0.02625655288688068,0.014503808456468547,0.027437567701710377,-0.008034035391948252,0.010377921325608684,-0.01573169536906046
GAS6,0.031373318960554265,0.019785748689167874,-0.04922875950560264,0.02362176163578837,-0.03747201922144181,-0.006230288753848222
MEPE,0.0027058322115088864,,0.010062747201006195,0.08043864222248885,,-0.03258550909658145
SERPINE1,-0.026824768692238973,-0.055889501888706776,-0.05344944894324871,-0.14682952957642803,0.023547990957250766,-0.007504334629617305
RSPO2,-0.0476146812634891,,-0.02155789112024874,0.0686163019941638,0.033082595855611706,0.04450885549978252
SHBG,-0.003421578274932876,,-0.04506127752698498,-0.05223450862476248,0.05847500755366133,-0.018451893440363847
LGALS3BP,0.004536846603720304,0.006749893654368384,0.036487688412416994,-0.04008293432284518,0.05985894996244448,-0.0627595437893167
LAMB1,0.011519580615352595,-0.007476958317355405,0.032889577055027056,-0.034655432316033505,0.048137368267580416,-0.0700831536116365
SPTBN2,-0.020188140416325925,0.09093664343635842,0.04311349873504746,0.08182880819381341,0.036494868498631435,-0.019953803843957382
COL1A2,-0.0004327722196708838,-0.0004412985553766855,-0.0042557512574856625,-0.03370108430477308,-0.014042109676625975,-0.032134408196365066
WNT11,0.045461376267348516,0.08743125888381487,-0.008344489269623872,0.01867413754655605,,0.004003196847212373
LGALS1,-0.030046450041973274,0.025093713319962335,-0.03496198011186028,-0.12197708942290868,-0.01915651458243491,-0.02587824824427561
BCAN,-0.02907720498524446,-0.0043246693914057366,0.05663899676888575,0.09741622455181904,0.04235870089457093,0.024830914179235625
ANOS1,0.018156982991397983,-0.01849083523428543,0.026985434802676126,0.04496696014491896,-0.06464528109540318,0.04123605637823499
EDA,0.058455015739385746,0.04571684849492387,-0.021561708662736857,0.00333695299423317,0.1845513893422225,-0.000992082927585707
FGF22,0.011670329376896603,,0.07459272035364466,0.039430599514259305,0.07049918840097731,-0.023457524613611485
SHANK1,-0.023300775103907566,,-0.04489614265639922,0.007899216189380215,,0.04885074141191978
NPVF,,,-0.02029546554705668,-0.011846238438823674,,
TGFB1,0.027351982464363083,-0.0011042916172234163,0.0384226450833002,-0.04051004843357098,0.018134672223258715,-0.06301234035789507
MSTN,0.0017594949172182416,,0.09023723658486316,0.026945443101148315,0.017939583705160488,0.06798134713083487
WNT4,0.010300272587950967,,0.07924136607225392,0.04564587232509329,-0.019145603357284078,-0.014930218063629742
TNFSF4,-0.01733419086949314,-0.013412039962187554,8.878161936474018e-05,0.02445491338439012,0.041045415567116224,-0.04959005581573603
NTN1,0.010589254559030804,0.0814384235071993,0.0345323139508189,-0.003040996238624377,0.11086515784616029,-0.008623663973829639
CXCL12,0.009353529531378576,0.07388164201524758,0.022609165490432934,-0.014648830516007951,-0.03597020139353491,-0.023338373641060534
GNRH1,-0.025766153742497775,0.018583182137876283,0.005424435904327929,0.08902040320001632,0.03261322703701674,0.010834849138233994
FGF8,,,-0.04216513803957816,-0.01378414312211248,,-0.02646173164945918
RIMS1,-0.049698915139451856,,-0.013905212736244262,0.06708864321516034,0.022132480728662644,0.03221416700104771
FGF14,-0.04168813756756133,,0.03180791277501457,0.014522910848557006,0.01950919733685915,0.027666583520678526
IGF1,-0.02073045299978714,-0.02566806728965164,0.012605744064328874,0.010187584997120785,0.021692336591878424,-0.05839209219871666
TNFSF10,0.037835863128232686,0.04505006258187879,-0.012488247982453309,0.02584732916369797,0.0001416571764567755,-0.06571987423157438
GDF5,-0.018612187811896365,-0.028971016370954398,0.030432593688017675,0.04663344944866209,0.10718207211704354,-0.04467781027663617
CHAD,-0.015640861894183764,,0.012720455819447926,0.07290968967434483,0.07181258691783741,0.029375471772267427
RGMA,-0.03650802828091693,-0.022243455303674366,0.04342097680339917,0.06655274533306105,0.05456393486709874,-0.031516518003508374
CLEC3A,0.05264709823972368,,,,,
WNT16,0.021794663646635397,0.06605541360940587,,,0.09332016486559298,-0.02488978057061505
CX3CL1,0.017451500911676143,0.008340699024124596,0.061717643150883336,0.07581513164803612,-0.032339034833288344,-0.04914474937704713
FGF1,0.01689529736428666,0.02824699367597864,0.0184800121803221,0.05605523118742375,0.02135452428052014,0.016821768450036627
ALOX5AP,0.04098915708969063,-0.0022634126650133975,0.046495128610399394,-0.0031860484488867003,-0.0032458589363538663,-0.005791737351292548
IL1RN,,0.03239149501294804,0.0033485971121410807,-0.02961166889111285,,0.05004873897225288
PCSK9,,-0.02970057441471775,-0.02968861414137113,0.0020664274400269446,,-0.02415942018983918
NPW,,-0.005319166526166624,0.00757743927837686,-0.01008046484923029,0.03136794445857889,0.05131352085970658
CXCL9,0.1819261571333563,-0.0286747647215478,,,-0.02334497878228327,
ANGPTL4,-0.0016529322615770688,-0.04765255486770897,-0.034116066833213596,-0.09798113417243053,-0.032084121996631,-0.00957144343208258
CCL11,,-0.022417855117458106,,,,
UCN2,,0.07945401908065379,-0.015371879294883152,-0.015094123841397033,,-0.01328460515062455
OBP2A,,-0.017932426514622336,,,,
COL4A3,-0.02677634193388481,,,-0.00439151351117122,0.012703856605577513,-0.02871562095376515
NRG3,0.035328215755072126,,-0.017582040813495767,0.029850111383472794,-0.036712094499536004,0.013151924694140924
IL23A,,,-0.0001232965497141379,-0.03638350732631091,,
COLQ,0.03574363075563231,-0.04241622172547515,0.053580466297239095,0.05404290700581966,0.04705721432521773,-0.035345257688981405
SCGB1A1,,,,-0.0356270732211601,,-0.00013814109400107295
TNFSF12,0.05795831630074456,0.0300155033442332,0.04940010491533314,0.02764724759768946,0.10011874541270656,0.01371862124506184
DKK2,0.009246626806374504,-0.035577386866746885,0.05607894595182535,,,-0.032174669824605144
FYN,0.011635124884970025,0.074010558448255,0.045141651996268156,0.060706444535333415,0.04355521330133613,0.058739303646075054
ACE,-0.019420792930600717,0.04825020703909955,-0.02216862298085127,0.08519532905761297,0.020535063765460604,0.003610342485075847
IL18,0.012515570146510741,0.021453516137166354,-0.05088953355637239,0.0849732489675584,0.10750645136217567,-0.035200390439074664
PPBP,,-0.016758575498685938,-0.010442627963363928,-0.009232537008875167,0.06694833881956035,
CCL27,-0.013193221139335215,,0.006326820056404993,0.02107046288292117,-0.0246001255870071,0.031129874749890245
SERPING1,0.02198334568403011,-0.01857488546234976,-0.0383075378367353,0.03643298550615914,0.09541181231347992,-0.0915576126515552
AZGP1,-0.02545640514799355,,0.04511857513207854,0.0015842642418257944,0.05109558663261508,-0.06177578471620443
INHA,-0.0063499592754687716,0.019379893722850317,0.03058811601524162,0.0040181329253300545,0.05470111379289113,-0.009299532597937213
SEMA3G,-0.024826907594587888,-0.009504784109533645,,,-0.018360795662934252,0.00994600495743029
OXT,,,,,,0.16004517349238645
COL6A1,0.06169064299024059,0.014775754832658323,-0.0021056208953630713,-0.06643431944525831,0.05260804170184928,-0.05237465891013286
FGF17,-0.02576614970087711,0.021093851176587342,0.039220101576376815,0.03944001566918345,,0.011663175723338633
TNFSF8,,,0.027601828682931265,-0.002833603349269909,0.03735328427640042,-0.024889783855812437
FGF20,-0.026476750624018677,,-0.042891360368873845,0.015773035597049373,-0.0007533310721100465,-0.013822151401531708
ICAM3,-0.03711328452914316,-0.06837487219413897,0.13015613212545013,0.07849079913140927,0.000721712644777457,-0.009946014641546295
LAMA4,0.027103189278336524,0.04816743389417818,0.004427507202940998,0.05002818946720267,0.09357940775781581,-0.031223063608617714
INHBE,,-0.022045044408002742,,,,
DLL4,0.04388088634186155,0.06758076878338073,0.02735710693601548,0.05228700923962032,0.06309514913826382,-0.03183922589689862
SEMA3A,0.06744834617469553,-0.002161343300253156,0.06951394772144229,0.009688931229410126,-0.025102548130715815,0.030256703765399424
RLN2,-0.04443363370708668,,-0.02727501383308274,,-0.029671055150871473,-0.027300021635167572
C5,0.011820153251922351,0.08202142690654818,0.017501788389680913,0.03905548598892298,-0.03519750202255732,-0.0024203510635137683
COMP,,0.047958018253993484,,,-0.02133961327364313,
EDN2,,-0.017471829587335858,,,,
C1QA,0.0018319351824025224,0.005878207082832667,-0.021790758158818348,0.06238406096360869,0.02916831213973828,-0.057770529738053536
UTS2B,-0.03218995027061545,,,,,
COL9A3,-0.010679567505601518,0.02351871851120182,0.08930478049008432,0.04502810208166229,-0.029966960348425064,-0.0834932137503515
DLK1,,-0.027769825830417632,,,,
HGF,0.041196178356261534,-0.0024807744646171445,-0.03881460847268345,0.03524536844563962,0.09610825360575763,-0.004424403731685508
GIP,,-0.023147071610602157,,,,
P4HB,-0.003999087423778699,-0.0034950255141285185,-0.01558855905022119,-0.09957981414069458,0.02575873989060745,-0.021423415747163464
ADCYAP1,-0.025248084084685304,,-0.018346203355735825,0.04961448682901029,0.006435619656834797,0.07163190434495927
GREM1,-0.014980526061987829,0.030912273986915557,-0.0016007854785087263,-0.02480955885771251,-0.019778451155915595,-0.017803969882589882
EGF,0.06498492156470755,-0.02278510169788076,0.04553509168387062,0.035632949170777424,-0.025361713276115642,0.012029006487715344
VEGFB,-0.0334447493281553,-0.03966666162229795,-0.0028936170870719506,-0.059418582539769504,0.07952707794334012,0.047287700631236655
FARP2,-0.009855870452132806,0.003798708817448947,0.03328329190576689,0.0011646578779112458,-0.04602907184852679,0.02941345923664843
BMP3,0.03802075996972986,,,,,
IHH,-0.015488007160386872,,-0.035703528180804134,0.05670135692914503,,0.04231698318010295
LAMA2,-0.0126727067315871,0.007998670959924112,-0.059646375222080494,0.04356506991882773,0.06220295735340381,-0.05540797083453058
SERPINC1,,,,-0.012112075047331094,,-0.026632422555400916
NRG1,0.01363851188556471,0.02325294457693166,0.1313340764190106,0.01143423291887449,,0.0041806131828335605
SPINK1,,-0.0297005662510477,-0.021112741656599418,-0.049280998213789076,,-0.03273660667217491
EFEMP2,0.018010683444804502,-0.05198341348294251,0.015884008855802628,-0.014686640352532412,0.06752720791764293,-0.020742854870989345
SELPLG,0.004047877695364311,-0.03455611688938901,0.009236599861757604,0.04054635946230316,-0.022428842385684957,0.023107030406109747
GDF6,,,-0.003373889347590965,-0.017317407329104154,,0.023667422274691235
HLA-E,0.019587823389787602,-0.03261766457508646,-0.08150020319483853,-0.014128077059312585,0.09137255599154209,-0.06933226690005796
PTN,0.009532665293695215,0.04900308941903637,0.05396352162230517,0.0029598553808969047,0.12103326905647539,-0.03240428504348131
CD274,0.04773846189849058,0.006796988834960349,0.07751086280361481,0.015419435824074337,0.10042311429109207,0.09082897268633505
FGF10,0.0004732752913556514,,,,,
CD14,-0.030007686664248336,-0.04092066068369338,-0.007744325082443528,0.017983717995499,0.003434307933622415,-0.06315275369679157
SFTPD,0.005970288473923253,,0.037098382751303075,0.04233893056184882,0.04427277722402744,0.01628475213248026
SLIT1,-0.030199069928107985,-0.020692055588838337,-0.006517668239013599,-0.01990081713901659,0.044670390900510316,0.016675583561753447
CNTF,-0.0149805247672563,,,,-0.01836080290822046,-0.027300024645571224
BST1,-0.008021039666167063,0.012098434165266424,0.027886993298066133,0.07216964493295544,0.11437326407630825,-0.01230586962574731
AGTRAP,-0.012556644815676282,-0.04135024236230577,-0.025542011432381443,0.01131552938761675,-0.010151688830781588,-0.08372471257190951
LAMC1,0.07413269276733374,0.026796758273022546,0.010789426152340026,-0.03835300942865523,0.06040355691621512,-0.03420366126441311
COL6A3,-0.03349936359796105,0.06232385060539556,0.0002746498591390752,-0.040464149554719504,0.012581464455287567,-0.019583037098529227
FN1,0.058389128053990935,0.031009743965012777,-0.09087310770723989,-0.07261967196124118,0.012834640275650748,0.022047231231540308
MIF,0.022799199079094144,-0.03566559296573657,0.032141373536413206,-0.04761357948622876,0.023446405993882695,0.06420994085342992
JAG1,0.0066276207546704154,0.03708432538473762,0.0700985347763164,-0.019510561466823666,0.057828555176305106,-0.014014271732864732
NID2,0.014739385317555257,0.06276768535400233,-0.03010883410160011,0.051874859900492516,0.05654434171906525,-0.004162615589140963
EFNB1,-0.030276080932973695,0.03578681722981227,-0.002710278369985349,0.03656687445395576,0.033975855692714205,0.049898612228979386
COL4A2,0.08859735485878284,0.011194944759552235,-0.01699101092480707,-0.03486441351840489,0.05002573134481762,-0.01728464863497437
SPP1,-0.07358998515748452,-0.052372299584432604,-0.007290558426061936,-0.05718128340372837,0.03858437900747342,-0.03471545421895855
PODXL2,0.049251836634024604,-0.01576011772169323,0.04615897763769453,0.05104879710408331,0.0420015923090609,0.0898731599301056
IFNE,-0.016737091763419323,,,,,
FGF9,-0.04230057100053009,,0.03578501530865384,0.055205918383529756,,0.06887615984477587
ITIH2,0.007388421093829274,,0.04591001631071305,0.0734044740062939,-0.0444747357241038,-0.018565159629945805
ADAM10,0.020459823350321996,0.007784166485556732,0.08146732258997963,0.01787341657257658,-0.04490024501972872,-0.03490082902425151
CFH,0.05645121809354912,0.031438265603843045,0.0027764967344460303,0.04917472433743713,0.04556423243182236,0.03144935900225367
COL4A5,-0.005377871808648628,-0.02143170017358954,0.05619343061609836,0.09327158403775912,0.04915042075209954,-0.0003795863072146424
LTBP3,-0.011467642972940815,-0.049340359695028924,0.017077942203855754,0.004578919479249301,0.06775742164528957,-0.06110344720303546
GNB3,-0.022154236911366212,0.08156268867436564,0.009058063772006303,0.07615722243974797,-0.015558091045837887,-0.022631652274631563
COL6A2,0.0612519449237341,0.052756146648180624,0.014512852039503869,-0.08171915718595482,-0.037167974140378555,-0.026001824051176115
GDF9,-0.022962165818782427,-0.024375641807688433,0.07632943427829958,0.042420784670731515,0.06924728123049738,-0.00762567699119811
NCAM1,-0.033706726057625716,-0.02333371419396312,-0.02897036971940894,0.05015841419446024,-0.00944285352760639,0.09015217539543234
APOC2,-0.048518436408679935,0.04634992206796107,0.021720745352970906,0.09659428892560176,-0.033523887138068656,-0.0012335475580054769
BST2,0.021880607196541335,-0.0032253466048534187,-0.0005657173536896646,0.07305283802651401,0.06077090195009956,0.04384112535920461
COL5A1,-0.027658542619232056,0.01185434544911389,-0.004034095518292141,-0.03539919083356223,0.013419196654618834,-0.037759576163601934
CALM3,-0.07922521853920698,0.027832311357672387,0.06729588647099771,0.07553013457299368,0.039359375423016055,0.02360513644434555
THBS2,-0.0038263835022052067,0.03226552777847409,0.041361652618121164,-0.02682482906128334,0.009763500068386806,-0.04530474779642252
SERPINE2,-0.015250895216338024,0.02401877648992349,-0.02687687140836656,-0.013238748099927974,0.05667188315959931,-0.029136041365678326
EFNB2,0.070138100745849,-0.002655541086711143,-0.0014856168710418148,0.027131252847099732,0.028396404720962193,-0.018947326512180424
PROK1,,,0.10107809613293377,0.024953449287055007,0.009089887891400621,-0.010234933931902722
LACRT,0.07619755022218531,,,,,
MMP9,,0.08390457927396057,-0.012945435245796307,-0.028805855574794918,-0.0268308825450689,-0.028910358578475112
NPPA,0.008260662553920169,,0.016291001450864633,0.08744389857014902,-0.0006217063322539936,-0.06071789022027614
APOB,-0.015640861869327064,,,,0.028648217538678536,
C4B,,-0.01838214657891124,,,-0.020391285453363665,0.00490204208097048
NTNG2,-0.013098173374378108,-0.00436347252671897,0.055407719244950394,-0.0020533151979523173,0.008689642552659249,-0.042446694146866734
LAMA1,-0.014951256802723429,0.025367320226996753,0.02591533293866711,0.02357266427686211,0.03129969623416715,0.01343161149564681
UCN,-0.022154241183344133,-0.039240028661321154,-0.011736174719382791,-0.04201052562404146,0.00025566039816189896,0.07011362904897742
ARTN,,0.0765684420185692,0.019530135007963082,-0.0015899949513694858,0.034078806857484344,0.04483613176957026
PDGFD,-0.02330077441453002,0.06119683222289889,-0.007574560029179092,0.07517037139908071,0.07331096086571305,0.09235116842242017
EDN1,0.05797458301770649,-0.02867477783314117,0.04320478816114067,0.04695968783196452,0.009216742303805462,-0.045771996035769764
ARPC5,0.0024099368677625785,0.013579002236112471,-0.008450397623069665,-0.01613314446138458,-0.03207469196184601,0.00520941538366541
GSTO1,-0.05236955165133425,0.008071190892465156,-0.03198252605237289,0.012118272741611138,0.00040705077124969914,-0.02835799254861556
PROK2,-0.014167086747411645,,-0.0236998598433728,-0.003913404985799599,,
SYK,0.005785671537798888,-0.03427952477167097,0.011647188110190087,0.055858751543477865,-0.0027352017954949594,-0.008989408007320948
ST6GAL1,-0.0019292386836909394,0.05447919367636583,0.005103038235341513,0.0833832438756703,-0.05107974577582204,0.0017505202578454997
WNT3,0.011660257275088032,-0.02175578571890278,0.03443704650582985,0.038688609404471004,-0.026112420202760226,0.007177185688313362
HSP90B1,-0.037089126879237454,0.010009222832100428,-0.0493910422390116,-0.11915474222643806,-0.05003827443319292,-0.05677229657472765
ZP3,-0.01564086326130252,-0.014528782835283374,-0.024388749215145472,-0.04309343262588324,-0.030017429597003136,-0.044731567538068506
ANGPT4,,,,,-0.025406312094830522,
NRG2,-0.019076012367546837,,0.05270881220988433,0.08148510406526457,-0.008508847277304004,-0.018793374489480385
MELTF,-0.036573941906219695,-0.002945201167284592,-0.00026956863711189095,0.017786376616891118,0.042634459877687776,0.023056960116884552
NLGN1,-0.0019336693307117913,-0.008368723121143947,-0.07434250766260715,0.033896792451294705,0.049436506847541334,0.0227254077773651
SLIT3,0.0027157983613936044,0.024914659492853923,0.010788918453381592,0.14491824900434927,-0.025801099966356624,-0.023421628478829337
CCL8,-0.014113954855930658,-0.02108675075123772,-0.021652827293060284,0.02189304511916802,,-0.012383141045050556
S100A4,0.0019296365780658777,0.012733532909760295,0.023405446492772247,0.04872979561665596,-0.01605783907676161,-0.03360105552899624
TNFSF13B,0.015252426686442819,-0.02901663239313969,-0.027787150442534266,0.05098292456375773,0.11124459620912558,-0.0262121073420302
HSPG2,-0.03560893558108581,0.01622941646342935,0.021100113648731426,-0.004455480796147379,0.025905125301325813,-0.03108436794058845
FAM3C,-0.030971469809956673,0.023284035039020483,0.006627560601579887,0.032174837009991956,0.07536901796525396,-0.024567995391075226
FLT3LG,-0.022990292317579975,0.05000374117299803,0.010699316320595342,0.04175423116533989,0.06278012465051917,-0.047369635903404726
A2M,-0.013586359012899098,0.015649931498662877,0.03486722919071737,0.0643967606174657,0.015382354761152486,-0.06231180262601375
VCL,0.030757841057597515,0.039365201209296874,0.0079381597074676,0.0372600898225568,0.005142108927864406,0.04968255404490048
FGF2,-0.007390297997846139,-0.038592525035134766,0.05564867436898768,-0.03017606725508141,0.01057469241006417,0.020202683191855926
AGRP,,-0.017237184611364132,-0.02810123058413815,0.011921801451743767,,0.033778860638058184
CNTN3,0.03461700789065405,,0.019252050156564737,0.030007781753741764,0.006689542327479704,0.02946972865367278
RNASE2,0.022305213903990314,-0.0174075301551382,0.02221214560519496,0.07667323868798577,0.04972454042507867,-0.04608598671457799
ADM2,,0.037796649715072766,,,,-0.03356334944979198
GAL,0.007710642127439025,0.019070288593002242,-0.02447133668873642,-0.06805608582153791,,-0.03383482316625709
CXCL6,0.05780267281666187,,0.03411921713436242,-0.046788652145252685,,-0.002200275987168167
PDGFC,0.03923873888075702,0.04696436236898564,0.0627010076766352,-0.005950536228843559,0.08623032450062484,0.012901477417035569
COL8A2,-0.048706578069493536,-0.04369656579807521,0.04073668364332523,0.060979445551297654,0.053121529256120854,0.04609493251711138
SPON2,-0.002117332651860875,0.047364650302284615,0.017072420658338305,0.022896470204416562,-0.012730599401235655,-0.010355626481861854
LCN2,,,-0.029383502305882957,-0.04882292598316493,,
SEMA3D,0.08056900070094684,-0.021281571231451538,,,-0.040765181639427356,
BMP6,0.0012602582790862892,,-0.0410113328115255,-0.025559934917369045,-0.024188162186926196,0.08062516386245515
TIMP2,-0.012019851691670032,0.04858139133752075,0.015624298188879447,-0.019517620424317823,0.052484224107179185,-0.10205950115505884
EFNA1,0.03565179075379259,0.028653776910861517,0.07580979372623327,0.05636332126793153,0.012878037447526044,0.05401384594073182
S100A12,,0.07092253217000909,-0.03007316435832484,,-0.019652619392743056,
TFPI,0.00954601899134008,0.010728059113977074,0.02570763055578998,0.030104216382190945,-0.029008177600770842,0.029165077544902725
GPC3,0.012796895902524131,0.019359483109841015,0.05596367882565328,0.047398378020462144,0.05103316746703255,0.022097816799243743
NMU,-0.00308737794078276,-0.008745352922767955,-0.03265391315183259,0.028684460595906253,,-0.007499252457623452
SCGB3A2,,,0.02065385041647853,0.030038573137515116,,0.01816584005008478
LAMB3,0.0023582778408909513,-0.006161556487987428,-0.03169239143115115,0.003523937440549635,-0.0529540004285188,-0.01659389520009193
LGALS9,-0.032054765765708024,-0.003159371375560923,-0.022632503993985264,0.04703539086127907,-0.03573939365261373,-0.02034469032688848
VIM,0.04001244070098382,0.0024522846932968955,0.0047103538840387055,-0.11512496844923892,0.10318127476926703,-0.030128307315536926
PLAU,-0.004151855700672603,0.07905816188310247,-0.015478199499804581,0.042164745488330886,0.08570992159734786,-0.0380989436740825
TGFB3,0.015131864421832238,0.03580015015918665,-0.04102376770800659,0.03096912698252898,-0.01688747037499344,-0.021371455638713583
APLN,0.04879965539967201,0.0218605884010336,0.01509167665378482,-0.09005609769437409,0.0012766890654697185,0.06948485489850016
SHANK2,0.04229072709468279,,0.042991127999763006,0.09337927517741945,-0.019145591987176594,0.11042725104333798
LTF,-0.0013171725457616116,,0.06737636719976957,0.0767954700604947,0.041471313274312076,-0.042300566959701476
PYY,,-0.016514343882245246,-0.0057438419100400255,-0.03326627551706628,,
PENK,0.002762068201335352,,,,-0.022473647177844665,0.007434402539628228
CTF1,0.0016530076720951649,-0.012989582322435338,0.1048108054645583,-0.0257712462041377,0.006237505743939657,-0.034864989218148214
COL3A1,0.017520172777348866,0.008017614524469491,-0.026791489445383995,-0.045178767929274,0.00767696310304657,-0.03093060583511646
S100A10,0.07293278580281409,-0.0031988520793032856,0.015217878821145467,-0.06833786880300473,-0.03520970374746056,-0.0402226442652085
FGF13,0.03517030908183694,0.0903848310490636,0.01910929185374715,0.06771879552573969,-0.017819737846801013,-0.0035242042828582494
SEMA4A,-0.031760475612580365,0.03881821225195353,0.06654772476705101,0.0012621976256944904,-0.03327968294409592,0.012297990706674247
EFNA4,0.0029610524327385035,0.026817589468783595,0.01034151505298299,0.020434339932095605,-0.004391425177135086,-0.0030907948609649872
HSPA8,0.0222982652983729,0.08685278833612238,0.07985351646561425,0.035106718940513586,0.008795825330447123,0.029628961427025955
NPB,0.004882707484520574,,-0.029210860304151053,-0.012120995071915434,0.07069088584854599,0.0022555222795200666
ULBP1,,0.011595169929819042,-0.0009654072325013266,-0.028329714484335602,,-0.020254923667487584
SEMA3E,0.09109874064009092,-0.008680182980032283,0.04632086521665562,0.08307239473241354,0.06067869570479557,0.06198547051051647
FGF3,,,0.041693198812224656,0.10419305428761548,,-0.06209395060900496
ADAM9,-0.013664876117880793,0.029010194817532052,0.04352011412114922,-0.03409070400586658,0.0828468418666502,-0.06532431583505857
ASIP,-0.013934475064388501,0.019564284785957526,0.038779676297668014,0.08053482915547781,-0.05964796563009773,0.0783163126243944
IBSP,,-0.006416113809842853,-0.019050656200900015,-0.01579122701528517,-0.02312989478304459,-0.05011373239596144
MMP12,,0.002488644418216269,,,,-0.024889783855812437
FAT4,0.0222802821356538,0.010846271662529976,-0.006919512938207566,0.0430681453963807,-0.007547729446380926,-0.012459241629436893
MDK,0.0011394751638272057,0.013315193643277334,0.09386459447206867,0.04836190192597817,0.052559264859348934,-0.031269835619490295
BMP5,,,0.05732082434075096,0.10939472043042449,,-0.002615110777888721
CAMP,,,-0.010165339771161004,0.025698102913215167,,-0.014849851554938136
HSPA1A,-0.0503062575525543,-0.09644906840114449,-0.04389042732825336,-0.1560524557352016,-0.06390981337231154,-0.002747424462319439
SEMA3F,0.0344421884019675,0.011591949336689245,0.00785059357356436,0.05916251839814702,-0.046814454869467406,-0.012734152617659958
ARF6,-0.009401596117512902,0.015610098115715502,-0.07048780511757835,0.04044369815408167,-0.016989831260916122,-0.01163469252399647
IL6,,0.012871885372352504,0.049219585149498916,0.02599783744044168,,-0.06455400005820458
