,UKF248,ZH1007inf,ZH916T1
IGFL3,,,-0.014197364904799474
BMP1,0.1071872196064456,0.01433940713845763,0.0706393081908012
NDP,-0.0557999724139529,0.04164360018000986,0.02628144157996415
TNFSF18,0.03549395189695471,-0.024507785042900052,0.012549760336761346
RTN4,-0.055111743695502265,-0.050774980750104504,-0.05657668560712719
HEBP1,-0.017100082597888182,0.0708838878552969,0.049991881910103876
WNT7B,-0.026144822210008863,-0.026980679239828997,-0.030303078634119275
PTMA,-0.007839477761507481,-0.04628328886047893,0.037622207502216884
FASLG,,,-0.012313369738431558
CEACAM1,-0.015340648421413215,,-0.017132245486200768
PDAP1,-0.015044898194122198,-0.04635191147844276,-0.06422811419812362
QDPR,-0.054492071278302405,-0.01917478122832962,0.002346918229908282
POMC,0.0685053652863131,-0.024266626339236444,0.00532406931583227
CCL18,-0.01914367978368146,,
CCL17,,,-0.011160686634891542
VEGFD,-0.01914368586269643,,
TNFSF13,-0.014446439669266583,,0.07301014565778971
WNT5A,-0.006328172991126667,0.01782409694477019,0.02644107853830371
CXCL8,-0.06470546024535846,,-0.010769051377977264
GRN,0.15698161334553715,-0.058598219903343456,0.014098193297863142
MIA,-0.03814082708930905,0.021894138020958312,0.005347228899993535
COL4A4,-0.007305065261212946,,-0.032775428136895
TAC1,-0.04732561704702559,,-0.014671857447948591
RARRES2,-0.08609900923695551,-0.028112803696767514,0.008384328804871725
FGF7,,-0.03820156450712454,-0.04618915946982994
HBEGF,0.0862154128146946,-0.014121737614486516,0.004595572764509149
CSF3,,,-0.011750481287412573
PI3,-0.020139958263554466,,-0.025529892122837173
PCSK1N,-0.09275621115150523,-0.006540716856933938,-0.007082571848054359
NTS,,,0.07822848559643192
SFRP1,0.04883245068394465,-0.0023577586665343227,-0.016996508563313206
MICA,-0.002293025071155227,-0.05994678717967169,0.011615479533465983
TG,-0.030146651400945995,0.14133714952731616,0.047509731222007814
ADA,0.07056022299252229,0.007498239499663298,0.07702320939674445
LAMC3,0.1305317165104798,-0.02603624897901563,0.06219438812958661
CCL7,-0.012176997557707703,,-0.012313365359944253
NGF,-0.020907300108012332,,-0.013121595808670295
TNFSF15,,-0.02895010629906033,-0.019289780333025225
HMGB1,-0.07629549811299102,-0.03081175687066149,-0.02918367398961094
ITGB3BP,-0.016226755656659125,0.14234897902795393,0.006757819329193021
AANAT,-0.01766697085540003,,-0.013028054044977457
RELN,-0.02810600997653365,,
IL15,0.009103575226737484,-0.03302735368389341,0.05763747451574008
UTS2,,-0.05350361631450526,
BSG,0.03595364251722013,-0.07110271439733583,-0.019011187915861337
ADAMTS3,0.009335034344191622,0.03591338272913845,0.0025574694421222175
CD34,0.15418750299290793,0.024574079702234734,0.03353042549775285
CCL23,,-0.0273175957301544,
PLAT,0.06734896422053761,-0.024491131749096565,0.07919904365392869
LTA,,,-0.01753379736967392
CKLF,0.028028503328110833,0.03654133239124113,0.012403403023988794
CD24,-0.060216319450291336,0.02939310562004296,-0.0463370056551855
HSP90AA1,-0.12629636479335535,-0.024541715555132963,-0.019910453475919045
BMP4,-0.03386099338672524,0.03667120481719165,0.014953939880948654
SCGB3A1,0.12826040264149793,0.035984043871790265,0.02446884378231688
IGFBP4,0.15675723104834605,-0.023697559135989872,0.08326032779207403
RSPO4,,,0.15881252595340697
LEFTY2,-0.05063160059660411,-0.04299841405243886,0.06515930538436975
PF4,-0.01263167900894459,,-0.017533793312223152
ANGPTL2,0.08246678257332253,0.005139168598360727,0.02141449272211762
LRIG2,0.022985497209969813,-0.06679406616128201,0.05519752028052191
ICOSLG,0.02737241084265355,0.011803178549019244,0.003183110853627255
WIF1,-0.022728656086951585,,
NPPC,0.0019299920388720537,-0.024136033381752697,
LYZ,0.0667342802756081,-0.025508169303300132,0.0971423106857902
EREG,,,0.03713262073478451
SPTAN1,0.030168780528308747,-0.03899611482555788,-0.005997367987677164
LIPC,-0.015464495277987989,0.09246635756730917,-0.02216935124749656
COL8A1,0.15514737898722758,-0.008831633713606554,0.018604462116478152
GSTM2,0.014202893075091434,-0.0014881213569446971,0.028939183042233654
SPX,-0.025011377895200516,0.0640806870684175,0.06065215703554668
MFGE8,0.1645954701715609,-0.05440720228955858,0.0994934498168788
TGFA,-0.07382710215971477,-0.003214701774047061,0.032787279945836065
SLIT2,0.01703651017269707,-0.023410728678922403,0.05085842976084763
PLTP,-0.014347495763853621,0.033666405939201095,0.009797640037895248
APOD,0.0554918696786685,0.03522028829723979,0.005658075689246563
B2M,0.08040470054118365,0.04571937803756185,0.030588361652737688
OMG,-0.024811238992440962,-0.036098356883694394,0.009981566327307047
CXCL3,-0.031193551013928855,-0.024874602825955876,0.018451762578962565
CXCL10,0.006697447745643254,-0.06281080481231918,-0.009428149027442783
RSPO3,-0.016540902318107658,,-0.012495658079233337
CORT,0.01352895008667734,,
NCAN,-0.030686021167766926,-0.05299021782378319,0.02741656399905192
PRG4,0.05760727451347112,,0.001395282160405763
ZG16B,-0.01688581867150005,,-0.015580740843566065
TGM2,0.11713077582077558,-0.01950094555515449,0.03912553133019088
VEGFC,0.26584685539517566,-0.041170869855896235,-0.007098846651013677
WNT6,-0.019647316362518076,,0.06953242770418838
NRG4,-0.011215442255021184,,-0.012495659479698483
PMCH,0.30403878635754583,,0.05291085719620039
COL9A1,0.05397966066911527,0.06295929058900689,0.0077451346709081145
GDF11,0.010103188139474,-0.01281362127600775,0.0598858850772753
RAET1E,,,-0.013707649665173724
SORBS1,0.01101925784124742,-0.06509865750974135,-0.03528394077579183
DLL1,0.024416810590830125,0.05555027565285355,0.0064819007822465085
TLN1,0.09329743645887115,-0.031085168019466515,0.05472454813906873
COL2A1,-0.013479564811096944,,-0.01818540592109813
SHH,,-0.020196673107408896,-0.04353280781793313
PON2,-0.037067147406108066,-0.026887989756989437,0.0011726606502818198
ICAM5,-0.02234407402988352,,-0.026945387682615455
HPX,-0.01861090873850262,-0.024874589812098277,0.032182868995954954
SFRP2,-0.016189349085027213,0.12570741685549627,0.09705452826966737
CD70,-0.02957754004446515,,0.09405135168396518
HP,-0.005615863757757089,0.10450361360048438,-0.018692139877768646
CXCL2,0.004094225786343655,0.08199612479679268,-0.016055383717811733
NPPB,-0.01570950382449019,,-0.01267545489780366
CCK,-0.09864750191174383,-0.025593813395204525,0.08255300111032489
SEMA6A,-0.10604286572500059,-0.0255358617986706,0.010208901641658953
IRAK4,0.007134330409158816,-0.028162738494329646,0.03631575979039644
GSTP1,0.010146890194745285,-0.006979121364330178,0.014995510749164283
