,ZH8811Abulk,ZH8811Bbulk
BMP1,-0.01919896015147329,-0.005728043649382421
NDP,-0.0027615885115321974,0.06904179675590041
RTN4,-0.009428665461272339,-0.011568470893693748
HEBP1,0.0040682940317984945,0.025679903690130308
WNT7B,-0.03299707101582893,-0.02764871837229316
PTMA,-0.054393631247706624,-0.003297969347620887
CEACAM1,0.004982183760640791,-0.018648622540986277
PDAP1,-0.005098511379121355,-0.005134172051143489
QDPR,0.035213311357867635,0.08398913669630773
POMC,-0.034164040258820284,-0.025146734946850727
CCL18,-0.008010552670976853,0.07653744770992947
CCL17,0.05271218405981012,-0.02692045738787969
VEGFD,,0.06761985375780663
TNFSF13,0.026700773153122793,-0.02926161679946916
WNT5A,0.043092153670181384,0.012728967339440202
CXCL8,-0.011544626028853866,-0.08953064178816066
GRN,0.015247716942455762,0.0032222694647795285
MIA,0.06528203308340579,0.062230916843284786
COL4A4,0.0038400822472213097,0.026658608204496333
RARRES2,0.018265807452568325,-0.021286096283229944
FGF7,0.0315546882491873,0.07420434101524237
EFNA2,,0.07493403551195287
HBEGF,-0.029972097417659965,0.04478720232961935
CSF3,-0.00844448530559498,-0.07428030014304783
PI3,0.02385709265226148,-0.10438546308428702
PCSK1N,-0.00980674734470167,0.0837043472763497
NTS,0.06302208786240482,-0.02159365677716533
SFRP1,0.045395432086928304,0.03273133776179094
CXCL13,-0.029464997527743713,0.02836501523751201
MICA,-0.03169882094051382,0.08858429806213136
TG,0.07971875455181389,-0.01044526034615749
ADA,-0.011829189779464956,-0.033857553070934986
LAMC3,-0.02909571383758225,0.009974000735631858
CCL7,-0.019660377850217427,
NGF,-0.022706162484750145,0.09803817497750059
TNFSF15,-0.019166660733934738,
HMGB1,-0.03148821775690148,0.05137152543925042
ITGB3BP,0.08100728675241882,0.0252649496338481
AANAT,0.0315898253882465,-0.023852063786366975
IL15,-0.004635385118352322,0.14368604863238696
UTS2,-0.01468767788291494,
BSG,0.10290356709790466,-0.019586562523881915
ADAMTS3,-0.04361859622274013,0.07736345839701254
CD34,0.007680584912498885,0.011282341531903394
PLAT,-0.03536782284221085,0.08701678939059476
NTF3,0.13741046034336674,0.021809523789176697
CKLF,0.05315866895430509,0.13741802747280343
CD24,-0.019925391527383415,0.04063805054056215
HSP90AA1,-0.016534526400002972,-0.07144886881677553
BMP4,-0.012092201892097683,0.00813741660819802
SCGB3A1,0.029014997628501772,0.08169778177085686
IGFBP4,-0.07138267673761732,-0.06152445849954872
LEFTY2,0.08481464756671317,0.03867443263445735
PF4,,-0.016245518457103165
ANGPTL2,-0.02335136559937286,0.06204432315278834
LRIG2,-0.042580403144407725,0.0320148795740861
ICOSLG,0.04252737495145514,0.05897258975350907
NPPC,-0.029349398702775736,-0.03073761002048707
LYZ,0.02263991420711849,-0.000963101052655666
EREG,0.03067624806325747,-0.02033055203788479
SPTAN1,0.005758386333906284,0.041310020373337496
COL8A1,0.04157496955855415,0.059151817475743725
GSTM2,0.028422659085758084,-0.007265303347072174
SPX,0.0022203014623302475,-0.00012107375536440171
MFGE8,0.03959992348299238,-0.023665602751548994
TGFA,-0.07154919765005695,0.012936387712875964
SLIT2,0.0720810928887032,0.008359374251944001
PLTP,-0.05652146330893531,0.012877577493141059
APOD,0.010028717960668353,0.04883366530155091
B2M,-0.03713636524148505,0.05764020712699885
OMG,0.03254088970303661,0.05423702138241863
CXCL3,-0.01528102084605007,-0.010249963584275193
CXCL10,-0.0203018623129009,0.10596715500696925
RSPO3,0.04443250111608685,-0.006848106599049802
CORT,0.017027545467059493,-0.01700010936894868
NCAN,-0.012078755081468974,0.02113039617398211
PRG4,-0.021533554325557737,0.15574393852838225
TGM2,0.007348349103202277,-0.01706683077710304
VEGFC,0.046739329261280896,0.013149682578730258
WNT6,-0.02934940266253602,-0.031595463103061036
PMCH,0.0678030631695663,-0.00676194562062846
COL9A1,-0.02482686743160766,0.06744344175354096
GDF11,-0.018045445027349505,0.014009863387130247
IL24,0.10229615153270667,-0.015986491924829926
SORBS1,0.032945752684796756,0.022647647543294114
DLL1,0.0026869827553287345,0.07136327850524188
TLN1,-0.011761726599120942,-0.007676615483345519
COL2A1,-0.032571510312467564,-0.04166568834374147
SHH,0.053628404428725795,0.011702490069081228
PON2,0.0004130181394904005,0.07452394907444053
ICAM5,0.024780986374941125,-0.032061636000348295
HPX,-0.015077561221067735,0.02275574864992503
SFRP2,-0.019959995993585212,0.06388864746585553
CD70,-0.03817659644414728,-0.0028363332830179497
HP,0.0021932194512430453,0.028934841519484583
CXCL2,0.0640254456140876,-0.04775403248389945
NPPB,-0.027760965047264257,-0.029544385066985295
CCK,0.0015172930425926922,0.042653797162587444
SEMA6A,-0.03546341434707813,0.021772672977345444
IRAK4,0.02376561796375768,0.0202266588388447
GSTP1,0.06302152297870839,0.09031554501317549
VCAM1,-0.012816717432565182,-0.023734624662394444
NXPH3,0.004827197456069529,0.04970026246760255
MTMR4,0.06405474697749604,0.021615886344608183
LAMC2,-0.01831715436107672,-0.020994749620858486
IL10,0.01534764840690892,0.03656438076692333
SEMA4D,0.02516336171480702,0.0500659075678534
TRH,0.02718617876806211,0.06104173050785624
SEMA6D,0.01849389148051913,0.036918229081950894
CEL,0.014896362504101762,-0.026100067928170254
PDCD1LG2,0.034257581355227155,0.02800585643511756
SPINT1,0.035224889959900696,-0.005312094002809162
CTHRC1,-0.015668335627741316,-0.04429737467729672
PODXL,-0.04172432676622762,0.02518636013133339
JAM3,-0.0014018352332452319,0.001099734501228095
TGFB2,0.018621046486550937,0.06284736117371365
COL18A1,-0.0315678572063867,-0.05469625250740379
NODAL,-0.022272753257268216,0.0007345598406119713
INHBB,0.017697833451225203,-0.01154785184223223
LCN1,-0.02369067320030419,-0.018648622540986277
ARF4,0.022357342287263205,0.07921286419046743
CXCL14,-0.04370145289635002,0.026427979045419492
LIF,0.004131292957842099,0.011459389658361773
IL17B,0.06235357348909982,0.012028231586232405
MMP1,-0.006573550313296732,-0.017130776108739334
MATN1,0.06069883151949964,-0.020726081800080034
ADAM28,-0.006355162431008531,0.033625914804375
TCN2,-0.047078105913641664,0.021224473677021873
CUBN,-0.0034942916939081792,0.029536385642038646
TIMP3,0.010465963661518007,-0.04104789348406797
PIGF,0.04462111230339991,0.13304992728979237
CRH,-0.02928178804164699,-0.04461405040748065
BDNF,0.03277807098920942,0.0866031284300986
CCL5,-0.026004996874994763,-0.01602936310697668
GAD1,-0.05214310196358239,0.07054474914691534
COL14A1,-0.0025639626797124317,-0.022491873326254058
HLA-A,-0.0041293988296228455,-0.1134745629515559
FGF18,-0.02437292927874236,-0.0013299533794751289
ADM,0.04839311287833646,-0.05253285713602713
GNAI2,-0.023445319746789085,-0.014290035881860407
COL11A1,0.097579023218985,0.06860189847143064
NUCB2,-0.01937964395524417,-0.054588594868244966
CXCL1,0.01699922904030741,-0.028652567305076804
VCAN,-0.014071204425425506,0.03365749064787586
MMP7,-0.025346054972715495,-0.04556908051072263
PTPN6,-0.01375425135649666,0.00835666805678523
PTGS2,0.05911507876999036,-0.04501648834823729
CD58,-0.00030683466868656296,-0.00854897124425976
TNFSF14,-0.019497061476456835,-0.03173656026423186
CNTN4,0.08322362492660634,0.08833045384413103
INSL3,-0.021683164005994668,-0.018421609932113305
MFNG,-0.026863404263036676,0.08324718229443538
ICAM1,0.007556408713163597,-0.035814959590659896
PROS1,0.043965955308120065,0.017201503254729373
CLCF1,0.046032975797694,0.015848549729408565
PSAP,0.04669476370765042,-0.04998714405832705
EFEMP1,0.007396268674063084,0.04802623704343769
C1QTNF1,0.02770524047444051,-0.0684218550505965
ALB,0.05418013315758831,0.038338852024084796
CCL13,-0.014473273013896965,
EFNA3,0.056263466690574866,0.07919457997363007
DRAXIN,0.012585684056857654,-0.06937361835330773
RAET1L,,0.0032301740322126828
NPTX2,0.011638678585496495,-0.030213197445134454
FGF11,0.07239303790578105,0.010068994252249847
CD59,-0.005323696081002426,-0.007132280235637452
COL9A2,-0.00424678895050637,0.08349420168358253
DLL3,0.01119253817298572,0.08427874341399628
LIN7C,-0.06790401544668925,0.047343808435872776
GDF7,,-0.015986496989674262
PSPN,0.013683340670083173,0.009786065117142022
ANGPT1,-0.04179653272410161,0.04597477189348179
PNOC,,-0.017000111218508775
L1CAM,0.050453727121084056,-0.027335290355757078
APOA1,0.11145402180378906,0.010073754084622744
PSEN1,-0.021047578120610116,0.04646904830024437
CALM2,0.010039347818684891,0.08060373645796541
CLEC2B,-0.03046795800521188,-0.025763719709300782
NTNG1,0.016575221771221844,0.057174349464263516
LRIG1,-0.015422118502293062,0.034561753510506846
CPAMD8,,-0.017959538290116
NPY,0.03879769049021827,-0.024427407821682675
MMP2,3.242315955584795e-05,-0.007216941995731534
PPY,0.0015891418003886437,-0.005830891688205274
ALKAL2,-0.0439850468194331,0.1818572366238152
CSF1,0.007549673118212967,-0.05330475051476027
SEMA4C,-0.0007652578598136339,0.02992657558434827
ICAM2,0.02305579500481827,0.041359137787415554
SYTL3,-0.025080000751384432,0.02447975015250153
IL1A,-0.03656488562489141,0.01676555738534938
HLA-G,0.025288291543907906,0.06483049519324534
PGF,0.02274255701599736,-0.04458792085329997
LGALS8,0.01121303924412323,0.019806505395297082
DKK3,-0.01572376507880514,0.01990299648410544
COL16A1,-0.0037773842828545743,0.009906431750390965
TPH1,0.014590208591076004,0.07802483147382538
TNC,-0.003836021143835256,0.01535539315013069
TNFSF9,-0.03557156327335724,0.004709102204750979
C4A,-0.01611332412940606,
CNTN2,0.016070778518500254,0.1282325589585629
F7,-0.02030185807995941,
LUM,-0.040011935779317796,-0.021949452794581197
BTC,-0.014687680582736097,-0.012570054697681857
APOC1,-0.023418962306665205,0.1063783472352313
PKM,0.04420596380646111,-0.0030044600830353425
TNF,-0.014255843648418578,-0.018648615405872614
GNAS,0.02489693088134918,-0.0015751338573919283
BMP8B,0.04909322828299438,0.015346952395416719
LIPH,-0.014473278336814705,-0.02079160181345335
PTPN11,-0.011710576930257963,-0.027579079844641474
ADAM12,-0.04861454824586319,0.025148859150288444
EPO,-0.015718349902908928,-0.02159366350177848
EDN3,0.06658759197914987,0.013799516555633372
CCL22,-0.01778978663395606,-0.019747074639701725
CCL2,-0.030724424914537595,-0.0356191570859324
DSCAM,-0.031128816292676435,0.01699787779493225
ANG,0.09509191265029755,0.036403108547950404
FBLN2,0.02190934080113334,0.04982194908931967
VTN,-0.017967149598232836,-0.015184228860332402
VEGFA,0.03781093278870257,-0.08098865791089109
F10,,-0.02593327576794867
SERPINA1,-0.012084685926923088,0.00238264058708662
VWF,-0.062259909069781634,-0.01777281167259532
GDNF,-0.01788814481855191,0.05381850573192673
VASP,0.00874308686416869,0.031565280685248734
ADAM15,0.03822182019498728,0.004907581239587688
WNT2,-0.019497052640613754,-0.022177774069265792
CALCB,0.05915846530693716,0.05164841938003409
OLFM2,0.0068723020871699035,0.02987594761611461
MFAP2,0.025224825891146753,-0.019023164307571436
HLA-C,-0.024531277351328092,0.0023789230034260613
THBS1,-0.007010596503256893,0.059120500483494
HSPA4,0.006143826103968656,-0.004352290828301021
LMAN1,0.01040541038031899,-0.0065299970208076916
LYPD3,0.0556353567716108,-0.04132207636712183
APOE,-0.021765101704419313,0.043820765548331156
SOSTDC1,-0.03246448642762756,0.003143776357511779
ANXA1,0.0032834825199089352,0.06255916700605064
WNT2B,-0.021771329403717368,0.016207301934972017
AMH,0.015745011573124537,0.09610796416060925
GDF10,0.011699706703065499,0.06864608138231908
EFNB3,0.05562371253086858,0.023759756738412883
LTB,-0.004289760929882329,0.03277412219098835
ANGPT2,-0.009838743905519759,-0.004382974063956323
ADAM17,0.006754721450632258,-0.011565806205970742
LRPAP1,-0.034912960160486194,0.005008697070245774
NID1,-0.029584076703991356,-0.042102382472001695
MST1,0.024345505875487505,0.05387637770938551
DCN,-0.0527628031917297,-0.0018727509323538446
IGFL2,,-0.021395725338730635
COL7A1,0.0039605816575943075,-0.008992310208951207
CALR,0.006414248725527222,-0.06013450216666193
PIGA,0.009119962499081617,-0.006506264339776301
CD200,-0.028507223423783805,0.05454330311098601
GRP,,0.19760405541120626
CDH1,-0.045174883053635116,0.11236112395468976
LPL,0.03795557891838855,0.05771789931011086
SEMA5A,-0.007057652299405516,0.017003314755643817
SEMA7A,0.031509541869613224,0.016306946146275193
SEMA4G,0.008865063999881148,0.011733982928834662
SEMA3B,0.017680956467175706,0.02476095106843045
RPH3A,0.03790284140071683,0.07620495905621995
JAG2,0.013640418179520657,0.007578877610908732
CGN,-0.004505870211133283,0.004718724051443507
GDF15,0.06404119437230796,-0.013277889526826566
SEMA4F,0.00012871297231563722,0.00400441832567085
NXPH1,-0.009304028560687917,0.07391533286031511
ARF1,-0.0041476129457396005,0.050285045796888354
EBI3,0.04631761108628,0.03526829493198462
TIMP1,0.0038848219752018135,-0.09966448612986607
SEMA3C,0.0309755874333727,-0.03293391681831014
GAS6,-0.02299934157329747,0.002112027576854653
MEPE,-0.027202385523400017,0.07935967022177129
SERPINE1,0.01865316753915931,-0.10503799957841088
RSPO2,0.055680034601506494,-0.0002842369302099116
SHBG,-0.023552190382080337,0.021421971420015447
LGALS3BP,0.043909175659824246,-0.025517598917531224
LAMB1,-0.04808600245744041,0.01143410914723914
SPTBN2,0.051497230068414765,0.04006766191088197
COL1A2,-0.07495004117341701,-0.09896559649666278
WNT11,0.04820428804347514,0.04138722696582871
LGALS1,0.05592820585172388,-0.07846554270466818
BCAN,-0.019125704973275925,0.08198684907230328
ANOS1,-0.03817684930014507,0.031860658253371206
EDA,-0.03203368830372912,-0.021136980593163504
FGF22,-0.02396556526361643,-0.020379726381171952
SHANK1,0.018638100041314998,-0.02593327304503726
NPVF,0.07808276502418468,0.003280521145381706
TGFB1,-0.03259639156138134,-0.03477071536880441
MSTN,0.06503116915141052,0.008326968596629316
WNT4,0.007444207524153203,0.0942521658728827
TNFSF4,0.0051954681118739484,0.06605490802557927
NTN1,0.040387361435636204,0.02469522576435951
CXCL12,0.02347965032021482,-0.008462831683308226
GNRH1,-0.002119684153094672,0.019407419919204624
FGF8,-0.01073775271635532,-0.008916007671387663
RIMS1,-0.009242130551680572,0.08473426621153621
FGF14,0.02294324325364332,0.06814984466666825
IGF1,-0.007022701352764861,0.031890870024951036
TNFSF10,0.0018639682057349453,0.026487027368409972
GDF5,0.06566745236243973,0.03249376405902507
CHAD,0.011866842158267393,-0.008306935472778222
RGMA,0.07765806952307246,0.008091561900297983
CX3CL1,0.023200337429483676,0.029272279295955078
FGF1,0.04468743510407571,0.053179548955495586
ALOX5AP,-0.016938340947542322,-0.034635622007664055
IL1RN,0.04484418411834773,0.017012186087636626
PCSK9,-0.0155173561605962,0.0016403386909469727
NPW,0.056077501548789474,-0.004794424544168948
ANGPTL4,0.01331588737668416,-0.0330404302466118
UCN2,0.007875293066703955,-0.021970819435093415
COL4A3,,-0.015456061679483546
NRG3,-0.0180817312208249,-0.015249721079746686
IL23A,-0.015517350747492067,0.008237870221433559
COLQ,0.09209969820969321,0.0177432153602587
SCGB1A1,,0.14601949021039512
TNFSF12,-0.016949400451339476,0.006577971016898885
DKK2,0.07621351606875788,
FYN,-0.01206186808165304,0.08442190624031487
ACE,-0.050627223683103365,0.022146334779486618
IL18,0.005707700460015838,0.06277604496919505
PPBP,0.026375325562363706,-0.023121432847200276
CCL27,-0.010487995344383723,0.025989809043687688
SERPING1,-0.05290943758964988,0.04446820876736779
AZGP1,0.02626537617028612,-0.0030489232819682264
INHA,-0.03724926997486576,0.04579499362794271
COL6A1,0.02618184784090485,-0.0715241188776802
FGF17,0.06435316570773113,0.005545809579440534
TNFSF8,0.020707343305388752,0.055463321201421154
FGF20,0.05476523714926982,0.03140049700806949
ICAM3,0.10765412412731862,0.08697018416735969
LAMA4,-0.04472610606734807,-0.03360828759482999
DLL4,0.00931407791268285,0.030594307941054735
SEMA3A,0.09755786215200385,0.041571661504226955
RLN2,-0.01425583902023075,
C5,0.021261893202770683,0.05641123763243593
C1QA,-0.11915252083193166,0.04395086898484284
COL9A3,0.09855850508683316,0.03798469985011102
HGF,-0.00957909281017336,-0.02416424426515073
P4HB,0.004280265473827217,-0.05023873977674135
ADCYAP1,0.004821144843052307,0.09860277871997458
GREM1,0.022146386504777064,0.046655793824769136
EGF,0.07934619618363335,-0.01864861957390831
VEGFB,0.06149687240301735,-0.0037135406234714255
FARP2,-0.03176758470487712,0.037803375615656665
IHH,0.05111745036264763,-0.022748224362251643
LAMA2,-0.02704927354393249,0.050673746581542084
SERPINC1,,0.0030396112806910475
NRG1,-0.030037789959909397,0.07062877740503128
SPINK1,-0.039347461486848284,-0.002617109359138079
EFEMP2,0.06959903542105979,0.01564342007980209
SELPLG,-0.0005132379404717649,0.03732899148330407
GDF6,0.049643047721692965,-0.01710324417717488
HLA-E,-0.03770174502702523,-0.0036990638171819695
PTN,0.03077595970053805,0.024565513152984227
CD274,0.023942956565558688,-0.053519086995882724
CD14,-0.06074783805332501,0.02373415156841932
SFTPD,-0.028544602852420026,0.008342038564151822
