,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
XCL1,-0.02342381431370579,,-0.019140246997043156,,0.010062421004801913,-0.0048325171532568375,,0.01772191195136104,,0.044585641693699406,,,,,,,,-0.004210264652226009
CD58,-0.02958785753474771,0.06982654061543299,0.0058158592254946686,-0.014836962023296898,0.07092728369720225,-0.00223308959238837,0.1930970253451188,-0.011150437808306,0.019387406454622367,0.000398145611674831,0.08819257142829524,-0.03152911573070938,-0.032623564703621974,0.04616776843630473,0.03983239803479755,0.006875702071636226,0.046644562471779547,0.053362704629889283
TNFSF14,-0.025920505977484343,-0.02803042463363424,-0.019285772028070594,0.050451982506188583,-0.04809450164609962,0.08134155551247282,0.03677387400670072,-0.013692443518774076,0.021915194546207856,,,-0.05184305887284811,,0.07854899682181228,-0.023964758196088388,0.08046824807717556,-0.008757893659652629,-0.031710291062506585
CNTN4,,0.1366425141554899,-0.03390670521306273,0.031878850414778795,0.015475554743896591,-0.006663498475650773,-0.0642088926223738,-0.0131144947255369,0.03376340559182367,,-0.05565131875116601,,,0.05933600708987859,-0.0020439421208048934,0.10741996072055979,-0.011570360176899771,0.0541169063142004
NTF4,,,,,0.07228382576642778,,,,,,,,,,,,,
INSL3,,,0.002318448008072774,,-0.028442835847653985,,,0.005985952062498117,,,,,,,-0.01076504679041321,-0.0026337343584898086,-0.02876104837782621,
BTLA,,,,,0.030731716461304313,-0.03188488279106142,,,0.0008435533395585944,,,,,-0.014541596106280924,,,-0.012912721780174522,
MFNG,0.04590545483775589,-0.006785649580893384,-0.026578506146375743,0.044606102188789125,0.03373022886263274,0.0354542552497508,0.1605869794871364,-0.0018337882797877635,0.04227864215309366,0.04837493716609372,-0.032649354489612925,-0.046583264542374506,-0.04777454651355173,-0.021161915269529392,0.048957787238169875,-0.008277268943721265,-0.0365284738157133,0.000791347124849177
ICAM1,-0.019519116102194256,-0.1156378479130753,-0.08692389618878237,0.025619476983404676,0.044785417970128465,0.03265592667319576,0.1852493324831011,-0.03251262057298411,0.013425428915917017,-0.0074157423928919676,0.0127628917326957,0.010660819072462666,0.11889874095098742,0.04755585499459624,-0.005272660134720138,-0.04670527966723539,0.01119360203335144,-0.007461493671806244
PROS1,-0.02126253965813197,-0.0316669886964224,-0.04029354916019528,0.03595424439095439,0.04318760155449424,0.052294379748395604,0.18476087839113603,0.010684335417155046,0.04869814416991147,0.09515446304490237,-0.03396675027686831,0.03790460534219962,-0.10058902796163695,0.0565984315318064,-0.010260807979722474,0.034232182468787856,-0.01094457762203784,-0.004457408451442354
CLCF1,-0.01476197023752256,-0.02999318087114797,-0.008150814042723921,-0.020471670569601103,0.07797325256345819,0.014212826499512988,-0.004763265676359625,0.015765402010162393,0.0055774683345065895,-0.003919014202200921,0.040617857499406565,0.04739327607278893,-0.032909815525046265,0.07875560657074877,-0.023140806958093972,0.012368209572988106,0.04430625497063052,0.010963355351184454
PSAP,0.004686065566976253,0.08078595841906139,-0.062549439337466,-0.05216023800517577,0.049123030057284967,0.06140052733665482,-0.12178340304729775,0.047169905520723254,0.07304354584644547,0.014205917511752167,-0.052804736305560054,0.10007447791770005,-0.010055083242509217,0.023299099550324588,-0.011473787208624655,-0.09747554867134496,-0.05028437923010976,0.010925297040576756
EFEMP1,-0.012782388604367291,-0.013280001329434262,-0.07123165075497766,-0.009431594032666734,0.08969939761045416,0.07751297451195936,0.14301564124153093,0.03397873400492483,0.04555896009339972,0.02244120325104268,0.05432714794881233,0.07438825592996588,0.04155709119728269,0.026438988533544705,-0.0026666327899777524,-0.05494362048340906,-0.04774954374675625,0.042716023652787385
C1QTNF1,-0.020125254522665507,-0.08392973287380473,-0.003931439410614542,0.004772301746521123,-0.05482775421856246,0.015657792053957485,0.15846338743915256,-0.010946576418992939,0.02406862653475173,-0.015000768525353675,0.07442736530246405,0.07836565611098657,-0.021336895632246704,0.03217605822642235,-0.0337719476764474,-0.1214111232353704,-0.0011981360608392675,-0.035940642088401
ALB,0.033157827155010776,-0.026872429698031483,0.02423150329766518,-0.024120562982103334,-0.002216210662625266,0.037523894646366074,0.01846222331955572,0.02515374108985663,0.028873224230070497,-0.017507133613607246,-0.03847041235893252,-0.05972722393698838,-0.04935080679247682,0.13925623539833265,-0.004955522369055718,0.06619331874792748,0.03294266256769509,-0.026876513793119148
CCL13,,,,,,,,,,-0.033366818862487754,,,,,-0.017789782757921754,,,
EFNA3,-0.009156173614228939,-0.009530781016790566,0.011898604108926706,0.049208904724308576,-0.023041425394926644,0.07362660702269883,-0.1400497341942017,0.025690754117367803,-0.0024259153259614473,-0.009414031952080713,0.0051403905263343805,-0.0762818477010666,-0.007926294302645671,-0.0033857955075204233,0.09869535935226248,0.0388057408187342,0.03941630270007704,0.05524845791643073
DRAXIN,0.07065098649198706,0.17827677326313013,0.0061321944256654826,0.038314039559366485,0.008400220288207179,-0.02104265515092342,0.19948039958097147,-0.02709896876710894,-0.023899635159564482,0.019405589906689308,0.06557898946637682,0.015240026112342802,-0.000874711859780699,0.1116626350670591,-0.03105422772591278,-0.08531119673952808,0.006598298276073961,0.06876026271126544
RAET1L,,,-0.0133570008595936,,,,,,-0.028625191748128317,,,,,,,0.052516456397180805,,
NPTX2,0.06031382145824391,0.10944792954785623,0.03795353247426099,0.09803431201410101,0.027645639956482386,-0.07421903542592072,-0.19709277840520664,-0.031139942495086625,-0.02133330279061919,-0.010688793735577667,0.10406065978905009,0.03355050065774246,,0.007596359640313977,0.011758942327562234,0.03761630387509872,0.015473770552567604,-0.013297784073938659
FGF11,0.06649319916341626,-0.0032591464844697157,0.032966160481910395,0.04612577490871337,0.015249921795081039,0.0497420202169578,0.1561404828178138,-0.00642717260501177,0.00800131842137891,-0.06016035147061874,0.05777475350510508,0.0677517343665617,-0.049362269445744955,0.06734665062025444,-0.025704020393469584,-0.051227021660534666,0.06418881043275079,-0.013795535385108157
CD59,0.037132352117558436,0.07238799595629442,-0.014206399583395686,0.03048452516318145,0.014480946076146011,-0.01592460741658273,-0.1511559849927067,0.028193576815214765,0.030384211965501735,0.01957351545531469,-0.07227854705829785,0.027849466838026016,0.022331825806432157,-0.009223099767426466,0.023416356756365362,-0.026813711413744265,-0.029940322896940725,0.003856911286005913
COL9A2,0.062275261824160766,0.006999927767081468,0.012791164756757938,0.06849608253683563,0.038582095089978265,-0.036078883863177695,0.1075887719144756,-0.02285697109789805,-0.025349966373435125,-0.011051775166600296,0.08877318220067591,0.044064887009648106,-0.005606859565280075,0.10578860470775436,0.0740972441289503,0.058395482527506926,0.043301592824632404,0.02750081389504489
DLL3,0.011048363344917845,0.1496170232802229,0.08020121637636422,-0.0030157166433682505,-0.0442305263180788,-0.0438577744980654,0.069113551810787,0.021221700039413233,-0.01607691691678672,-0.005533287818761016,0.025206825177680015,0.06756619510369165,0.07777125595564453,-0.010894599252534339,0.0569854300741125,0.1264770855905798,0.1079997210061303,0.0519526852691618
FGF5,,,,,,,-0.03602591944537092,,,-0.02200557747544247,,,,,,,-0.023698883099492734,-0.03208694687395853
LIN7C,-0.005321772304237203,-0.030737469259140983,-0.029795361387932283,0.02511773121393701,0.06968553998771725,0.02091663260544459,0.07765406141018862,0.030557572951810715,0.04534956091021751,0.042316978343461494,0.039524952626387694,0.024182773830409898,-0.0015848895046476955,0.09910873886913897,0.02632497399792476,-0.031223159917298224,0.04431270926839754,0.055321237446616316
GDF7,-0.024262495048203655,0.04214000847296198,0.02618028105778969,-0.012533737380835049,0.07542626007855056,,0.03680015876581421,0.057381991781618374,-0.026206237399792526,,,,,-0.0056891228306918135,,-0.01866170005909242,0.05129371491611861,-0.029018039300749487
PSPN,0.051739295766836974,0.05008452872115213,0.0003524686300472856,0.06050765066205143,0.03690074902971726,0.00470609580886776,0.11161048438371404,-0.0027906522448247826,0.019242454340439953,-0.0005871963988383117,0.0027415449135532537,0.039202320440780605,0.005803000828593507,-0.03349105111153253,0.008484434792931842,0.0429418697753494,0.08804008969702144,-0.024150233373377288
ANGPT1,-0.022286024688381503,0.03472818769659358,-0.03499059558474001,-0.03362846944372814,0.014922347680010458,-0.006233520694044813,0.11065236956639814,0.07691859913141089,-0.011814944084753858,0.048824939485823074,-0.028908302052595404,0.03930230301086451,-0.04221397552264963,-0.008944826214882537,0.011622301529940966,0.028638221587734398,0.0025649508583793076,0.0312742434990511
PNOC,0.1215251557227863,0.11146775269593984,-0.021065902042563166,0.01062093353451223,0.03174411990905998,-0.027052036904666718,-0.13230371802979318,0.03959888340174967,-0.008913359844372205,-0.017507133613607246,-0.047038337036753655,,,,,-0.01984493392992451,-0.029684071926369997,-0.02846710810352611
L1CAM,-0.036433876332977476,0.11936667503816287,0.0050116421572787275,0.018070586124145412,0.04090593769543483,0.041594968001351734,-0.09171756155873788,0.059685834207683135,0.03734044200249357,-0.049607901878350215,-0.10013011374027954,-0.046005432639112706,-0.05975930822614918,-0.026042927732275657,0.005548913489087123,-0.04264124853860971,0.023488860485218175,-0.05462285981536108
APOA1,0.02721674384481594,-0.040785417157149215,0.037653598733368945,-0.008170709854840976,0.039134545125996,-0.003118113718815864,-0.014366809796237053,0.09953201892924209,-0.042412279164105914,0.03398804342635872,0.016331648751821186,-0.021384150692659084,0.08041485009795724,0.03351394419000855,0.022554747996253226,0.007951227678236616,0.008277896275782149,0.0377910669986354
PSEN1,-0.0032068301603997576,0.05461851006747681,0.013879710260437649,-0.021925145731330586,0.005767443713866441,-0.016271364453140463,-0.003209196203643235,-0.018345106000693195,0.017317499899134448,-0.011386340888178862,0.05968825946895417,0.12531547828807857,0.005195589705823982,-0.0512584899673551,0.025740332473637266,0.006519000373320452,-0.019760752265598387,0.026137884857487734
CALM2,-0.007909868348586785,0.07335158433561276,-0.0024512978714374806,-0.03317781788954735,-0.049387326471988846,-0.05217139335489345,-0.22842684347849868,0.04438612944876159,-0.05261131480184827,0.045026367579507245,-0.03708754070056228,-0.02652556129923923,0.0807734926723459,-0.034133491688255926,0.07202165214064604,0.05029231439441975,0.09226486255819906,0.055145581748264574
CLEC2B,0.03349133259005619,-0.04526286520656899,-0.03207856607171404,-0.03862987296628693,-0.05180330055339964,0.03470912526955285,0.1964231739765116,-0.028914059359307458,-0.020123252005687525,-0.02645739630058935,-0.04141744184542137,-0.038955309035871744,-0.05078458920219482,0.035095037860501464,-0.016082070660819788,-0.006141136463049719,-0.02737818471755957,0.055767852149372944
NTNG1,-0.021278374806563066,-0.03835748652213564,0.03750149178050701,-0.0075386163239099845,0.06029439827676219,0.008985976801392317,0.024287932964427224,0.014088101049242421,-0.0014529320709275977,-0.01427594040795372,-0.06660975977213526,0.0012983615668829057,-0.0445451220796819,0.1071532562174712,0.051513928155904574,0.06273054486064564,0.02297948029482562,-0.012109345800250703
LRIG1,-0.0470969479954212,0.03615733995518438,0.01096327758795608,0.0011268273335181978,0.008907809326871562,-0.008611874214826506,0.13142144867940472,0.011396219741828788,0.04119781240255874,-0.025958740134921842,0.052178349501747455,0.06577782035253617,-0.016561465592743036,0.040792608557704876,0.12233890089951976,0.11057282121642287,0.08821058905170955,-0.03958338015860047
CPAMD8,0.0012921042187104357,,0.0001874489583661195,,0.010228205505248935,-0.001478342575972298,-0.03259029238331565,0.02150946109699627,-0.0352280331247011,,0.03762961404168237,,-0.05742521888679635,0.016085414236135277,,-0.020964912887820795,0.06828389792501334,-0.020575964755771857
GHRL,-0.007038014610972294,,0.03433213355820813,-0.03242798311775301,-0.012350875128669609,0.06648133572514693,-0.033770246035882655,-0.02669437943499532,0.0009278830025594194,,-0.030340482238094282,0.015476582929171359,-0.07981802140585226,0.02587354261624561,,,-0.041370043699052644,-0.01813792702603237
NPY,0.02858113823911637,0.06110721562833081,-0.00893793703328225,-0.061888632652362316,0.04419808756988737,-0.013183851738208017,-0.11319277880077482,0.012393886968787017,-0.021696599278297233,,-0.033881464978027076,0.13056887676490808,,-0.035874042167392185,-0.01708546225827758,-0.04466292797714832,0.021857441641283913,0.022891017004380232
MMP2,-0.06377600293216233,0.19050618349533815,0.0712655373617703,-0.007120453317452899,-0.01962557897882793,0.014595302213079742,0.19113442055120325,-0.03353962745150818,-0.008935156352144475,-0.03239680766868182,0.11570039171397889,0.06267535257821988,-0.0004132003083563846,-0.012762936353301287,0.025516668468968797,0.037480786708945155,-0.052436186507315366,0.08604089113170105
LHB,,,,,0.0455214807601,,,,,,,,,,,,,
PPY,,,-0.00770707285800692,,0.04490204461711821,,,-0.02553866425225258,,0.0315726179687584,,,,,0.013904279094972697,0.018113583870669123,0.031054629180665212,0.06333719854917633
ALKAL2,-0.03197017352329989,-0.024816100084235893,-0.025048956983999643,-0.02052107660313433,-0.01766117595764888,,0.030544106638944184,0.0437677881545496,0.02368981773733653,0.016182907449523484,0.014635070725537736,-0.009381061588753998,,-0.049701311695189196,0.050118182111694165,0.04836665131175602,0.013342082967877018,0.018380401104784703
CSF1,-0.01632522225210019,-0.06104297368093446,0.01862895268471522,0.01992783816197963,0.0019698859156952672,0.05394291669998058,0.12000621853085408,-0.017908458608339273,-0.013872603406507523,0.016374406364527017,0.09634696869146636,0.037354558866275,0.036717229389176834,0.03285425390812934,0.013474825925124098,-0.08202048307013061,-0.008797555698946422,0.07222444975396733
SEMA4C,0.07382715386445708,0.019964418741519115,-0.0354733576111097,0.04764474276036732,0.014210435899063359,0.030999522357841546,-0.01763401719875924,-0.030915222488225137,0.015904555008665985,-0.05626068820237985,0.07065068984334028,0.008503442872504707,0.02061952108143669,-0.013337140280394195,-0.00918662122701,0.021174305592896122,-0.015788505302543856,-0.03128102439583463
BMP8A,,,,,,,,,,,,,,,,,-0.02581458910349815,
ICAM2,0.04169163362363964,0.013309810501907007,0.09692304988501929,-0.026733778723493456,0.03977795802886659,-0.0002500672802338142,0.13322941493038845,0.008547679342027797,0.030736415256540618,-0.006060973865412979,-0.022260874681631137,0.008467060486230856,-0.018473795392441397,0.033839963752154575,0.029875621430330842,0.02591565611391478,-0.039339543779220956,-0.008344139525535095
SYTL3,0.046500877608183125,0.03529960360337395,-0.018979756924980832,0.04260056127574606,0.0385767581255028,0.014248769293136976,0.10541738294278626,0.03298307771227257,-0.02551806847687883,-0.006290633493371302,0.0007447438368854843,0.016907461646599547,-0.025947648478185367,0.07137379282567874,0.03781637151255508,-0.03245528898895362,0.00155735580387617,-0.03118652590773641
IL1A,0.012369492073472679,0.03639870303226444,-0.03399669711605131,0.0021219176767012684,0.053521609782462516,0.006475976208343482,0.06939709989449931,-0.018279562999635075,0.020847402368156413,,-0.013312758485828538,0.06862521523349668,0.08279110932687349,0.03326738570099427,-0.04494362617291155,-0.0491692975609117,0.025357156921997907,0.0639469423098153
HLA-G,,-0.030027630900600687,-0.02055323491190522,,-0.021690361299423793,,,,,,,-0.0002009182519760839,0.0656242163286093,,0.05277052128430069,0.05717415458781883,,
PGF,-0.030626625938101892,-0.06403946637201315,0.08234126695276438,0.005422091824845783,-0.004566544117550587,-0.03493192290874177,0.1979434838565401,-0.01426866397155491,-0.0024199609408488837,0.015342720584348405,0.016139335571408227,-0.014080144256697373,0.061465449809565434,0.09557219641890796,-0.008860609268952269,0.05478782850613127,-0.011212759725711112,-0.0562804020263604
LGALS8,-0.025697478805272813,0.019490748778732643,0.021297938932041818,0.011376558590921319,0.04004021363372286,-0.019487602687856313,0.06958199369788796,-0.0015705571196183861,-0.00711820837049693,0.06835443999646981,0.031403587900047596,0.029923786373249057,-0.0006088637586169445,0.03861567245744733,0.052408600558193234,-0.03451043917038168,0.007967006071846762,0.02657482649395922
DKK3,-0.021086114858754414,0.0814823344530374,-0.013186577940387391,0.023760859012313687,-0.03377938433475767,-0.05335605534920169,-0.18208188001950934,0.07009931511775631,-0.04231527615284289,0.009073214620462892,-0.11100672845716024,-0.05069017013237919,-0.03934118845327085,0.03565687047091735,0.10209365357901834,0.05117127385067258,0.0031701936859650447,-0.011690828125743373
COL16A1,-0.05556008805880205,0.030949739997783225,0.053054186510963844,-0.013792487323675263,0.019022771189682677,-0.0017085033919125815,0.08783592098115676,0.0008929379699951002,0.022902724855228266,0.026499087874093066,0.08089113214415596,0.09144541942535563,-0.03953964423564287,0.02770496927584739,0.05272331313666834,0.04561887716778895,-0.009952417165127252,0.024685418247145083
TPH1,0.04460983430330493,-0.002244636803040474,-0.015091294259217587,,-0.0273083666414315,-0.038118081190306956,0.015346994435703035,-0.017561226521997316,,,0.08061838165224114,0.06777939268757113,-0.04822389997911489,,0.09363627874628781,-0.026079124431079764,0.015452054511672884,-0.042839494998135524
TNC,-0.05194110958245355,-0.055998208712493384,-0.05246207209433781,-0.00847186393589147,0.10441815183402893,0.04816572136250077,0.23453889558075788,-0.0465986656514487,0.02339995039749448,-0.03733449041179634,0.07839208836363606,0.1014296641124752,-0.04660269844223238,0.0075936060960136945,-0.05165586990730883,-0.1501659986492299,0.00754076252457391,-0.033807313046548146
TNFSF9,-0.02134890328869866,0.0789217584993113,-0.026835593061622063,0.0067008548744181134,0.038814235925422554,0.04090011641109834,-0.044956230470053815,-0.026140610843799723,-0.016719837931418013,-0.03832346713963318,-0.017793785712464375,,-0.02838014927452011,0.10017180537353067,0.05682591041201272,-0.012310018867263363,0.01006757643307343,-0.008920638325378065
C4A,,,,-0.004112265250619729,0.036662991336376134,,,-0.030274805484698207,,0.020167318420714495,-0.010928587490212227,-0.012114185297255801,,,0.06821901609027028,,0.028219993936114723,
CNTN2,-0.020779159577443376,-0.007819427768732385,0.07408074174484762,0.05471644429900211,0.021066057956997463,-0.0707383652346524,-0.04590177380334053,0.08176989410804426,-0.008173447806186946,0.05403176139906221,0.07592720143196309,-0.007049320466197991,0.03935491490937509,-0.04476213849400942,0.08595817118202762,0.15484230764973606,0.05404226741215627,-0.0420422483878059
F7,,,-0.014722694929372972,,,,-0.032590273440747525,,,-0.017507136070294877,,,,,0.09406378321262618,,,-0.025433055201595854
LUM,0.06758930269985096,0.018248764261593997,-0.011050737836947308,-0.008541951712113598,-0.027769431398297774,-0.03580690762445861,0.2110234655668144,0.057585402340464956,0.05103169202056767,-0.022095466188084927,-0.040587265256724396,-0.09358925016260482,0.014568276621846376,0.035059307003053215,0.034323780949691525,0.05466535282309371,-0.0963165264006037,0.05379620874172429
IZUMO1,0.0028204122699902363,,,,,,,,,,,,,,,,,
BTC,,,-0.013356995295973458,-0.009695627399975744,0.020893166903224028,-0.02163187520301944,,,0.028274025640462434,,,,-0.029379475334380557,,0.15048260060816707,0.05747882230520311,-0.010381407855926816,0.057537794510654695
APOC1,0.024388965740676775,0.1123006697908018,-0.00794024411497632,0.003394650171824367,-0.0257751125099413,-0.04235160693666451,0.26144735070885955,-0.005010348535967243,0.05461980137538738,0.06609228084388553,-0.03594070826484529,0.0841215513970184,0.10562190450428771,0.1113134913255743,0.012293179836414056,-0.05329609406885041,-0.011804645659492798,0.09529712096798712
PKM,-0.04982065553360525,0.007918070131508201,-0.030875854192325757,0.00019507795671310012,0.03210856057811649,0.08136691049100944,0.08341988756711652,-0.026182325124818166,-0.0392677436525049,0.015354067825326603,0.0757611505296478,0.03409939485845295,-0.005589440968956895,0.10941058678056789,-0.08157291379643943,-0.13462739608350174,0.012781633748692098,-0.01386387618303684
TNF,,0.12950724790424373,-0.0041194783064113245,0.11332747544295285,-0.008008905297304759,0.005990918876171822,0.04863262843459727,0.00032932825529513094,0.00909853760769415,0.05181811691817359,-0.03533831239452045,0.04159433665168366,0.015404684242360292,0.0245140441211129,0.15233733410132516,-0.02176930114499435,0.015358460631976751,-0.01979433597187942
GNAS,-0.012208008211963096,0.10343398899983022,0.0677060779624938,-0.017065150288727463,-0.025614041165549516,-0.05895066009463208,-0.1638548507396493,0.02209907733627776,-0.027374670394024664,-0.016008903623293255,0.10067435243672532,-0.0690652298459572,-0.01676132630482341,0.03975615822216047,-0.07511379144822178,0.01059761370645989,0.0497427202741028,-0.0062239308163819455
BMP8B,0.06930159032458047,0.03694217718760347,0.013116662543723739,0.04901978747496049,-0.004081266002114948,0.008318838104942848,0.05483973482580429,0.0005244194464522699,0.1194447761273742,0.04933513252646419,0.03163070446788917,-0.015938114755512836,-0.03340753280410206,0.028344497842904357,0.050531455544899614,0.09462040169292622,-0.05203466881113995,0.04034879008423195
LIPH,,-0.0034635978817219226,-0.01509129054385893,,0.02048691089201742,,,0.06621848915202141,,,,-0.047818571550761226,,,-0.017789789300571096,0.009475430411667811,0.07138518196460333,-0.0002538758272189672
CCL28,,-0.018985856803744292,0.05947537400156586,,,,,0.0007445158004886177,0.037410677544892704,,0.006431152136015831,-0.043489775540516244,,,,,4.8056148527887176e-05,-0.02994795692954841
PTPN11,-0.023933667471118285,0.05441251925381245,-0.017161786071108413,-0.01907105805666321,-0.012191655677449705,0.003960852118975045,0.05569350509744059,0.046346007299664274,-0.020473590731359226,0.05623523495399498,0.006777408611057309,-0.03236384832821191,-0.044128833037201776,0.02538494205450182,-0.02678029350625997,-0.08336122843490314,0.015786795458662798,-0.03753152331211714
ADAM12,0.09999290274091278,0.08729247478488279,-0.03602374539947866,-0.024081209695883357,0.027200274006223633,0.04361485549785128,0.20541155194898517,-0.004698176775766564,-0.02652006461441226,0.00937180071432899,0.035590201561562146,-0.01622026923264433,-0.016669523627640532,0.07182739501693251,-0.0027694029728355723,-0.037662442505591524,-0.027254301189529907,-0.015428070033446761
EPO,,-0.05238558592027116,-0.020277787770905196,,0.021667287064161978,0.015023067660622471,,-0.0041956378817247664,,-0.01591816367163369,0.018235991093679377,,-0.010904242292805136,-0.036205338129257914,0.0707642692175659,-0.025207177764299704,0.07733926625821404,
EDN3,-0.014701539086412765,0.01727987647907718,-0.013598190759242037,-0.02807026080087603,-0.028545351523900264,-0.024103344022740197,0.0036688369877404432,-0.0016528986281449806,0.01819760522921582,,-0.028904691838249282,,,0.022334647866554216,0.09821937185277173,0.061061281973680555,-0.03873152774817908,-0.03156347860275358
CCL22,,,,-0.025566214742882128,,,,-0.045804276739791316,,,,,,,-0.002285116099265891,0.014030563089910733,0.04655435558675072,
CCL2,0.03861711351861617,-0.06428192644135057,-0.08333833694071778,0.0458266295980548,-0.0075797346623397285,0.031257838227955734,0.07337370841565857,0.03167567612443591,0.050234394551897016,0.026654250003255966,0.0720683464598253,0.11173769609349543,0.0032705472238241775,0.04151116212551992,-0.003251321598180069,-0.04950241899522479,-0.04310177005516207,0.001948253088373876
DSCAM,-0.018903785460966833,0.04393570639432153,0.041488526355389334,-0.001923529162307441,0.03679868891560666,0.013235220954400398,0.06206644443862142,0.04365950982343108,-0.027321803520486614,-0.02341919620108542,0.0436274169315408,0.11831127388021796,0.07460976277092965,0.032920771471529005,0.05979494700478501,0.10926913932894716,-0.013499846459958713,0.0233159075274109
GPHA2,,,-0.01682001013926312,,,,,,,,,,,,,,,
ANG,-0.03710440707866211,-0.0854615712458661,-0.017151757356791492,-0.002652207031980493,0.05658916796282705,0.07081550955033163,0.10866477720955625,-0.010609474062890293,0.037538072233413225,0.08316956406789354,0.04028827682949612,-0.0038850240518186717,-0.035652195241703086,0.005074256602936801,0.03228849070767299,-0.04371885089243621,-0.00893626745356431,0.022613269259346442
FBLN2,-0.011099247204686444,0.017690520934741945,-0.04728592232130548,-0.03854918253466847,-0.00664819195756041,-0.0435952501833351,0.1372442223816467,0.020694039273779916,0.016582497801511276,0.031633492662108235,-0.05275960552530443,0.08479763428892935,,-0.04995690036315585,0.0634241130902574,0.06358074932953588,-0.0104183981159171,-0.024060925216058016
VTN,,0.06889307574818704,0.023020838842420947,,0.0024162057340109608,-0.006391111419282743,0.005022147014452276,-0.0351454444916006,0.025644833782043203,,0.032086168863317666,-0.01591239020043337,-0.07291819589627907,,0.03702353348498204,-0.01772517924365566,-0.03476329659047271,-0.032086958012713725
VEGFA,0.014595773352684954,-0.11769004652158432,-0.051490052542722764,0.06299276705592681,0.06358123720865672,0.10097900088497919,0.12293432638335916,-0.03659404435783149,0.007703071416121993,-0.03557596080263905,0.09028437197672037,0.06863997727565797,-0.05001436384990735,0.0686053094006772,-0.089569143794015,-0.09759234808238422,0.01386409396115992,-0.012722946522401331
F10,,,,-0.029182217087885237,,-0.027854755731737554,0.05425578695801683,-0.028002594596022588,-0.041506702606460534,-0.025076003278941755,,,-0.045302140405368604,,,0.024017885129247598,0.03217215556159966,-0.007067975964937113
SERPINA1,0.0027413325072369967,0.062220011879454334,-0.023516192705504386,-0.0005419559640151212,0.07214496990546256,0.05308551094724507,0.17588326364884344,-0.02501643810075335,0.005333336629337253,-0.023111452415994792,0.017292432163592848,-0.0010796465721923981,0.023864107161170062,0.011819168338226984,-0.04772290119813053,-0.08792940673986975,-0.07307989494414317,0.027429961526244526
VWF,0.03021197795212318,0.09161568304126765,0.032512639474495446,-0.021269026975780366,-0.05797921197158305,0.005274259953829458,0.16221050082998145,-0.01519929516063658,0.0030231175496965197,0.02431132657029602,0.00034051596195976315,-0.057239030606395395,-0.00981632296712617,0.06724593839676055,0.038966329679476296,0.10649674663289654,-0.03303579011981557,-0.007995693562626685
GDNF,,,-0.023634054155203765,,-0.03649229434627644,,,,,0.00015670065782550662,-0.028609482307207116,,-0.06608171552556509,-0.030919778037524392,0.06046878694844614,0.024403185732864485,,
VASP,0.016663201409954694,0.03584545918001557,-0.039517320040790296,0.011301358568849397,0.04147433375206861,-0.00988735157469771,0.11835170619453322,-0.01115139710995519,0.016483180346525413,0.010947428375730166,0.0004833120984046194,0.03647985311805132,0.064346369852557,0.02838767132191147,-0.013898143144378445,0.00978867319993286,-0.026716591091387038,-0.016417604952057723
ADAM15,-0.0016419650131038127,0.007111477355111544,0.012590454549480264,0.030236628495722652,-0.03801624235761771,0.032059560986207936,0.06011348299015591,-0.01085513952496458,0.03258836452638507,-0.008965422195474483,0.0869990794877445,0.02596625711114549,-0.07451180975979993,0.0062871718132465945,-0.0019635931138278022,0.012308077754441482,-0.048503645126699815,-0.060896240440121555
WNT2,,0.21489419672944615,-0.026398526909041493,,,0.011721455299538408,-0.08365425311331255,,-0.0311339241737925,,-0.02677423373131005,-0.009882569356369327,,,0.04703388997761786,-0.025889034222211345,0.006594019714277649,0.020758743156385984
CALCB,,-0.023106339709969743,,0.09738636156375796,,0.06930594031899767,-0.024056150341001618,,,,,,,,-0.02097353718988057,0.06514243378395607,,-0.013166285791390947
OLFM2,-0.032099528986128646,0.09950954257174559,0.07183477677204331,-0.07170849466284603,0.031208569805018883,-0.02437563961181485,-0.057686804069171566,0.010522273909961473,0.01967134187881448,-0.0011517068705093358,0.05320853221154803,0.040811026479287,-0.015528978488909823,0.03215615563028586,0.08167084409717887,0.036647885714858684,0.10179843328164465,0.016386092925543803
MFAP2,-0.036362205767195364,0.12810224056336297,-0.011849822395432962,-0.007604397908723968,0.010261201683779708,0.043551399708698674,0.15317763383755298,0.04768024128792959,0.02144606909833971,0.039266724096156745,-0.00349764880806233,-0.018954763439701212,0.03018466619023147,0.04696640661333873,0.020341400478091475,0.06827717723387812,-0.03538642570339894,0.028145142824608324
HLA-C,-0.02670508368260137,0.047738002151189375,-0.015288236021762715,-0.014015665547386192,0.004684141774128433,0.0678973933674544,0.2506780778619258,0.07245638378603479,0.05754657972459909,0.03926045602957878,0.09507691207257131,0.06268272782403182,-0.09085188349437465,-0.04554114921096217,0.010458166912637666,-0.11213660093415337,0.03729255749604872,0.049443544586909846
THBS1,0.03748160441370429,-0.0015972595252961655,-0.03399723451896972,0.061182077350357786,0.05987353964988745,0.022842156086092795,0.06436931776115232,-0.008492152481904294,0.004774441954940329,0.02171033023295459,0.030946881856234225,0.07933891284467501,-0.11212436525930276,0.05221134526614226,-0.008537426736891975,-0.023454864545408058,-0.11707776736771507,0.03344860030060907
