,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.025751396118912997,,,,,,,,,,,,-0.01950571906534817,,0.014175007652611128,,
BMP1,-0.0015368974604890971,0.008735307391399775,-0.049748097133856264,0.029311611763322733,0.006306579123893992,-0.03820485536184165,0.1562520198870707,-0.017939392962177808,0.04109806043656468,0.001865899639834681,0.10119824798658383,0.006842915783257846,0.032629740109778746,0.012755377590969735,0.05380485426076937,0.08954659084570858,0.006152341463368979,0.02111700432991256,0.0980706267685324,-0.008473947459394358,0.0043493608309999165,0.05193103031594775,-0.07250641532786124
NDP,0.02965134975389161,-0.018520626334122922,-0.06367341216674248,0.04284131981948767,0.07393231215659749,-0.02266742170227263,-0.0002944138413593335,0.002468370925704342,-0.01619873621017103,-0.04370328335002381,0.0137866795180615,0.006110380127366962,0.10844013993628215,-0.01531891547032271,-0.1398270080458505,-0.0006606143151915702,-0.013981083121384769,0.059756877410195364,0.09396714929291126,-0.02253886912638265,0.032556282046062715,0.03901199852621623,-0.006340172765300135
TNFSF18,0.07395071399120903,-0.035003272535274625,0.022517861958671278,,,0.013873930810837673,0.16649875639291922,0.15095554834133965,,,,,0.07435958990451755,,0.01725504714039015,,,,0.005257904819527851,,-0.00810351232427651,0.02175238971129857,
IL36G,,,,,,,,,,,,-0.02121444949651096,,,,,,,,,,,
RTN4,0.12994832622341226,0.060467234845611104,-0.0075586412094603254,-0.021287743633852246,0.057130619297487896,-0.009935216780376857,-0.129218124692255,0.018765345758596556,-0.02889324409113612,0.00799155151833345,0.004430865583665018,-0.007586677617557563,0.02045112708275628,0.07031794242061193,-0.011079224628316718,-0.020646317457392076,-0.012297480453512833,-0.0599972361185145,-0.09572979599075228,0.015863323517836887,-0.0010920875848742242,-0.026611796631659426,-0.000502604503892744
HEBP1,0.00864644885679072,-0.006406652936997064,-0.0005764827477906304,-0.010322804849580277,-0.0008519078412861554,0.022815154577858293,0.0979095050914858,-0.007892594172040026,0.02387974272959308,0.02296592927849004,0.05856813634434158,-0.008713471851090586,0.09386560957524075,-0.02428192810904353,0.09431651367039459,0.004860365941991396,0.02750783133638735,0.040793793688575664,-0.029958840945374918,0.04110313928354827,0.0797298222209154,-0.00760863495823507,0.10251376799826868
WNT7B,0.02003537011596503,0.02949946013177401,-0.028968426740679204,0.02594900024086435,-0.0690392951002922,0.038685816637177614,-0.06651087602109687,0.005030922917515997,-0.018482038798741572,,0.07988998013409737,-0.00862279098780993,0.11983171365912733,0.022842145665131697,,-0.03274975369265109,-0.03004750603478439,0.039384077188530243,-0.01705454006653313,0.026969681037912113,0.006470435709252197,-0.0344908669895332,-0.04256294724885155
PTMA,-0.05710567730858304,-0.027382742052037144,-0.0605687922548527,0.011904280967152856,-0.05636780451977369,-0.0375433840020004,-0.1683779341128569,0.036291771704733924,0.01843164925710534,-0.032395535364329056,0.05485281467902212,0.0035716445425795908,-0.04585158486884546,-0.18148275778264325,0.04792177508836484,-0.1395949374299902,-0.03144151508821661,0.004063627684590567,-0.14814464454859178,0.016851741467987576,-0.07781954752479668,-0.0019719439975332013,0.04310328125428134
FASLG,,,,,,,,,,,,,,,,,,,,,-0.01105837898315695,,
CEACAM1,,-0.027282563830991816,-0.022231525189925872,0.0028516343265537385,-0.012366769788633311,,-0.0007563560809973812,-0.012587783967768091,,,,,,0.11856643847114727,0.08340776657652191,-0.004437711299468415,-0.021692626360097875,-0.026506976839494843,-0.011919067234769183,0.023967292950792096,0.023396753270045777,,
PDAP1,-0.038671332135870366,-0.03723341349473481,0.030956495403799533,-0.00016812819898275223,0.00355073551139551,-0.012519522856466623,0.11836064203978458,-0.010017222566210699,-0.015057358250553987,-0.047958858631521245,0.06140054058994615,0.01435856723317032,0.077774423311093,-0.03742814696527593,-0.036266939267218475,0.0005112848835578419,0.017224505467718018,-0.04370580721052799,0.024269802809278866,0.033566366633264004,0.019155080819672134,0.022417716186560147,0.11151785352005615
QDPR,-0.00036768123225543295,0.03171792165603865,-0.0034985080151223404,0.020314346919439757,0.03716388389645793,-0.006253370060517077,-0.1548477144650754,0.02401061866647187,-0.016107900506111238,-0.015239136425014243,0.06350460208937204,-0.016753523649837395,-0.00945313999200339,-0.001138461497504849,0.021254616713204093,-0.0724969572685735,0.02082679943763224,0.015191019809335652,-0.043631773968889585,0.02966499431998976,0.09167418945316472,0.022450830013967412,0.05379926957814974
POMC,-0.04217347799788094,0.026571709117386075,0.01287243415434746,0.012250261223547597,0.06004798308171682,0.02827813564812935,-0.01582568647280693,-0.022637886550809925,0.030141393862774712,0.05727034619116205,-0.007311261740051904,-0.03784246250298464,0.007310262641451367,-0.10727158561234391,0.057281450152169344,0.02437646809719661,-0.009793763659832174,0.01178872174635855,-0.014729582400268521,-0.029331257926068572,0.0330067054923341,-0.03992372038890742,-0.04485608483705421
CCL18,-0.035856578386869786,0.01811081838770808,,,,,,,,0.04812153955353146,-0.006607706986972501,,,-0.006857144920564926,,-0.020824170003530137,0.1326868598494212,0.06883987638480622,,-0.0016995443723705113,,,
CCL17,,,,0.01758484780838826,,,,-0.024332795744703116,-0.02287558300064579,,,-0.0018560698082582122,,,,,-0.02443066810686402,-0.038264485160811,-0.025717163839427196,,0.19031742828522002,,
VEGFD,-0.01911003452171093,-0.023882390432212016,0.04356335226723899,0.054771895590846185,0.002842035216140365,,0.09319236863715279,-0.025924535769801117,1.5728487447280828e-05,-0.02668626990297577,-0.004185767398386926,-0.02077014829213863,,-0.058821610332706144,-0.017570747695925232,,,0.08334006155992683,0.011517977130972558,,,,
TNFSF13,,0.02656774963731765,,0.08783241215795799,,0.014948993266974265,,,,,,,,,,,-0.04687878255442462,-0.03152827615437836,0.00926621670926718,-0.0012861258100039024,0.038195579771546785,0.04979817035505922,
WNT5A,0.06885587518743941,0.05216213624362156,-0.06572163528960946,0.0008869502566986795,0.06746564921844429,0.003694437145011692,0.13285411189466065,0.03037101516775334,0.03218595417763244,0.01836087036615646,-0.016487182068867307,0.03689850245793823,-0.002220802225753336,-0.014955471930270558,-0.001322920591741922,-0.0306943908519011,-0.030069427679940162,0.057512585293175406,-0.0007095366605272736,-0.03898604605159977,-0.03371793422229687,-0.015428891187809622,0.08223425777028487
