,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.018219027931864893,,0.04209231808769911,
BMP1,0.016729696497786672,-0.033882960453968,0.08796169223766098,0.06139014053905159,-0.0071070349570654685,0.04658925632257266,0.06023550065833446,-0.041141821659981564,-0.008600798439149378,-0.07921089414396634,-0.059113495970287214,0.03282544133160832,0.025603403507347435,0.012175016980163222,0.014616649742573163,-0.056080571890118634,-0.04761162767305284,-0.05114992439892338,0.07881722055310383
NDP,-0.021526824767608636,0.05618164619392718,0.02858844440703469,-0.05885050686656601,-0.00039295367272087096,-0.017736497962997002,-0.008822803117070403,0.07145140814427547,0.022844308544170328,-0.03143309515896635,0.0035764038860503426,0.01271451987824271,0.07900388443163314,0.023357902998707932,0.11047050159464593,-0.09552532691232404,-0.04623300692459913,0.13080939906515854,0.016283783889095505
TNFSF18,-0.025818937987322207,8.887322910679826e-05,0.006514851700239636,,,,0.04975578566382215,-0.00412939416006546,,,,0.12866184408170464,,,,-0.018788961921404192,,0.059694582568064994,-0.04596211553881983
IL36G,,,,,,,,,,,-0.01508291022554804,,,,,,,,
RTN4,-0.053233107125450756,0.018581735294131554,0.00718950266808083,-0.009700896054926912,0.025321305977275145,0.06346676281727041,-0.0610598368267457,0.0587080397810493,-0.012830591339615841,0.09804186813768029,0.08554737348457357,0.022817178609624233,-0.0672257909692572,0.017241568289492144,-0.02204019932763345,0.060333504705059764,0.13144373005860732,-0.06416923762348069,0.04999860307910178
HEBP1,0.015363008913011114,0.02117312764674632,0.022268809937832618,0.049228988635379424,0.04525575497105116,0.06869478181820306,0.009895967364049818,0.03111085303931452,-0.030353957420593485,-0.007296234023602699,-0.025212028590682167,-0.06140327914372524,-0.07812434103091725,0.026427246056475874,0.019470963700844505,0.041765271832100645,0.02695623639480918,0.11463509047952304,0.012790362528741198
WNT7B,0.018046079165285632,0.02067934587072592,-0.03216397413662899,-0.03207725909617577,-0.014375721788388597,0.03409380562164708,0.05401764277909371,-0.024985972346384236,0.007193457230743558,,-0.01657785651356,,-0.029509554547373213,0.004178216847753129,0.029520277815500415,-0.011396438586273355,0.06890061685942239,0.0343489942379319,0.08780567754689829
PTMA,-0.07314340799039565,0.04205644405255963,0.028831158913394054,0.042123073838066794,-0.04977073380372514,-0.04113538568871529,0.12039800158877256,0.05685961088471355,-0.023729660498675878,-0.15173906167012194,-0.053237947887887466,-0.0076145209425106455,-0.06498217635500755,-0.06379941536966427,-0.023728372616347318,-0.019500911752805473,-0.017120399196523393,-0.11447510817561812,-0.052867674172579725
FASLG,-0.022745682125349862,,,,,,,,,,,,,,,,,-0.021834920947373614,
CEACAM1,0.02987634587709763,-0.033089300632068865,-0.03165694268019087,,-0.021111733255296607,0.007392376094137625,,0.024594184425173672,,,,-0.009137009022118439,-0.02646464118289561,0.0006019818717073801,0.0015917142529331047,-0.026997776686883145,0.05025468055421518,0.06596182407419658,
PDAP1,0.06730253072954104,0.07387050936540536,0.08768986940125016,0.017228372147523405,0.05602965572886394,-0.0006278933893738243,0.053334369708162,0.03248188889668551,-0.025729341228928133,0.02901547101622304,-0.05257573943235766,0.033006886172054245,-0.011784573090181443,-0.04273354030949507,-0.042381557091892855,-0.0025870362840629134,0.014672580872810941,0.02063010258515319,-0.038154355548667196
QDPR,-0.01087851041366183,0.08425104750643256,0.010713077240578253,0.07393556661688042,-0.015384545256256195,0.049454313086645656,0.008879252555403339,0.031585356472331676,0.02581115411363186,-0.11760302621830977,0.08467238576418683,0.12072170512364912,-0.11954889349254678,-0.0036334865922825724,0.12793229163452174,-0.040176834847709106,0.012848732236081841,0.05541624329065173,0.060822580797042176
POMC,0.0430221416863064,-0.019158247837803507,-0.037203263114072654,,0.0426018811552896,0.02712224002591259,0.05517061713688252,-0.030041786117263745,0.0464892932281956,-0.007169411667939332,-0.020985610053409983,-0.08137330096474249,0.04460594732771978,0.05865598028141316,0.0067439753865694944,0.020715781393932712,0.018787480928301497,0.015411075216266341,-0.01015390924315899
CCL18,,-0.004007362024052558,,,,,,,,-0.06869918752297043,,,-0.018763865719113475,0.026654137812772878,0.009273782452231859,,-0.08453958799606491,,
CCL17,,,,,0.022625010830414523,,,0.047539465797722766,0.009291782717073207,,-0.013778666694714252,,,-0.03367229437945798,-0.039546315184659,-0.0240207359056674,,-0.01979090334879418,
VEGFD,,-0.016607289585143303,0.015855675528487368,,0.03414435313093559,-0.0035182725654096672,,-0.0009875740700945803,0.02003840366119569,0.023946771682590896,-0.014767023868008907,-0.047937164245807795,,,-0.0010636797891934147,-0.02533446239670467,,,
TNFSF13,,0.015589215645922892,,,-0.029503199720992187,,0.02753288784814258,,,,,,,0.030331277763887818,0.02837593025925095,-0.02575913282254802,0.02595212173683681,-0.032247625127276816,0.012138159136522322
WNT5A,0.0782393340516426,-0.037528448912450836,0.05054039992648728,-0.013761174646136617,0.01760285562022421,0.08610122946136244,0.07946717679406742,0.059505228817167605,0.018604763262226823,-0.006283805194228825,0.012096998205868017,0.04223698693278917,0.010674730971728857,-0.020310582241129506,0.058143734632700006,0.025450578203230857,-0.0037629233797216105,-0.002066739564584744,0.0003821105351348431
CXCL8,,-0.05611089199812073,-0.018528584007725432,-0.08215205365871264,0.015509359777681494,-0.07069819517589891,0.058561051611526485,0.030701201087269196,0.0380203907384641,-0.05107936471074785,-0.044398790375627856,0.11258613087787371,-0.03303673984218587,-0.10912498130237767,-0.18337880417428193,0.025837860835787815,-0.08907830895346187,-0.04349573676961716,-0.020797704770377116
GRN,-0.04170876375078276,-0.05533584403765506,0.011012040521364135,0.07536089566960233,-0.019509773212009553,-0.0050913251635091835,0.048346045374121266,0.05966883947209032,-0.05539598101810407,-0.14442099426763488,0.010492068892229691,0.02461937814906462,0.03299010413342973,0.04350409302742901,0.029024073450208365,-0.06774770972835113,0.03838802111558278,-0.1218736509613998,0.013411648805231484
MIA,-0.02977213603801971,-0.013451718961920154,0.035583361654239955,-0.004016028430658872,-0.040324760729235375,-0.025399540844617572,0.028182813247204605,-0.02532937616608203,-0.028188181498771416,,-0.020224115923914248,-0.12268414646508576,-0.035963779944231396,0.06654208188581942,0.13042568606364582,-0.08214799537272137,0.016728781570875075,0.11908880199601785,0.006141205609912651
COL4A4,-0.026342271447759136,0.07685918127853694,0.004618653067761181,0.053280313031874395,0.012361857815771232,0.04434212165980883,0.0909882750322042,0.04842011708490471,0.06506704710867355,,-0.019618142742663686,0.1439414171071533,0.09229238691782324,-0.0025457161781850127,0.05586955737101308,0.020544696952186574,0.03738096649943188,-0.05086017965356275,-0.04555827073553546
TAC1,-0.022745669750360114,0.0320424345412675,0.03545443466768984,-0.028471544495239316,0.019950032193541162,0.013106595119851459,-0.014381737945296614,0.060948689338000295,0.010822000876613547,0.04052482431856311,0.09949762545380024,,,,,,0.0020130184791059104,-0.009684556618809844,0.056757592778732886
RARRES2,0.08359409316754576,0.11932189512231571,0.030099388533432046,-0.001261939968328568,0.041920237871794795,-0.05951439835851156,0.04268921464405913,0.0492920934472296,-0.0021207163208421123,-0.011138997011698683,-0.03245357094434845,-0.009143297812906546,0.07130220277177869,0.027613596776907962,-0.015090023277458463,-0.03673222340915275,-0.04123081260520044,0.022686702444849167,-0.009044453662323723
FGF7,0.05976124968913487,,-0.03191580651961557,-0.011469937983592813,0.052979980441518706,0.02687229440787671,0.07753339761403175,-0.00965178415599059,0.026796376086536674,-0.01935220205209732,0.011914701814340114,-0.020228294610894704,-0.0012779238211788459,0.052926592151105296,0.042561231969958764,-0.031012326067137122,-0.010083078097055687,0.15958605272590293,0.03443852471700079
EFNA2,,,,,,,,,,,,,,,-0.003246376179961472,,,,
HBEGF,-0.007607479432749322,-0.023590879770341827,-0.034619049360049614,-0.005609700788924655,-0.007906914026308403,0.005947677816819579,0.1069952253633037,-0.008311899920476698,0.059345536687661446,-0.11282342492029569,0.009441789729740854,0.03004772068200096,0.021187507313694755,0.0077239672457030985,0.01740522475161767,-0.06494233181101781,-0.038537096734005113,-0.09896072534991354,-0.036448174233157084
CSF3,,,,-0.022769003823916577,-0.04512399869167184,0.004028007593448819,,,,,,,,-0.03712515230542994,-0.03787834649299953,,-0.050960631007374094,-0.020836768119084165,-0.006126592787451141
PI3,,0.0274109755317129,,-0.05394295448580913,0.03225240889309665,-0.032538188642285394,,,,,,,,-0.04035040358113329,-0.16092471773476857,0.05303170154952048,-0.043356969293054125,-0.04527137478518788,-0.10288874156751265
PCSK1N,0.06837562280944938,0.024064278519861884,-0.03398564987639775,0.008768635397610844,0.022812886212188594,0.04813072189617616,-0.05719321636011844,0.042552518961150816,-0.027522618624311344,0.15013828773634155,0.10829115842815736,-0.1474725484444276,0.024626113548428346,0.046643975169275174,0.04700213989273648,0.04151066573881498,0.17941575503670812,0.13981118616074897,0.09802059793126935
NTS,,,,,,-0.047625916089683265,0.01339776769662498,0.0019414073534999928,-0.026569897380736104,-0.020181915115449315,,,,0.025854371842214268,-0.03611500233974061,,0.020888099328964994,0.10733217941754515,
SFRP1,-0.018578587915868833,0.030049543214589594,-0.0036455346767189844,,-0.029410206099324782,0.13580694275847888,0.043949459601681395,0.01458271525716408,-0.02707721275515614,-0.06455653379511785,0.02506956826278019,0.09176144715004825,-0.04172888128889544,0.07450751942491937,0.08816111736290394,-0.08600719073732474,0.016096112898079117,-0.030139387409361944,-0.0165074391764892
CXCL13,,,-0.0397456034697625,-0.016532990868272455,,0.033899944723870125,,,,,,,,-0.04293966924127078,0.01954992254434226,,0.06311066064450474,,-0.02680050187858898
MICA,0.010817161771085455,-0.03609017094058584,-0.01935864870654476,-0.030624131846048976,0.02760526672349665,0.039068488561650655,0.05342930580586058,0.014825990555903928,0.0006412201325999183,0.03378204698508509,-0.019128780888173567,-0.024230732963011793,0.005272780563811795,0.05761782262074446,-0.006625742069262214,0.012020503223023917,0.0168587188022295,0.0029777979172362,-0.016005055613637978
TG,0.04481222324187934,0.011053892441128168,0.011743102527090906,,0.017457223283807773,0.11517731045988704,-0.016093664925528585,-0.03253198945789017,0.02047686429622669,,-0.02069750158582405,-0.03653581402696753,-0.030551960342296687,0.0474563278898538,-0.0019757925689347497,,-0.014600885927013436,0.055892860975012185,-0.05254411307381162
ADA,0.09678916611955307,-0.0023352398718283654,-0.00991298243781189,0.011856581364591735,0.02922714876187125,0.02415406574376718,0.0659885995865524,-0.03682295006052988,0.07102690669916745,-0.06493200168949052,0.010816010444684512,0.011333698595930511,0.11980179047091014,0.0129332394290659,0.06454636835865928,0.04359960728558202,0.011476269134352322,0.019179676551939147,-0.033738667332153686
LAMC3,0.0351817257626584,-0.03314342745947253,-0.00810593888681272,0.07017454977809665,0.0027629831242135037,0.030496776841753403,0.011485504949031692,0.015495493550538678,-0.054174283617738184,-0.02010138417496095,0.011464826206726645,-0.001996301365149729,0.06862277816745965,0.05535373308466723,0.06815783079900904,-0.02217120345861351,0.02115821264358716,-0.06540055904483222,0.01829718529158583
CCL7,,-0.03346206509390531,,,-0.019415492549656205,-0.02578297731696,,,,,,,,0.010892182638432599,,,,0.053069950125143345,-0.029818152179569936
NGF,,0.0002664712260873989,,,0.026877325197396097,0.025053530314202176,-0.03515281343217248,,,0.006133482475230159,,-0.03413471833152398,-0.027884289118248987,0.02434640901942202,0.0524198304161822,,-0.004033835449431946,-0.06537307197647188,0.0023114861682242147
TNFSF15,,,,,0.005175414963252876,-0.03221721572696909,-0.006457826629630549,,,,,0.02178197067256357,0.07418822860044322,-0.032101421057420594,,,-0.04606167870219574,-0.041424912699784655,-0.065057108245559
