,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04206632872332439,,,,,,,,,,0.010896653163094955,,,0.06762883579315368,,
BMP1,0.11871066854434552,0.06987204205757042,0.033077698315151234,-0.012103669994455734,-0.028882855853163216,0.04417402678913755,-0.008060478508632467,0.3700851432591644,-0.0065203016355979485,0.01947469720221607,-0.022310920909862107,0.07076554508335212,0.08391518147063198,-0.0517394552316949,0.0016312896299395289,-0.023500419079737205,-0.016682802852647147,0.03005743967239372,-0.0013978916999014953,0.082326574152861,0.007644003206587946,0.09517044142669859,0.07992851095640145
NDP,0.023155585546066903,0.13375869328850637,-0.0063518701790480055,0.006694746328706839,-0.018110478312762822,0.02236020798172387,-0.013340881052971107,0.06991343390845621,0.023654152282944707,-0.0058755803395317665,0.011099430529020552,0.017152977360553105,0.059900301346270994,0.02357628607615916,-0.05870020934158938,0.027907238154216557,0.0686335329231036,0.039131884894944936,-0.05382624542724121,0.055903846868269706,0.15471216285107972,-0.02479019145800523,0.05627471173228212
TNFSF18,0.10078804543141344,0.14848050957592546,-0.022071977498452536,-0.00113366082168796,,,-0.0197869119308381,0.04521912364471534,-0.00389546729823507,,,,0.08128476590488314,,-0.027337954359448347,,,-0.02002564670759494,,0.06162787253119616,0.04275522890352529,0.09417004497650347,
IL36G,,,,,,,,,,,,0.06614590420875392,,,,,,,,,,,
RTN4,-0.036992947863531495,-0.11027397068274149,0.004644891247711665,0.006792330332411217,-0.014399324130214707,-0.013503387252704694,-0.008858950574730979,-0.4222096329793437,0.011364781844724956,0.025283257152376292,0.12496290095381378,-0.016091149867239342,0.046176412048898274,0.07447623069180173,-0.036989604928246995,-0.07278295755007472,0.04800724425606223,-0.04636251867615183,0.005583246728172322,-0.04271962712383155,-0.0227506210627696,-0.14165895323379799,0.007389160520258916
HEBP1,0.012069855034488442,0.0014666800781238214,0.028262923612115517,0.017690428398601486,0.04031361453899148,0.020556769722655393,0.08452738105061709,0.1861482846073672,0.003974580004937507,0.034381108685835944,-0.07246204821580439,-0.03887649055795667,0.026079674487991714,-0.04076036958108385,-0.07996524251329246,0.0018777688042138669,0.013277697922803755,0.025050572946863497,0.041756056465526194,0.041887528800135486,0.11702511863426111,-0.01453064693502635,0.04891272207444285
WNT7B,0.03837177240457273,0.01740113712374624,0.0061090189548906465,-0.028182384325909242,0.007992619434103785,-0.01300091803890501,-0.04571476735312945,-0.14945979673854579,0.023398517852830168,-0.01574878537446928,,-0.025151471275765502,-0.0412975537620619,-0.062015023553410646,,-0.013511389779394443,0.0621213697030216,-0.0391217176620451,-0.023395451305688368,-0.054920369281961236,-0.014944739107695903,0.04119308020150268,-0.06047026979812039
PTMA,0.02035911570204507,-0.18137421053073013,0.024285279313931974,0.11060100701171051,-0.007886833687086687,0.014028020556620863,0.056633769732245876,-0.22966735317285344,-0.029890287698069073,-0.001648015209902206,-0.08638864969006783,0.05405776556353132,0.032942718710354514,-0.06925817955231374,0.05405495683907304,0.0023964443947632726,-0.020390581803928512,-0.05818629612040679,0.008032537344029752,-0.0123195190158837,-0.12031122481988006,0.031403731185416894,0.0263938104430203
FASLG,0.01037977560809617,,,,,,,,,,,,,,,,,,,,0.057126242551395215,,
CEACAM1,0.03176792895701702,,0.017904706058943672,-0.021628284913857678,0.03590761138907469,-0.023793192440909508,,0.10530805198880379,-0.005947010090502646,,,,,0.01100271841094149,0.01224911529104524,-0.0020289158906054536,0.06523632359315618,0.01907859281194156,-0.015527901288020987,,-0.0028109414965292612,,
PDAP1,0.06550376604692683,0.06565812782433306,0.025720083156314442,0.008512760471118453,0.020443063345084844,0.01729192873287516,-0.030363593980291075,0.358981150354972,-0.005405579026088204,0.02824862555950855,0.035242117521930884,0.03878538012784407,0.08602225573621607,-0.08041234550131986,0.09766052841861865,-0.04569956863726101,-0.059842378021850544,-0.02525912039335506,0.08103683892615343,0.0059943303577406366,0.014613900275224757,0.008902582619735862,0.06817958704883938
QDPR,-0.06855012501766923,0.10244233202310303,0.024326846253434103,-0.08407974390119434,-0.0014432786732900345,0.02392703378519444,0.00234774845758121,-0.3450687945655029,0.04498820431052682,-0.019595814625490388,-0.05014344849947195,0.006518076637579839,-0.032440746369330975,0.0351096016354573,-0.001290090905458357,0.0899741842886524,0.06299244037658949,-0.015065190221181586,-0.002507986922796893,0.06891317509209488,0.13895701148416834,-0.10491528736993219,-0.17387849933774277
POMC,0.03149991642373987,0.06949090730018313,-0.00390460079051537,-0.029378485199502105,0.037855810817214494,-0.04787752961811765,-0.005790848470852321,0.038221865908777124,-0.014281531842934493,-0.03485135217336743,-0.055642425029151135,-0.04142364762677611,-0.04157364812956959,-0.0010717969022909714,-0.01449958951759117,0.029773485860379933,0.10768288537048648,-0.018132331395246816,0.00464901835991728,,-0.03661609205107095,0.031331723356732434,-0.00909408291429641
CCL18,,-0.049844668807130954,-0.02713314028601255,,,,,,,,-0.06259966901244216,,,0.0926550802109931,,-0.035011907381178556,-0.02504329704278786,,-0.023725037052316197,,,,
CCL17,,,,,0.007149779172896901,,,,0.026448571822907094,-0.019492581468747834,,-0.02090461690912729,,,,-0.001978133886635276,0.037757545868496084,-0.03487572153282028,,,-0.03491367772655444,,
VEGFD,,0.01083536066752147,-0.012718211756122345,-0.020250355951643557,0.03012553405725137,0.025453578154161653,,0.10102473510500294,0.004803916030993289,-0.014298044239409169,0.0304564628240674,0.036872140403604176,,-0.08755173981010805,-0.023885069381521972,,-0.010167844904066045,-0.02679487098855893,,,,,
TNFSF13,,,-0.0017835681493477771,,0.0008231826716749313,,-0.019189176790235914,,,,,,,,,0.021046245564494893,-0.013292910033523711,0.09556697188661276,-0.01743679242713611,,-0.0036239465004998046,0.007581809273678701,
WNT5A,-0.05925119757089796,0.01905568037578868,0.013981337102980083,-0.027561985122725608,-0.032913329924142615,0.034741115752459695,0.006754211111875601,0.2589873454271341,0.07084957487776994,0.019602093920607314,0.07510546943810653,0.07374925451397263,0.08559097310428915,-0.08766359920000003,0.00782682512899982,-0.031077837827701835,0.00669985491712096,-0.012541480744437778,-0.03015532937639959,0.0023928854755280245,-0.020075626030785717,0.10516148774597497,-0.06148160724356172
CXCL8,,-0.14939050371972615,-0.017119652471100644,-0.017453097600844323,0.0802645116830259,0.05477674374428033,0.01412451126561824,0.14627812520888567,0.004771470448643673,-0.013314960495369923,-0.046544237851277245,-0.011652935990791204,,-0.02882278143320044,0.00832682279667867,-0.12489629564833196,-0.20937957809955987,0.056056714843259796,-0.07094890560230864,-0.00166147777968677,0.026481961417839546,0.13011161159860632,0.0633374911159139
GRN,-0.06880701045971298,0.08992111349525106,0.013356369653599046,-0.0317110667349696,-0.07836474730869002,0.03460845925507651,-0.05678409616484027,0.28746749924437043,0.024046736814841232,-0.025595583313784608,-0.11286812386218639,0.04187848951172191,-0.004478186694464189,0.04432876447720653,-0.003924650048664063,0.05443547884769428,-0.017144829578678075,0.04127926662395313,-0.028803963283956725,0.009123250916461965,-0.10872843727668584,-0.020702972863821313,0.01715887692200611
MIA,0.2274426008024408,-0.009743536293642984,0.018292484599960215,0.044002960248849955,0.11349745086540096,0.08760788925638067,-0.012862732077949066,0.15778057957160926,0.009964412876568829,-0.016261014182248658,,-0.0190353659544832,0.00044934052495704225,-0.03776117298544187,0.009896941991425665,0.19406040297602228,0.0827709053821694,0.06565090985537228,-0.017953298228603625,,0.19902587673671485,0.05266811189771795,
