,UKF243,UKF248,UKF251,UKF269,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
NGF,0.031192396046019803,0.02678123808681586,,,-0.03734777383579793,-0.06174906461520027,-0.0050826021632269566,-0.03209741600752516,-0.02300308454219281,0.029725111207723635,0.14913177928044466
TNFSF15,-0.005580655408508597,,,,-0.023875478167251107,0.019712889861535576,-0.0030341609396078843,0.005929563890653611,,0.05046755665694652,0.06561731029482037
HMGB1,0.06270342319259352,0.005195036378074955,0.017899421458472963,0.19569948130015355,0.02974135933863652,-0.12196286233503421,-0.04057053810836351,-0.07164896458554305,-0.06408608938426864,0.036954408259467206,-0.12554113956037902
ITGB3BP,0.020909935278486363,0.05435646416318093,0.007645097571603235,0.22221162787358195,-0.056638892838287415,0.05281351563450887,-0.03543180318500908,0.016309176039417204,0.01240950351710003,0.0447823305339339,-0.010684612717416265
AANAT,0.013254123153733812,0.006616374690998592,,-0.035471035534773834,,,0.030487432471994112,0.04585690372161882,-0.018644984447323043,,0.0022620301999788624
RELN,-0.009415246966957409,-0.0670104775778642,0.017992446620480336,-0.05235936141545243,,-0.045904259811363084,,,,0.05948525467166278,
IL15,-0.030950113085324533,-0.0021872491527440406,0.011039815299816179,0.02624703926865328,-0.027139291811620645,0.047297219208286466,0.04514445345436452,0.014984755620045738,-0.041732114894319855,0.04251440560766621,0.0870264436093054
UTS2,,,,0.08935534163257138,,,,0.04388585324722376,,,
BSG,-0.0315424689617445,0.04755667275033283,-0.004467220113583102,0.031602935416264445,-0.0016381614420254245,0.057723002270806664,0.011354044261898209,0.1254909318298419,0.06147674335987306,0.07138431190014273,0.0002541091419605175
ADAMTS3,0.06189767366010282,-0.031240394386921805,0.104910868798361,0.24668022840766793,0.0373027412029365,,0.011291345224734187,0.037966033267647824,0.0213239160196304,-0.03499670883779808,0.004597107395172343
CD34,0.06950813586896092,0.05301058232790429,-0.04066324790709251,0.13992805338435071,-0.04492950734413595,0.1302563942259975,0.0887171802420296,0.06633495378739078,-0.0013908249968850902,0.08394339376100196,0.03176732260098391
CCL23,,,,0.018594470542493413,,,,,,,
PLAT,0.0900838334537838,0.027362665848465844,-0.024296868025884405,0.1926515015531395,-0.005312208379983694,0.10026812762370392,0.035119773523311484,0.05247588768896963,0.07416822881771737,0.045461213970469184,0.01718935804320436
NTF3,,,,,0.065471736676295,,,-0.008202922658461825,0.006370042814421009,0.03398586234333788,
LTA,,,-0.022821022170292003,,,,,,,,0.0995065675733157
CKLF,0.11306109622081591,-0.06746679050391644,0.029244042882824183,0.23407236654645017,0.010057601416579187,0.03902620123427116,0.02827720589049955,0.07574162047443338,0.012504041574430417,0.02834637637151293,-0.05906577977956567
APELA,,,,,-0.015582373398451654,,,,,,
CD24,0.032717375775932374,0.042171357065967814,0.029506924275152967,-0.01158294904702032,-0.013989367634025288,-0.030151761592359688,0.027269711482313164,0.018166917275964686,0.005386328295632511,-0.06394953531269147,0.016524841878316737
HSP90AA1,-0.0779057725391662,0.0098485545139953,0.005710484270599217,-0.23183201572435244,0.001949232973867146,-0.05738651487537641,0.002498831290341284,-0.15940863128557886,-0.09003613662561921,0.04680261349314772,-0.08329316823380022
BMP4,0.09938964159978445,0.07774849847750066,-0.02419162126895907,-0.027654789694965463,0.03222265009129623,-0.05114276921425495,-0.08497458569035349,0.02885859584713398,0.030312678890247916,-0.041747387068339845,0.014941532980910568
SCGB3A1,,-0.00846741567744503,,,0.05531775064909135,-0.030565514466386216,,0.07522337396764973,0.002997045268805506,0.022420423094810925,0.04077723173132566
IGFBP4,0.045935151034698356,0.06624346592037572,0.02094328626133201,0.21682033485110624,-0.026801878658279352,0.18473224788682951,0.03504958557198369,-0.03390591054625589,-0.09938410944463281,0.11522568114701015,0.1277288726608901
RSPO4,-0.03777240324668071,,-0.0026721320144775843,,,0.07898156542340053,,,,-0.005025255109477053,-0.01542871291931821
LEFTY2,0.006269340565450812,0.05588166272663355,-0.023101299044120283,0.257387700992588,0.002290191441080482,,-0.0012407823218778017,0.12357935882676634,-0.026809782911495262,-0.002038233689652868,0.08857198406018825
PF4,,-0.02224447494231801,0.011214106153767391,,,,,,-0.02137118423129222,,0.05943795526795122
ANGPTL2,0.060370149408908336,0.02233902382201979,-0.00913479385878535,0.17756877688800515,-0.051407184794486645,0.18879545191827007,0.021454129241122555,0.07625846075381901,0.05041123317894623,0.026576571487408985,0.033121337412071024
LRIG2,0.06892577127950295,-0.004451539750958475,-0.06905861421951473,0.037681333961934245,0.03352440907040136,0.007969238496599149,0.019883528088970558,0.008686049768493617,0.06699185103093803,0.01761133257039749,0.08868070337270148
ICOSLG,0.02132102402905967,0.06813773148667705,0.008348061880891645,0.09975969824213164,-0.023896957221813554,0.08749319443653719,-0.018163874436949064,0.06884291250186361,0.030929557383926328,0.015269700760183335,0.04451741705105927
WIF1,-0.009073073356952283,-0.026941902630495423,,-0.1514703285770266,,,,,,-0.027851276441350277,
NPPC,0.05698913615999331,0.03630011124119815,,0.039835993367911805,,-0.02046133811468271,-0.030649092629690657,0.04407361972236873,-0.029606375931114953,0.002951667964308984,
LYZ,0.03698545072045812,0.03371314404418045,-0.022239217262114648,0.13454680005634606,0.016556868804118635,-0.07742202008362468,-0.04098181574736095,0.011365077993507795,0.01921462756636193,-0.07864921715100946,0.10488103217696382
EREG,,,,,-0.031567329090521304,,,0.13315543169974953,-0.027394190891027525,0.006034068004824405,-0.03427115606911296
SPTAN1,0.028039159856534334,0.011276172425430084,0.04562927256210749,-0.04865998587533715,-0.012309883764376146,0.015995148044594548,0.0463014599618257,0.07197666058927236,0.04773379938645016,0.05198630622264314,0.01322043750911961
PTH2,,,,,,,,,,0.049371250505795654,
LIPC,-0.007422183251605972,-0.040084436124916176,0.011483777892222746,0.1038985380194444,-0.03947088990806865,0.11115735508262216,0.028074238581872756,,,,0.0068573817167313185
COL8A1,0.12820722850240496,0.08498383859044374,0.048332206487261845,0.05416127751900046,0.021648734137860188,0.05640809373270383,-0.008278466856470363,0.033644953548952986,0.03187191263835469,0.06520223247748523,0.03339053250009368
GSTM2,-0.0023847732625671817,-0.015515394291442323,0.016561593292277327,0.12108524033340957,-0.028373125473045283,-0.08004389609639448,0.14540147410362672,-0.0204795770937885,-0.04603232648033506,-0.03805118120950116,-0.009693773449438373
SPX,-0.015147111987329867,-0.003090358247863204,0.039504225508315616,-0.07648973340937967,,,-0.005988576843804948,0.03309823207322387,0.004070391697765457,-0.04549366649776215,-0.020964137454149767
MFGE8,0.06812809550836214,0.09096424633505902,0.019081709247308357,0.06521090758594397,-0.014778919349765572,0.012469427285796846,0.04225630252006795,0.018000480778650806,0.05618945415343168,0.047274299802806286,0.02746296214694466
TGFA,0.02444843242480343,-0.023573535231666193,-0.0015528417733878487,0.0780374839970775,0.06964098797488705,-0.05342071780445279,0.012335667530682074,0.06099934701372989,0.027902340661448095,0.06810113928626829,0.005007229839092163
SLIT2,-0.043206027002426414,0.02260496535243488,-0.016875632662645683,-0.0553807480623452,0.025023703664206597,0.06814873161580592,-0.025352731294571183,0.0164264655236698,-0.005430383704461516,0.06930562685545938,0.04351742537286617
PLTP,0.014692363912765623,0.007084556901386957,-0.026174672053397526,0.17265168237535136,-0.019122525748760742,0.0022352173683064117,-0.05350704675030678,0.029460085240667826,-0.08374334281896016,0.10529548871541862,0.08700571069780942
APOD,0.020718655279941454,-0.011681671232510408,0.030019677402878784,0.06740809494199577,-0.00866580488711901,-0.06042581801973828,-0.008771845863642568,0.09961219547030525,0.08497940676378239,0.016313599243837195,0.0697194412428768
B2M,0.10988691451102513,0.09851854914826035,-0.00732978154759776,0.2771396283728082,0.034612142886162545,0.1494978191781975,-0.06919407353578766,0.0991711330385468,0.00029755090284094794,0.09693428016125613,0.12102823699672985
OMG,0.00826671082780036,-0.021570689578534707,0.02708009554091897,-0.06353484124396783,-0.000782224739496222,0.0007724907395460038,0.042051680328452135,0.046501476628722026,0.0914398723760361,-0.06379767433475565,-0.014950069971174807
CXCL3,0.02405606277654152,0.014851679038816236,0.07621439698973327,-0.029735945901440883,-0.004812065895819166,,,0.02679739154353583,-0.00429331389560942,0.04786901514342626,0.08725316832445913
CXCL10,0.013605128492535947,0.09134098907327305,-0.0386537850442556,0.1743214860109743,-0.027240825011468163,-0.07997039702491904,-0.0183316256793211,0.0301131390685256,0.0012558262892650373,0.07351144373008439,0.09554351208160877
RSPO3,,0.0046047476823511575,,-0.058245321177622836,,,,0.010212547070856321,0.009975580283844031,0.01150265640710761,0.09835188818265968
CORT,0.031557616970233474,-0.01134480503178312,-0.0003502499914982624,-0.06507127532434434,,,,-0.01740993443434516,-0.022363858084016083,0.039176002437146355,
NCAN,0.12434201686249517,0.01968241078857982,-0.024549052209286038,0.11496799413490633,,0.05219434403533636,0.03520407650105895,0.08755828950778216,0.07089839941932562,-0.04458384358133267,-0.12077870344644118
PRG4,0.00401271496883119,-0.04016509875484648,,0.07794945996132034,,,,-0.030439817902839037,0.06574468627896053,0.07221860434639932,0.14164482457990327
ZG16B,,0.020037497681021203,0.0007575257032015079,-0.0014470934044086008,-0.01320490628751958,,-0.009864865388295832,,,,0.029762906590785003
TGM2,0.10497639045915594,0.06632287298675459,0.022975742834415145,0.12616147493997817,0.04309515985419374,0.07819742999155109,-0.007463583609860474,0.05752319256234861,0.0040878914681608996,-0.0058798424696823275,0.09425269343890316
VEGFC,-0.04147060931252152,-0.00034373582933769267,0.04140118372149807,0.05627788077561008,-0.02840154544171745,0.04312486746128407,0.043421358537992595,0.05024576903856949,-0.04480902090650426,0.01860476527732951,0.1819187642860038
WNT6,0.06450985029089824,-0.011065032463324374,-0.0231012996504024,-0.007677593706293662,-0.03982184401590621,,0.085921439570468,0.012166324805977274,0.009494126589872722,0.056173883372428776,-0.040600861290770694
NRG4,-0.03919624156649063,0.05533021218658322,,0.01043878313258993,,-0.04485553663088799,,,,0.029599462920198657,-0.02696157582727529
PMCH,,-0.013035410529878107,,,,,,0.08238847327650634,-0.017954750687421965,0.01028456525181744,-0.014470806200063774
COL9A1,0.036674183509439184,0.07798540617374818,0.012795027489278325,0.10821095430926886,,0.18813040022536306,0.0028077516732082555,0.03307357759865328,0.05623110600052633,0.0003557112977294808,0.02342906395389453
GDF11,0.04818826072179695,-0.02783963054955055,0.03028956914447567,0.1488719450709619,0.04590584762998257,0.09722177742299773,0.031011668141984704,-0.020570188264678397,0.028692577970510134,0.02135892910723427,0.12086696823803295
RAET1E,,,,,,,,,,,-0.029576657115357306
IL24,,,,,0.22136729347139675,,,-0.02106143827181366,-0.021030431564233835,,
SORBS1,0.01726190731124951,0.06308980819447496,-0.009842601136362318,-0.02830692471314767,0.04051355665300784,0.04444092677894532,-0.004061949120830504,0.009329273182538981,0.027926059431018873,0.06416394727502292,-0.04232985640028022
DLL1,-0.038293237502649326,0.016422031158088997,-0.05389568370158678,0.17224858763081585,0.03478062236905477,0.11122818733806544,0.010782406817526841,0.11515467106359753,0.06825258337298178,-0.025315406322791386,0.02063846575396633
TLN1,0.06577394111903406,0.05938050658787733,-0.01375305848026352,0.1774315055081031,-0.010261422781061355,0.06287662074770331,0.05298576097279806,0.005256509801229885,-0.0006328685230576648,0.04949240490446272,0.08520087773992607
COL2A1,0.06831899960676124,0.05203866563244232,,0.026045542247877678,,,,0.05437896609974903,-0.03896406682450769,0.023741659057598577,0.0589054395983147
SHH,,,,0.030919675833992452,,,,-0.015044191862575263,0.08080907639959548,-0.03377319662930448,-0.058477976238980406
PON2,0.14281674528289454,0.011859739106398008,0.07950921826873839,0.17244106502351794,-0.0071798302002551405,-0.12106515745339731,-0.031473515790951756,0.12081553524568481,0.02044526058123594,0.014176741292994136,-0.022258054124852163
ICAM5,-0.0799486057176277,0.024326711674607978,-0.00821359791741463,-0.06489937340200778,0.01579450711459756,,,0.035660472794113184,-0.021561828263550464,0.033036228064075565,-0.035097131224764246
HPX,-0.06388839998050505,0.03077318954529278,,0.11199916397054493,-0.0031745038904490517,-0.03005311886467164,-0.03849426432245414,0.0487238109047758,0.006087914555439117,-0.01451634680203445,0.008011645421294197
SFRP2,-0.005584112909997996,0.0909644912114444,,0.04289180721209212,-0.004404483552459019,,0.05435871562814893,0.041494941088031846,-0.04334973455941744,0.05652517329522363,0.11104779888406567
CD70,,0.1105175649010783,,,0.009352680712900126,-0.0649643071529978,,0.13279662977612727,-0.006885583075060308,0.10385934985399936,0.1223685741092928
HP,0.06944729533514875,0.00826388049017134,,0.1066729116014384,,0.07076885188385651,0.022640430242319026,0.036900479829460445,-0.04460099909802893,0.04963189403222427,0.06572670284450277
CXCL2,0.04362503970516476,-0.03174980939303534,-0.0062335249557949664,0.11230807952391528,0.06111567702554759,0.009001039096244244,,0.0712398606326833,0.0020223589528040463,0.06691767732165521,0.054274109872006204
NPPB,,-0.031230169830290592,,,,,,-0.02184259991358849,-0.05338883570806454,0.008557347684888805,-0.027349515960128242
CCK,-0.018650833575072672,-0.038656844753931656,0.006075265644287005,-0.19146683058478955,,,-0.05410562960725603,0.0048202379627946225,0.020832630618924416,-0.015960128009698562,0.03657469418724063
SEMA6A,0.006079326650924472,0.04856006867082205,0.008211222771618693,0.15518214211267228,0.0957649627720686,-0.0471753021007532,-0.011445456864499718,0.002434121616802792,-0.008139519459391984,0.009271153734175593,-0.06123165368938827
IRAK4,0.07860546715072815,0.03671009523213483,0.0032652068757983506,0.11874794092558366,0.020869401255714758,-0.03289802685221326,0.010879843861037164,0.0017262477251134506,-0.037964820571911834,0.025900445651827152,0.07500588394079559
GSTP1,-0.04288352761938065,0.002918446521932652,0.025246614663271605,0.2082511773092606,-0.032332906144338425,0.03713333964202852,0.04299728164196287,0.053574460838441515,0.10317691382203827,-0.053118992303545484,0.02055155121522321
VCAM1,0.07101886985397884,0.07504253173988949,0.018475853182911898,0.2045607785772613,0.05252817409486869,0.12215251827339593,-0.02415569729468503,0.04148480852588976,-0.023600021102811078,0.12616719804929666,0.05833746182625895
NXPH3,-0.0014058525284518083,-0.023664436770714677,0.01378534256970239,0.0549193586645492,-0.0328046642358881,0.005436880256454085,-0.010675838620189063,0.07018020861297886,0.056161369731399687,0.02062031071724356,0.03131805416310002
MTMR4,0.06409212887665056,0.029099438067931128,-0.019477950817646965,0.043540146772517815,0.005049756632295397,0.14600633215575007,0.06700313663230707,0.014976658144501394,0.015313638343464941,0.01958026014546918,0.03645474130512499
LAMC2,-0.035793879556191815,-0.010147219492859254,,,0.08832563558809771,0.08959813796880782,,-0.025893117077639142,-0.027618857669700153,-0.022110738360244544,0.08385097337943696
IL10,0.11552216738699567,0.001670999902418662,-0.012403118551533799,0.012945274064605827,-0.023474557425786108,0.03974690338876875,-0.013699419127866378,-0.010327300278842178,-0.005555544903681623,0.05898604827927379,0.048208687260630864
SEMA4D,-0.018831653771927834,0.10229256473235859,-0.02034010584301581,-0.02064637669993399,-0.019348864506253283,-0.025577798408852576,-0.04490689832487921,0.04830887732560726,0.05960992373523847,-0.11135158645816463,0.028309349408051476
TRH,0.06939772080020133,-0.005292127907532917,,0.10861707040839613,,,,0.03399185311558028,0.05370329187441344,0.01863857919224413,-0.030633291974199058
SEMA6D,0.09312137693468923,0.011846873084720492,0.02746218554927125,0.15283683758810931,-0.003660271248759446,-0.07570543769060083,-0.04173423490358417,0.0068513584930985005,-0.005642288445912139,0.019249927981768302,-0.033786661493078934
CEL,,,,,,0.016352168137493482,0.09242215944756625,0.08098777157155602,-0.01009458877561272,-0.020765666070123034,0.03237696265953097
PDCD1LG2,0.016848435646819725,0.03271984525096735,-0.05302790671380453,0.008939415381410153,-0.022598742170232382,0.010189756367365469,0.07982862732078763,0.0969751265163962,0.05185659295287109,0.023067762580111017,0.028605582268125217
SPINT1,-0.024333111348118063,0.060775555481742835,-0.03611512606135178,0.09993934610289064,0.013198315408586318,-0.0899312750833711,0.03756823168119219,0.04759511886585622,0.018916813656336268,-0.0032575473989712644,0.0012595435197384178
CTHRC1,0.000832656324184167,0.06719514146790416,-0.015216532421041809,0.0902387800353617,-0.02067444773488372,0.11748191982133964,-0.030969894609647858,0.03607094396830779,-0.017214378925386756,0.0855303606242886,0.12858305614926788
PODXL,0.11239400699572391,0.049085984816735484,-0.05340018520692781,0.19349679688685806,0.003780161561897573,0.10714045631556754,0.01461258913073536,0.020050049639341934,-0.03448037252882315,0.02174255240681568,0.06177561776067784
JAM3,0.03644047571107992,0.042535356770786376,0.019573524721096296,0.17061643548272237,0.02410603325672869,0.043127176460850465,0.07604336660760708,0.0396286561052326,-0.04437085041990281,0.05760789909239309,0.06425447070400638
TGFB2,0.04162095634714092,0.029560881569219467,0.025065750346458214,0.213494676741347,-0.03882578418839375,-0.004880863094918636,0.025430330816818395,-0.012373635835892483,-0.006674450115114403,-0.03007947390120799,-0.007182976108408699
COL18A1,0.09189962719906163,0.06988512407254804,-0.055404157589867484,0.20238873909988694,-0.023948816421577278,0.09293654393160034,-0.05840646932934809,0.03190134492382454,-0.04426628993682189,0.10696233696337179,0.11424301589075556
NODAL,,-0.007648395085487974,-0.007802174982830564,0.14092672710740894,,0.12190751017894434,0.06983552539433197,-0.003660327455403176,-0.02597753696555983,0.018765243223593395,-0.0010661014818353057
INHBB,0.06159546329547666,0.015512807122813324,-0.00872942890638544,0.12745880753613084,0.0005409193707475906,0.12489681652479695,0.0017429630104594137,0.04487490748581237,0.03650630885402285,0.04043680184960996,-0.051843273752653476
LCN1,,0.04538539072988502,,0.0789038575342356,,,,0.03336713628604412,0.07665139847741363,,0.021762951985695674
ARF4,-0.06834503232425805,0.019679204461832866,0.039320790426486875,0.1321462998075556,0.0025451194108182824,0.10522086347304524,-0.000567891230093039,0.04444973090314383,0.06044712912619297,-0.02658531621243603,0.07611314869996438
CXCL14,-0.03408428831540076,0.03678426076085344,0.042837621413183986,-0.046205564312803,-0.05873967486207983,0.20818668286840067,-0.019563761729532517,-0.06803900220800299,-0.07710123431023731,-0.013142830188531409,-0.058140002361662564
LIF,0.022992964233880052,0.06282909344633901,0.030401905168578682,0.05802589190388639,0.07522036471306039,0.06638345956540558,-0.05932865523381209,-0.04338300273387165,-0.0009427130906988219,0.03937099008247518,0.015915428929035323
IL17B,0.039903202435556215,,,0.05049414441055262,0.051567237385114977,-0.06895294121965938,,0.015114419250678256,-0.017290432132395943,-0.031457247397908096,0.062159139223028924
MMP1,,-0.03608432927657678,,,-0.038197047713188284,,,-0.02651532882390042,-0.040435710668413664,-0.022779169051214847,0.03095584008720667
MATN1,-0.03370898913412396,-0.033264040256484266,,-0.0039580919673673646,-0.022457005095590343,-0.059915589382024445,,0.06479111676075727,0.08178722011167279,0.0139188014488271,0.018650185511143884
ADAM28,0.03877622540105304,0.0355734881174339,0.03138535781563983,0.1782984930791724,0.062300633162496254,0.09883956597100334,0.01395856752171133,0.01885084215534525,-0.006045554405686228,0.012868287107229894,0.031162280615864048
TCN2,0.02454173582832569,0.03970942033395819,-0.012165088419923198,0.14207539563972169,0.04921618436278514,0.09610401100385807,-0.001943114875698995,0.04762755956172541,0.02523289787083183,-0.0191267105814253,0.0720397842846135
THPO,,-0.05467989743765914,,0.06762038501920684,,-0.07221144733622514,0.07768004441414676,,,-0.015161182456447448,0.02338786074492575
CUBN,0.07524210366274853,0.06083211206015882,-0.022854133614142052,0.10484406942348691,-0.007625689041544171,0.013828041056437677,0.009440855996149472,0.06319074882341708,-0.04065953941136844,0.023692111371283308,-0.0059380472015464715
TIMP3,0.12436859019193794,0.0578182374583857,-0.05528022603401139,0.09873005729164151,0.0007392788605853582,0.025524940118356692,-0.012640354028584643,0.03773580122744139,-0.04243937632291018,0.06662166813266268,0.14286038473422694
PIGF,-0.015132642641971516,0.04485560762333439,-0.0062124306378812146,0.1593433910386221,0.031285400538264105,0.07636956878459726,0.022457541267712464,0.09394187752492675,0.041995994398388595,0.028600990547960333,0.009780101031753604
CRH,,-0.037445602802924575,0.019884560201166634,-0.0628464623605837,,,,0.08094952468295666,-0.0315613822112299,-0.014392914344988064,-0.0009196491175629222
BDNF,0.056322245893835506,0.029307821954425953,-0.024979862848858215,-0.13549278635332582,0.03357761126949229,,,-0.011386640450140635,0.011327465467159516,0.05083853487081293,0.003944144411818949
CCL5,-0.03284806350326557,0.03769357996554901,-0.01465943279988196,0.12910300002423472,0.07497850297049745,-0.023320010650941397,0.05451315956577266,0.05366678555064582,0.011023379936977289,0.03282562379532185,0.13494252887195135
GAD1,-0.043433167551798324,0.08946743623583726,0.05451728418206522,-0.13064749642883347,-0.033643135377873334,0.05100358408804068,0.030760096948972807,0.07212007819607105,0.09330246553762986,0.07173482382245001,0.04156160023944226
COL14A1,0.03976080545870524,0.02482163394940855,-0.0348459081969926,0.1296161061965576,0.07302622370351729,0.09165839937087236,-0.05099813685724954,-0.0014196475562977193,-0.0011974872509864357,0.06278040585142797,0.14625797993898224
