,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH916T1
PLAT,-0.03680591849073716,0.00800500073468974,-0.05573511596930842,-0.03202556314198217,-0.07126268271601231,-0.04226808939567435,-0.017618768493950304,0.03338083801757853,-0.013326795131587256,-0.06139083318780274,0.10637487294546633,-0.0757962410369264
NTF3,,,,,,,,-0.01325717431037752,,,,
LTA,,,,,,,-0.023938984023410385,,,,,-0.024214876485398364
CKLF,-0.005677418363971869,0.012783250861661542,0.05553983617156287,0.02077780387032602,-0.07330294745263223,-0.044106543384193814,0.025371725027847514,-0.008267907274394914,-0.0005186439473812951,0.014320617691686936,0.06443027319748498,0.0373263358365751
CD24,-0.0038968260155610546,0.02800544283465617,0.023036766402413623,0.04589505159611474,0.02801787608340118,0.00047187732375881234,0.09318929722427007,0.10272252350800304,0.025565504885389317,-0.031636129340538804,0.09090540590821251,0.024243290910129688
HSP90AA1,-0.05928337700548276,-0.08306996853732532,0.03207270716701565,-0.044493582134375674,0.0987726321356994,0.06941457274219288,0.05976564398591607,-0.044823637914722624,-0.09050484928822264,0.06703865261877222,-0.08438820009241299,0.04038050700082161
BMP4,-0.024029522295366514,-0.01688869238578434,0.06924743053536692,-0.002609617607391955,0.04301185579857729,-0.004492567338846492,-0.028565483005965932,0.034364970355805186,0.025479944340626247,0.038789535282558935,0.09387955858451086,-0.03322168126306595
SCGB3A1,,,-0.01731573918301475,-0.017317276358578812,-0.023960582697548,,,0.03573980260018567,-0.01208533351936484,0.038398100371147596,,-0.035655464393120756
IGFBP4,-0.028233467064509542,-0.029165788406740716,0.0230315187050051,0.01047044503046661,-0.04516996263494269,-0.004984461699769592,0.018409640232795583,0.003953479905852539,0.036799200449615696,-0.018092062732693245,0.08206702720861073,-0.10492020634077322
RSPO4,,0.0037849003524649976,,0.05169909587769869,,,0.035234558293233305,-0.018953904277664396,,-0.03354653841092502,,0.10423833002920817
LEFTY2,-0.023118153093136425,0.015378175970898586,0.008836346068568627,-0.03102283898332369,0.03997620027009947,-0.03261899489404118,-0.02103493874182774,0.007087852850545344,-0.0024779834738973454,,0.0194740281762936,-0.03954815208106029
PF4,,,-0.0179622998196624,,,,,,,,,-0.024214870881896337
ANGPTL2,-0.0010430814866233579,0.06835458542698383,-0.004018598875880842,-0.01681138493460204,-0.035442488387469516,-0.04953328221540816,0.005603391785925855,0.013367444510950434,-0.012645358732387106,-0.1120075164140672,0.06647605050770809,-0.08312170557592238
LRIG2,-0.038826680075379885,0.02390686865776346,-0.018766250169682308,-0.044808106363637724,0.036442317326391804,-0.0017544631729617282,0.008817069040941027,0.00043723385366071577,0.0412861777395043,-0.02905069317891358,0.10821597649783787,0.030019455134525405
ICOSLG,0.07103320617272232,-0.019614516300471282,-0.011188578773202153,-0.04730251708129385,-0.01946055653232354,-0.046247645377693956,0.022334088445384603,0.012253087246309908,-0.0004359896756022147,0.020626711942918066,0.037493844730854736,0.04602411714960542
WIF1,,-0.07629837298263456,-0.021517515095390516,-8.205475749765199e-05,-0.025005883368146353,0.02771820300370855,-0.008368793329686349,-0.009058132731298168,-0.05551623765365764,,,
NPPC,-0.03925923130289036,-0.03768476278655395,0.038052658183544766,-0.02332440276502592,0.014636489904365778,0.012956409349569237,-0.034908779641056424,0.013539912904788934,-0.025784153521229123,-0.04407726716672841,-0.007513914529628106,
LYZ,0.011557971919840825,-0.06112806345743023,0.04654264282487974,-0.002254324396171424,-0.03765807424457393,-0.026803966835423274,-0.022300890260509763,-0.05003509779598851,0.04785315085697784,-0.01602826791430907,0.08075071837172167,-0.021228261186538578
EREG,,,,-0.028126383660149513,,,,,-0.02493105892800982,,,-0.03657006407800234
SPTAN1,0.04147191593344238,0.07476947090603905,0.016809107084554128,-0.024814478165369677,0.036300088016822704,0.031753500616223035,0.007764390313284244,0.07733151687935773,-0.0901257377546996,0.03534834194717562,0.10761541707555781,0.115617365161582
LIPC,-0.029893723925359467,0.004976121226600436,-0.02199057627622401,-0.019350659132795402,-0.02910787711625778,-0.032545556282585285,0.04405188844023842,,0.03467468715462345,-0.033187603541649596,-0.012460232229642784,-0.030616762068211636
COL8A1,0.010941528651517863,0.06790936895049475,-0.02290260331251847,-0.025984155846199637,-0.045650379042840125,-0.04364018367002351,-0.012140532254978067,-0.015247498781963503,0.012294282064558279,0.09823025656704007,0.030945872493172027,-0.1608287355774495
GSTM2,-0.018916874100100307,0.1230341239144918,0.029089277656204716,0.08563535001126182,0.07571598420716777,-0.045583766033054925,-0.015393855856178517,-0.01570003458995705,-0.03965315637782299,0.07695914961449143,0.010991443248443073,0.043336923861040176
SPX,0.0344019984832123,-0.055358674375478104,0.05278359816739675,0.08520733836048598,0.08423382752213918,0.04255816699583193,-0.0061515120507446034,0.009588203179824508,0.025321389843650077,,-0.01238058451425263,0.2458749623207041
MFGE8,0.10779964709313268,-0.01975434809776558,0.01944451920607841,-0.030244243231575933,-0.032842712900198065,0.04281428726355004,-0.027279055020099845,0.0233447658679377,-0.06587366835069017,-0.07143706729316784,0.02494909202285275,-0.054402342923556786
TGFA,-0.0022066739017120593,0.01505016824237697,-0.004944944023749703,-0.028337098364230633,-0.020651631562689808,-0.004750728104850256,-0.01861495869438265,0.04503591416238123,-0.08085483644440969,0.01764072768526912,0.026728052708055672,0.020135080254735743
SLIT2,-0.02402951845028259,0.0010336197514727802,0.02176387428500438,0.03639247421864107,0.03689424162236311,0.04038475880299262,0.034774634443752776,0.0542243255266446,0.026578652366615198,0.05051214153714956,0.09756206458012472,-0.052477661706946545
PLTP,0.00845077976402421,0.02828469636191906,-0.050825421716373886,0.04033112235138073,-0.0249447338001599,-0.05981317536048759,0.07467951263772092,0.1088769806193266,0.0982681028445435,0.09657586176687415,0.15751067948271322,0.060147544473159634
APOD,-0.03020321961821212,-0.04510829753205281,0.03551760667812824,-0.02811421326103452,0.03872436071930878,-0.004687522130057915,0.03788920749549876,-0.016449904198765217,0.08410512647039797,0.04469999975289,-0.16320990754626813,-0.04501949425712834
B2M,-0.04810188718738027,0.026793627865056343,0.03686804887199569,0.011363929144164602,-0.044138149087017485,-0.04727322041422835,0.09952388146364147,0.04693120082884692,0.11572763647718413,-0.0968673994300949,0.01815694258988967,-0.18112579442382912
OMG,0.02135866315546976,-0.030752071570356906,0.015119367344376956,-0.04613464754994456,0.04540860551014795,0.02865150296863738,0.03423352660707004,-0.011239139774259598,0.0507283771358145,0.08249395275838983,-0.11972346519576549,0.19072324147592273
CXCL3,-0.01880303282790499,0.0010306950207327368,0.021247053423907272,-0.04836311700719624,,-0.01633759835273247,0.0094073933744501,0.0028861320471104336,-0.03509656849955476,,,-0.009417363527888441
CXCL10,-0.06763878044652709,1.6891444823716372e-05,0.003026886993018229,-0.02032583068264185,-0.02565683378510542,-0.0661965690016877,0.051085398363817494,-0.01688400234738758,0.044790568800067675,0.004182862206341328,0.09794206404275424,0.013435762271381551
RSPO3,,,0.005388178302082794,-0.0193506472021648,-0.02794121776613811,0.017117315827810103,0.026112003517029858,-0.0031440884422746585,-0.04293856442362175,,,-0.0172570043221637
CORT,-0.023349016152869377,-0.03675893599408751,-0.022701459907296724,0.008704622247785048,-0.025553629775482114,0.10594004294993925,-0.015714178354000265,-0.007767966011428012,-0.033075723802913785,,,
NCAN,0.022543340308049182,0.054515137217917245,0.04005066961301896,-0.009337329113787117,-0.010816485486021876,0.022436765868307826,-0.09724996923985917,-0.04490084079049435,-0.07960063782311526,-0.08018386265895715,0.06551131499050897,0.13860133508070224
PRG4,,0.036002508808654646,0.0010349277993267159,-0.013854993924358166,,-0.017700298805696416,-0.027733836203070284,,,,,-0.01545146130245298
ZG16B,,,0.1781547456829827,,,-0.019110316985411553,0.02556158000921978,,,,0.04731826381830646,-0.021517627192983252
TGM2,0.04216748186022866,0.05414757747696613,-0.03391764035315227,0.014929366923401804,-0.059834988905649124,-0.061167203398987166,-0.0027902150923646875,-0.0015212506553433116,0.05272683304776811,0.040560455057760944,0.08931532499391408,-0.08338849073960918
VEGFC,-0.02334901765623875,-0.03599605156655075,-0.012484847882885463,-0.021327426750777072,-0.038479281627889446,0.06424744168919717,0.015649499827500316,0.1202086814921555,0.010683649482006898,0.05168717660293162,0.016656210751765193,-0.009459900615923174
WNT6,,-0.03238472326353559,0.01966914762859593,-0.01909084774449938,3.248780626814545e-05,-0.017405926121566405,-0.042332105880649236,,,,-0.038802126560980595,-0.00954391468107068
NRG4,,-0.03402192434670524,-0.015948405295301532,-0.01973462699254256,-0.02356863660902637,-0.022046845038680398,-0.006401361610260275,0.014673515632297143,-0.014832289234251774,-0.09208560794549821,,0.0297530312060084
PMCH,,,-0.01838139538104915,,,,-0.02784249444377737,,,,,-0.03721266125536021
COL9A1,-0.001840460550402834,-0.04104135532922623,0.04915824376341255,-0.03947147793170587,-0.04365131584283511,-0.01758190547215799,-0.03903874310904486,0.03997494123587068,-0.024585445337078418,0.01857243365119559,0.03503410277667844,0.07154719277964275
GDF11,-0.04309177731969131,0.02450195436013088,0.012091831957285703,0.020276557974837732,-0.0034459814056688348,0.028708056427107262,0.010507264959369078,0.0046356385037620625,-0.03126543174836326,0.01402276405644515,0.050050175146126794,0.02196036873659652
RAET1E,,,,,,,,,,,,-0.01893081324878268
SORBS1,-0.00802220153614566,0.023900205973502148,0.04115294136065697,0.00849815047380351,-0.07449933497000955,0.02749038246713416,0.08447839503793036,0.04460654754849835,0.018488123035152765,-0.017778164761440937,0.06381917257142196,0.04215078265222063
DLL1,-0.04408414899365327,-0.038748212217920956,-0.04239543096940705,0.0088858047671306,-0.014544690780993479,-0.02367038011411543,0.004491588639599142,-0.05296629715109657,0.04787536479425563,-0.13615315453193502,0.011009822456882864,0.07176873366178595
TLN1,0.039817915962507264,0.024461875916638027,0.010560139462780232,0.04539132942532208,-0.03589697757085316,-0.08641119507058981,0.04208168616152874,0.022957879414336527,-0.0052420937065062265,0.05178816699783536,0.08795872983582184,-0.10540899081189996
COL2A1,7.069412659322065e-05,-0.034823679975325025,-0.012797249664589783,-0.01237461140189004,-0.0208577032653122,-0.016337603912598257,,,,,,0.02625174239093497
SHH,,,,-0.03137047714643981,-0.02276626716289198,-0.012843341797989728,0.045691702482710275,0.001387474619413341,,,,-0.028701990974851474
PON2,-0.021510962444845832,0.06415081316884248,0.055245313374607044,-0.0198724724545735,-0.029119139833412484,-0.052777547372125914,-0.03861737894749587,0.019305573564459565,0.04391924198274868,0.08011009020492005,-0.01391203986105587,0.17929454049152546
ICAM5,,-0.0238953907752409,0.031543863996445314,-0.03281739907813952,0.023847014820057372,0.04387977039944225,-0.031265353504953006,-0.041395686600034384,-0.048630266518966285,,,-0.037212659689692874
HPX,-0.024910686901354496,-0.04379206731199039,-0.01975182251594793,0.011772817127579218,-0.01925251564441437,-0.023790955050315546,-0.02266079525146578,-0.02660664897649224,,-0.00349291195884256,-0.019417298271525368,-0.01651963011186341
SFRP2,,-0.01878904554375682,-0.008250585573439556,,-0.045512887400152566,-0.013038926551426853,0.18151074603754913,0.01309287969355441,0.043622985809096265,,-0.02962314029888845,0.007815134559274031
CFC1,,,,,-0.03253203985801797,,0.022091875801678724,,-0.02560929094536957,,,
CD70,,,-0.03386813439686799,,,,0.01231030005028547,,,-0.09635340461707802,,0.006729470057263439
HP,-0.043515384784771745,-0.010853943341140182,-0.030739813124233514,0.06596298549979497,,-0.03662899738230832,0.055000723496606556,0.05593009763490658,-0.018317245217859057,-0.09166424197062169,0.014398122499839183,-0.025814593886593698
CXCL2,0.05334161456826254,-0.03738417098787576,0.024231844567906332,0.01364091347823894,-0.0297555963813399,-0.055223713213268355,0.06693379148965424,-0.023534425679790402,-0.06636133047911488,-0.05909353370435024,,-0.049864797895854185
NPPB,,,0.0873656882386556,,,,-0.02096194924480776,,,,,-0.01750531093038755
CCK,-0.012649901721898494,-0.0356197552208718,-0.006082424370622794,-0.0009952323371526857,0.014080531813594413,0.059614210986177536,-0.031855905534458044,-0.09158208789815846,-0.08922917458853931,,-0.05078237278620011,-0.02270911393005264
SEMA6A,0.025173889749456658,0.07710364854015894,0.017327076507552074,-0.060825640557707256,-0.05417224425254316,-0.026805104000876094,-0.03337810087864271,-0.016004494979156184,0.04570475155350343,0.09320152263282423,-0.001856543832891892,0.18061174573694
IRAK4,-0.04278987117109703,0.06114046140361881,0.04735615657104138,0.05489873060942468,-0.03407806895904545,-0.08147992467568385,0.03285177603000446,-0.05377011100105499,-0.004412746931336562,0.026006085777706568,0.1008469922720134,0.037712022348782695
GSTP1,0.044462239343772,0.0426412396512253,0.002953059108833644,-0.01032272942071155,-0.06242939944663805,-0.013529335480190814,0.08628886489327521,0.0042711635794355236,0.11118149680217021,0.019799583296146905,-0.08645996369904381,0.1005605308331594
VCAM1,-0.01066625481162272,0.03457167934279368,-0.0139947983240042,0.009951525478005091,-0.00802143439825545,-0.040034453480623074,-0.004919445357129689,0.04061069014599443,0.01618915063718293,0.047500081698220224,0.06654830983955001,0.14973392009567824
NXPH3,0.01176957002165163,0.04889210961692096,0.04007454154775362,-0.004638297692966318,-0.004951091026350553,0.029723000809858718,0.010732204989505697,-0.004629517117951211,-0.004404627611892197,0.041802635890398766,0.03372892842836834,0.1499038600784324
MTMR4,-0.024795444083250295,0.06500697458326474,0.02538405303241588,-0.06933071220489169,0.007314210500875586,-0.03231025603826814,0.01214860864469389,-0.051622807088298035,0.034986787773781135,-0.09751472899741298,-0.031858978163676485,0.0496785465280046
LAMC2,,-0.03106871000042336,0.0018266578596859285,,0.02999936781259305,,-0.02638875549642455,,,-0.01799107615040609,,-0.033352985541585355
IL10,-0.02425251975897306,-0.04929159184117427,0.03722328116031922,0.07598429274953789,,-0.02143858412513431,0.08300925469703935,,-0.013437458076575556,-0.05856388170308686,0.04170615624517031,-0.06527785134918618
SEMA4D,-0.022681155234409014,-0.09806863586902688,0.015728464831795554,-0.03568262613631196,-0.027871717531319076,0.05020979655861175,0.033042202121965625,0.0032793996485038983,0.018033779207135465,-0.02531588804175753,-0.033745433158120786,0.02742226480600333
TRH,0.06642465446549982,0.12360981281088453,0.005288495156387781,-0.01217755581824266,-0.03608706071531238,0.04949154923008571,0.05109713823864042,,0.01296377514858837,,,-0.019607122173989133
SEMA6D,0.04363229285175374,0.09480582310564847,0.03674152497594764,0.013131476279362559,-0.05024800342388936,-0.05907021852425011,-0.03628590013041503,0.05065835951394566,0.005946753652445944,0.09477900137307232,0.008656643411245831,0.09032385573277811
CEL,,,,-0.008469865674171323,,,,,,0.01584961425012468,-0.003013895497682873,-0.0032431236948038764
PDCD1LG2,-0.019475664105240553,0.041372904577992926,0.0009308233705514755,-0.027075739864739785,-0.018524712085885853,-0.03913284389687406,0.0009730203164850369,0.01825529192632474,0.01971004534958499,-0.09669996963412052,-0.010898298284611021,-0.006335367575654831
SPINT1,0.016193121348085093,0.054133171070405155,0.00361562699623928,0.0035417140408925507,-0.023960590018711175,0.005231166831825948,-0.04584469612385977,-0.031004389219964807,-0.024715882470756147,-0.027777788277649925,0.11590861156462669,-0.008108137876363207
CTHRC1,-0.015092973957330481,0.012776117345472179,0.025791016721833992,0.013093371662565521,-0.0831507969614089,-0.04953066105271142,-0.013015015710576798,-0.04381063170250155,0.1211167687475804,0.037026019195138545,0.07627190829072585,-0.08922224152071714
PODXL,0.028613813938965883,0.019136414261192607,0.013955151864883815,0.03307948216642494,-0.016434301388996257,-0.08300457063527569,-0.007839639125778695,-0.005465551606575906,0.018389462908610276,-0.0629149694266338,0.12435836585837408,-0.07809775916438466
JAM3,-0.0016777619760854447,-0.027488285101770968,0.00767042527898619,-0.010271850827845158,-0.0046534333587205665,-0.011028735580618964,-0.005529587759224104,0.024097573882607977,0.10165293999804721,-0.0071879810950380195,-0.053993669836097186,-0.10766104916941543
TGFB2,0.03441699367302033,0.03355248770180497,-0.025073935693052617,0.01845473815600345,-0.055649175501623474,-0.05416988170075268,0.0236414205255764,0.07501881967789938,0.05359392290155681,-0.02630090276123819,0.06682596102076234,0.02733927895707419
COL18A1,-0.005025832087290391,-0.014952915960217153,-0.0032762180917842655,0.003881465081853503,-0.08708358664286528,-0.00466692614794741,-0.03359816906551467,-0.01625358276289639,0.028263613476483984,0.0017332566669613074,0.1290404295546948,-0.1414335499210222
NODAL,-0.0339174075910753,,0.04178538789025016,0.048277435534262274,-0.01959969951953359,0.009630557653659774,,,,-0.07318729828496694,0.10983972264338827,-0.02683412975674422
INHBB,0.034391049776113125,0.06978804198861258,-0.006867973838544202,0.00012033095828418266,0.02770815744851202,-0.06449545674991722,0.054156693696823154,0.03424275430548432,0.06591208203777835,-0.004890329804571705,0.015310746047826935,0.14053448706194557
LCN1,,,-0.01753376697368171,,,-0.014337195097746206,,,,,,-0.01982778913582855
ARF4,0.07547840072847767,0.010442220627148984,-0.004886934487187999,-0.05563216371560941,0.00302233870020595,-0.04417858429708991,0.000999725601308263,-0.003214563202870753,0.004630444767639165,-0.06141601539646559,0.023394439529917748,-0.09514085425815316
CXCL14,0.034787064403862214,-0.005362311481460218,-0.041418931586559564,-0.050547299984256125,0.004617426087607706,-0.007042116800841785,-0.052631566633658075,0.01156838200666268,-0.05702586189766059,-0.006439726367857518,-0.04703415860106716,-0.05249714879151301
LIF,-0.028957234237140354,0.00048265162992574363,0.016804615127449376,-0.011409938317929254,-0.02337041500777501,-0.04497881326293144,-0.01138033787991207,-0.0006854583934709781,0.041505824501205754,0.029503429396133977,0.1103741489232013,-0.06203112270531792
IL17B,,-0.021517532078928606,,,,0.00850458509314133,,,,0.02707530451443509,,-0.033491910201108796
MMP1,,,-0.0241731931546567,-0.012177553161743983,,,,,,,,-0.09042186054051976
MATN1,,-0.029259047099697597,0.08064965265106165,,0.12799845141037988,-0.01503157434605855,0.005961836399160514,,,0.030195676705909554,,-0.023846450356929363
ADAM28,0.07491424956512989,0.07633175331659509,-0.005356267415853919,0.008119998564293714,0.01698932587937323,-0.019849955491155254,0.0013035056276566573,0.02475359598546152,0.017864758472955065,-0.03806206190200678,0.02599162690842897,-0.04520304256590941
TCN2,0.024664813247064026,0.04917176953440995,-0.007980287692820569,0.0243610240111268,-0.028868645526852733,-0.005940833293798844,0.009114494285893594,0.021672682720237264,0.022452797111503553,0.08483905934533788,0.08639640318744259,-0.06574944710465049
