,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
SFRP1,-0.03989781021893883,0.08162747770334343,0.104679992934913,-0.022316062494715804,0.012906211384696848,0.02068291002026333,0.06099654072779147,0.007712956796012918,-0.021713222887004648,-0.02798246452624785,0.020277736837979718,-0.021380549715011438,0.0008052129520903991,0.013132605334726086,0.019326547087286088,-0.022932257857138875,0.007152435950057705,-0.04793958791612906
CXCL13,,,0.036013291109304624,,-0.0015733575503577805,,,,,,0.06986668840748154,,,-0.06184298301512745,-0.06843884999101663,,0.055031536838746835,-0.03116874411933968
MICA,0.03889828878375322,-0.030873880271026014,-0.02024834931666117,-0.008435717252940273,0.00988898771816422,0.0035053484818319885,0.12019957915251313,-0.02431551318712103,0.01196930237031119,0.024636610565065102,-0.012699081957320802,0.056849933045849246,0.09479064068819205,0.03103338184727623,-0.011997137153178612,0.0316770617427766,0.08240011761093527,-0.005837989548501615
TG,-0.01703660595818947,-0.00032692454220357205,-0.020805338424857874,0.0004060821908852542,0.024466444563104674,-0.02783557211763315,0.046826252028229126,-0.013378611417638507,-0.015713764952774264,,0.038623437141303514,0.08103941863817046,0.030759418328250326,0.010249641985820134,0.08984262087374667,,-0.03669984455122017,0.07167787364755449
ADA,0.02765155170210428,-0.03432020230309063,-0.0356549005912289,0.008110130686073918,0.007668402622924247,-0.05437952437899614,0.21680407426694548,0.03625167030168367,0.10238089634747671,-0.026323562424573035,0.08789824896233536,-0.01189850855707795,0.012495903828037511,0.00892375632290548,0.018912155053507136,0.01927186662988465,-0.07552115291344204,0.10386252077429915
LAMC3,0.05001662804081799,-0.05673663992379954,0.04485242102455216,-0.025116154113202182,0.013031920830620752,-0.07342220096742515,0.20552922242831245,0.003531458225313714,-0.038034345752777095,-0.008492080674901233,0.10582334723268974,-0.016267943806395138,0.005118365759780086,0.037891698616301796,-0.021628517312180625,0.015606275855044484,-0.01004013767057278,-0.08624204719389951
CCL7,,-0.0156313846336887,,-0.01741165750715843,-0.0366141843842996,,,,,,,,,-0.04126443290270619,,,,-0.0035354114279155403
NGF,,0.11310125587450448,,-0.004086047167969872,-0.0390818309773573,-0.026562601774529827,,,,0.1699735564459753,0.0783247108378896,,0.0020989111688654253,-0.029380084903455273,-0.0026757821674515277,,0.0005673572553489805,0.047438562998157054
TNFSF15,,,,-0.019388732227480818,-0.01370632273642782,-0.03225282195468376,,,,,0.03676304743055447,,-0.037459762154372175,-0.004321586220229809,,,-0.027690823687043446,0.005324889346397992
HMGB1,-0.0078876827435886,-0.04951222635489752,0.06648954601540231,-0.039228721271715464,0.01881259128932193,0.0342757755057886,0.2992723382483054,-0.06668151826365487,-0.003813242944613155,-0.07280656802654323,0.06894824183423669,0.03483564923100982,-0.05139030383331578,-0.05370550002037008,-0.06647866765618961,0.01972437081940258,-0.04787057335901595,-0.01879614763826371
ITGB3BP,0.03443016825170188,-0.015562887992684708,0.050750851763443135,0.022063721688449493,-0.002084965438611555,0.008649266448832836,0.2524832556305273,0.017026257034324793,0.020748263782793146,0.011260376343950666,-0.020012646759431863,-0.04031484992627197,-0.007022706683495982,0.05279140170507369,-0.021086660631305217,-0.008708291266531389,0.0255952091386314,0.06232424602857603
AANAT,,0.008055517122729372,,-0.0010963685261391842,0.09627619657600567,,-0.045892935259577355,-0.012031463432730795,-0.018113508565161366,-0.02095730747255132,,0.10846484139584218,-0.025996775950312863,0.0787350086955555,-0.04113234672945123,0.047585610765159755,,-0.0015277822082838672
RELN,0.01074304525089007,0.04130431639251053,0.06814062523924032,-0.030622153698714606,0.0075539502492771565,-0.04695304097896317,-0.06386830680726499,-0.02648939870959768,-0.005197739117721478,0.07900357112199213,,0.013562740125493996,,,,-0.02195907668242368,0.0015711964562414166,-0.03175785369719121
IL15,0.0579911663102198,0.05311547384024829,-0.026505682850146216,-0.05161275201115064,-0.014084681683674024,-0.0229498002288669,0.14314248970305102,0.10079793118088175,-0.01527545191973648,-0.042946204155540554,0.009119458313122015,0.0032915633955468817,-0.011442266592203577,0.01745384199741353,-0.006366151436286734,-0.04555285677045624,0.0010479761187220337,0.025472070912952595
UTS2,,,,,,,0.049630835989067645,,,,,,,-0.030827418634245766,,,,
BSG,0.054275561922491,0.029933168664808447,0.010742270922409812,-0.01295160986289492,-0.014458293146576106,-0.004333590148457424,-0.0052511191490275866,0.07467491281205293,0.023245245451929207,0.008693062458064131,-0.04272098815843723,-0.031729771426838575,-0.03281709879169221,0.007208181773516688,-0.043540317467776105,0.04749956082160235,-0.04762906728493011,-0.026056191132338914
ADAMTS3,0.014069541777703315,-0.005631237859988051,-5.539807586307984e-06,-0.03810095714543134,-0.05201874456502957,0.03743189626115654,0.2717385020730449,-0.003977465432764262,-0.013256474580202286,0.02921252773520853,0.024555145257908466,0.05826487411171532,-0.006905639586853233,0.07863961669772454,0.045600875632777475,0.09778258788554105,0.048046616236658415,0.04384157003205759
CD34,0.030445162860150303,-0.015332983605120287,-0.027066149069225,0.04041708558431466,0.06960656929786413,-0.07020367337174285,0.12193066193250145,-0.015897740480621803,-0.033889882705756824,-0.006844578159252137,0.12961551114426434,0.021961391777277815,0.011120761317739026,0.046894074921269215,0.02176121924511346,0.005595829531551878,-0.023222018229877826,0.06924862662676841
CCL23,,,,,,,0.10205327811743613,,,,,,,,,,,
PLAT,0.07567070908111499,-0.009422224498065715,0.026139290666093974,-0.016320050821998187,0.029757226582503515,0.018803633818429883,0.22821956336940794,0.09162211407238631,0.03825370976801877,-0.01975671576210027,0.00905612514838511,-0.01500067633232224,0.04734555665276886,0.1185918235335451,0.07232033679080807,0.07339042991789248,0.0017885446635335417,-0.056103157562618244
NTF3,,,,,,,,,-0.01914505601762561,,0.019092706691054513,,,0.017986107785461898,0.12084327356880036,,0.041556575014999084,
LTA,,,-0.015300311273856212,-0.022316061450735326,,,,-0.011587553160305459,,,,-0.01693382094060076,,,,,,
CKLF,-0.004545665576230426,0.0013811588782935945,-0.05592145268253695,-0.019898694348682595,0.016941730274201396,-0.058128681823094684,0.29769930989905236,0.03574768243052087,0.002283769071349846,-0.10507611200354881,0.03802241788940001,-0.06644151334974399,0.037109068857032336,0.04991943184178632,-0.006969701773488541,0.0641633822872746,0.02112460784289389,-0.046544766476717056
APELA,,,,,,,,,,,0.030302351076560114,,,,,,,
CD24,-0.010908097849369275,-0.057231788415005584,0.007594697611458814,-0.022201642989143663,0.0659451286441174,0.04904311085192545,0.010570534315827811,-0.06976320349862929,-0.008691161507561083,-0.01819376510757059,0.08495631172625248,0.04418043614899512,0.06780605552979264,0.09112048249408466,0.06145936533000411,-0.07219892234792323,0.13083526746681118,-0.004279161651593622
HSP90AA1,0.04446222249068306,-0.08726698458330451,0.004851023274545003,0.023890335625975437,0.06921018450601261,0.08284491545536082,-0.2418081463808864,-0.0037931220438458028,0.04293034975561047,0.15689261564272186,0.02937013243737344,0.0808176105911398,-0.062095459480258526,-0.12383643323361211,-0.19704591755147755,0.004030447108557567,0.028618179399553953,-0.04475295117601975
BMP4,-0.032682070560978785,-0.020341585560180234,0.02410037230140152,0.048425297416272835,0.022377800368926556,-0.041095218519799144,-0.03491527079565554,-0.03323646746246828,0.016695281281980858,-0.00043830737830700977,-0.03642309806429277,-0.014429364441358715,-0.0123486065390957,0.1503675858551785,-0.028646026785569108,0.028928921831286345,-0.011683962462463319,0.05187940393688519
SCGB3A1,,0.13714720590352145,,,-0.0031203648752036756,-0.029295825889512548,,,-0.015278921637316027,-0.03689072601226415,0.02053876423850898,-0.011816196311935064,,0.03460420574685229,-0.02125398020546942,,0.03917955214096833,0.021657101643456154
IGFBP4,0.04570943074909633,0.05259123045297009,0.026930338460831,-0.026462756404630167,0.00047233320038707165,-0.08081258467798424,0.15148947614818525,0.04536171540242246,-0.04224489305603843,-0.039319116601989786,0.06683038025382025,-0.03948669671907522,0.006711638662409617,-0.05111230616836514,-0.13337577513231091,-0.012413632575699362,-0.07484897587122119,-0.04252919855773987
RSPO4,,,-0.02473470062989033,-0.03415864183329268,-0.03357384839249619,,,-0.013477029757715937,0.022983121557043178,,,0.020359688746039023,,,,,0.029148251983525095,-0.02958578393050057
LEFTY2,-0.015539250450439654,-0.00338340497654836,0.02624843840840812,0.023113247724963214,0.03347730467870071,-0.02712163551166033,0.21259302309203626,0.0010186443229715542,-0.016753521990052454,-0.02229152036535741,-0.01675858087863057,-0.020904612840451448,-0.033221676442081384,0.09344415762346067,-0.00910581960669488,0.052368706053550394,-0.044697788772519564,-0.04753374018951603
PF4,,-0.016215050731707165,-0.01391771263337373,-0.015191328144888732,,,,,,,,,,,-0.028015030647335293,,,-0.023176218655142092
ANGPTL2,0.07043310763448492,-0.0064847272802571925,0.07492030957876117,0.033761990189110976,0.013247729838109096,-0.08117578319490552,0.22033952211009838,-0.01224655062738707,0.0028925279237084567,-0.07500925996792827,-0.044189545654214665,-0.06395688982427386,-0.0437794332653852,0.028772412166296158,0.089115770807062,-0.016825376121755505,-0.09283801166983634,-0.03729230697259397
LRIG2,0.09831920622611855,0.0209504447997624,-0.02026532181430091,-0.03146484741932753,0.021638769597863684,-0.0023896010486030954,0.12032401027485862,0.05197220645709986,-0.042812108335628235,0.06036352777324752,0.05091657818464066,-0.005744665807613099,0.002373799725978808,0.051124192619656755,0.021957067456951973,0.03157023927252546,0.013483729715743652,-0.010453161246373143
ICOSLG,-0.07161984170766116,-0.032256079936812225,-0.01622047753257558,0.030539351510139055,0.004527338006082621,-0.02022521209496574,0.05759282730500354,0.025351894335071398,-0.019169257769261355,-0.04376630858199012,0.019639877543774865,-0.03557427657096366,-0.01702928615014486,0.04727518610164705,0.007127252865876112,0.031534456551671634,-0.0177314976126289,-0.019247498495832554
WIF1,,-0.029176351873133746,,,0.0021311956984041806,-0.020114505980558587,-0.18077532241784963,-0.01039990465138052,0.012788644968715568,0.09226485797219285,,0.013905729464076273,,,,,-0.036000720468769294,0.04086541854574144
NPPC,0.022814402067414787,0.015674601455475064,,-0.023565496231854676,-0.014103984866773962,0.02495501886864418,-0.0019017131820360555,-0.006388116353673577,-0.021233958893296424,0.07442526858436144,,-0.027841511072393542,-0.008676105529261454,0.067686863515845,-0.006121667081161528,0.02488829163297059,0.04288870776600559,-0.023782648742767244
LYZ,-0.0010772104949200404,-0.01520553020209076,-0.04191388038142886,0.06044881271863649,-0.05820335800344455,-0.007691638067166098,0.10884914081247611,0.011904891786331933,0.029845833003709,-0.09451274354915401,0.0785290890009885,-0.02071710483370751,0.004219142056731325,0.01487348463832983,-0.04824429330840976,-0.0272805189067385,-0.05279522292934517,0.06454480466400471
EREG,,,,,-0.03900025568444745,,,,,0.024926926435270388,-0.019596544663907117,,,-0.011954831456548257,-0.04437440998394261,,-0.04823542995465386,-0.026682693227982456
SPTAN1,0.01910716835936069,0.01918460694096129,0.04310909586700394,0.0032015570687813156,0.08151225736583846,0.008381143143145177,-0.040724076860465114,-0.06155603333600623,0.018802826447321532,0.11436512389551785,0.08270027520774871,0.0973846236233359,-0.019283204642220504,0.02352480471976375,0.07704417557814104,-0.0047343872955429595,0.09084798117388686,0.05945501102540035
PTH2,,,,,,,,,,,,,,,,,0.05157895983671672,
LIPC,0.058559839748036774,-0.019851484137243962,-0.020946901339442263,-0.027299948086269323,-0.009968070522040495,-0.013918345096885127,0.03840322312555671,-0.01418889942899032,,0.13844919188864585,-0.024502961742172993,0.027512666341039334,0.005817013475800021,,,-0.03032235593841566,,-0.0361419256882175
COL8A1,-0.015375715009314983,0.021607017325111347,0.05239517054580201,0.0420899967012995,-0.015250684928025256,-0.01305195472459994,0.020592240581951103,-0.004947260508692732,-0.005006944035365628,-0.060201071738500644,-0.08571233782319339,0.01414113993172072,0.045436921130064416,0.057843207939439825,0.00034102088353513534,0.0163636442763954,-0.03596032070920764,-0.06997073525152997
GSTM2,0.07940835942570289,-0.007118662051664668,0.04563142018108094,-0.02516131145610295,-0.012665226757947512,-0.019407146344036875,0.064724894271143,-0.014193624248552042,-0.019960365937502715,-0.036472769677078666,-0.013557506077490422,-0.029944544418858257,-0.05946583637437455,0.0576626459607501,0.025423315004476123,0.0030765416085821594,0.026369421234881382,0.0064809535493801475
SPX,-0.034320808323560804,-0.009562111521284842,-0.02941235761614207,-0.004457297207811309,0.023231323508901155,-0.01033565983524896,-0.09375658187751172,-0.046312313626719906,0.02819986436218611,0.00022733026483738524,,0.033071393451990616,0.0952031696439078,0.07179257363123158,0.06263362676508982,-0.05914488996523258,-0.03152723798371343,0.07877870458823466
MFGE8,-0.0010504648669895907,-0.011563120483929526,-0.00908724862044555,-0.01057848590107329,0.07016849931745153,-0.015587135883583798,0.07837594538883105,0.04842378424447133,-0.008742855359445847,0.030685721934891906,0.008622915442419114,-0.0009990860484514398,0.03500207137728722,0.005649974080415606,-0.0169703289422086,0.033108847857914306,-0.03592415383036502,-0.030538387123690523
TGFA,-0.051421204818093376,0.0602581262599243,0.024781637732497194,0.025580100697727686,0.050982812768807166,-0.04698298050267652,0.0996444307928219,0.03807709318845053,-0.03137226035998811,-0.026677511821295637,0.06107731933916154,0.022051770566148602,0.0022914298313855804,0.04842551675998119,0.1335622165025052,-0.01688347060933664,0.05371025671110057,0.0076701236370173426
SLIT2,-0.03268206533135739,-0.016189712684322986,0.0010517017154749835,0.019948449548713134,0.03157989469589216,0.003930979802905885,-0.03139346354155572,-0.026306224335722137,-0.017629919156408404,0.026590354948398374,-0.007849996551420282,0.05592891355503948,0.046133063595118394,0.03208839999284418,0.008847741365281292,0.0589323961614621,0.02364431446412576,0.019203440055264486
PLTP,0.04794830639751821,0.017007413234403263,-0.04487807829522594,-0.012285152079382465,-0.029614616212860833,-0.050047392789339666,0.2025808545370505,-0.04639522526497331,-0.060478251694328786,-0.11915068395138964,0.035902390748601014,-0.023491670845942555,0.01699208592212708,-0.05959079265683017,-0.10017966109896373,0.02420206944727889,-0.025593505730588644,-0.01728214701350879
APOD,-0.06895007607359424,-0.004460185732634643,0.04261972438027762,0.03429425653748862,0.048310082114444264,0.027217977959154437,0.16674588335537047,-0.007874558945942472,0.00563122668685997,-0.0728689003374326,0.10876857781630661,0.052083539239462996,-0.016227383844866775,0.07564784552851667,0.14450948355415433,-0.057843662968449276,-0.05002855389759213,0.0016992522240119846
B2M,-0.019885383991982235,-0.019506800967992538,-0.05460510251058543,0.023185047155340636,-0.04757003314490152,-0.03515004196987834,0.27983225772953163,-0.03203914205818686,0.008488603101875974,-0.1467593476732046,0.09686771121513948,-0.05041359409660007,-0.011897653520995338,-0.007877088578197522,-0.09426160533492346,0.08580525834631367,-0.08788686850922998,-0.05127855392529555
OMG,0.024870548711572283,0.01858765380737592,0.022533216610071263,0.03466539205228158,0.048764539456193745,0.05082227779198732,-0.08963754414521971,-0.0711572064105554,-0.03567407852881996,0.06257481142556405,-0.012410599406723804,0.07461885871765112,-0.03358498395812474,0.043775398301715035,0.13114966778150403,0.023896003587210293,0.016098481295030508,0.06662106264425438
CXCL3,-0.02557362722772422,0.014933489132761293,0.05212125000514216,0.0179590578953839,-0.08269209537191634,,0.019682596649283533,0.0540091961743124,-0.016345214153220423,-0.032281643537864384,0.006814959063062712,-0.012195417561722875,,-0.010170979676145499,-0.09527306385837093,-0.02575914914374518,-0.03515757120712261,0.0657989397171358
CXCL10,0.12034717146771079,-0.005576431173849829,-0.0046505723260680054,0.020382677520407264,-0.03244288878963242,-0.03136977697631412,0.2617020530815137,-0.020840779720715297,-0.024829576632764624,-0.06405732624056684,-0.016910713050449538,-0.01937999436770753,0.04353211751848436,0.00015388261673328655,0.0574632117276391,-0.004908459726523936,-0.031909978473140324,-3.898985551108369e-05
RSPO3,,-0.021233247776990344,,-0.01764176395256171,0.06858633831112564,0.004084033014607225,-0.06902148495853488,-0.020355016207720004,0.013077993299270936,0.04372574844781821,,-0.012743976308351015,,0.09519731289562455,0.1299176482018285,,0.04284560627998101,0.07408720866974759
CORT,-0.0015001588169707841,0.024931239934162734,0.08059726997098084,0.01830175444557153,0.1346546860172891,0.03197781902820109,-0.09045469604367935,-0.017067535401168465,0.01132906869268585,0.025064450552731397,,0.05982160533487043,,-0.01679870423842991,0.02824832322444323,,0.03276950606082633,
NCAN,0.06008713228739595,0.021444435691540174,0.005931064747146889,-0.04718438852750242,0.1155453333329538,-0.039026919473086646,0.18961311438593886,0.010680917158599637,0.019498683197700265,0.06840526171640154,,-0.008837703151712631,-0.03583636137078683,0.08712427875982177,0.2010589534060592,0.049537412613895014,-0.021316124002876163,0.0075003864570100135
PRG4,,-0.023507735702896326,,-0.01741166022050679,0.039582733350207504,,-0.005400388774030549,-0.01722310901263333,,,,0.1442205759334973,,-0.03543787930266768,-0.03268040114474464,,0.0072428990450107,-0.03225813890334291
ZG16B,,0.09332916834009028,-0.016747705127504998,-0.020208361127434758,,,-0.04258231953353368,-0.009207362886350112,,,0.012761017220946035,,-0.02889971136132907,,,,,-0.01977169146145711
TGM2,-0.027386949399234816,0.039778473065875265,-0.0014880955748186454,-0.04374266609494981,-0.023229713305359778,-0.031332005699016015,0.07379791272026522,0.10729020430267805,-0.023697195903964026,0.014073772272293474,0.07987748818896236,-0.008430572711714254,0.0026009241795872263,0.013164181780459411,-0.10224500277560906,0.04569508157744,-0.07601695121961279,-0.004836954716637715
VEGFC,0.028593761730511497,-0.007129482575197071,-0.021504698329880147,0.015607813966710156,-0.035825562338030595,-0.038432107951166854,0.07302524327090065,-0.024793156636533472,-0.007264827943435869,0.015428234647520285,-0.0025215254623467635,-0.015205855072756623,0.06056337529919138,-0.037036352961229715,-0.0587391920067174,-0.004276356394179506,-0.0660964273510977,0.027306788869167462
WNT6,,-0.011117617428745135,-0.015488222781795746,0.0005157431101493418,0.0017638491314144202,-0.02353942369959905,0.08480959658946165,-0.020490657698756486,,,-0.024720829013410883,-0.013270902458557561,-0.027483628897556758,0.03263587382878635,-0.01357664361492075,,-0.02045146087943323,-0.020430089215164503
NRG4,,-0.014397054027016116,,-0.02119078699995582,0.002277984177140489,-0.002506303930361292,-0.005040649259323673,-0.017688834909469545,0.007218312260220071,0.02631777924128768,,0.020048611349382763,,,,-0.027282833213700813,0.051542502184069694,0.004685031228218857
PMCH,,-0.016593379556943705,,-0.008402088804381778,,,,-0.013477029107303687,,,,,,-0.041942455587744454,0.021411465977657407,,-0.029444487551397912,-0.01238641845505415
COL9A1,-0.02327575367620161,-0.04348319973374259,0.04477094772155764,0.0038366660581276232,0.02163667620385722,-0.08270195824384853,0.11867565077216233,-0.024676935075396696,0.0036912203756014005,0.14307942252027692,,0.014127516483960574,0.0867368193829548,0.11255977791516522,0.0956935043574262,-0.05182237220444795,0.0039798742719709184,-0.043134910417608856
