,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02739650863431744,,,,,,,-0.018872396511923913,,,0.026836844160205976,,
BMP1,-0.051438681498777804,-0.0662168849515906,0.0038092896382538825,-0.0017956119002082273,-0.008519634475905116,-0.046470670692400864,-0.07535374754849421,-0.20494426708801203,-0.0371275149811106,-0.014267362197632262,-0.09165669446916616,-0.08674572084660043,-0.009400257693890574,-0.07913096449686924,0.02615786639118226,-0.067957756533959,0.027121371974091483,0.05055936636164343,-0.011316010842841642,0.0093178630095759
NDP,0.006499295324098863,0.031376901805543346,0.018868712958133967,0.026922370027661367,0.013053200986113943,0.0402490783572383,0.02721063966146207,-0.002192822480079322,0.023528700019015584,-0.047645930866223575,-0.06349597236292051,-0.08096096869913398,-0.00019283714429280588,0.11922271395088727,-0.0456496071832935,-0.06404050498684602,-0.05469457776899945,0.12766912966344043,0.06899711998503778,-0.03824396576221201
TNFSF18,-0.026427528750937034,-0.02349462793397042,-0.033799576843395074,,,,-0.03208331930692631,-0.04068299285623414,-0.0024938414798090906,,,,,,-0.019462769405386365,,-0.04031634425501839,0.07704140993150087,-0.07041690998638946,
IL36G,,,,,,,,,,,,-0.031187387109172758,,,,,,,,
RTN4,0.1044949757462577,0.009448127537926156,-0.005633872820368869,-0.0024183804682855053,0.023379719550124838,0.06793803208927036,0.18716174807380148,0.25656849976998125,0.06768470223926741,0.10909628082675325,0.2719489952838995,0.20711577347911914,0.0997488411762532,0.03363271308861893,0.05230492341709882,0.13471087265348167,-0.01219459966059845,-0.048951214969881224,0.10241171183624947,0.13035556279521707
HEBP1,-0.028006337554512192,0.009803850077777971,0.004766813990255744,-0.007863266919741983,-0.036442449501514505,-0.06617849446627384,-0.036836048585213894,-0.12413132530073404,0.016963992402942003,-0.023947621600777676,-0.09963640558193582,-0.029686608064569506,0.07635633172956613,0.04814163505483565,0.002595759043282452,-0.01209460986167971,-0.0025902654556788675,0.07268010894746918,0.0317472387387852,0.077039848163727
WNT7B,0.19944937424188805,0.0049978827477278704,-0.025986097267510423,-0.05169170809428769,-0.03527862398409534,0.014153457190404527,0.07640198745155252,0.08242225950686682,0.02238578224791236,0.05460142494403684,,0.07997085261031059,-0.03668640888208752,0.022596568109477768,-0.027711095388321418,0.01178019275998675,0.008533571876418575,-0.009910903304798342,0.006714790713109105,0.06362194466389956
PTMA,-0.030318068125418974,0.0012025919832214164,-0.017309110421129544,0.012896236544815238,0.030629795366928683,-0.0421564788747706,-0.2141360473684581,0.12002983072364345,0.06043508770538504,-0.04403460150639038,-0.28329483753252044,-0.1498090949473307,0.006477204432957224,0.06740924415542032,-0.03439356484392174,0.016167939973543936,-0.027304382920927756,-0.08468979339872436,-0.17588785669704377,-0.09661561815625407
FASLG,,,,,,,,,,,,,,,,,,0.05383616074168869,,
CEACAM1,,-0.023662769479977044,0.031056776591261753,,-0.01871945845708076,-0.023094450318485327,,-0.053536501468789105,-0.03918370293984382,,,,0.04883616919934972,0.0006933019656640292,-0.027965967694912067,-0.014810942234792554,,0.07827978377201597,,
PDAP1,-0.06956840444171358,-0.00799302259731231,0.03821448170524156,0.034521638324885785,-0.016716159312306297,-0.035894097789892304,-0.0564391379165705,-0.11881345709997368,-0.006428327893711651,-0.020314534730986124,0.031102829746845043,-0.08401400737238812,-0.06086476232579182,-0.07205570229389278,0.019082273132859314,-0.02358545557625204,0.0670255440944867,0.041393738223500155,-0.01099349200210993,0.031877309336540316
QDPR,0.18367251984160607,0.008601648543146299,-0.016842401147294298,0.04904329116389958,0.01240393595440377,0.1259688515605111,0.11670359014011637,0.12711487034972405,0.07821802628787057,0.07804685514663912,-0.20183687290914437,0.02674883734888948,0.07561630096248358,0.12799559486669337,-0.022475016625538174,0.047233101799816504,0.020854896974129934,0.1073672328316103,0.09651963672652548,-0.07186485243535796
POMC,0.037940186037514326,0.02287232544174877,-0.026446222903512492,,0.05591559037112309,0.045462221014201054,0.11504607372903376,-0.03118118672291574,0.036305733763581316,-0.024389020080717173,0.020772544660464774,-0.0005914877592015078,0.1114744139398311,0.07495404501493642,-0.060484677174382315,0.03264130206180216,,0.01773845412076605,0.023896950610409556,0.05774617878646571
CCL18,-0.03544148903811819,-0.01378416130187788,,,,,,,,,-0.0657745954056792,,0.002385955055342329,-0.07567629024795842,,-0.00995319050617118,,,,
CCL17,,,,,-0.011443769525623874,,,,0.05764474856409247,-0.024489408008174646,,-0.028490563533849142,-0.06237722745515279,-0.06798790598487496,-0.02488216463662671,,,0.0661501406061645,,
VEGFD,-0.02494551213858406,-0.017142161188724435,0.00480266789317168,,0.01740193294938788,-0.022095462499477234,,-0.045896500905096234,0.027030460627803187,0.023126487905980604,0.030403234398802582,0.016182036964392733,,0.026635262833892878,-0.026243003828475737,,,,,
TNFSF13,,0.045953274074705196,,,-0.0162866795173734,,0.0031004315658318344,,,,,,0.007357460826349538,0.09238115438199856,-0.026682903733859047,-0.034308648681013944,,0.027078360843469852,0.025402345335359067,
WNT5A,-0.06856335407018098,0.023784217071780495,-0.031754544124911764,-0.02000302374684071,0.06566581258531533,0.05245100520068863,-0.11719987462134154,-0.16267571301193318,0.018060068780949064,-0.07232987433022828,0.09111396832924798,0.015928318324131645,-0.013558960395766402,0.01970177606031946,-0.002469525028894033,-0.0067772712429187846,-0.07710718591748941,0.03294138570323013,-0.07274727136201561,-0.012119802559258989
CXCL8,-0.11684895531980455,-0.00722547425150572,-0.026745647966996283,0.0036924203744641317,-0.018145762619934468,-0.06377274410152299,-0.016089213358299912,-0.06502407832089575,-0.033613538119071744,-0.026638048587482772,-0.10576756580808547,-0.050037620822437553,-0.1227326539476545,-0.27399259913951685,-0.02115878109224265,-0.03687395725678119,0.058168469894727105,-0.06163204875350961,-0.11238723251616516,0.05370936878239323
