,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.03263379942951537,,,,,,,,,,0.06795083386929933,,-0.011484856122922308,
BMP1,0.03537419170281696,0.08144247252133349,0.11622003816691288,-0.04965861952202301,0.039604237838005166,0.014232542003026954,-0.0323776728175159,-0.004990199890700439,0.21594555173347607,0.05482466794710512,0.014108159490636835,0.10612495075173413,-0.018236472008083527,-0.018387976013337744,0.12254077494232757,0.1669224683568562,-0.01667400431967953,-0.014523578946378178,0.05353682357944446,0.08118763905591073,0.032211850747176834,0.12023969768381589
NDP,0.056236936822035184,0.06447773776640035,0.012462293429210033,-0.005132383813422718,0.0008235456697128312,-0.04171736365057391,0.060535810994950874,-0.02112332764829182,0.03258778135339788,0.05971418785226763,-0.04575047971790307,-0.03790442767925974,0.05994701930325945,0.016305533710127953,0.13777549331477146,-0.09039427645048002,0.01643793613329589,0.011972844430907788,0.0761447724572387,-0.05039761736790485,0.07479433797134308,0.06701823009738117
TNFSF18,-0.013674912877512355,-0.0415718263043108,0.007798460369610596,-0.02574558548715043,,,,-0.011833032191360091,0.09352834415777034,-0.01541531116993134,,,,,,0.17977531379076395,,,-0.01624661561002921,,-0.01555898258380502,0.03901294307831203
IL36G,,,,,,,,,,,,,,-0.015620002679475765,,,,,,,,
RTN4,-0.03010197530847979,0.06057582804375322,-0.00825103536603535,-0.010445494304021493,-0.05380157800520428,-0.020159719042408684,0.010255770688173632,-0.04081669729762163,-0.2718283787087006,-0.006240865324370742,-0.04088152408433713,-0.06429891477055076,0.045195379616522736,0.0613524349328906,-0.03882761870725282,-0.0004273414557200415,-0.057248450444494114,0.014538418675750595,-0.1278573032219079,-0.04051612170673704,0.05565930961389228,-0.024038114945441554
HEBP1,0.02146666508303733,-0.04718327446480705,0.02726990207555276,-0.024298260725511934,0.025405977113193756,0.05128403617940486,0.006654428864122478,0.05600645357545253,0.10303971723560973,0.008886996116739824,-0.04514114906929997,0.020905479201957008,-0.0456990868261607,0.033227264827382426,0.043475032124616085,-0.0261007208528989,0.06688399487068553,0.019549956725130917,0.037235613144694896,0.01568034689624787,0.054107202319566255,0.02233379944597715
WNT7B,0.008324266813977034,0.16039292776408232,-0.057793614140823825,-0.02217583450100708,0.05365950922126943,0.04663355936207798,0.010058488274436162,0.0013461686775672445,-0.12235698472761845,-0.042136633273126535,-0.025169861066549493,,-0.01792969061711376,-0.01716818301571261,-0.058119003702142166,,0.011102665289533445,0.023569085439223463,0.07663365736542643,0.030778029516180885,0.1470650560180364,0.06267626971081465
PTMA,-0.04916751497680166,-0.08499703823970464,0.07869444846053024,-0.010338519538135513,0.068994153399658,0.026392083337629577,-0.07821704376363474,0.04854728190871332,-0.2041386160153002,-0.07459838692975032,0.0024004988537242693,0.10035404189880873,-0.002087632653604824,-0.0524756857422096,-0.08087623239302667,0.06323133036186745,0.03903352966667571,-0.028090764425962585,-0.07330198857368914,-0.0031322942180321686,-0.04637065364947063,-0.046989755678425976
FASLG,-0.040774041196633144,,,,,,,,,,,,,,,,,,,,-0.01623468198813941,
CEACAM1,0.04211280056651641,,0.06367414198754066,-0.01701861919289052,,-0.015081572504854094,-0.01389737322211548,,0.014372597693862846,-0.01038398583260843,,,,,-0.05582872470097484,-0.03236426589382606,-0.028685790511206427,0.05580256415971575,0.005860597876823943,-0.031385393661232094,-0.04256196932105591,
PDAP1,0.057368412421457786,-0.03497852241171267,0.11176502624871933,-0.010152521387111863,0.04918267769060206,0.007275717652282175,0.015863660053036317,0.022611153000169505,0.2029951045171967,0.010333135938608056,0.03697566810894631,0.01644684162796495,0.039749333461889996,-0.027650223015707666,-0.052179150656953686,-0.006326776536306172,0.02522940396919784,-0.02959813020878785,0.048598048707473834,0.02107888247932962,0.006526101364415203,-0.03924264604018141
QDPR,-0.052822712995964756,0.09339896040777208,-0.043172185070753336,0.013748511700142185,0.05104982270168412,0.015972052562246757,0.10819295531913421,-0.06822132915533498,-0.20370428401847887,-0.036879555908332265,0.00394872654798824,0.05547892059512444,0.04197492045015251,0.03700351920150215,0.07859525139806257,-0.046191036576705716,-0.014292637687671911,0.038895155527429365,-0.06718821739779407,0.01959382309320502,0.0336800986852464,0.008032296569091324
POMC,0.057441317017312366,0.1165467686343202,0.07983482165053908,-0.019265576910571007,,-0.018544632503331625,-0.002331799007278241,0.01700662754763102,0.0406950222239059,0.0020959605360259233,0.05929925388861703,-0.0227539706190981,-0.029118165021147918,-0.033466023158049564,-0.07857991012256449,0.07309803643138588,0.10111048490170792,0.12012725603456358,0.05511373856547679,0.10024774042365267,0.038500152806088796,-0.03126848024619282
CCL18,,-0.00820155077739418,-0.037018497735487946,,,,,,,,,0.03324523414899912,-0.03903871812696867,,-0.047870212712543964,,0.03253917341658621,0.025491636444881855,,0.032483155857800754,,
CCL17,,,,,,-0.025711165565856335,,,,-0.018498212047760556,0.001221955172202856,,,-0.014269315899426826,,,-0.034978518522658944,-0.04383961759466665,0.11189960438715799,,0.02075599434283428,
VEGFD,,-0.06281534918391599,0.014022037000543212,-0.011263051787791363,,-0.01858779678648841,-0.013296219855239709,,0.01667270646296288,0.02378198377542445,-0.011963953369388741,0.013926066244329335,0.018525209807153133,-0.015292867817742422,-0.05393114561845122,-0.04399851025770641,,-0.00810928134383584,-0.03234358489721229,,,
TNFSF13,,,0.026139679598459635,,,-0.01773498657445071,,-0.011475572715855505,,,,,,,,,0.10924448430603573,0.03087478760791186,0.0006663810224580282,-0.0352436935529106,0.09928964931900514,0.05947378963547962
WNT5A,-0.010128165927127342,0.03052393637213489,0.06868810608886683,0.009812146521418708,-0.018455332357162502,0.08010476000992496,-0.03501773948129724,0.06413794978363908,0.15919998895539922,-0.013366618653052926,0.04746746654351487,-0.015365730695246573,0.009629832637391221,-0.05631181954612025,-0.04510086301396957,-0.0016026074747043768,-0.026100284834337725,0.028747124708762322,0.009969707725373853,0.0270193920915195,-0.002642128434162849,0.025207427682548262
CXCL8,,-0.10154291822105815,0.00343919515918977,0.005468537944658477,0.03678191859262471,0.008547048515355208,-0.05395012323248628,-0.01632325789234815,0.07838336281610722,-0.010594843206479047,-0.029000970589742003,0.11535019148102878,0.022407589765955537,-0.006653322599498687,-0.15755196664835708,0.029913401488173393,-0.09105259949649044,-0.12237438032660176,0.05150985175547313,0.08810916034088208,-0.0784147766633818,0.0025775446706987125
GRN,-0.10573951940268425,-0.014922902200241533,0.032317103081982095,0.043087987096887465,0.02227426800978692,0.017781601461161617,0.00866505169987837,0.01378605442411058,0.1985796734518465,0.002878220699060181,0.011353811046236815,0.0216382492272793,-0.02275472338032409,0.014892870235830405,0.02009283709012565,0.09032500296060303,0.07841676763039793,0.00825476694114165,0.09852305574582323,0.04382677166949483,-0.09421879490312551,0.02155771257685692
MIA,-0.013367587595426781,0.015562579363322542,-0.012804414846323017,-0.02167809410745507,-0.041450831380497016,0.024051604963863805,-0.0221711708735564,0.050577163292474143,0.17709330485881303,0.027626722979114848,0.0007469564624213689,,0.046210291669673206,0.010870941828970434,0.037457974266818794,0.039805868286680555,0.10859832126972022,0.05957900951527365,-0.0008537859840434094,0.08957576929386242,0.12019420449338945,0.06955200862324179
COL4A4,-0.016818792657020125,0.01597027933932349,0.03781151407726829,0.03112415651752021,-0.03154179214492064,0.05780237499610543,-9.674981016785914e-05,-0.01091850044356174,0.00044428456230347633,-0.007798802091306979,0.038078730429711,,,0.04545356051803098,,-0.03445170004862746,-0.015778673700294274,-0.04346770675152131,-0.02905217252296367,-0.037428807137066984,-0.006770379780068504,-0.049969683647402334
TAC1,0.021112628067813506,0.08880233701434248,-0.033619771185586275,-0.035719519081260545,-0.04526177433333962,0.001567391180284769,0.06829483669939496,-0.05380309784417142,-0.17283539419230343,0.006504416805500324,0.025714893644766302,-0.008875363679984278,,0.13638784137522567,,,,,,-0.038323041742055065,-0.03644957965874758,-0.0020555685296147234
RARRES2,0.06867852668415901,0.004931475271743354,-0.06790316344638649,-0.024713518165871858,0.07044543670297614,-0.01435867460700135,-0.06290269246839439,0.03429376936431177,0.2271056457059708,0.007288375179747874,-0.03031019191656578,0.04819277090348673,0.06859785342818438,-0.022395230277346898,0.005779086979050885,-0.08394414369180726,-0.052531185054513464,-0.03660902224288331,-0.04609699844672832,0.08521717693534257,0.05278206321036187,-0.046481160240111
FGF7,0.054918533873226,-0.015292346994790712,,0.11064138338004867,0.03400581268533111,-0.013596351986711873,-0.0254583941101135,-0.03129425843746835,0.051971379855281725,0.049378454699843845,0.02012111669609211,0.043024374472192234,-0.034036466059073546,-0.02385655168002823,0.07424816652763405,0.029112150048234548,0.024021790466617333,-0.01048355906233611,-0.005142142371477391,-0.0797237408218272,0.08103812978340517,0.01116404337421766
