,UKF266,ZH881T1,ZH916T1
IGFL3,,,0.03560016401230191
BMP1,0.06139150225959176,-0.05014536410665358,-0.01986648559837574
NDP,0.04265763591161379,0.020680420780583283,-0.014680710639309376
TNFSF18,-0.011833024176895019,,0.03858984961719781
RTN4,0.024464204931211722,0.05832215567586923,0.017433197555433304
HEBP1,0.021459341185457517,0.03837233036103523,-0.0057819995843222775
WNT7B,-0.0012633591423218738,-0.02006997139618311,0.029248133158606693
PTMA,0.004002943578062047,-0.0060133139251006594,-0.009489030858750573
FASLG,,,-0.01383716915113698
CEACAM1,,0.09786613370893524,-0.019252388563584154
PDAP1,0.02142136398555082,0.05047517711382822,0.004913505015774398
QDPR,-0.035104700671628394,0.03511843936673674,0.08777027046528575
POMC,-0.03121790438617187,-0.02179096751398124,0.06809639391611158
CCL18,,-0.045873213357133756,
CCL17,,,-0.012541839649939655
TNFSF13,-0.011475564943496296,-0.014958289142672603,0.0615052763256309
WNT5A,0.034985686211227905,-0.004627727704762015,-0.04634415161080855
CXCL8,-0.016323246836671287,-0.06223796434298353,0.03502818899054816
GRN,0.02592203298690251,0.0036544402175286515,-0.04569136727487223
MIA,-0.020750034609211748,-0.016341300139710236,0.004074301414070823
COL4A4,0.022203939486603957,-0.012740568671193109,-0.012311864111164162
TAC1,-0.07641480470436754,0.011222227975808494,0.15586870119162693
RARRES2,0.04330668603196453,-0.02272367648333947,0.01347108079364764
FGF7,0.01620320123480902,0.0030689506544064413,-0.00387025938397635
HBEGF,-0.004725683194311847,-0.061209903358128495,-0.050145998043218544
CSF3,,-0.019097088783319855,-0.013204622344257505
PI3,,0.010127375996519866,0.06612291764158183
PCSK1N,-0.019758834267070834,-0.015198244467342144,-0.00015738590185490766
NTS,-0.013328999241315597,0.03101430478276336,-0.01955424509346606
SFRP1,0.03635668835852213,-0.012712829634815735,0.023857565495604825
CXCL13,,-0.018209302278034294,
MICA,-0.028291238088563958,0.0046669289979057015,-0.005660772126027797
TG,-0.015385178825619013,-0.015717197525630437,-0.009434165199226694
ADA,0.04392783249053044,0.047235598383466214,0.014844120919787172
LAMC3,0.039325362780035324,-0.005287289654262221,-0.06274840066036759
CCL7,,,0.01555002263630881
NGF,0.03462552282554096,-0.03278552817577928,-0.02113833187606776
TNFSF15,-0.01782666550939401,-0.011858964277879972,0.011376414592140088
HMGB1,0.07781629620698988,-0.0065095613050673755,-0.009453291463972353
ITGB3BP,-0.002366872791221962,0.008571463602702587,-0.019444885197769466
AANAT,,,-0.01464029679607995
RELN,-0.036915323523350856,-0.014324343664112962,
IL15,-0.012684732292952503,-0.02892766371791637,-0.022838082271098237
BSG,0.05470764759768612,-0.011869593986132672,0.024998731537967812
ADAMTS3,-0.0013067512814056688,0.12321270345071281,0.1211525478276199
CD34,-0.02288262178324402,0.01957117589471073,-0.006282882350240538
PLAT,0.025404630174046944,0.02421889908748038,0.048271965871882365
NTF3,,0.03779707593854849,
LTA,,,-0.01970363314184397
CKLF,0.002337596125333444,-0.018260687480281607,0.03367479092310489
CD24,-0.030612378611684445,0.046257874658886644,0.06728939317231959
HSP90AA1,-0.04650350338311494,-0.009725311811024187,0.006916651259505051
BMP4,0.07299374519373951,-0.041094121530996605,0.043420623925652505
SCGB3A1,0.029672559419587338,0.05232827234453097,-0.029012833921650046
IGFBP4,-0.01808686225813327,-0.0350172995502523,-0.0068602884760839795
RSPO4,,0.006292843528665007,-0.025987029598073103
LEFTY2,0.06855605642555244,-0.02255512511426221,-0.01732480171496463
PF4,,,-0.019703628582277113
ANGPTL2,0.04101583989311517,0.01366430859324233,0.009377573138593439
LRIG2,-0.03153222862904244,-0.009903757324336708,0.006546415214701928
ICOSLG,-0.0056081998395813015,-0.016238738747876135,-0.00971776255514767
WIF1,0.018002729232435823,0.0818330905449038,
NPPC,-0.03106484175708714,-0.03368666815061814,
LYZ,-0.01598694832272013,0.0035964155060118986,0.017759077123178153
EREG,,-0.02065746570868786,-0.014746878657497842
SPTAN1,-0.01358832649072098,0.06317033423043991,-0.01734980841890403
PTH2,,0.04709920743134599,
LIPC,0.0178335324895456,,-0.024912844306554043
COL8A1,0.045331631472927604,0.06518579667184148,-0.0031699344938337162
GSTM2,-0.010726649186018383,0.035889442383774235,0.04263972578560987
SPX,0.08027374816119151,-0.021951901270323173,-0.050962952740849096
MFGE8,-0.01681614143465158,0.011993730009502003,-0.035903811464617755
TGFA,0.04810378541736582,0.03025183713671792,0.036076302348884946
SLIT2,0.05911794735576093,0.01481627748460882,-0.022221462812850885
PLTP,0.06656125039765481,-0.07302240342378354,-0.0053565610604261495
APOD,-0.017701430447832827,0.008287072918331783,-0.02904910634785665
B2M,-0.033318139327223155,-0.06728533613524029,0.026950985368656446
OMG,-0.002115445154152052,0.010718215840766909,0.014899750254290007
CXCL3,,-0.046525484143788015,-0.03203279971866939
CXCL10,0.003707708350642025,-0.02266250007735096,0.024862224057576546
RSPO3,-0.014062051507061314,-0.0255000566702589,0.044110174450298266
CORT,-0.02918370759987991,-0.02758383855519823,
NCAN,0.055354048605748746,0.06652748122868608,0.014930680104880682
PRG4,,-0.029623692797244094,-0.03180895054253048
ZG16B,,,0.077199069297517
TGM2,0.02307962101249281,0.023349802427772674,0.020933962418546774
VEGFC,0.05869931851500725,-0.013800969716251946,-0.03697585418614876
WNT6,-0.013010626889214444,-0.022011607511995195,-0.021145574358935892
NRG4,-0.01592741247722107,-0.021901525635673588,0.01470639958497434
PMCH,,-0.012609994198760199,0.07255885985568969
COL9A1,0.034908656391717086,0.022101527294637165,0.025795001536622217
GDF11,-0.0049898455991424645,0.02705797032182959,0.010445451396785656
RAET1E,,,-0.015403993473008078
SORBS1,-0.021220931924726443,-0.0375692632930024,-0.022171018823808605
DLL1,0.019450207199243782,0.0488294366231194,-0.016651330495546183
TLN1,0.0277796581158745,0.002054744842463097,0.017972652452930945
COL2A1,-0.014095395026239148,-0.02656498429172579,-0.020435879304991557
SHH,0.0791923784947608,0.04072587526879936,-0.04044992180304335
PON2,-0.01923504023089164,0.0065117100449558485,-0.03673802083960706
ICAM5,-0.012004858836239552,0.04288873846383024,-0.0032902446715816817
HPX,-0.013010627766873053,0.03685953862006852,-0.03240532576490222
SFRP2,0.005698057455897686,0.011192817393898349,0.012600638712853959
CFC1,-0.021984776893950914,,
CD70,,-0.031894155688306246,-0.0214236349606975
HP,,0.0014069025061338174,0.01764522478621624
CXCL2,-0.020108488451546683,-0.00010427228652950666,0.01983877313209153
