,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PCSK1N,-0.023678402364579253,0.04131257262037014,0.03377493532453415,-0.03784636758673346,0.0920256700122787,0.028018756076675616,0.10259926949667796,-0.09036287422904869,0.0020927034820931024,-0.025353562687748306,0.042420085081081034,-0.13556760993606468,0.010890079704185473,-0.011079983191490839,-0.09465291456034138,-0.0158022276436171,0.045103250026664876,-0.039154150884039916,0.01047458341533479,-0.0075235050083131035,-0.08947357248025115,-0.039074117898843005,0.05259874882189363,0.06502860621300775
NTS,,,,,,,-0.04923758315682585,-0.021790151194268473,0.02303678590628725,0.08435499607189391,0.0023408647134732087,0.022132366199096296,,,,,,0.012505793000502929,0.004818265390497203,,-0.0021408427418907667,,,
SFRP1,0.08399827454843718,-0.050710084220498115,-0.011646005365392028,0.05549970403621218,,-0.0143939464869709,-0.0705557173563942,0.15124322089189368,-0.042399285520258755,0.050175378008223546,-0.014195823009664587,0.0553953844440928,0.061026435843479145,0.022517373454219343,0.059263905808976065,0.01732366785839238,0.020144133316774816,0.03947395172147197,0.013384561438634097,-0.05656079659079666,-0.016492000216150517,0.044271288156916805,0.021965896854003287,0.01978864616813072
CXCL13,,,,0.05441200127325141,-7.366236690566832e-05,,0.06130368393150538,,,,,,0.05445056773484993,,,,,-0.0187995764534752,-0.07879962196447697,,-0.028355241570187584,,0.02224338639242269,
MICA,0.02823971547533755,-0.04407057400734208,0.00495679686035059,0.006566134194626818,-0.005129912220747366,0.012772398349359608,-0.020712449029570014,0.07415332660661453,-0.0832453307741687,-0.04055039926521474,-0.032160933933443166,0.004532609663069325,-0.01041313876603233,0.006714098134554635,-0.022216597769191833,0.07072071562582286,0.012969148395679407,0.06719394314701457,0.04003326043562567,-0.02608222017515576,0.015311617867225397,0.05228742054278738,-0.09762902631620439,0.010926298361365815
TG,0.0921058811975632,0.09336490961965477,0.016425420244624973,0.009503558890049372,,-0.015533348753465029,0.05310366266448712,-0.018238038475234405,-0.033749159583625656,-0.03321898768293418,-0.018794910192846848,,0.05388915523983995,0.04042408199693774,0.06270592661917229,0.06387839899028783,0.07005359336981344,0.05763732724178192,0.011981667952217877,,-0.023030307840047646,,0.00511177787286992,
ADA,0.021290632008651254,0.04833792562913915,0.0018612354999993897,-0.022050168034750676,0.01658077411867474,0.045247344370284964,0.04632280211803912,0.008880517780870328,-0.04113483195477412,0.0041838656829698544,-0.020580508907416455,0.09268234146908867,-0.04674479756657355,0.04490487070150863,-0.0438231338984086,-0.0038323428820929875,-0.06049499290478393,0.05973471836552099,0.05290471665811753,-0.04155934613721465,-0.0074356705485683055,0.08340663045667107,0.09412181472908752,0.26421491561492966
LAMC3,0.014862781994492888,-0.016400564306044293,-0.06284552597631185,0.06404221523544379,0.14002903537512199,-0.03078652224465775,0.05319887274178655,0.11069698602334227,-0.06617981562780641,-0.027775632110133456,0.06338251032932424,0.022705721724037363,0.0126001568232232,0.04609372045781666,0.006899722537927527,0.04392208866752592,0.06728267563439694,0.028891702772454935,-0.007470109254590814,-0.06626002088415,-0.02413246211409898,0.061676257066697396,0.017601198106159243,-0.03459048140635385
CCL7,,,-0.022519559667765827,,,-0.011230586330668695,-0.07605283929810404,,,,,,,,,,,-0.015163082506448577,,,,,0.008305265606061476,
NGF,,-0.025601998612807948,-0.03866496564879843,,,0.06720912286680748,-0.05295772230255654,-0.042660315265091155,,,,-0.033486837571731425,-0.0014665155521740494,,,0.05813300191264,-0.013773638078327573,-0.03421454543766642,-0.03228340907788204,,-0.04804042230527775,,0.040877611524705156,
TNFSF15,,-0.03167286750067886,,,,-0.012505807160140827,-0.0483490098188709,0.08212462698217021,,,,,-0.01645293761604201,,-0.030698658770767145,0.06184266303372949,0.11289030274674383,0.009141044676087463,,,-0.01737686362586762,,0.1013293606240775,
HMGB1,0.09823145121883374,-0.012783058039758334,0.04722584993569358,0.026981071927373326,0.21600442481512977,0.00853433324843349,0.1497484322916732,0.17403698469547074,-0.00784458582611357,-0.09986601074998515,0.08586519408372664,0.02632661556900264,-0.02232382085088265,0.004748770529933238,-0.0032725751906837845,0.0029718726557050657,-0.0040534782781857315,-0.09466167988582903,-0.048969591685002346,0.11393685859012988,-0.07030688385827501,-0.04235454409969114,0.05783218907137799,0.11294152479844521
ITGB3BP,0.041593848026620826,-0.023537897589288967,-0.0011523769473141337,0.06247851683947616,0.061008585974105044,-0.011940729557618827,0.056801747645283264,0.23450988265366376,0.022729479656731787,-0.014911805708630613,-0.039658589249127095,0.017230721791700498,0.09420679130161026,0.002538491088785917,-0.0797272670021386,0.026376252425907392,0.003184162813594974,0.00970185972698219,-0.015522812914690284,-0.0032550587069646994,-0.06568897355058387,0.098168520835709,-0.010407418390652828,-0.0004711501150801852
AANAT,,0.007583990214219083,0.03175128526390998,,,-0.011379006717335022,0.05211895374185573,,-0.026102984073070056,0.05519853862832136,0.017981695176470015,-0.013718146262146501,,0.031596072125277326,,,-0.011235419834659817,-0.007974473667074407,0.08198078972133327,-0.04561021309023613,,,-0.03378369362412411,
RELN,-0.008245073368696055,0.022121896188746604,-0.01868270645353954,0.026747095219012973,0.001258060007742731,-0.004507956571022279,-0.0009669945216167872,-0.10552977772124895,0.017815416369356518,-0.016688550074826818,0.0018135738955455292,-0.03414018597970672,,-0.023328710730864424,,-0.02484555475102765,,,,0.006973645818832556,-0.020989368088884224,0.08120576129069733,0.02597253309508851,-0.07422447687724476
IL15,0.06073132332933923,-0.04502243443372557,0.04557282039971503,0.008791630812872627,,-0.039496193749024945,-0.04638574393937535,-0.02529237085163213,-0.01667410916240713,0.006949415144835678,0.05305208881097114,0.0776629294567859,0.004650851567702531,-0.025726560779104426,0.05271341819116525,-0.017745939351776943,0.008729802992301765,-0.046376309117276554,0.00965454282480461,-0.05043312137377793,0.007543785676848228,0.07954461436667713,0.06119654488394092,
UTS2,,,,,,,,,-0.04745474098978826,,,,,,0.03276699862888291,,,-0.013295622511412078,,,,,,
BSG,-0.10810610657627676,0.05031831575919058,0.027252542022776664,0.014725188948874781,0.04398612973551605,0.012209159980946363,0.042798471195826825,0.12860293397062797,-0.013772897334652145,-0.039185240083044234,-0.00022883068213991076,-0.09086427963134992,-0.08098884882496794,0.020063337078664954,-0.08602234003106025,0.015358129893780773,0.034453763009399944,0.026724268392546692,-0.023915775469521415,-0.1272595019365738,0.014546193589269668,0.045281684886275556,0.004987238451594983,0.07050245106725393
ADAMTS3,-0.0015417938023110608,0.0033285955040777784,0.02563505172374007,0.0598337879045177,,0.024150033490342882,0.07106981554327377,-0.01863577535299312,-0.06735620290944894,-0.01440061515408526,0.006100269305665485,0.07155481662122588,0.013987101379251536,-0.0027089655142336693,-0.08032754624447333,,0.04331361756454435,0.004351203896927974,0.06254804126668345,-0.03456669528079793,-0.03271013013399385,-0.049320534172357815,0.011500868212229157,
CD34,0.04518073731500461,-0.038347775639107254,0.0042474168943139245,0.02760584184543848,0.07693339672586404,-0.01574916964908269,0.07364010085673384,0.08634151149120942,-0.012055648511028394,0.01863920047905185,-0.026074528654432508,-0.01984768175229881,-0.015240691562034454,0.004034738823004633,-0.0394525680624841,0.024762475800060493,0.031528478404098344,0.029740066109644133,-0.004003034355328124,-0.06992577095649369,-0.03625127586132961,0.10525520269805594,-0.04873143412533567,0.03665092746576553
CCL23,,,,,,,,,-0.02400098992337277,,,,,,-0.028967546477886175,,,,,,,,,
PLAT,0.0176717287056175,0.012901764702236425,-0.008099881634568483,0.036976506926846855,0.09610203432372677,-0.006044845328842896,0.020330048971686488,0.233782714039552,-0.07092941104883949,-0.030760876997652342,-0.04788017055262953,0.029411600240739962,-0.019044228424177585,0.04528381236307298,-0.002146113065291584,-0.03786226497409787,-0.02754808912211666,0.06271691477423565,0.1593436626030453,-0.08247006951026163,-0.1076021234129833,0.04409238154785759,0.007880507141353828,0.013167121805387334
NTF3,,,,,,,,,,,0.015860748400317624,,-0.03504573293275992,,,,,0.02397509513952885,0.12681036934774403,,-0.04695077012049945,,,
LTA,,,,-0.020371485142329313,,-0.014393945813599459,,,,-0.009425031019050662,,,,0.032377291483395715,,,,,,,,,,
CKLF,0.08499550192955445,0.014965885915317133,0.030846022268931586,0.0017217707958418532,0.06702206426330885,-0.006596437214857804,0.12226965615130703,0.1742800260851702,-0.03682158540949857,0.01449840362392437,-0.001640836249075357,0.032950542508291034,0.06831272397957258,0.06843617666156693,-0.04102095452130386,-0.05639652223611865,0.03907600485738538,0.06611090022922134,0.040972779726897654,0.0050494700304883604,-0.1074117072189322,0.05853813123070724,-0.05992097676801012,0.02345305398184359
APELA,,,,,,,,,,,,,-0.017476415937007935,,,,,,,,,,,
CD24,0.05701909431599551,-0.10934828528057934,0.04776923123359892,-0.011815040773756948,-0.020324615181536408,-0.014954112239758321,0.22225307392405308,0.10204482676188839,-0.025624084774789453,0.08804948227124966,-0.016470734126579446,-0.023461036047697316,0.03905886459747341,0.08710399978338747,-0.012373581453435617,-0.004382979444693165,0.09325572075011668,0.03612739196675484,0.05039317298990346,-0.021074703271702216,-0.05840883761587311,-0.05636152026494049,0.02320980093258826,-0.059123342037725964
HSP90AA1,-0.005302461712734227,-0.012619540749663743,0.0011912365062224889,0.03193318942845419,-0.07156752458096333,-0.014774431424132423,-0.09039757278542056,-0.22228421448299351,0.05795132261531671,0.07742664818657218,0.02390838539356488,-0.1497510065042833,0.04892821266916605,-0.09245259219949756,-0.083217536004393,-0.014776159757525366,-0.028042484593945538,-0.18608503224900677,-0.20993182847660768,-0.019200433060781865,0.06876714662947166,-0.0243228639878263,0.10498714747991254,-0.04052926168024356
BMP4,0.029711517213110883,0.008045304060108569,-0.05274707849537903,-0.008822755568612414,0.02194717429769575,0.026225422183078124,-0.0056952002155537486,0.1576470594954452,0.052426710559801123,0.01612963197738552,-0.016445773663973685,-0.08062245268099053,0.04663938230460412,-0.014328697413448603,0.016274500135926257,0.10228267514569858,0.007407898061336696,0.0801135365085944,0.02974791870199116,-0.024593614920554566,-0.0022367358305612883,,0.05750395078078255,
SCGB3A1,,,-0.022519557415839952,,0.034716739147869075,,-0.011396461239107272,0.09508181228370541,,,0.09027927738975129,0.03590122210682927,-0.03444560614793327,-0.004982675289611519,-0.035748279496684035,0.015762940035008055,,0.12294559222214298,0.0021141225911726976,,-0.036086262585419096,,0.01669762955236711,
IGFBP4,0.004361762397701724,-0.013171369091161438,0.002825474846531213,0.03255563267055539,0.0715239678251575,-0.021996232318442978,-0.11080143010971627,0.18705898184045874,-0.06644325406560764,-0.012351460549675114,-0.06196760696398095,0.033277072126802365,-0.030616675064442083,0.017929430628101144,0.008669106860240814,0.02298000795644738,0.03132356786636659,-0.05047609554597972,-0.13038096064249524,-0.09061586265034233,-0.13155173832156092,0.07431050226075714,-0.011291845117565064,0.1206318459308381
RSPO4,,0.04301983852507674,,-0.04668750249024136,,-0.022032455892810134,0.04930238030195985,,,-0.03346335965284555,-0.0030166265158631683,,,0.023836320452713125,,-0.05925244914946914,,,,,-0.024302562104361523,,-0.006313938437652977,
LEFTY2,0.05629887752867576,0.03913773390035694,-0.012619750966784287,0.01958403639886336,0.06701153702729971,0.0767660122749984,-0.024233517403360272,0.041057475068085325,-0.08112214281921552,-0.038769552009247435,-0.02003854214208088,0.07926406951343677,-0.018603169737151485,0.08334022909128622,0.05242378561457228,,-0.04422496397693154,0.07615723039029747,-0.03762587523570899,-0.1414515711675153,0.05043569180851466,0.03613694174869401,0.05454826191437567,
PF4,,,0.005936746283780879,-0.008132385146150724,,-0.009798465317764744,,,,,,,,,,,,,-0.029993137735597756,,,,-0.033370911747052895,
ANGPTL2,0.061779711640893166,-0.028158912303553718,0.028040634386219107,0.009304252051076179,0.13066170975457533,-0.015466869199798191,0.0888378835566426,0.2918140976014736,-0.051041519138703695,-0.018815433087368653,-0.0847099295191854,0.09142322399935754,0.06633148331296271,-0.009934725453744138,-0.017547596255640934,-0.006799847646842881,0.02238509713606433,0.10235198011652126,0.09858368197822354,0.06529844832779781,0.007103905634121114,0.07900612970367239,0.008455125279723844,0.12047987494597309
LRIG2,-0.02836406683313878,0.045659418464492736,0.05241887640905349,0.012722574464334925,0.006814858753704563,-0.024566426989306094,0.0701675423716681,0.12842314037197264,-0.00723428848973356,-0.04187897781849002,-0.05014415916541945,0.029926241758790818,0.05509768162663712,0.04644462533994308,-0.018667037648786685,-0.06869191145079928,-0.05590622941236747,0.061102207539219154,0.05595772969174652,-0.01045777439403031,0.02721770664905407,-0.008055125077339862,0.06048272946321745,-0.008499420228738326
ICOSLG,0.08345014806712564,0.14073926220926047,-0.0037295189830730846,0.04543877801137937,0.04464199129564874,-0.02920594481162626,-0.01961833268639192,0.08819076671381905,-0.018804007494834244,-0.022584799826159404,-0.01863819914729112,0.08824680528762471,-0.004968105629485533,0.07185625297918209,0.032175248955777946,-0.02287133858640805,-0.012529776422673994,0.06052392169006547,0.0881835967430291,0.02689647955606817,-0.02492291579381025,-0.019175930160986537,0.034232979285494534,0.04586292782568543
WIF1,,0.10183881815093544,-0.02561202888749805,,-0.06229171810699447,,0.16526341329567593,-0.1632671510590474,0.04371560107509728,0.05338591034025281,-0.03438939063810901,-0.12053172875615177,,-0.0005988545351748165,,,,,,,0.026884487296302263,0.049060637556067925,0.0005608875943374245,-0.013599684071472988
NPPC,-0.025754267604755347,-0.06382867937436303,0.08286176378732563,,0.01099487894234142,0.059552715562528225,-0.04128094234237162,-0.046665012214235434,0.05042598595812484,-0.0326492688063669,-0.025397500321375784,-0.03914778211864586,,0.009595081270719216,-0.025593821494545626,0.005887608244447863,-0.0523837269634356,0.03704966734686187,0.003605569845355955,0.057208061525357776,-0.012082108593082282,0.03656112488124833,0.10163616750412549,0.0017751647173021193
LYZ,0.01828209410260165,-0.05635900875482965,-0.035712272476640355,-0.0845084588011293,-0.013164681961928134,-0.017090045737325043,-0.14207634734476213,0.07164020327609992,-0.06345552123885294,-0.033868701043091066,-0.014720595483763711,0.10731825454196864,0.030543066778527885,0.020313705929442757,0.010239808856602917,0.006519146820027613,0.008379072516134711,0.08614041875144869,0.0269828287904496,-0.06453521491539137,0.07168046368236114,0.0711015338228992,0.01195079786907411,-0.0811437180687871
EREG,,,,,-0.007393347187436582,,-0.08210238354519736,,,,,0.06255265195581192,-0.003983719645494818,,,,,0.0016875955141918797,-0.021948317907447213,,-0.0302692508438922,,0.07478673236586708,
SPTAN1,-0.027409047130767916,0.08709093084770463,0.038388051169607786,-0.010410416915834986,0.09861292791631164,-0.004641559088979505,0.06611639347618127,-0.09973839860051574,-0.044354836599157885,0.04062162431355088,-0.0674734158693886,-0.134162542156055,-0.03677502235641967,-0.011927771181911559,-0.06812130178627383,-0.01639495109108351,0.04294365548769661,0.019379770287177023,0.11674562400409826,-0.02083643731275214,0.037025818536256534,-0.026936452047578767,0.11413919407085434,-0.03238238176635291
PTH2,,,,,,,,,,,,,,,,,,,,,-0.01712503061443581,,,
LIPC,0.030784250208468672,-0.048031587611695764,0.0306648493218601,0.07246064271654791,,-0.01760857193978066,0.08525325578462975,-0.07618797409678464,-0.04885585916846756,-0.052564952720912064,,-0.03585911606188506,0.030552871748051262,-0.013212032955865373,-0.027139627805928383,-0.025659727087487625,0.01102662167181738,,,-0.06089403814766572,,,0.06533885447483978,
COL8A1,0.018602431342890552,-0.049812366965422315,-0.053399138910389686,-0.004045944930372291,-0.029313418809341685,-0.03292286368690464,-0.010513908531020534,0.10314985353105992,-0.041870116925859395,0.009107797381269352,-0.007256194092828647,0.07203838955898954,0.027822765474795372,0.00032748710582072995,-0.034135416798784575,-0.008771562941937608,-0.001325381594869132,0.12024499507554615,0.07160600827499139,-0.03461934940879516,-0.01812323776846554,0.08161666976188342,-0.09759655989241998,
GSTM2,-0.004265092466994588,0.11186522174072155,0.004634514078067202,0.0898556733902611,-0.018318700736406183,-0.016424562148058985,-0.007996938241749834,-0.0028262772676439056,-0.018674702647835564,0.013531618640150253,0.01468029695297082,-0.0053441191762404975,-0.02956152513281203,0.044336870997204916,-0.005334042942679457,0.0951442928866438,0.011747613104468379,0.11963943731181789,0.038183171649046645,0.05459721538476994,-0.02711684179239071,-0.04495343591324295,-0.02649125228787453,
SPX,0.12566876662596263,-0.04556321745578956,0.06509450554819023,0.058647413140086056,,0.06441877540456548,0.027733636332349317,-0.07580804900819356,-0.004540873829322409,-0.004712646320808483,0.0445970666908635,-0.037503331661440056,,0.027950801722336497,-0.010119008762699815,,-0.08185287637641665,0.028817132347009975,-0.037240314179232396,-0.003971043675131362,0.1148999597909145,0.024821233365642296,0.12420094150856403,0.05909069203792319
MFGE8,-0.04246479846688985,-0.055028234699168725,-0.05810287833167644,-0.010464784856727282,-0.044089242383472914,-0.005539685999360115,-0.022053093554939326,0.15998818292525746,-0.07560884038340526,0.0174393415643824,0.019442984456776575,-0.09112699080688187,-0.054607309198401566,-0.0038013921442719206,0.00528683964957956,-0.0009118468437525635,0.08419228454774241,0.07715634037700703,-0.011710248178346403,-0.11055443198408883,0.0153777422288004,0.04005929495430994,-0.03743148088388713,-0.022646935608023274
