,UKF248,UKF251,UKF266,UKF269,UKF275,ZH916T1
IGFL3,,,,0.016514277894310855,,-0.015954312838583777
BMP1,0.06962737011576735,0.003856196565968503,0.02867922233413857,0.0888475944557353,0.011272364080174978,-0.010425921979330588
NDP,0.02211697105364352,-0.02460149618094345,0.003169213552506133,0.024511178419604672,0.08573829303311765,0.07770791530542426
TNFSF18,0.07964113137622024,0.044990992954541814,-0.016264940139817864,0.08397160474256657,-0.010336036015386987,-0.02691207342034124
RTN4,0.03641717485334313,0.009525954320575215,-0.07878551603606827,-0.07020125762617864,0.09310827011925632,-0.0035199174353087916
HEBP1,0.019566241768652883,-0.007065208024726334,0.09196636681609137,0.04353788930556449,-0.0023107722678759866,0.03253396250288491
WNT7B,-0.004111566593807338,-0.001011623870775583,0.03818892179729485,-0.023507103940968034,0.009014787713995585,0.040295977416451426
PTMA,0.03631769435660581,0.0281535436545385,0.0937880391119693,-0.09059398077135296,0.04120993008879301,-0.08517754007068706
FASLG,,,,,,-0.013837170082011237
CEACAM1,-0.021644962799236583,-0.03143188238802666,,0.005774452975941105,-0.01625612225661287,-0.019252389858758965
PDAP1,0.005907906832320611,0.05982879070125656,0.038244770700218415,0.09204136282576637,0.0407883787219392,-0.03139000442791522
QDPR,0.0032775345373320334,-0.0011701129177098069,-0.05723014068631887,-0.08608164549461114,0.00216782193868534,0.015859415634306602
POMC,-0.01917149191588449,0.024322982341602867,0.056748885625947404,-0.02007181777442597,0.07998479226411909,-0.00038862144674170495
CCL18,-0.027010868470194075,,,,,
CCL17,,,,,0.07249602621880612,-0.012541840493672613
VEGFD,-0.0006587265919113635,0.06025167039006195,,0.08864329938743638,-0.013734322663189929,
TNFSF13,0.04799567681618029,,-0.01577359887770773,,,-0.0001639851880404755
WNT5A,-0.006512230573200518,-0.011305308433712913,0.10376223063242357,0.04804124508988317,0.003912707979460219,0.01193604594371821
CXCL8,-0.07094495048247473,-0.04215393351265182,-0.022436921341235365,0.06740825567098586,-0.05723756885311042,-0.005475698923085656
GRN,0.0660128694678291,-0.011334184198642927,0.042846275983196784,0.01605251021732303,0.009147729425267932,-0.0348154325989489
MIA,0.04931100382835015,0.004347502511191357,0.09161404225767034,0.008884336674474407,-0.025337527872791622,-0.010975574359952863
COL4A4,0.05799125900353299,-0.011889673401697155,-0.015007882447980939,-0.012656172110949805,0.027641592753115757,-0.03683144283611195
TAC1,0.03839914949502639,-0.037933413669063276,-0.044956296407674935,-0.069087010006953,0.06539663812056236,0.03424878618206224
RARRES2,-0.00660961331090367,-0.0013629763782668557,0.0395959278993574,0.06471436164050813,-0.00427168851284236,0.06992897359225142
FGF7,,0.009015963173529448,0.05330068382087791,0.011737462685116764,-0.010108863361724877,0.032277315977822275
HBEGF,0.03258823962494937,-0.0027396540959218466,0.04967615815838733,0.08936747288225785,-0.08163748545147252,-0.007494313047986697
CSF3,,,,-0.013389986492321456,,0.017664628802595058
PI3,-0.0284165724562414,,,0.03696562497089142,,-0.028689259478380143
PCSK1N,0.003838029271751949,0.03511596550780041,-0.05277381604147447,-0.007709294606389791,-0.03597334141663244,0.07443438284806271
NTS,,,-0.0183212145553617,-0.016457904098812832,-0.015374948041599184,-0.019554246408947804
SFRP1,-0.01521857432204492,-0.0023350188920032776,0.10260956770226243,0.00043985419684588757,0.013978037106965208,-0.0190998552619506
CXCL13,,0.027920267214357707,,,,
MICA,0.0489229161241394,-0.006222148648162575,-0.010041032480723829,0.12205893303964263,0.042752305630438456,-0.009193941314047967
TG,-0.025989067229998362,0.07219512446764074,-0.02114751131225604,-0.016160515721250296,-0.01298724430281742,0.10765727918485259
ADA,0.038098390527738175,-0.05741052994651682,0.031760606505830374,0.012697668788385746,-0.009329823390832834,-0.030490203362967115
LAMC3,0.05795638801498348,-0.0314343603086508,0.02273133099720568,0.046257619523813694,-0.029805447542171577,-0.02660853065913123
CCL7,-0.017181194164848555,,,,,-0.013837165161678718
NGF,0.10319380502750847,,0.05187398441727337,,,-0.04142805544852728
TNFSF15,,,-0.024503427278463663,,,0.02117255119400305
HMGB1,0.0237807166849413,0.06799785039746227,0.019990143772540284,0.007702471732366959,0.03126875789679313,-0.0021763306164463633
ITGB3BP,-0.004293730556341976,-0.03905386346244403,0.08348038362555847,0.09103473415740453,-0.02948503548841218,0.022557551621623435
AANAT,-0.024927298797002416,,,-0.012078130174824777,-0.011679504699215656,0.09781039503697217
RELN,0.02875873326212078,-0.012219341276259477,-0.014439162992788874,-0.03544102356761752,0.07307970120769552,
IL15,0.06251518845197149,0.005287052939670355,-0.01743564522054619,0.13782852729023423,0.021447102715466456,0.026258878729169377
UTS2,,,,-0.01961929843940614,,
BSG,-0.001910823308806941,-0.007736953801645173,0.06955718732349596,-0.04277201099411933,-0.018595194292685933,0.01790689995354715
ADAMTS3,0.05309576253410322,0.009455751489297342,-0.0014844497838703134,0.07148071937661102,0.04796881243076011,-0.006501231697370348
CD34,0.06314626488232793,-0.022913290283292104,0.023781893645447198,0.10096467293167526,0.0014217328944697032,-0.061652752673485654
CCL23,,,,0.042416205922944816,,
PLAT,0.019139063981493766,-0.010078641967995908,0.0527854402175383,0.07871940568609943,-0.024504742971357442,-0.05469342650809949
LTA,,-0.007916415851347182,,,-0.011248580220093913,-0.019703634467375563
CKLF,0.0664355099546348,-0.05421582970064897,0.0761034357618227,0.037143408002627026,-0.031880404811580956,0.030374575248841976
CD24,0.02524464493205149,0.056069826270123066,0.041775766264258274,-0.03850966050054244,-0.018315510225363634,0.08390181029711535
HSP90AA1,-0.05972497593488482,-0.009685291206367201,-0.06330216352698378,-0.1068747572786915,-0.04031763185725328,-0.0024815776613184015
BMP4,0.07971428588723946,-0.0029109404706177127,0.09301327144400677,-0.02600635092238266,-0.03226419463298153,-0.021261081504712398
SCGB3A1,-0.017181192446752095,,0.06226063804854821,,,0.058692323614237006
IGFBP4,0.06460392919249104,-0.04395492373935592,0.052941586648906885,0.08245440100185113,-0.011705841816331157,-0.035588953704455445
RSPO4,,-0.017308121595859486,,,-0.013082783592102567,0.04149530873094139
LEFTY2,0.026782875093056893,0.021528654678865687,0.06618331029116353,0.03813855465461757,-0.014277177718682709,-0.02625305292443132
PF4,-0.017822729178700255,0.0054560377560043585,,,,-0.019703629907808398
ANGPTL2,0.029031601059737136,-0.0008116252354274468,0.13237702125423464,0.0875059572802102,0.05046852454324425,0.011628156772191766
LRIG2,0.040392614467742574,0.04838315493327118,0.04977978602685095,0.04066550238737807,-0.03259115928729012,0.05217145712226522
ICOSLG,0.033548218929551725,0.00023912329745703892,0.05726370389121577,-0.013041757702230301,-0.024139033701507853,0.030662608521979866
WIF1,-0.03206910829088596,,-0.06648335871502213,-0.039582899374046174,-0.010095674223366219,
NPPC,0.038081444707419254,,-0.04269980218738292,-0.032519887545374764,0.03578807904454748,
LYZ,0.04936400537499644,-0.05391941645511333,-0.011998973474749526,0.0739499030113792,0.004270168492942986,0.020260801541312472
EREG,,,,,,0.03920466877197225
SPTAN1,0.06735340063523829,-0.02360083269552988,-0.022143384602934447,-0.028115790236105557,0.0041693325333673455,0.008750001340124606
LIPC,-0.021819705126270263,-0.009372870962981861,0.02875622821375128,0.04810956880205443,-0.0004744495599489807,-0.0249128459825273
COL8A1,0.008845724602214597,0.014073695058678818,0.04547960659577942,0.00954771209304951,-0.0022902612777305946,-0.0337147580841699
GSTM2,0.040136226528893336,-0.0076548995851241815,-0.014744185789130657,-0.004754920760034395,0.04048712013286691,0.0727296212821359
SPX,0.023151920702680243,-0.005178309295101795,-0.04184107872254121,-0.04235910808668851,0.028658094659212967,0.09386275199660288
MFGE8,0.0020402067893671555,-0.02748053431216704,0.028006649576304436,0.025248856880512947,-0.0666557279731799,-0.0034264319670674207
TGFA,0.05701491579532294,0.007898803489154938,0.04530238159532482,0.06446503274123203,-0.043432008126386125,0.025700298889147228
SLIT2,-0.013071192138485522,0.038357976525469475,0.04625975160172525,-0.0018810696529351887,0.02996875486639132,-0.02399270708191703
PLTP,0.0487673696676336,-0.002704676931706442,0.028836295141918787,0.10175065321035807,-0.03282532152757066,0.004372327580300729
APOD,0.06777052234567284,0.041981876552558736,-7.04325015059902e-05,-0.0014003189423408963,-0.049303699398271214,-0.029208972213114123
B2M,0.05724975936931892,-0.05963177946546028,0.031515472070281846,0.09399041812259366,-0.001927864582535554,-0.0819433110626725
