,UKF248,UKF251,UKF259,UKF260,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
BDNF,0.01727185508151687,-0.016128285446778915,0.019407138957577442,0.0486728566036746,0.06467434311559915,0.04080041296962367,-0.01749121399151949,0.02309131750682682,0.001456043752633632,0.03950278356218548
CCL5,-0.0259361932586212,0.009995044509857132,0.016846517139338,-0.01860962612664394,-0.002598661238102602,-0.015277651521993329,0.012358915915941984,-0.040964099737595065,-0.014703969058229667,0.02031077725136434
GAD1,-0.043589432205437595,0.005435577412484765,-0.012644111241574095,0.004464608856110421,0.06880620927011213,-0.020035516657682415,0.03603052316140507,0.04717928204407414,-0.004896342634395744,-0.016213759640918698
COL14A1,0.037019681694699734,-0.022498312238693426,0.03784105474523788,0.016665864894809607,-0.006957859770799109,0.07160414310945012,0.03178565953221716,0.014076168136514633,-0.10091899332377488,0.024701277402413933
HLA-A,0.0717664731971797,0.012980535946790515,0.00743439215671717,0.02468919279152801,-0.07745692730671391,-0.024075102388077765,0.006437224245954641,-0.055334608579048435,-0.12989826577872307,0.0414890083624216
CD5L,0.04159128052426388,-0.03617661685577852,,,-0.02616954117923594,,,,,
FGF18,-0.019979418784309134,,-0.013004399594450296,-0.016415532671099433,,,-0.031995085565243296,0.058456074041105505,0.0553930674422976,0.020838974063269494
ADM,0.052923395637802496,-0.035204443637382475,0.016859206223088227,0.029518464286668836,-0.04381761243827254,-0.016260406754543908,0.01970658959217716,-0.055774524232038915,-0.016181691590448962,0.023799945001429658
CCL15,-0.017225675380607264,,,,,,,,,0.006706892780609816
GNAI2,0.01959024577575592,0.00788233689668322,-0.04282657516744064,0.000921260411153053,-0.045070451995520754,0.011373829749120993,0.06223958124506219,0.015904953934710805,-0.05819516828331545,0.008348273233563219
HDC,,,,,,,,,,0.04705613650851224
