,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
XCL1,0.010151956406693679,,-0.0015713320607600018,,,-0.020189792046297513,-0.03287328503765437,,,-0.024901473295444496,,-0.02035417891940108,,,,,,,,,-0.06913708951763879,
CD58,-0.0028582870948894537,-0.07898040415280021,0.03533119564408072,0.02669853542426127,-0.034378862975022476,0.04001273839933755,0.04235038212348054,-0.11445705601620028,-0.3086280783852555,-0.027273448993011085,-0.08125149120346745,0.02503595440495109,-0.13269982536455519,0.10511348676649869,-0.013134977003276104,0.028154832059934087,0.16804778599845155,0.025727589132069493,-0.013294171547343466,0.10115367337239611,0.013329927242501332,-0.08810385113270738
TNFSF14,-0.06475464605798789,0.0642631474418321,0.050403235262385486,-0.023391142805088437,-0.028435746547309692,-0.0252130583179496,-0.06271684191744407,,-0.08819153266968233,-0.0004920280100100777,-0.02636143622842795,0.025467024394227218,,0.0026059611977094924,0.0016713124308684007,,0.08434143216008294,-0.03960844776754839,-0.0649517133582446,0.056465746362421985,-0.0836840529099555,0.010104933243773444
CNTN4,,0.20741504781178394,-0.024753083650335357,-0.039824374845331266,0.024545191281830567,0.02217544412894988,0.354647986593705,0.13206529415037535,0.32494653177380023,0.11048899041750734,-0.003227580324543781,0.11289500080898067,0.19247329324195234,0.03940616238477346,,,0.08775782019556716,-0.007514541505734139,0.06480966443616423,-0.00044991692676523863,0.08158475953105684,0.2412485563440524
NTF4,,,,,,-0.002210268020563934,,,,,,,,,,,,,,,,
INSL3,,,-0.0435983145821725,,,-0.003100268574506106,,,,0.012352249716056364,,,,,,,,,,0.029911885300818706,,
BTLA,,,,,,-0.029454297187630343,-0.03427149400013586,,,,0.010041034385363206,,,,,,0.02163224072435219,,,0.0070171960921948376,,
MFNG,-0.029547904140011867,0.10591543034176228,-0.0352599734350298,0.01042530407079563,-0.021791024078708792,0.01665395150629249,-0.03786953577232523,-0.17005559127367995,-0.18971817654822928,0.09022733262824142,0.005591137203462909,-0.005244087600143756,0.011650173835523086,-0.04805679406094981,0.04699762857440292,-0.02178446690226497,0.08508175370194843,-0.0770141337561342,-0.009469717371216232,0.012245886110680415,0.04649376079489727,-0.06749061217737953
ICAM1,-0.05054202585787877,-0.16446491768277682,-0.04142698837603638,0.013172987705269184,-0.09239569911292538,-0.03813629996748044,-0.1066735766846451,-0.10849533529030672,-0.24177555938605544,-0.10505713609647703,-0.018112530801368293,-0.032542805143375146,-0.038212810980714856,0.060500350568236286,0.00578236869319078,0.11358718898668248,0.08680650341410587,0.01749580279985791,-0.06771966893961483,0.07892749765466969,-0.0428726414329253,-0.05018758736478796
PROS1,-0.047736413112287004,-0.1179002668943763,-0.14092450374100143,0.00977918167379017,-0.017147575090802027,-0.02136398605315351,-0.10695723341783349,-0.14002634032518238,-0.28476955246858093,-0.05271162648616466,-0.0340505916984538,0.007854496571623713,-0.034371726661810764,0.11745276512678426,-0.003590712870157956,0.0342644228681188,0.15512664042802335,0.011889660764903765,0.10036455370031297,0.08051109870928891,0.02828226747937643,-0.017639617233450984
CLCF1,0.0017277079278510202,-0.12568817096388,-0.11409905613976139,0.0013069151397154543,-0.04189734658757593,0.04665365321813313,-0.03929985708948051,-0.02734870756429878,0.04220689205717766,-0.0552936748151195,-0.025821159957393605,-0.04697034068471306,-0.0790510992839417,0.17949861000028325,-0.016400019166369687,0.06354307511887188,0.13170808915231963,-0.027203901357956813,-0.07417469016681474,0.14437529149350323,-0.15581171325365295,
PSAP,-0.1690524388184969,0.2749199409485715,-0.1569437227084024,0.05131939740064141,-0.001760439166948351,-0.023133062215160857,-0.02463634102197804,0.2720836015423615,0.2092830079757141,0.09732603213051212,-0.07039567872287379,-0.09481641752167477,0.3069332038304037,-0.02944370435234449,-0.07818461943268021,0.009807738844237666,0.07007275922893991,0.006476130372812008,0.011152964550576051,0.052702104303110064,0.08210783410206354,-0.09911803643982114
EFEMP1,-0.08474775016513114,-0.2044408721958695,-0.20684946166399368,0.01373608269704376,-0.10803525986978382,-0.014610802707015735,-0.24821696112622524,-0.17010435738590243,-0.366881317022792,-0.020789930898458573,-0.12497958706562076,-0.15285868863873364,-0.1570549835399628,0.0933920815407539,0.05264659566797911,-0.04850953616923795,0.19383129395544033,0.003719071056924995,0.009732389170298242,0.18014043880669783,-0.07748708027107833,-0.06293337715648381
C1QTNF1,0.05669402871191039,-0.33220363789289487,-0.10447531601733784,0.05586362563427664,0.01845884038428457,-0.0547494859625199,-0.0023358889919457234,-0.02673990475716649,-0.1794438537918916,-0.03778617129308727,-0.010437757617713761,0.014573636871381062,-0.10618878398191837,0.04603540152231004,-0.06227306636768038,-0.024634048156471137,0.11827380784346515,-0.09140910862705416,0.006258992252511033,0.050037437870519924,-0.06778433382489543,0.11781178306000507
ALB,-0.059594255086293554,-0.02601796664358403,0.04166865121713022,-0.0174079568043802,,0.0049665980527165655,-0.0393553806662483,-0.04658152820784233,0.04665806229163202,0.03180926022733382,-0.02267651762800511,-0.046611207606888444,-0.0353086418498508,-0.0444386801231046,0.05087140547445815,0.06357667525850365,0.07094667066878595,-0.0650017663752303,-0.021527608612694777,-0.03762144671993395,-0.010179983578203777,-0.033727148012323516
EFNA3,0.0500359716277372,0.06775506789401733,-0.07242751334877472,0.05450112326775625,0.06119819019863363,0.018881564406226556,0.043260880308039706,0.2033883588991314,0.3956611811143525,0.09039314287857496,0.04871115456571313,0.09014996730677327,-0.024264529635534007,-0.0107714556272579,0.012104981118722753,0.10615551837492332,0.014436692178882235,-0.08437042212564921,0.1981820084049374,0.04042491201952106,0.10695974376116996,0.2608077591425337
DRAXIN,0.036346588477992735,0.2363355687692564,0.01941622419059642,0.03869711161211838,-0.01903485777056333,-0.02706069455795187,0.03951771780127314,-0.05903304883145553,-0.23877161813713682,-0.026345551331737677,0.032481559233275746,-0.046958135280542636,-0.15561235064172815,0.0024816136540991574,-0.052917734102657654,0.057360337238196675,0.07805902992320626,-0.00855965077689728,0.004438575606501671,0.08326235860691464,0.08080092074540621,-0.0017026896131587313
RAET1L,,,0.031003330108044704,,,,,,,,0.02339951265164393,,,,,,,,,,,
NPTX2,-0.031468032293708204,0.2931207817090096,0.09953428879672557,0.10178340241366812,0.09466302179203999,0.13195899797287886,0.23240563082103818,0.2842671336846931,0.5016483931019929,0.11293292957297488,0.08223099145691043,0.034201839779708317,-0.0920534748396884,0.00907744302786823,-0.12747754327572886,,0.07186008108017004,0.04262448561571133,0.007930536004361851,0.026996590488961407,-0.0066412320338879016,0.12655625851983185
FGF11,0.06566184883235168,-0.2338059756372492,-0.06788810262468774,0.12040365277835595,-0.05383752039350357,-0.03520514454237944,-0.061321657240395996,-0.17049321090595437,-0.2472053588489423,-0.02744780118268426,-0.053213077513585595,0.04711747384408771,-0.12822030630343567,0.08828743020216828,-0.09971609307118175,0.021312478693947517,0.1474125711404875,-0.04173927554921402,0.05315751943472514,0.06566094158148092,-0.1210459286962947,0.08230502405062329
CD59,-0.12431360530084397,0.09106439827179881,0.09738547978743894,0.05288366877821479,-0.013277992285526237,0.034479755001830266,0.191246836659804,0.16295223531974254,0.3658197581178898,0.026031090823673875,0.03059972417427188,-0.04788107826225121,0.24145302144185857,0.07132962002367874,0.1388391081653041,0.04916806738953486,0.11892557823498794,0.052767726382909455,-0.03882797440646075,-0.011247396032701206,0.15450108735748344,0.03298480590608212
COL9A2,0.06919377312122192,-0.03543125946953951,0.07236345857373247,-0.017197369936470846,0.06880115457505796,0.025243871097733763,-0.012028005910421219,-0.18089410546488346,-0.19782711725074614,0.034689666485721235,-0.06054408197163716,-0.01315072608958146,-0.10774278155861979,0.07464111015538742,0.040463535078957016,0.09371508639552524,-0.014666171674165576,-0.040738698157913776,-0.01043976781979004,-0.040540639811506116,0.00667024488298454,-0.09730838525782487
DLL3,-0.08881733630124039,0.3440474870141324,0.2294678407012629,-0.07380797688842328,0.1273333513968379,0.054547574253554325,0.06283985795924747,-0.19949277552920253,-0.0954166004074592,0.08733309213711812,0.02250774648600034,0.0114160216028548,-0.049971861917397234,-0.006874531708422118,-0.05088288320333723,0.10681626569095361,0.014851472278833953,0.0206609625324179,-0.03160184590040987,-0.04902482422583624,0.1446209492384368,0.07941210649875609
FGF5,,,,,,,,,0.04931544895836453,,,0.0028562636152029224,,,,,,,,0.1788899091569588,0.04087256638554908,
LIN7C,-0.01717308546974587,-0.013300397433711489,-0.011975745750906697,0.004142765033639311,0.05085651546359365,-0.03923541228581496,0.11455166003649184,0.01385218190549038,-0.07693394738813496,-0.04706753412220554,0.01685038406182613,0.05144965149918361,0.05823523716810473,-0.03786291207209877,0.047851476154151765,-0.0027819678437927082,0.04248740066936212,-0.019838799204452567,0.03933598139704732,0.04968348350965895,0.09821575122098535,-0.051104386723290714
GDF7,-0.04100230081926961,0.10006290055581671,0.04478544595907519,0.02939592700174032,,-0.024555794501558842,,-0.024417945624607855,-0.09367226162206362,-0.009200393178647955,0.03948505180169388,0.11681215942011772,,,,,0.005124088213431227,-0.010710500976301966,,0.04445632480072168,0.019634483055797538,
PSPN,-0.05739611472539812,-0.058260600052162784,0.08421978014661413,-0.02688707986848642,0.01887918855652532,-0.005332815642310888,0.04965484618368372,-0.018626710196232167,-0.001610013035610129,-0.04883521928390171,0.030102881517397873,-0.0006280907581004814,0.024055650696956695,0.03584903895471517,-0.024819858950479855,0.030630317256552745,0.10814949571247202,-0.0021539627849869064,0.010110837698534053,-0.021740224292455448,-0.08520060729001201,0.10585859714526362
ANGPT1,0.08842694380657563,0.11402618704391543,-0.051855683637591694,-0.026477949136933257,0.001023969400222024,0.037197877256222873,0.057543078595881154,0.029300456044259324,-0.26660876836277564,0.07785743649276598,-0.028934478354789638,-0.04046878375850943,0.06451251072583618,0.105805911893698,-0.03375250616864443,-0.04628229134766912,0.020226232443810832,-0.028959125857982146,0.15101967050943238,0.07373351728656467,0.06187345876445565,0.013500970022432878
PNOC,0.17304540469444413,0.33313674630018314,0.08012190450054298,-0.05664586359335893,0.17954896001368487,0.10166661255646259,0.29290719804169146,0.22587012140568502,0.4229939485971503,0.12627384259272012,0.11329075898937584,0.11491135952991655,0.22989475885401153,,,,,,0.12519010959807592,0.04198860006891022,0.16477432905357484,0.4213670854051445
L1CAM,0.10458355397332139,0.4193443466375201,0.1404363442084097,-0.03456638485471647,-0.01920085687896745,0.02604364683232125,0.0716554303765573,0.11469699477971457,0.30859811925594044,0.10620730975931376,0.1634278811949928,0.12756477423375076,0.3953244141430467,-0.03887485325331199,-0.029992599922597868,-0.04644210220797211,0.11579836497817986,-0.021828900367041104,0.10453921468344847,-0.03202789284530945,0.057163590605561795,0.17389150095749203
APOA1,0.04959240053968354,-0.05347672804736578,0.08775953813788487,0.034208910898768784,0.030929827973512413,-0.008245125861086614,0.023565501709327974,-0.03333290822112571,-0.07902283955947337,0.07559498447236186,0.005685079267042514,0.06861011479957316,-0.028230905990149175,0.022922292687479896,0.11182472141655814,0.08962532678046894,0.0995007558746594,-0.03943691853191484,,0.0935635977232611,-0.003546304066294743,-0.0463937294681485
PSEN1,-0.06475691192214496,0.07596148291660938,0.07415531364364494,0.01830481255648707,-0.05027115089885464,0.0031983086013242425,0.09038695200779057,-0.12358174857092064,-0.1751470005886316,-0.04078277462055509,-0.0047959460102825245,-0.07826668785260027,-0.17522937694111426,0.04422837925972174,0.09868590947451591,-0.12288719640552354,-0.057657478603407676,-0.0031022422392280088,-0.018731072928841738,0.01944979786641755,-0.045506095716276694,-0.1359056809527753
CALM2,0.010346896696857016,0.320109774244955,0.19109034466703026,0.10529282575511895,0.1158341839927322,0.05185933607718413,0.17399340649662512,0.22690457399398967,0.35342780042773936,0.1364352118244579,0.15250819757769238,0.14270401516183157,0.32001493951289506,-0.04383544699872246,0.18949745531805642,-0.06367163613099312,-0.02293890176471342,0.02156065288008429,0.20122624973797545,0.013234787336277502,0.20092897442958113,0.0664159971721357
CLEC2B,-0.05246105477681831,-0.10173575757190767,-0.14660383611925165,0.005904034866253205,0.0035406555252234066,-0.039227358459040455,-0.011228712733883746,-0.04090327591095453,-0.228833417571842,-0.031337730059385616,0.03432104535068531,0.017534568935786463,0.03856345148499011,0.010279585474603423,-0.1109360830852361,-0.02804161501742261,0.0710819927343525,0.036154471226572185,0.07411224186054105,0.08080381027751053,-0.10635657024599073,0.03669155837762197
NTNG1,0.06396024241410884,0.14808936604402775,0.04359658114854206,0.01315708762608795,,0.0022452221586653715,-0.041382136951543136,0.0567094920888919,-0.059397125386847494,-0.011364806326986823,-0.0363712041581577,0.10515542033391138,0.16641684290758382,0.05257889911621052,-0.1036687951816549,-0.041613997363420654,0.08318992622802013,-0.03315729319192123,0.0023825659898746607,0.07789153026694634,-0.036164858855250996,0.12230817253436509
LRIG1,0.014008151160973904,-0.1305097164950426,0.1406599353010031,-0.07777483793668294,0.042908211931479645,0.008916404440232386,-0.17077362741987898,-0.023729265321158287,-0.30029408229050597,-0.048538565286149825,-0.04529049451527705,-0.02026979743387345,-0.18753023301127708,-0.04897844816261102,0.21722363816339346,0.04466850134118098,0.12946398822008623,-0.052164647111185444,0.0637983425343159,0.0469514430818439,-0.010147007780744965,-0.056963134229959536
CPAMD8,0.05512192647654847,,-0.027610022618040214,,,0.09826287824837437,0.030799571894361232,0.009618712416151129,-0.011625975932295776,0.08885483822611838,0.03003859007614128,0.010669002985409492,0.08878719419170927,-0.045177964549314276,,-0.059588017281327635,0.023829087377069142,-0.02895849652207376,-0.07670630673757929,0.013860045187388025,0.030273559249140585,0.0029087052334173065
GHRL,0.04709978267150948,,0.01868813862870822,-0.027483489247422204,,0.03610272164303228,0.029887399896217613,0.04728432136761076,0.0035297021636753866,-0.027780291866452606,-0.03867584370489684,-0.04481633766892553,-0.0037916325986542742,-0.00982395621033456,0.04879245075905848,-0.01254059433560912,0.07288449113439552,-0.009579866330365264,,-0.047857071026530355,-0.05275024176769616,
NPY,-0.052928576203560965,0.29180751767047747,0.1448832062054396,-0.016207631528379517,0.16062040638937128,0.08252477892820603,0.13897840064361378,0.12168740138213074,0.45247267868354646,-0.005738046193144899,-0.028373142347231723,-0.054819674168768436,0.10349618458226921,0.04075936624940334,0.031430768317616924,,-0.05765430790135858,0.07192421524774868,0.07675045645359214,0.07137897214276508,0.1737263972942734,-0.070353171443407
MMP2,0.01897299703947931,0.10373010622247472,0.14301700748318108,-0.021566871659507707,0.12585039605789514,-0.05446568041039825,0.09440501779942771,-0.1484921787101555,-0.34891971370744257,-0.013736687243034451,0.020484634078655185,-0.020446837603413974,-0.3122176953663547,0.05964620719097251,0.0900273024556056,0.11020177252215414,0.09114671089412661,-0.04039918376909451,0.08670989330011544,-0.03454426194457967,0.13646923097786895,0.00021460979284803345
LHB,,,,,,-0.019115616595944664,,,,,,,,,,,,,,,,
PPY,,,-0.041007640786382034,,,0.048073926341934504,,,,-0.025651883219089937,,,,,,,,,,0.0016781701901280922,0.015036288681521957,
ALKAL2,-0.054027859436642865,0.06739224369077405,0.01168853391966436,0.03530888300144434,,-0.018837896502049097,,0.09028260014999723,0.019940312193462272,0.00559222041796592,0.014193469608011338,-0.04143113014072528,-0.04740940447950921,-0.07221925025403508,0.025345634566420933,,0.04958126025278358,-0.030092529170912072,,0.06445525956293159,0.0013638333210263644,-0.05466219371163218
CSF1,0.07613152146766324,-0.2643937760577587,-0.13811430402569727,0.015901822664852884,-0.03538570669446738,0.04269998581627096,-0.1739178462519247,-0.1520932331773703,-0.23085254197633293,-0.1097535546184304,-0.06270674660044594,-0.06735884709462289,-0.15763118906593476,0.08928160624568275,-0.07012084122343316,-0.006564508254589067,0.06849576759571047,-0.07217277965229225,-0.06282687362716105,0.0564064273467277,-0.09117603979962687,-0.056095547851191675
SEMA4C,0.07474017427357948,0.10810993498767192,0.028534523524562334,-0.0327583545095162,0.0227033088849435,0.010222682311930943,0.011680307533241145,-0.04933943591993447,0.016689537833443322,0.01128120039779282,-0.00513964831758155,0.008843761347350003,-0.10215210929239976,0.03698617377497378,-0.012918187493273092,0.033355419849623015,0.06753154178267749,0.03518885956463692,-0.02415660793286804,0.0665047347601507,-0.05026807972128817,0.0009819556080321425
BMP8A,,,,,,,,,,,,,,,,,,,,0.03938895562236841,,
ICAM2,0.01201410764763148,0.17985512348982088,0.050523154428807934,-0.02667819349225296,0.09015401795733764,0.02416638474590101,0.1424785446533285,-0.0802188460325971,-0.10987407941152263,0.02526604085712487,-0.06346646924974308,0.04533522578406688,0.0805999898067265,0.01829617479061746,0.10366531184392404,0.016246247616946558,0.06913079067697017,-0.012490517688401138,0.04073276150102427,0.008020615487277442,0.053414631524748186,0.021911358163459974
SYTL3,0.003990918036509098,-0.06341449462857114,-0.050319168583402955,0.023905547176589926,-0.026535501860612074,-0.04710580568468219,-0.06231678889318044,-0.004597756650843933,-0.18233706542091171,-0.032439316861236654,-0.014583888747211565,-0.002825153831104616,-0.03181251956855283,0.016831290341749326,-0.110304633185129,-0.058093116330374804,0.0763648152089279,-0.033154646322771826,-0.031190195693748975,0.09890021761489742,-0.03170178133352659,
IL1A,0.02758611564245191,0.07668094633244273,0.027993722576373264,-0.0033976585704261634,-0.05122472278402356,-0.00807691933320713,-0.04696276738863262,0.03801469518197154,-0.07775423626835853,-0.11290652154461651,-0.07276089524255092,0.01614524507725694,-0.028912927639017934,-0.03527670627697869,0.009665094446954728,0.061940130598004094,0.07996005212782359,0.032182136344689666,-0.029176149228935116,-0.009732665464206168,-0.08539775348894227,-0.06332912795105303
HLA-G,,-0.0103807037398968,-0.014671350717780227,,,-0.02018979022298972,,0.04711398822563168,,,,,,,-0.04866984140817053,0.1096675972767455,,,,,,
PGF,0.08409625561817753,-0.052419870788984434,0.02958992702371951,0.008417224848615283,-0.011886358183952072,0.022941690686621635,0.014471702883573996,-0.07510658986533289,-0.23084209636723516,-0.06067849912450496,0.03306641244729361,0.028848574934298522,-0.15911133267870164,0.04680784807999831,0.18341575376995375,0.02378493279029198,0.15885227727902937,-0.011086367707634878,0.05139092071696719,0.04609650566246642,0.059515280904461725,0.10938798074741544
LGALS8,0.019720722398849058,-0.00027903691013957257,-0.011328958173072381,0.032454899851475316,-0.039590168769006034,0.026516748704569954,0.036361818186749176,-0.01806803123084954,-0.07265385132749283,0.011042872877176948,0.021505644580379416,0.13836663272111127,0.05562242587366876,0.012086113364205515,0.025464874018241483,-0.016913071320115842,0.07924970292270944,-0.06745538037731788,-0.12997766618699283,0.07096145881357271,0.059949453488019895,0.10681259354351745
DKK3,0.0042787526292402305,0.33282418691532817,0.22216182226929432,0.0235895520201529,0.005117827350569467,-0.04098700969442935,0.288654024878443,0.3071684684944395,0.4613127503276962,0.052854200709001015,0.09705357527052919,0.09399654179462949,0.359050123277551,0.023658473359176046,0.12881638841818227,-0.049380091383542664,0.03444786863180084,-0.0134565457924542,0.23562958713688112,0.05544028990513971,0.2584196814298602,0.1406017818879307
COL16A1,0.03978842454554648,-0.059849183384919895,0.07866541541689322,-0.06354464314456791,0.03215333276933973,0.01149231561692096,-0.10279048454013585,-0.08609925970467854,-0.2083813375853093,0.03983922064058212,-0.04200708660925343,0.034453337449892714,-0.29190881120723733,-0.023861274671295514,0.10912053841475455,-0.04034640120853947,0.10917078228870317,0.039058860615029674,0.08151835381825968,-0.03990839954344851,0.02402060448530931,0.09818515582890554
TPH1,-0.0054548957663349265,-0.05975265245586199,0.04226529625547178,,-0.02623031387358755,-0.036740204234649625,-0.03150571022664686,0.010075520242210947,-0.04847422512726081,-0.04842651908346666,,,0.019270788516092506,,0.04860971056401453,-0.022810315466985757,,-0.024446872930853014,,0.07048189751843689,-0.010016764889545155,-0.04436767482484848
TNC,0.04487787348093337,-0.286750596004592,-0.10040040696184721,0.03199418886346349,-0.05320753692813902,-0.028054033890437414,-0.14904624670242173,-0.30263724786863017,-0.42178270552862795,-0.09527800119449317,-0.056482428285580075,-0.16476804181053437,-0.3620779438405188,0.03891809686462052,-0.06513648141789706,-0.037485830860320146,0.20982430939440516,-0.010330728052671476,-0.06734169748914194,0.21015618479243134,-0.12880167366845102,-0.1059657984731237
TNFSF9,-0.023061792723554332,0.22984717703791369,0.04385940121851369,0.0026036251700330775,0.043000673799924644,0.038429072514008296,0.15044034923824587,0.046824227396916794,0.2591806880282132,-0.06255698479011436,0.0022818333651134005,0.066132890493288,0.11495339230597015,,,0.007130688374151797,0.09378290295540656,0.08145925216905993,0.014251755770969295,0.0805048107985868,0.04911286517503674,0.06570268386982595
C4A,,,,-0.033802440982649985,,-0.022662672710043737,,,,-0.010136771718016097,,-0.025860036051430443,-0.03733169348204721,,-0.02154915880466446,,,-0.03894534470392116,0.1494122286858048,0.044813030668127786,,
CNTN2,-0.1414137411086993,0.22301788335482778,0.050809284535299745,0.041824856215173394,-0.022019768631610287,-0.02235490547449174,0.019258758569655372,-0.16434567115419924,-0.24785572308014606,-0.06894109330248523,-0.037146284055359476,-0.14264328318962047,-0.06456756395615795,-0.09681841979457279,0.11441884497485655,-0.02094917635194004,-0.13789902800577727,0.07844124964674624,-0.07663886636313638,0.1130158551585022,0.06874600237056096,-0.19756736958643573
F7,,,0.029420821891183214,,,,,0.04995202730157601,0.06640063477448582,,,,,,,,,,,,0.046111767486912134,
LUM,0.07654574155009745,0.05294600296415941,0.05623510027181991,0.045352250909505835,-0.02604721766316057,-0.010296379803436876,-0.057084474774651575,0.05179823111577064,-0.25901412582029965,-0.0070344555933486,-0.06412718812131747,-0.06602066005767067,-0.059965054210552496,0.0528269587439142,0.17596736281988337,-0.014731640915327143,0.16945466703265946,-0.0570120225088984,-0.0008284267387660016,-0.02059542571906514,0.08989182059771399,
IZUMO1,-0.03447413892665318,,,,,,,,,,,,,,,,,,,,,
BTC,,,-0.07088023480101721,-0.03858592392810013,,0.019608131988578754,-0.018446471245343175,,,,-0.07915779141902138,0.13187425467329658,,,,0.06868639601686836,,-0.033416575543645625,,0.04973205766575193,0.00394707229031934,
APOC1,-0.2486671486036364,0.19404739457364678,0.014019975189505086,0.03464980113562046,0.1864882319929562,0.030868076216359185,0.27416132149118877,-0.24379252309345267,-0.4260399412718832,-0.06739716247921368,-0.08548752241214315,-0.20241427939555082,-0.3149086581197457,0.06032000594188859,-0.13334155273263762,0.047026061462657816,0.05855824921691196,0.004958478735970737,-0.051478613896576216,-0.10923045223669423,0.022209892460455346,-0.09989462212977983
PKM,-0.020866803837566752,-0.22029818834657733,-0.15223298190863502,-0.027588879061972865,-0.03128517217434959,-0.03930575408596922,-0.13605480392778732,0.08047747472569305,0.012647949983465549,-0.006231641445457452,0.13707329134804352,0.15417217966006652,-0.17115596712972403,-0.049194169125970744,-0.18173413340591088,-0.013557651288551313,0.18643185871032783,-0.004796766879890987,0.020200162141812663,0.16423671117798197,-0.04070543297730645,0.15414166789151587
TNF,,0.06167064644042766,0.12821946027989695,0.04594579712461671,,0.003371279427350393,-0.01998283129187885,-0.043724462007873895,-0.07505750331913577,-0.056119380982756116,-0.015439957866653633,-0.05418217700166701,-0.08867963892660838,0.060974030016094194,0.1562599800016801,0.16736932284760006,0.023360988276139385,,,0.052301191626801934,-0.0008188594161615376,-0.10106739595353463
GNAS,0.15669699866427755,0.2918581864563157,0.0925324459442569,0.009385172891534397,0.014009407805777807,0.04404510576080988,0.25171144889764474,0.3620091180572175,0.4583772161929461,0.10203063182969829,0.09024858461784341,0.17191046688577044,-0.2568778674433313,0.11792967950972802,-0.029078708555851877,0.05426184237884738,-0.0897402705326292,-0.02767907550743416,0.22713204282878735,-0.06431775536055867,0.28495572411249304,0.209758534413517
BMP8B,0.01312414948546437,0.02264247516734841,0.051215974773377644,0.022245830653015983,-0.004946441112771472,0.011213975312455202,-0.026755041142928662,-0.19754353385735557,-0.02280639140549305,-0.029552371760636277,-0.01406169970888339,-0.030203405614824198,-0.039949960275391896,0.045056730497767275,0.08129297342568452,0.007318975815927443,0.09268906829503508,0.04853757338996759,-0.0344978252358127,0.04546429774308035,0.07551784743231252,-0.05369316467221713
LIPH,,-0.06138405241938365,-0.013176005013720267,,-0.018822867102546957,-0.007809450061612017,,,,0.043490230304974994,,,,,0.09400832534316082,,,,,0.03665245473837575,0.017402380489046115,
CCL28,,0.015843757695995976,-0.017936471205606555,,,,,0.029915369953326193,,-0.022106114988851507,-0.0032440844405917913,-0.010037048878182912,-0.03367960774478548,,-0.057361884965430286,,,-0.007944936437796313,,-0.02318825254472198,0.02594541885127904,
PTPN11,-0.01918433453903972,-0.06487745470500833,0.010735603415126062,0.0027863610099838937,0.024691560500554,0.01081177898601344,0.037849223335902925,-0.09849855940190812,-0.13688625909870664,0.030019178958651593,-0.045403455012531235,-0.01688221619439535,-0.029297156169082916,-0.04865549265476893,0.12749078085194313,-0.008341118867002425,-0.07290062491124687,0.02353730119815741,0.021764787245154186,0.040673623627904186,0.05000988134946688,-0.01598360518016035
ADAM12,0.019957680466071655,-0.051618906316381136,-0.009120315172117357,0.050488685096812105,0.020973721458244204,-0.02040606441117233,0.04262686727420136,-0.09850922853039525,-0.1663682979601115,-0.0925450192385285,0.01660484198875505,-0.022641391569610692,-0.15332272947562497,0.09537950432447483,0.1042703363302286,0.07153496882723479,0.1392506663497288,-0.03288249721074417,-0.022328977614643288,0.05211642162837813,-0.03582303772810876,
EPO,,-0.0814054786025222,0.05147158025320278,,,-0.029269996011689857,0.007977822498320391,,,-0.0026449106439333293,,,-0.011125422057654447,,,-0.04327487775933883,0.047943327248069344,,,0.11375068256534804,,
EDN3,0.022743918828447292,0.015270706975191149,-0.005858758025435919,-0.08298793579248664,-0.022203379986424975,0.02332120125678066,0.1506749761925605,0.024737429508573546,0.039557126245135306,-0.0025628216246964585,-0.03082441903782346,0.21544168497014896,0.17602455919296026,,,,0.050600053218980465,-0.048786188059401804,,-0.005899724309122446,-0.040445349076598955,0.07557533278306656
CCL22,,,,-0.01732296300830378,,,,,,0.04547527012909179,,,,,,,,-0.01828004185950835,-0.0011070355275102012,0.04971544386848463,,
CCL2,-0.11132790740387084,-0.22621172044142035,-0.004549577863334576,0.0025108554581481294,-0.023325674806560174,-0.023603472287810026,-0.22664237301986564,-0.07321934774876884,-0.012066053022743509,-0.1227934222193351,-0.022936548997972483,-0.11160107528014275,-0.175602295735383,0.11156017052392636,0.1740019212688408,0.1339582372110376,0.22242532599333398,-0.061057564872677536,-0.15676208710984788,0.13864654707238394,-0.11925891693868292,-0.0909581709416875
DSCAM,0.09457541471206211,0.042038982614081476,0.02076980694381361,0.03029362054886895,0.05623243138749489,0.021832438887749505,-0.01694222247308622,-0.1272407335348867,-0.005854611712114014,-0.016100484775483443,0.07323562071214758,0.02856238801392885,-0.11165574882794702,0.03905551531250705,0.031695238219336334,0.049987921036490565,0.01668180580465862,0.004665659668422281,-0.036065381333388755,0.06228004235200032,0.028936193595180692,0.1257567746441901
GPHA2,,,0.01137424997844071,,,,,,,,,,,,,,,,,,,
ANG,0.021379501240161053,-0.22871412808374106,-0.10527280495946029,0.05309473861798539,-0.08457943669081676,0.016317444073094694,-0.10381745337674624,-0.03632799696839492,-0.15307338155373973,-0.03523080363702824,-0.0051605724295293995,-0.027846013582257013,-0.13071033687504477,-0.04329374284982408,-0.18405554192656998,-0.03555826324053022,0.05881888105052801,-0.04524639209419226,0.023792650517573254,0.009162672659823262,-0.1299504790244851,
