,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,0.07188874618237348,-0.010771217212784888,,0.027480720534140163,-0.01366894392521156,,0.009456297746560585,0.023892412398379134,,,,-0.0353436160588632,-0.020080491965318144,0.014969993984484578,-0.016688747500494844,0.032501639074787335,
PDAP1,-0.07303425898351006,-0.02172407803732352,-0.003360837964293634,-0.0020571793669161664,-0.017532071250664704,-0.03910448697868536,-0.044362736194349384,-0.02562950787478515,0.03718812190177248,0.042455694668878136,0.017288422849263893,0.03215146312934289,-0.10111622640124844,-0.052572370396336866,0.030686069926367715,-0.06190006473449686,-0.016469205414219142,-0.00943788403721269
QDPR,0.059214278021876704,0.008513765470514004,0.01417170646001978,0.022786024303071577,0.07387738305581042,0.11647220841258395,-0.053892334545856235,-0.047383840854226804,0.021555365247826357,0.006178626166632206,-0.014718201179867432,-0.012408981207542568,-0.06665817360953212,0.004955126645739426,-0.024710747336399972,-0.005954315849373586,0.016126880312838498,-0.08121268976998688
POMC,-0.0424016633136136,-0.036428466196527724,0.013977968164400379,,0.05124315705656071,0.05317082813157417,-0.047403910170716095,0.010171540345253612,-0.0226378881166466,-0.01444790317708524,-0.02225654487749742,-0.02042887927190448,0.09586433009448037,-0.03932236121946359,-0.033366828714324996,0.028874451030623156,0.036655054949012014,-0.05734417741093788
CCL18,-0.043907898604925666,0.02724686201610347,,,,,,,,,0.013557986856923537,,-0.04880085215267347,0.03750139625006913,-0.03478105171656696,-0.023389051114100366,,
CCL17,,,,,0.08372603652548401,,,,0.0222419686356794,-0.015263943420519434,,0.017888237793080394,,-0.014246137126262033,-0.020561012788781863,,0.012365687720243825,
VEGFD,-0.04947136811841401,0.027436537741711408,-0.015427607634832656,,0.056054400575341175,-0.013077671637208186,,0.02050033741111301,0.04809610270953731,0.013974490148881162,-0.015037421405633113,-0.02024383923007467,0.12379219096988821,,-0.014243241154253829,,,
TNFSF13,,-9.15347664249744e-05,,,-0.025502536402480454,,-0.02244246808851249,,,,,,,-0.02733619734267182,-0.022349117942743343,0.022487939775269188,-0.024350147949039502,-0.026057538763517307
WNT5A,-0.009231918880015993,0.019183074513483864,0.0683200929084729,-0.01891060421779205,0.042914492153029685,0.02230957869813293,-0.04471587407233457,-0.0005326472271002817,0.04233988239945574,-0.030907937743818035,0.03567620658899529,-0.005265244107412815,-0.08834727743783162,0.017473911763887504,0.0070801975786250635,-0.010016473976829917,0.06673284323069212,0.03127115197086688
CXCL8,-0.03745865741716829,0.0075325378692053,-0.014445497365790155,-0.03546346494714158,-0.030386309972543282,-0.012218977840413849,0.05071514961860812,0.014998158641397369,-0.04006102418999207,-0.01042646937111063,0.0062045727113263565,0.08769013762851025,0.126631663860011,-0.03523340430733295,-0.037532974603106145,0.0404895784577287,0.018552940593925617,0.04521738657687401
GRN,-0.02968122871074149,-0.07763320650252262,-0.03955942658542328,0.0333683121587744,-0.019585362629696127,-0.08429311133645337,-0.008623268810298002,-0.04535330926419793,0.01883256862291563,0.022494175544900113,0.060484000455707024,0.03657627077802341,-0.0021912552220609513,0.08006419817229578,-0.046611461049942356,-0.007899346193804115,-0.0008591563615749367,0.004441882189874271
MIA,0.01175810861845888,0.06213630159004836,0.17746588729580698,0.036712898154770295,-0.014049911412608296,-0.020818958675512714,0.01308805642168034,0.06547592977343793,-0.010044447467720471,-0.012733418651401023,-0.02039344494269246,-0.01486930041086031,-0.02480223801991244,0.0352433978975741,0.0009611609259071385,-0.01643284549796818,-0.0017838049352224181,0.046160432095945315
COL4A4,-0.0011317524909749484,-0.04150684184059303,-0.023073349307676218,-0.006985138703040788,-0.01653647426031095,-0.015271508552692032,-0.021353016868646647,-0.015180883487565584,0.029871117603220514,-0.021391130679161086,,-0.026894148152324247,,0.03282174475644808,0.012543511823434947,-0.022007517332654915,0.041007797044987415,-0.029123245144655852
TAC1,0.07427595534406452,0.037471099786435175,0.006313560293030724,0.0430150820414262,0.06366241577853167,0.08726812939506685,0.09423608123448768,0.14328161306622916,-0.013037435259674117,0.04830197454842617,,-0.008105814476688742,,,,-0.028792843770336148,0.0632803444709075,0.06403316652537455
RARRES2,0.0421939662530863,0.027512478543817588,0.012930635482763561,0.032762524601105264,0.05223442537200782,-0.00536047119047646,-0.011859230900434885,-0.0678955783162262,0.030701489816645135,-0.0326641575792541,0.0032642424835680217,-0.07334141879024228,0.034396662691516915,0.044014864769218474,0.04857742203660095,-0.0030017137004322183,0.015345675624446256,0.10754935211270661
FGF7,-0.02891405409759061,,0.01981848626695497,-0.003366753282607969,0.04533753816001124,0.06768506719736048,-0.04116108429322453,-0.03385129380662812,-6.0609265394380655e-05,-0.023522829507438302,0.11072819813166929,-0.017209215879379104,0.030995161585345522,-0.05618765643391235,0.009460365524840846,0.030037774877339395,0.05419590441969079,0.008859363967606216
EFNA2,,,,,,,,,,,,,,,-0.01353724751559124,,,
HBEGF,-0.022000792635115046,-0.04754192754900367,-0.0469886643063791,-0.047878063972516996,0.0019455915029924328,-0.012871659654503567,0.011752525501908055,0.010914284919104093,0.03944939364579085,-0.006571946175078889,0.029199451742332058,0.014682361415727032,-0.005826662495937016,0.0464119701283296,0.010648826275732888,0.0015696714180671732,-0.031243647534640956,0.02350181493513699
CSF3,-0.04980152637397776,,,0.061815939310368474,-0.04406753553017605,0.0025342264718650905,,0.009005555264321664,,,0.08415858558296577,,,-0.03773932433570661,-0.05163531681580483,-0.023925599202603245,0.010552445107487565,0.018485013127167035
PI3,-0.03862559563093138,0.03957638209891325,,-0.03354529718437143,-0.05003115525320427,0.037342627480182855,,-0.03478700925041678,,,,,0.1331676369772408,-0.0243286431050948,-0.0008881444355972392,0.008141031483556684,-0.010395065884927718,0.06921651995692331
PCSK1N,0.048923322596346734,0.042954347795198126,-0.0499994183567191,0.02492766859317697,-0.01669647363987729,0.016844148918374397,0.0344027863488304,0.07057410919800063,0.001910539163822228,-0.013749729832211791,-0.0353313318239756,0.007665820192797795,0.02964678719643375,0.01980796261546906,-0.0035541859811430835,0.022072741055437037,0.014414156691507337,-0.04833822080267252
NTS,,,,,,-0.04380860375477031,-0.026067182016565174,-0.0379723958829526,-0.02902133784154143,0.00856308712260902,,,,-0.033234754947348046,-0.01649256722331016,-0.047128340156403596,-0.023299644568434773,
SFRP1,0.10650408829226711,0.017184478888782332,-0.0010079355750481978,,0.04313718299693496,0.03320264488272119,0.009531828286506913,-0.03130370957574864,0.05206783981070466,0.02218849856380307,0.09346062989813303,-0.02775343265824476,-0.029098449587466997,-0.025484288515835625,0.005365016293442997,0.008694468248690733,-0.004111387247499311,0.045988165734143896
CXCL13,,,-0.01383543359774746,0.10344282210648871,,-0.014785274889981152,,,,,0.08530622236326367,,,0.05580254973247706,0.0018478953827207713,0.0001904799783132429,,0.14125223030437728
MICA,-0.029050063814585178,-0.006205598177433343,0.013085983728303016,0.03849399073778108,8.283644461854498e-05,0.06473321873173196,0.018827276055226824,0.02356588869117894,0.013758347080363225,0.02701885810505704,-0.0044077468200253295,0.004002988648943852,0.007820367271502914,0.06533671632130315,-0.016227195437353573,-0.008115920891942553,0.11870649707727604,0.0019941707807188446
TG,-0.03969976543042321,-0.01232207569169528,0.007094246324695002,,-0.008181202794135404,-0.031643387033615376,-0.017254724998241287,0.004780058330514944,-0.02451437257042565,-0.011046449567906713,-0.02013307904614676,0.057861389320900486,-0.01636983300400296,-0.018929554502390956,-0.02031239944401233,0.05796325091810497,-0.03068395357147907,0.011390088908614066
ADA,0.02526679433759052,-0.017005103416870157,-0.007647722285608515,0.02076830767764511,0.04996787258033086,0.015556013953153258,-0.005395097119077962,-0.04126758672821105,-0.004835755056464211,0.047957577459554764,0.0025096375212452196,-0.00499892319122627,0.005750546828427851,0.030664180424065778,-0.03879201067926217,0.011632410654313667,-0.0463590320617621,0.031180761847760963
LAMC3,0.024193368117639,-0.035390520242913316,-0.026045727415840183,-0.0009176506224649077,0.010748883049561985,-0.01105856212078014,-0.029641651839332105,-0.011657194307893757,0.03412805688691723,0.015342751224017386,-0.012414815793435218,-0.025149065632774387,-0.07565937384391469,0.12574452354750582,-0.020415809981878648,-0.07121255713155009,0.060983619561527314,0.048360551533853026
CCL7,,-0.021983377540096497,,,0.02064922540410043,-0.0196025447415839,,,,,,,,0.01875639786662393,,,-0.016487520069007378,0.018295542922727306
NGF,0.010482477234772056,-0.008779646370903999,,,0.04196438603549809,-0.020923676252779678,-0.0030556724312083713,,,,-0.010839806583370717,,,-0.024659476228274097,-0.013355284134113006,-0.02303225160959523,0.04159678302507491,0.10337382190849677
TNFSF15,-0.035495677677173314,,,,0.013969325387599868,-0.014513657606950583,0.006772372701566144,,,,0.09071795471977159,,,-0.02081548632717181,,-0.01485738635295914,0.046602190253558815,0.16011504652927092
HMGB1,0.011390356760169567,-0.0018665078425561129,-0.01717634266609053,-0.0281709541160408,-0.013162181726192802,-0.024366950598779413,-0.00011203485418302736,-0.051186216002615054,0.031009082631065884,-0.0043512810548205685,0.00875029868463129,-0.05261907021544704,-0.010348550032647369,-0.04495836985070922,0.09579330937359996,-0.018425558065659403,-0.023950194404729373,-0.0056453937991365055
ITGB3BP,-0.07194611579176421,0.005726888833798382,0.005603222995944347,0.0579980550023606,0.02799097936039039,-0.002736240179326318,-0.04960627780631007,-0.052080040617259425,0.013291630873790459,0.035744668130761104,-0.001526398456669669,-0.03846331430424746,-0.049521004798288394,-0.056486785319894046,0.02721099275615492,0.04602853796128749,0.038289175915738986,0.059155429058665034
AANAT,0.03832119940560219,0.058042362836674674,,,0.03362951351236818,-0.013077673504119513,,-0.027867190000053835,-0.022045918515023008,-0.012733419359666279,,0.12396079060121133,0.0279820138417837,0.004564258417722705,0.003716937705005777,,-0.017444483798509738,-0.018705279117796226
RELN,0.03459133484513734,-0.06885638054578831,-0.004639287538445441,0.01804217857993705,-0.015352714296077674,0.00234870642043441,-0.00019977683503081585,0.05435014850450468,-0.014886300782753626,-0.02954302484544549,,0.010147389995598836,,,,0.0021956086545952685,,0.07791802801696603
IL15,-0.05045649311250202,-0.0044610967658050395,-0.0011880492405950396,,0.04450344691317343,-0.02023521756954578,0.03769170768148588,-0.02666038834135714,0.006115590407138494,-0.00641821256022567,0.013197295219054161,0.032757338236931936,-0.07660211858273913,0.05167153298081272,0.020127440351816656,-0.02620665123165474,0.05889831457784023,-0.022333845763489672
UTS2,,,,,,,,0.013616601651927995,,,,,0.07876839653327022,-0.015951195797420267,,,,
BSG,0.019003184807454263,0.04033608175808304,-0.028943017333670683,-0.010699762660524017,-0.004039221065471764,0.0019003930796048368,-0.05405635423143,0.04357767809124219,-0.02770531625349489,0.07518196510025925,0.0052225549522918425,-0.021002503893104648,0.02414550259826359,0.0157931780224098,-0.044060991962301316,0.07371829617663118,0.039314598391119046,0.01444124650883088
ADAMTS3,-0.002619335473342254,0.017290531024061216,-0.025735287766238797,,-0.004833091253349545,-0.03269674528275699,0.009738626754496955,-0.03985124319421611,0.027622243715802783,-0.040236378853330874,0.02954791587948155,-0.01184601039451187,-0.029932161109032657,-0.021446434382676002,-0.026514897391224312,0.05814949834439167,0.050946461947799775,0.020490239435388295
CD34,0.0875514659214096,-0.025033199430906976,-0.02711907629367879,0.05587416981524031,0.006957556451937831,0.01683508287391394,0.03293439595414953,0.011523606700133943,0.04457120380723783,-0.00016316935917914753,0.015702371799029467,-0.021621362173166788,-0.05787944945555144,-0.01758175429445791,-0.010331473015235132,0.0027222444295132734,-0.008026748905126661,0.11534148619407004
CCL23,,,,,,,,0.0425693793885501,,,,,,,,,,
PLAT,0.046839260426933184,-0.046060543783736155,-0.02400133457447319,-0.03995745146038928,0.02826914953163651,-0.034572233121623386,-0.0020120882921521397,-0.04501136756145024,0.05055350841864471,-0.033057334998830123,-0.05470452191058639,-0.009825913663676926,-0.07620938262591093,0.027265720791117633,-0.019396605280864405,0.026848280683539893,0.005705158879982108,-0.01805797143828123
NTF3,,,,,,,,,,0.03454081845286021,-0.018272833815935266,,,-0.00914264413941,0.0024696094603300273,-0.002701620563556439,,
LTA,,,0.049146265265050684,,0.033413853771723005,,,,0.07320816137824021,,,-0.023499527878691175,,,,,0.013750780952988054,
CKLF,0.03736130887578189,-0.01974138417046774,-0.00413445484456973,0.052960692667285265,0.0513647097001008,-0.038754900448192915,-0.01139409544321499,-0.03175512950354418,0.026306291318011956,0.01834347562797064,0.059670248392543174,0.012454120517388685,-0.03661085343607229,-0.006737605044763891,0.05601002798187639,0.04293551536064383,0.01955620080256925,-0.025866011080592825
APELA,,,,,,,,,,,-0.026520676533255755,,,,,,,
CD24,-0.09391588799612495,-0.03484814558639232,0.024299950229558123,-0.07979616709256607,-0.010769872123406405,0.02156306091401445,-0.056699477099697436,-0.05158760144978771,0.007386873986437192,-0.0013931377649902034,-0.01274767460402517,0.00364856138173635,-0.024313397435460397,-0.05949588621109678,0.051403890167911706,0.008928617061150253,0.016949719620101573,0.038521058507096834
HSP90AA1,0.01789227797971652,0.0762271576749725,0.0019077151623731938,-0.05361693003398788,0.009947833665006792,0.07104999894821738,0.018013635322434215,0.04611008396204627,0.02006960194461182,0.010797598608882289,-0.0357917848397753,0.053313920926557845,0.07693757231731083,-0.012616322664355202,-0.0072904822389927544,-0.04995372527232411,-0.020456074599700485,-0.0056001900992357035
BMP4,0.053980495420733354,0.04192815195935018,-0.011418122826070118,-0.009334534532160205,0.030218866000393373,-0.025379337981764213,-0.015080384590906567,-0.00027725438317689847,0.0007150459166532637,0.004606403408177158,0.030498970857588178,0.10097184018549397,-0.05022917926206035,0.03782924848596535,0.02337343517017447,-0.043672674876062995,0.09662642551337203,0.02733047741428436
SCGB3A1,,-0.021983375341788115,,0.022405224953867337,,-0.015573894709812465,-0.006326321401229541,,,0.015767733482241544,-0.030119271491207945,-0.01639765978549167,-0.032308761384175815,0.0484589488610957,0.007263233191584504,-0.030854103295590317,-0.021738182807028304,0.017476788298727584
IGFBP4,0.014584850991399795,-0.044853125267061165,-0.038839816144205605,-0.009520821315231477,-0.05434066010055759,-0.022824903574948905,0.056256091936984595,0.025995586605222415,-0.03206097588830323,0.01973473668602112,0.05348397706801149,0.008645586407643352,-0.003953437958374374,0.0778415043717005,-0.0447928805667071,0.0011384193078312727,0.04458537423987679,0.05447228261266742
RSPO4,0.04967530777006986,,-0.017412904597094703,,0.0062591007264773905,-0.017974806112116284,,,-0.00095702115126687,-0.010740762200419432,,0.01121674012362685,,,,0.05027050402550938,-0.0023394660234506404,-0.023586616034547224
LEFTY2,0.07646214840318165,-0.01468970363585871,-0.010903505267172669,-0.025095619403957783,0.03907030422633754,-0.01482728198396457,0.055785652498248496,0.01596630485033231,0.007349029164973811,-0.011777377115167869,-0.01626662969738182,0.0180817022881082,0.05950845688687289,-0.018125154875325976,-0.0155654024441878,-0.0015173910105480976,0.015115826994832021,0.018412142514137062
PF4,,-0.02280422306918939,-0.009797887022002376,,-0.00864366691157917,,,,,,,,,,-0.012407824575346059,,-0.02347764081308925,-0.018476730981192496
ANGPTL2,0.003284814585952578,-0.0702098576192196,0.03095971526000106,0.04884886824974096,0.011445744697159452,-0.04168391404012791,-0.026354026875701875,-0.006302006433082183,0.06284595927548291,0.05157749256848671,-0.0028932320141793126,0.0055714916665425334,0.02173205334193053,0.05529331546417993,0.0432495081390287,0.03746876275925765,-0.01827355841492076,0.062198651150050015
LRIG2,-0.035883482187937826,0.0003901556032909134,-0.01979836796164183,0.05625071019461497,0.029457208531071092,0.005031243622774547,-0.0162616478099943,-0.030969333753180808,0.032461506567882076,-0.030384886680233075,0.05761116735144371,-0.05397390699776809,0.0436499264630794,0.04714719720208091,-0.001596487933750249,0.0332595116611432,0.056589525949652296,0.060237574759275915
ICOSLG,0.008716595535465495,0.0038868395211357027,-0.0272514896444237,-0.02537774705003982,0.0362229186462858,-0.004554445669212993,0.004734957440748332,-0.05551336255895975,0.08366309350160846,-0.020383960906033623,-0.00918307827383194,-0.05334301528994229,0.11132759656303012,0.033948076650926015,0.019569073751672977,0.0003294526303064115,0.056194087555666225,-0.005100380353900802
WIF1,0.11294076858402907,0.05390355634710231,,0.010173784952399251,,-0.007785269233867502,0.0022779596602069056,0.0918675481141254,0.009866458178401882,-0.005937796567561097,,0.00740413874785664,,,,-0.019316023930326734,,0.026359066996484184
NPPC,0.016259248140314993,0.03727650651256106,,-0.0010437650054784372,0.02679348841260903,-0.0065236684993045975,-0.020359472051835456,0.007232305325884956,0.02502055714945495,-0.01492703096595521,,0.021885553006157892,0.02251422509956417,0.02165539574282725,-0.023476435917183406,-0.043240960032184896,,-0.04440385243574591
LYZ,-1.508998584042452e-05,-0.020262764938066374,0.030309693640474103,0.027946864101370157,-0.06732042091380482,0.0229225886486773,-0.027469063616811833,-0.030920676923150467,0.010838782566731603,-0.051037621353011854,0.06496776374044205,-0.020712660315843682,-0.07436071771809251,0.07886316794944379,-0.01333726221118653,0.08170184222598521,0.0016330211301903944,-0.004254598991926735
EREG,,,,0.002029925434443666,,-0.025294817072891416,,,,,-0.019021284541011155,,,-0.03193762041541638,-0.008495254916756472,-0.02588050203334012,-0.012326410024269827,0.002179262218872311
SPTAN1,0.05341591582499888,-0.0012588178353092094,-0.0062161864013518114,0.06087948578280143,-0.011389786402688184,0.05786917900482633,-0.01218666317378483,0.0191044715478382,-0.006153038775843356,0.022015776441568293,0.01452790065979434,-0.04445578280250816,-0.07634942361703455,0.03169205055678253,0.001967330547270157,0.010246125663741945,0.06988851537578165,-0.05785973111567085
PTH2,,,,,,,,,,,,,,,,-0.011121505836719333,,
LIPC,0.048996116286528224,0.02147530215732645,-0.014746343612005972,,0.04551538574332116,-0.017402570800363372,-0.038469615089783804,-0.0012463294841984199,0.04113664669228646,,0.010607488011468132,0.00014324885514077377,-0.0065363895558187045,,,,0.028569851239936786,-0.028813355967164396
COL8A1,-0.144215947198249,-0.02360849782800106,0.06318754756152926,0.0718057455966404,0.011102264495041059,-0.025792886570183145,-0.029539609120895177,0.007996401893341188,-0.038807406406872164,-0.03901503470853883,-0.020148508363088676,-0.06480253846800263,-0.08143708838665319,0.10253716383035656,0.06191734094099798,-0.01582104890539751,0.019000212732613004,0.08671373614617661
GSTM2,0.031021338922995027,0.008476531818649947,-0.021469701067514668,0.041633719765437824,-0.001655299724622312,0.014063301508727389,0.05228451028522304,-0.03545248154440705,-0.048701851176190074,0.0921854241805599,0.022491319105217365,0.017841095240393998,0.07422330852837271,-0.03181318085878911,-0.0040670904052738125,-0.03452304639342183,-0.008966533449204143,0.023655564032008428
IL4,,,,,,,,,,,,,0.00383691941671181,,,,,
SPX,0.05232791655168551,0.05984662409130316,-0.012761756337164204,,0.02248327169646476,0.02767354125839884,-0.04057022379857302,0.05984493103944629,0.025185819093583348,-0.03903532064276821,,0.013578903982102623,,0.02002632609357841,-0.01540590016089822,-0.0007002252116524936,0.055343704020232094,-0.029886510140347322
MFGE8,-0.07201466764625751,-0.034117204064531934,0.006127974248634576,0.010726312825862762,-0.007856592744209984,-0.003084181163653669,-0.00790921886474429,0.05736365849193996,0.02610646225558159,-0.06675854664783669,0.014071111924294676,0.01669610440499349,0.06294722067625533,0.07086623986634102,-0.06040892738846299,0.0082611643159514,0.04038411631179364,0.11618837851686481
TGFA,-0.12414006858581877,0.03326706346498486,0.045520921077919836,-0.011392120921116874,0.029674181957040947,-0.04333763841066505,0.014973916889929214,-0.017621291076076868,-0.011127630892640612,0.12729776141096755,0.03593479029023543,0.0077912431954654665,-0.010216288107449806,0.015852460559307873,-0.012972260531287468,-0.013575312605835362,0.07795893433968319,0.05863988564389596
SLIT2,0.18608069267604233,-0.0011089691590929203,0.05202914125782233,0.012198479021000625,0.06700033120586839,0.10757823468605267,-0.00392194885750789,0.03295492673698944,0.025997846872218094,0.0029701523967451296,-0.006049384594425702,0.01802183304314394,0.029649070429982032,0.021663668913066,0.02052198018387163,0.0915035342308045,0.021259205190435063,0.06299281082745624
PLTP,-0.015913286832336258,-0.03137094280141128,-0.008616621643841643,0.05274154044836812,0.0249210951217653,-0.0213304716804201,0.023742715448786724,-0.022058511391174117,-0.018107015070378877,-0.00751833692211809,0.04422999415826823,-0.012927371515714419,0.010974812974979492,0.06802889469572194,-0.01036956811416724,-0.06871606946610945,0.03416304128682186,-0.035247114755300075
APOD,0.047659568438577195,0.0007356486183529141,-0.0073328541030360005,0.04474985385698366,0.027354165337715137,-0.02547922731960536,-0.053508215739225484,-0.12166786225728356,0.018468331098963543,-0.06281507363592306,-0.016592510110462817,-0.01169883069008073,-0.012323513057949426,-0.005872153017378866,-0.0580467944101097,-0.052637084057190926,0.04295300656538299,-0.06392629328126732
B2M,0.024581110567806784,-0.01688274838781419,-0.004602541219528656,0.0823316407350707,0.07128464739631306,0.016932316883409994,-0.08489485633221396,-0.06472962577059829,0.04240610582298978,0.032182395274364804,-0.02875101108370519,-9.971692456146597e-05,-0.05032910532967939,0.06538743161843302,0.03877658139742731,-0.04026885476267633,0.015153072527663559,-0.06861247138279349
OMG,0.060472433870042884,-0.049484376744090376,0.0022598019921513147,0.027941619080479364,-0.025250229191382874,0.039472489014797295,-0.004963293345102195,-0.026383475558886708,0.07058853438213002,0.0355542619938446,-0.01204628401018996,0.025451234597123538,-0.023880087111406833,-0.003981496978796183,-0.02483188209374065,-0.01802396467707848,0.11419407412152337,-0.014473031337510957
CXCL3,-0.018389624977236292,-0.025930633136612393,0.013163170796203995,0.05678887189289342,0.019945789712082582,-0.02083207160263914,,-0.03658828834642214,0.017058469473382073,-0.011490345207709574,-0.0009443055985977538,0.0624501459233762,-0.0032330767595064873,-0.008169580195599125,0.011348159918312978,-0.023841157361181073,0.07451708833962034,0.04733067892884261
CXCL10,0.016340502408418233,0.012805768766843584,-0.03285938367286298,,0.0008131114041647482,-0.0025175836889801398,-0.01256035807172986,-0.03538880851928302,0.041288901457401134,-0.017454675368418663,0.03096987586924442,0.025178195434857734,-0.04711486289499178,-0.02204834442768159,-0.01664248974031379,-0.028392489553342552,0.035187880659882056,-0.042796810326409675
RSPO3,,0.018199269575444158,,0.024408152628595244,0.06531115607825265,-0.01740256007082479,0.03695432720582681,0.017740102868060343,0.049010664551558725,-0.01674502193689832,,-0.017685165539068824,,0.0157639281520935,0.040091389671966474,-0.03441018581302329,-0.0167316088928061,0.005949344272078396
CORT,-0.00878920769885314,-0.006752465888001556,0.05625723440203331,0.10023798805207687,0.061015379252894374,0.04885588726211175,0.051838233233347464,0.05170472005356174,0.07103783697951077,-0.03775165533537811,,0.026210907396876374,,0.04981538274848789,-0.01298415777671802,0.013548492734422822,,
NCAN,0.04244127142225994,-0.0036206869568650973,0.004997149213292263,0.04688612668724703,-0.07637447536886827,0.07698324920999107,-0.0613008417772362,-0.0645690157589537,0.020645828811345964,0.0230942742582897,,-0.03391909630459784,0.009748347421501286,-0.005731873905151685,-0.02242281691065202,0.03684588764720617,0.05252160514200231,-0.07822020800596204
PRG4,0.004100881311714505,-0.03306037444410487,,-0.03846931964056562,-0.025169904459507196,0.0161803761310107,,-0.028985543290644636,0.07787122421332444,,,0.04558180401977966,,0.052813797720817776,0.10883448130585234,-0.001999910444905269,0.04590618804255494,0.013809733689744785
ZG16B,,-0.018624805020451527,-0.011790164593830029,,-0.029212752398056343,,,0.047888500065603745,-0.016871162270959916,,0.014308259930548007,,,,,,-0.02086251563556801,-0.015762546497007236
TGM2,0.01772404265290771,-0.04343146820403467,-0.01676734070583935,-0.02372659199009607,0.05111437088337242,0.06639485304750768,0.04308222860473963,-0.024643064815739815,-0.008517441546517795,-0.028645352225935467,0.027912101628956583,0.03563275381414721,0.12276992964862175,0.0642855121044208,-0.01757902164377315,-0.06733615692367231,0.01340281885607658,-0.013522127481848311
VEGFC,-0.03848200378665125,-0.03378480656872848,0.06912373101841988,-0.017844048237483853,0.013129680980896957,-0.019180331350622314,0.006456318782383647,0.048099345890983684,-0.002418982181408731,0.09511847633058261,-0.025903733304541342,0.04331635982748882,0.07129718988186627,0.035056052999759155,-0.026015520000376748,0.03993938866618844,0.041926704638629346,0.17094575404118248
WNT6,-0.04880543273983651,0.004796238600510181,-0.010903505553329747,0.011740764399881313,0.06338915020027701,-0.01716891539624851,0.13511038337109552,0.0015937564799820639,0.00840328917062288,,-0.02399514459402766,-0.018416395413308344,-0.06002503568527772,-0.004761177183749784,0.009549658912179945,-0.02757702522685011,0.008140515058629588,-0.016287439636603753
NRG4,0.05955234451654773,-0.020247462496633287,,0.0725486187419659,-0.02046436729479475,-0.01774788347516468,-0.019541219762994076,0.005487646039305836,-0.014749190950678859,-0.014239137096172881,,0.061714083247877666,,,,0.04374874680156801,0.0832911232925478,-0.024493811063405767
PMCH,,-0.023336290163332246,,,-0.042444902157973086,,,,-0.01370895406330243,,,,,0.05842749302857451,-0.018217468005568144,-0.015798306777010253,-0.03607970899013486,-0.031367850151217326
