,MGH258,UKF243,UKF248,UKF251,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,0.10959634061148477,,-0.028900850574306722,-0.014296302002897202,-0.003842750862080679,0.12282231986627298,0.021346527993768558,,,,,0.1261051127774378,0.07611851087427343,0.04490010479522822,0.03121010472836618,0.04682601720530982,-0.024603173516586512,-0.033635591849858135,
PDAP1,0.05813143463675225,-0.02615183617726301,0.020484542911067244,-0.04576868500303825,0.016897871312635055,0.12739557285722808,0.01922939918373491,0.0971341023130118,-0.03675041468604204,-0.03888696795622069,0.0413833248415798,-0.03903815225927254,0.06571924455430793,0.09706563691270328,-0.017249212640023343,-0.0015398307716209426,-0.003051719577020642,0.07549634368513483,0.03384153317338942
QDPR,-0.06113516221517354,0.04489124822802606,0.026006044482386536,-0.048324727941826996,-0.001030204437314274,-0.1261325143362323,-0.04443098600404341,-0.011548740258316505,0.060315552416362564,0.0005717791060117397,0.04408194030569069,-0.0030018597238454063,0.022038382284079505,-0.1551530267444911,0.029451660967678317,0.044212007275434666,0.046608295605196255,0.053672032416358706,-0.002577755334701467
POMC,0.03672108132720783,0.01829832627185,0.04944760751618066,-0.02540224778999107,0.027012538242394538,0.00734137376316204,-0.0031110724138766464,0.00826400907189448,-0.006869263802472973,0.0553663293643906,0.004878980868850443,0.15371819339963247,-0.02651798292329479,0.09846384650097531,0.06534071738138668,-0.00350559807726964,0.024172009600470393,0.0003139264876451683,-0.031941787723907905
CCL18,,-0.02925182201546464,0.04368937711334167,,,,,,-0.031562410897810006,,,-0.05908575612205004,,-0.025198573305586773,-0.05240987607115916,0.0044441689350766585,,,
CCL17,,,,,,,-0.019676914289134442,-0.017007804818218116,,-0.018000604709951917,,,,,-0.0203183167211615,0.033799454922471814,0.025992236690067522,0.015173156482241136,
VEGFD,,-0.013911796000397778,0.07377739339149444,-0.0204765843611416,0.08528612124591167,0.0482627552304641,-0.020964087878764234,0.01069671161850281,-0.022416369784755617,-0.019291805606447037,,0.0349808349568901,-0.013704148575575878,,,-0.027315799438479324,-0.023087389066315047,,
TNFSF13,,,0.0905784620269348,,,,,,,,,,,,0.05020565739098937,0.006611249646467644,-0.023474392792420494,-0.03570325553433536,0.05411027213770958
WNT5A,0.00978531736795397,0.048988817175012626,0.01846502340780591,-0.028130855517712747,0.07600739677656539,0.15926206097857412,-0.004181088799313485,0.016686303448615408,-0.021053673623988266,0.01685809924289114,0.006861112192299092,-0.07318575472824436,-0.07323864790408516,0.07632224830639328,0.03806166095463329,0.0032847931840647095,-0.07002287520379187,-0.03668309178656551,0.0268880710696772
CXCL8,,0.056769841850261654,0.0009091353253679478,-0.01917305990991126,-0.00019788946097119684,0.01756606752155354,-0.05436037435651601,0.10799032444285965,0.015272267007016326,-0.015085379897138927,,0.06067035796108204,0.043077956931611865,-0.01028177189446791,-0.000825096568633748,-0.0687390271572281,0.07107126838133009,0.029453185258998288,0.030595256857442545
GRN,-0.08756214535466185,-0.008382935901749258,-0.042997366836084884,-0.021338524881572934,-0.056648398468667885,0.13001431911738917,0.06239211289509551,-0.004123393264059826,-0.06395353050453603,0.017545605764543903,-0.0407845021002476,0.03735016352294225,-0.07465017693020928,0.0036107934231307723,-0.019670222845967054,0.01190651289796955,0.0018436441631654956,-0.06729884596434625,-0.01654114082280639
MIA,-0.011582647766157585,0.0023268119782532746,0.009622642260809632,-0.018210442145439786,0.03893527539291002,0.0802617543676571,0.03109897011061758,0.0662397115714588,,0.09016810686659286,0.019706458197600838,0.033378881834176415,-0.009948299195300268,0.015349039892449555,0.1005959808739211,0.05383642243967443,0.0959250521922437,-0.011222557790246784,-0.025619671839769324
COL4A4,0.04891661782101106,-0.033178234104077456,0.01902985243846757,-0.030624539771544765,0.033547166673173125,0.028250931486539222,0.034687486256590246,0.059953571884825176,,-0.02562936171390018,,,0.05171718724534082,-0.009039454790819235,0.12964939695333952,-0.04373686596970442,-0.03372006091070634,-0.029574354165531017,0.00020924559307534558
TAC1,0.15281623012220708,0.02133270766780152,0.022041672438130294,-0.030025737726021812,-0.02729071324344457,-0.1254895180410062,-0.03735343939457723,0.01582256561664006,-0.05604396475912165,0.04070997302218518,,,,,,,,-0.028805132940453643,-0.02511701288134181
RARRES2,0.09894291860083501,-0.0318687836966055,0.043556368125676086,-0.040740169537870755,-0.012807597680088748,0.19328131549940178,0.004033533959660109,0.0001759395337132765,-0.01869853822466326,0.0235242899354632,0.04573031089419061,0.08639218573333597,0.03407019690941021,0.06044428889344698,0.0124204941308484,0.002102576045136592,-0.0021733486880535315,0.10646263448350765,0.002214689334277087
FGF7,0.011526957904886002,0.07865520213696546,,-0.023111611734419654,-0.030012575500402244,0.0009783903158493742,-0.014223258284405777,-0.00048412039780559336,-0.05204144895301316,0.002266338269645925,0.027725133305999017,-0.05243713245916468,-0.03567200820220736,0.0740959222472117,-0.024272620034151336,0.004160251187718524,0.00148244188222362,0.02493599097430921,-0.03936122630473408
EFNA2,,,,,,,,,,,,,,,,-0.025961839308920615,,,
HBEGF,0.03407554290905108,-0.007128471726140753,-0.009712357824658976,-0.017972256151756134,0.00757927791722401,0.04642865340947836,0.034111416758659446,0.05657258977922131,0.012258727593908685,0.048509136611255554,0.007965322127124795,-0.0019173239737598636,0.09827865146534231,0.05920410004223459,0.0041625881800590745,0.019650175485889976,0.02715564091774465,0.01658053689346369,-0.023426719509440003
CSF3,,0.09245784541516211,,,-0.01785655702500059,0.024795060245502414,,,,,,,,,-0.03225932761430981,-0.04989050754995466,,0.04858831400123456,-0.05622599289477248
PI3,,0.09787883164517383,-0.02823259233978953,,-0.05643359701346433,0.039996184126285236,,,,,,0.16561136491108125,,,0.00339825482811643,-0.017103280277516238,-0.01859928259319873,0.019387246111905863,-0.004081027179480692
PCSK1N,0.05698434871786113,0.02589371207038756,0.044783217052491206,0.0171668205815013,0.014432269124668532,-0.04950183928148404,0.01098186799469686,-0.029111829788623284,-0.022413886017479356,-0.03963269518073317,0.020873886535815254,-0.008253166459958218,0.04443865427053663,0.02368340881524751,-0.0115927773785264,0.00607935651569856,0.023148489964737964,0.06662494602239326,0.01042995636719507
NTS,,,,,-0.023095498294040836,0.027849594549372327,0.09405968872482173,-0.015713586550092327,-0.020181933551672398,,,,,,-0.02932272155527576,-0.018271289805387555,,0.025384453235609103,
SFRP1,-0.016784390766606587,-0.0512276028992164,-0.03766133275226464,0.0663602106963706,-0.023452453671784335,0.01769819962685668,0.01867286855910976,0.03216054718920044,-0.03184001013085861,0.017036800940223563,0.05964750702360343,-0.10975145069443572,-0.04127057774658602,0.00899672983693376,0.05461065855600135,-0.04082302980136976,0.018205094317545755,-0.008765096684155843,-0.057277101915979726
CXCL13,,,,0.00542237782116894,-0.007129504612209032,,,,,,,,,,-0.03635244352778587,-0.0073862623663087015,,,0.048477128612640724
MICA,0.041777867793464506,-0.05840915404316908,-0.04822496785905726,-0.013131886020822799,0.03760781161166588,0.06809260327983581,0.02329103178643478,0.05888394933407926,-0.03810406741339229,0.004664290044904502,0.08054146457475773,0.027346663804118154,0.049524497174459815,0.06677594144492768,-0.002050142503185239,0.05051698042022116,-0.004075920303683747,0.05104545579996876,-0.0129548043885754
TG,-0.025000983229712677,-0.026448327278777127,0.06948433539816315,-0.019440090243464363,0.0024714900856923584,0.06580463608332608,-0.005678719562918258,0.03389224220100112,,-0.027039448212572356,0.10359028375859375,-0.06644906683258602,-0.04316602876231025,-0.04102916871391448,0.02299386365380132,0.023982926324403953,,0.08782373360509704,0.028313580296249974
ADA,0.06377619416106066,0.022076234604354504,-0.04258427006435351,0.025089410401495125,-0.0029081623397695278,0.16721261294686193,0.04079118575795279,0.009872959730223514,0.07696613893934764,0.07604459896376381,0.05892480161644658,-0.09491926675320142,-0.04934774030422196,-0.0016249678802237528,0.09413100965377137,0.03816274662627066,-0.03322772470119615,-0.03237180275800114,-0.0017193881142977673
LAMC3,0.12835021685823172,0.004410999729103019,-0.044937010777672905,-0.014908762912649108,0.031751809360298124,0.07989383140820909,-0.009178859750201005,0.02301286792654513,0.005014867497611102,0.040689808372114895,-0.037815806484231856,-0.14365067308653898,-0.09217505101849637,0.015828722477135602,-0.009793455304801463,-0.026403237130974127,-0.03950122144594603,-0.10257855039688357,0.050546515505595455
CCL7,,,-0.022940724354765445,,0.019182758276373068,,,,,,,,,,0.027591872992364604,,,0.029882760842784507,0.08200608849240323
NGF,,-0.019114908675037786,-0.039388084501723264,,-0.03289092792128851,,,,-0.02018194684013659,,,,-0.024751192602399684,0.000720526122048244,-0.035170168849518235,0.006427191239739322,,-0.02986454375187907,0.003957077183450999
TNFSF15,,-0.023647527636735843,,,0.009018311895601594,,,,,,0.03804207621619146,,0.0663728370627368,-0.03781797149707105,0.04322540898232605,,,-0.0129634222373072,0.037325997644082475
HMGB1,0.010162642534697404,0.03405253663099219,7.319432786250264e-05,0.03806140004798499,0.09791150916512471,0.12715772381545054,0.007166159758835577,0.04413305776259148,-0.00019252175269003296,0.052668454861839055,-0.019419006130713665,-0.10825764313938895,0.051349356836730746,-0.08229303565870011,0.01858046230673581,0.0689591313837917,-0.008132833983295248,-0.016254731841370385,-0.045292605840163404
ITGB3BP,0.05145092845923955,0.020857037865631995,0.0228516481206629,0.01665923572823063,0.025171956232385634,0.12582054729755282,-0.010087525784573368,-0.04112883835369728,0.05660567176416766,0.03738319025756104,0.04780264778705672,0.10240191194216326,0.14288987534651948,0.09108113469811002,0.08583309449844478,0.04448103185016054,-0.03799847019908691,0.07586006267644223,-0.0034328298940130035
AANAT,,-0.03426045135761949,-0.0023707088184580006,,-0.02055742076132518,-0.026418091810239103,-0.017827611080598278,-0.014188175700821232,-0.018973998111889063,-0.009971261152090538,,0.020958386080837627,,0.1124625081807011,-0.026715411774530195,0.13101953676490105,-0.027077456893117583,0.08942057550562459,-0.03910966327906034
RELN,0.16359581436339155,-0.032958236443132616,0.07185189198432046,-0.02971559008763636,0.01625509783691139,-0.07751897031294834,-0.01758406683355859,0.013824976335828264,0.02037949679927858,0.1044725592219665,,,-0.05648730522334107,,,,0.06066132861238974,,0.008874947419786637
IL15,0.005543603833963249,-0.03361455234584723,0.03632715365813194,-0.011628374797912322,0.05411996972210941,0.0162458036215059,0.02719417996656957,0.04515641993179927,0.07716124673931325,-0.022394381943320683,-0.05233058325006329,0.08755978446414782,0.007495750230820766,-0.044366171603963465,0.021357350229554685,0.08841581633106774,-0.03372005663748492,0.026316336625583893,0.03379184129966299
UTS2,,,,,,0.02589109635491724,,,,,-0.015372335457840978,0.04941377716919738,,,0.05740849848463329,,,,
BSG,0.08927383856760976,0.03444764327287183,0.01919666637560032,-0.058774651106831326,-0.004144978155492838,-0.00685574501172289,0.06120843994289915,-0.0066503355619096155,-0.024282508662191643,-0.00455710407248272,0.016632546777357628,0.13892366553100996,-0.10296141968519254,0.1096848337299611,0.10058793322139407,0.07363385438656819,-0.06965964725462125,0.004690616493604278,0.08285250531204931
ADAMTS3,0.03175373659345478,-0.004922225462868979,0.01736204812717095,0.0036419501495243943,0.03155745979008475,0.17429627932939162,-0.04044447729417782,0.0338523585433845,-0.030467782567815425,0.012339251604613995,0.07844458858496617,-0.18344563708356856,,-0.03142615913472397,-0.0004323006705991326,0.10397537121145699,-0.014998950928579361,0.0790072607048353,0.04567143168336564
CD34,0.034729498539166175,0.024611272888141935,-0.018124209753831055,0.03005404097611179,0.022220995679093924,0.07046569171325481,-0.014415522815092173,-0.01574081702953823,-0.020190428408493097,0.021114032520920267,-0.0677984765758176,-0.07080142633659989,-0.1361552136935471,0.044087728673004756,-0.009704326072099373,0.11816229407212536,0.008954921836745938,-0.03791337847802291,-0.01762136297212763
CCL23,,,,,,0.007803167918403293,,,,,-0.014767357902302082,,,,,,,,
PLAT,0.07159356341851729,-0.025784602756103434,-0.009374090293612683,-0.013714018713045447,0.053754382507292,0.11525755918776102,0.03857691868933472,0.00851966957210521,-0.026834702782727756,-0.0047264034447978285,-0.06869707985992433,-0.15204325874436095,0.06649446222718536,0.042816804152563566,0.08683355926954864,0.03302991099917709,0.034625383327691855,-0.012242458874603825,0.05189563853320224
NTF3,,,,,,,,-0.022903100234607593,,,,,,,0.011593919019450317,0.09216282208044146,,,
LTA,,,,-0.014296303469953859,,,0.04791189395900399,,,-0.022394384707693643,,,,,,,,-0.021447900583354634,
CKLF,-0.04921228364331953,0.028777768802393553,-0.03787476976167779,0.00045061230446214953,-0.002048046730398901,0.13067341791623244,0.04854827915845009,-0.042330046077751905,-0.054782245964166434,-0.013400039646051852,0.09954829719052109,0.03632435673508153,0.07072230548193596,0.053967952701380356,0.05810850524290122,0.08296300665344161,-0.00042020647955705553,-0.042367008811878916,0.02482058969524841
CD24,0.012485883073361764,0.005796940983801729,-0.027573255176588818,0.04365226762894385,0.029022314023247807,0.017211081538955883,-0.0012280835095780137,0.026120400134718152,-0.03708212271080335,0.04436053850046734,0.09964213267864097,0.029724797835314086,0.0022721212704248446,0.17724580215491564,0.013933076560895834,0.005008086133096816,0.04441578509882101,0.06444481061655054,0.04221808389207381
HSP90AA1,-0.056272059456439295,-0.03722106810439103,0.018297680767267368,0.07372316959092837,-0.03932215921872406,-0.16603575538865764,-0.024319559185195922,-0.060388733634890605,-0.03569605427640473,0.01872468647221321,-0.08406196562004639,0.008871584678050973,-0.10521639197658102,-0.11942934834354262,-0.06410927016894362,-0.0788021048494434,-0.05574046425428708,-0.007206143352661556,-0.06815565937397891
BMP4,0.009559261757666337,-0.041369338125990314,0.012055109114291923,-0.015154919727541889,0.03453762483133391,-0.023929588610806737,0.009658472526408978,0.005631752753878839,-0.030263938702886694,0.051260456796485054,-0.02637680360916274,-0.024572504128115905,0.11566569256031231,-0.06811838474453746,-0.039253435703515534,0.014320828360003254,-0.047890404782324994,-0.015725905635155683,-0.0009214055831842535
SCGB3A1,,,-0.022940722060723662,,0.11555727150120511,,,-0.01196786497378333,-0.033399546512341345,-0.015626505495676797,-0.026142641085840704,-0.0058554904920913005,-0.049131388435154306,,0.09398412238712447,0.037978250650959326,,-0.02507209889656357,0.030790553141956837
IGFBP4,0.10294709063814025,-0.09626120470824542,0.013129373878842086,0.015651953052636884,-0.004287344366903255,0.11975054924654582,0.002394085544177289,0.009237876348807052,-0.013398947779355271,0.005248514794168305,-0.07832815208761468,-0.07542806427847355,-0.019372048995188657,0.0037426825544099114,-0.03154341234013712,0.006173723629717321,-0.03760120136155273,-0.08118167426632436,0.059180989939215
RSPO4,,-0.023350820679154626,,-0.02311160734668163,-0.028255457840694314,,0.008205840824913024,-0.011967863223212345,,0.06989786382038742,,,0.12467594444629904,,,,,0.05820037384397807,0.03447998120045222
LEFTY2,-0.02475379154929214,-0.03911277568640353,-0.00864731505713356,-0.014471883828009654,0.0008662736644361359,0.12957375407598803,0.012242362823480154,0.05175639736927114,-0.02018194684013659,0.02306524476514858,-0.03618842227137272,-0.05468944133915875,,0.05102142067268403,0.05756285987043154,0.06466512683542025,-0.04296334056938906,-0.03881319145865091,-0.042321772314120376
PF4,,,-0.02379731661345797,0.08665965255910373,,,,,,,,,,,,-0.02379582314849486,,-0.010983766477994428,-0.012921572436459649
ANGPTL2,-0.016482349092120582,0.06655086616728617,-0.01480436231908217,-0.0005990910365931418,0.018714484281313407,0.11435466941302098,0.023282626888284225,-0.023179591160482526,-0.022888345102816447,-0.008226699357892822,0.02006500977544308,0.0932710337755478,-0.04547357109503566,0.08691308094720249,0.03898819608462949,0.05715135935862521,0.032054188453442996,0.005801313863211913,0.01928725105920436
LRIG2,0.011219194821378606,0.03941925301431458,0.04961188363454881,0.029358192189305462,-0.0009785957835602044,0.16443494194247815,-0.014850413461039836,0.03567521566347114,0.037186810879474695,0.018240598724050372,-0.0010296635030307476,0.030234535115441327,0.06256080722233216,0.12421238976461832,0.035553920101422554,-0.04849164564126688,-0.03137184197985348,0.004785995581557219,-0.003569383536910175
ICOSLG,-0.051526119368885355,0.029792132215283765,-0.025473758686154212,-0.03398988558334766,0.0525909265442103,0.03792890012059054,-0.017273685936094612,-0.022712769496115604,-0.009649331274862727,-0.006533729840574938,0.07217904417641859,-0.04361827586128294,0.007209362764843699,0.057847941678989254,0.02415827019472935,0.04762963649264904,-0.01897831402194908,0.028040674833247344,-0.032157462584781915
WIF1,,0.0347413799652515,-0.042819408624663706,,0.026378211303568926,-0.1121406298822933,-0.015410050193539528,-0.02252104069670113,-0.03438868036918723,0.009590004723453156,,,,,,,,,-0.04937254300247087
NPPC,0.11424120349597465,0.03336647617279489,0.1075160053850455,,-0.025008402890856006,-0.0545182411972413,0.008624690300525982,-0.016632401089955333,-0.006583592940503393,0.014532649658933904,-0.03170358501258056,0.005846632676967299,0.031956085310172425,0.10412467174078234,-0.01709184430476831,0.03896415396590536,0.014021394722217763,,0.009466597093903337
LYZ,-0.026312975444350874,-0.04220691318936865,0.024963191895560177,0.053081291538637,0.027040947024982706,0.13555473499011036,-0.007224703326701859,-0.01140117291701984,-0.014537344122262659,-0.044293453913353285,0.031107563274561635,0.007429680051706962,0.05236667125921111,0.0397145483164622,0.013058381131649229,0.03440022950777589,0.04760442775220646,-0.010461680230707647,-0.03823077408063128
EREG,,,,,-0.003030271833921165,,,,0.08024030289125378,,,,,,0.022077501791405454,-0.04696039511591733,,0.0799767711599788,-0.007820086232458784
SPTAN1,0.07979881545359212,0.016814837864122058,0.010383871150591572,0.05018014193911288,0.031700904221599276,-0.08347388170605466,-0.028223931078413235,-0.033926301516309376,-0.008815282629051773,-0.02664722864587598,-0.03198720663829227,-0.10276223863431644,-0.07196293751264549,0.06258689487363102,0.013347499243027755,0.039893099846922124,0.012039147775197332,-0.030597504588508982,-0.0042095732830080765
LIPC,-0.0022282414252851605,0.0005711605910135141,0.07713761645675808,0.049035693653321596,0.027900673018986116,0.011254441334149264,0.016479432992385162,,-0.021268579037978037,-0.025294205883244398,-0.03361840659623312,0.1088638040612423,-0.06215308362324794,-0.020337369917484346,,,-0.03153147264994518,-0.04352489874941075,0.018782482563380894
COL8A1,-0.04264856055410621,-0.016008613614313275,-0.04215751493769812,0.016593235120831492,0.024175203788256588,-0.03798951547278618,0.017491803368722424,0.02258242368554546,0.022468889240498977,0.04099818427373644,0.04721827928577129,0.019578708222876058,0.015115293812797843,-0.0324771874806265,0.03680014458068597,-0.006593778007524533,-0.016802204895369714,-0.006715806256320342,0.02181684105171176
GSTM2,-0.02789918007914702,-0.027112178948463694,0.037659011991894024,0.0516446481273765,-0.007412223517320406,0.003182320260551997,-0.03489669975988829,0.03701698960496382,0.0855629268878393,0.015944003241510765,-0.022014694250657104,0.12769036830369862,0.06319279291842145,0.025370960177432067,-0.003098152194359842,0.052510261511935025,-0.019546408917243813,0.0143084015548955,0.04806311777990811
IL4,,,,,,,,,,,,-0.01836104442826759,,,,,,,
SPX,0.0016445616586496885,0.08281813880695699,-0.0389915002934335,-0.034081995868977484,-0.02691429457885936,-0.04652455697891661,-0.01072534174846509,0.03505652623737043,-0.009180729644373331,0.018616920480960752,-0.023423764616881487,,,-0.004962621508508297,-0.030703586437147653,0.07991600247856961,0.033508276134947265,0.004473110978405064,-0.035605587649387184
MFGE8,0.12637734134637202,0.017923469991984645,-0.09019425939146986,-0.001001355894198461,0.04194060068946671,0.07774890847658149,0.030010536849863136,-0.015651106989815273,-0.044621010704100725,0.0009920260006312253,-0.02646243468807401,-0.02821704652389332,-0.017037071105236876,-0.03759517377247359,-0.0037797594959943174,-0.00035822802801679764,-0.001787487509163858,-0.027873507439199176,0.05306250030827456
TGFA,0.033287876805157886,0.007143666113290496,-0.010303128065143382,-0.03847531376559404,0.045088855437112954,0.08776269701958535,0.03685251470327691,-0.01912796178361195,0.0830237358436411,-0.037861802023207713,0.03495803700092824,0.11766425977713568,0.09755754649360082,-0.04035899055718636,0.09699932620973055,0.0626087367845305,-0.010250907185541678,0.06885799713146856,0.026071219448094964
SLIT2,0.09835331451938871,-0.04732201546760315,-0.009926694635754135,0.05884915212502387,-0.009857193676580002,-0.04233377287621562,-0.033893043710307505,0.0011716427832407323,0.010614114003644981,0.006871453340154006,-0.020210058363304927,0.19334133755276697,-0.05887578365703855,0.005457155616277827,-0.008596037226903426,-0.02265130260604388,-0.011616672256271318,0.019066991948933937,0.08212757827282502
PLTP,0.0688927461152347,-0.05187737007597256,-0.009045912556986236,-0.030803221272226483,0.029407199796485536,0.11675329046474885,0.016324942121564514,0.04364917929482904,0.0030013968008209195,-0.045775141904267076,-0.061719976287930016,0.048727217144835876,-0.13003479666305756,0.11554517318713244,0.0031159654780363584,0.005544541813951255,-0.02611937489979444,-0.09110082061011578,-0.012743501260688704
APOD,-0.09325084439680473,-0.039499138881041194,-0.00673565299232656,-0.038012826219405355,0.015018438425602102,0.07332041514853248,-0.06496221128192366,-0.023958430944472132,0.051000878138373826,0.018153276210902323,-0.04679601849936537,0.04321012687655666,-0.07263665423880505,-0.16306572719211032,0.06191995495868172,0.017674153176906456,-0.000324247954953159,-0.12475494162245596,-0.02029366937613185
B2M,0.00048481847529496124,-0.05773601402604228,-0.0021396078571819014,-0.013578003345164595,-0.012686803863441223,0.1745420044865718,0.00012561173317067817,0.006990841267274036,0.003338794121185012,-0.009852893729458629,0.028064835116047942,0.06158952626158992,-0.05805195913760735,-0.04131288368139674,0.09472208167956647,0.1297638281187591,-0.05695646322730956,-0.09410747061770261,0.04558941949511062
OMG,0.037224908266077,0.025191793006178707,0.06076509086734257,-0.0003202862898990092,-0.01684530050931638,-0.05941103526824045,-0.036957914463888665,0.01984351284537459,-0.007348495527323527,0.020357549150744576,-0.026198031686224667,0.08066418874574362,-0.061913013723416066,-0.10114671948804402,0.010127081112675495,0.060843623474379556,0.026176039241222433,0.006465072746979833,-0.03513368695019409
CXCL3,-0.020133371089001227,0.015125163372637949,0.004078291813494534,-0.0015050857330938857,-0.03960153131260667,-0.034685691693831136,-0.010223856260904433,-0.012803083921548103,-0.029226647761805637,-0.0161280123078056,0.22897978935787547,-0.03393901484527862,,,0.05410910298294578,0.01580155925318135,-0.019067958183993587,-0.03840921582614237,-0.05049571570018719
CXCL10,0.006613181636916031,-0.0009585655530512387,0.011395771457450262,-0.02053068667787116,-0.0148528678600123,0.13768676258654414,0.011083102164141751,-0.019448821556318475,-0.015695582974729522,-0.02562936333304475,0.0337645184314949,0.09686110842805001,-0.04679057853617669,0.04689347209383581,0.038651185411404186,0.03603495523223487,-0.02568860696722366,0.006035417256793996,-0.03160853140593348
RSPO3,,,-0.00829953081932624,,-0.027355916905823428,-0.04337990755524513,0.01712365360262173,-0.03108977464836079,-0.018364029101594074,-0.016853462024668205,,,,,0.020574653852806414,0.02891513780765089,,-0.0245326192288691,-0.06134433796669383
CORT,-0.025000988461348142,-0.02618038412601092,-0.04026856253657166,-0.02322509040284848,-0.03320053550387114,-0.036615843419573045,-0.005416131412097435,-0.014448254896135642,0.01798891350600203,0.09043237827778988,,,,,-0.02237480760756733,0.008239934501604974,,,
NCAN,-0.02028538161363945,-0.019681096500134415,0.022056363522782726,0.03982173157731361,-0.0074565984443250855,0.04253387955185836,-0.05211431592421525,0.008179914203726555,0.011803790743448853,0.02234329063632305,-0.03468241524920549,-0.11728941693128352,-0.03925593627617856,-0.010835046302789567,0.0641786027056775,0.042324878238066146,-0.007458961536230455,-0.001639368167136346,0.002443155046648233
PRG4,,0.0498893353532028,-0.014833894659064754,,-0.019586738291783284,-0.03757878569467894,-0.025520327663605194,,,-0.019704483086882045,,,,,-0.007528995314521503,0.008795743389146867,,-0.005978118920876619,-0.053770211836543055
ZG16B,,,0.033708638555538156,-0.015648719208558228,,-0.04057233803991189,-0.013643002410599387,,,,,,,0.019015383145353053,,,,0.022870503886040592,0.059293207668947356
TGM2,0.0849989342678627,-0.0015350271433615423,0.015190986282864426,-0.03197157007433967,-0.06455552347510879,0.054278750547133776,0.034976424528097634,0.0072024255632539965,0.014865016329312652,-0.03268413632172436,-0.0805463742839795,0.04866646847484552,-0.11042653887215756,-0.027218706037234065,-0.021017765531820002,0.010565411071791934,0.0006698246281231141,-0.06273256243913128,0.05282805724936278
VEGFC,0.14052807483424337,-0.025637043933577797,-0.01801831579685732,-0.020093558088527138,0.019607158801135234,0.09474279036623591,-0.036737239525994295,0.003250564724201048,-0.023460207258591333,-0.020109210408165917,-0.054079481573186,0.03468473685713018,-0.058103632282480965,0.07749183690863241,-0.004698545274826215,0.007649214466397198,-0.025150951049349415,-0.029741501931872194,0.05881535110667029
WNT6,,-0.03251460163783088,0.06864458276789005,-0.014471884207817056,-0.026988639661717703,-0.025659789311451412,-0.03036201525122244,,,-0.01755030339092932,,-0.038429056911780286,,0.021739867938651125,-0.036041960367959223,-0.011939064489454176,,0.009838165897037981,0.024496975543121982
