,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.024126898829964424,,,,,,,,,,,0.010913369938907763,,,0.07791968218325866,
BMP1,-0.06776154979028746,0.00914078484155049,0.011856007464641698,0.0020415460616079223,-0.0273782885492211,-0.016062906996890988,-0.002134822042584556,0.020829710865530027,0.07670730605516989,-0.016094665909938584,-0.07028584633675375,-0.06790195336450133,0.03462800077369368,0.033166907681118116,-0.0006048886304093379,-0.02276739457568367,0.05706488307037503,-0.012197413200110396,-0.024891223905863395,0.0668021489022187,-0.04965817185097501,0.11101718305873151,-0.027116411024025268,-0.011040663988680215
NDP,-0.00532346358971718,0.03356486540155409,0.10238410093262681,-0.050193193450289775,0.015429930841171169,-0.015356664238113053,0.05088631524109003,0.07243531590007743,-0.04750517742588284,-0.024167762835675916,0.002381509275605415,0.0179541695284444,0.00895998847719879,0.00018972510473346047,0.1686231945990082,0.012232503664156697,0.04118528260653247,0.049577900822855285,0.06163269872564665,0.0030044543499508697,-0.00021397645334569925,-0.053275575976889644,0.08677825758693385,-0.02310612739845337
TNFSF18,-0.007040330349882372,-0.016076868065546163,-0.03182395191399005,-0.03495372383771258,,,,0.0076511581912867555,0.029765595632289636,-0.016756412273010383,,,,,,0.054164330604078575,,,,0.009250663886775857,,0.04228195031561101,0.0039033224424622035,-0.02267024462778482
IL36G,,,,,,,,,,,,,,0.04024691346952516,,,,,,,,,,
RTN4,-0.08966685282200229,-0.07564845126832065,0.03509707000645011,0.03585828165013374,-0.01001681018707869,0.03344552565787528,0.022458814784471287,0.019194493511493074,-0.02440671476208314,0.019671108187748462,0.047796845856038335,0.10816224385352602,-0.03475760328587548,0.010727400293997222,-0.08141286495750445,-0.04584252328900339,-0.005700810449500269,0.03283984030841848,-0.027258156947657618,-0.12077116397241848,-0.020555025023534533,0.14917799385457328,0.00485646230606908,0.016922397900609284
HEBP1,-0.02696682815253881,-0.07015618084395862,0.004204454364580238,-0.01808577799856004,0.05717609074067606,0.03755700253997733,0.10950838038374408,-0.04406032646236779,-0.013286440219334904,0.05156133152264362,0.03352083642593007,-0.08408667899174395,0.010397583054254911,0.011614139672596158,0.037818832749713926,-0.035566712083409904,-0.013661639625256095,0.0661757519522505,0.027271942005405884,0.1008228859946553,0.06273103209265238,-0.027200467578659744,0.09255244071517449,-0.0033872550775827406
WNT7B,-0.0013189059026239285,0.07535350328196883,0.00466655286342001,-0.02655009561887786,-0.012085401209418057,0.017553384451420583,0.016815131517404262,0.02192235109436059,0.06714915755545235,0.017051506921292554,0.0028688532312488102,,0.0067156359926126286,-0.02403735016692264,-0.023532205144075776,,0.02590608333035063,0.0017563419859858143,0.07283141156051492,-0.02991344797136671,0.05422580945841509,0.18543830939366926,0.044324187653773675,0.025270112833290087
PTMA,-0.004188835225466484,-0.05824750710373303,-0.01180553627432899,-0.01562019098812845,-0.08294788828074696,0.01677988971963285,0.014488367627253047,0.015624851119707876,-0.0023428508741904063,-0.006127768375441224,-0.003480366680352963,-0.1078283474102085,0.06709424458661661,-0.014644934389498055,-0.0776553310792705,0.051895803652698094,-0.12233883850321299,-0.06944586407017558,-0.04308600022410495,-0.03374095711567499,0.09952559466210956,-0.08940618964400918,-0.14943846519472542,0.017029760075393384
FASLG,-0.022365601567192243,,,,,,,,,,,,,,,,,,,,,,-0.03250393273420744,
