,UKF255,UKF259,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
COL4A4,-0.038370968486285975,0.01865268890065428,-0.018367443478659453,0.04196640324134003,-0.009713756117388297,0.07900147503426755,-0.003485758067727688,0.005197236395484893,0.024569549516205984
TAC1,0.018799293508522944,0.000996930997632437,0.006931453546432317,-0.0344871139837616,,,,,0.043375539100711354
RARRES2,0.07531460939390551,-0.03566695035144203,0.0434221447561462,0.013763043969562032,-0.04848112713594518,-0.02269688847709709,0.021011992326027296,-0.02039980342740271,0.002629359360928604
FGF7,-0.04562981626903695,-0.0006424821381711675,-0.041870935768721244,0.07095770429012235,0.027817057346841284,0.0006969822688240704,0.1307348052701459,-0.0020975273700793726,0.04706680691182998
EFNA2,,,,,,,0.07545211996692266,,
HBEGF,0.04132023653945873,-0.016600649486859097,0.005444828026043193,-0.02545505729081866,0.04167997673349316,0.02553998846304473,0.007735569592450182,0.014662979986086174,0.1212607113708875
CSF3,-0.02685821936136838,0.03191477522587936,,,,-0.03384817711122234,0.037782023856541606,,0.041661557404953205
PI3,-0.007953008965698664,-0.0490103535465871,,,,-0.0684296258436185,-0.014724295535537864,0.02932656781041301,-0.004434012219570851
PCSK1N,-0.002307299805383565,-0.018290832302547032,-0.06597778236382837,-0.033145148522433915,0.0745312706911433,-0.026525343313870343,-0.06872998856596377,0.06804894198151583,-0.06376713559175455
NTS,,,-0.020982669095845105,0.02144897374843775,,-0.03761458983953016,-0.011397946594487236,,
SFRP1,,0.02747202737133581,-0.000923445059437114,0.028453770824311973,0.02184273525795746,-0.011384907122824651,0.007216449166720082,-0.055446738784162765,-0.02020777496822157
CXCL13,-0.01950224519586293,,,,,-0.012317296892887361,0.06779240358763126,,0.1888105422505205
MICA,0.028666954317218087,0.024161850211938753,-0.009757908728909985,-0.0033638822590659513,0.05341907994476754,0.022760985731020766,0.04506666201799658,0.0037341269762670402,0.07279711733017946
TG,,-0.0250844729546432,0.045086897160462436,0.047983114867945875,-0.0579030534835343,0.11694049190324499,0.04303273567036253,,-0.022456446578483773
ADA,-0.007639453394214404,0.009014373263551551,-0.05215532555426601,-0.0158825072750971,0.09389977762221216,0.05808465227529118,0.04812093334591479,0.04424280807187867,0.08180022203617296
LAMC3,0.015597613721933986,-0.02888212576503665,-0.0031064317856223287,0.019913377983399632,0.08924768335065111,0.05967195104492981,0.060564325547182746,0.029088193412511516,-0.008932628389414443
CCL7,,-0.01813603386800947,,,,-0.024165501722729528,,,0.0014740652382146304
NGF,,-0.011643358880637578,,,-0.016960913636677837,-0.027909219895066152,-0.021597507463041357,,0.045410000277747754
TNFSF15,,0.022063292765277777,,,0.032509583765722175,-0.02355865062785403,,,0.026885233464202924
HMGB1,-0.06344164489235306,0.03350651710079871,-0.018794620299789955,-0.002089976258150628,0.08125931543083634,0.009111700123335884,-0.04292573166372045,-0.02300932952491284,-0.07813850276945052
ITGB3BP,-0.018730429461616262,-0.057120174397157275,0.02035675027098607,0.016089788394226968,0.07685230478863889,0.00885589529872963,0.07874056961456662,-0.022866961197495934,0.004430582910125586
AANAT,,-0.018375714778696466,-0.015939382796217892,-0.011272853435684472,,-0.021199963667868946,-0.02946039269622055,0.02001150357205933,-0.030494406974157704
RELN,0.004538199290147932,-0.013208657501557353,0.026236655362336225,0.01101241512444939,0.0033122447274546146,,,-0.03715778944737915,0.014698594581281628
IL15,,0.01351089151684716,-0.0452110142394127,0.05658701206727042,0.0267620159133604,0.05416465113275662,0.09192898293125372,-0.03700199854195927,0.10407474725189549
UTS2,,,,,,-0.01805332063740332,,,
BSG,0.043912080968727944,0.05446061844746308,-0.053744237015828006,0.01371943355411973,-0.0048781523426063515,0.09084357614030612,0.07614846151764294,-0.004983804494723149,0.12119265119479981
ADAMTS3,,0.03197408310904207,-0.004346528754036625,0.01542186214850733,,0.03587395006394196,0.030274045059919458,0.0775130501652166,-0.004002360664496839
CD34,0.04587185253319185,-0.05261020450811487,0.001063796097745587,-0.02109120269660641,0.06204307172560607,0.08660953609661087,0.015367388476756878,0.053510122698714066,0.019467135709226754
PLAT,-0.06578903035531602,0.015077555368385155,-0.030717889692275704,-0.04183424635077744,0.07257658632631536,0.031216770239936915,-0.054919222723380755,0.01937407672721199,0.02990622415754073
NTF3,,,,0.04384590452028312,,0.026803476312981207,0.01151593887431983,,
LTA,,-0.02324447549607052,0.020346261877488468,,,,,,
CKLF,-0.023168862904308474,0.016710561114870875,0.02713558324170851,0.024654016755127635,0.016559581321946917,0.07778930248321696,0.05787909600540141,-0.026910188853018272,0.03781209638228823
CD24,-0.054801068486348144,-0.03178549385964759,0.04116729284965621,0.07987302076390607,-0.039818074821818546,0.0030276700883754056,-0.027961849724845254,0.028517515685369876,0.013535330363011158
HSP90AA1,0.022213251016921894,0.03158285616137669,0.002889002349181983,-0.04004691835840067,-0.0009737410195574719,-0.11170276089825844,-0.020096998779625966,-0.08499735785247652,-0.09804676010667972
BMP4,0.027358096133991386,0.035112926082031364,-0.0440319484525151,-0.0009314607347127124,0.051438730849336894,0.038765010008229524,-0.026173913839306694,0.07050817257571107,0.054772121341486096
SCGB3A1,0.028953057665122153,,,-0.009508762129278705,0.06643786616433826,-0.024801117337775815,0.006940186655652461,,0.014673646047315893
IGFBP4,0.011876898981009689,-0.009760709471106944,-0.016565052939452856,-0.02766120548307543,0.17543217332838404,0.0025954917155513865,-0.047582496541238146,0.02118577364532183,0.02251875950975216
RSPO4,,-0.027113907672749762,-0.017854481083312165,-0.00950876073840714,0.0056777897699089985,,,,0.054629820543215274
LEFTY2,0.00028461898439654,-0.046281165757986006,-0.04396934986388876,0.016752894219820562,,-0.02051377443563033,0.023848028958375445,0.02957717721902062,0.073751156261263
PF4,,-0.015823332248666007,,,,,0.0610148168229012,,-0.03012181483870281
ANGPTL2,-0.03355782983048849,0.012069432388586036,-0.013088752908080556,0.04730818210191138,0.11061236592057998,0.11072377184241397,-0.013595850850199659,0.02794064495872405,-0.03368423631731882
LRIG2,-0.03409654534731066,0.04284752101824369,0.019735120601783406,0.01345654362052395,-0.018105996760707083,0.034618237346642294,-0.0023257001086759376,0.01948440012661695,0.007695974923949286
ICOSLG,-0.05143416819505853,0.0006330026360335751,-0.012448092754873167,-0.018045852197430604,0.08777938646516437,0.05613386827350316,-0.03537796896914716,0.08145878780554773,0.04515412034518364
WIF1,-0.046554564933968354,,-0.013777880156420553,-0.017893518965817604,,,,,0.16720367239647735
NPPC,-0.02013265158965683,-0.024545890453086153,-0.026876266446255157,-0.013214850430681706,0.009595136668625789,0.0016664080466508675,-0.016569959756628276,0.0602907024808008,0.0457972203410293
LYZ,0.01406179687297572,0.03353391216987739,0.009939265062402027,0.022784155547415436,0.05782187195103167,0.04270430668424162,0.0235389125803931,0.0417371746393882,-0.025588008568396593
EREG,-0.00712365666140883,,,,,-0.0035974885550333156,0.039560600165434674,,-0.03467913194859652
SPTAN1,-0.07740425758544586,-0.02911053221056622,0.006793924338151261,0.021784135330490433,-0.05749488006927374,0.010931939941312585,-0.016147234438721233,-0.02958818699545433,-0.06710200276908448
LIPC,,-0.02843570653074963,-0.016938757318534173,,0.017860754955954097,,,0.056759432395904974,0.07373747045671677
COL8A1,-0.0028649071174407644,-0.02455990960819343,-0.026083539892787683,-0.031734418412508035,0.07892771170966321,0.06465673008160419,0.04191522016193076,-0.015335916419206098,0.1078903382753619
GSTM2,-0.02222889489094252,-0.010572182339466291,-0.01613510049545775,0.05288337988195958,0.08171550298710423,0.04244613486096541,0.0023679696184849366,0.044402968617661354,0.015612720441795512
SPX,,-0.0034314705721807523,0.02591031667246525,0.05140920655789709,,-0.02436477200629825,0.007553537130181448,-0.04762339443358082,0.025083984555050277
MFGE8,-0.030201811115900746,-0.019732205507255178,-0.004035810374558125,-0.005380652019829882,0.06505264334675191,0.02494054816716726,0.0344286101497156,-0.0011195133910733767,-0.009908258170547982
TGFA,-0.04908824215135474,0.023402535415562035,0.014993955713251066,-0.0124745130714151,0.0013740257641581433,0.03265743546801042,0.02494565056996387,-0.03823469565933318,-0.052361665753591524
SLIT2,0.07423820495975973,0.0029058390286369725,-0.01999812584411305,0.03557635542419117,0.019370770853694336,0.06999562817650867,0.06542685336484673,-0.028628681404094237,0.08603006563970356
PLTP,0.0336239334715516,-0.03359291317516742,0.03378931164940684,0.008995590334259607,-0.0563356687681309,0.029898543103386566,0.038779193177470236,-0.006574586442756996,0.004374376139014831
APOD,-0.04835465672517648,0.014712561273963396,0.0027223295400344654,-0.008228107264828942,0.027255644306976388,0.07722447795624186,-0.027884439596329733,-0.03506487710541489,-0.015529344644270337
B2M,0.0359329849833316,0.018574455420207345,0.06918135906192656,0.03090782193705489,0.09832509813798834,0.1084272115620428,0.043190171423174384,0.04874889945498409,-0.05658740608364318
OMG,-0.053769402349632206,-0.047834489666319105,-0.01079414921846409,-0.05184035861184023,-0.10345293134410695,0.09556134169416332,0.0029406295371533536,-0.048899959722265435,-0.07652037910501715
CXCL3,-0.0505703293554277,0.06897284029887081,0.0195362979386818,-0.010172364059744924,,-0.033231288053368904,0.03720083712587023,0.02626000705651423,0.006230845289738651
CXCL10,,0.03954628045521761,0.03644041766127719,0.07522448210676706,0.06623163779398376,0.04443564773998185,0.004185449617812684,-0.028188855308431408,0.016825478445175752
RSPO3,-0.02685822019910619,-0.01837571342093919,-0.026966494722116163,-0.02470158816394868,,0.006842786082909597,0.0024634463652700163,,-0.0693034038584862
CORT,0.026654888964622297,0.057419742310583076,-0.009391497051421933,-0.02333039190484068,,-0.027555067055961467,0.0376555744578403,,
NCAN,0.07792424452571675,-0.007355792262404374,-0.04998305934926889,0.025943769679132214,0.050335646034524284,0.03604729293305537,-0.04721612042710716,-0.10969033083561461,-0.017469406664037866
PRG4,-0.011736158985751886,-0.01813603669424113,-0.022817318028538747,,,0.056526058959877355,-0.017687327051141215,,0.0315918024105073
ZG16B,,-0.02104908861625864,-0.012197990910230768,,,,,,0.013590899886804014
TGM2,0.0030081568881553454,0.054585489383141915,-0.035719656224725935,-0.001614989487086183,0.0822710104017451,0.0821995391179084,0.05649988137963931,0.05645262743791812,0.05545444252577224
VEGFC,0.042559285700695955,-0.032323273489532005,-0.01458266959496461,0.12058425026731139,0.06590103187868192,-0.0023808591067850473,-0.00021739804448522794,-0.027598869837673238,-0.03435886242071419
WNT6,0.015827676555821103,0.03169795497559744,0.026818145732006488,,,0.037550362450162814,0.005392721357271046,,-0.026552707912980787
NRG4,-0.020131679814518716,-0.008305288912624841,0.024795221037388047,-0.017699822018108664,-0.028702786849779376,,,-0.02216149384177831,-0.039931200075223536
PMCH,,-0.03058344159624777,-0.017854480221640608,,,0.04809833772111094,-0.02946039165149566,,0.09529847894341352
COL9A1,-0.01955068934427644,-0.023052996527178262,0.025164547725511462,0.06360167279833462,0.0828278329230237,0.05731860845698308,0.010528973567753574,0.054838206365598614,0.032625684229006996
GDF11,-0.044285233160607465,0.019855351863674195,-0.006509100131845461,-0.022407241600218092,-0.01265100205679168,0.025019533304879802,-0.043095553953405794,-0.007944497303481634,-0.016448602355105684
IL24,,,,,,-0.018313259606212516,-0.01974539118118734,,-0.044641753304516876
SORBS1,0.040571013305344614,0.06302550978673266,-0.01720212298564919,0.037843932607471514,-0.05798327042747375,-0.0020939316384232334,-0.0038790127236008453,0.015029334054697155,0.06858818299519785
DLL1,0.015371679485205021,-0.025991763493917158,-0.035381740748177994,-0.0011111128917509602,-0.05955383734043308,0.09608205681235199,0.004894456620761117,0.005046618028550041,0.0026897458757250995
TLN1,0.05071508879053554,-0.015689500731314244,-0.013967669697852044,-0.017995961274489523,-0.014969874242463873,-0.03625346194577576,0.03819972716812535,-0.02851261671489544,0.03893404576804944
COL2A1,,,,,,0.0528594037210508,0.03878747938079101,,-0.03597586798120994
SHH,,-0.018846319809833183,-0.050741757232096715,0.04030715197080223,,0.028914367687590554,0.032168187657382545,0.04677857105781123,0.05265739889565235
PON2,-0.09053055812557544,-0.004285586801185591,-0.05829459864437754,0.0020492790894479367,-0.01372735282439554,0.10125281383318385,-0.02091443589083578,0.08724747692900041,0.06559513705976966
ICAM5,-0.02870878250902009,0.010913819728458937,0.0050196403038120126,-0.03394186159233038,,-0.03341252646944068,-0.03036293742776495,,-0.01681255136274053
HPX,0.05198729104969151,0.03365947804651038,-0.023937801155830125,-0.009508761159883307,0.02650896074516936,0.052113178449765415,0.08481849676360667,0.003636907383872189,0.03991913257675246
SFRP2,,-0.02146391589035484,-0.01995059190540227,0.005846883568559319,,-0.01082747202303759,0.0764725120546834,0.012582097952298997,0.026688203309732306
CFC1,,,0.057474752402302674,,,,,,-0.035332829190427885
CD70,,-0.03648254993029836,-0.01880361727855776,,-0.05383206008549247,0.010022364333962145,0.08978398829395354,,-0.013086529524026525
HP,-0.007172159071495323,0.013082944657093427,0.05484711051580435,0.017612216732054212,0.11993753574913808,0.06045636427665792,0.009507830518961634,-0.028383167595433332,0.05509382131769645
CXCL2,0.019241682105381335,0.009113123429894386,0.00017328066913928692,-0.01321484939644671,0.09874425318487132,0.0228521565723486,0.07579099307669093,0.014479304741213023,-0.006861084127360121
NPPB,0.020482077601388305,0.04210667928053562,-0.013442211830344834,,,0.007584990843043153,0.14359710030013287,,
CCK,0.03632871874725076,-0.03126069770589766,-0.013562385163813348,-0.0015102923022371863,,0.04238516438545542,-0.036129774428405044,0.00677389888147887,-0.1417825040083496
SEMA6A,-0.020249078945458562,-0.006966450514145585,0.011576720208433266,-0.009643678733603611,0.038514022458709656,0.03315535672782338,-0.038231867255987,-0.0022274805816563576,0.04513723653392967
IRAK4,0.01850247201721604,0.03373676147237901,-0.04035504729997172,-0.023974642810575,0.00768410772497137,0.053405668523292905,0.025299616949969624,0.028165393795839537,0.035308565124417185
GSTP1,-0.03621116917407111,-0.015269965470714627,0.025669561363028007,-0.0428321026371059,0.0625807626385565,0.09127444235058611,0.0526150885719664,0.035998232723074404,0.11785654340675851
VCAM1,-0.03207855009325463,-0.018994658543643905,0.03722747423199075,0.014418458417068599,0.017055243494604272,0.07497161708527886,0.03793170932890125,0.041084760856057514,0.00502386542293813
NXPH3,0.051579518149756795,0.0064113955734407604,-0.049765518768071094,0.0074310078369794795,-0.03258566036355532,0.09969514039085453,0.04607729222977828,-0.0333803748722323,0.03099142713730685
MTMR4,0.0016758098995937653,-0.009714505628191638,-0.031319727539200114,0.0373061926040217,0.03343025229360129,0.004701882649135098,0.004433183516545394,0.0008950785919309323,0.04313357059390239
LAMC2,,0.044823089511789885,0.015476607658634766,,0.17646071914294065,-0.022514482104076496,-0.025931239071347763,-0.02142673884244827,-0.038452260451275165
IL10,0.08195111430311378,0.02998894695709581,0.07374816935389268,,0.029048266741101836,0.0658257355375434,-0.007850849110157205,-0.02066814732526575,-0.020469143136307644
SEMA4D,-0.03773600506162518,0.05071699062527883,-0.02818835593785677,-0.008135983060515573,0.037998105010060866,0.06146227171405161,-0.02317074308093359,-0.031710423286651496,0.03551088940857366
TRH,-0.020743212337261455,-0.023610104931361304,0.03130145512608776,,,-0.01548236390543449,0.0028730472156862173,0.08033740121975663,-0.03335285704598461
SEMA6D,-0.003374051939254084,-0.022528806030107835,-0.06014236731186005,0.020574919309801834,0.06909075673635993,0.00771581900258296,-0.02092896364571356,-0.06469008912711008,0.10112368570254028
CEL,-0.022763182515725792,,,,0.015527895235029697,-0.027732632411547185,-0.03223696940645506,-0.01708528574991309,0.02224926240515103
PDCD1LG2,0.00790748618318387,0.02667562364416481,0.0756063277579148,-0.006104762830431125,0.04475740061838589,0.019285383858324054,0.07497197503414202,0.042685145666567816,0.04730603936639799
SPINT1,0.03040054911460006,-0.014480134343319488,0.08782875092315902,-0.015539407712545673,0.0430401464693339,-8.967564579554996e-06,0.09269031038369294,0.0040615338711380965,0.043541401599235044
CTHRC1,-0.02437173894572358,0.020334393707736542,0.0008324964219602864,0.03432667065932651,0.047965477701921264,0.05456034929796361,-0.0016355557467967932,0.028004420892779065,0.02958330419601822
PODXL,0.02629127523227094,-0.01878607903190186,0.0249237558729263,0.02112511995243572,0.15622616314642543,0.027576464333231236,-0.019982457337874234,0.030276085972136667,0.04741836983519663
JAM3,0.0010100023337673786,-0.006656196627298836,-0.01526555464765492,0.057789938354508734,0.008602901012607337,0.02123899563747228,0.04436160768685247,-0.04264064886111544,-0.01992239073613677
TGFB2,0.04591938745030402,0.06099111185237074,0.01900287087183945,0.04362188236117237,-0.06387793220677172,-0.012153451908489498,-0.003529155362148212,-0.03296191253167895,0.09208690480630437
COL18A1,-0.04097188704110704,-0.01980275460612761,-0.017807741832864654,-0.03978981496189878,0.09905101141297888,0.03548445697369396,0.010218118175285885,0.034002712491938855,0.03281554930316336
NODAL,,0.004897008289085555,,,0.010037944373353222,-0.01152438126948419,-0.02439020938500746,0.03501645932833909,-0.06404803244167948
INHBB,-0.04968678212214063,0.0010735510400644527,0.016901804720051504,0.027633164066899876,0.029950553600918917,0.03734503567252783,0.05330282999166228,-0.008313351713866213,0.13648439668183163
LCN1,,,,,,0.033915750044135815,-0.023033467804788522,,0.08682454617788377
ARF4,-0.0007361429777203775,-0.03561216028720324,-0.013001750835345226,9.220344709063358e-05,0.08442850864012319,0.08804780696118664,0.019519960934473852,-0.01309031671805537,-0.01577900892909138
CXCL14,0.030192669098664075,0.03019091976252527,-0.018013190863166224,-0.0009827003733404668,0.05114178677239718,-0.11338583132123348,0.014055057135314884,-0.00508952324022806,0.031870135020041414
LIF,0.029807100052635645,0.000623588527364302,-0.03282003554464674,0.08928221048275485,0.003729831308545524,-0.02165302651497578,-0.014483418815872076,-0.025453566306291756,0.09897330046814015
IL17B,-0.020743212337261455,,,,0.040993662672736554,0.11023806741370568,0.06422210573617888,,0.035070392317071465
MMP1,0.045091632841227795,,,,,-0.0182371913502988,-0.004978289331884542,,-0.039525404251569335
MATN1,-0.017383063456397292,,-0.013611035470197447,,-0.031040465833346482,0.05054835983593737,0.022973663437104275,-0.02167418181764553,0.04593710201957434
ADAM28,0.11193946529634208,0.005259410784087391,-0.053760074681450755,-0.026224135298227775,-0.004306013349669485,0.02338966641862444,-0.028407083917049082,-0.04007072429652561,0.04909337874509013
TCN2,0.07807790878376646,0.030224175650956614,0.015287513840191506,0.046606054809327835,0.17775374657035478,0.05728015928229265,-0.007015850213332637,-0.003156015936814848,-0.008459422686637755
THPO,,0.02845692026660764,-0.027942865637083696,-0.011730474500252904,-0.030793196363209246,,,,0.04235523716138423
CUBN,-0.016780409664622218,-0.010480702555479459,-0.012577139420096846,0.035470183611318665,0.03406562862617552,0.023604041040241823,0.016993178669817338,0.048254015379029874,0.12085809683529772
TIMP3,0.030606902330856417,-0.007882823733443681,-0.03141417040744168,-0.039780845523759385,-0.03402658717491081,0.052985855226666344,0.0036338448375091725,-0.05231695085856596,0.051991112648322006
PIGF,-0.017745530742679875,0.007023596913493242,0.00791318150460497,0.02101082085299085,0.06449788829848337,0.05789878217851508,-0.02607364156429449,-0.0022260994230890313,0.0009214177079495672
CRH,,-0.021257455954405105,-0.02142694700741876,-0.021223850329939994,,-0.012878764006717239,0.02782467282313857,0.0891940247537337,0.014843583248349404
BDNF,0.037534186782762276,-0.0228332303570959,-0.003540056824157544,-0.01908261256250241,,0.033640648034529236,0.030626896014339135,0.07544555859718574,0.11060468245859818
CCL5,,0.04028120068174164,0.0985599982225403,-0.029312692498468965,-0.11378521432740309,0.10070340038514974,-0.001696363058182179,-0.011506898187335397,-0.03545441941994822
GAD1,-0.04744156242408126,0.0004948754446552175,0.06004908302388276,-0.03354662086791946,0.06548444967483477,0.068087368774638,0.03648425333022226,-0.026718930174302782,-0.010490403186846287
COL14A1,-0.04564486467420513,-0.03825193486027092,-0.009234967795612444,-0.015365279985155996,0.10717893841623133,0.013893164639397828,0.04150826873960607,-0.01690176773519536,0.05719672444722925
HLA-A,0.03881059191979698,-0.013428424782332384,0.04780158440121727,0.01108237326310604,0.06691339613432505,-0.02801075253335288,0.026545521900053763,0.06320841276742323,-0.018578917079847507
FGF18,0.07978246680732307,-0.01688888978762991,-0.014584760739209914,,,0.028111655588708546,-0.024645136414601376,,0.0026168593893183888
ADM,0.03467883023858686,0.0038249320780427425,-0.026161864992396505,0.013140252910027952,-0.11003610247795746,-0.0367774709271867,0.04998318777832738,-0.016671088399018617,0.10663685232414478
CCL15,,,,0.04691345648317763,,,,,
GNAI2,0.02560740943212957,-0.05498784747773888,0.02246961783531438,-0.004191235345471757,0.08663572044672498,-0.040561305174551414,-0.034780223774180476,-0.02957651856949101,-0.008441459754198247
HDC,,,,-0.01428034390401362,-0.059065713043459464,,,,0.13545909610261728
COL11A1,-0.03653413077344418,0.0431883641691566,-0.0068465284921788985,0.01668948211201529,,-0.0216303372484656,0.0402556023070337,-0.049139017021784165,0.10884670694373448
NUCB2,0.00469708039856697,0.06212669443140265,-0.002545700196987283,0.004442762714164813,-0.04951323483249698,-0.028299269001338907,0.01681090853632457,-0.04607511021631058,-0.003736217371333977
FGF16,,,,,,,,,0.008943799195890343
CXCL1,-0.020439573009012675,0.006783823362050237,-0.03079819740161342,-0.010674801826916736,0.09870650305813179,-0.027019812288395183,-0.0052093119249228175,-0.015524942398293873,-0.009258974167543382
VCAN,-0.08476464308676958,0.0009889545283316779,-0.012363384433216084,0.038869311923758455,-0.03862347275516082,0.03632355961412257,-0.08048480927525227,-0.07956227927624417,-0.010686407277091118
MMP7,,-0.03357626172816293,0.027325488969611015,-0.005905368108704481,,0.01257607517424061,0.06107474963816743,,-0.03571436219044957
PTPN6,-0.009925696325570608,-0.02939443645541972,-0.010278678041231535,-0.00665534136823311,0.07663184504313679,0.015127936830171121,-0.0033978413007226672,-0.023091559812396602,0.059409965843385405
PTGS2,-0.001661048712696977,0.023240278965505536,0.006545888748049036,0.05686413893918392,-0.058378387493014876,-0.05748225365128076,0.04275613389641117,0.01247285563864134,0.06142662284582979
XCL1,,0.012361605986217786,0.0307134250437134,,,,,,-0.028610394780001283
CD58,0.061253481646105445,0.041634547169592195,-0.04321946603479265,0.09193155606075157,0.10988542511553223,0.06546245376501336,0.017641774981650028,-0.04313527916624413,0.05928590100149017
TNFSF14,-0.003169664295828704,0.010839561970131003,-0.0012917069088212315,-0.010426472444362449,,-0.023964761831485885,0.03960055862089151,0.07575480937682745,0.0787526246570429
CNTN4,-0.023846543929625718,-0.00538661507955692,-0.01272284603928721,-0.004457091633264721,,-0.0024518484600255645,-0.05463855675429795,-0.027199421677241726,-0.01653538137231839
NTF4,,-0.023244476674101438,,,,,,,
INSL3,,-0.016888886474972754,0.10823894452915761,,,0.005559014316169696,-0.022753077786369494,,
BTLA,,-0.026807795443675245,,-0.01331496192329582,,,,,
MFNG,0.07880856017786293,0.013282949407164632,0.04396351498110356,0.002719058961919586,0.001924683605108257,0.03934878637680101,-0.0030225589848211624,0.005699755741726665,-0.03408381401857697
ICAM1,0.06260249577020002,0.012265644322126462,-0.01872419887138474,0.02587857330928452,0.01840126096167336,0.0025728833203419025,0.04375937062857334,0.03563398289783732,0.05561611712713351
PROS1,0.023872980095784455,0.061910791917955,-0.03655699060611827,0.013784655833654371,0.009355657433846252,0.0402756646160371,0.02428869525651132,0.07097109669265828,0.027175250312062072
CLCF1,0.023287565424842786,0.05138570022220155,-0.002139881261876741,0.04247829574992031,-0.008884281355674865,0.0798824116134244,0.04734904502018515,0.10627878801587705,0.13830754731014794
PSAP,-0.022016705257400047,0.05781014993965655,0.06286476179255747,-0.017980704575142524,-0.035077590242185645,0.008335098089165159,0.06533902173671761,0.016436848938698855,-0.01570769261007306
EFEMP1,0.05122600886807862,0.025687091536585743,0.08581101432045114,0.06112815308110178,0.032304000586228655,0.059056220791804656,0.046110724139997165,-0.027928517122266475,0.09523175011271219
C1QTNF1,0.1076079626528521,-0.01495487352272111,-0.0588425021095676,0.027243563491751,0.06490145806774934,0.004157622048845607,0.07160063463404044,-0.08673701455684361,0.08805438143960752
ALB,,-0.029983806747794876,0.015321593594962574,0.03585915266286725,-0.0031544320319884557,0.09040282319633637,0.01310659149226624,-0.015732647283457475,0.12515318487216773
CCL13,,,,,,-0.01778978545658999,,,
EFNA3,0.04913042614389172,0.043430834550079525,-0.002049635688090727,-0.02082349210428428,0.018482515577264408,-0.02409039711898574,0.03990426324301606,0.0033142842233364724,0.019479676753458935
DRAXIN,0.06904286922280406,0.025121176799515667,-0.027889779897976422,-0.009508762129278705,-0.04595232738162098,-0.011247728684269653,-0.035776913815692285,-0.019250920165204768,-0.059975996187159826
RAET1L,,,,-0.011388882609323643,,,0.011888245653067129,,
