,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
TNFSF13,,0.04317674549953122,,0.015445552585724746,,-0.03465817206444904,,,,,,,,-0.012105927287487505,0.07082581005685899,-0.02170641235385561,-0.01599282193742888,0.002283234094336073
WNT5A,-0.050074452696528396,-0.034426852224576136,0.03390926076220549,-0.013983648988801481,0.06057652397623507,-0.037924929860688586,-0.1554238695126473,0.018411638190306123,-0.00026909790442897875,0.10007561063443525,0.013886514430134254,0.000321378189038673,0.05946228867791154,-0.01787084094087908,0.07263099239625995,-0.06369729272345219,0.0385720216752398,-0.05358675273012278
CXCL8,-0.06354372068067378,0.01269606738084517,0.04016783966002279,0.08407975070990285,-0.08436947584465483,0.026779581691720632,-0.03288910065366836,-0.08193524568880352,-0.019370055453546187,-0.09308857578633911,0.011657619738519802,0.04870629195581315,0.03061574634917905,-0.042079806888663765,-0.12475612183146365,-0.028738545861650203,-0.074971316898695,0.08765698565761716
GRN,-0.03290618285064969,-0.08790726109510887,-0.04183810171236272,-0.06612398907320097,-0.05040256658941405,-0.08160031025651703,-0.1730643959824224,-0.03058607305123582,-0.024881024512547895,-0.15639065519304135,0.05692436218406022,-0.06559457390875754,-0.0017263379076030675,0.01332599598444971,-0.06034701649248149,-0.0452538372231541,-0.07167753916084607,0.015002600663015885
MIA,-0.01830706920356624,0.011867512334035237,-0.019872041736294952,-0.007758933746910215,-0.02122510404537331,0.15437120826891268,-0.07594028216978409,-0.04167303082825783,0.025714394659399474,,-0.01947882732380794,-0.030908669465535856,0.00820153820679228,0.049176934667208926,0.16436604745599787,-0.014960331917466199,-0.06852935320562313,-0.015127275149640816
COL4A4,-0.05366925391093594,0.0015363107248957258,-0.02935561600514616,-0.0345378281545325,0.00770150897231655,-0.021776725902833898,-0.026196777038315928,-0.0034090325423346514,-0.017525771422923234,,-0.01889518515102545,-0.017444703961370996,-0.029370484666881663,0.08597501964727099,-0.019116068724688656,0.08402894336685447,0.03785626145926288,-0.05413528567704502
TAC1,0.1352608201416837,0.008761048378467251,-0.05156466414567957,0.060169039397288224,0.034018115750628276,0.08442341477436557,0.23840386165733168,0.05105980711488145,0.04321627566231613,0.15500784437505413,0.04920672644090021,,,,,,0.027655209088401984,0.04965651715300505
RARRES2,0.08333340945690432,0.04686041798119017,0.03420834549162142,-0.009457854040200431,-0.06387361077275718,-0.08833330718114692,-0.1778338477841998,0.04465001874841812,-0.010895593827190644,0.0022204483924298337,-0.03523193638188266,-0.04659307005015778,0.04861508781616176,0.026626246746067877,-0.05359257230251396,0.02113123160867677,-0.04080492989174298,-0.06274171911917242
FGF7,0.006727078527776848,,0.001255903502791711,-0.01979966088922156,0.008624197150400819,0.01329013401209125,-0.027407900220166793,0.06285063112909764,-0.0071243993127585005,0.003861952872672545,0.05632939282346815,-0.07934363770793272,0.0062186596394601034,0.03425121369995611,0.027643055565539875,-0.005642840863092125,0.035576735907830906,-0.02543072080809813
EFNA2,,,,,,,,,,,,,,,-0.0036127804212753925,,,
HBEGF,-0.04043035729413409,-0.047630592233369955,-0.025969291776374647,-0.026817903769632962,-0.03238676951232448,-0.03752296516877577,-0.06675468125506331,-0.05242145789550324,-0.03182355198858335,-0.13496275405357439,-0.031040276493442025,0.000501648121068794,-0.00020514113365005526,-0.026861380700263088,0.061156213452864684,-0.04932516624465857,-0.036459471750160025,-0.07356103614666623
CSF3,-0.05366921142082729,,0.12257557290228352,0.06705986270371607,-0.06430058864673104,,-0.027715685881193556,,,,,,,-0.005435269206587665,-0.0541946744759078,,-0.019698651693083862,-0.006410233939978883
PI3,-0.0248873832085473,0.014065241978263403,0.15756343866901865,0.10235791428542226,-0.05673982162250643,,-0.031208228109682365,,,,,,,-0.010999644105359419,-0.14020880150527504,-0.017198472438623266,-0.11624899155565205,0.022953731538664198
PCSK1N,0.12605009883598828,0.05085783117459027,-0.09282917643058279,-0.040390698916525435,0.029160312848190827,0.03462303733706227,0.11205200160941464,-0.06300253743822908,0.011637892436459959,0.26469139858296764,0.02808947854775044,-0.012141845840511417,0.01874929583606893,0.012892427292931453,0.043899273841562156,-0.057929696418410365,0.12428913776721062,0.08443904896496125
NTS,,,,,-0.035372783882435366,0.05279464705879702,-0.03406591190566779,-0.00015721923757645807,-0.0045294420199030825,0.023901159360809717,,,,-0.021740297619555798,-0.015067603764124114,,0.13493847923293883,
SFRP1,0.022560634762571904,-0.0040991580961961885,,-0.02231605963047174,-0.010878690092587214,0.013729881540076906,-0.010977527378468098,0.08854618372396733,-0.028357003981812144,-0.09804997418083812,-0.017662648051711756,-0.01830681034796052,0.09243076794273988,0.10213494972410304,0.05426998561549576,0.033140758074094834,0.05720075894012796,-0.026149790032047242
CXCL13,,,-0.02664249077059721,,-0.025285265780114592,,,,,,,,,-0.005537705103124145,0.008770922590707242,,-0.024130772619674657,-0.05409065059002927
MICA,-0.04176834619969171,-0.037122472138806394,-0.04312966493031568,0.004731694640990387,-0.0013613121387107002,0.04940082836393821,-0.07876854870016929,0.003464350394035576,-0.0035132973142532812,-0.04313990504659574,-0.02854798960323808,0.08296294296868856,0.06770922863764767,-0.0016413336145474837,0.060132269798298096,-0.027740949188499755,0.09007382487972139,-0.10039807811765011
TG,0.023727927236577743,0.037360965306686006,,-0.024082563969305675,0.05712021839415614,0.007855402930107037,0.06452759919072458,-0.0008544971101889266,-0.02052184043124102,,0.048615220412448486,0.014110598528460016,-0.00033959065531300137,0.011655698943906395,0.006206009731494665,,0.0067178438263223545,-0.016500621165101353
ADA,0.025984883154493547,-0.04029069538071473,0.035488268537093796,-0.0321487338346352,0.028605689582950705,0.0032254711838599886,-0.1288022188586506,-0.027145305449629037,0.00027000210843071583,-0.09227736096499581,0.023705305435726368,0.0017656616719756652,-0.01995458610661323,-0.004198812365453185,0.04333932106968054,-0.039744969972024355,-0.027074217232834465,-0.09587982353524896
LAMC3,0.013416930340064148,-0.02915455194357884,-0.013007043476208836,-0.05980544843821431,0.0031031741135391076,-0.01403292773284474,-0.10564569294228067,-0.01812460623134585,0.007846124920265263,-0.02354676054293323,-0.01074984412219225,0.017447055431200283,0.023484697048064797,0.028313391867431575,0.07070045163282426,-0.08474788290062417,0.03451184375231464,-0.007749807896422532
CCL7,,0.004840188575709634,,0.015456962960190557,-0.033523594078957865,,,,,,,,,-0.021038512573616316,,,,0.022859257688699685
NGF,0.06381959114646082,-0.042004935202114145,,0.0035580192704731638,0.019175415875846816,-0.04434090841729451,,,,-0.021891983394589632,,-0.06766372672368619,0.028267924226129976,0.1577365965686581,0.03745513014119529,,0.01877904483277331,0.0982792544055756
TNFSF15,0.023536585476300734,,,0.04183693180432654,0.0038950605242002935,0.008163533526807053,,,,,,-0.059789293486460324,0.06848043322945058,0.019498090044430608,,,0.003939493905237558,-0.05324700236175088
HMGB1,0.10916738151798612,0.024864711500120675,-0.013083880457412359,-0.0584086266915135,0.03347181925994517,-0.006127255901615675,-0.15215157001539337,-0.03692677291247779,0.0036658970915217012,-0.04253712854771914,0.00247926037819633,0.00429621203939571,-0.04711436290986084,-0.04820040280530872,-0.00795206837237519,0.017477364418673258,-0.02777339670545723,-0.02857002993805949
ITGB3BP,-0.12377071217120263,0.03468776728432274,0.026590090989451278,0.07284036945002803,-0.020552322145977513,0.025897376367510355,-0.09124044981538394,0.050412946324600034,0.029610089261205893,0.0823272586491899,-0.0429578201198885,0.0170884358130631,0.02478571583760636,-0.03542061455233692,0.005132131600308403,-0.05445766277262815,-0.02486802241705572,-0.00770437192720722
AANAT,0.02839982329195198,0.0027557176322125358,,0.04816934421323454,-0.02236498494602192,,0.08874298428288047,-0.02214456448690511,0.03827141667824877,-0.03457875519257761,-0.017801646243560534,,-0.024195435912618128,-0.020604591130829717,0.09767979778358023,-0.02503811067716038,,0.013616473043596769
RELN,0.08782247803406958,0.012996667247260679,-0.016435591158794328,0.008057066628658016,-0.006255162861574926,-0.01012104016090086,0.13974036215874697,0.04408455969151932,-0.015294170279939632,0.027451405368537712,0.050290328451018086,-0.018993113807878693,,,,-0.01474257713864976,-0.027820419241459428,0.12879199852050527
IL15,0.061342820191818345,0.03686002831648574,,-0.008461913533853518,0.008148590161820951,-0.03831006460817237,-0.06521096653830881,0.021994366307899953,-0.008898306539404642,-0.040164565471402375,-0.016510204112197252,0.03542669513042253,-0.0062204517976648796,0.0648865849527429,0.06846219725538384,-0.03118042116961363,-0.019963087472968245,0.07149141381655805
UTS2,,,,,,,-0.07776035056201877,,,,,,,0.06296460332829008,,,,
BSG,0.0004946353644252958,0.028336843188162368,-0.01139851164761323,0.022325435623624615,-0.043827015234142924,0.08883009124324424,0.07514540308616016,-0.09690145416449925,-0.006562700960794981,0.24103941910730614,-0.023765191366467892,-0.08906610071022224,-0.0029689893966606358,0.07603009301325749,-0.01777013452202815,-0.07159513574724737,-0.11029608119714161,0.007076902381928778
ADAMTS3,-0.02441659803390103,-0.010582429589068222,,-0.04320197596270495,0.01291983673955623,0.02933910143632833,-0.19017892222519434,-0.015924914489137392,0.012330915529770708,-0.024134050197050255,0.03632488982585709,,-0.02897157130788017,0.09944292306518875,0.03512408014153382,-0.038794904708029,0.10338693566556602,0.0013408082136429423
CD34,0.0831188898928208,-0.07114681433326213,0.032295041375611316,0.021041430424741554,-0.016164751185928226,0.06283987938131382,-0.10998977271952864,-0.026947899403078387,0.047640508962226415,0.10651959703925194,0.03827556443086863,-0.019345778454837818,0.0230371515560246,0.051606149639700595,-0.016181938609227096,-0.009002760446123219,-0.023346467442434807,-0.12625825079969163
CCL23,,,,,,,-0.028446371389537258,,,,,,,,,,,
PLAT,-0.07494115014348374,-0.06438048005455246,-0.11683724996642403,-0.05160333189148138,-0.044406392070519086,-0.047365970942664225,-0.16611354384119217,-0.12749831541373421,0.01134753061484379,-0.0368348873496666,4.207653868536428e-05,0.02561938655981825,0.006365066479263948,0.022853615549980857,0.09765480259888244,-0.004863756305380965,-0.031125749074043346,0.01291443726183798
NTF3,,,,,,,,,-0.022952212623641444,,,,,0.07887461762574088,0.07240010116042839,,0.11676466202945504,
LTA,,,,0.08221315636235192,,,,-0.02132752342543456,,,-0.016510206150224555,,,,,,,
CKLF,0.015952966859200887,-0.011326849413775507,-0.025235501612259896,-0.01272277697007272,0.03653488036749308,0.031165160164623264,-0.16919457966149476,-0.007479265077190053,-0.03677226534813786,-0.1419745370940853,-0.019796282494733558,0.13187492788444063,-0.09758489283596232,0.017556417376987495,0.08190243242288445,-0.044528987913962786,0.03951180474063829,-0.020674858351259602
CD24,0.040693510499955676,-0.027460191861191984,0.015407218627787237,0.045563413741467246,0.05264500623893596,0.07684813601509526,-0.020566485813426107,0.0729023710317141,-0.0811538761534496,0.011448682525478652,-0.01986815760979885,-0.13889330483924647,-0.07159460508864746,0.01878799639253395,0.08096779486104942,-0.017417520870079944,0.15855157829851763,-0.02345607045638532
HSP90AA1,0.010693307011777045,0.05403401629879303,0.021680895022481536,-0.03983829228857819,0.03068265317253905,0.09384471708409459,0.20223183041574738,0.026835325131936934,0.041589354433588875,0.25113477687460894,0.013698006052612103,-0.04349273541165509,0.029056518285509952,-0.1226310907417577,-0.22507855692881784,-0.014846717750776329,-0.05084035380707822,0.003401325486057992
BMP4,0.09729586490804935,-0.024550219637686558,-0.03046770272883806,-0.023897664688707115,-0.04340286609260893,0.007364717009785788,0.036200674337331394,0.06374013776727865,0.04543624669404324,0.05450211909106616,-0.014068400887147942,0.0487748085245835,0.03028772595351812,0.01833083563844666,0.033329661045674065,-0.04428352559278347,-0.005830054038089582,-0.01570717452682487
SCGB3A1,,-0.024464849099433826,-0.03921976219763107,,-0.02663393612221374,0.05337249719588731,,,-0.019953944375824324,0.002353468639140779,-0.011520603513281854,-0.02180038383068753,,0.011065542592284806,0.032188230939735676,,-0.05882285035571409,-0.04077702781019549
IGFBP4,-0.0465367916210062,-0.07280138965539693,-0.03245541904531588,-0.049032998003184336,-0.10259968551934838,-0.006737787474677331,-0.08826952442109531,-0.025362192522834014,0.017995588205271806,-0.059939914512702745,-0.036759286716481036,0.02532838409389626,-0.01013367483464419,-0.005635029825832272,-0.058815636765896046,-0.08190101309968294,-0.058317562605917084,-0.0335020034510095
RSPO4,-0.037772387768650655,,,0.002878632029323235,-0.005428333959221741,,,-0.002214782709365072,-0.01995394145710857,,-0.007566834504026851,0.04119085770205774,,,,,0.001548377829196684,-0.006898378516542062
LEFTY2,-0.035588325920894136,-0.0688697009514718,0.07510799890915612,-0.0028912384269977748,-0.007993500110579173,0.028177130427829156,-0.14342184173900877,0.004474686129320831,-0.021879740849785573,-0.03678015539895184,-0.020381665112507098,,-0.030919716537174756,-0.020618592260549504,-0.035525087873458934,-0.06990537000193195,-0.03715839721918343,-0.03397064704934001
PF4,,0.016871454267079606,,0.0034860237680231386,,,,,,,,,,,-0.028318513442755537,,,-0.04022031623967682
ANGPTL2,0.005976942616877534,-0.06845125002517145,-0.06925403081082333,-0.0335111985551515,0.01961123873791804,-0.012369829168990076,-0.1114899467457905,0.023774227009341613,0.02332957094202305,-0.13852279791243738,-0.058119801882331734,0.006908141103238417,0.059538035091780045,0.059893752834161235,0.0865105854613706,0.008340249248093597,-0.0042824019377672795,0.0012310396125587506
LRIG2,0.02850560179913476,0.02003921402581453,-0.055031756312669364,0.004733928053241242,-0.04398319579517824,0.007026221548992413,-0.028524460838123985,-0.03610340074916886,-0.06505561325822672,0.04705045740100821,-0.049177964771035775,-0.07592058585283679,0.009823750567443385,0.08919235594305593,0.048903077964609895,-0.018744751081635164,-0.035150580204639154,-0.01677048981321978
ICOSLG,-0.0034394207314050714,-0.04710228128007136,-0.015509825536117771,0.0031624375713166716,-0.043996794611493,0.06143119803160318,-0.11670312505472116,0.028154659416349256,0.02336623762768316,-0.0848013988826296,-0.056614263085815596,-0.02502344230738965,0.025977404862109508,0.056150044865494006,0.06020666089107174,0.04296982658331902,-0.03571848334889704,-0.006856791923647623
WIF1,0.10195507515154283,-0.006633331017244406,-0.06359932172555881,,0.03609351956402143,0.07031994669597891,0.19316086805004143,0.0381319337788571,0.001697054149472516,0.17720820531983963,0.03335150570150981,,,,,,0.0003717229256892169,0.03846639431470073
NPPC,0.0005831227706748909,0.06286114675564979,0.029408133354514938,0.05207228046008871,-0.008535195801441372,0.10234573319005506,0.027976643969729,-0.00675045663900391,-0.02773109547211517,0.10617309254832778,-0.05936125525184265,-0.06687381971876835,-0.005157866813530028,0.08982535258118392,0.01228731948963048,-0.023753864953532218,-0.04202348654360668,0.03320263688305615
LYZ,-0.06288360494692076,-0.041794696420467105,0.026530922526146923,-0.0030643317434510056,-0.02726875743113204,-0.019248237667908803,-0.10844179785449977,-0.00950694373462516,-0.001563297549980327,-0.1618981680687575,-0.03768895519150839,-0.07251055677069272,-0.02572234989342506,0.01734761613083586,0.03341098388230638,-0.030866919508242278,-0.010478260365731117,-0.03467961962749791
EREG,,,-0.049457663371485834,,-0.025706215356421702,,,,,-0.03783603133312993,,,,0.018591770410510047,-0.02680765671751367,,-0.026793955074088247,-0.04630549856836245
SPTAN1,0.11798957160621133,0.09093502475018334,-0.06482218212839898,-0.08083387045110332,0.0019896143840337386,0.005411224726509716,0.08070586781744629,0.08297003443568753,-0.07393455281428012,0.2605515150999933,0.09995762442672394,-0.06626341276973795,0.03983464767531003,0.045004622789249715,0.07917208729329188,0.006996614822960655,0.19336707997089825,0.06538373319623303
PTH2,,,,,,,,,,,,,,,,,0.11401763474647686,
LIPC,-0.05250140252697683,0.013480719826360028,,0.08243416417235763,-0.01743138983143626,0.07790132251227058,-0.05272088915159004,-0.0152986986298145,,-0.010681834375134376,-0.02593598991620775,0.014146384859681898,-0.004754930930573509,,,-0.029156670995341933,,-0.044827570980606905
COL8A1,-0.05407863392729549,-0.05795202315882123,0.0007381025355370723,0.028341905513751913,-0.05688863874794008,-0.014865054445385934,-0.05808885656114342,-0.015373341246141406,-0.01893614965896705,-0.07811466775541238,0.004926530260683978,0.027074872842739673,0.0020524513110325117,0.04541471881843591,0.06992600107766783,-0.061990986659379445,-0.0066147395519815105,-0.043156899332037715
GSTM2,0.037052442975014484,0.03058789009362584,-0.02480416034666541,-0.024882690681963564,-0.06026207763966814,0.053322154964988905,-0.01545073446822859,-0.04904843106913336,0.011066045227596874,-0.006468364626951588,-0.018999516236549833,-0.03235758647747287,0.06394058326190902,0.038557565781868065,0.09148416751762072,-0.04197077515080313,0.017060543196903706,-0.022692504925037525
SPX,0.05037173846239947,-0.04294464807543227,,0.02042576271578418,0.07818837201701077,-0.002409898171116052,0.06352113520917298,0.06452667873072827,-0.009093327021065953,0.07973009593316846,0.030432586948812852,,0.035608981360860256,0.0010383954064430215,0.00044402886575202683,0.08784112691762601,-0.02402436465155441,0.024566706475714354
MFGE8,-0.05542002433522086,-0.10910040819366623,0.002282401578446031,-0.0033239021727239494,-0.0013554553239333157,-0.08944566197909966,-0.07666795168722074,-0.05962934013288756,-0.00981963437342934,0.09348067119214142,-0.058861674820579614,0.06613964640899585,-0.003127627603662198,0.019445772257000653,0.06467323888122549,-0.07140017237520027,0.0026043939470084413,-0.062122068750473255
TGFA,-0.057911010575363214,0.007755379126213005,0.023033775977426684,0.024048264502095396,-0.027999919355023377,0.029897286812058773,-0.0925029846216734,-0.09159562800923968,0.015643015396269985,-0.08685804744107105,-0.06479946672297746,0.00037865373078369886,0.02893960882358392,0.08254312364555168,0.011038182166960921,-0.02800101982201225,0.016723279314422447,0.02612614128821232
SLIT2,0.2475529534039595,0.029791556707155914,-0.029150879862510883,-0.03946250015534242,-0.03569052274048608,0.05664156362406869,0.07883267047696367,-0.018597947035035135,0.017811891093350504,0.11127782035249169,0.06866133815321743,-0.04341082075774619,-0.032764222055074475,0.059343947062559674,0.025128863528465602,-0.03531616424659886,0.027027517411759586,0.11358775578954472
PLTP,-0.05972192542482475,0.02350734859368907,-0.041212359810799196,-0.09665651882829776,-0.015147570122500795,-0.0797016451416951,-0.17451829174425487,0.0415948396041677,-0.004923139321823057,-0.21020466656755055,-0.022226668091617913,-0.12001070231796448,0.0507160156945111,-0.012390291724869497,-0.06011559911475078,0.0006134865941725493,-0.08777564340158116,-0.07774585236057566
APOD,0.06812431546381055,0.00364419315059704,0.008894049310834953,0.0020925733527574985,0.05088921906838776,-0.010048040352656485,-0.14088980222595465,-0.012750143998648001,-0.07542585321969375,-0.20786470663197978,0.015777840175304307,0.03902056561379251,-0.041889520311342625,0.0933110441262199,0.16430779736067141,-0.007729131112366095,-0.026949641386578266,-0.0157680395352761
B2M,0.01805957810514484,-0.0891042025516442,-0.052895890539633825,-0.053415611786815406,-0.08592685945857369,-0.07012041286663394,-0.23578097668052317,0.03317185064226702,0.0007418606317870645,-0.2685093911586304,-0.05520006476038575,0.042891583398581,-0.08936732980158925,0.0362100647140769,0.03208059385190231,-0.06591639042954946,-0.09907351716625123,-0.052005174125077235
OMG,0.06650611956803484,0.045110267678395384,-0.027581196254212178,-0.004464348534113795,0.09611915288271046,-0.0006534271259475825,0.03921492259232401,0.051212755998922874,0.03358561572192439,-0.06796055860063406,0.0568246125772054,0.06687153611795281,-0.01992399149535004,0.09494148713245759,0.1998158599493874,0.0540301861542881,0.023832378995432123,0.06485555689129835
CXCL3,-0.02857040870032952,-0.04018667157353612,0.055786622814483544,0.048397549440273566,-0.04386200225416552,,-0.032824197120202125,-0.0642085882466049,0.030912368835852782,0.020142201740164175,-0.011890338201779182,,,0.01889163373449562,-0.02001844667242515,-0.017631849596615817,-0.1194961629772861,0.023103411504447304
CXCL10,-0.01185470148616607,-0.032040250260004025,,-0.02280742720391268,-0.013770674092261296,-0.031160487839560068,-0.17951720473785032,0.03620253433201071,-0.00521487580362168,-0.05975403773987435,-0.018895186344735887,-0.019677667612383265,-0.019773481537426744,0.043123399652660134,-0.016541195463897106,0.01960608583407565,-0.008674188310368511,-0.04770212015020061
RSPO3,,0.08753320401010055,-0.006795790211316538,0.01606637209473723,0.056214629530455126,0.09399258473739247,0.06446848055498362,0.06895655204939963,0.011955454318811542,0.21587851356769444,0.014689080816743642,,,-0.04314600005982742,0.0333656590008264,,0.038871117050322854,0.07759858867527072
CORT,0.11191466689479308,0.030013343995788408,-0.014501219556086308,0.05886858577159558,0.016024414887902075,0.028300291194487136,0.12030136289871206,0.03082085016564918,-0.008293087261412903,0.03678895374033277,0.012992212001075048,,,-0.02200124048392376,0.0720735630007028,,0.05326151549458133,
NCAN,-0.03346943939565763,-0.014765995820002317,-0.01581579819811502,-0.03393859359550382,0.06867454458177707,0.0014142782236270272,-0.07297606044030105,-0.027037783941102313,0.002515945717724433,0.13935822981536702,-0.004675424800076444,0.022474246691828813,0.0958506712269499,0.07178304955357888,0.1578378227347321,-0.06918964873223621,0.06397203973568201,0.04938331680215697
PRG4,-0.05779712663547754,-0.036792214997499816,-0.04102602352261992,-0.017411657985737797,-0.021308952719473653,,-0.035562025980855685,0.005316175826222421,,,-0.014527082663551343,,,-0.0039945109352305,0.08585939746152678,,-0.026218582805517948,0.02239398261676447
ZG16B,,0.007335778204261583,,0.0378373868659607,,,0.06522379074068221,-0.016946653441711784,,,,,0.07541932313310362,,,,,-0.03431205474050389
TGM2,0.02825126745207589,-0.05862288220617825,0.024890071542901317,0.011435467409568684,-0.08027786021390612,-0.01316180184812971,-0.07832423083187089,0.0012550642817208062,0.018192333806333647,0.01878448634305366,0.04098834827348159,0.009619187715446467,-0.020892076422237345,-0.04839713718321366,-0.07777135077291751,-0.09921111248800883,0.02261340255179917,0.025428190069042126
VEGFC,0.06526194829351317,-0.030496806231286994,-0.005535644484868832,0.02568080071889868,-0.03280153933964279,0.013482718523868824,0.033747901308721746,-0.014660992211610737,-0.04565381067416083,0.06017624133037647,-0.014825466905683666,-0.052931484927950495,-0.03486414457954528,-0.0047384706503076635,0.009768373518010383,-0.023256700158186417,0.04077435818840172,-0.008676571087949623
WNT6,-0.05259575918476089,0.03411456506422475,0.015309222526947388,0.06497618370517423,-0.016333805251330026,-0.010843554274208715,-0.03497059590636923,-0.03771417278755939,,,-0.01293891887476956,,-0.025579263478978112,0.024780852400092486,-0.008434349089163835,,0.0061011783578628995,-0.035454646906190455
NRG4,0.09323317044802672,-0.022532987174402108,-0.00801622963089789,-0.021190784280139725,-0.0062162486105202764,-0.0179201371966826,-0.007026491839892694,0.0026539098083817924,0.03713594422982261,0.05689851551397154,-0.017295636376156144,0.052933620205990024,,,,-0.018674794307417364,0.014043030588577858,0.09028810568323116
PMCH,,-0.025970480352089886,,0.011979678498616496,,,,0.02007062141400659,,,,,,0.02391698942798349,0.07725403130565259,,-0.011139455828686461,-0.05969648135431677
COL9A1,0.009388532762776035,-0.02048139763434999,-0.06528745189853763,-0.02213222755581905,0.028144453713547804,-0.020738218925766917,-0.06449021981801788,0.011326269509772004,0.01338385907220532,-0.021612089585608143,-0.019707966473981126,-0.08186603292349019,-0.08262995846356973,0.08733536432197767,0.1356827104491307,-0.01502480982015515,-0.006909951989059826,-0.05085163817712511
