,UKF259,UKF260,UKF313,UKF334,ZH881T1
BMP1,0.008213329193054153,0.026316335592451546,-0.04963976000375911,0.06291106829079295,0.005229513404879789
NDP,0.03990916971117488,-0.010508790354348995,-0.029471452884684095,0.05610383338745095,-0.09009646085182738
IL36G,,,,-0.017456439689832196,
RTN4,-0.01588326263103293,-0.006517241400187317,0.026048918827933337,-0.03280402655900471,-0.07209131895051418
HEBP1,0.02726005279495143,0.03766528939151066,0.00913202956667552,0.04636537307589976,0.016095991312929804
WNT7B,-0.007833209333838922,0.020579749073122187,0.035787598997931686,-0.019186638923665466,0.08124000491567268
PTMA,0.00413958744002879,0.06002694706929389,-0.012668918180961587,0.048645202378938955,0.0283275428534841
CEACAM1,0.0668032583188994,-0.015405854295465808,,,-0.014646430543019532
PDAP1,-0.011249153402383364,0.010207956317758192,-0.017071849590106637,0.04341864714222055,0.05531862234496936
QDPR,0.021963892107032187,-0.0020347594584124704,0.006066325407259017,0.027686818096710503,0.033295088839195734
POMC,-0.04593293785072923,-0.03100022189772926,-0.024535743435409256,0.04005415949770257,0.10336007178074218
CCL18,,,-0.008062068911689792,,-0.008070576839917395
CCL17,-0.013926071366249638,,,-0.015946953244816472,
VEGFD,0.04669104598898139,-0.014739449138800736,-0.016577340084434133,0.061714764318460236,
TNFSF13,-0.022257562996955794,,,,0.006294615914415759
WNT5A,0.03993209701269753,0.003921031861621613,0.02404046244355693,-0.013533515461529503,0.01803274121970896
CXCL8,-0.05253530552138961,-0.035541992125989,-0.005536302892389108,-8.801574176399195e-05,-0.014213721370090433
GRN,-0.012267251574560484,-0.006323782540506033,0.021370355981949432,0.022262343790872673,0.07482561865462506
MIA,-1.527496696941838e-05,-0.04472458160135198,-0.02248185132203275,-0.02340669371007651,0.1564479869404842
COL4A4,-0.008851396363027677,-0.01601618079327195,,-0.022705361266007557,-0.029517619819120815
TAC1,0.03848654666780289,-0.027326423829125965,,-0.04023865199256082,-0.025269265198346175
RARRES2,0.012370170210650639,-0.03140867364877797,0.013734925839855616,0.0731911878195971,-0.003427647092290179
FGF7,-0.02025281806323206,-0.015235404052230856,0.13601100156152968,0.08301426474294846,-0.018265065403652626
HBEGF,-0.024946308924175563,-0.012970587162301409,0.016908692452744484,0.07146771338378205,0.014591960124834618
CSF3,-0.03025398116245421,-0.041696719711455846,-0.024904572985756147,,0.01500619400050468
PI3,-0.017959367256184945,-0.013057942477538708,,,0.0818613289992568
PCSK1N,0.12064382428521833,0.01125482193031466,-0.013609975992287767,-0.05077643198807399,-0.01746679515254934
NTS,,0.014625556477889353,,,0.04842304889360409
SFRP1,-0.028154848033741464,-0.01681515893632442,-0.05389053410963271,0.028521683803494558,-0.02530802340909241
CXCL13,,0.07188754260986657,0.031398656902067154,,-0.022160123713134118
MICA,-0.04097042384108062,-0.0026050064857102363,-0.002173002815932032,0.01665351450863356,0.004635254523772012
TG,0.038898602698735046,0.008167457999526118,0.04707215805401542,-0.023954573935681945,-0.01728139590917921
ADA,0.006340368274566108,-0.03203744501627832,-0.06502739612622653,-0.028009225037134756,0.03254820138201213
LAMC3,-0.03624485042232758,-0.020210999049988108,-0.055006675824526736,-0.0032797212138404148,-0.02570922438307094
CCL7,-0.02196725211921586,0.04432149836549689,,,
NGF,-0.01302193367355437,-0.023582444220966586,-0.05199745322411584,,0.07039628365304665
TNFSF15,0.061453584633930435,-0.016357905600486906,-0.015859721592786345,,-0.013039185670642448
HMGB1,0.06622104600973733,0.01428095944529683,0.010032428111604085,0.03340414917603391,0.04302431404796983
ITGB3BP,-0.025879814087037135,-0.05094081253080493,0.09420781015840661,0.04663625850204039,0.026495956154423086
AANAT,0.004497834088368709,-0.014739451242940167,,-0.02139131243536783,
