,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
PI3,0.10198311501533074,0.0040267844371471885,,-0.02613095946435227,0.023790750596740944,,-0.03156853524810189,,,,,,,0.0009667222997537057,-0.02185092339111573,-0.004547022472393765,-0.04413119606215702
PCSK1N,0.005409531727653768,0.026831139287477247,0.050680037603260994,-0.040716554595912016,-0.027784841307019092,0.005381544346700575,0.06609224823998497,-0.0038824819483179525,0.04073519394394499,-0.034962605690981766,-0.0030723155147103524,-0.004247733851268304,-0.02386362188966965,0.02664872876128073,-0.005149838527549431,0.057858557353202986,0.10409469044190937
NTS,,,,,-0.018089436201078293,0.06756511072638532,-0.011890664678308682,0.003289127401326043,0.0032137020796470664,0.03979452384012101,,,,-0.034069880147518716,,0.010116045145425145,0.07281855402233588
SFRP1,0.04168517639759938,-0.008053741404899733,-0.008090033447697178,-0.017310872165371426,0.028047025780806208,0.021068654053456662,0.004214905340006843,-0.017851688758559834,-0.014316633143869576,-0.007742760097288471,0.02609747497468399,-0.04189702657402058,0.03390843195388025,0.01343907342064808,0.022182922267131016,-0.006270429760962917,0.0001888066905733453
CXCL13,,,-0.028591564638951534,,-0.005879783833734326,,,,,,,,,0.12006467239001381,,0.0437225384986363,
MICA,-0.0031455335758762974,0.014890653667588983,0.05023112874242115,0.03953388243155613,0.047690566949198765,0.04450159383003207,0.010991190888105023,0.02934320947958976,-0.019093056036436955,0.018024650837986975,-0.058845711350836424,-0.025163875730075377,-0.000643286808550941,0.08065467171705605,0.037040851004936884,-0.02286885774853422,0.03621046647681895
TG,-0.03516872114481035,0.031055867479065094,-0.021365491945441302,-0.018681173701372556,0.01567342956486465,-0.014407337583056798,0.01212040855020013,0.016497307637122392,-0.010360885130162208,,0.0011250696234080054,0.02823241580032895,-0.036560040315153884,0.09142065454541287,,0.029151601141794777,0.0034785758978974944
ADA,0.07009313228426317,0.023587331340821017,-0.0025361219385972287,-0.01743122122741234,0.07013995987165644,0.038510044864686836,-0.005934706573401077,0.019270479138191587,-0.016826910674320173,0.011677854877539114,0.037902528284907734,-0.008306644666651852,0.049428933089414866,0.028781563030976696,-0.03144277512449009,0.00330661963027347,-0.03221264304576653
LAMC3,0.09322680835451806,0.01883346457454996,-0.03799356458795494,-0.009548579782603537,0.0072856087215084925,0.02301902410090823,0.043885551993824684,-0.003246453592950767,-0.04713674978703873,-0.003184493425208414,0.013162303241199038,-0.08546005640840335,-0.0031534526748165613,0.011691820635261892,-0.04674989432226502,-0.03633557743884419,-0.018808945140409285
CCL7,,-0.014722695562985869,,-0.013506458738633665,-0.022297075430319488,,,,,,,,,-0.02188820218193122,,,-0.02128499165880076
NGF,0.001885720331640317,0.06918895627812133,,-0.030946746681740533,0.0556751514406783,0.07514807560757222,,,,-0.018390057927462438,,0.018200778743072674,0.011003581833620343,0.04148892621380302,,-0.011251986285391712,0.019606916014243258
TNFSF15,-0.04212119863452139,,,-0.015040102397903415,-0.006356569281749976,0.04568267826927385,,,,,,-0.012697672805496005,0.030054692161035648,-0.021338539294259096,,-0.020261465931652112,-0.006929291895569684
HMGB1,0.03640935170864673,-0.03963488768958585,0.04858696321816583,-0.02275857636704247,0.05004978829686825,0.04247784119874722,0.037450259028444434,-0.0019978994939260156,0.02729126321584479,0.07076047077417924,0.029677438581368273,0.00043115618154085546,-0.015771460958260732,-0.04357391964129115,0.013298654727845645,-0.04139881177699437,0.0021354477632689124
ITGB3BP,0.04896824423019851,-0.017284030285334078,-0.011341295760174236,0.023820735911422905,-0.026529619975873442,0.008899217105742471,0.0002704082622399412,-0.03721135130756834,0.008929071901155071,0.015476308156497292,0.0736257606589345,0.058006734491939944,-0.02464170775597425,0.026693810872513688,-0.05354828045842162,-0.009937966875842294,0.015729683135108592
AANAT,0.024212212352480816,-0.021360391360147658,,0.135189678839524,0.058991595195255826,,-0.00920659159815862,0.02084684572479903,-0.011943158250862899,0.044729244916664655,0.08429581531742561,,-0.02338657664966074,0.025473911763419614,0.001981718159252164,,-0.022520408805526262
RELN,0.012308351393614268,0.017880647724417567,-0.05013779901543445,-0.011433836862534628,0.06331902372573185,0.01808740509473296,0.008585721282977394,0.03064448435299394,-0.008758870421552904,0.030029441539266295,0.0015052834699701978,-0.05641180819404017,,,0.11179422764962835,-0.00922196138058432,
IL15,-0.00493880253568702,-0.019750782910765107,0.08378036454406054,0.032377049509280637,-0.019203314984960078,-0.023188910232444182,-0.035977941787425693,0.035854233800306085,-0.02566976108808342,-0.035429758457049765,-0.021067213090875645,0.0031433895089460276,0.03649868559354309,-0.03517908779801933,0.027827189655166375,0.03907404303551216,0.11801938748303177
UTS2,,,,,,,0.050384699471909156,,,,,,,-0.016352018538685734,,,
BSG,-0.03325794127206548,0.013173165401831182,-0.02300652122210098,0.07140754683098262,-0.014286529612864396,0.08935423264568564,0.02139194964174897,-0.05333560548961769,0.06015674784548616,0.012935043652277631,0.06845164247663242,-0.10056560678296837,0.06068264309511803,0.08054691208592651,-0.035051789141863625,-0.0814031250924086,0.03101540242835338
ADAMTS3,0.09662654219079064,0.04330555566481004,0.09719941709760956,-0.010616738430712936,-0.05128497766179738,-0.027631704820631948,0.015629315740309818,0.07253734530579596,-0.00023306113019598177,-0.007573829461385309,0.01337472612656207,,-0.028003044685775032,0.09778657947425774,-0.04928952229716951,0.021104843099166094,0.08888526771005527
CD34,0.029671697334902818,0.003428393312377096,0.017779997415905295,0.012867569656626533,0.024338125284474574,0.08527332546144568,-0.03251343124756946,0.044252389978066825,0.017202452841734307,0.06176054964916495,-0.013387987606305607,-0.04261652872193407,-0.03549024314395586,-0.016353181922039915,-0.0342735520331154,-0.06562654190256444,-0.030299536862222698
CCL23,,,,,,,0.024869880156943004,,,,,,,,,,
PLAT,0.025296288322395607,-0.008895617017538172,-0.019771651223039217,0.040574331338735094,-0.014215854478470957,-0.05156020288362514,-0.0029685461425554708,-0.06603661947852804,-0.025168902551917054,-0.031138403252741545,-0.03331923082727185,0.05205940331803764,0.029228741603058436,0.03620221534252519,-0.044040694380983444,0.013257501589335741,0.03235367562402902
NTF3,,,,,,,,,-0.0037402575755343262,,,,,0.0007064054558437832,,0.037175251304935555,
LTA,,,-0.0157122499335914,-0.01731087135554162,,,,0.06400798903696915,,,0.08963562348316102,,,,,,0.027197049166713342
CKLF,0.07188004969523774,-0.034561083889031376,0.014592027204291388,0.021128555621803404,0.007243927527581615,0.05247160692345305,0.0037150630279735313,-0.03412142762859802,-0.010435850876225873,-0.008259543133618513,-0.01218073714923787,0.12132562359278583,-0.03503543401801125,0.010579827935910807,0.05694904235949095,0.0842739959139442,0.07584014481744533
CD24,-0.030038342715053058,-0.022321789914886803,-0.057528526849682966,-0.008137249231023273,0.019881764264863797,0.0593800505860453,0.05876989024142433,0.061441099047501245,-0.06569626944248398,-0.0217268185081557,0.023853304046408116,-0.0153858747874412,0.07847085874709207,0.05256996105667849,0.027041441397117574,0.04632364692714246,0.014081086919581674
HSP90AA1,-0.021059375146572433,0.03468983368161649,0.013701768353167072,-0.015639473695259493,0.1136322266698814,0.0535618022100639,0.020528485260569947,0.03365903800744057,0.04164261938987327,-0.013244215435732568,-0.02378365439173078,-0.0646646466987226,-0.042782223415617694,-0.0649262949256966,-0.024838913943238124,-0.02511254892478913,-0.07382952882067441
BMP4,0.08922270453409616,0.09125608751560103,-0.01665590598178744,0.02083351458771449,-0.0367680245894666,0.06304637948582469,0.022402254389184254,0.13194906016791527,0.005935134025171123,0.011188981234912743,-0.01795144368436071,-0.00788594600391391,-0.024461130178810266,0.046779717737568734,0.020629176804184374,-0.04898618795941749,0.015800797185928184
SCGB3A1,,-0.014722694090735984,,,-0.0324709997720946,0.019727986337156785,,,-0.010074170796924952,-0.030434110246064655,-0.014700424507198832,0.010463284949825407,,-0.03331476904212254,,-0.04207667135550848,0.012230004047559476
IGFBP4,-0.07232757663664487,-0.01988169479630633,0.015703500811279338,-0.0036595140047203994,-0.027214912767131644,-0.05173537419277008,0.023256250394970483,-0.03190085778178981,-0.00306578053050669,-0.014873148404900708,-0.03264789605136735,-0.024989457513408066,-0.01693874357160151,-0.01755393633076777,-0.07578909665184845,-0.0729160014230111,-0.04509711038667989
RSPO4,-0.04159270141111153,,-0.0004291166019444942,-0.026497321481280818,-0.026729969376181925,,,-0.005242285241087343,-0.010074169323349577,,0.028159055260414175,0.021040187298315853,,,,0.022858819177850494,0.02378135127308249
LEFTY2,-0.0036204625641598244,0.0361928415440266,-0.015905220268545472,-0.030390346696566765,0.023700969868351046,0.04970206158751994,0.03451357230653566,-0.02271287986358909,-0.01104644987285076,-0.018390057927462438,-0.02600724250009944,,-0.029886062949802606,-0.018580605009300522,-0.04724974653772672,-0.006624298946981603,0.017340548246238124
PF4,,-0.015272431781045643,-0.014292426832722598,-0.011784119156354196,,,,,,,,,,,,,-0.0016893498756710094
ANGPTL2,0.028565499025911316,-0.014924428387976276,0.03157367224673938,-0.004865131797476587,-0.042726106227488306,-0.044825923451720706,0.05501649689794864,0.050715291579377174,-0.025649138872667232,0.05514942578422773,0.0807521572994034,0.0011309403493266887,0.09819033527354336,-0.0024950524115630365,0.04717053848120303,0.017747658414814755,0.0005568236478689059
LRIG2,0.006281323115908084,0.01568096720007977,0.05178889395686264,-0.028920801197923843,0.01621188523987141,0.008431176498711241,0.06442724392075443,0.007306902717833927,-0.0028957116392275793,0.09425005104725456,0.07564174531766216,0.021542849348977166,0.01764017452698012,-0.0023698612624832643,-0.011840675628197045,0.009921039050313054,0.0494871835875652
ICOSLG,0.07390583497859295,0.053776227305456475,-0.03309279679781748,0.002004429429622789,-0.023634902959904395,0.04277017613067741,0.042101751196840856,0.058549068851714764,-0.019118892106176778,0.107517286536109,0.08979738368693525,0.046647382496437295,-0.0032498572438737963,0.0014981001534930222,0.0265909627600612,-0.016453434715900387,0.041661235052917744
WIF1,0.021001119758923822,-0.027480262071021288,,,0.050836226093019424,0.03804072362433784,0.05969524579632621,-0.0208615880126695,0.02795900462618646,-0.029268822334051363,-0.019410033878634474,,,,,-0.011798853295719846,
NPPC,-0.003389333850379592,0.022128472720449835,,0.04609410050667442,0.029490089158371893,0.02521040998386065,0.001882120356460759,0.018248428548100035,-0.014000629996262545,0.05260698555185406,0.010837215183891625,-0.056417014021986754,-0.001975171435293244,0.0495637075917019,0.0036063381011715856,0.016345066692562166,
LYZ,-0.01354429316950529,-0.03636088065938195,0.01151304349243085,0.015572100982594638,-0.030861466985767062,-0.024632747316447944,0.02517732363224576,0.0017766231194813976,-0.0017287095536132802,0.10005137752819428,-0.011579713247042543,0.12197900679762202,0.02600052659033823,0.05118528152718386,-0.03227661647896364,0.02380078753740168,0.024384809008009614
EREG,,,,,-0.015751631011598585,,,,,0.09643993316878298,,,,0.01740839593342328,,-0.035294021289157235,0.037354245947984366
SPTAN1,-0.023871743964029166,-0.010479370082550399,0.08498874436883384,-0.014213228956698614,0.08028807729042733,0.06807041162972849,-0.007239719254752439,0.039835160102169816,-0.002477859191228791,-0.08292219094886547,-0.012505202014390728,-0.005378450753741274,-0.000583568631160693,0.029364953755558178,-0.056553803892187594,0.06844527432606488,0.07057581204966572
PTH2,,,,,,,,,,,,,,,,-0.0010734868589726515,
LIPC,0.09198858643457136,-0.018697470779152382,-0.021510866235902846,-0.021176939773967188,-0.03628372240993939,0.009380838995217992,-0.05348834674032511,0.02090170936842588,,-0.033881784828063394,0.017998983585685118,0.055632524824725804,-0.04513403945314417,,-0.037043998327922566,,0.04305247098662579
COL8A1,0.05486468724960615,0.017111333222326424,0.03675502757042128,-0.016390807588796637,-0.05179662377871529,-0.02122859991862762,0.004395055164071751,-0.024643817104156956,-0.028061574264002256,0.0344893939446988,0.03381613073170365,0.04782455011276709,-0.031137181224380733,0.0025092047077352212,-0.006949568676820987,-0.014045399461216001,-0.02581942592401625
GSTM2,0.11712872501250494,-0.011574663524047296,-0.03131839864440164,0.01902142080183421,-0.02190223738983131,0.018680370175158945,0.009131391914961887,-0.055289692900984046,0.01083089620601697,-0.03008930463885467,0.06105230400257444,0.05933069475700362,-0.0018356107226941724,-0.002060631192188975,0.013205899897237243,0.10326302835178383,0.0765889977754148
SPX,-0.010374473250303762,-0.03024020499443634,0.02923628911916214,-0.025842299141778345,-0.004283683619430828,0.033331045670914466,0.07911707102652163,0.038310756333264265,0.03868351853189408,0.04896871277043689,-0.007168931145684467,,-0.06610804649226829,0.05534392166593007,-0.04916905332508487,0.023402978278846367,0.1600223572226276
MFGE8,0.049158280643884715,-0.01112252006288255,-0.04680590170917535,-0.010408361248898983,-0.004695816348719312,-0.06039227243007374,0.019652509969071183,0.011730382248034896,0.004747190767069999,-0.019550543385202793,0.03202466750325091,0.04513468567163614,-0.023185186927257094,0.0093409021248074,-0.009906775960273399,-0.05562803936761481,0.016753292046834022
TGFA,0.03636571166194738,0.0006321856995919713,-0.04898001161708115,0.042739632159321424,0.004986386170831758,-0.0032570830497314217,0.04612293315353679,-0.0939932374562445,0.021136975016907256,-0.03264336340864806,0.03236621523554922,0.06640291940865797,0.06922452887203905,0.09613135042301447,-0.017315164904378597,0.045090583988188514,0.06548594253388704
SLIT2,0.09769732604083359,-0.03336307596479688,-0.009650503814249088,0.08459798064568015,-0.008139021476830141,0.07196221643148806,-0.035467346899638,0.07782220865564239,0.031662122759549695,0.039336971642493446,-0.04020485453867761,0.015681075486701748,-0.031668906203004256,0.0333458693884127,0.06818450468275461,0.006819988459931628,-0.006115189913280435
PLTP,-0.09178032855841417,0.09753095382961169,-0.03311255377698564,0.008218307695908275,-0.021969057425515807,-0.034799954547839844,-0.003418559119692717,-0.011668242687968346,-0.06343317930956757,0.012983342757752135,-0.03211356176488833,-0.0673256528801559,0.030249161853229647,-0.01978212889333719,-0.026498216873072536,-0.072219213438847,0.02977780325248523
APOD,-0.05560944785403098,0.07871068643624239,0.030559932000375992,-0.01585244803714274,-0.036181479386367565,-0.03885521703863771,-0.020529083306022145,0.041295637954799694,0.037981582052533276,0.06507778898212965,0.0372232025560912,0.07767205414513184,-0.12570783524606968,0.08375459231153823,0.12044792377121913,0.015363760026577297,-0.036677143145543045
B2M,0.05443288170097589,0.01225135179914596,0.04254761157528052,-0.0775138562978504,-0.051240811309291756,-0.04481558999075133,0.00929026697735342,0.05144796422041043,-0.0061288913114780465,0.03233014335934356,0.014735329812083845,0.03267141551317497,-0.11995938686141945,0.05028995635918343,-0.08655490505466612,-0.09226409583099329,-0.07511308552532951
OMG,-0.0193320640722335,-0.03566757326050186,-0.004030815794648183,0.03470728425956809,0.023929957846719505,0.015466568180223003,0.014553528592391703,0.1012718361139317,0.007469742991339784,0.06465973940958442,0.032641034979599144,-0.03449757616138881,-0.06750727123669673,0.0018184143606820723,0.07775410828214316,0.03803291396963604,0.16581914551089214
CXCL3,-0.04693037775288467,0.0012494146002616402,-0.029383869383356406,-0.0188475297958402,0.011605438591869077,,-0.009019137419891103,-0.057322587208166055,0.09612898191554539,-0.006811105401409441,-0.015172210283845123,,,0.05196164118061752,-0.022401535726748998,-0.0231699624560333,0.05849533921761768
CXCL10,-0.013333917001757277,0.044472044417980396,0.020166317187389614,-0.06879991121458032,0.025419322020053075,0.08413421070822381,0.002452744446060881,0.027465722475509324,-0.01637140380397604,-0.05284601143998711,-0.024110478247950488,-0.04148912603510744,-0.03777266862691435,-0.022602376737616482,-0.030179646986521185,0.003348722540672871,0.027980319012594634
RSPO3,,-0.019998909255955353,,-0.01368495542736392,0.12072245222723936,0.05256339308789419,-0.002402843381889184,-0.0125735420401929,-0.02617039050253278,-0.040630204424834365,-0.015854667330909032,,,0.015036719571165867,,0.005877043527580495,-0.0018582835852161803
CORT,-0.03377975056756375,0.0038118707141830822,0.027311576017093078,0.009539774548260443,0.0412288014540113,0.025677654159674643,0.06321189242020606,-0.010834383012661836,-0.03540871317963645,-0.03284812113307056,0.015710524830856963,,,-0.024958342921151334,,0.01927914074633302,
NCAN,-0.059058739950006614,0.03132081130336909,0.010925435691836828,-0.06298337552923348,0.043295875529971724,-0.018116883737438902,-0.03252012628205445,-0.01754499474413386,0.004122054084056646,-0.047501716867658916,0.04480875584759701,0.012196196364844526,-0.07546739580100592,0.0482961392426406,-0.01868343621270845,0.05730516528621092,0.10274778678717185
PRG4,0.0935759290603556,0.038595278917473504,,-0.013506460843414766,0.07586131742654012,,0.006848590818521636,-0.026458273383815848,,,0.10728155885050045,,,-0.02397363847044246,,-0.021946795014449506,0.0569169688181361
ZG16B,,-0.020415933111107325,0.059235216273504365,0.0025744246771890796,,,-0.007244476348976192,0.0854925693740949,,,,,-0.025998043611121704,,,,-0.026933005656768833
TGM2,0.01916571213783775,0.011953715700223137,-0.018391911941050783,0.0045517709782929815,0.019158589786816067,0.04934275176382257,0.0523003069857782,0.03870518019428977,-0.05205400468518227,0.06707069371980842,-0.0028511007907781553,-0.007484774887273914,-0.08912515824729342,0.03860527127340164,-0.045740139623351356,-0.02803160653655669,-0.03192270680725212
VEGFC,0.003466032737181603,-0.02811262757512563,0.007794208192715769,0.0007334411867691242,0.014692372583364652,0.00853897848927795,-0.011463479986935343,0.08080445749535908,-0.008153733543622402,-0.0213772523480123,-0.018917468757580137,-0.023622112732958677,-0.03369862781059365,0.0032262523843927557,-0.029547994759432265,-0.014847857061008126,-0.02201254473372061
WNT6,-0.028142285293391623,0.09219376488772894,-0.015905220685970077,-0.018681174477024796,-0.03579655945454956,0.023215255707053236,-0.012204880265589567,-0.013517044235293664,,,0.06705551491057193,,-0.024724142526443043,0.10818159059388009,,0.0025849647601331655,0.058886305474631695
NRG4,-0.04316054663681232,-0.013560119491065123,,-0.01643798071127966,0.003660719252976928,0.04932412749615922,-0.027926271612878455,0.022740058353688287,-0.048182512191991995,-0.023815524057937024,-0.02206943382423693,-0.03667709733924637,,,-0.02372661300080475,-0.01790988736169681,0.05564544028597307
PMCH,,-0.015628767463852344,,0.027721968161881428,,,,0.07648924198777311,,,,,,-0.022247850832599576,,0.04897198538657532,-0.04657803609595325
COL9A1,0.020729386970140214,0.012783813570017519,-0.007001821079126286,-0.017168271114966348,0.005057169618982202,0.03897641683192094,0.04257144441371873,-0.031332000076022985,-0.007902895088599461,-0.018655739467009748,-0.02514759517651644,-0.07759455106123289,-0.03342132765082189,0.010622091958525494,-0.0466471493204907,-0.0012053232180729,0.14184453666444702
GDF11,-0.01713543271561824,0.00025924605178577,0.008170134411375502,0.07133261960237393,-0.006612492323216626,0.025291392797930433,-0.025563785941637215,-0.030838994177376976,-0.026517243685592693,0.04564523578636156,0.036583379738748895,-0.05853139101171088,-0.017843824374091117,-0.027250825624637875,0.0010583061633000416,-0.012876004461120255,0.022949101565626927
RAET1E,,,,,,,,,,,,,,,,,-0.023695163771726716
IL24,,,,,,,,,,,,,,0.03512555276479635,,,
SORBS1,0.10330814049357727,-0.06067722926358385,0.03973532009070742,0.05986773527075656,0.03048094385417249,-0.046313692670152506,0.05401909713946976,0.049053806212261866,0.02911048504442787,0.029323078873812015,0.04439530144996931,0.01610593293138445,0.03654097527209669,0.033349463440710894,-0.005511340470730456,-0.0030239857558663438,0.05541213856126839
DLL1,-0.006871806034379169,0.014872241865263727,-0.03766521190719683,-0.020567893534085276,0.0007514591412246727,0.04785411839525517,-0.0035114345538229336,0.06136853046330438,-0.031654991168111914,-0.004062906052863163,0.03286089700985621,-0.01438564232994997,0.03873426345141592,0.029537998562158635,0.01866351962753444,0.04710121880353995,-0.023953509887394583
TLN1,0.04384844745152744,0.014301401932287893,0.0053832889435697666,0.008843990257303746,-0.010425701370424015,0.02298255702758288,0.02449886517068023,0.009375393518248553,-0.0008241017406894445,0.07558938227140725,0.053840713521567454,0.051430856795530375,-0.07366329165294469,-0.005145110085597914,-0.009031317351473117,-0.03759944923791841,-0.029904328603682175
COL2A1,0.015452854651975972,0.0423554438417964,,,-0.023203187134648626,0.032206669470635246,-0.03320317234199617,,,,-0.015402908338638853,,,0.05119842451285086,,-0.03643648690774172,-0.031435452618148584
