,ZH1007nec
BMP1,-0.0883772723371136
NDP,-0.03858995126143105
RTN4,0.05437573078313946
HEBP1,0.12652136712172612
WNT7B,-0.050830063167147235
PTMA,0.0017698462023641396
CEACAM1,-0.052467207164322495
PDAP1,-0.05127686299963071
QDPR,0.002503960897910212
POMC,0.03920910799786138
CCL18,-0.04498788716456876
VEGFD,0.055139076490855705
WNT5A,-0.03141026423684302
CXCL8,0.10638405945870316
GRN,-0.024019595470898738
MIA,0.043101815479939666
RARRES2,0.12672828808309322
FGF7,0.09097212134536568
HBEGF,0.008106522025252067
PI3,-0.005437081005481719
PCSK1N,0.0698665264773922
SFRP1,-0.025126797790095946
MICA,0.024764515650708304
TG,-0.0075461206352296336
ADA,-0.04333673362678229
LAMC3,-0.17124623144858367
HMGB1,-0.0941830469332223
ITGB3BP,-0.057772399884849245
AANAT,-0.06126731891412081
IL15,-0.07061695268324103
UTS2,0.15630959908744263
BSG,0.11031827350374185
ADAMTS3,-0.03420515910434438
CD34,-0.07895738964250743
PLAT,-0.07865731544790422
CKLF,-0.03332604790907192
CD24,0.0047475793038349425
HSP90AA1,0.08850241597908871
BMP4,-0.046304614557569235
SCGB3A1,-0.028648880718022424
IGFBP4,-0.11370151342792151
LEFTY2,0.003722787769558728
ANGPTL2,0.0007987485222231158
LRIG2,-0.05024692934107626
ICOSLG,0.06170441971628701
NPPC,-0.00669170605048945
LYZ,-0.0013831081832766366
SPTAN1,-0.03825526880663317
LIPC,0.0009893427022925486
COL8A1,-0.07570884983854291
GSTM2,0.02657263499191774
IL4,-0.04363732071446292
MFGE8,-0.06457703455415047
TGFA,0.03754782736861747
SLIT2,-0.04461754748786684
PLTP,-0.007933889452794126
APOD,-0.08113095657538044
B2M,-0.0900115823253516
OMG,0.01883582343242926
CXCL3,0.004180142455250765
CXCL10,0.0038261419583137776
NCAN,-0.153476461567683
TGM2,0.14793272943976765
VEGFC,0.03689351127234741
WNT6,-0.03378050699730451
COL9A1,-0.05656731409301913
GDF11,-0.06292237482177895
SORBS1,-0.10455781241544813
DLL1,0.05573565912374129
TLN1,-0.0837461724554986
SHH,0.13575459087263522
PON2,-0.07299173832479891
HPX,0.0020222618329737503
SFRP2,-0.015958759298170005
HP,0.03022404343571808
CXCL2,0.008943230602990057
SEMA6A,-0.06610172187961012
IRAK4,-0.0292013221134097
GSTP1,0.03189083225441531
VCAM1,-0.007417105357181955
NXPH3,-0.0695970027160006
MTMR4,0.09414427046253099
IL10,-0.05973986861937488
SEMA4D,-0.0881585194327392
TRH,0.09672985314623202
SEMA6D,-0.053989711159291354
CEL,0.028700205825872113
PDCD1LG2,-0.003432061540716213
SPINT1,0.028678291956884275
CTHRC1,-0.05543071648185698
PODXL,-0.12618769194766916
JAM3,0.009355215435148606
TGFB2,-0.032771588732420955
COL18A1,-0.15640969162155197
NODAL,-0.10997587341267409
INHBB,0.239741224538761
ARF4,-0.02323827136106447
CXCL14,-0.00805415136743726
LIF,-0.05255972419161222
IL17B,-0.05754715691008511
MMP1,-0.05142387135281637
ADAM28,0.004147851348485813
TCN2,-0.04838146522910574
THPO,-0.03453985902762575
CUBN,-0.002060771894769369
TIMP3,0.005367056505819747
PIGF,-0.05777908362958336
BDNF,0.05239977615775698
CCL5,-0.012173352455630435
GAD1,-0.024066566330750452
COL14A1,-0.07584320644635976
HLA-A,0.0004662818533498816
ADM,0.1518677784339534
GNAI2,0.06274576791609171
COL11A1,-0.025615153729600607
NUCB2,0.024317392083232577
CXCL1,0.11614295432106807
VCAN,-0.05250212100477791
MMP7,-0.06266970131952211
PTPN6,0.07176035860228823
PTGS2,-0.06581532989508194
CD58,0.04200320877496226
TNFSF14,0.18408387624156325
MFNG,0.004347081098912228
ICAM1,0.11509620414999847
PROS1,0.06131665409952105
CLCF1,0.08752453654528561
PSAP,-0.07409703400914924
EFEMP1,0.05106951879014614
C1QTNF1,0.029620623394499307
ALB,-0.06178491064204059
EFNA3,0.06420510453541646
DRAXIN,0.05331625503331765
NPTX2,-0.006196593688478227
FGF11,0.09036959019492087
CD59,-0.11415996791441982
COL9A2,0.008692626113831483
DLL3,0.02271036383160689
LIN7C,0.012980637174419574
PSPN,0.07930660712971017
ANGPT1,-0.08261899746951203
L1CAM,0.053606690146516686
APOA1,-0.007072668166841356
PSEN1,-0.10107654559779712
CALM2,-0.10281273682933682
CLEC2B,0.07227150492256791
NTNG1,0.06353731802143238
LRIG1,-0.1712339829537892
GHRL,-0.026555068754095225
NPY,-0.06074648442180667
MMP2,-0.09940950430952501
ALKAL2,-0.05644971112492582
CSF1,0.04984604295027923
SEMA4C,-0.07231826188111194
ICAM2,-0.12434577767605201
SYTL3,0.1215138404959506
IL1A,0.08036067577876412
HLA-G,0.08571177485015773
PGF,-0.13501553677452563
LGALS8,0.15121869683527128
DKK3,-0.06106259538699379
COL16A1,-0.10395704948959941
TPH1,-0.026891354621994042
TNC,0.05305776879203419
C4A,0.017496643873721882
CNTN2,0.03336125552128798
LUM,-0.1163417785984587
APOC1,-0.09402859783252376
PKM,0.16932958651655192
TNF,0.08714496752728355
GNAS,0.07925203181081641
BMP8B,0.026033241721782813
LIPH,-0.04946598846466963
CCL28,0.007139367837763568
PTPN11,-0.09501888148536101
ADAM12,-0.1267857258411013
CCL2,-0.006947735653842882
DSCAM,0.000257820507911656
ANG,0.04022476592351603
FBLN2,0.09510694449912185
VTN,-0.04294819993233498
VEGFA,0.1478305439630626
SERPINA1,0.09736890881477486
VWF,-0.03505951687392905
VASP,-0.0507668284305607
ADAM15,-0.10385772142080987
WNT2,0.06735933372065896
OLFM2,-0.05451614605309875
MFAP2,-0.10650899236514111
HLA-C,0.005567614048955543
THBS1,-0.06159420270951083
HSPA4,0.04960491604836366
LMAN1,-0.02203402739180936
LYPD3,-0.0547712770386513
APOE,-0.0783864125546035
ANXA1,-0.03442727924316062
WNT2B,0.026803171596832872
GDF10,0.049203211496712716
EFNB3,-0.0012113757393133028
LTB,0.0751727799809172
ANGPT2,-0.1051657910816555
ADAM17,-0.06478384225791332
LRPAP1,-0.0935559542735309
NID1,-0.1400488333715599
MST1,0.07985874586367027
IL13,-0.04431714713589756
DCN,-0.1572047719505458
COL7A1,0.07530175065463601
CALR,-0.039677132120067626
PIGA,0.0004339692993605534
CD200,-0.05769913363845981
CDH1,-0.020980268025172652
LPL,-0.02837881653355248
SEMA5A,-0.08030184125817133
SEMA7A,-0.01840218057386986
SEMA4G,0.016169746101996983
SEMA3B,-0.02449839267119701
RPH3A,-0.09102693895834213
JAG2,-0.06554355121844835
CGN,0.0716602055148516
GDF15,0.10143410404033536
SEMA4F,-0.03938205410771376
NXPH1,-0.0065766625837662355
ARF1,-0.058776952413270085
EBI3,-0.08092334260049502
TIMP1,0.07740045835602231
SEMA3C,-0.06192581986584574
GAS6,-0.01056858592014733
SERPINE1,0.11896663530951712
SHBG,-0.04224927246619234
LGALS3BP,-0.05792644609601639
LAMB1,-0.12978207915077092
SPTBN2,0.025713368698951057
COL1A2,-0.17919819600458714
CEACAM16,0.028452179390200272
LGALS1,0.1712874274086394
BCAN,-0.04246378258166763
ANOS1,0.06729412584002135
EDA,0.013685251793068946
TGFB1,-0.03245813453442596
MSTN,-0.0034241768164486636
TNFSF4,-0.0137104650018999
NTN1,0.01869841526080895
CXCL12,-0.01110499615411954
GNRH1,-0.012728543607593325
FGF14,-0.061394481467007316
IGF1,-0.01627823562496304
TNFSF10,-0.06810601520252454
RGMA,-0.15754578921668314
CX3CL1,-0.11417207057497093
FGF1,-0.07941231390807178
ALOX5AP,0.05125428583055966
IL1RN,-0.0791834824697771
NPW,-0.04008913416388197
ANGPTL4,0.13260693568584658
UCN2,0.0005168579768572859
OBP2A,-0.031119780601874796
IL23A,-0.031683680255195114
COLQ,-0.0251384488168906
TNFSF12,0.02390818767997125
FYN,-0.07151233827648579
ACE,-0.1023929789737836
IL18,0.036071895898183826
CCL27,-0.06569342842278383
SERPING1,-0.017134587112079897
AZGP1,0.07834026327274116
INHA,-0.06679493927302241
SEMA3G,-0.07293497834046701
COL6A1,0.00800167764241102
TNFSF8,0.10599619077837025
ICAM3,0.016540243756197497
LAMA4,-0.15116049139264595
DLL4,-0.1254174442510482
SEMA3A,0.01593757793053192
RLN2,0.013725964409703242
C5,-0.05336003939166527
C1QA,-0.048289636550399626
COL9A3,-0.08757465820907058
DLK1,0.11009038634034597
HGF,-0.035148370614164495
P4HB,-0.03160012827079435
GREM1,-0.07014715161120971
EGF,-0.05729566147029347
VEGFB,0.020566619270266064
FARP2,-0.02472561210872767
LAMA2,-0.12604213739939002
NRG1,-0.01213555327424484
EFEMP2,0.041187694096716194
SELPLG,-0.06171063399960312
HLA-E,-0.08640085573974599
PTN,-0.06938682247289482
CD274,0.03874950557978435
FGF10,0.039118320360354786
CD14,-0.014062571360610789
SFTPD,-0.013307391759968552
SLIT1,0.07952646244464247
BST1,0.14598320989941976
AGTRAP,-0.08845058723674375
LAMC1,-0.11876503452761392
COL6A3,-0.04985792797945702
FN1,-0.1960534076501031
MIF,0.1457795009053827
JAG1,-0.1145102436866592
NID2,-0.14436756980537177
EFNB1,-0.02193846412240533
COL4A2,-0.10381112618885778
SPP1,0.06290186770187077
PODXL2,-0.005741400220377621
ADAM10,-0.03387315657437814
CFH,-0.04039575689308704
COL4A5,0.006074917138441903
LTBP3,0.06100041249627838
GNB3,-0.042337460583438076
COL6A2,-0.00820091550410254
GDF9,-0.04363728898693373
NCAM1,0.0303682046045995
APOC2,-0.106658225831724
BST2,-0.0029709396897701773
COL5A1,-0.002260869119905578
CALM3,0.026117121002686976
THBS2,-0.005813420537021383
SERPINE2,-0.13826420863944713
EFNB2,-0.04312235661277602
MMP9,-0.15954487539965403
NPPA,-0.019492909865566087
C4B,0.04878100652377448
NTNG2,0.03218782151699577
UCN,0.03935818786478576
PDGFD,-0.008453088753878289
EDN1,-0.033761459603863724
ARPC5,0.03742574439783167
GSTO1,-0.03289985947662723
SYK,0.15806027305795176
ST6GAL1,-0.009744759752146063
WNT3,-0.07754329680114881
HSP90B1,-0.06799617531541163
ZP3,0.007328635838599524
NRG2,0.04127581180701069
MELTF,-0.05266445462370393
NLGN1,0.028057659551982247
SLIT3,-0.08393423422195335
CCL8,-0.09191738078123804
S100A4,0.1685884712579564
TNFSF13B,-0.029803450834702323
HSPG2,-0.17532309522091447
FAM3C,-0.11028040175231969
FLT3LG,0.011456497420233042
A2M,-0.20709799479614951
VCL,-0.01971536582561875
FGF2,0.04465648454277895
AGRP,0.19805544408514683
RNASE2,-0.031116196417925922
GAL,0.08103416781675238
PDGFC,0.021519502051392785
COL8A2,-0.05002807557909301
SPON2,-0.1587318718363279
TIMP2,0.05128242030606839
EFNA1,0.012462407882744622
TFPI,0.026898238865911295
NMU,-0.0021160823445328146
LAMB3,-0.08187847427554043
LGALS9,-0.10569748198634883
VIM,0.18573414986937262
PLAU,-0.05729643542051669
TGFB3,0.015909203109753467
APLN,-0.1237806336773437
SHANK2,-0.05969479212482466
LTF,0.013747677772091507
CTF1,-0.04815085779967375
COL3A1,-0.15512958284706957
S100A10,0.16102311910014416
SEMA4A,-0.01886657584040288
EFNA4,0.06486464894654272
HSPA8,-0.047233436531170604
NPB,-0.025360773188794445
ULBP1,-0.06967525919392276
SEMA3E,-0.05463732353789963
ADAM9,0.054865012372712636
ASIP,0.03892196800920254
IBSP,-0.14445814388005634
FAT4,-0.013761136739613314
MDK,-0.04141534019172222
HSPA1A,0.07687665041908515
SEMA3F,-0.1527679899843063
ARF6,0.01759056850104127
IL6,0.025707328360828806
CALM1,-0.07649797379967828
NMB,0.08443085450047877
CCL26,-0.05328170739828827
FBLN1,-0.12497153082266861
SAA1,0.028526218654377926
MICB,0.08916152987631502
F13A1,0.08386715750168532
CXCL11,-0.04431714862672937
COL5A2,-0.1436078804510841
EFNA5,0.05658813534180731
EDIL3,-0.08530797495224647
CD86,-0.02828820868970825
AHSG,-0.042249430958435
HRAS,0.11428344760181057
C1QTNF5,-0.05808963037958223
RLN1,0.10794967033141774
COL4A1,-0.1630687580975687
CCL3,0.06400540043658055
BGN,-0.17165627791604487
RETN,0.07246176156798732
S100A9,0.18529687715754914
HCRT,0.010208526857573865
FADD,-0.03846514351142124
ACTR2,-0.05939568461732007
BMP2,-0.11062402636394607
CD55,-0.08828936933870711
CD6,-0.044988068185799826
IL16,0.09159403451588537
LAMA5,-0.11502001672234385
RGMB,0.0629471721481401
IL12A,0.011641451804851795
S100A8,0.13321880379299095
CXCL16,0.07976888119600972
AGRN,-0.16744288548530284
COL4A6,-0.027652066417978315
FST,0.012321403915516858
MEGF10,-0.03926585675605509
C1QB,-0.057217311785434634
HLA-B,-0.03620843751474607
PDGFA,-0.10647615646477812
DKK1,0.05531050452371572
INHBA,-0.09080552274602487
FABP5,-0.04257151670399339
CCL4,-0.002097227369735303
FBN1,-0.09556791049681475
TCTN1,0.023064092973979718
BMP7,-0.0770951393349481
NLGN2,-0.023454616007993534
CCL25,-0.050861403835907884
NPNT,-0.06409177107997821
KITLG,-0.04970041469300169
MADCAM1,-0.0672810576479698
F12,-0.03218511075589895
S100B,-0.1120044483134701
IL27,0.006927048946074026
CD99,-0.03912840771741955
PDGFB,-0.12066045192370806
CLEC2D,0.016784151600611998
F8,0.06686345726337774
C3,-0.10454151765508728
DLK2,0.1358409308521971
TSLP,-0.030004917828131264
OSM,0.03149024164611759
SLPI,0.03143099001283974
AFDN,0.07149043611061398
KISS1,-0.047590415241374855
ULBP2,-0.001006464731460182
LTBP1,-0.06636674758253396
NTN4,0.007275831852587411
APP,-0.1101625588778149
RIMS2,0.04663890895605833
WNT7A,0.054856626454110866
GPI,0.19382239873992893
IL1B,0.07616222443501687
HAS2,0.04585405428575164
IL11,-0.06331838882239821
SEMA4B,-0.01603863593281079
FGF12,0.02847937005651963
CP,0.003831138912526269
NLGN3,-0.13204891215860384
PROC,-0.09463016678324299
AGT,-0.009878579887073635
PTHLH,-0.06463858361104392
COL1A1,-0.17523853229449585
LAMB2,0.05794346830654173
DSC2,0.09590271883555572
WNT5B,0.04769184258547534
LEFTY1,-0.04906842637483521
CXCL5,-0.06477749291084803
S100A1,-0.022949478552225476
NPTX1,0.05816841778843685
TGS1,-0.0454898582303319
IL34,0.016810939898703074
TF,-0.036919453134218155
IL33,-0.06048595099312053
RBP4,-0.07698937073685425
CCL20,0.04106744446218136
NAMPT,0.05585179191726516
