,UKF243,UKF248,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Bbulk,ZH916T1
COL6A3,-0.07836571357110658,0.03172934930552011,0.002832342475461546,0.03989690190310261,-0.018497268230779084,-0.009891456317228504,0.0358113424894335,-0.050248925552390085,0.03289615679965009,-0.007053326180546223
RLN2,,,-0.018320807226866645,-0.018160155756708082,-0.01131699880447435,,-0.012563675642277453,,,0.08545287795550582
WIF1,-0.034152330517476646,-0.025679784695850447,,-0.023036107326912473,-0.00978232848213605,,-0.02208200014018292,,,
IL13,,,,,,,-0.017474660517385002,,,
PLAU,-0.04696866089885568,0.08461226307621088,0.026649140360584495,0.0026217876635827066,0.031904355924363866,0.013548231266427567,0.07694250560717361,0.03711694661170897,-0.008674952400949775,-0.011043725930412878
CXCL12,-0.03304388304047634,0.0615951808261432,0.004825354386108859,-0.008918586202767318,-0.036594657595777264,0.05333373263279762,0.017579914369183113,-0.02901458621266551,0.006352719016407672,0.047226349079077426
MMP9,-0.02158840649096577,0.02492782889871645,-0.048124914401616634,0.002011860861877013,0.0036244993456658395,0.08118243452781451,0.06320616397938433,-0.023650285531293138,0.02071334575352465,0.031042175671598476
TNFSF14,0.06476124707642392,-0.01802218874935618,0.032921751860428304,-0.03332462754230242,-0.02527772353880937,,,,0.06921591506883662,0.00715835403839398
HBEGF,-0.05290406355036332,0.053678995151513774,0.007788664400456496,-0.06637157373290599,0.015569040817003206,0.08483257774754946,0.03551847351131634,0.05580947607662494,0.0287112453277441,0.016820044008247097
NUCB2,-0.055649428570750815,0.023897286639593646,-0.0033572117321642157,-0.0511567430038185,0.010408406260170795,-0.03176601851353678,0.01991756849835836,-0.02587559743716512,-0.016690184361399043,0.007592231807444847
VCAN,-0.0470972190142501,0.010508585343797033,-0.026615900293369982,-0.04311034985808203,-0.030852946585417013,0.0370999304499087,-0.0247697601551331,-0.0805304290763639,-0.010878573265127022,0.020575880142452502
VEGFC,-0.02231520958594918,-0.02627071828856923,-0.01626825062614154,-0.019500860483796713,-0.011405465392456461,0.04213664984913845,-0.015205860476866234,0.029411334923500856,0.07913541740846781,-0.005215886654507314
LMAN1,0.017564387626528292,0.010534202420193728,-0.0279328526551229,-0.052063584721519264,0.008678425960798968,-0.010381002643015965,0.02689722392831086,-0.01957588484708707,-0.03460853106645094,-0.0012224755857777418
IRAK4,-0.0315693978556165,0.05734643650097201,0.0016282066405329083,0.016460387421107014,-0.026713185149182424,0.02148520115261901,-0.023568004140942112,-0.019906543845946405,0.0006563948419491551,0.03826593107825596
MICB,-0.03711835834308841,0.022750253356254323,-0.024382123480841057,0.02673987768437952,0.06952670574442274,-0.0254711913637412,-0.030783831140478866,0.01401041863120011,0.06219822696544437,-0.007407775849646754
COL1A2,-0.010631980969985763,0.109196402820419,0.050078889144901315,0.03531968774364204,0.049940704738754206,0.007280566635050718,0.07220114341587182,-0.04622677739520037,0.013958028907279176,-0.023505925658007822
ICOSLG,0.024162893342156946,-0.016812921799112906,-0.0018646462567043108,0.008341182115554919,0.013949597263129264,0.010104111346219878,0.002042461916863324,0.012304933809951466,0.03866086878822707,-0.00956579305836803
GNAS,0.0018752721472698,-0.08324352278806543,-0.008213645739673774,-0.04008630531823499,-0.015255836190047339,-0.01681014727791611,-0.01476028859814256,-0.09699568796969622,-0.06119665315065747,-0.039279398525268544
C4B,-1.8357481535074267e-05,,-0.024635342727735588,,-0.011720530350018382,-0.014475367808956113,0.008925205302309433,,,-0.01797932946923005
COL2A1,0.005286316996323381,0.05064509154540626,,-0.011314800107362475,,,-0.012380856981273107,,-0.034406894001500585,-0.023294658892163176
GSTM2,-0.06242568589533991,0.023830913985392152,-0.0079084488745057,-0.03582643961756495,0.0864717118762474,-0.013983552467918468,0.018439652556288454,-0.03386911813904524,-0.010302609446341003,0.07096204933748497
NLGN1,0.05278085831193689,0.003067439694012518,-0.02671495658270561,-0.041664845568969544,-0.018906246665897138,-0.01932971360109733,0.005927070050369677,-0.055448800468591165,-0.023348968336199736,-0.05720438782935278
SCGB3A2,,-0.022085570177976785,,,,,-0.020330239022548446,,-0.023913768558040668,0.006530254513175071
LEFTY2,0.00063400379485377,0.11317666003541137,-0.027358892497719747,0.024434995244727985,0.08956964320941915,-0.01675858087863057,0.0454126900903069,,-0.016829266724818374,-0.051680516506740735
ACE,0.026573045475488232,0.06835369242631141,0.03503658343257111,0.017178269273419138,-0.014111230312129209,-0.042603580512111966,0.022651351204241547,-0.040757912708846614,0.028831924791930526,0.006810207967970613
RPH3A,-0.01894602846430457,0.020500964945080653,-0.023578454446799922,-0.013478964100672853,0.027559941699167066,,0.005206485384008158,,-0.0012752491267646962,-0.038490184546224535
NCAM1,0.09989624890521517,-0.021251299188073013,-0.036643041039513234,-0.06298401404836947,-0.02679928371297446,-0.05217127899711391,-0.020874818660098788,-0.018404009164539003,-0.048818921180518546,-0.0002969067908830733
GIP,,,,,,0.023469594874372373,,,,
EFNB2,0.040941223572079535,0.044710504527443996,-0.019363226502622916,0.0574824147254123,-0.04053797660085644,0.04065794339415998,-0.025996918048770936,-0.09729237935509888,-0.005199878446208103,0.046167878033618645
ICAM5,-0.02284075596328046,0.004035387637352525,-0.024380827027154765,-0.030006785550936672,-0.02814060764639457,-0.013196854571816739,-0.023076399306299077,,-0.04213404326062949,-0.008888811644676047
CCL5,-0.029745508010580537,0.11462037055348694,-0.0041802745926296965,0.01166906736805346,-0.01959805342469186,-0.03335732720750132,-0.016796121201558645,-0.05981873727378513,-0.014122916613364764,0.021362778604858194
PSPN,0.0355845866665667,0.01734412980410032,-0.033335577699546134,-0.03841891134143095,0.021380503874597622,-0.026965614505772024,0.04747536595117856,-0.04453590317014538,-0.03966490520168054,-0.01079604304197918
PENK,-0.03584848202438498,0.040516884044182605,-0.01353576136893106,0.006834385174839967,-0.008589669537666824,,0.14781963375527354,,,-0.019768538139559193
EGF,0.024558904849058698,-0.0277041085007736,0.04285322686972592,-0.024129695889267114,0.04552552173191508,-0.017942557808764338,0.05112747867504653,-0.03786056088559178,-0.015399747429113386,-0.04368960056775495
SERPINC1,,,,,-0.010466207771538486,,,,-0.015399748654197248,
UTS2B,0.04629006839958725,-0.015091294049060377,-0.018320807121611497,-0.012985881234700524,-0.00978232848213605,,,-0.03594687910901937,,-0.0013093960053942159
F10,,,,0.010311894959210793,-0.009782328719806319,-0.038714210706978835,,-0.032364271108175025,0.055893948965542346,-0.02825913292113837
FN1,0.0653513746534915,0.09319574469288333,0.03238756844256564,0.01973759269060054,-0.00549950284232202,0.019627274580535467,0.07312844040497059,-0.09076400725346673,0.03409646483432427,0.015832866414931052
FGF2,0.07473417265076629,-0.00611628174765654,-0.007923443710928351,-0.04707592501359115,-0.0028719977839872526,-0.016796539446538295,0.02516474128337353,-0.11006804949282747,0.013165960439453147,-0.043337606827493116
GDF9,-0.009604313481101676,0.015779806055903938,-0.0336570052538233,0.11453588218985579,-0.024789174715735718,0.061840514267428356,-0.02098358661223547,-0.060503276390736944,0.1384757667060848,0.0330802007176573
CSF1,0.030262415757777158,0.06995282783781573,-0.006347867922430622,-0.024411801258558585,0.012197936049236871,0.028139711538017656,0.044623859430308874,0.07592971149451161,0.0025065540649611717,-0.08465524742489777
GZMB,,0.05547448006900092,-0.01781575548400036,0.01674347226208846,-0.022208971889748397,-0.018647751771742396,,,-0.019547399962088232,-0.05095313627236728
WNT11,,0.022758333304255262,-0.024761728523223978,,,0.028740087738175508,,,-0.02532711583512119,-0.021242441430302163
GDNF,,-0.022085576054597798,-0.017985585612804427,,,-0.03987103470686157,-0.014899820256802731,-0.04720939314181363,-0.01781042789459744,
FASLG,,,,,,,,,,-0.015772853744060226
SHBG,-0.029447453104434945,0.0067059640106404,0.0756444295656233,-0.023948075116125775,-0.017963811273798425,,0.01590588628662851,0.09684120826318925,0.02577886162873607,-0.03355824156604628
EFNA5,-0.0735382638505101,-0.011672548230408038,0.03314030518921697,0.018421929088827838,0.025920690971061616,0.039123606836551944,-0.02259837065427062,0.008954509231260871,0.029744494647370508,-0.017703228488046417
THBS1,-0.08382000985181438,-0.019952843124972162,0.005829751157695035,-0.011549030393312936,0.048548918402566615,0.0608379213288394,0.021328326902540915,-0.05353377754859204,-0.04549885325598997,0.010489846810780365
PODXL,0.010246006361187762,0.08534382104818912,0.0027474668327368496,-0.02973581488649434,0.02638824265462998,0.025370509153485196,0.008775288389292243,-0.06040581064493551,-0.06775596169664798,-0.02880942369843914
LCN2,0.07307222162153637,,0.04497164079825766,,,,,,-0.027796814300315605,
C5,0.1601468493868295,-0.012771077173031201,-0.006562570771149188,-0.01394634861052172,-0.021348391130081038,0.06019803693355079,0.0010313215547310363,-0.016694417239030555,0.025768257952956224,0.055911413511016715
DLK1,,,-0.030492975038203172,-0.01057648141614328,-0.030184901598978083,-0.02186787278408017,,,,
CXCL5,-0.021588401915398514,-0.004464211956773615,0.006314227314063968,-0.027640744177663656,-0.011917489223099499,-0.02304503465210636,,,-0.07918313728337135,0.002732897347259822
BCAN,-0.03490286137644081,0.014671312957627901,-0.06619731785353561,-0.03068265947369051,-0.03996289821108104,-0.017061603192042175,-0.02661864186175676,-0.031386396943398426,0.032556466601124816,-0.03548364312831978
RELN,0.07765031620282797,-0.03529986813819905,-0.02647483283000277,0.006470246399258293,-0.024916382232134958,,-0.02021362803934686,-0.05139525845101031,,
COL4A3,-0.03251233073220264,-0.023083359600962146,-0.007825453269090813,-0.04899237865435691,-0.017554639229710105,,-0.01651754860174695,,-0.012763381502288933,-0.029083429680917764
GNB3,-0.04514011441296997,0.0333773410686475,-0.009922952832164603,-0.03616508443115963,0.027217626343256016,-0.020567790918362052,-0.008594361353237216,0.10629979861979501,-0.0060825688304090055,-0.0314197649721442
PYY,,,,,-0.012014835200358278,-0.01300453136922179,-0.012195421976094068,,-0.018939800603713912,-0.02755654602744741
MSTN,0.09112932038734134,0.04287688210596494,0.00842816415165378,-0.02631456829257663,0.014842737225902538,,-0.01718272276537929,-0.04605645692312331,-0.018021599844924893,-0.03859929837880459
COL18A1,-0.039204726527428534,0.09505030765604834,0.0276103680724264,-0.011124568060725868,0.030391530725944377,0.05053077213247564,0.025893499615145737,0.022248182546746664,0.00812541912844765,0.003573871330001487
FABP5,-0.06326806389090188,0.07570718585601324,-0.003961896776630612,-0.043894904608121156,-0.04417085408661971,0.06323658218070168,0.023771473682908675,0.034143166967656034,0.04690923509091143,0.02328704184196056
TGFB3,-0.022428879891260082,-0.003634428181283505,-0.03224247747608625,0.0450644493848058,-0.011985273428227068,0.02044923299851624,0.06684628792878503,-0.05855764860724312,0.02081100655276615,0.05957529086194932
BSG,0.08928518768038281,-0.026085432761616383,0.03978923039467077,-0.05357086502596784,0.053958686021591734,-0.003765576522069995,0.02795133443064942,-0.0055191239174658385,0.04502245631112293,-0.06752247569314865
TDGF1,,,,,-0.009782328312371582,,,,,
BMP8A,,,,,,,,,,-0.019384124103487728
S100A10,-0.0026408617736467755,-0.020606405234120644,-0.007410349993078427,0.029792336245943355,0.05012108938036527,-0.06360795533559939,0.0939348709130452,0.010780271670643363,-0.026662175042305166,0.037433689780475725
PLAT,-0.033909568931900363,0.06988632947734803,-0.04483032761456051,-0.00404550544406032,0.04094185506108719,-0.0023100012186986207,-0.00031130816044865436,-0.03544563377420346,0.018153757979467524,-0.016820704262917808
SFTPD,-0.02231521017814799,0.03785743318095617,,-0.013296214446041416,-0.01796381128353611,,-0.021242666466650583,0.014522470677413855,-0.021551589091625085,-0.018653401417300056
EPO,0.11787064173114059,0.06989237441994438,0.02994821633534398,-0.015834152635596146,-0.008921588277423788,-0.011999095038859604,-0.014899821417153033,-0.04913164772441596,-0.017831720073367387,0.08742853622986782
FGF7,0.03119967405760202,,-0.015799496291556074,-0.025458388870797138,0.04353435317699278,0.047460270066270065,0.03052885054588788,-0.0009987457581622965,-0.025589866624928716,-0.0739548488712763
CGN,-0.0254863175900083,0.05703869888182504,-0.01777747205391982,0.0054025275211639565,0.02915148762769434,,-0.028387497800543563,-0.009464261829065939,0.06478045273265018,-0.04509562926275093
FGF13,0.01987546827316926,0.026505053152989087,0.023102922923303057,0.01731440876271241,-0.024680748507746448,-0.016294350414464757,0.0020896242241517067,,-0.026759753710507542,0.003370564144755385
CXCL13,,,,0.009367695025112978,,0.004557877667367908,,,-0.03760516534701213,
ACTR2,0.04789192084081333,0.03720033346875478,-0.030721365095012446,0.015103305254090383,-0.012891118124968964,0.018818142537201425,0.021677675129024885,0.036660116956906096,-0.06538696797572488,-0.04437721126136073
SLIT2,0.0037768356300085606,-0.009991397277605606,-0.004207112800015285,0.05105240510555535,-0.0326218707540542,-0.03245702284503918,0.02556789639473477,-0.03594681064185636,0.007020109336977662,0.041928881516196
LAMA5,-0.07450137850810917,0.0056908303111822475,0.02884561964534535,0.005715366115902163,0.02570089761176872,0.023109377853677244,0.0035061757560746285,-0.03703818382981055,-0.02804707905006594,-0.024296840926219566
TIMP1,-0.0640604699567303,0.07145212706976957,0.05433168161270115,0.023548633974483847,0.08412622436299805,0.0231027207125736,0.059264077398788195,-0.002872697065087211,-0.014444197536339553,-0.031701898878298364
PLTP,-0.0016760649936949498,0.029908146556732178,0.005069829902706312,0.033695956599583944,0.009314370583899258,0.03472228525615441,0.04987643913362458,-0.0546531904986661,-0.03568642082626146,-0.09638297047654555
TNFSF15,-0.020583478218880687,,-0.016762813274292618,-0.014756200345493782,,0.1164085036913198,,0.010032365145874548,,0.04052411660702493
PRND,,0.10549493682985937,,,,0.06626057092611179,,-0.04440990069803897,,0.06103765588797254
NPW,0.0006718469212102745,,-0.02052390740468016,-0.02055943458082076,-0.012014835689640109,0.13649527810963363,0.031152130989951263,0.01833654686702597,0.048798142924912614,0.04531532746270279
SHANK1,,0.022892722609103543,0.010399420019400567,,0.009352057348790653,,0.08196628596748684,,0.055039872315200196,0.001308913189133652
PTHLH,-0.042345760136111986,0.04309886492819205,0.019343257918852497,0.017787444911699264,0.01692978810833734,-0.04351830281895561,0.0002715028740871156,0.09934972264947592,0.09647044139837506,0.019019877927859443
SYK,-0.05465638433012035,0.042023966637440305,-0.052464463265855854,-0.05036454823894746,-0.06447760621996089,-0.03926774266280356,0.07562629113332277,-0.014429194586981752,0.043227641610962264,-0.0091802184058419
FARP2,0.055975737751039444,0.03313801432799731,-0.03864434375645061,0.0434344792979787,0.07012890657735382,-0.001961434337618551,0.020641941735421075,0.01977711353091597,0.03546870635282484,-0.017555790282820897
P4HB,-0.031891008618890604,0.016102728435533176,-0.007862979542489745,-0.006447039598092104,0.07868316605120448,0.003974621428496657,0.05760635668411329,0.027289712295370125,-0.054360053962238024,0.08876234978688345
TAC3,0.08189144261261348,0.0013141649454550663,0.037803884759706904,-0.007586108230831749,-0.02487579296968315,,-0.03318923667780849,,0.04615195482172736,0.020352348895365854
C1QA,-0.12583930893173287,0.0796697239364938,-0.05036480571361499,0.00012715014363858852,-0.01779618953109151,0.028128529069053602,0.033832988930621664,0.02423215029385115,-0.03944065856328495,-0.0020219351830859634
EDN3,-0.025033491172801882,-0.024565930514588823,-0.01667345927400118,0.028470384774837924,-0.013828021818724763,,-0.015053565399877735,,0.027488863344757607,-0.029083427885615413
AANAT,-0.009070792520718608,-0.019960881367508374,-0.015252447315640554,-0.013296219016998631,-0.01131700062309297,,-0.018258402973759746,,-0.019696672802906698,0.1572700402409388
GDF15,-0.009929537893235519,-0.047415243830898623,0.03993491119029288,-0.055508504770775485,0.09760172857101992,-0.015325714930858408,0.008907577556001977,0.010653593966208335,0.045984288118724,0.013113558122291164
LRPAP1,0.07678878178547267,0.034656283343990686,-0.043295038308707234,0.002963857113845313,-0.04578112384462126,0.07079252274773075,0.01850214127514475,0.12350884613450967,-0.029886781573652068,-0.04022095475535904
LAMA3,0.05145246869951952,-0.022974346499159002,-0.026829379345809028,-0.005570048212997688,0.03419490143817922,-0.0231599257883278,0.018470079929902617,0.06654420941780301,-0.014038431029988366,-0.0008014604242999899
VCL,0.040065670321903314,0.08125258974954788,0.0066946030976076576,-0.03133558999294699,-0.04635733068504776,0.0304615865871158,0.060241731978480206,-0.10015737822383787,-0.0034518589214469282,-0.03458758797849247
COL5A2,0.022840975835220764,0.10292465639065389,0.01663641914423589,0.04563460937309721,0.010328432186988803,-0.02126746069117511,0.0653273816742576,0.013156302591331945,0.008373744642504604,0.028735961522743422
DKK1,,0.06115338784077946,,0.0524313872512045,-0.03009397036045733,,,0.047796943279015916,0.025664478483598163,0.035601613346622527
COMP,,,,,,0.05283290476019141,,,,0.06248802934580762
POMC,-0.01910650014113797,0.02210922930359373,-0.0008806856924038357,-0.02796479550927597,-0.011620880923923306,-0.00614929270782229,0.1194043244502368,0.07800931789566318,0.05810635030494474,-0.01231302439427683
CCL13,,,,,,-0.02515187297570447,,,,
CD34,-0.019476753887610155,0.07064606113750221,0.0042912037680766036,-0.02155468705112141,-0.019893540310739817,0.026778821404568866,0.10291548575724364,-0.003071595533050634,0.03908387164532605,0.008850638994990567
SPON2,-0.059351263747040466,0.0889028389025613,-0.054347388885002686,0.04272529939234845,0.020863246050377104,0.04383724549227773,0.022999568600657837,-0.04116624022955588,0.021567839746980098,-0.005375130866080682
THPO,,0.01921162096749347,0.13047186127940277,,-0.019839502687702213,,-0.012380856862754749,-0.007955233037854094,,-0.023943768803394168
SFRP1,-0.04458995733843399,0.021693193734110227,0.1013632684085474,-0.015168681135947963,-0.02766198922148982,-0.03240655193074596,0.07375592454067792,-0.06572662902977101,0.005199182705584469,-0.002899613009883364
ARPC5,-0.06343639326597952,0.04191679018709903,0.027008308410367252,0.021882426121454048,0.0055915831274507,0.027153981337354922,0.04465531094406542,0.08473473457508299,-0.018928872397530723,0.023724679941778272
VEGFB,0.13660755390648194,-0.04758236141868913,0.012070214977318831,-0.015808164759431077,0.018435314600379695,-0.03231189554411673,-0.01819518305751847,0.0053529515862032525,-0.007209219879643593,-0.011173102146014243
GDF6,-0.020583478059632072,-0.023940111031521882,-0.020523909180385783,,,,,,0.06737418638083295,
LAMA4,-0.09678286432838883,0.10503479794823735,0.003067636874963107,-0.013813566721674886,0.022454595151254544,-0.01855262328198944,0.06470732506304125,-0.055100220940923844,0.06857995932350476,-0.0165617719915631
PLG,,,,,,,0.07610099859342773,,,
NPPC,0.11249210096994364,-0.042681245942546284,-0.006208144112585196,-0.02055505501187105,-0.019082214663346517,,0.010582187259879283,0.09264903684765585,-0.025382652534365703,
HAS2,-0.0012397030995578426,0.06783950514349685,-0.01617203063300073,0.021125740949253048,0.06530448272010718,-0.0047316504050800194,-0.027961233538102585,0.01364214552029169,-0.04541918096074066,0.014536339358319246
JAM3,-0.00901052123388046,0.025075544621435887,0.011799594544058014,-0.0212661508959649,0.06178947803851697,-0.047040352884369134,0.04726594436037946,0.0398894850453484,-0.03445870189084851,0.018718026447596698
MEPE,0.034383473955053666,0.060375679976979776,0.04594131925701445,-0.0021420881611180008,-0.03148441270357757,,0.034917524896258344,,0.040370210408441964,-0.00337580956238561
ALB,-0.025673373060126462,-0.010457069178384848,0.06909882410577228,-0.02915574815506993,0.0794827589879435,-0.013196858910430301,-0.026785962319072074,0.08317344180852651,-0.022548244925729106,0.00946631328779483
SAA1,-0.0034836378215551294,0.008284724857963159,0.06313836366595019,0.008954154698524987,0.01305923867364287,-0.03298040930755084,,-0.05173015707475802,-0.08237761944683239,0.08147961141357289
SFRP2,-0.028106867799549483,0.019823811259049213,-0.017815755754138927,,-0.014164968864295328,-0.013758520111170194,-0.023180359451750687,,0.01001037076896749,0.012504656805062722
CHAD,,,,-0.018389586166828127,,,,,0.08866993660827469,
CXCL8,-0.08450555344981038,-0.05272116635812997,0.04352420363091544,-0.04347940342461817,0.07967703726853477,0.020146811341345577,0.06895379390581312,0.026238020259257564,-0.03177552359911533,0.013118508731172597
VASP,0.023094876397841566,0.034158337350671274,-0.009764726228848155,0.03396243801552395,-0.010275928165702483,0.034910299859460606,0.04657788676447255,-0.024519010152355,-0.02808521378160511,0.011041182352723253
PDAP1,-0.005546975303545689,0.0162940856462199,-0.006724537573545197,0.017323623919626427,-0.06958081378628997,0.003160550906250877,-0.0029074193616284824,0.1179675495838788,-0.09253485230917184,0.013550401823580947
VCAM1,-0.04991542939284751,0.06310004060660668,0.03482751205978255,0.04152410282818467,-0.01496843890986142,-0.03635639261944877,0.023976470323580457,-0.08383289526874137,-0.06625420717879243,0.0010980858389633911
CALM3,-0.027309605568751023,0.005496819351384153,-0.032923755440435916,0.011319096521150334,-0.08625714265186761,-0.02700467263092898,-0.013001139015123548,0.08640885017408191,0.017798063245295287,-0.028621388802906697
JAG1,-0.04722136480176957,0.010802572836248551,-0.021035074684186604,-0.003447905857150851,0.11419159851589544,0.004856920028737485,-0.00264414030663666,0.032116887873147607,-0.031946480291256824,0.01600272151071091
CFH,-0.0003943572870882554,0.041769352772351984,-0.0132567305896373,0.008030177255498528,0.04552360194115699,0.02934898786680632,-0.028448447054515567,0.0012137882035726246,0.04030727981660296,0.0034795006125870787
VIP,-0.027316212697625478,0.030162998460793854,-0.024123903691887095,0.10101917511673265,-0.023320867351298517,,-0.012368546971480631,,,-0.02279711000419017
IL7,0.007995906604011437,0.11780775275637612,0.0013601079505616133,-0.023022499484094825,0.008669349399504525,-0.002834712361376292,0.07465900595639269,0.009457414389894317,0.08243139440642117,-0.002836565675437652
FGF8,,,,,,,,,-0.020997341080485406,
IL27,,0.016407588643824012,0.010756745417443368,-0.01298588159115533,0.01292050486414317,,,,-0.01999220873269637,0.0018382735406068833
PROS1,0.062410847507906035,0.018342087775877564,0.0338667469122552,-0.004618073150992503,0.054100193831324896,-0.017117143396024544,0.08780629932822745,0.07271271069234954,0.0027342971346854938,-0.06320993088686595
TGM2,-0.03486899934521357,0.05157099047911811,0.08944190244793945,-0.0025017737832859423,-0.02529380578575118,-0.0076424563428949925,0.03588606937081308,0.0347985473072177,-0.014350888540087883,-0.004089961014366487
C4A,,,-0.017120595070218382,,-0.010576094945915429,-0.014475367469526315,-0.013097507115316771,,,-0.02610368550720789
GPI,0.09362779762825972,-0.06645262292955136,0.019524110921160968,-0.08313374207073358,0.0016488998429316794,-0.05662274648563349,0.024577053755771242,-0.07527088022883381,-0.006521414079983209,0.03373425031629736
DLL1,-0.009418125850336691,0.024413176570463702,-0.006994271614311275,-0.002172557445301717,-0.07034706903894254,-0.02648546988096565,0.07565689803063862,0.03536587197954133,0.009586512258763676,-0.043589921257911626
ANGPT4,,-0.013225498016373459,,,,,,,,
DMP1,,0.0035829523964922318,,,,,,,,
DRAXIN,-0.06449384215534804,-0.013340285104637365,-0.00459595286124687,0.06688605916156401,0.06705772957274868,-0.036911085059298486,0.025201458842883512,0.10726626557151041,-0.018581321931901245,0.006188950369128678
PCSK9,,,,,,-0.007229144203260262,,,-0.016129220787718366,
NPTX2,-0.0004931326621666259,0.017738349016052722,-0.013437241945652564,0.0005432641794996867,-0.05774072787948391,0.06236065486543932,0.027324781153832123,,0.025707046605790575,0.026887508729618453
PDYN,-0.009594587960629807,-0.04977315185576013,0.056519302792641855,-0.012421119169546625,-0.07492705562500855,,-0.02594730387872627,,-0.018472300802804622,
RIMS1,0.013843519418217142,-0.010708740639341546,-0.02564661093321179,-0.0140015689361902,-0.018772386542585475,,-0.03633113022040841,0.0424187459151016,0.03017789936028776,0.01699436412061715
FGF9,-0.01934329550439548,0.014179615288706024,0.04310769398040113,0.04421596961065814,-0.031218343679881768,,-0.027242789638308486,,-0.035798428627024946,0.03257160112142684
COL4A4,0.03084204451887061,-0.025976648126209024,-0.030800172125036655,-0.014081222465331377,0.007936309482879541,,-0.002256509365379065,0.07428951135557824,-0.024657407444876104,-0.031792172580817235
WNT5A,0.017203940707960285,0.037264642542305514,-0.019192146704310187,-0.025711847031656132,-0.0159217945608938,-0.0017884993932513918,0.03288197298639879,0.04190660647714177,-0.07513461053711368,0.03543622974230031
