,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TNFSF13,,0.0569874631037152,,,-0.02794244935218147,,0.013335513786065796,,,,,,,,,0.004337958821465494,0.00405632696506152,0.08088941821681578,-0.0354531191282171,,0.06518530361031435,-0.03962938832751231
WNT5A,0.012630172620341879,0.03154396500429061,0.018954578439841933,-0.015832962253364363,0.02311672119532657,-0.038556328556309055,0.06359299789702748,0.09671344759266531,-0.001607723749258712,-0.01113557792044163,-0.04914154440495995,0.03533203707840777,0.13441171829683762,0.11091253484262559,-0.054866715210793914,-0.002105671099788981,-0.009087184586632551,-0.025356862624781124,0.008528640537153308,0.08284186310065349,0.010115607378011095,0.00769358002492718
CXCL8,0.03605693814555067,0.07800310258042407,-0.020332305286104618,0.03409574906769717,0.04721382877542082,-0.04854968492635157,0.029354625328960746,0.07236790577461592,0.07355663007786822,0.00011847611387487814,-0.04079550678353663,0.07123136984752296,,-0.058706922417724426,-0.07128294999049034,-0.03350978381497709,-0.14080688528499274,0.04652249418055386,0.008792478575543286,-0.04436156142365001,-0.020829691121444543,0.03753983041630053
GRN,-0.0023606416954148226,-0.047957812511382335,-0.032284163028219015,0.0036175160372616654,-0.06610196794112734,-0.026784048949571145,0.03173561320938629,0.14951865813705237,-0.036003216342204394,0.014096458554776306,-0.10424602372553649,0.01944196942661501,0.06044992927595434,-0.0633739801277138,-0.1273402622442664,0.02789781103204495,0.016914697119987037,0.008598215697224324,-0.005988289860420162,0.09177299365997914,0.01869173078023735,0.021441512135121934
MIA,-0.027539252565037822,-0.006068305402297143,0.014863640577325248,0.018141559261899576,-0.026372396282431713,-0.03262178024451263,0.00728103055381976,0.04702279987664801,0.02916351237438209,-0.020607816518937682,,0.028176928730497767,0.0324911169350521,-0.011021620984164104,0.04680883499684027,0.10695000688766249,0.007362655556046677,-0.010349255670981574,-0.0029255243745264577,,0.04203181344796354,-0.07259504011598962
COL4A4,-0.04412430706120454,0.01714878308507412,0.04273619067922784,-0.02103840596676359,0.025006529715548488,-0.0015306805757760561,0.014175718722732962,-0.03163553990296276,-0.031214814828679632,0.052076349953108864,,0.08597389709034003,,,-0.0408181108872871,0.11251265426725086,0.07647251066562476,-0.028983447251280523,0.029520773424160426,,0.01806759055118179,0.11154709714986932
TAC1,0.05333685541665635,-0.03591095195646645,0.02170501690540316,0.040208635354137,0.026745126429996723,0.054782627235062,-0.033736747123779484,-0.056372775614630374,-0.007460987693946966,-0.0075224339197566565,0.009756264890542952,-0.04050137925453102,,,,,,,-0.03977193078886996,0.057366620782015126,-0.02997295619196638,0.051498130939101015
RARRES2,-0.05857418338944166,-0.028545748108023725,-0.026017875210096374,0.012534196314273823,0.068685585701339,-0.09940404700990149,0.04279543443498109,0.13592905692866375,-0.04337426742872943,-0.03236099342851919,-0.014258768427297138,0.07153947269716221,-0.009246107395129457,0.04134262000600558,0.07596502639080667,-0.0002691732501194975,-0.04244417829829755,-0.004470825753396336,0.09770447654067752,0.02156947290604663,0.039909726918247256,0.09091612987747325
FGF7,-0.061252916955087396,,-0.024508990617362194,0.007160390534047243,0.03130169227941953,-0.003313545149385414,0.05153157021568452,0.04037065379722337,-0.024904372084851672,0.006561952592242594,-0.02843046560287058,0.06885741279159788,-0.008535841709588243,0.056723430378210836,0.03444399276359949,-0.03605828973169234,-0.03942468129628099,-0.023385287810284518,-0.025852002163766697,0.011443843157691138,0.12148993015734687,-0.013512938803634893
EFNA2,,,,,,,,,,,,,,,,,-0.02658816105995867,,,,,
HBEGF,-0.013485985657961108,-0.002045320584751776,0.024734876690232735,0.011685717109689985,0.007672190226387948,0.008652575595353637,0.047512565468214606,0.0475353157882595,0.057207355063548834,0.03332989110295945,-0.08080818480377568,0.08399967984316785,0.09981311055387933,0.08883328826397552,-0.0035809441675917343,0.03479554677179652,-0.023771510844212963,0.04081314408849105,-0.041312719216707386,-0.04084026490566913,-0.019194783333545514,0.024697307232882357
CSF3,0.0400374250168024,,,-0.031729378816558504,0.04181156626581382,-0.03360551154019735,,0.0019284548338566094,,,,,,,,0.05663630177933543,-0.05264126024615139,,-0.013247076628728717,-0.027033759327983173,-0.005912532633514357,0.03686836490652874
PI3,0.0076875381504002286,0.015900232947485573,,-0.029702060999463882,-0.0113268016183301,-0.043683587185533654,,-0.037687427893156156,,,,,,0.14459349431772256,,-0.057200496224018245,-0.06803287115235061,0.11809401413088517,0.020988500794359117,,-0.05215470099121068,0.10374775040510595
PCSK1N,0.02432717868050832,-0.01947931983105259,0.0025294285844805406,0.041114490610776926,-0.0784335704445207,-0.026708651829731922,-0.00568531403272141,0.00819097548877782,0.009074210876092448,-0.01151228844984453,0.05773325554805047,0.004716789377119487,0.023408184561457754,0.08981773295124165,-0.060868793907739804,-0.03098143132295672,0.005687245475973697,0.0006582366020445749,-0.013004347016434863,-0.02528765405152964,0.06416638808409064,0.01981445936050539
NTS,,,,,,0.008545406099036505,0.09331246377027703,0.03085959201273737,-0.004720297857424762,-0.00928293938695897,-0.01611867061502102,,,,,-0.0649416835912302,0.021537033361079098,,-0.009833605132679172,,-0.01169658196863854,
SFRP1,-0.013760798025230316,0.04974749685666127,-0.026277666989949496,,-0.03534598173702967,0.031808808522252235,-0.024302457724472433,0.007230937132577589,0.011459912131228421,-0.02470322834306116,-0.01477070492954082,0.0033277685186884997,0.026801355557893983,0.017254968355028343,0.08539887321748277,0.01940487172476171,0.025507988457722622,0.068994750267833,0.027444904851231165,0.008292711772988638,0.01246354708219288,0.023500013891372594
CXCL13,,,0.03873624273255986,-0.02303928332951916,,-0.02632724024768257,,,,,,,,,,0.04180109306131466,-0.018259621468064886,,0.023537724861957345,,,-0.03779077829953271
MICA,-0.02457428030331984,-0.07321659115265133,-0.040912551392744335,0.07104319219850852,0.04986573407733109,-0.04137995730790387,0.043271065598549534,0.041328122133189926,-0.018005587419495834,0.024670597965874237,-0.05131368324284432,-0.008209684365362329,-0.011233605284391351,-0.012852962041199987,0.013441007520923531,0.02208316922446603,-0.001752087920498775,0.0348256168555824,0.010520354361992636,-0.021400875087414863,0.07672473731908382,0.07033092267537938
TG,0.032832247924875914,-0.030649177607760016,-0.020615480860997876,,0.02358278149330339,-0.0246181829044836,0.020892821946969255,0.02958933220584133,-0.010552003551536007,-0.017877618895069707,,0.026222181652021892,0.07042838487287201,0.06582086986062642,-0.011294345409441164,0.03854207443522336,0.07741321147312308,,-0.0372518321395635,,0.05861635612550442,0.00887305623596755
ADA,-0.004807414977046019,-0.02221306146356451,-0.042588838658198076,-0.026244888356996076,0.017106060665914972,-0.013026372706725018,0.029748605666063327,0.05652626842773317,0.002458487544136769,0.03265642381431255,0.02392275712268444,0.0066204372724507155,0.025154192952407364,-0.06726728129973233,-0.0499838001504408,0.12161853095779376,0.05989467502322918,-0.024029289530866194,-0.046625639958048366,-0.05731045113495517,0.020021450118428857,-0.08494168297064024
LAMC3,-0.03979464310194989,-0.06266727721093886,0.02833434947940124,0.0625702429207639,0.01519710356523708,0.03875931677404131,0.025496902706055292,0.07410224656384948,-0.0348646424086649,0.008874172733302738,0.06389719216708405,-0.001637591720738772,0.020044896554782077,-0.02562744678141416,-0.008541737169520936,0.047660312093520285,-0.0032957451247305697,-0.013592678650024836,0.03569314522329158,-0.053138938570203735,0.0027706150498655467,-0.04969291907144485
CCL7,,0.05582669771701814,,,-0.017100584498027094,-0.0031249838710506843,,,,,,,,,,-0.030069743715855753,,,,,-0.02515482186346408,0.04589221138977422
NGF,-0.002514580100092862,-0.020507061380380717,,,0.01846896710703228,0.05422029084597169,-0.028188053409917525,,,,-0.016118681228096163,,,,0.06094249956873432,0.06772577388324691,0.006601428206999661,,-0.025287375185611652,,0.06539192730608225,-0.012805243291680212
TNFSF15,0.004999723447283018,,,,0.008324395390811735,0.030735872553558186,-0.0007104003898696151,,,,,,-0.031953508657163676,,0.05365214299256035,0.08181999139012618,,,-0.014640948476091282,,0.01267780033370624,-0.05156323538210659
HMGB1,-0.045587958570320455,-0.01352362836167689,-0.006495493110151134,0.04797185325552601,0.010566425476904244,0.017952679850782013,0.03560824477051144,0.10319834309709922,-0.009318240895182123,-0.022715387578052387,-0.050333717298614876,0.024200179107937255,0.004044473088472174,-0.1512872947903106,0.035684597455054604,-0.015349718012306285,-0.02156089568895495,-0.0719432728193422,0.04117582875039309,0.05352050722164219,0.003306802094148976,-0.018729390910656108
ITGB3BP,0.020626754353784756,-0.03964418545280803,0.01602051378729921,0.02291389685157636,-0.004852034115783351,-0.005263971780911562,0.08962708803817263,0.0907089622351315,0.0029916237800476694,-0.0013434112263466188,0.05518398790127987,0.024317348872158945,0.011835403454029085,-0.029019710882342675,-0.08366373026261822,0.06501876215536474,-0.014244401209531736,0.020883658937168953,-0.047982095177730805,0.07108110608690338,0.033057164162182115,0.040402941118910046
AANAT,0.04641053937623942,-0.026820925423465067,,,0.04740927202975367,-0.007114732256664049,,0.06380404069554722,-0.02708841233378314,-0.02060781766519705,-0.01515393086755194,0.019391996214193498,,0.01266619085582035,,0.002053549825775351,-0.035780463499358234,0.009631154662472559,,,0.10057743394551305,-0.02844776617857342
RELN,-0.016745254806746858,0.05953469935947658,-0.02502493132324054,-0.020981079862254896,0.01958044923091588,0.0031217964427476433,-0.012507285029126795,-0.05978751224285947,-0.00914297591334381,-0.007975029666147786,0.012657628255664237,-0.042049195752551304,,,0.07148991378337258,,,0.024346218062310646,0.06714686242181801,0.1498689978881172,,-0.020929924259093558
IL15,0.011886016002235765,0.03019701010433986,0.04974354700780314,,0.0007796129872801181,-0.038765105617165896,-0.02435417283628228,-0.03128705002498389,0.035006824615366146,-0.03084564136888662,-0.031053789216444864,0.08088520166059017,-0.026240152665714774,0.034336061390249514,-0.02430241280425346,0.04182166769477208,0.03729928594010468,-0.01798997950047547,-0.028216800612817977,-0.02859230885953839,0.07740312946285538,0.06112986003234224
UTS2,,,,,,,,0.0780173181086902,,,,,0.03518108974438177,0.051868080211030794,,0.0812124598492654,,,,,,
BSG,-0.022721063227258243,-0.03073618935193091,0.08433745750414713,0.012650048719324698,-0.018869225848726433,-0.0364622042778253,0.10158737453274566,-0.0037977341393901007,0.035957465562511934,0.0032846021663323986,0.037994690797375295,0.03530059849235894,0.03886370923449193,0.12490280938932075,-0.07100032912215468,0.0053914643378866044,-0.013930941102494512,0.09613659250071677,0.04104586027789376,-0.026481584961447775,0.09521313094156783,0.043967718484695856
ADAMTS3,-0.0361610931496836,-0.009138465515990646,-0.018811884570650018,,0.04861749899441515,0.009589694911298439,-0.020498954814510605,0.15849168415229994,-0.005100573397828589,0.006765055230167889,-0.02433365219062475,0.08750682465986803,0.11078662350600267,0.005554725254863117,,0.04967620023288512,0.0645053828993669,0.005921765420989559,0.013839739016551627,-0.03287279149665893,0.06320946925180893,0.01735025193891852
CD34,0.04492206043316662,-0.010163321244232033,-0.02359647663145697,0.0946589399836647,0.013105770240252423,0.0456246159274944,0.031481894660258226,0.05805305665487457,0.0062260270188548164,0.02256944114810291,-0.003812203218559165,0.07620336441259784,0.0726442460258937,-0.02472295611473832,-0.0514424414319358,0.021841147712540764,0.08021137302796309,0.039957649962915065,0.09818761160988308,0.07276757067477216,0.008130156071033949,-0.11593685322022289
CCL23,,,,,,,,-0.011552300364691495,,,,,-0.0301516347691172,,,,,,,,,
PLAT,-0.026646949423272913,-0.02975382915015912,-0.035130439183604166,0.007163722938687857,0.03976101244143394,0.006382562837219095,0.06981564506947227,0.15170460031254324,0.020777453660960704,0.014763161758751718,-0.010819684953123812,-0.041720395706036265,-0.03698213666889231,-0.0009543087651501281,0.02532768310159967,0.03565533719112691,-0.009764735021614021,0.11651580142978135,-0.034249864731496944,0.08812645243164499,0.046839457449705024,0.017780809600319216
NTF3,,,,,,,,,,-0.014803723002139443,,,,,,0.06677283132045857,0.06768191950729303,,0.04717223317533179,,,
LTA,,,-0.015160689424625284,,0.07879680343766304,,,,-0.004660923911724261,,,-0.0249834093613342,,,,,,,,,0.045906803582468854,
CKLF,0.024105210649699137,-0.05295701353763803,0.009529253491739196,-0.07741964161879375,-0.017116909590237196,0.046730820101792026,0.12263826185031554,0.10947267919559377,0.00014671222294909437,-0.007284793960276124,0.013199425570922714,0.02386490715693001,0.0061945350660100665,-0.015635188113031315,0.04645813749110295,-0.013026696844719488,-0.011647178424261787,-0.027812207506505093,-0.0077634803090171605,-0.0015493268845700894,0.10653334954741009,-0.11121844203209139
CD24,-0.01245136387503555,-0.08420852784076295,-0.001166626854966837,-0.03451855998264377,-0.03791964831337195,0.06007387939745182,0.05476867590221302,0.037127022047723904,-0.039440600481203125,0.060562364389795294,-0.07790176982566908,0.10673438736090098,0.09300801943148256,0.08051756993156933,0.006305979042360217,0.022366802302917144,0.05834241391927699,-0.014725489731557649,0.055009327122010336,0.0893617951789871,0.01631845133175763,0.053591106696518453
HSP90AA1,-0.04581821234052781,0.0637373216881924,-0.019491789952170335,-0.01910729943917721,0.03919882530083407,0.06090646528993561,-0.04391082987772184,-0.10003429865960281,0.01671697248586067,0.045498539658513186,0.06718286412002679,-0.031512810199299496,-0.010859280201572511,-0.01587956243725631,-0.06043799253527954,-0.09135114517734469,-0.12159724728475403,-0.017668048902077634,0.0020433615374519628,-0.032121958970791356,-0.04618132706201857,0.05865839776414136
BMP4,0.0036355481201548563,-0.04580909546156779,-0.016071219509803187,0.0468350865081709,0.03348415956024697,0.004702191081248343,0.05425243487335238,0.02962615358398542,0.035161072000387344,-0.02077109010881162,-0.024170848557005273,-0.006933455702984536,0.06149041048093797,0.025843033791833017,-0.05668155733384115,0.05900338778700422,0.00795405858292867,-0.01591116362843319,-0.025154298259792287,,0.12334106526590909,-0.055556321377096436
SCGB3A1,,-0.01848637853035058,,-0.017634270346754383,,0.02480004275135587,0.017349993917662385,,,-0.0005012528142220151,-0.026675159124131233,-0.024580531876162222,0.08455500835143588,-0.05068374494128299,0.012470961890094051,-0.0353574841352749,-0.002216456196081879,,0.013486885930921233,,0.06333241474569892,0.014042753505299904
IGFBP4,-0.0688066218307868,-0.036159063536022246,0.010541844427678275,0.03264664409973671,-0.01147576817913796,0.0033048498955112245,0.049730723438142686,0.10774458796648752,-0.021694524254930347,-0.0212528622211168,-0.023392078959533345,0.019867259255131685,0.022754597717290485,-0.01075650363811967,-0.11817358170241225,0.020652245082260823,-0.010911988201294718,0.08801367849771018,-0.01187913016867614,0.03506738627871884,0.02076495085845157,-0.01805507854348492
RSPO4,-0.031054660068587543,,-0.02450898596433188,,0.047612428452085534,0.012677667987402497,,,-0.030343053540645985,0.04790010917865384,,0.03613423309558082,,,0.09136005520533642,,,,0.008442768080483274,,-0.02846094416865363,-0.035871506309478836
LEFTY2,-0.027836094276622047,0.013430444030077617,-0.01534688575734464,-0.06928370432979938,0.039610196109881576,-0.049679260034263234,0.014883423164816431,0.17290479256049585,-0.006039309533034025,-0.019060555009475854,-0.016118681228096163,-0.009489959718245324,-0.012378381944137672,-0.07395495664002943,,0.0037088434850672657,-0.03057160819970901,0.035377825376878426,-0.009407512384780938,0.09860917738894905,0.049405441547056284,0.03079483950860611
PF4,,-0.019176650227421273,-0.01379070758490412,,0.025680079617526306,,,,,,,,,,,,-0.02436989039559611,,,,-0.02419386541945413,-0.028100180670241393
ANGPTL2,0.010854375268038435,0.004837165256997186,0.011328430254638311,-0.05793314944566158,0.015856308682059842,-0.012933378044184636,0.06753540975699628,0.11392574586953656,-0.05935467531384668,0.013935332415564924,-0.020558057188288435,0.07150175961093919,-0.009300322102173079,0.058252250885371226,0.038197301339118236,0.06272362106848275,0.115820147364823,-0.03624730523734141,-0.006552609608313558,-0.022208224260105568,0.05364110507736114,0.0275010414055281
LRIG2,0.08973786072394946,0.03732799796405416,-0.004251233457891253,0.04834403634822666,0.022929468961065024,-0.0376314580311678,0.12632462290086255,0.0404187831610255,0.02743235594412901,-0.031450428620061144,0.06856850077971001,0.08872982188082496,0.03295042106600656,-0.00026853393835696645,0.06665391139125293,0.010572192958207757,0.047204524852525985,0.05993084919228303,0.027314852915085043,0.02065976224111458,0.04641168688357636,0.0664447441293751
ICOSLG,0.09097790727081424,0.01512778270874712,0.028732506580369726,-0.0234753656274944,0.018313520514054233,-0.00665896005747103,0.11915886071291001,0.0653633659188886,-0.020084270046781132,-0.03298948521059744,-0.058208039758672,-0.00883360132012471,-0.007425190657068974,-0.10922807679798698,-0.001054180699409244,0.07901559390193041,0.04730139216273728,0.07377824800835127,0.032036005991158766,-0.07521340419528864,0.011256286284829787,0.029302409684405336
WIF1,0.08977015026860741,-0.0038919529060088827,,0.08216039808640493,,0.023355911294514593,-0.03998085773067676,-0.0664538483338846,-0.02341501572138205,-0.03271100598798167,0.07126128710397676,0.05004665654082015,,,,,,,-0.015572967165474506,0.03957490213133542,,-0.0111535562014861
NPPC,-0.010993075567660666,0.059677367827326584,,0.0070851530086646205,0.053620324214686335,0.010524252816815148,-0.025888045244830557,-0.0074591947360294515,0.013835294641580152,0.047573904265972716,0.06839338411905582,0.10118878821833263,-0.026640004138377176,-0.06331824679447495,-0.018612370446617035,0.00022076897077028549,-0.011170669267294774,0.12694802697644617,-0.046976794462403874,0.10576840448384538,,0.000723695243738227
LYZ,0.061664970575019455,0.0058069706623076825,-0.017637965334204093,0.03269509984739805,-0.006326274942220216,-0.030599136524749583,-0.0017011782973277915,0.08605100931533309,0.031074848810830717,-0.00643724277257191,-0.06086938498547348,-0.02062830026204077,0.0593381801462863,0.005405296349760824,0.09711627982562092,0.03704691178931458,0.010031243897847437,0.0334348835739148,0.030822906089775278,-0.02476313323271119,-0.029796938920469546,-0.02799874547297489
EREG,,,,-0.04276886605846808,,-0.0450409431718076,,,,,-0.016581412486700906,,,,,-0.012470470145978282,0.004826996057070005,,-0.016959752345201008,,-0.007159007666879453,-0.03235163214636735
SPTAN1,-0.03852336171181262,0.01638355749197932,-0.023715262570019352,0.0019458217717559898,-0.011849818556988523,0.03586590404371299,0.006222725914571855,-0.03240947028048065,0.037118467522551164,-0.017851101030199552,0.08995263036445952,0.0002641649267491749,-0.002162022383284069,0.1731552209324908,-0.04498819518479052,0.02534230015832446,0.06629460027638677,0.07179315000357138,0.031037873890918687,0.020026174259520534,0.009549460494860263,-0.008775242475453202
PTH2,,,,,,,,,,,,,,,,,,,-0.0039962969846800535,,,
LIPC,0.03312185645196003,0.005123607594970326,-0.020755751953764858,,-0.001446188796951466,-0.030987699978370576,0.005320143089454826,0.13108499719413857,0.03765492306812887,,-0.029697007548135382,0.0058018625716910405,-0.02824899740814513,0.027992171903451202,-0.04255350167396295,,,0.08319955449196503,,,0.03199152503933591,0.03265993791170199
COL8A1,-0.05908693022031599,-0.059544764177923294,0.0917899730950192,0.02522561561963809,-0.002517765911871298,-0.07124085621775522,-0.008386676856747115,0.10754236252365196,0.009903097987635119,-0.06725403994961525,-0.027482524947995465,0.02733721749384171,0.0020968421017050296,0.08380057668428084,0.0965318832425324,0.0807820649744021,-0.019795860389028332,0.06455816300404915,0.09054052999893018,0.037723523209317295,0.04262937597488997,0.03322717839065253
GSTM2,-0.00030293409560224155,0.04224011945746158,-0.03021900218817677,0.0733628492079483,0.024990910259362818,0.07338215527024017,-0.02059473248604541,0.03637061963549797,0.0009968771122269829,-0.00845374000301331,-0.005020127378125567,0.05568136000503011,-0.05546508138465406,0.08539394377772618,-0.055939022133456126,-0.05652724955419705,0.03699629133019822,0.008219143833343826,-0.001649476952790789,0.11957544623123208,0.050193468623221514,0.0014069526200956282
IL4,,,,,,,,,,,,,,-0.043637243668065345,,,,,,,,
SPX,0.05951233031768992,0.0007244174767204099,-0.008471068732606883,,0.01968339228638227,0.06606717253871738,-0.008492345161661568,-0.014017174646252566,0.02043988721122918,-0.033805162386810486,-0.0031251306673100382,-0.039834173872138376,-0.0353164357664131,,,-0.042065839908285135,-0.016905217543581423,0.000888697551294346,-0.027379079828392595,0.002474921594781917,0.05739687222803285,0.03459703776984588
MFGE8,-0.023085914203493003,-0.06147758545657306,0.040673147390640305,-0.05411683452521163,0.04038908019997344,-0.001377066142354728,-0.017194064595155916,-0.010682739908049643,-0.018545659648007317,0.018333674657907854,0.04604636258474893,0.018966852306061772,-0.050407532340695095,0.036700245779880854,0.04787178756031169,0.0031398417711605113,0.03124080777832555,0.08328046912794615,0.04856766457068457,-0.01917800572752387,0.007225968242628533,0.003295505398292651
TGFA,-0.05656320862685827,0.03725007662366048,-0.05322255627938067,0.0803067903642732,0.023178384106594962,-0.0472263531986051,0.0639032082515466,0.03388189775629973,0.055378615832669245,0.010255870913859768,-0.09316033305310528,0.05902104976933156,-0.04333802761618978,-0.002714575632176834,-0.005014928693260955,0.016700528475256552,0.061401368252820124,-0.03655419392855836,-0.013636146410899714,0.012142872287396002,0.07194098021360616,0.03955911149667816
SLIT2,0.06695240197170735,-0.030592288975288106,-0.035958840500777495,0.11698812769665332,0.037700468380015534,0.028526421315757427,0.05180317203807573,0.005939341723527114,-0.01327548272206653,0.014008726635778334,0.07607420713936588,-0.008711621554023302,0.04150131446750472,-0.013705285291006685,-0.04258954328644816,-0.007492119503880452,0.019748592937650817,-0.015947909210467747,0.018243817776309224,-0.059672241582959175,0.02630780194809266,0.03452169180180754
PLTP,-0.05127989868101361,-0.0032239195786852846,-0.011902317658688885,0.011720088042870643,-0.0698962329063062,-0.027350639988365903,0.05769295516926302,0.09168105782161536,-0.0017760113221261726,0.061201403863133115,-0.10374693696220201,-0.05295645840399328,-0.027500085191634768,0.004015376073444819,-0.04694647754476461,-0.048424674486295324,-0.0167457931720083,0.06866954726011743,-0.020701337987877256,-0.018181148928594622,0.01693541728893457,-0.002880230998761109
APOD,-0.054268237125379884,-0.027239968824061298,0.04838556827238431,0.0010090785928975109,0.022420255990410025,0.003393333613874472,-0.02075000906810729,0.05345375824719334,-0.0429985879516235,0.004455984099011429,-0.06964341490852306,0.02540379739607017,-0.07276016201261967,-0.08821808589178452,0.04466424798512767,0.044743558996594185,0.10464328169843728,-0.09796899332337992,0.02951291828838737,-0.11571703222883127,-0.022625022296756694,-0.08121944761933318
