,UKF243,UKF248,UKF251,UKF259,UKF296,UKF313
DLL1,0.07554481665619116,0.007884279914657935,0.04584466839196461,-0.010249138161079719,0.003631789468867765,0.023508669917585993
TLN1,-0.08103943440920386,-0.011827847840408696,-0.004712469949431775,0.0004977962543252782,0.0171451287897436,0.045351527331237054
COL2A1,0.08058054569069538,-0.02542101555243837,,,,
SHH,,,,-0.01077360174824506,0.01112997455648208,
PON2,0.07705458123110197,-0.018647830658730755,-0.036621056097945366,-0.04092920511846956,-0.00505918026477098,0.090505225792966
ICAM5,0.190513576361208,0.027108561032713373,0.002106293628255391,-0.01679142299373524,0.04152202758787028,-0.015327100124199735
HPX,0.013754475746584614,0.013620229042683571,,0.05605644672191464,-0.010610650893603895,0.03477222277378216
SFRP2,0.009233875648742949,-0.01936567049237759,,-0.012269964857534624,-0.02526991097404255,-0.0159794301101926
CD70,,0.014107020082859191,,-0.020855449110251466,,0.038002570020739736
HP,0.03499775252384908,0.007652870435924601,,-0.02760338663602564,-0.008310759664361941,
CXCL2,-0.03770011252973983,0.04611667263030892,0.058484455374185916,0.031093437937191316,-0.01474620628277185,0.052221440037966034
NPPB,,-0.01879168044780666,,0.030450636063492173,,
CCK,0.0349864498625631,-0.0368441043245688,0.004329666224156177,0.05800178266625102,0.05683237788958399,
SEMA6A,0.03224040863583947,0.028083252145635878,0.011199170319685396,0.013518696064267319,-0.03156794368535873,0.019295573174346096
IRAK4,-0.04828583121206864,0.014956436290775824,0.08858833234081427,0.01536128238599747,0.022898254771102505,0.018603853678504496
GSTP1,0.05751621873045214,-0.024187410689566056,0.0425500715580962,-0.03693272412594768,0.04235684304499315,-0.05664825468063445
VCAM1,0.013035363405491125,-0.005477419771310731,-0.03245411256911264,-0.06330777123335159,0.01815988038087642,-0.035975427116484555
NXPH3,-0.03560346448159994,0.051457076174520715,0.015158006875783274,0.02987381408785172,-0.0021040853260828685,-0.004788756032322648
MTMR4,-0.019707189510103838,0.024233125988861647,-0.02553884699086986,-0.008510112693240137,0.018733273255976467,0.0505139383036869
LAMC2,-0.020160136633923357,-0.01474950423395587,,-0.024080891387084677,,-0.023518669845129795
IL10,0.10155501221899767,-0.019190665444157717,-0.01916955166739081,0.01534248745923958,,0.08665187009317375
SEMA4D,-0.008437553617701094,-0.056563055913198705,-0.0183325680218291,-0.02718161926977619,-0.023022528097697743,0.09589921556110906
TRH,-0.010155524190763566,-0.005543655738299559,,-0.01385669043735264,,
SEMA6D,0.050948453671917734,0.012025666933849323,0.029278880880155105,-0.03072586332902996,-0.01711811438337334,0.012649729108575009
PDCD1LG2,-0.04770619422629373,0.0033670706049517473,-0.025232807811258758,0.0239381613211859,0.02913795483745163,-0.010563774871033719
SPINT1,-0.03121404033717875,-0.019049437654027362,-0.034976000320277666,-0.009345056687076738,0.08003948062734464,-0.010648764930977168
CTHRC1,0.01462418310521505,-0.03511933681214774,0.04429968403816945,0.017624840512455435,0.08969805034380411,0.052472633145605296
PODXL,0.09684605625892552,-0.04197269951464734,0.004614895432983565,-0.023989882114645863,0.0014828672945781077,0.03859101812933728
JAM3,-0.0020768858573018364,0.00031044739363677475,0.011288020964785617,-0.012987219731950005,-0.02776644162123312,0.04483649593988367
TGFB2,-0.020903406469782768,-0.002869970190825736,0.010876223460197355,-0.031591729372157526,0.027977246000476626,0.03552545560847304
COL18A1,0.0944270270365914,-0.05104544377683771,0.007727245584586268,0.011306306957851184,-0.016789203876243813,0.03270855973081758
NODAL,,0.03116890098218867,0.16234352195643129,-0.007243117352371784,,
INHBB,-0.06719708800243776,-0.006642363059827425,0.021363440239415457,0.03858859093370088,-0.015298930930854895,0.06348806882706112
LCN1,,-0.014749507552654377,,,,
ARF4,-0.026442191498431182,0.008034157154953854,0.027597652798508548,0.021364685569212827,0.04754893135141124,0.04323932184512453
CXCL14,0.008845617077466192,0.023888030894020106,0.018773843836004823,0.00039302698164251515,0.07655856969452321,-0.0002916336473336117
LIF,-0.08119248503034773,-0.026859905614895714,-0.01631232038824444,0.01771868928212245,-0.012579168870645932,0.07098695383225466
IL17B,-0.024096589478270425,,,,,0.054098645998228986
MMP1,,0.09847453519366181,,,,-0.028290113287892014
MATN1,0.04092132345369227,-0.01936567313141505,,,,0.0076408217947161
ADAM28,0.07707933776571067,0.031791251908556216,-0.027943250051791955,0.010867642984149658,-0.05083924591435253,-0.0192780226868251
TCN2,0.033506647393809146,-0.024294519313374487,-0.06412514990067023,-0.02460198344722526,0.018141784025209134,0.0017290695476314885
THPO,,-0.011421769113414014,,-0.008171926397174522,-0.013089819761550691,
CUBN,-0.036058055678163455,-0.01881258660243595,-0.031049608368199595,-0.016007235628049003,-0.011991575883162164,-0.013702065595153854
TIMP3,-0.07850388334687763,-0.04461458740857127,0.01370452129981377,0.046960466834486216,-0.055758591878898756,-0.03053600889376726
PIGF,0.06327169660140926,-0.013461076111855555,0.017436992330853846,-0.005561409175546722,-0.00498907603870845,0.05752554871906638
CRH,,-0.017280804152289882,-0.016177674521105637,-0.012151940906474956,-0.02368330244944935,
BDNF,0.1599345462113413,-0.014850508044128925,-0.014471882382982972,0.015334252965505788,-0.021293934786463607,0.0847121659901863
CCL5,0.017892508308868137,-0.04278280643586438,0.05052668022205667,-2.6104505102777505e-05,0.08095719844761094,0.05498537200204586
GAD1,0.07279386397932167,0.08132006936704052,0.02281363128484417,0.027023533924075683,0.04170350522103871,-0.02425647511491783
COL14A1,-0.007805197966918003,-0.02531447651664914,-0.020187696305872596,-0.03611971121448254,-0.017145832045167314,-0.005088411793313182
HLA-A,-0.01037936628618297,-0.05202746239094408,-0.04111393256441646,-0.01894774059721321,0.012745674707750329,-0.054261300003040074
CD5L,,-0.01728080215303247,0.02711201667555181,,,
FGF18,,-0.015636002546782556,,-0.009654626175185248,,-0.016811982350234282
ADM,-0.08191457146099101,0.05239766729284375,-0.03158888583412955,0.053896396524926185,0.008949137144203432,-0.017333413238121195
CCL15,,-0.02883148767843977,,,-0.011316222598499601,
GNAI2,0.05900826581935869,0.012925428080887445,0.014677030029369266,-0.010631153650940943,-0.026872735361595682,-0.007934046561261907
HDC,,,,,-0.015935171917595265,
COL11A1,,0.03112192472369599,0.025499065077349312,0.020259142579659183,-0.012591614343346245,-0.005292896235455888
NUCB2,0.0006317752508553202,0.03671094356176431,-0.014725988275812668,-0.0039422108237383065,-0.024177845915202167,0.028776906128843982
CXCL1,-0.022010680174970276,-0.046795369896567914,-0.017354775897118604,-0.03196159238494245,-0.011911814130076285,0.08180322566325285
VCAN,-0.019434967539962166,0.0592811611365511,0.06876891213432595,-0.06468728050669574,-0.062472627591626965,0.029152726314432716
MMP7,-0.030224036054286477,-0.027514239749294893,,-0.004071172835528004,-0.02301104436598759,0.012051361232708748
PTPN6,-0.004746034337090889,-0.01045839010578014,-0.05924208452157775,-0.058906417197185285,-0.0432333340617205,0.03164750440591064
PTGS2,-0.05633991385598916,-0.03783394622130873,-0.015488227122972329,0.03276142263414553,-0.025404267461717936,-0.04266558021430965
XCL1,,-0.018936668313038484,,-0.010504578801267065,,0.033259688633939015
CD58,-0.051818365358986485,0.006355604179889447,0.04462423856371926,0.02479476131064363,0.011149455929212465,0.05313314631714309
TNFSF14,0.00044074389688873115,-0.019080645516897816,-0.01810045911137162,0.04436741095700341,-0.011634707960239533,
CNTN4,-0.012682354196860725,0.008471899192270664,-0.014168981651548401,-0.0033678730831057076,0.0127585930892783,
NTF4,,,,-0.013287832163522929,,
INSL3,,0.003014296679528552,,-0.009654624281486673,,
BTLA,,,,0.04191403750687485,-0.014857920001794898,
MFNG,0.06525781009953253,-0.016146119428963678,0.010469474498535015,-0.024702064338041247,-0.020606698305113656,0.05653856758170241
ICAM1,0.008193789388744049,-0.03625075182580872,0.004375132662468615,0.06016525123703706,-0.0445416582882955,0.010633154989493495
PROS1,-0.06417444953943298,0.0017807483088718389,0.014011896788710742,0.014139248235433787,0.0028026897654029447,0.01569333089577923
CLCF1,-0.07662699822094032,-0.044941273442039686,0.02189319766926716,0.03501072154399849,-0.03177607869807311,-0.005643435509751752
PSAP,0.002793319803780955,-0.011665557712619136,-0.041516802709006914,-0.03447204446255782,-0.029055101717466385,0.033048616117134465
EFEMP1,-0.02322652725346851,0.02869551787493562,0.03123344775685891,-0.005140848014997621,-0.021963647203873518,0.011471554577278394
C1QTNF1,-0.027314112067894736,0.04334053905269519,-0.03734612774822486,0.012160420464234531,-0.02582000132445622,-0.04076759044229629
ALB,0.06301921957085493,-0.026226415435453544,0.07506285164979341,0.08786168829625016,0.07130327975170413,-0.015327105163155351
CCL13,,,,,,-0.029211906012290435
EFNA3,0.004703610633836171,0.031126348351095144,0.014897899137610419,0.06065732189607134,0.016103285136214483,-0.010626180162675119
DRAXIN,0.11015764112011324,0.031069796077663362,0.031621385915442536,0.020807603298869624,-0.010610651975334309,0.08061319341442741
RAET1L,,-0.013214933693079738,,,0.009751387451828785,
NPTX2,0.006342008798479475,0.01609827952092388,-0.02614933339420745,0.031150694473763507,0.047311080644578195,0.040959909531484893
FGF11,0.026647955810166043,0.04101196901375889,-0.02600803414210387,-0.03950821607093254,-0.012234557577690987,-0.005264372988960168
CD59,0.046176302504246654,-0.03284746677202777,-0.06413969152402571,-0.009221696139340395,0.0011890719450150858,-0.005527412447249273
COL9A2,0.03855768052221929,-0.0457971627617163,0.05368146946750223,0.017283741133958513,0.02774871505528561,0.03233996556923571
DLL3,0.09796399637921348,-0.017295188458456134,0.01408964583184861,-0.019038850199695007,0.005349637260361343,-0.01964045351965057
FGF5,,,,,,-0.03697795753919558
LIN7C,-0.07286811157608472,0.02809719027213268,0.00368565299831432,0.03224033133014633,0.02304457461420659,-0.015074978444645606
GDF7,-0.018985879643018667,-0.031164087494080474,-0.01520432556022169,-0.017226668393299418,-0.011634707508114761,
PSPN,-0.01960320950975922,-0.03075289223651289,0.009384883997046787,0.0882267123543127,-0.021943900464243438,-0.008056585591999088
ANGPT1,-0.02254926401957405,0.006471703310930431,0.040347148141330315,-0.007403764024716861,0.007667987276108496,0.008825905597807137
PNOC,0.11293229570700712,0.017726135927696333,0.001593503503774532,0.03952853951678968,0.03766916998051748,-0.015327105163155351
L1CAM,0.05593679077903343,0.00572304478110616,0.018609115756799834,-0.03377541853890053,0.013439671157807939,-0.010515403085679732
APOA1,0.11021330006639109,0.016607037185671726,-0.021055949760162455,-0.015035482156664432,0.07098461956749938,0.02578329633990877
PSEN1,0.10164818851666109,0.04358499481542338,-0.04412658120690115,0.014892227424100879,0.002199278180668145,-0.02962652020125475
CALM2,0.1170977064924899,0.042515996214743904,-0.07112699764468376,-0.012303996046299325,0.003387682765079548,0.0076571157401168375
CLEC2B,-0.036262593357392583,-0.017763310830991565,-0.020103669606404452,0.030329708224529385,0.01795873800753361,0.003199597147680259
NTNG1,0.1307858812984523,0.02127482635547446,0.01200222728972065,0.030842137511290744,0.023921266800367866,-0.025116699954893858
LRIG1,-0.0009534070242799892,0.027691853653846285,-0.008385434916473441,-0.046748947582880805,-0.024086294610987786,0.0069111521806288065
CPAMD8,,-0.013967278202580946,,-0.011419697793001529,-0.02153488156321755,
GHRL,,-0.024394629082099113,0.10189415463175779,-0.010360858166414117,-0.010610651975334309,
NPY,-0.009691346279580305,0.01988358565221698,-0.02107540547075812,0.029186004705387788,0.00874326836165417,
MMP2,0.13039316109960056,0.0004471653942098088,0.017910426972307766,-0.010112638544251236,0.02341621476468409,0.0027017802190707823
LHB,,,,-0.009945694359131995,,
PPY,,-0.02228298969345877,,-0.01731255318580999,,-0.014176888804744363
ALKAL2,-0.0008254636321873571,-0.02478253232922481,0.09313207960239683,-0.009801198932713957,-0.016935727559402123,-0.03614428211451299
CSF1,-0.07016961420205411,-0.004450121544258725,-0.03617630134860775,-0.00702076201830989,-0.0023945850557716333,0.06498648643137533
SEMA4C,0.02007118476720129,-0.06772568178676093,0.07736174061725902,-0.013977312958929514,-0.005776705319293422,0.0476406716300775
ICAM2,0.17567189200361727,0.0016201124441556894,-0.017052419112649056,-0.027636980395101214,0.023728326151640028,0.032675793506648024
SYTL3,0.003433706410034338,0.03579945483426317,-0.016196618527741517,-0.017525613594557076,0.05231744882209609,0.0508402283245635
IL1A,-0.03630488281913649,-0.023542582436077927,-0.024351350809441556,-0.04010598795530971,0.026729235999948982,
HLA-G,-0.030027640664784402,-0.020334627465718614,,-0.010504577852615373,,
PGF,0.003215367844234975,-0.010352978338256673,0.03723673129294987,-0.013176390056614643,-0.003981865520282888,0.019641177008456853
LGALS8,0.00951900665101832,0.041098874829853985,-0.048897879706391464,0.0016390801198431274,0.015331974382463065,0.045002477235954
DKK3,0.12390729865191714,-0.027394777020602088,-0.05150621189681153,-0.03617219400187436,0.05599151070643215,-0.04598590595844651
COL16A1,0.05651975136334836,-0.01331005067252461,-0.00637490800154447,0.02718617682764786,0.007108690766869685,0.038295888655418636
TPH1,-0.025285717396960766,-0.014930780874740708,,0.04223921052691844,,
TNC,-0.028033047134812018,0.029901665888015537,-0.025146358919432052,0.06909867293552018,-0.011197553079546233,-0.02790324769934931
TNFSF9,-0.03563488495245591,-0.0008140098441054434,-0.020407807234547114,0.016767514714229968,0.02953868642104693,-0.03355134107215272
C4A,,,-0.012026457864582495,-0.011791197788668445,,-0.01681199147362208
CNTN2,0.027330650926723023,0.04933250916104418,-0.049462303377330145,0.01838272049900642,-0.013708435553306864,0.06625196954416582
F7,,-0.014566102025468075,,,,-0.015327107313930603
LUM,-0.032677579520830495,-0.0361505368860973,0.054151667626897645,-0.01750282139934425,-0.0014672649930880704,-0.023918703957087492
BTC,,-0.013214928188635138,-0.018819270546872394,-0.026994695059868463,0.0022963237793515467,
APOC1,-0.05435431016762147,-0.024131442868646033,-0.0002482789371846468,0.060389607561393936,-0.025251255343001926,-0.002210193708486163
PKM,-0.02902341713218878,0.01647921400249215,-0.0042113560733159265,0.03570938928411028,0.033998139374387316,-0.022593703355507106
TNF,0.03833334131294313,-0.02400945860707635,-0.026703737806137915,-0.0040089276688301334,-0.015512538686873528,0.09845409162078365
GNAS,0.058884279135851765,0.04179859734080442,-0.009682556795609485,-0.04035144709486585,0.057054121324532386,-0.025205725133100532
BMP8B,-0.009072534978396645,0.045612065267194045,-0.0018309612165728938,-0.015228932041650165,-0.010300166239244707,-0.014263630736220211
LIPH,-0.025976082037584742,-0.014930777198899193,,-0.01493790020064023,,
CCL28,-0.01898586297743793,-0.004310260470902866,,,0.07993501753087118,
PTPN11,0.05154291060328287,0.033147611936604864,0.014292156933216536,-0.014723338445662709,0.0383409258566067,0.02121425557401905
ADAM12,0.01609922264375765,-0.016287220426836044,-0.014321187039857871,-0.0053392528488735306,-0.011774036469937259,0.09712349766348076
EPO,-0.027439864639123047,-0.02006211002392708,,0.0034667303482539707,,-0.013935997404499047
EDN3,0.018466644396011894,-0.026008706182169886,-0.004735931067986627,-0.004003608439247451,0.05839591695255297,
CCL22,,,-0.015204325192042888,,,
CCL2,-0.04698902336584909,-0.08391182064904903,0.014575166588706653,-0.06437526176309892,-0.04343804763275188,0.01252924674973277
DSCAM,0.010502722561033165,0.06243562664616736,-0.03619668199317208,-0.0010112982451551164,-0.028340825815254406,-0.020502984151078586
GPHA2,,-0.016641109860200613,,,,
ANG,-0.052571388652060944,0.015636955483849507,-0.02637227484507448,0.02768333879392828,-0.016059392157633287,-0.024290602184007005
FBLN2,-0.02647374446994098,-0.06488370769215022,0.018395192593613042,0.015145081918518637,-0.009827501959143156,-0.01156375652835711
VTN,-0.02457834065461055,0.023011657221890094,,0.04205106818695766,-0.01624552902153895,
VEGFA,-0.060853165175006455,0.03809303439263978,-0.007432415757439894,0.06114396672923692,0.01717844095490677,-0.09621212853282124
F10,,,-0.01735477554621288,,-0.031182840857076247,-0.01942812260666005
SERPINA1,0.00982556765107698,0.01681156161245471,-0.04960446225374634,-0.021338429420273485,-0.016569675190713267,-0.019856149711762406
VWF,0.11743086849435147,0.00179288158110066,0.016634028878213913,-0.0318047790608767,-0.02669687733244126,0.020542518915811516
GDNF,,0.007601587971348095,,0.07965946904895059,,-0.046307045188828055
VASP,-0.001530862560923513,0.005781067363428685,0.04109610883611953,-0.023266657846632375,0.008014361358975925,0.014728923546953801
ADAM15,0.03702759339363283,-0.029050801270837038,0.08010405422392448,-0.029077705799751136,0.015700147517784535,0.0371415592101152
WNT2,0.029402392839359078,0.06439939942080197,,,-0.013822438368995582,
CALCB,-0.023106347223534388,,-0.021996706932325718,,,
OLFM2,0.08284700329240781,0.03936073490076135,0.000855696696367957,0.03390228838873998,0.0023013136822139044,0.1141774219196684
MFAP2,-0.02962345495756823,5.061149030356252e-05,0.010910179558043147,-0.019190952542811463,-0.029289799637344974,0.05150534713187629
HLA-C,-0.024704879233469035,-0.06260722060226254,-0.032219946921770666,0.02824072813004214,-0.07392880072859452,-0.0019186330338601188
THBS1,0.02744038355539253,-0.037387524669853706,0.027738784556445614,-0.03321341094368419,-0.002821706488792188,0.015770462666956742
HSPA4,-0.05112661454555439,-0.025735671712613095,-0.01209602986136841,0.023470824049517818,-0.014970678395521688,0.07403953802989768
LMAN1,-0.048199137387035705,-0.02798848452645466,-0.025528619160810163,0.04974522087954607,0.04879680051676297,0.05152927732959002
LYPD3,,0.0069611017125670305,-0.014015223661341383,-0.011165528910765898,-0.0161426813613346,0.021364436127056068
APOE,0.10308970325839611,-0.05417333412485591,-0.023377157339571446,-0.05485472371620693,0.024738964571974175,-0.03857301083024303
SOSTDC1,-0.007782289431258698,0.0006565090164110846,,,0.02039911651963735,
ANXA1,-0.038150679015954314,-0.0486208188213046,-0.03194196355918109,-0.001291998378239972,0.01456731979519916,-0.07162749830968243
WNT2B,-0.013060559218040453,0.03795984475562984,0.0130367525535736,0.016892417505404277,0.0013432166121706503,-0.023963755551908245
AMH,-0.006593607423163963,-0.027813628448522514,0.016570830734527905,-0.015514980921053982,0.02805130620855901,0.0011629046363894496
