,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TG,-0.015883582351099466,-0.020771341299130604,-0.002129378428315833,-0.01594955120152648,0.024219844974877256,-0.03533279929745161
ADA,0.06376523598784384,-0.015979164922489384,-0.041687936062824615,-0.05217545494934908,0.06883365966453223,-0.010269587928185964
LAMC3,0.08596587440340965,-0.06466148440752684,0.0010315276078504308,-0.030063314863288178,0.0005288111247839581,0.002832078945493301
CCL7,-0.016909164223077953,0.031467835137800805,,,-0.017174627236690623,-0.007991247482842927
NGF,0.04694466395258136,-0.027058766593296365,-0.014015491217102265,-0.03327020987398998,-0.015823381880807858,-0.0447969415516782
TNFSF15,,-0.022840768426666408,,0.11317736243259251,0.05005619436588797,-0.043747046320562685
HMGB1,0.04256890386193483,0.004498867557614963,-0.03937379632484584,-0.04532020320605612,-0.03474077496842571,-0.003275464562916057
ITGB3BP,0.024310022077770096,0.041911364596045456,-0.007584723897543742,0.0018352243480489053,0.003135226239138588,-0.0327481992995361
AANAT,0.017455749874468237,-0.020553955676010812,-0.01911803368017533,,-0.01817147183578416,0.060256020225627795
RELN,0.07556933693866742,,,-0.014536106219093087,,-0.02605986342636741
IL15,-0.03807549858039001,-0.013524510768579643,-0.010507468173834276,-0.029355313048465385,0.04122361249891097,0.02281159803481543
UTS2,,0.031218285257745088,,,,
BSG,0.01298921700377616,0.0017699445788363027,0.004930312412076747,-0.040650518382076985,0.09417929480470145,0.06464704645326409
ADAMTS3,-0.03637604717542482,-0.012770866559765151,-0.01123170758205836,0.04873867851811498,0.10690708875478835,0.03483375617068972
CD34,0.11526178416266679,-0.030878084922571658,-0.00611033673861711,-0.03055167630968998,0.0072696569275403885,-0.02006000467726483
PLAT,0.10336788209544115,-0.029866323575321194,0.05030407312184952,-0.016710045706175482,0.020441026017636543,0.03676141060058273
NTF3,,0.002209547906437755,0.011265169849953485,0.03277538848419385,,
LTA,,,,,-0.007138095580409995,
CKLF,0.08251977128041646,0.047428942131320775,0.052624727719938716,-0.03395511497780893,0.03499528222431902,0.043031082079280664
CD24,0.008359724671435068,0.009730623920588202,0.012951580878131887,0.048901560438450654,0.018474809542761535,-0.008293135235986904
HSP90AA1,-0.017467960719961408,-0.04284730113249706,-0.06485088747330273,0.03911782206141893,-0.06410140322589494,0.011269884449763717
BMP4,0.06382420054891821,-0.05815787263400912,-0.008473488091252982,0.006707906902901863,-0.05406834421626027,-0.017039799696873713
SCGB3A1,-0.01690916253218412,0.06563292749305379,-0.01221602349444894,0.03431592295559158,-0.036010601549055374,-0.04850047694862304
IGFBP4,0.08667880392113488,0.033512614836203186,0.00485227768334579,-0.03764229354169184,0.021035258463723824,0.04084432736857186
RSPO4,,,,0.005828958758865546,-0.00705396975569968,0.034782934877001084
LEFTY2,0.07863372738144198,-0.019888676089415833,-0.016334864841246237,0.040492209355858094,-0.04875527413986448,0.005051980866295113
PF4,-0.017540541809524576,,0.1093591735308658,,0.04182586306089052,-0.023840627848263768
ANGPTL2,0.06225650503238637,0.0024002662237165868,-0.012177493318040852,-0.03930991355326625,-0.009859864736086722,0.02182581568877863
LRIG2,0.026851066189485875,-0.0881660282643081,-0.06362790691454724,0.024198646702914904,-0.017549833374565563,0.059443878755381215
ICOSLG,0.02164553980515235,0.033814922902671136,0.0506622325545435,0.007568717881673426,0.05767734810260019,0.04885727368505777
WIF1,0.013562304445425041,,,0.03226305848050761,,-0.04374704273046048
NPPC,-0.03700562777465941,-0.009687123004568839,-0.007661056076186601,-0.008388723460166846,,-0.02092791494808393
LYZ,0.04295786490850118,-0.008285969095427925,-0.009783053106572685,0.014219274905858963,-0.016598847022821484,-0.017588288984591062
EREG,,0.0169799180535873,-0.02043499550114669,-0.02096285336347065,-0.03693431087074679,-0.027447625029054488
SPTAN1,0.04286155776082121,0.0003415437412170701,0.023329146425724638,0.02464778548630336,-0.012975269070324718,-0.08628098653789908
PTH2,,,,0.0029171701035928567,,
LIPC,0.04199182770728109,,,,-0.03092171251521603,-0.037178032054043686
COL8A1,-0.000774584293290147,0.002739196295256484,-0.011213755307321608,-0.0399271337675879,0.032170582476773305,0.10524062607755584
GSTM2,0.01576187291309009,0.007852714030445289,0.0060771331890624595,-0.02441695525067018,0.029825875586664545,0.03811295967892661
SPX,0.08642885670035895,0.05080436142963417,0.059448478558832785,0.03357078192193429,-0.011295293765553898,-0.08139549226425798
MFGE8,0.05790778254678562,-0.06650888521445242,-0.026353739135046076,-0.04731604651429697,0.019583691006079967,0.050195243991965066
TGFA,-0.0024882871454447973,0.06116716083732094,-0.015784582553568384,-0.04652250491914182,0.04112352522696218,0.013641747072613307
SLIT2,0.01208046015107771,0.0778688114960728,-0.018997404835196692,-0.04108419229478969,-0.0074586919052629305,0.03270397486391117
PLTP,0.057287118847841156,0.012158161017507312,-0.035344031873567,-0.026686537946245606,0.05217626926366618,0.004896539333856812
APOD,-0.0431325693196295,-0.024739079667077366,0.0408019324700515,-0.022868103253897095,-0.0827177967373548,-0.026425068381214833
B2M,0.0609103913519157,0.02479607761902198,0.02294198168374358,-0.028371250950158865,-0.020957269338952682,-0.008472915563818184
OMG,0.0400816226587869,-0.002418761832456056,0.018639739419222603,0.023910186896580834,-0.0036555861281284906,-0.09656836436141614
CXCL3,-0.043315839910111266,0.023709544109321242,-0.01622340675976086,0.06050405596304168,0.012397230123467632,0.08541195057918609
CXCL10,-0.021820489112227056,-0.02419357978711611,-0.017465197029413407,-0.022997528964617913,-0.027553668122776032,0.06829369254500928
RSPO3,0.02134838287894977,0.012884242146808307,0.08398424231309477,-0.008461744104175968,-0.017428888310753874,-0.038291633403294806
CORT,0.08462313304501394,-0.010067090897228237,-0.01362601854469251,-0.00158371369003698,,
NCAN,0.07105686312966407,-0.026051734498926317,-0.004450635975576895,0.010958059485769918,0.06345422459611273,-0.08218702672763742
PRG4,-0.0254293636058513,-0.025661378086705156,0.06016577992432257,-0.020082378641611852,0.036487052760230114,0.04203916551343268
ZG16B,0.03429359066125851,,,,-0.002582210008101429,-0.02033850064487163
TGM2,0.00430467342837558,-0.03171877145159781,0.0584230107632625,-0.023642331877415185,-0.0033482947299157697,0.016274153952100294
VEGFC,0.08264942593113678,-0.0007458967081867513,-0.027301575047908547,-0.02872514489272567,-0.057839877626878665,0.009015284463528834
WNT6,-0.02728256266310071,-0.034975466983097815,-0.00865149472563752,-0.022337013991709707,0.03832811651870494,-0.02101577315665768
NRG4,-0.015573933888535738,,,-0.02222530473057149,-0.017428890264116433,-0.031604499450836
PMCH,0.056622259878956284,-0.02381409532540678,0.15462114681434463,-0.012796412833528368,-0.003760723155336269,-0.015209219795951209
COL9A1,0.055337792369191376,0.015811180586249845,-0.018328573304399395,0.01472659406280056,0.06812846058264005,0.05439285074575954
GDF11,0.044214470611172375,0.04250328797668706,0.019512989617109774,-0.06047696964562348,0.08731534868997706,-0.01856333208590913
RAET1E,,,,,-0.01911936878412999,
IL24,,-0.01775521562802794,-0.012813578472041372,,,0.04880592890014302
SORBS1,0.016979159221754705,0.05789226039646075,0.0024935213388480237,-0.0425616883607252,0.06218306841813331,-0.01158537898244024
DLL1,0.024952346323305136,-0.03305219515618697,0.04805510868345908,-0.034708902937331934,0.008287109391049027,-0.024038192937724946
TLN1,0.054687570916160576,-0.011902880160791461,-0.02731332593842756,-0.09568280669555226,-0.018185465190787755,0.07717087998491994
COL2A1,0.03423380715653651,0.007943004163284298,0.046831369360923476,-0.02695770517852749,0.2388871173073784,-0.010449951283798536
SHH,,-0.006457485988771988,-0.0020133324806767164,-0.0066670475224574755,0.027045947096682826,0.08685968020899572
PON2,0.02659915481708609,-0.013410709468786287,0.0007931890506691019,-0.017923233352025482,0.02377297672609603,0.036772717872896425
ICAM5,0.029773309434986035,0.014867214963519745,-0.00937822895928136,0.024983064977988922,-0.0159846077083564,-0.05588911305493217
HPX,0.04712510498070451,0.04210035402938523,-0.011873989352888489,0.009581557404912363,0.046704546540656464,0.06418148915344188
SFRP2,-0.022480776648442932,0.05724399995476055,0.033923987355039396,-0.02131434452842668,0.008300762942764732,0.04197988320307528
CFC1,,,,,,-0.02796500928200839
CD70,-0.03289859036057293,0.08406074175742453,-0.02489124849462733,-0.03236565986719652,-0.026590921258691502,-0.04493407069333271
HP,-0.024829252558160285,0.027754081316248007,0.02135513998112863,-0.02061501400353473,-0.02607171356265268,-0.009495761991209009
CXCL2,0.010569447723380154,0.033555259510218975,0.047802957109399136,0.020167312893699035,0.05523832309576449,0.0030026510388129596
NPPB,-0.02181445621324252,-0.04677836549615983,-0.03735487906350724,-5.985296596820368e-05,-0.017679668113595868,
CCK,0.05405805800119134,-0.01098187362126444,0.0723134132273879,-0.0023031772769047678,-0.02293530226533821,-0.1038407943770504
SEMA6A,-0.04852150558909274,0.03120050522985236,-0.0005775870983009143,0.011121539038631258,0.01639897410761253,0.027907298636690885
IRAK4,0.019288673619720576,-0.01725931019349477,0.011108651426331316,0.0189253560912487,0.06736424925048543,0.08123884893697243
GSTP1,0.02637796967537714,0.014381227240085044,-0.005967434810398064,0.05275663445183964,0.07099530694531542,0.09903673273982311
VCAM1,-0.01950164883721694,0.006124495953008663,-0.012067696320456168,-0.04943444784969685,-0.006584482493342586,0.08625816097830451
NXPH3,0.02418525992044815,0.05373919328568544,0.082722714323762,-0.001533229601444498,0.09395941604936975,0.0062863737948507335
MTMR4,0.010561094378037891,0.023253284695069727,-0.045168604944163686,0.002399624477939839,-0.0016915809513749782,0.004087679338494
LAMC2,-0.01712206713882366,-0.02182841793907869,-0.016827823954916426,-0.012420914611446841,0.06882040776876223,0.03812650625892756
IL10,0.005287291196570553,0.04759109258736105,-0.016944302076933794,-0.03093061845991235,-0.024387938044098875,0.0031077359663062563
SEMA4D,0.08751693397433818,-0.013377140646020639,0.06506781523118918,0.013697614259046084,0.03896701235919812,-0.009996196049108522
TRH,-0.036716455829065124,0.06150979731870452,-0.027122063521372183,0.0478925927544262,0.10679736222247715,-0.00038382239833610165
SEMA6D,-0.02901657912931682,0.06956716213817277,-0.00019763917944497163,-0.045188618318907525,0.07211469588080231,0.04871602682268691
CEL,,-0.026887560106056564,-0.020919865977837265,0.021635825658471705,0.0030193615888017143,0.14646348170537277
PDCD1LG2,0.007208054746845527,0.013769416050632479,-0.01703226254575983,-0.024575327992117264,0.042505573866286776,-0.02589080779030944
SPINT1,-0.03414238447630671,-0.04731220566097978,-0.001354055870869405,-0.002104113231356968,0.05249433654723604,0.03189975781426499
CTHRC1,0.11321907406021701,0.009328611923181978,0.009204042375287998,-0.020595856088969,-0.003850040535336357,-0.0009247053607051351
PODXL,0.10608330317622192,0.04915347799738376,-0.011135641694371392,-0.00206123492557251,0.06585935662209824,0.019364639659047923
JAM3,0.027568066236935803,0.06336126278104898,-0.06906256606461239,-0.036080996657929215,0.007447998299611284,0.0427888657744683
TGFB2,0.08503398736344057,0.04916618458261774,-0.022198711451640315,0.04277786322222281,0.00997244187722563,-0.026494284575459364
COL18A1,0.09507889935828527,-0.08455798317871142,-0.024425711184203745,-0.039519261032608013,0.004227051797101783,-0.04449528818088188
NODAL,0.08326876664630185,-0.02654227600913487,-0.01582778781319237,-0.014204247444002874,-0.027101404259712955,-0.021997815356632235
INHBB,-0.05773918893781809,0.040594361631108404,-0.029279103915439347,-0.024140451392734394,0.06871902755669344,0.026802895219653733
LCN1,-0.01712207099135848,-0.028232000761715077,0.012369783818002926,,-0.02002527877064391,0.1163174573691185
ARF4,0.025983599314724302,-0.01759919347127021,-0.0059597797168314,0.0016514524053206927,0.00802211237612312,-0.01588808717830067
CXCL14,0.030917994677195765,0.04866250830963543,-0.03672852918538927,0.02404534748160531,0.08878776279222697,0.03345264256309231
LIF,0.034474351754481186,-0.036367117483021884,0.015193770326453351,0.017399053973391188,0.01299338927876991,0.11692647656531996
IL17B,,0.010258976981857095,-0.023933035723810538,0.003555452070232186,0.026320056083757926,-0.02413551992184815
MMP1,-0.023605602258950507,-0.004131671623922395,0.07834136826624785,-0.012796411820130773,0.0037729145167922484,-0.03209115029411655
MATN1,0.02264117609667792,0.015139934205702041,-0.026437704784395426,-0.01821227863533342,-0.024083966841514252,0.06846250035485445
ADAM28,0.023681566920196895,0.04659005609494119,0.10199867777123713,-0.03341734176520346,0.03431458488657668,-0.01622283923312008
TCN2,0.10358768373540485,-0.03000097390386379,-0.008064269035124434,-0.07790544887990868,0.05514202350952364,0.006691626773221932
THPO,-0.029293386788749657,,,-0.015798308163063705,-0.026071721499447642,-0.0014218052170516064
CUBN,0.07330706487962806,0.02683714787752198,0.00889603258469991,-0.05026795453371138,-0.028092037138288135,-0.028975704382879185
TIMP3,-0.05734732151479803,-0.0840269941410734,0.003901499529515926,-0.02748050394459621,-0.0023522275278473263,0.02237998592194617
PIGF,0.07526069810176601,0.004485972081856969,-0.028029125484859512,0.018066448493922162,0.10012845243673868,0.02646561856291977
CRH,0.0494257557089634,-0.04799819597575788,0.011442322396283323,-0.0493024703899826,-0.0008894814461885786,0.03318803658900732
BDNF,0.012241331137880148,0.0772229420460216,-0.024161182466810236,-0.021182023968915862,0.0037862526016079557,0.1037693601180289
CCL5,0.044744018522003784,-0.005185041925634056,-0.020741055416748037,-0.03219924768474278,-0.0011779752697284632,-0.010369642079834695
GAD1,-0.012798629072595092,0.06866905170033227,-0.03413106417721505,-0.04103501116560175,0.07646631720561053,-0.051047258856093125
COL14A1,-0.014784307507958767,0.010840090147295107,0.006066542240965654,0.008012817625779257,0.05378312319929367,0.07560791700090988
HLA-A,-0.003684493522588158,0.008268126828659617,-0.061830504640129416,-0.046198865463354076,0.013282568930936664,0.0038057833483089525
CD5L,0.015026563589402232,,,,,
FGF18,0.0582828276925428,0.09164705691615095,-0.023332857715818188,-0.005122153839698944,-0.01980241550056429,0.0032429589624202366
ADM,-0.04323760146788903,0.027844285228845654,-0.02440158413971142,-0.03691904782684549,-0.053962679453540864,0.06570259509355292
CCL15,0.1797880572741774,,,,0.03002412229725256,
GNAI2,0.015982676343246932,-0.07021885174706916,-0.0037046131982759866,0.0019495226103553415,0.011425478779490366,-0.025155276446589558
HDC,,,,,-0.0029227293090836187,0.045060382871854134
COL11A1,-0.009530034859233644,0.06608725168785029,0.021919177695809706,-0.012629937921917168,0.004008015032086508,0.08250727497517932
NUCB2,-0.005205332821614938,0.027542501619849283,-0.02876203876221422,-0.009700102109308719,0.01909436258827012,-0.011356872104559228
FGF16,,,,,,0.06999315829435131
CXCL1,0.008826828291086886,0.01960340036779899,-0.012214112939918958,0.03487172636100273,0.09387871567230344,0.01606547959774449
VCAN,-0.06826608912369665,0.033135710543111124,0.01545389447248354,0.0571585797280548,-0.077835838180567,0.08666730077266174
MMP7,0.05170718385525654,0.05747727731785458,0.030564204882382755,-0.03367716457243979,0.005297012046531057,0.050843614507723775
PTPN6,0.02263227527988418,-0.020304678081114292,0.025655915696646457,0.015795338075891837,0.021376478493727476,0.020816087596867282
PTGS2,-0.010684519829248732,0.01659419685201294,0.0018642069906518253,-0.05697501076730241,-0.013356180557742644,0.0315829819282299
XCL1,0.00852162394639207,,,,,0.026443769524620447
CD58,0.06071541919907124,-0.039718137400535265,-0.02222494007853838,-0.004298852173812991,0.06800443281277262,0.05226265589648315
TNFSF14,0.02450476102161763,-0.02323450455799911,-0.025437657447960164,-0.018477347097953862,-0.019443847878492605,-0.012226358582989082
CNTN4,-0.01231855916326321,-0.009679717881345602,0.03914825001031494,-0.03422020775107476,0.014502679353151228,-0.005972738517238032
INSL3,0.014076342369661224,-0.025839666840947947,-0.014765387275481438,-0.018477345312744618,-0.02351596880899863,
BTLA,,,,,-0.022738766024361503,
MFNG,0.04732069264219019,-0.025431475256062867,-0.050837650158146355,0.03323303613301265,0.01212632390020187,0.029117747212374003
ICAM1,-0.018478364172424183,-0.02439658986318058,-0.06889394236349296,0.024828238075491428,0.031102322997659037,-0.02347956410267325
PROS1,-0.015827951421341947,0.058940775399027145,0.02733352659703645,-0.029880741259503015,0.04214853489838755,0.009130895340088924
CLCF1,0.0247454117230985,0.03237445592166906,0.04010593054826895,-0.004015168413712767,0.04632490578354648,0.134457984476377
PSAP,0.03902675338586121,0.0851989063494458,-0.06593726534143736,-0.03901899510027748,0.0652073858931335,-0.01256905058492497
EFEMP1,0.011590257281697524,0.13203145137633096,-0.001135395088521565,-0.020040079132467234,0.01900924459753854,0.12110188014717402
C1QTNF1,-0.04459816346229646,0.06450876601670388,-0.04547662565108356,-0.030974552903903562,0.04145402451309592,0.09826257255222631
ALB,0.025071842066848867,-0.027274055061591432,-0.006300940156375182,0.01979865342272466,-0.010849949958951251,0.0017410096176040698
CCL13,,-0.01724769284933629,,-0.020726182288467714,,
EFNA3,0.01697767364235398,0.08156532255946185,0.04343325282600813,-0.015746356625903388,0.04102177635295939,-0.06896649272456326
DRAXIN,0.05061292912974545,0.06564370861416913,0.027417141721971593,-0.013617046007514488,0.06675220169100282,0.0015830865254286013
RAET1L,0.00666246556079244,,-0.014947333839501049,-0.005300030082443101,,
NPTX2,0.015013576839941329,-0.02975587948131336,-0.023889733696715102,0.05520423032148383,0.05652378935255837,-0.013769247948035931
FGF11,-0.08756527175475809,0.05022843319806684,-0.008373057758158733,-0.022962202126391672,-0.02841191330450396,0.11292286513948317
CD59,0.0954345801655509,0.017768205436866864,-0.018151079641266766,-0.028621858322132945,-0.016875593229877466,-0.05814734735907796
COL9A2,-0.014589107658844472,-0.010860105085282215,-0.00919396148411973,0.05658814784413083,0.033464339937019236,0.07527423391176785
DLL3,0.03451716501634655,-0.042082944541703936,0.01819863821615378,0.09429348959759894,0.014254924183438631,-0.04650677798479633
FGF5,,,,,0.0021423854996128855,0.005491158523965393
LIN7C,-0.008165490937711323,-0.00960160883124132,0.007192753933886517,-0.02681130948372021,0.04208090046822516,0.022901487666703392
GDF7,-0.0361770531354808,,-0.012813582531642482,-0.015021003226184241,0.05699255988556436,-0.03362218520087599
PSPN,0.006140994564748329,-0.036343604546661655,0.016400119936438164,-0.0455314399771661,0.058142292473104144,0.00899147166634452
ANGPT1,0.0656938390359754,0.043353532818972224,-0.003694979218582556,0.05766577001234714,0.04705947005157823,-0.02559825327174525
PNOC,-0.008027653847909006,,-0.013626020027161803,-0.01780801283064387,-0.024270662890117787,0.012939415274632486
L1CAM,-0.025016660492574873,0.031170827610651795,-0.0629330801021704,-0.009455836724836941,-0.0013293371072507346,-0.013102641727719824
APOA1,0.012593921831417445,0.02001381373128377,-0.007435144591435717,-0.03133258101025537,0.025757181555603786,0.027083637675999486
PSEN1,0.027877986013354752,0.025148992490734143,-0.014639908020908792,0.027912668774057507,-0.028886655567855638,0.042843979466138465
CALM2,0.05099597897672202,0.03605357365465285,0.04033889063029204,-0.015623594384964072,0.07613958774832258,-0.05034986308802305
CLEC2B,0.0033731012204002934,-0.08274057209074805,0.0009188281281279334,0.020348008303939336,0.03248014635224801,0.02681863945029511
NTNG1,0.07210229459143505,-0.026127153973662394,-0.032311878433689066,0.04059757461093344,0.02085554936272857,0.032529882110670885
LRIG1,0.061616488955926876,0.015371445543150224,0.006957712450382756,0.02264318294177028,0.05178362379340894,-0.047754881183760686
CPAMD8,0.03585836841914348,,-0.014395025142733517,,0.04323049872260185,-0.023840649278029962
GHRL,0.011507531513696954,,,0.07770432685149291,-0.0338254935798471,-0.021015780401589124
NPY,0.04728918201422737,0.1016573937316936,-0.048294098095214254,-0.05823137718498904,0.028566870094782548,-0.06332700137400402
MMP2,0.07212958818751011,-0.043275454831010224,-0.06180605034239066,-0.020802017307279822,0.010281497473293625,0.008954907656789768
PPY,0.013659788062495716,0.00573993294567918,-0.04208489947953254,-0.03294333250461535,0.009122280603246814,0.0290263781215582
ALKAL2,0.06760206068361913,-0.03758693989824642,-0.00543695916880885,-0.03534354522439773,0.05127323904514358,0.02841806245904028
CSF1,-0.023373926703404477,0.050931546059456864,-0.001340503811286127,-0.02272745599384355,0.026590690365598846,0.07103846820198806
SEMA4C,0.023356644865236465,-0.007901254186230338,0.04232277770215414,-0.018134095674619863,0.0567874103730666,0.02464275131937306
BMP8A,,,,,-0.02110684785200658,
ICAM2,0.032205991692584576,-0.004962177784293843,-0.03167400289393992,-0.03551927298613285,0.014467736959202813,-0.06135408743661552
SYTL3,-0.011532713058584108,0.01429760582082513,0.05937558162276852,-0.03838238797739185,0.05283146791049054,0.038718287169727854
IL1A,-0.010305353708991731,0.017208551569821928,-0.03376084977920657,0.057898536088978006,-0.03366484135883002,0.014708025161356537
HLA-G,0.005980744627889271,0.031188682314844285,-0.012621131049123886,-0.02724275047729743,,
PGF,0.1153076277252424,-0.06284971166099361,0.02749110541030285,-0.038026120746583285,0.020349687423228083,-0.05647740174400731
LGALS8,0.028924698468813043,-0.014763111459768082,-0.033709542936905514,0.026940325855590242,0.06429228549331072,0.029945067679180325
DKK3,0.03345184794941442,-0.0269714114450681,0.0031430997118405777,-0.017201265445768818,0.07567452622298639,-0.11957367936195801
COL16A1,0.028465261734472048,-0.055694629560302474,0.03350338946017639,0.0037340696523978987,0.05694026048519271,0.07018436082208679
TPH1,0.07935853440947992,0.0029783947189371282,0.006285154279977957,0.02734056052264987,-0.02321998901769172,0.019242884161840022
TNC,-0.009873916166198248,0.09215082533891374,-0.007477266132333643,-0.05730554139296971,0.03181452118409965,0.09867525990391467
TNFSF9,-0.030820948854226735,0.009609210226488751,-0.0037930331968852823,-0.023214152899892093,-0.020749775552111327,-0.04285347779180218
C4A,,0.002768086714468386,,0.009460441156445192,-0.028423596311897954,
CNTN2,-0.027002092668188104,0.015719838913482984,0.011988893022540935,0.02139801959895877,0.054135772406733194,-0.06438448095024026
F7,-0.016909163377630976,-0.02419357474275092,,-0.015021004678678548,,-0.029468389760919235
LUM,0.06465785390089733,-0.052698890199453355,-0.024551993303630712,-0.01387149962123216,0.000820119885654048,0.01976061168258316
BTC,-0.015340643596659962,-0.017503200769926154,-0.021835627079489682,-0.01453611614658756,-0.04002446115263984,-0.0509233427789353
APOC1,0.020273068886648683,0.047535635141859205,0.03429967785149859,0.02537154742382053,0.018722768169633516,0.02697978129985712
PKM,-0.026176551527971176,0.05843273168698238,-0.018315201598832143,-0.09879314477563213,0.06536982839095525,0.10756130381316734
TNF,0.052483915102841686,-0.01698858387594814,-0.014947337916389716,,0.047901979682152686,-0.02293500339830686
GNAS,-0.03762146007484427,0.00401332566291493,-0.054055773715609254,0.0046209615200873706,0.09528070329526436,-0.09714087327358152
BMP8B,0.10123181100194283,0.05186674251229745,-0.030002363309585424,0.012500768093523369,0.051057738260520825,-0.0174278028133896
LIPH,-0.017332499152468414,0.007171178725552662,-0.01666499583828842,-0.023854019808652465,0.0877468957419735,0.07615279603704342
CCL28,-0.024380316097206232,,,,-0.016389512996826464,-0.03469964816841112
PTPN11,0.04857122947508812,0.006903717455589841,0.02664544024725303,-0.01564355544359036,-0.01891140338245786,-0.0288001162692014
ADAM12,0.0846048105310557,-0.022430956915722243,-0.048583227514178026,0.002299685633916283,0.0012082488292222374,-0.0012935380369167948
EPO,-0.023289243443541646,-0.01873144180749288,0.099386656898451,0.037082014093383776,0.005826164215089625,
EDN3,0.0035945000278884364,-0.021321994024130705,0.014382460208994717,-0.016341983850506312,0.06158610720775735,0.047893426227351765
CCL22,,-0.02119995770293887,-0.015827780833897243,0.10484309625141305,0.08122278001632052,
CCL2,0.06490800416488698,0.0013185491257756627,-0.04110340463008352,-0.01243232267628167,0.030239700414253227,0.10670656164638405
DSCAM,-0.05075979890539798,0.007888842895542566,0.011302024057864634,-0.03880179219925144,0.03163073311122807,0.015123398111283617
GPHA2,0.05304491846303334,,,,,
ANG,0.0191635455389788,0.06612862486347758,-0.05505909599356201,0.07908116390020084,0.07504162841713434,0.02111608929464465
FBLN2,0.009673411596880448,-0.0025152028929707466,-0.05983546299420674,-0.03447689161816392,0.03680114761989394,0.09620893622459262
VTN,0.04361063102805666,-0.0014132699048857748,-0.012170544291653556,-0.01860860496034586,0.0013932118006731462,-0.009889859505253704
