,UKF259,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,-0.017079222984129738,0.0022944720402042255,
BMP1,-0.013112369112272792,0.004372267265582232,0.042043883581510795,0.10147576449935596,0.015455914517967302,0.1142450544220843
NDP,0.041893789918119866,-0.013636878486545838,0.004182446336712364,0.05060794584850974,0.09219153968357996,0.0015127313623044206
TNFSF18,,,,0.15591712482382022,0.07049943381198416,0.1549757920775208
RTN4,0.005775646443906958,-0.0829357895554777,-0.006324109513829827,-0.10112691833391119,-0.027232387207731308,-0.13335867021865766
HEBP1,0.05734121845144417,0.009896851382383148,0.005079645008435589,0.011587893411698125,0.04048746013058709,0.015036694291998632
WNT7B,-0.0009363917700685784,0.01856464270052702,0.09443544578633153,0.03135685803129625,-0.036129505115720335,-0.02687020050764829
PTMA,0.08993996427349606,-0.011083331788942016,-0.096350107200825,-0.1007310466119266,-0.06246318532197186,0.0863212389043283
FASLG,,,,,0.026114851034032795,
CEACAM1,0.032609041292607756,-0.011208691626093907,0.128817433730295,0.11440614113892193,-0.004790833053289755,
PDAP1,0.04887445006331443,-0.020570370338431298,0.010517469340881394,-0.0014235543013958244,0.0471309267848185,0.01187506016434761
QDPR,-0.004107488227874023,0.008936826550641323,0.02077288598724141,-0.060749138105376715,0.04846415165714155,-0.13983802315345958
POMC,-0.013435479948185735,-0.039366117847256576,-0.0014301090134659251,0.04327719238900056,0.025056702207149204,-0.02870474222881755
CCL18,,-0.058687187369974574,0.05907849478412463,,,
CCL17,-0.020512773156642898,-0.025750156114107733,-0.04150088995269999,0.021884393095326863,0.05652228104300504,
VEGFD,0.016277423975494084,,0.014780506634549528,-0.0031263418554183134,,
TNFSF13,-0.01414925183403284,0.010906362481699697,-0.04511004850829893,0.05840649117661589,-0.027700947416761445,0.02703401664112959
WNT5A,-0.01732576718540776,-0.04051622200712566,0.06476612692955419,0.07307113729054115,0.0011205314874472637,0.08635692114561141
CXCL8,0.02988759637600638,0.13145854897937553,0.1650192706542928,0.02998084619999106,-0.00186786737928421,0.08118446904049151
GRN,-0.07792611172359191,-0.025129727210547147,0.05067922476039145,0.11125830138252732,0.04849577593055362,0.02472964491751883
MIA,0.03972411227477145,0.028146965372376435,-0.02636142318924296,0.09830206455316577,0.060172944644484805,0.0052186523420224545
COL4A4,0.11899390721016766,-0.013104971412602702,-0.01101943910380332,-0.03468711088517736,0.0018238832876994251,-0.010203918822562835
TAC1,0.010317765071881745,,,,0.006447863260831128,-0.0830009271772554
RARRES2,0.00824291532024218,0.033150852683646675,0.1483310098957278,-0.013720853189540477,0.03218024267920964,0.03828880996735471
FGF7,0.0030156245872296817,-0.09015971854472998,-0.009223594524231207,-0.02970349943933799,0.04171878700717838,-0.023459964320074852
EFNA2,,,0.021649235380403108,,,
HBEGF,0.07260153995757403,-0.004360834675874456,0.07373242086205938,-0.05107953507346576,0.048639530082618516,0.12827084444310724
CSF3,0.0571923360794584,0.08853808602130385,0.15356353350285853,,-0.021255033376334494,0.09702352742313894
PI3,-0.01276877595605526,0.08111565916571671,0.16299391226354018,-0.019132687197791876,-0.053609607242506484,-0.009050792284212558
PCSK1N,-0.03175998408899533,-0.06471925197862541,-0.09202358325465525,0.054965623855958726,0.026658526541582336,-0.12043614729425171
NTS,,0.07481616630623959,-0.0332890322282929,,0.13852929949562923,
SFRP1,0.015548553366763519,-0.04859506109247625,-0.05190166674494792,0.0013710677091854034,0.0009123601713760937,-0.016425499516088907
CXCL13,,0.00871052611773876,0.07223357764354105,,,0.0994525789635724
MICA,-0.030337543937765454,0.02155490962764267,0.03790108750046619,0.10664788585517646,0.05495074237412321,0.06422542111364214
TG,-0.0193149799675462,-0.03421551956765241,0.032120957454670925,,0.10820367083987315,0.06708894495516009
ADA,0.00884787933670579,0.001993449260662651,0.0163287057160533,0.09934717832279474,0.056114109459003816,0.10545619242837391
LAMC3,0.010460121156426319,-0.029237804366370444,-0.03078140933690419,0.08010685198215971,0.012878204056288617,0.07823040486370109
CCL7,-0.013964699656426365,-0.03859354858805017,,,-0.0360135157603521,-0.01939055033692413
NGF,-0.03199669366462922,-0.04457245897202711,-0.026956657380188362,,0.04335479330462262,0.05114219744201043
TNFSF15,-0.015550376072141778,-0.002918969355858222,,,-0.03239588590279413,0.13497579050647096
HMGB1,-0.010037593084759665,-0.11184238232606795,-0.06469911062247358,-0.060291427041656465,-0.04281167521131812,-0.053876414076070696
