,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.04600974754097419,,,,,,,,,,,0.010997181078011856,,,0.030515478674950202,,
BMP1,0.024890783501845794,0.13547356754513257,0.02528771510499838,0.03294998259557438,0.13483634064143352,0.03883036375847914,0.5289134309309493,0.021972665184866173,0.038063473078640754,0.2853302693641041,0.18112630499126003,-0.07722527800375095,0.0496400900477788,0.05607829536109707,0.10754348082590118,0.049816946566349274,0.07038979353012685,0.07611200119836323,0.01888925497953725,0.17716029408558276,-0.2421195749998877,-0.013251900293271427,0.11130180846676317
NDP,0.23251614478146782,-0.01116674733565143,0.09666815081899109,0.09641696112954722,-0.15365522451641273,0.03358883745170496,0.07163238478657914,0.003697105556747609,0.05473883373803861,0.12772865996912686,0.15379490210697724,-0.02876114572022523,-0.08402676113090708,-0.017561824611663147,-0.0833908727105168,0.05863005739643545,0.06706182447369946,0.007808050394999544,0.07047158864037825,0.11508686512309936,0.06332270990829561,-0.11432715312075543,0.1127920524372899
TNFSF18,-0.006335954037253062,0.03324031836025565,,,,-0.0208422197494382,0.12713713506983146,-0.02218779044595179,,,,-0.16833952360705792,,0.14649258576734578,,,,0.017828841060722522,,0.028011759213444867,-0.1280192451155397,-0.02094210796099307,
IL36G,,,,,,,,,,,0.005986091723906767,,,,,,,,,,,,
RTN4,0.1816915090273404,0.050810387506798484,0.1044237121322395,0.05063407738831023,-0.11434767305394677,-0.11692175089825176,-0.5468123431894275,-0.06326657270040224,-0.07294600473866013,-0.5309877224789831,-0.12114111032489382,0.3277617621579566,0.017868395358828518,0.14520107995770112,0.05811892033637454,0.03636709655209148,-0.04503567096803918,-0.15941489964876054,-0.16331979296500665,-0.11361234389031212,0.30124054045121734,0.22927257878670843,-0.02721140894339642
HEBP1,0.11756687287786581,0.09302808443357446,0.043443885004816565,-0.10043586252035736,-0.012799427150489056,0.0812224594043944,0.2874689154683616,0.024509246164808814,0.0030116690443537687,0.2822043277618068,0.012764939684625116,0.07493313557345184,0.06850135789237782,0.04675161910023632,-0.0007659964956695356,0.05427095081817138,0.08978229271581414,-0.007827430362665817,0.04569606474241699,0.08680569346306018,-0.15689826669527257,-0.04199073960288832,0.1604630920039719
WNT7B,0.0493452231363753,-0.0026084546244351625,0.023162240948748067,0.054806045535545425,-0.20810628750196988,-0.08139962325149519,-0.15863932549694207,-0.07999753287692374,-0.06730228579809504,,0.004169654714980771,-0.021160316517379377,0.026284877125294183,,-0.0575133169287868,0.026723073302529498,0.01187769535088564,0.0731994290484733,-0.016534946889593827,-0.07691656803435137,0.05217022236384358,0.06370343802440241,-0.049436812245521725
PTMA,-0.23051739835885204,-0.023002749595693258,-0.06743671945349547,-0.07040807611548235,0.17176164559951854,0.059038318043427386,-0.3371071435344105,-0.10644425058702617,0.02879189199170783,0.7111425417980132,0.05201225773401309,0.14722816068423789,-0.12613153294762022,-0.020355672688386887,0.04874659094078499,-0.12916047362691396,-0.009845302385092507,-0.15630047552772863,0.0343913869501749,-0.15804248707540633,-0.26483632082289715,-0.06326788425340317,0.2269699366639686
FASLG,,,,,,,,,,,,,,,,,,,,,-0.028248520556369398,,
CEACAM1,,0.04278942186758686,,0.023145625833504917,0.018183146256213707,,0.1555576392638823,0.059371925609318074,,,,,0.1709656499940126,0.08298824040485299,0.04782006408415899,-0.03631409247262077,0.010789413401360009,-0.023428514530875365,0.027185800760409176,,-0.10553957131497223,,
PDAP1,-0.1377026861498207,-0.020998535391454267,-0.02708169057457565,-0.02406549366343546,0.12361411929045407,0.01706202879076835,0.3939808425154713,0.06374659264042935,0.006116455746678035,0.04072948271243983,0.1485253270912989,-0.19547191929842658,0.014495136146576621,0.04028485837142893,-0.018863249357886146,0.09403280542692355,0.031542233387807116,-0.06381435669918638,0.07109293924145901,0.07105707128697254,0.011386590752374274,0.047963607997346676,0.08034968893211604
QDPR,-0.0019989996114768453,-0.10011994492541072,-0.010068935268337657,-0.01894634410685345,-0.2936106051119437,-0.07224405072345183,-0.4456810699076113,-0.005802755845589609,-0.017987197976244877,0.4069720028755746,-0.050252704327345375,-0.008864022736305434,0.0827257328307733,0.027467394883631178,-0.011919985018160493,-0.007135111912635268,-0.006242709101611512,-0.10979777034336634,0.09507530859626795,0.010364658664196766,0.10853057285956105,0.10306151630674884,0.04642112396197792
