,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275
IGFL3,,,,,-0.01617971130794188,
BMP1,-0.001013594718232902,-0.0002906900880841019,-0.03513901679314099,0.015529537392207709,0.10243854164023644,-0.01058219802535668
NDP,0.09669745934035143,0.021191898698898815,-0.042895030357666786,0.016321159191665807,0.007297843815731267,0.06104162598611269
TNFSF18,-0.022596693029166996,-0.015291709385167431,,,0.1760653441579211,-0.011533387234191048
RTN4,-0.03568890856719457,0.025625974293833072,-0.043945922437250574,-0.019663959812353443,-0.12632630781758494,-0.005748799419681731
HEBP1,0.05071731432817304,0.03169768413919269,0.011668482996224326,-0.006936866871077896,0.03637274274757916,-0.003399412056160637
WNT7B,-0.05274093271870848,-0.017018620075116297,-0.012993075942846093,-0.04744835300684913,-0.0432861039187472,-0.014987514719644905
PTMA,-0.06481577797424286,0.0335124043375299,-0.06729207143768923,0.005639942072518323,-0.034444800573085105,-0.04202786868105737
CEACAM1,,0.08768267132587838,0.12110538875442105,-0.014122257478610067,0.005492245274129838,0.042531274129411295
PDAP1,-0.05323113793644984,-0.04522580937837954,-0.017431538287604294,0.03793758592170481,0.10853535574767269,-0.025176918987385936
QDPR,0.05287028305326433,0.060617685644906764,0.016928783677153055,0.06864884882650905,-0.07567484579308745,-0.014542034154280617
POMC,0.012719805565426415,0.03516177823236253,0.02833980874431586,-0.01434387701870731,0.009548837270076094,-0.013382430507776513
CCL18,-0.030304023347720248,,,,,
CCL17,,,-0.016698953909524597,,,0.042738838376913973
VEGFD,-0.016173734603573697,0.051383331004431515,0.04369572698787011,-0.013511376379321245,0.0620981531201258,0.07355966468630559
TNFSF13,,,-0.011518564673165808,,,
WNT5A,-0.011833883252916573,-0.04558052878158381,0.01684899064404365,0.005556264056773214,0.05337834595942981,0.035908037965939006
CXCL8,-0.05653705847912976,0.0012468138378487574,-0.0001334149239221766,-0.03150057683597734,0.05805080101352188,-0.015036826307850956
GRN,0.013055077116686542,-0.03579526792170948,-0.059798788211472956,-0.03254478860464172,0.037877918102814795,-0.014189446900306525
MIA,-0.027848956665897838,0.061533344094062685,0.02236417687214559,0.011526350723039615,0.06934992790037316,-0.028272687912366333
COL4A4,0.16287595189511506,-0.015598807013707954,0.02692552245688068,0.0026025040430567754,0.12899746846011734,-0.015017737088098802
TAC1,-0.043047837356615194,0.043463847449294726,0.04619492584500447,0.0873008079417686,-0.07379240654858513,-0.04904666226146653
RARRES2,0.0584781027340983,0.08340159782323808,0.0263318319296545,-0.018960795487410458,0.11147571428611633,0.05409820483123167
FGF7,-0.005359407312085181,-0.02111422820265765,-0.009200822009848099,0.0036827459378921848,-0.009778271311464156,0.05623833447569526
HBEGF,-0.007303073097035022,-0.006149798906708092,-0.01045093529840152,-0.03875127240332567,0.06864793013996132,0.08930190739429994
CSF3,0.017979836530209767,,-0.019903697027641328,-0.02610852099427957,-0.016868344134173527,
PI3,-0.040718336727689486,,0.008884162801726736,-0.022897513236597934,-0.01899397813312349,
PCSK1N,0.039638147941357664,0.08106014796582697,-0.034958503922220836,0.03266839688584435,-0.03728885828781822,0.02532430444364847
NTS,,,,-0.03516804724097825,-0.020733224057037012,-0.01715601892305244
SFRP1,-0.02808290489096774,-0.04814572129701649,-0.014570482760586223,-0.015414140591503268,0.030175472484643605,0.004485477335628759
CXCL13,,-0.031582055872530726,,-0.01527561017374722,,
MICA,0.02315254014703832,-0.03930245551900399,-0.01761615195883357,-0.022513234035951676,0.05190868059827505,-0.003488990379517953
TG,-0.027399685631222633,-0.017760011997323046,-0.015723859362086933,-0.03269280067495127,-0.02035858219334992,0.022693609144770744
ADA,-0.010987272031223816,-0.026689368077502027,0.011784167592211755,0.02641113239099861,0.03902944968756941,0.029513968624144387
LAMC3,0.024369935895625056,0.03543199889374184,-0.008312935161304175,-0.008428651556184531,0.060563315211195415,-0.035855512071176494
CCL7,,,-0.011368325196317947,-0.02025263879867274,,
NGF,-0.019802480627416887,,0.0174713251070222,0.013489367613906565,,
TNFSF15,0.0678355138064038,,-0.01265918612376289,-0.0149949850407753,,
HMGB1,-0.004157773011893372,0.007531562943978902,0.00065778168021665,0.02815259374347795,0.07420938745386235,-0.07591383201605244
ITGB3BP,0.023624993103284347,0.013932019007874651,0.017287754928195558,0.032203987667834534,0.0709077700939635,0.0037843300069510684
AANAT,-0.035492815363632774,,-0.01151856590252029,-0.013511378308146365,-0.015215702898813544,-0.01303248655471764
RELN,-0.03414375918684157,-0.014644897828308127,-0.005748862696176314,-0.0298123396643278,-0.009986551094544827,-0.028693328492877354
IL15,0.07098541196598725,0.00757625396768419,0.0649596484104104,0.04270894100843413,0.07621805220307515,-0.01187195982181985
UTS2,,,,,0.0288692173425829,
BSG,0.0951242646167342,-0.01978269379671835,0.003328875182344106,0.024404466616007706,0.0146522904939028,-0.030496898017077542
ADAMTS3,0.0073356282395338835,0.015667055930261253,0.04321176991285095,0.02594877678509394,0.0970637592228047,-0.03998113398034051
CD34,-0.026931713794264546,-0.028254012448849713,0.004480965747504367,0.02516027039003082,0.0912183665375594,0.00784284818813872
CCL23,,,,,-0.017313054564989837,
PLAT,0.06859308144412755,-0.06503924827847617,0.02162627843276562,0.013860947133235204,0.06273061175261378,0.01922975266320527
LTA,,-0.013060768646848854,0.005169202803301313,,,0.07669401898279696
CKLF,-0.053556181364438064,0.029316851637835126,0.05973766679581791,0.013139142201092219,0.06669779201737043,0.03223802162139575
CD24,0.09642871082624259,-0.07029366365619855,0.023269643839684256,0.03601850835623805,-0.011574736985163302,0.06017470540337111
HSP90AA1,-0.020533422806093164,-0.04330082740931369,0.004107773992116578,-0.0010504187704480897,-0.11067093479888683,0.10476728256405823
BMP4,-0.04285741201990663,-0.01384518038799222,-0.025013663435578225,-0.02622101221397723,0.014078619836077914,-0.018522773776779744
SCGB3A1,,,,-0.016090383590722845,,
IGFBP4,-0.02307722051051916,-0.00020207347299099627,-0.024277060238258836,0.03351393335525822,0.06424258259608627,0.06757295756274116
RSPO4,-0.02419076031145784,-0.021114224194122767,0.03201670042138714,-0.018570918238621077,,-0.014598324642465993
LEFTY2,-0.040519680003806076,-0.013221174757443608,0.04832946041155302,-0.02882493580277275,0.0332076146202464,-0.027680366693952005
PF4,,-0.01188054422843163,-0.009918639764426257,,,
ANGPTL2,-0.017207995406857166,-0.02837560018709848,0.050310571798899535,0.01287312181852985,0.026469804493683025,0.0068881357309650264
LRIG2,0.11267718237742606,0.057564473298926305,0.004789593238901086,0.020557708967921976,0.03553503415274887,0.001596186483684588
ICOSLG,0.03151482673859634,-0.01871806233676852,-0.009843209067324877,0.0159667351631937,0.020993729033793294,0.013332246098515053
WIF1,-0.019898455481550382,,,-0.00671429685846451,-0.050831840660365404,-0.011265181355307428
NPPC,0.016641730631031835,,-0.015386256274923148,0.016203327023220485,-0.0015986655858072582,-0.021974789462044928
LYZ,-0.03921943638099526,-0.017578497967313873,-0.019076569292525956,-0.08212717617470067,0.06039771731171674,-0.025857611602524748
