,UKF243,UKF248,UKF251,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.015367755704724973,,,,,0.00514516816587963,
BMP1,0.0876029470992386,0.07921072596587947,0.03328158207637019,0.04505361421583015,0.047280783425985205,-0.10165523399735968,0.012932174709237087,0.002060468848384852,-0.014623868670348743,0.04723552178765028
NDP,0.014672032955632382,0.011790030975182718,-0.0038384719925897127,0.027147521560342135,0.009294938767774928,0.022537341432743774,-0.03132470838325295,-0.05316125899597432,0.02760229565635432,0.0019587060453256965
TNFSF18,-0.01837267771385189,0.023688062302172293,-0.02528979448805163,0.09320567881112629,0.018723640801811804,,,,-0.001752482235854944,0.042914134340964256
RTN4,0.058943269750382186,0.03520436410555781,-0.008151668136866535,-0.08390315667532183,-0.001795296571256185,0.01134798944191267,-0.015772969789460238,0.022862611427083686,0.028419294548787628,-0.1067872914879821
HEBP1,0.07973694751408192,0.014251523012953803,-0.008607150039508075,0.04781244050670257,-0.0367563188740279,-0.0030761517937237096,0.0017257857230619286,0.0029556444952090616,0.045922126186969746,0.02198740220892193
WNT7B,-0.029343498548082565,6.164089910297346e-05,-0.015709236383796548,-0.05148806967756507,-0.024080125424545473,0.0260565885853841,-0.018415269420800295,-0.022067361823951845,0.04239637235441144,-0.003828187342855024
PTMA,-0.08277939074773252,0.007928538153637574,0.05514545250831202,-0.04024695938596058,-0.05131188226184332,0.06192082277721354,-0.023031105091001997,0.0019542105355313225,-0.051681869942584946,0.026294451274249033
FASLG,,,,,,,,,-0.015589442985031768,
CEACAM1,,0.019564685154694093,-0.012055894077618265,0.046867023467658066,-0.024813365944106158,-0.023400512332724825,-0.015399743317122303,0.011278606439239188,0.07508827711492234,
PDAP1,-0.012015704839721296,0.08459900343446121,0.07196727364305072,0.06896944035422375,0.06448260110838556,-0.016564636104298404,0.0025294301343338882,-0.006048890025507858,-0.02363825113299234,0.00847213450184548
QDPR,0.039342131026468524,-0.05546909621872484,0.019798732507076845,-0.05479877219611881,-0.0060722612587556166,-0.005323630989004427,-0.010309306925510731,0.01192327672824631,0.05793641015105572,-0.09013395094495423
POMC,-0.03469068167905719,0.09132799526758527,-0.021421400347270428,0.0041658859639999565,0.012606141916585635,0.03930046508619903,-0.036076100372247746,-0.02395963377986955,0.014488204790053569,0.007402891743286337
CCL18,-0.024639271493490374,-0.041620928763934736,,,,0.0014444390447483674,0.017518304558104204,-0.014765799452303347,,
CCL17,,,,,-0.019676914212954224,-0.016601530883434308,0.014632281808328304,,-0.014130079065636013,
VEGFD,0.07552558959982944,-0.03280996066960177,0.0017860378546055104,-0.0257451131100589,0.004836480364819555,,-0.015399743317122303,,,
TNFSF13,,0.012658650025086034,,,,0.051969273950043485,-0.02416378940403964,-0.016446958107843794,-0.023023784447675277,-0.03687583476023404
WNT5A,-0.04234370485209019,0.02971715111809939,-0.03457289897350483,0.10943550400694434,0.018352772693969163,0.06587920335580752,-0.043172683070382016,0.01619135562582688,0.048071463919265464,-0.006581532157855515
CXCL8,-0.05952125094738635,-0.015765597482305677,-0.01616840350538735,-0.03378627613677024,0.005349654940196223,0.007231842735353524,0.0395153532436615,-0.030467188473325392,-0.02255599082845959,0.05881443251505656
GRN,0.025274868570330157,0.04060464195627462,0.04687505540841245,0.09574791719726317,-0.02508154625340862,-0.023779492293675843,0.038201994378249525,0.0015524800843192768,-0.08821446632783535,0.044318238205561425
MIA,-0.030507675556161074,-0.01063228973932497,0.06759028809058962,0.07633777637032065,-0.03084175440286886,0.03153961971883123,0.010241244323715043,0.026902894223501554,0.10633970050615064,0.07168888299191437
COL4A4,-0.027946550383520126,-0.028238125344723006,0.013155645236562548,0.01007297893065417,0.006682345767629612,-0.043865940181704116,0.046469917243757264,-0.003154345348552946,-0.019640637204594257,-0.041214329004077975
TAC1,0.017314300974896626,0.0448620883271561,0.006118185639241845,-0.06384324680294194,-0.04599810657554624,,,-0.02526926250800134,-0.01857542573869326,-0.03157346888423378
RARRES2,0.014604342688500402,-0.0074135960716385126,0.0508990950585625,0.07256341425650671,-0.02714904370328691,-0.02975082992446703,0.015311706235664512,0.009795653864598526,0.044110526645130856,-0.021678329216704182
FGF7,-0.035707303154851065,,0.04588970892356087,0.031159146974083427,-0.04003396498096437,0.08533011564006296,0.08923967890128022,-0.05256649142925113,0.07030204374576511,0.056911583812224685
EFNA2,,,,,,,-0.014636425424714224,,,
HBEGF,0.004141254410869682,0.06950885929443185,0.0272896416336829,0.08587400720762907,0.07098235532913624,-0.026506019688551062,0.023954366404242058,0.05084607909573062,0.02983755790554835,0.15064595822223587
CSF3,-0.02794652825815271,,,0.14876292764408247,,-0.05228844175019325,0.06283369321667881,-0.020997656630731294,-0.014876793434137092,0.08617127941905102
PI3,-0.015100685837130734,-0.013135459206285475,,-0.01804079258617254,,-0.03105164756489515,0.06193860480944978,-0.0005181572412337784,-0.01958678886611156,0.0002643163114889107
PCSK1N,0.09660522384908797,0.01346852460866045,-0.055962820147721956,-0.04600525072808887,-0.011889102048102384,0.054013903308096946,-0.06474390683687097,0.021156589697786953,0.058068040085282144,-0.026081050858717304
NTS,,,,0.057877569246076094,-0.023468340487696915,0.021217960645731265,-0.017831706921813087,-0.014895565495400064,-0.0034387504381638563,
SFRP1,0.0023700447239153434,0.0473843830316094,-0.03649366017336862,-0.008322734685439008,0.10216442972549973,0.058955966025631315,-0.0803418999680647,-0.013470446159492272,-0.02151856939415888,0.022787800470853825
CXCL13,,,-0.02915218619359565,,,-0.03729044215493947,0.017007400399033413,0.07529976051549853,,0.09800120913118808
MICA,-0.004870932550354144,0.05195772976959985,-0.04315212147741588,0.03193823833066502,0.022097521339803822,-0.036490181420125556,-0.015819807529201733,-0.014634465125430537,0.018181556817385574,0.02674371073637107
TG,-0.022277843616919257,-0.009360435870948253,-0.016393586872119174,0.01974621837621928,-0.019823746426379428,-0.022059283923483705,-0.021961696372684553,0.06805224852021344,0.0005694229197144294,0.00012399135165766135
ADA,-0.03294529126490805,0.010943050261398317,0.03652692274023804,0.06364533292706993,0.02586683477783844,-0.005348440593376666,-0.03945735359918407,0.04195261199846579,-0.020152539081596494,0.015425316099977911
LAMC3,0.07309435717883576,0.026646394383446164,0.015492009186982106,0.04646663109005164,0.011745057848607543,-0.006089658994874166,-0.0919100117466764,0.034310905160336316,-0.05747341897268545,0.08244604813996287
CCL7,,0.0005640718504591191,,,,-0.024881868131075548,,,-0.01558943744161192,-0.010198410508985652
NGF,-0.016100789351464584,-0.03782897050648254,,,,-0.028736565747238662,-0.01443968724289642,-0.013704616968919713,-0.046674305841999,0.08974868517662556
