,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,-0.014972912115676258,0.002788119289476404,0.025257698249766272,0.022188965054364296,-0.013723317551391027,,-0.008250613883668403,-0.01318653785947473,-0.014767026392204306,,-0.06791301548706154,0.011067217846384357,,,0.05054405342963491,,,
TNFSF13,,,-0.033340577597910245,,0.02059394283705238,,0.018677910203015062,,,,,,,,0.23233703264871128,0.021373705133477024,-0.024302340092793105,-0.018746279195144582,0.04223937409179658
WNT5A,0.009571403527671852,-0.013057562397582906,0.015163115609016191,-0.04139950199276699,0.038310938988135305,0.03361936555217159,0.04238508753504155,0.06093806449531322,0.026078094094040175,0.0028863359991922488,0.0894245961269353,0.013637552835696619,0.030974385753858958,0.08024053308649569,0.02817430792582746,-0.030008313784215198,0.03426121774392805,0.06755463236382518,-3.820069250533931e-05
CXCL8,,-0.04562622482845587,-0.06602439457821103,0.02992876675477647,0.03526751432782293,-0.017952917015665183,-0.016847674793672718,0.004921114797008471,-0.01227987742447083,-0.0017845944247748908,,-0.13134789601842867,0.012292535474849002,-0.08998401297284361,-0.09285246231325482,0.017424573264300316,0.009138913514785305,0.019061740633554078,-0.06324401989904405
GRN,-0.04456820412228686,0.08037840228136325,0.009399966145243776,0.046337855708442684,-0.03533088665744472,0.004876845280548086,0.063993218689241,0.15734956236388856,0.0024718196942144417,0.004392728281498724,0.14643632779526555,0.005406304549124817,0.1129979270290445,0.08395365428229624,-0.02052401672561757,0.039362671291945685,0.0064797965615022955,0.08399344777173635,0.02474820576244567
MIA,-0.03713245751032384,-0.001037198398838381,-0.014125924416797993,0.03421921200992904,0.029094580304483697,-0.03190826896766859,0.08310459910165126,0.11964643483637186,0.022649459063106798,-0.003729610294537632,0.1262903219823025,-0.05117318394426044,0.11639736770100116,0.08858370846377629,0.12853541264041757,0.051430204329067246,0.02492845401030458,0.08581726857318599,0.07796431403734823
COL4A4,0.06789378458517142,-0.033178210285708366,0.033707360282755915,-0.004475925715493805,0.018138870861380673,-0.051721281881966064,-0.011269278836422128,-0.002906609806107696,-0.0018783434935545976,0.04874424174765051,,,-0.053852053626581395,-0.042995459953041645,0.0512941342879547,-0.010376349374852826,0.0012424270702986004,0.004615749275786777,0.020133581878681847
TAC1,0.07396634975959135,0.014183127870616114,-0.01296849403923298,0.01560923427230512,0.07656846254090131,0.03542376516843226,-0.022281179440993847,-0.028281685775928884,0.013859759342169731,-0.03476746061210387,,,,,,,0.13438891738822764,0.08938618040150643,-0.009980668496662426
RARRES2,0.03385931664313361,-0.10523424309490167,0.013989637382136629,-0.02883319968427019,0.014568026828786121,-0.034090071975989775,-0.015433584921879653,0.07483804728890472,0.06321887081409781,0.06763571772413125,-0.05598482064953053,-0.0824761316052607,-0.09525934823018585,-0.012860790951184172,-0.0574834061106609,0.01612620032559252,0.06774064313654936,-0.01848873575834361,-0.04699682853727487
FGF7,0.06704515300627081,-0.03279196051414533,,0.08747325221415175,0.009345965526087465,0.002955251468866125,-0.032299648301872826,0.011723902141495247,0.010388116179493366,0.05723190123120078,0.07448078793922137,-0.013891052719003056,-0.013979453730991085,0.1372384322423875,0.08739925727884303,-0.0006183048079021233,-0.0516666611098208,-0.03126735732843275,-0.008458280282748436
HBEGF,0.00577100264049109,0.09777041336183903,0.0280694525473086,-0.008190043984556684,0.015212189881612468,-0.04419286884579872,0.07152948840818331,0.04933690984452526,-0.025069830090688323,-0.019598599915976588,0.12650287705084226,0.0035059653363237486,0.141564548312684,0.09748820646758177,0.025476692564430796,0.06393468519127539,-0.022217897987481736,-0.016875050532919874,0.030672739977597546
CSF3,,0.05879015633224592,,,-0.016278966940261777,-0.005980403916631851,,-0.032628089394441284,,,,,,,-0.045190274380305574,,-0.031026539329990648,0.006147611808932925,-0.02694130731022768
PI3,,-0.03930450653324433,-0.04648050707837834,,0.008000504134702888,-0.04209760858581399,,-0.025738309315892733,,,,-0.015420413207145735,,,-0.07875992648757146,-0.0006879386102173909,-0.055892360031384626,-0.05720208360095868,-0.10154645493033923
PCSK1N,0.0007802681659634039,0.059997329736551384,0.01885074891115038,-0.003634939770778937,-0.02731276810113383,-0.021676472967590857,-0.04719519475952118,-0.017536629832512723,-0.061537049446149,-0.03305578738997564,-0.032648773494648536,0.01961555117673049,-0.028900372674491595,0.09714409984506683,0.019686561159245823,0.05055077939014553,-0.027733010705438037,0.01770513545096782,0.013402189580150981
NTS,,,,,,-0.010878635551678775,-0.013757228986962338,0.04067287220202539,0.015625524012104926,,,,,,0.01626822015452884,,0.03402561772040838,-0.015904812590589203,
SFRP1,-0.030151756144378282,-0.01515216085825298,-0.003597378285729249,-0.01759716144339572,-0.0198264566420482,0.12258316818814516,-0.015644031147800663,0.05945527025926859,-0.017977260512082514,-0.005474595115711181,-0.043863944117596844,0.08621335249649036,-0.03387251861050278,0.09360324441811199,0.045139620561940055,-0.03562205832946403,-0.04165691590415784,0.006179854166241808,-0.004588889714569574
CXCL13,,,,-0.026576702251086104,,-0.015515225341988707,,,,,,,,,0.043041110676774755,,0.04971358600733924,,-0.03206228671534832
MICA,0.06036809240926216,0.13252063980941373,0.05514125756416679,-0.023887783918807887,0.05057097977017302,-0.027054602437364014,0.033523362570189535,0.06797618191653841,-0.029193105381087516,0.046631920809929096,0.13976686839758848,-0.05400343898476208,0.039855988955822194,0.019306578388847535,0.10363917260965844,0.009318577857239952,0.010997891773654905,0.06608970842790605,0.05293183407760807
TG,0.0441465287588077,-0.0264483082917503,-0.016058201165366177,-0.010634278819613938,-0.02139588790643045,0.013243013188362731,-0.015879468839141007,0.10250789815102106,-0.013010065233140739,-0.004050515293421964,-0.009084418399293697,0.037652125652756656,0.024583813566908534,0.039873054603688445,-0.019870250661377233,,0.03136688251298288,0.09140542066038207,-0.020649456978448947
ADA,0.013875443171353714,-0.03911272720641768,0.018846080429578888,0.0007886464786016096,0.03427338970841946,0.03819323182065258,-0.031022102194068448,0.05559253114472441,0.07254259803733726,0.011026709696646878,0.07333813911967384,0.13769175346384827,0.07521231336167104,0.07144093171815427,0.0025329983766179454,0.020325384279284344,-0.03511017302887519,0.161577659895716,0.061198805197569775
LAMC3,0.13075018093604948,-0.049604987834622964,0.09946752234324505,0.036565016783283166,-0.005673659930479185,0.03722220743422745,0.06743733317006774,0.21315584336239968,-0.0022026063281733095,0.02606058744245815,0.2644293886988685,0.2601200798876879,0.14218308014302208,0.1191533318557136,0.07546581185762216,0.10535992797091964,0.024481623158094632,0.15238569820642742,0.06103730888005578
CCL7,,,-0.028102988783182195,,0.02115184518545715,-0.02057032427230561,,,,,,,,,-0.02241273825581758,,,-0.02758923348910745,-0.06693317608522488
NGF,,0.011784826822987681,0.03699984835373242,,-0.035443871656874015,-0.005002795557904375,0.03261903662809627,,,,,,0.023601828944965604,-0.045825286273085464,0.024098746490717998,,0.05933338760719044,-0.03653109257764079,-0.011646876747169212
TNFSF15,,0.10295707857401311,,,-0.017225702739605383,-0.015230198287412016,0.04148015667990241,,,,0.06451635497803467,,0.012170269772709606,-0.02675112393639454,-0.02184990306597719,,-0.01926694826396642,0.07303746487812382,-0.020260422583359625
HMGB1,0.060908129394403945,0.10566973562761767,0.045987520251177076,-0.013317062118774673,-0.010497974255833934,0.06614255668234639,0.05107929872525708,0.06777006835837905,-0.0093814271946245,0.014659233271874926,-0.02925228460244289,-0.004654027020122639,0.02031747740505521,-0.07062079030174484,-0.06201713617293427,-0.02718307129726122,-0.07498689797780876,-0.05343712929159826,-0.02538544432469468
ITGB3BP,0.011139486136789412,-0.012153598764142692,0.019314396555709767,0.040031483314985045,0.05478159671272986,-0.009931964417994045,0.04498486318673107,0.09633156501367661,-0.022990356375276428,0.031598025592457474,0.08558122469529345,0.05808833145913043,0.05588044828267183,0.1076084000976967,0.0488748538078149,-0.04524567657928497,-0.00595823933434537,0.031791574442189115,0.007408158796543388
AANAT,,-0.03426042676233593,-0.014157514804263098,,-0.01567362943269459,0.09092872784780746,,0.010638909192031443,0.022189312335859808,-0.018482766586598264,,0.021243507468838838,,-0.05323132096700834,-0.01966229553901107,0.07900481893461214,,0.028146529875596495,0.017201758281009668
RELN,-0.027237374381207918,0.09100742464848885,-0.0004785208199051585,-0.03200165229644046,0.081761443051899,-0.0013078055332589288,-0.026791868365942148,-0.019732632095062073,0.024040862721269558,-0.02046201792437676,,,0.067920779418936,,,0.07741739152707755,-0.023272385498835292,,0.04763291006050808
IL15,0.07313112500095302,0.002390540740422489,-0.02140736575999559,0.013940639661295273,0.05261351484738884,0.013201313351513594,-0.013092263239954938,0.022246716143789574,-0.022584607930956326,0.08175667990864778,0.01975512181518399,0.1528981448837603,-0.038873938400830706,0.07235395369244256,-0.012410728064837367,-0.01280861146568641,-0.014078486252888319,0.08402322578590017,0.07930985076719742
UTS2,,,,,,,,0.022085452353419157,,,-0.007704548714525958,-0.09783306358789201,,,0.008915766059760636,,,,
BSG,0.02924797975788819,-0.0336151513452591,0.020291961832554283,-0.027768107662688276,-0.06278460006344908,0.0014616979520067578,0.01046817262842324,0.04109412451229499,0.016183636523117096,0.04139144523115495,0.0613017689282851,-0.15711922566050138,-0.006455485905379109,0.08734566163981206,0.002141243711559889,0.07792355870424139,0.024191955909127805,0.05386090937229406,0.020613648824780374
ADAMTS3,0.03479885245855355,-0.01879589811809784,0.038306304934608675,0.008524452020055723,0.03385051274282841,-0.021884097910797446,-0.021087848652663256,0.12398847152596883,0.030260660761199987,-0.0037900194661432828,0.07414645563780423,0.09107888687423003,,-0.016665543347357772,0.0432596923285864,-0.03230046215157308,0.01031805506733201,0.10785265874795215,0.05215626762942865
CD34,0.08744912158057741,0.06541868822072931,0.04057497279596814,0.0771481066115844,0.03162493384120458,0.043851065744562,0.06756259225098415,0.1518889668915272,-0.02805881251695457,0.01219017276157743,0.1549716756435532,0.28292910666631205,0.14429220901771428,0.0759441904809125,0.04399696695675588,0.1405718603031343,0.0057244531294494486,0.08318031175649304,0.0094529653574341
CCL23,,,,,,,,0.06258838623646572,,,0.013329894357231737,,,,,,,,
PLAT,0.02556150467309422,0.05344377970250681,0.05806357764564774,0.004026285307517447,0.01976765919845725,0.0023709472554983915,0.04460939760676813,0.11911294620821633,-0.0334552824348596,0.03180645010370374,0.21088684627696413,0.05524911707177691,0.07276650238198497,0.14464979804344552,0.07927535376124172,0.10663740639481659,-0.08904886398989671,0.0539467308941726,0.02723167424000512
NTF3,,,,,,,,,0.025407533833879548,,,,,,0.004920365579701112,,-0.029285467042038167,,
LTA,,,,-0.017760012927898652,0.03863488132567208,,,,,-0.017141913865500184,,,,,,,,0.01798574220422073,
CKLF,-0.052353518227233824,0.03768965115356117,0.05366879056315495,0.03567418762467672,-0.012994512967913563,0.03834475825012078,0.0764147090767506,0.1368065979038211,0.02303778190725342,0.061098435452570043,0.11085038797590112,0.14298238870100796,0.10563763098448095,0.11900617482230408,-0.002646156821643412,0.012991329852767642,-0.019400246203263697,0.08875905880383896,0.01230937664442959
CD24,-0.0038272070501185486,-0.10209758685445566,0.06824836593278642,-0.0016341762913197485,-0.04240730556165888,0.027672713488679487,0.04319410167131681,0.05845987770146536,-0.04095971182500915,0.01949849216103186,0.00014694010683800215,0.20057429281085132,-0.16296024622813263,0.07065835259952837,0.01004805000368854,0.028630473003117492,0.009317359541697046,0.0166232628666524,0.025813018097251703
HSP90AA1,0.007781426634068327,-0.005482079637257996,0.0042887916409280625,0.07287448786510055,-0.0247477512206019,0.03835994718402668,-0.054822734863475664,-0.09177051772601529,0.01844808207827861,-0.00804278740115793,-0.03971627792446057,-0.13229233328836007,-0.16517432216737576,-0.20277386514874157,-0.11255299227054509,-0.06541233429312572,0.04274826524227567,-0.1936670696082429,-0.06756110924599981
BMP4,0.06519823049361374,-0.011091388986169012,0.030203901105294268,-0.018826654795631514,0.023215712686637472,0.031411803005830956,0.031210784010357533,0.012578497617289063,-0.024997187630017955,-0.014606681106131215,0.24350962074194787,0.22497297096735355,-0.09313873549182919,0.13054032927388085,0.012593830988726313,0.045811132327516595,-0.03687021373687944,0.10533017135375805,0.05928147526300355
SCGB3A1,,,0.054676679800425815,,,-0.01634277939863546,0.06991420059697881,,0.01003902249717637,-0.011961400803016038,0.01910237541907801,0.20350545956652305,-0.0211277112539933,,0.01672795915884065,,0.00756532964639548,0.17246322721830967,0.030446124526931056
IGFBP4,0.10445832846626309,0.053158541353710544,0.09136419540619309,-0.010351871954620801,-0.027791291847737678,0.04875765866960994,0.05829157942772517,0.19227755859952247,0.0015821150904942898,0.025374678806007647,0.14794532172553437,0.22085333501792997,0.10235704813060355,0.06882211040635143,0.004487214386596612,0.1766515017469328,0.02287893468494751,0.14182616937382883,0.06151701714437489
RSPO4,,-0.023350803915801164,,-0.028711089277325474,0.0300035146859619,-0.01886222402919393,,,-0.012650038912691947,-0.02377853321430136,,,0.1134754814735097,,,,-0.026945956233985553,0.008579770424026155,0.051613987985839827
LEFTY2,0.02719943045905178,0.03997792623835074,0.08979616776753248,0.018957825389366217,-0.009410859925615352,-0.029277087419851962,0.007529602339372385,0.18304061813733838,-0.013870922381141933,0.011593744785434165,0.011428953061535062,0.11639265463530415,,0.1446028969673771,0.003862805325386998,0.14284158512606193,0.024309120129882563,-0.001195945166626426,-0.013820301132051618
PF4,,,0.0060678045911546465,-0.01615514559614565,-0.013496565931874472,,,,,,,,,,,,,-0.039286084957269984,-0.02384063229027248
ANGPTL2,-0.010859497218352434,0.03509430284890764,0.04049575136182492,-0.02522156879336135,0.02275469024023054,-0.02495037716537145,0.06143549755952269,0.136443302385627,0.006047236770417328,0.11029197851774784,0.1572160952388223,0.03438518543828259,0.23220294801718386,0.062489034552792415,0.09418220377177869,0.016593308891372213,-0.06408561411830695,0.07418920153288998,-0.026986321011032245
LRIG2,0.0629472794784418,-0.03552653857855295,0.006220926447924207,0.007142900407758317,-0.05226118801373617,0.003933226256887093,0.0015844521667008264,0.022797261482503148,-0.008220976584485085,0.003983109853875688,0.07612542107179456,-0.05538531305650707,-0.012941814316643263,0.11022913219019921,0.04841514886354364,0.014960299978523174,-0.011358874810483548,0.031098210479735554,0.047404838644513725
ICOSLG,-0.001960264337752693,0.016452047559936716,0.04199963755016463,-0.01995732843907437,0.0455269782163133,-0.031201540189860003,-0.01702520958599087,0.05812600705958996,-0.024007411563962126,0.045221844218093804,0.15141685936908075,0.07220750617237526,0.0884249555037365,0.04778246622952691,-0.025236536389086163,-0.0018956607080274897,-0.06892847474996207,0.033304215274561254,0.0837607134247853
WIF1,,0.03923792212823919,-0.04581722637571893,,,0.030662692319883483,-0.03682339798933852,-0.04044705311062418,-0.023804754103056935,-0.044271517446387035,,,,,,,0.03803359419815846,,-0.04374705088145155
NPPC,0.07128003068312531,0.003012938552935927,-0.0026704795711527014,,-0.02093650210021815,0.05210031852765601,-0.03206288287355439,-0.01897767088644195,0.015091633993999027,0.020047933135132114,-0.0626286142630891,-0.028791396173759344,-0.15243454486739058,-0.06373896527014851,-0.0334581764451526,0.01226782615976354,0.044041050296719564,,0.0187542358794228
LYZ,0.05924661292927245,0.08980967443309908,0.006386462492453052,0.030625432283622727,0.01405932300115535,-0.05639134601130736,-0.02567720682786201,0.022362039281960375,0.058985835422905135,-0.03913099677224476,0.0724524419393489,0.10362412079935757,0.07385779833550898,0.04795047635251877,-0.00524982675068477,0.020303759252731417,0.01996726211667934,0.08847642956128594,-0.0057482151424734715
EREG,,,,,,-0.026543624639419453,,,,,,,,,-0.016655805211501357,,-0.03356164280015026,0.028430799922789494,-0.027447630143122383
SPTAN1,-0.003815774555047277,-0.023184426511586687,0.0023469371618202125,-0.016760393316601684,0.01659769229959027,-0.09822615586971334,-0.05196616887498213,-0.026550003756812844,0.016073590217305138,-0.008467758617182866,-0.029166961348046017,0.06383500730902632,0.039806616443441356,0.044418645370884906,0.03867593595256427,0.02039532801052399,0.004221703860423954,0.0028549904139165317,0.08958092175178514
PTH2,,,,,,,,,,,,,,,,,-0.0065484292290007035,,
LIPC,-0.030984273346672916,-0.0101498015329585,-0.006115849083541539,0.0027661840656755814,-0.0009274368604009002,-0.018261737404727727,0.018292997306465008,-0.004393807788976799,,0.07864251425770512,0.02238008361218615,-0.02050539247408997,0.007285296069394938,0.07816311449967042,,-0.015550034035509537,,-0.013422756367623028,0.01985017313627817
COL8A1,-0.0009188426098111405,0.01752455428876889,0.007083748522467476,0.012821880832265174,0.03131718779535321,-0.02161271990512198,-0.000618669797982593,0.04631103082762459,0.002227233975860861,-0.014603139322342607,0.07367284491949372,-0.05387890932110835,0.08081280948153115,-0.026343566417110876,0.07063946417080459,0.02905961299269558,-0.011199761387700362,-0.0048348097729297365,-0.059477646887357113
GSTM2,-0.01760057974652715,0.025554618546407115,0.05901553232842464,-0.01591743840968193,0.03129888807327723,-0.015310972119227047,0.022154524849167963,0.04330579563474383,-0.019809092150324822,0.052053085938637396,0.0741218084919974,-0.08708293916049303,0.04162746450490634,0.04618247899313213,0.028999722947936745,-0.021397909223473337,0.01837068736653294,0.009842389560484468,-0.0387874576592643
IL4,,,,,,,,,,,,0.06199539805087849,,,,,,,
SPX,0.0015501076084690152,0.07808205944167963,-0.008662702252635691,-0.003161986700545065,0.007178688286450494,0.0365751349858283,-0.052223071836983534,-0.019436427078140764,-0.011377976837131147,-0.01044019769318364,0.050252461404735736,,,0.05239853980420043,-0.022597555138952587,-0.01413618808328508,0.02297824422394801,0.018989030273461587,0.08354479407640823
MFGE8,0.08683611584351804,-0.010478920365153506,0.042094869125638146,0.018200607070129743,0.013939224414036796,0.037857613055461085,0.08941694436496535,0.09727418355736753,-0.016386255583880932,0.03809782742302608,0.08897881800382833,0.17455978601575753,0.0532706893614313,0.11624397532013099,0.045111747868986224,0.13856843737347085,0.02083668562623257,0.13502493979039268,0.0018766378025510122
TGFA,0.01178624903442717,-0.055167710802928954,0.039890308770964084,0.00833303259250681,-0.010443861965941591,-0.016715091110860503,0.029426453532236364,0.04421822734386565,-0.027114487044467478,0.05322409347638675,-0.04827762597238246,-0.011581575167134161,-0.0374739046005355,-0.07120913877713,0.05907631584691126,-0.06173947672273278,0.0574970433256269,0.046254442309024875,0.01868957464294051
SLIT2,0.060575254801632394,-0.008164108785427206,-0.009962453516276703,-0.009806377105836615,-0.018179761564419264,0.046067887187422746,-0.024909127872371803,-0.029308738293882707,-0.026360973752336037,-0.0385587518570179,0.16050696587768912,0.01266074134793875,0.042920862250632866,0.07143116851731196,-0.028761627863987442,-0.027301977817978093,0.010939927560259797,0.01668654446631662,-0.04284647838802829
PLTP,0.06947154413840595,0.011951564430414058,-0.004143134046442003,0.04201242296369583,-0.007398298519956763,-0.07366286730533496,0.01870837055873698,0.08728581030339608,0.026100082578610836,0.04659961229714136,0.11876819302394413,-0.05304917418546464,0.030419489934199264,0.054720112632749084,-0.061068552824592795,0.05928869363058922,0.023823219956215676,0.008572228885748379,0.05296735713069853
APOD,-0.0703533115700057,0.07870715009723742,-0.006060423827348264,-0.07791771436418575,0.06869396663166051,0.037766989972718254,0.002561758088126058,0.007885396077448297,0.04658218130371196,-0.014600379694279105,-0.08403569495618947,-0.01991326894276282,0.05974797488944512,-0.14021323592084922,0.16734209709130682,0.0024147351018886445,-0.05998980268491442,-0.05325881345172006,0.07448791501039162
B2M,0.035637393418109516,0.10531873429404756,0.053137956096645046,0.064905151471056,0.03901236387002265,0.008609590349097045,0.08694943106833919,0.13594559334485964,0.02053344201442173,0.07589322532779835,0.2311028719460086,0.1862977474221787,0.19798490444022548,0.09090707234610874,0.037433996222356145,0.1607264297140811,-0.002752408873560308,0.10783950874574275,0.02888480547536369
OMG,-0.016343979372919763,0.019641283512719536,-0.009664930727184978,-0.004950600207862477,-0.0025349387151837595,-0.014040501661437768,0.023506796600858155,-0.09042461000623517,-0.014776079316957456,-0.033838880665524644,-0.04690528747088191,0.031554888460419116,0.00583519419401884,-0.044323015521782146,0.051521926177641265,-0.04089243725091628,0.0047895766311456455,0.0813244276767778,0.042303272376408706
CXCL3,-0.02645795237522814,0.0034828411930754163,-0.0238626668638105,0.036207866384655986,0.04802526013024854,-0.04784376437385966,,0.025476546009453722,-0.013532867713253485,-0.012345282150446855,-0.004810503164526219,-0.07282925856259281,,,-0.038752342391757996,-0.03309402571074588,-0.02614957751144586,0.05650360810855115,-0.061329313386701174
CXCL10,0.02625633400181226,-0.010097849808363335,0.019284141489519162,0.037422808757260284,0.013814275315289849,0.051111560216922314,-0.017895640652940862,0.12493240294493764,-0.020557416550035835,0.10155787939465555,0.05355095378000656,0.14322905113619946,0.08015799901066414,0.2249759791517204,-0.00470792599490592,-0.044584711757978734,-0.026419900395242515,0.033797398718684694,0.03681479471346461
RSPO3,,,0.0011457099643793047,,-0.01567362827459083,-0.018261726145470787,-0.04345732030735256,0.0243945676270893,-0.03286191124960265,-0.012900581915210563,,,,,0.059209138401223035,,0.05163787429817507,0.032965699064349506,0.0009588264208251446
CORT,-0.03285465504608606,-0.02618036533133818,0.08079940270576717,0.028129189268163348,-0.0025872567004038027,0.01058310629321426,0.019469085526776602,-0.013737424626688498,0.039366780278697805,0.007970232835417776,,,,,0.0597877971197421,,0.041877952105965455,,
NCAN,0.017292695826483594,0.10279685079743457,0.08391004167994534,0.0047783736449899155,0.016163577284859936,0.03366550980635353,-0.02101116539680285,0.00886377493926795,0.0496853481113309,0.08587695706353002,-0.09866973402180337,0.018883309141056327,0.1100395318348087,0.12835294689863183,0.14680777379200963,0.08827380572599211,-7.84619897965066e-05,0.06874177935235269,0.1254409537866175
PRG4,,-0.03573005178353799,0.006681195516375643,,-0.015469195182156146,-0.013075330357192648,,0.016925910730414006,,-0.015082912803739348,,,,,0.06309271654894053,,0.008693955203488882,0.06498254959870556,-0.017506396773591507
ZG16B,,,-0.01116119515088696,-0.0024856768912874107,0.015334370789908198,,,-0.0198565292180947,,,,,,0.16057395465175814,,,,0.07313572112706572,0.07700402586336715
TGM2,0.10987459798580629,0.11136371191158702,-0.02665230990490108,-0.0070593085590458975,0.02753428956789286,-0.02120403650973022,0.03620847763465477,0.13076271783735247,-0.025792330170527393,-0.02214467542490656,0.14848279248021753,-0.08902749804041107,0.1529467943981491,0.08822914765086319,0.006621222558015799,0.1453153205637699,-0.033965271231885884,0.09140875897668918,0.06307721403554145
VEGFC,0.09424377144303181,-0.02563702552896431,-0.005466641258761012,0.08073347393530582,0.01438845898386352,0.05531640733104682,0.00026850389746988965,0.03140255467728715,0.00744760506052324,0.006972392594120617,0.18524130589600699,0.054320865312975995,0.03373178752673744,0.19052648660860166,-0.02884390657846554,0.02753413804425586,-0.03785289536148755,0.006499952801791411,-0.011693115113964425
WNT6,,0.07766900357288235,0.03216469925708772,-0.01797813337986681,0.0057354873145672594,0.02340439272385622,-0.01342862807164403,-0.0003861139354369878,,-0.01343398324926292,,-0.05756994277309191,,-0.03076624402097824,-0.02075533077373275,,-0.02507836468396428,-0.04216110891790977,0.0035902214630495507
