,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk
VCAN,0.05123764455848323,0.06688886526004065,-0.05531965492071791,-0.030309190307680218
VEGFC,0.08572149011872764,0.09186096307031155,,-0.04331714771604081
LMAN1,-0.05896217898963328,-0.03174637160090831,0.04753609663898672,-0.05789110471250584
IRAK4,-0.030338577613022766,0.01609278417373018,0.007981805871571079,-0.032354294274868
MICB,-0.013034095580472749,-0.02695769457697818,,-0.02351042396877994
COL1A2,-0.04105699398382309,0.09845822954304101,-0.006721413891464502,-0.022013989658350695
ICOSLG,0.059215838531136336,-0.07220332424634875,-0.015318674517006761,0.012932505264680958
GNAS,0.014972796294974167,0.05230544966420182,0.07431259292979049,-0.0005668675965292706
C4B,,-0.016248129748339796,-0.05440833262364594,
COL2A1,-0.03669924915229921,0.03223359178035871,,-0.024274532317317202
GSTM2,0.016544170915750656,-0.035732120202576274,0.05231823603916519,-0.038163893409321775
NLGN1,0.06501763981119835,0.0028376075498322854,0.05845205659997037,0.009039792972352143
SCGB3A2,-0.020044264312366375,-0.022669310202475205,,-0.020575944629834572
LEFTY2,0.02618012032151113,0.009806420120293324,0.021238104683778326,0.027094608946235676
ACE,0.01934618288070861,0.09313791788323901,,0.055459181076896055
RPH3A,0.06420111830457464,0.01702977082182868,0.02191951689533643,0.016124087633092716
NCAM1,0.06273659038379567,0.019053978417356253,-0.07645225847118603,0.0897961584137568
EFNB2,-0.01786967791310385,0.0288402938125727,0.09140003999265651,0.007334235258821552
ICAM5,0.016192180194758342,-0.01856306489697942,0.08949742826657273,0.07040098294326486
CCL5,0.023231301846984288,0.06449093446049425,-0.03422231282131679,0.048764072425012815
PSPN,0.010424961687145457,-0.009816448238318766,-0.009344403152553535,0.08394975170622412
PENK,,-0.01821227386244458,-0.03122296203998507,0.06730981223538729
EGF,0.11376017300913654,-0.01767139879269137,,0.0063919115811635376
SERPINC1,,-0.01369234002938967,,
F10,,0.1288740538077389,0.06670852855813718,0.012446740571823376
FN1,-0.07977880956241702,0.07093580356840364,0.050755232928056504,0.036863250089110886
FGF2,-0.02175506973882283,-0.042969784126560925,0.04396340054334578,-0.03572713681131461
GDF9,-0.005340640960814346,0.021832188684949305,,-0.03482345806449315
CSF1,0.0079238577907013,0.016496212342509874,0.0022012785330300824,-0.07806490679234543
GZMB,-0.006782530313340062,0.024025665299002692,,0.025309901089114233
WNT11,0.01121539140270799,-0.03015068735517289,,-0.021792912542848132
GDNF,0.028174321055317,-0.020123863963056307,,
SHBG,-0.02653692428206195,-0.0020935196848715235,,0.03584452301481479
EFNA5,-0.012136732514704427,0.061327942036925195,-0.06980682496115646,0.025135789579083065
THBS1,-0.006776741993367211,-0.026069121636631845,0.023746723018533186,-0.03317210856488472
PODXL,-0.03762099753331963,0.0583349178431524,-0.0746256053396418,0.03257524915056544
LCN2,0.043648649288444336,,,
C5,0.012454987204601885,-0.00939776525945412,0.12189091912934351,0.019252944596862935
DLK1,,,,0.08547987068562259
CXCL5,-0.06359604364713126,0.005169018143252656,,-0.07174965124118612
BCAN,0.08550435801708156,0.030894604690987294,-0.09986592801629343,-0.07845807440248595
RELN,,-0.014536102381858585,0.07448629226498982,0.015568865018678374
COL4A3,,-0.019630336104178782,,-0.024058442327919927
GNB3,0.02223675808474765,0.008005952824835126,,-0.04093123416600728
PYY,-0.023403653488135855,,,-0.018751065693218057
MSTN,0.035886798152354314,-0.02177354408336409,,-0.008430144440674293
COL18A1,-0.03621487828707881,0.04875050202120588,-0.05744592897335226,0.05868437704290406
FABP5,-0.0013893808952563267,-0.02646626770140613,-0.11804050041892168,-0.08915000950493814
TGFB3,0.043853315030282766,0.00966257412245959,0.02054123530499252,0.016123673511704285
BSG,0.06641648582335268,-0.04099784650609461,-0.03697039868562971,-0.010876615680353635
S100A10,-0.05868137686878393,-0.04023459299678343,-0.035028814981379226,-0.03708679820760597
PLAT,0.022810689955588933,0.05418266576589945,-0.010024994454980568,-0.015866818531130332
SFTPD,-0.0019044444696735623,0.0042408458676550355,0.008549868234726825,0.013518286690637078
EPO,-0.017710312902778372,-0.014371073136354958,,
FGF7,-0.017781448844521285,-0.02129148939187919,-0.08868374956618685,0.103220011494756
CGN,0.052669296702749654,0.016619865251879484,0.0319544902444691,-0.008184714541608415
FGF13,0.06911639181470376,0.02104496615607037,0.038782591015859035,0.07734082931288687
CXCL13,-0.033199052643519446,-0.03161184011124201,,0.10246909023016137
ACTR2,-0.03555303401820517,0.05359853692345926,-0.01675379006527569,0.08219884642784375
SLIT2,0.05735594751517305,-0.0589337604876428,-0.007709178053933071,-0.05022728726837128
LAMA5,-0.019786716243624183,0.038695251065938,-0.03504195967812815,0.019664411776688498
TIMP1,-0.06242162944223151,-0.004135862305762086,-0.06076885944523611,-0.0033966609052952955
PLTP,0.004314118041503479,-0.02642558827757975,-0.05878695723779322,-0.016647369948524875
TNFSF15,-0.021595623013619246,-0.012034276957340918,,0.13649482335111418
NPW,0.04171450430175444,-0.055541428022900206,,0.09413293749574872
SHANK1,-0.03174309646575319,-0.032373338101329044,,0.07579529503638978
PTHLH,0.04133406180137148,-0.01632051826061276,-0.05577047369123991,0.016147680697314197
SYK,0.07200113582034337,0.030816349863326983,-0.05393863559023082,-0.07793979541285015
FARP2,0.09412289898868288,0.01186271345990767,0.0636622871146955,-0.06444389385487587
P4HB,-0.032478096388182505,-0.02404887544130174,0.11119122398481145,-0.03574617025711613
TAC3,-0.009925213448225396,0.03874930216174437,-0.03596745258699192,-0.08284803580028458
C1QA,-0.02354890537505303,-0.0013977456710386148,-0.10602694400800464,0.042302428404392516
EDN3,0.003226621441604706,0.010839305050979166,,-0.03117782167703895
AANAT,0.0022103413792538755,,,-0.020575944629834572
GDF15,-0.02172553914858358,0.004536307432190965,-0.0739480776122973,-0.03228083011462735
LRPAP1,-0.0035685530578597226,-0.010957344375902905,0.059016768994710644,0.0046908071818213045
LAMA3,,-0.014861007702519724,,-0.02976286672710973
VCL,-0.02225108031276393,0.03369625667884568,-0.0007220350439376992,0.038461894323708896
COL5A2,-0.0071121665764503714,0.09494418516488934,-0.045119329089544524,0.019485277801438137
DKK1,-0.045987502388429295,0.03234573712005507,,-0.06853123535441151
POMC,0.007076356070743146,-0.02211310634612598,,-0.042062845034043006
CCL13,-0.016307449279775624,-0.020726176817179837,,
CD34,0.009635532440656876,0.026222879107590892,0.008932403650063139,0.009312339192572544
SPON2,0.01368195070963597,0.056652237792582896,-0.043971847479632536,0.020027053382044482
THPO,,-0.01579830399263373,,0.04228084931253545
SFRP1,0.06307020629120046,0.09105717794161068,-0.11004251971244824,-0.015382517537881037
ARPC5,-0.04834039175173056,-0.004873748410250536,-0.15929659712986965,0.00705978649621851
VEGFB,-0.01617171290909309,-0.04070183174818879,-0.05918657403199158,-0.10921459826470314
GDF6,-0.002924064412554029,0.012301880721036322,,
LAMA4,-0.03255967153937116,0.02969969264612669,-0.008949996440331105,-0.006792604775871877
NPPC,0.06479790331513731,-0.05103453244109493,0.04196445130136883,0.09464826406232146
HAS2,-0.03981418136004951,0.07580191593043861,-0.040331703402074794,-0.01591403801883755
JAM3,-0.025067180005745395,0.014920861753369038,-0.02835944928265823,0.026306171863427163
MEPE,-0.015294997132465245,-0.021659339069372865,,0.09933448951070097
ALB,0.08673034313733911,-0.03093060948802567,-0.047145194092749435,0.06955951096977267
SAA1,-0.05888479344412664,-0.0784934312417645,,0.06257340638509215
SFRP2,0.03133413701273431,-0.006500730146693922,0.06648171084343153,0.09093105388007096
CHAD,0.02436604388139079,-0.020001488661550843,-0.04765697733045995,
CXCL8,-0.004685948314483953,-0.03401652685449707,0.04671647255435649,-0.02597382413064997
VASP,-0.013894537799192462,0.025435886809490563,-0.0827818828580168,0.056406824569565514
PDAP1,-0.055053837119923815,0.006776674124737372,0.025017860801636913,-0.003156700873674946
VCAM1,-0.015254774860116642,-0.027746628253095776,0.03305035239885818,-0.09153908039951597
CALM3,0.05436540638161087,0.027104810315960223,0.013479435492609474,0.07954020032698551
JAG1,-0.019036427709326988,0.015222143441769392,-0.0685037129166769,0.021323107296309565
CFH,-0.06895881538928977,0.07687283265681026,0.019255468905339208,0.047413483074248815
VIP,,,-0.03694718130257059,-0.022405999069700852
IL7,-0.033716138699125986,-0.024889778188141438,,0.020702152261391958
FGF8,-2.990768309872135e-05,0.0644842964683713,,
IL27,,-0.012796409455537311,,-0.019812931553685437
PROS1,0.05283059853421696,-0.03154521474517677,-0.09285053274528317,0.004390227526512524
TGM2,-0.036867479863562654,0.06638552474870289,0.07025699576775621,0.10758677187835763
C4A,0.02869633693965804,0.08190056761912191,0.07225999682498589,
GPI,-0.04539328368680478,-0.01774067953998079,0.07484070305182398,0.00864742570474672
DLL1,0.04392228593674259,0.03754578313646276,0.04577139174497274,-0.052147778489687234
DMP1,,,,0.001636108251886374
DRAXIN,-0.04115267649906223,0.06790359096491745,0.03346273552934468,-0.012352457367781318
PCSK9,-0.017483847523788426,-0.012420912722605319,,
NPTX2,0.022351662268456623,-0.031007033091102313,-0.06893885372078097,-0.0041812573078611375
PDYN,0.08682019864497727,0.03758124788437483,0.05935804064520184,0.025906295549735944
RIMS1,0.01954867369962687,0.011057106992879168,0.03601395632585696,0.10185396436827435
FGF9,0.0896347863471765,-0.0011222707507777274,,0.027756668664227654
COL4A4,0.09179864225021678,0.03119089485564244,,-0.03203578389629168
WNT5A,0.03706682835933694,-0.015342334959860033,-0.05839988129719012,-0.05590745622478509
F12,0.011720694150813562,0.02191758857526609,-0.03316437859151947,-0.0021067558309048637
BMP1,0.004975289921165099,0.06276491656521933,0.023812698599295887,0.013761928968918742
CORT,-0.02525903752534863,0.024991781838675616,-0.008724462916176816,
FAM3C,0.049788659310211404,-0.043914441287393,0.10831716578054351,0.03619104453939807
DSC2,-0.03509247802455907,0.003756324614745661,-0.06899530690201093,0.0023920634436575203
IL36B,,,,-0.026943346099961747
BDNF,-0.0566199420629855,0.025683995617159134,0.03721567131014488,-0.049090152968331205
NXPH1,0.05500884714448451,-0.022102382294604265,0.06372844729131528,0.059745742055585374
RAET1L,,-0.022448245800086163,,
HSPA8,0.041472713304256476,0.015380232143269295,0.062004875194026275,0.06781844641630519
LAMB3,0.0680146899440115,0.038351383670264166,-0.02736415959340186,0.03004914334626388
PON2,0.05164865448001605,0.016784080642730327,0.043208311441880996,-0.06135953216311834
CFC1,,,,-0.023840645192862542
TF,0.06984095525151753,-0.059474392445984195,-0.04491183267904164,0.052301184957963584
HLA-E,0.06370955089231427,-0.04985805026761618,-0.04966299167571616,0.04888541572172609
OSM,0.031838709959854015,-0.029472155846043246,0.13810076975896254,0.0026720770503916263
ULBP2,0.003696858319294745,0.06686966753633457,,-0.07513441909229683
VEGFA,-0.04149429200388228,-0.02285892746078619,-0.08066460648249875,-0.015574576199330841
TGFA,-0.014301303564021794,-0.0023200245080045264,0.008375682170461788,-0.0927994866956628
HLA-C,-0.04007180896408316,-0.013636039919709774,-0.03538113391350726,-0.02675233898501812
CD200,0.026912243675081052,-0.0007375507138772923,-0.006763417651138568,-0.022522782637836046
BMP2,-0.01375500298217887,-0.01586196483864334,0.08450980396347332,-0.043718174200942865
TNFSF13,-0.028360721587735793,-0.01517941956252258,,-0.028663484325010594
CSF3,-0.04201053058260719,-0.019379403640339212,0.11533121278413079,-0.018540061960357318
APOA1,0.05997766591902108,-0.04170162558800458,,0.03002374993499736
IL15,-0.03560292049856624,0.04619770765717136,-0.036308663895031956,0.03065813207886892
FGF16,,,,0.00833899089439673
IL12A,0.05325074977838581,-0.014699394510342668,0.01253889130440818,-0.009086732735698098
ANGPTL1,0.03223424454325726,0.005851385920937897,,0.06868797282106263
PTH2,,0.028346420553099334,,
FBN1,0.033445264015690514,0.06330640820082502,-0.07687244367670555,-0.008552824432121776
CD274,0.09221068435783004,-0.0233077602845966,-0.03961568167351906,-0.05175005660258624
NPPB,-0.01261407768565494,-0.01912555649980653,,
PMCH,0.05576629144617192,-0.012796409455537311,,0.05566343904305014
MFAP5,0.009132892199028872,0.0028045522864755417,-0.043971847479632536,-0.02787378210677787
GDF10,-0.027309406740428126,0.021358948293887823,-0.045581580915665006,-0.0005050402599404225
COL4A6,-0.013418541509740022,-0.02041107790571069,-0.06629611854597856,-0.007394472353836955
TFPI,0.04556289087124334,0.053595263415257624,-0.021115727291644834,-0.003169190110842151
CNTF,,0.03925802484460279,,
FGF11,-0.012911692034695391,0.012163038124233928,0.046199206532821495,-0.04730818672855177
JAG2,0.010039961876874223,0.10597761296880438,0.015225014737831872,-0.015358463845059645
CCL18,-0.004620566578450129,-0.003333765189705354,,
NLGN3,0.07706919464398637,0.026428499448246528,-0.009590892488727484,-0.0006144448018125419
CNTN2,0.04145672518035147,-0.030203381485975407,-0.04776436608687833,0.03929502303281374
FBLN1,0.033844144677950834,0.08132374530303453,0.1517360582720767,-0.001435939866424579
NTNG2,0.06978055675452836,0.02109162865277732,0.044197954294534,0.022050339252552252
CLEC2B,-0.07193757785976991,-0.037111124352636665,-0.03456518450972064,-0.025018115737302296
EDA,-0.024394950707992524,-0.028815807285981133,-0.009921262136268238,0.06133374687402014
C1QB,0.02040230457678955,-0.03278428606575078,-0.007626396401432487,-0.05780734449038144
PSAP,0.00812041443747365,-0.020230304645374425,0.049050863400699564,0.025569567406421086
APOE,0.05921635632731817,-0.06584999279279871,-0.0600968525877549,-0.053772207240563426
TIMP3,0.03154085149749431,0.01868929469079253,-0.03538271957742196,-0.043323756904674326
COL8A2,0.05108872412199807,0.018438720142466766,-0.041842049317457435,-0.011739122345323946
PTMA,-0.01049660227021689,-0.054727154621066955,-0.04838474100271443,-0.021169607568887916
APOC1,0.024674036756640344,-0.09823056920382026,-0.0720645106534758,-0.03956502553275429
PF4,,,,0.030144033303806977
WNT16,,-0.012796407766541892,,0.05876771026899653
LAMC3,0.015121851834679768,0.09032732328111337,-0.06747982017690847,0.0023548510956751664
C3,-0.018519809653894468,-0.06001650853032841,0.010930922337307256,0.027192293517088552
S100B,0.06239642289899145,-0.04157160392771415,-0.07317196559985528,-0.046681600780865536
F7,-0.022874682223312744,0.08458253973163676,,-0.025122302574991442
COL6A2,-0.038972952521498426,0.028887858853480587,0.048783667983392176,-0.021815596750731827
MICA,-0.05135333494116265,0.003978018653905031,0.07852366538818409,0.024055581207587592
NPPA,0.053126843480979374,-0.04014758914436443,-0.004094718854642829,0.031229007157001252
COLQ,0.1380191877140505,-0.014267102453706765,,0.06929398716664409
SLPI,-0.06001620430536616,-0.04447521787738345,,0.12691590431824526
CD59,-0.029360027492800138,0.028421354425451555,-0.08474755639036678,0.05922813438685677
PDGFD,0.016255509144250276,0.05169216237366936,0.054904548146296514,-0.09184519578040722
FGF12,0.02249932074464653,0.003167852875877509,0.0871548867721092,0.0024456165757153307
PDGFC,0.02755063593531701,0.04788040505085294,-0.08772866434193521,-0.11113386966807588
CCL28,,,,-0.012635748074610861
GNAI2,0.010852759253295534,-0.013656930173192977,0.047629834126899216,-0.007361991124389332
IL1B,-0.039843254799059834,-0.034956089808056506,0.08653338047646994,-0.03360462066973149
TRH,0.09409157059210556,0.011557995662684289,-0.038196019585031944,-0.04467295994736413
LIPC,,,,-0.015610801022728528
UTS2,0.008977190382249256,,,
RSPO4,,-0.01683064156074148,,-0.025945451146477727
CP,0.013383404231577543,-0.07399291847447483,-0.02032693154782261,-0.03489089587926532
CCL25,0.08830384786645536,0.028203018499050436,,0.018318203439512043
MADCAM1,-0.0020703630995070523,-0.013692342337813496,,-0.03774463503170048
SEMA4D,0.07324751621957054,-0.0260984239227134,-0.04511027899126844,0.05731686791237189
SERPINE1,-0.05812084675534134,0.03827774706046359,-0.08701558680469547,-0.06691620443217779
TNFSF10,-0.017860280550170714,-0.05988791691538461,0.05521774617189504,0.006195412927737061
FGF14,-0.0076056752555101245,0.03997541262141941,-0.01649837522615474,-0.04136465079657495
BST2,0.03388248559002642,-0.060821204169674924,-0.03646794701658365,0.01828564062107878
PTPN6,-0.016798706197117073,-0.008072341351133754,0.02319209097118423,-0.03609279330310122
FGF22,-0.011155087702571672,0.013984650859618135,-0.03880694427311035,-0.01382118216089593
TNC,-0.041608512445152526,-0.07015275065610292,-0.041136027796144364,0.018350679772550203
CXCL3,-0.0443630848609324,-0.02793065144784284,-0.050638266368076904,0.05690332398665874
CRH,0.06638685818725368,-0.01440966670836758,0.05513126929439356,-0.01643303532062753
GREM1,0.007103237901634785,-0.0293883045111974,-0.002214367964497977,0.1105702592767972
MST1,0.05360846385138041,0.012724618935405045,-0.041744308065804335,0.022850841347909396
ITGB3BP,0.016978383011261696,0.0016253984104075505,-0.02323918336130756,-0.10500408791405222
NCAN,0.11145178776266663,0.053966196950731384,-0.014503025135230536,0.002126711407889793
DLL4,-0.0014880023370532243,0.0373746134688134,0.030602722803202566,0.06728153840738305
UCN2,0.042052715966489594,-0.014035569594928743,,
VTN,-0.020244099623767987,-0.01860860004805505,,0.03573063457026758
CD70,-0.026054310389166717,0.028261865736599896,,0.06240006397924531
GNRH1,-0.002410283316679073,-0.020245587670857816,,-0.00963648746038603
CKLF,0.0546863260770393,0.010752093249238011,-0.0453115311302098,-0.042580433248925714
NTN1,0.023868967303622545,-0.00353229567985749,-0.0067776119514568875,-0.013574318368878046
WNT7A,-0.051415845688056225,0.06705411586352163,-0.01708754698614298,-0.07898838260482938
HCRT,0.024750161669944693,-0.046816693844031976,0.04338853736623396,-0.0002861459241690126
CXCL1,-0.032557273647343794,-0.02466814070570421,0.052961806145010164,-0.04206659466595767
EFNB3,0.03997096290500197,0.024153280102978965,-0.026299000519999075,0.013963899310614699
CCL27,-0.0397394492409861,-0.03383688147431117,,-0.04162584435385866
CCL7,-0.022151908162431573,,,-0.034089757105472816
BMP7,0.014054594243368726,-0.014019525151861422,0.06031637178522034,-0.008275947221851524
FGF5,,,,-0.00037470818367057573
NRG3,0.005665398474703054,0.06402636470004394,-0.020263014174210725,0.028160416257052078
RETN,-0.02966625146659306,-0.016099474210809258,,0.03298047605659796
OLFM2,0.04709967286567321,0.05698523761097517,0.02194206053822072,0.026915336903867368
NCR3LG1,-0.028508234892251804,-0.016603414748797705,,-0.023176212118557058
LRIG1,0.07683196487791322,0.012287787044729822,-0.06349441418711889,-0.00500308465895246
SST,-0.012920603495759379,-0.03637055206177817,0.08759689210006026,0.025002281813073533
TNFSF12,0.02690752266013143,-0.01873220188991986,-0.020011013079226318,-0.0936561488927195
SPP1,-0.06108778255478275,-0.10003641517846822,-0.06835940466835594,-0.02983272047468922
HSPA1A,-0.04445731975215016,-0.06590971643807869,0.0022108831983088236,0.006273147779036263
VWF,0.03234101454433065,0.08135684990203675,-0.030049981046672065,0.06863509548619195
S100A9,-0.10672881641172442,-0.021230386576565088,-0.04924453309622203,0.001808724443350699
DKK2,-0.020638460931221694,-0.016541736624049487,-0.048667109949917416,-0.0340225523334934
NTF3,0.012383782643298619,-0.016232289912703316,,
NRTN,,-0.012796409455537311,,
CTHRC1,-0.06505082435180799,0.038342475520425585,,-0.022626607241843302
ALKAL2,-0.05910623833950084,-0.03581462133029907,,-0.01768244232517121
RAET1G,,,,0.031235547478078624
CEL,0.058956633558862194,0.044282046067392285,,-0.027719190085814607
CCL19,,,,-0.028663474384259927
AGTRAP,-0.043714315859845164,0.007982870672602184,-0.004147340516233861,0.001955974723345354
HLA-G,-0.035971148329419556,-0.027242743285768936,,
TCN2,-0.03856256297882396,-0.035314420004463026,0.00011115284073077024,0.048011940580457234
TSLP,0.04794375422212208,0.05878242767824793,,-0.05370530807347073
LGALS1,-0.08237723320590046,0.047144341242923334,-0.023370148171372555,-0.006571937938359798
COL16A1,0.0035012719057616803,0.02728200290304909,-0.055908048061638696,-0.04871468997407563
PDGFA,-0.04194992067228189,0.04765575213257618,0.024765243659996054,0.04680580877463496
LAMC1,-0.013385825384010296,0.029701118053904497,-0.11555328247344876,0.09685589722174116
EFNA1,0.02278376294432802,0.011559649246813812,-0.041523471721928766,-0.011682895462358322
SEMA7A,-0.021033569394233544,-0.03875448720964023,0.11543025118070523,-0.02212528646837788
ICAM1,0.012780934927940713,0.04556303303239901,0.09163382898779042,0.01491620363895219
IL10,0.05087532642117979,0.03205431383662917,,-0.04513414654811792
PIGF,0.01140953291967944,-0.017389358648757063,-0.07105948630076549,-0.06301230911318904
FGF20,0.008781097576324491,-0.025891192313352292,,-0.018751065693218057
TGFB1,-0.04327216909228727,-0.03831486129201624,0.005434458299827338,0.007268415497962975
OXT,,-0.012034276906176405,,
NGF,-0.008904864318354265,0.027132705785841864,,-0.009943662090569629
SEMA4C,0.06332286847603406,-0.08860703186746216,0.05456629369131347,-0.025232044760785766
PROC,0.009518693426610809,-0.0256934595150293,-0.04000449381986304,-0.028289006908764562
CDH1,0.01418547233122601,-0.014861166532225845,0.01676513173784519,0.013113169095235792
QDPR,0.05090048122621949,-0.03196047861424973,-0.04993152759372264,0.05363351265246178
IL11,0.002150038045511693,-0.037637464525500965,-0.043424022949035496,0.032645731352676434
HP,0.05186071792585264,-0.010613179973130596,,-0.003200622014134388
NID2,-0.03534246079458288,-0.021943063735765055,0.05023912200649427,0.07283996725608406
SEMA3D,,,-0.03940966474523264,0.020847310623233802
LAMA1,0.01858705587179965,-0.031678927733815476,,0.004612666975649592
RNASE2,0.003010478115249241,0.052112554971428346,-0.012970805201743471,-0.016509413959193205
FGL1,-0.024262472770186175,-0.01925285338495649,,-0.004177885039653604
PTGS2,-0.030097138697516908,0.02548366447061203,0.11421824520450917,0.07105459620617166
NLGN2,0.09677964267714909,0.06563954339548907,-0.012519495338277061,0.08966899766739511
NRG1,-0.020480980240443213,0.017591190618309063,,-0.0019225565290061325
CALR,0.022762543164445263,0.015487252346756339,0.03572549327922867,-0.0567149060707953
CXCL9,,,,0.040433487830660066
C1QTNF5,0.046177018743688625,0.0841871376896449,-0.0434240867618214,0.025012093900099265
FAT4,0.031396356553712534,0.03048982758925229,-0.06224010947385596,-0.01140256817877309
IL16,0.042856163461742695,-0.02765243586150749,,-0.02415516156513098
TIMP2,-0.07043133544192708,-0.019879670981226043,0.0005601394532478549,0.0052161876052437255
HPX,-0.0001770243364675861,-0.035421044469049846,,0.02361636329075725
PGF,-0.02463787416393219,0.05890172784801624,0.07533325279569539,0.04632396029727806
NMU,0.001678242786600418,0.032738328697457686,,0.05615408579268325
PPY,-0.06374378386115248,-0.009846344471951195,,0.017338580109090108
UCN,0.06048893356268699,0.03156575875465246,-0.04000449381986304,-0.0026504441115097494
MDK,0.024386557629560355,0.07819044185474885,0.027754783089909515,0.03641382637305526
CTF1,0.038775112622954265,-0.04056555365435325,0.05537231592940131,0.0028313201902435293
LRIG2,0.02331406010164496,0.029414486254387008,0.055020110480891116,0.04292086480298587
ANGPT2,-0.03383099642253709,0.05777894046227099,-0.02079068344224006,0.04085725515254781
PROK1,0.06467907227903073,-0.01316170822110356,,-0.025122270131768206
NTNG1,0.015001815371226928,0.017486446742345247,-0.016460528847923633,0.010625549163274274
INSL3,-0.0244310389856736,-0.018477340435103667,,
SYTL3,-0.04280190637984017,0.027981046096929262,-0.05710766734049048,-0.013812950433573903
CNTN3,0.07321330040885055,0.04193429260467033,0.211396540285004,-0.05187468437785991
ARF6,-0.026129785679022823,0.008984936993282244,-0.04897005275155426,-0.05589529384488621
SEMA3E,0.0321445172198801,0.00832232234005189,-0.04635594099538121,-0.03689798565127158
PROK2,-0.013957025203789096,,,
SEMA5A,0.07462179073809448,-0.007423927500056844,-0.04979447872404828,-0.06343555411753583
HLA-B,-0.03665407139204129,-0.0037851760893927227,0.06940990541825603,-0.0039312322708101
APOD,0.07318952980364525,0.12505905718923552,0.053127289592453907,-0.03143660348365137
GDF7,,-0.015020999260946855,,-0.028663483709211582
INHBB,0.04609376632322501,0.013193880161116221,0.016479203140127796,-0.0722326865933655
MATN1,0.046328621481137984,-0.01821227382766465,,-0.018751061189785572
HDC,,,,-0.018751052697607424
PIGA,-0.013172342427360447,-0.03052636380280122,0.0816873090094148,-0.04887241165065286
KITLG,-0.0062129260654868535,0.033893286190359806,-0.05003297816582704,-0.007209932907822023
SEMA6A,0.038290953948268217,-0.004734269218222328,-0.019299960879128122,-0.02339736366819115
BGN,-0.021465058520849477,0.08006987893320505,0.06923777629035671,0.0447968828175801
ANOS1,0.04022663152559349,0.009842364465271074,0.028771335404066987,-0.012409991501536764
AGRP,-0.016549025442020866,-0.013517654096144931,,-0.018751061061116115
MIF,-0.029565598180691374,-0.007187227763552083,0.011486709740461166,-0.019549324484650184
PTN,0.04939446368434557,0.04461455950077285,-0.05153603966236173,-0.08715768052721355
BMP6,-0.02923645255495428,0.005222447315436123,,-0.020575926211991287
ULBP1,-0.02159562169203873,-0.023854014391719858,,0.017076408852822144
TG,0.08919808786733714,0.007491242016834972,,-0.030121811268738127
FGF17,0.05063662304188619,0.11050531026326516,,-0.019724453510753883
PODXL2,0.0735287533100877,0.010338709634947246,-0.05842952193150374,-0.06973603704202821
RSPO2,0.12985218798883597,-0.029176317127617223,-0.04821312044497136,0.055046662453817015
GAS6,0.023419183305937966,0.026405774830903953,-0.056516071417197666,0.0647864494593185
ANG,-0.019202141529915763,-0.027753453514974158,-0.06629610976573772,-0.0020179919505420446
F13A1,-0.06594952261408862,-0.022029755208374434,,-0.04336855802755235
TGS1,-0.007877770768237534,0.015666906995655205,0.021633374456548383,-0.024925709612622245
