,UKF255,UKF259,UKF260,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,-0.03199463259534714,-0.020194232115689614,-0.01595543291274615,,,0.09975259241300576,-0.03700537157272787,-0.019345703574408197,0.003292294274289796,-0.04601270024355079,0.18602342304529396
TAC1,-0.0022582278802304725,0.053206623052805276,-0.059335167006574166,,,,,,-0.03832992434841912,-0.006569319706193883,-0.09077686330472136
RARRES2,0.0756218420393178,0.019332374500943172,0.0856377224373585,-0.044841471681184,0.02077079491294943,0.07552082340499207,0.04696381562620036,0.04881667884646179,0.05534606052367339,0.05231090951328421,0.11343923659277588
FGF7,-0.012087331542585894,-0.03393539404606711,-0.0009203043547812933,-0.0361188552544367,-0.013627200234281758,-0.05484304697843579,0.040582715889392766,-0.04878651978378258,-0.02306916676230254,0.021988931996274705,0.013870893300402665
EFNA2,,,,,,,-0.03457747068515029,,,,
HBEGF,0.059914507092390275,0.01739424973684658,0.016204139619892192,-0.044734551543499965,0.05397457852252221,0.039958711839024795,-0.037127392269220925,0.007644411727697869,0.07335286084602223,0.05588922285929608,0.22095586000742695
CSF3,0.0002794318324401978,0.18309954953573154,-0.05319341852972044,-0.024904565195432108,,0.0509110839565218,-0.01423391847620713,,0.007519524881228578,-0.01936371573984553,0.05297036910670905
PI3,0.0014597212208548919,0.049026301784598124,-0.027650630097557624,,0.057335682919422544,0.08123696111174177,-0.006592717633593023,-0.019394263501895114,0.13426683242454124,-0.02231922856334176,0.07320705394373914
PCSK1N,-0.007086299327662921,-0.051585901144111844,0.013007856139650794,-0.04004427010204873,0.012310032070901825,-0.0530297911426313,-0.03512236273428525,0.06000324007233232,0.012336769383819944,0.07871479587058582,-0.11894154423852056
NTS,,,0.05526648489581593,,,0.021838995517933772,-0.01994685003860514,,-0.05971108352705483,-0.02867502255085789,
SFRP1,,-0.01670431207687394,0.050939116214504504,-0.045057099350595854,-0.02914913399146995,0.08308120165986607,0.003030153457199688,-0.011620525952549308,-0.042868200790759814,-0.02800868767327893,-0.029007864772505425
CXCL13,-0.027910505263150982,,-0.020108905423185452,0.022960715831459026,,-0.05735477830691027,-0.007776998257854473,,-0.025559085918832002,,0.06093295264272108
MICA,0.08259980229815096,0.03984976885817771,0.023408991330084235,-0.0436117625755725,0.08572376628652673,-0.0013056143055710616,0.0772947593846703,0.0725019060771944,0.1047648885147608,0.06063787003202882,0.1126318436741962
TG,,0.013435177102658373,0.01435106167610476,-0.035383219569537674,0.10496810890454207,-0.033928408083329996,0.04450533761011154,,0.0559949572823284,0.05346620247285524,0.014103258962847198
ADA,0.005469243127303646,-0.004600474549374149,-0.012403650969300415,0.031066661004325587,-0.04248262080068359,0.022715862511770893,0.006644089688139917,0.05210582204383772,-0.04058264928085244,0.028484883770111137,0.020281084969686988
LAMC3,0.03127253079684059,-0.05762451797599634,-0.03314627613046765,0.02153418958480497,-0.11436857583543907,-0.038795259254620226,-0.029610202009271402,0.11826063740284878,-0.051645261150453245,0.01697408968475594,0.013878147872892072
CCL7,,-0.013033202467688436,0.014318229140830488,,,-0.004064481256937954,,,,-0.020291297079570392,0.05496965189167117
NGF,,0.02906881813159206,-0.02845751803759897,0.06240068400032902,,-0.02409143028904851,0.027661067642207278,,0.09482947682890477,-0.045500031881956816,0.12647297933021068
TNFSF15,,0.025123165653474916,-0.019739488804528908,-0.015859716631754874,,-0.025816802320164638,,,-0.03841826891392353,-0.012071153460080836,0.05700265049632296
HMGB1,-0.024582545911102566,-0.021026055766913392,0.01179883139086275,-0.012629771936614166,-0.15276493939539948,-0.015761914678353795,-0.058180508530850876,-0.05973590169171729,-0.0844226412684472,-0.11419504690189582,-0.01636820509259247
ITGB3BP,0.007869826693605458,0.05695368176052178,0.0213527558970149,-0.03813499629172432,-0.04127803941032122,0.08775210259814228,0.007328073745527182,0.04272380868290732,-0.04198213015524431,0.03538676951599561,0.004224316538873772
AANAT,,-0.01320544574090672,-0.01778645994792003,,0.00566542098208168,-0.019357884620631777,0.08984353637144402,0.042473464532498104,,0.19172243983661735,-0.001295224202361991
RELN,-0.04640841481576767,-0.022921696512117725,0.013434120302938342,,,,,0.15705899905668524,-0.03778247589774525,,-0.0722133583011454
IL15,,-0.03914410287069989,0.0066322698369300275,-0.037292298716721926,-0.02106269308848314,0.03981771863654683,0.03629524938314637,-0.03516133810265089,0.00919294174172122,0.027992786991090753,0.018888420650769875
UTS2,,,,,0.11563658119483539,-0.01334392098492529,,,,,
BSG,0.051273604498700734,0.021976282590656173,0.003920959911447571,0.004438951898406943,0.06094674602004459,0.15174794565553937,0.07282152821861262,0.13310008772533136,0.04916382715874004,0.1168099233521506,0.04759935540056447
ADAMTS3,,0.08036490544673765,-0.011110761503117189,-0.03111604429626197,-0.12981361294553223,0.049515855874025586,-0.008872496631873152,0.13687430244968232,-0.013586684520880918,0.07370581240435826,0.01668512474338441
CD34,-0.017585586792596676,-0.01439852507390969,-0.056118802075002014,-0.006792722420615443,-0.024733483098820643,0.006294962837719959,0.03137594767147309,0.08426262459798323,0.004375241207631627,0.01533933479560765,0.03447513367225322
PLAT,0.06497500720558003,-0.01789771490985237,-0.03802769532669119,-0.03571061935335639,-0.08087786963057123,0.006844107836701106,0.0012588577680060428,0.08391466189888933,0.01616285127547079,0.024089632947232216,-0.050970905596755836
NTF3,,,,-0.033782137052765504,,0.02215054563927385,-0.01891630770460102,,-0.04960093980212404,,
LTA,,0.018221572868622582,,,,,,,,0.10471278982172352,
CKLF,0.019283918058677883,-0.07460072470999593,-0.02122712494569607,-0.013281329808272145,-0.031671149040905885,0.04793724696264526,0.01629370677041503,-0.07743608866644762,0.03979598492949924,0.04310519610137447,0.012390227353000558
APELA,,,,-0.029236537620285857,,,,,,,
CD24,0.02597037980303554,0.0022615620743067348,-0.008374038699789794,-0.06057090278238354,-0.03424945636969331,-0.00417484813214623,-0.008737634864341561,-0.047539149948903604,-0.05250728221125759,0.036645187620045525,-0.002777833068087747
HSP90AA1,-0.07640846928375618,-0.0005261704571796643,-0.06651433251119204,-0.011801643864358497,-0.030720423134911055,-0.030858707142400306,-0.03285831724039802,-0.04146097150756378,-0.02689302784237792,-0.07860525163773296,-0.08001845035299648
BMP4,0.04228106701811627,0.04731802463543568,0.05296026195036449,0.05361650652589626,-0.022504893166824348,-0.0016214663924617693,-0.006192681361412638,0.1361747486069602,-0.010396088498548211,0.0021983364136574533,0.06389930417803494
SCGB3A1,-0.007793332441336711,,0.012936828551890054,-0.03320364821553824,-0.06565827028482617,-0.020516719495802107,-0.008264738898998833,,0.0982910454321951,0.028940031820527425,0.014326057392001797
IGFBP4,0.01820057079587991,-0.048046518758322165,-0.031148671672498542,0.026907601889715,-0.04347633803005342,-0.0036290385445934335,-0.03762961158232825,0.1350095802457193,0.07802671524837458,0.008785943997331779,0.002164185658699003
RSPO4,,0.07505864469946405,-0.024446868847434928,,,,,,-0.04635076025755969,0.057847042072829286,0.04547807460262469
LEFTY2,0.11255651917057967,-0.004786193592304571,0.15559160743606923,-0.0179324207852091,-0.007684237641877865,0.060155152175457687,0.00015817952178846125,0.1461594614169974,0.027305374017855655,0.04655774000941265,-0.0013968321692674588
PF4,,-0.011371212383658973,,,,,-0.031692645792757206,,,0.0300887025187782,-0.032541651561533276
ANGPTL2,0.0052188559432659026,-0.013712319297546153,0.010819969590446695,-0.018837304989037882,-0.022548866217507915,0.01958454052667063,-0.0012284964829516098,-0.02025397070334836,-0.05130743097354657,0.10505589227626633,0.0033984362890903757
LRIG2,-0.002420224632935654,0.025583428308295967,0.03144586803020505,-0.003372065625351578,-0.018729399950194365,-0.0062636572329114945,-0.009172196128644769,0.03620972034326513,-0.044874713537546296,0.04011531880729514,0.06838773457204327
ICOSLG,0.011881109778163187,-0.038490766172625965,0.01500991149286235,0.006633801775607248,0.01825072934266676,0.12119872156919322,0.02028787948997711,-6.866717753918444e-05,0.0753324935706908,0.029115042390990623,-0.03395844659755072
WIF1,-0.021653611683321902,,-0.014585419252897056,,,,,,0.009123919419319481,,0.06802553417135193
NPPC,0.004714810306860425,0.01464012291866959,-0.0035999579201745242,,-0.05397343070990232,0.020656563830979344,-0.016038143456042174,0.06769913292868887,0.08405894747107913,,-0.022917434801486652
LYZ,-0.06665967775682444,-0.007478501596676164,0.06519435448990285,-0.03522981649586908,0.045251233304568456,-0.026460328969136013,0.0443998719802696,-0.014337225679097506,0.021794138551154727,0.008763895762911752,-0.0238389718539106
EREG,0.05138634734638932,,0.009565494843649614,-0.020969167222113994,,0.032507765467057116,0.03276360540807111,,-0.0033563538807565175,0.004813610057732677,0.01730222945403615
SPTAN1,-0.02522671219206549,-0.07476543424332466,-0.05931094138808274,-0.04649442455109451,-0.040753072336715386,-0.0034614742702584545,-0.04721559512657971,0.007414713832056318,-0.05789936014799757,-0.02438821033516064,-0.12979157417167173
PTH2,,,,,,,,,-0.009212426769190468,,
LIPC,,-0.020434915551230528,-0.023668592768736934,0.002455858650754082,-0.040964096017540995,,,-0.0328792084378274,,-0.012716612809528518,-0.05074675770060783
COL8A1,-0.024714108372246513,0.002895438655561025,0.051292650715223924,-0.01590971691902534,-0.040622976943524756,0.012759753327645578,0.10230928432496181,0.12687877084660373,0.042588993377265634,0.06124495629344812,0.08956557733665904
GSTM2,-0.01812431392013268,0.0075228265993445235,0.07230803173487442,-0.0384408378897414,0.023221544260265438,0.005038549211186936,0.017419833885048207,-0.04732933553014012,-0.05767622580412183,0.010020231532603207,0.03673182019342463
IL4,,,,,-0.01407908747219376,,,,,,
SPX,,0.03783068540396042,-0.04746959210540686,,,0.0672876464686806,0.012830504669064937,-0.07772989122972666,0.0008524565315717697,-0.04536856734314728,-0.0633592270978131
MFGE8,-0.008493775980971155,-0.0003499260722000411,-0.010689827058369536,0.04099647000972154,-0.03873569296181484,-0.01624846025818225,-0.011179901245594728,0.10525351126749502,-0.007414550687726733,-0.010475336581362783,0.0118703601940906
TGFA,0.006673359014478515,0.011786276873880156,-0.03569109214205222,-0.0013994234792756698,0.0023847363037414657,0.09404943101823923,0.0370348337496312,-0.03924331889443082,0.03471399508353168,0.045539249274468084,0.12064297697999075
SLIT2,-0.0074246951869827915,0.0011880109959285536,-0.051355859518239975,0.011780944085952266,0.03169779248817871,0.11118153676093463,0.034900699365727525,-0.014679793577893212,-0.018449646660732014,0.04419422404683294,0.12797264216219748
PLTP,0.05993558003519076,-0.06593320456855008,0.03519455586764809,-0.02280845705335751,-0.011066965388019762,0.046749250288784926,0.020105851490490673,0.16495178668712307,0.10354922314659387,-0.024266208953675993,0.00938372432532723
APOD,-0.014358525090368803,-0.01924079474600615,-0.10174621156862533,0.007578824300334419,0.033980797174874296,-0.0213198971203687,-0.04637150758785546,-0.1401806816040846,-0.057191619254609305,-0.023825669704477852,-0.09298339872028225
B2M,0.11954150812148226,0.03783866062885496,0.08707564076554733,-0.025473421867830623,-0.04277200678470893,0.11041358585735601,0.08716971452222119,0.12142883602034259,0.024217024004527236,-0.003605313116847339,-0.09500251182990611
OMG,-0.029231234201310175,-0.03814205276253539,0.029304297086134246,-0.013279888814560744,-0.08413675698184613,0.029701350306537973,-0.02168644637075548,-0.10191799489029575,-0.0360433363771127,0.03720759033650314,-0.13058373327294026
CXCL3,0.10295682425770768,0.05055925215155021,-0.05080638171161308,-0.041986853023386755,0.0961244815340302,0.08734995956970404,0.03169067324071758,-0.019882971486153908,0.028564943779456536,0.04093068833542366,0.13495520468501687
CXCL10,,-0.011622031375019382,0.04375705723821586,-0.01809520891982402,-0.003964518861214482,0.042133859583841096,-0.03316862865413909,-0.026786603731755617,-0.03916456900403544,-0.004071040633286216,0.009172349837127272
RSPO3,0.05059378063852774,-0.013205444765173787,-0.02366857817588843,,,0.05658260026298976,0.06691797213791038,,0.023161107699340912,-0.020591698766226282,-0.05451625315336143
CORT,-0.034098638555018664,0.020841188666987368,-0.028725393221510093,,,-0.04363758547776194,-0.02093701223235824,,-0.0036854403346437766,,
NCAN,-0.010080057816176042,-0.063169858135168,-0.05197598827601933,,-0.056355671689914205,-0.025113702038941206,-0.010799164436873707,0.08997472094611007,-0.1447827526708907,0.014449438224631673,-0.13715181641995552
PRG4,0.00028399851664145085,-0.013033204498719572,-0.016946616999375837,,,0.002369506403383127,-0.04893660779371041,,-0.01655306901416478,-0.03782033167036134,0.10938371641063326
ZG16B,,-0.015126627778299616,,-0.023656119830067403,,,,,,-0.02567563228530941,-0.027761366247644047
TGM2,0.009667878174338581,0.016024279695237457,0.0016134556574084612,0.00618716558476277,0.09982394675661209,0.028227600556077804,-0.005951845335717764,0.085107017882106,0.014696972215430653,0.03804377043227226,-0.026183728906382507
VEGFC,0.09513872223131678,0.10298784315622887,-0.026086459128086905,0.03787334289175524,0.03712329544184838,0.02750802920414645,0.015987355753119332,0.01142649905729609,-0.002434936807473611,0.0064971986607604915,0.10008477826797213
WNT6,0.07990981986619829,-0.018026600014468947,-0.02335080669726215,0.06245959505647968,0.11072897242435857,0.059432502148964325,-0.04118261381238177,,0.005608073482438284,0.03591827799520546,0.07756271027646162
NRG4,-0.04330413235911199,0.021074132683480278,-0.02413823976351226,,,,,0.0770491868594647,0.0035747449314614274,-0.020591701074064432,0.004235225670107028
PMCH,,-0.02197835477059407,,,,0.06629453246015145,-0.0465319087351181,,-0.040851303434197614,0.005590330000242453,-0.0363907261993642
COL9A1,0.04876199753309268,-0.016566707661238463,-0.03190917420909662,,-0.04496316728445578,-0.02833323642275661,0.014578245070293086,0.0631587585381521,0.003990249355393205,0.09448689385756355,0.037542159948732404
GDF11,0.109262931298305,-0.023928194809137437,-0.01076903720164317,0.01361034039045996,-0.012402259264774562,0.009141478840585778,-0.03749724042570009,0.018496570786445884,0.028052205025739713,0.05804643384849059,0.03346701409751004
RAET1E,,,,,,,,,,0.05274177121978526,
IL24,,,,-0.01491746818147176,,0.0026331006628339576,-0.031187322668725266,,,,0.041713161596187355
SORBS1,0.08226900938983314,-0.031059961612465572,0.06903000311123994,-0.012952556706578975,-0.062252167843153884,0.02261973369174032,0.07411694102032762,-0.0001367515891343558,0.0294254962777552,0.05300624536675798,-0.061036887468900035
DLL1,0.05384772447819653,-0.012974797309740441,-0.021188888399095607,0.04093629842060755,0.05352817683346375,0.020450611195701778,-0.0002579651288748771,0.03958053167283269,-0.05537194851952207,-0.00428536962232588,-0.04481809726207102
TLN1,0.008598784467422129,-0.01540315983356432,0.02859996096329576,-0.006613256666505713,0.04088349674085358,0.03764014862711697,0.007733898260977682,0.0030398835900301542,-0.0016643417833871418,0.04124413438277415,0.07715628241215385
COL2A1,,,-0.015135899812648568,,,-0.0034489688750683535,-0.019438253547860176,,0.004424318655066773,-0.0014595587543406955,-0.013252362071222582
SHH,,0.029143446179118997,0.001733970515125958,,0.014682146984538796,0.002608848095475227,0.046171128495856195,0.07566385925901392,0.06956581311075526,0.02165659378879183,0.049791524598573944
PON2,0.04480098074474707,-0.11005562823802517,-0.007956340772295475,-0.05573183541913988,0.032132820413497236,0.05540489053747881,0.02439996236885433,0.0012133736483042714,-0.0241054946029929,0.012972062711420217,0.029924798373497673
ICAM5,0.0007737547053873191,-0.021108723194563812,-0.029568331763212868,-0.014121216524054883,,-0.034121730872786346,-0.0294851656583328,,0.03625610462090987,0.10507360730563298,-0.06540266156481397
HPX,-0.037376696902752714,-0.014065372424559429,-0.002879175536974278,-0.0009667026484711015,0.01874965324400763,-0.004195852148768636,0.06616105869439699,0.1539218673067814,-0.016865081874157598,-0.02872841952377904,0.008620577151091961
SFRP2,,-0.015424737491358307,,-0.014722223427036793,0.14780623665454445,0.0820032724875712,0.0624185592857831,-0.0027598074888344035,0.0015591505191958415,0.022020103834608545,0.04955781878709234
CFC1,,,,,,,,,,,-0.011094970807720188
CD70,,0.06630528767751533,,0.008399830926261832,,0.07326882078751902,0.04817416708407758,,0.06642547769561995,0.05059749022813693,0.07917240665559988
HP,0.002598391719747061,-0.020137367801369106,0.03886135908997738,,0.06567744793290349,0.10218985088776883,0.012551148951111082,-0.00841014512243387,0.11071445656919769,-0.030802932604154072,0.01008423174058642
CXCL2,0.17986793827160538,0.014645275162826413,-0.02930179036692842,0.01140696635268376,0.014655656751357408,0.05716926642453077,0.03523890052971681,-0.0410777775857537,0.05478927449087555,0.03914943803475819,0.12992784115850775
NPPB,0.0728773322213501,0.06395888616806669,,,,0.029929254234644837,0.07325422190612581,,0.03399288833837121,-0.020887987437351086,
CCK,-0.03447380580378804,-0.015393552233522156,-0.049702036194777276,,,-0.014076354533303847,0.03975899418909856,0.08697907083839161,-0.061952293267780886,-0.027097358531398132,-0.21493312724780703
SEMA6A,-0.017545101384537434,-0.025818606301417458,-0.018914486890165446,-0.033106506883729646,-0.0669968982265843,0.022690210294240787,-0.03872437316130216,0.005396503249280846,-0.05296743678075539,-0.02017322431149862,0.07070721686712433
IRAK4,0.051933995605042374,-0.05299692910136971,0.03989764863969652,-0.028568954163745393,0.027420391297021337,0.07875898600791287,-0.011789841784257828,0.049488140469946804,-0.0012566502217282811,0.07936866497182796,-0.014084615566667716
GSTP1,0.04265674851786032,-0.006073897998793556,0.008774945443335427,0.007287191631364129,-0.022509714829527884,0.04044485665037861,0.044920115222155145,-0.02714379405441092,-0.10525372097717278,-0.027508912632581737,0.0484901803918211
VCAM1,0.06607347041645088,0.01541646750471033,0.07768447875007466,0.012115207847020732,0.1578612804466921,0.03262849715881248,0.012672735119255284,0.032621477026317125,0.02082328009636678,0.022419605274586064,0.04656770152456548
NXPH3,0.03066317106050559,-0.00660606596978199,-0.020562142204819386,0.029987099564790193,-0.04232915590850514,0.0717962831626636,0.018784872534410236,0.05920057167054932,0.000454403171055384,0.030231493118011578,-0.026332397939032838
MTMR4,0.05450822061304115,0.023645885419957564,-0.012824915301120317,-0.014589760956558237,0.10106993463248315,0.07551297713144203,-0.04933583660456091,-0.014802186935530495,0.02859880589425495,0.04513803494198322,0.030748701255762866
LAMC2,,0.020475755999231654,,-0.02166830167152566,,0.0418848991978764,-0.02968275755845728,-0.020360868022363688,-0.02093616337150828,0.06880104646769365,0.033924051897333635
IL10,0.0021534684184115315,-0.0007393423519978466,-0.006857841412200037,0.01057407420578844,-0.050650555907951846,0.04751002474625753,-0.0003783049714289893,0.006528398738772819,0.024607810033692588,0.018670560258992563,0.011468601716248035
SEMA4D,0.011128954585312018,0.005717447092377865,0.02667546668454763,0.001028179915881803,0.007999752236646774,0.03182531345369368,0.016514412041475066,-0.061323299905649366,0.0015544567596263929,0.03722801253515619,0.018874486514610322
TRH,-0.044619565822724645,0.0397752258787524,-0.01489487296544154,,0.1108792824654696,-0.00983001842765321,0.024450244808260458,0.11957859906098932,0.03048274014664222,0.08428546019578109,0.05936411658363836
SEMA6D,0.05859275996625583,-0.0015473581838589272,-0.05357116582387021,-0.020101758793945736,0.050991533909038114,0.06139078371876235,0.0036006053708623757,0.02197016878765586,0.014719671926475827,0.024961698979987543,0.09261973859880736
CEL,0.06200142612482647,,-0.029386032811803624,,-0.04102725802942448,0.01647347274692761,-0.001364479325779735,0.12979055889804533,0.0013000567157939098,0.027962723172873922,0.011829304988543964
PDCD1LG2,-0.007991765550717064,0.007380856260630529,-0.010739282031806041,-0.03172315040450475,0.08897920833402946,0.012114660231248289,-0.027983022317183633,0.1363264188649641,0.02039925022539333,0.07126014853010738,0.07760917162808746
SPINT1,0.08998343535337079,-0.006796539491706969,-0.039729097302024535,-0.03284980322439799,-0.04874336541223175,0.004666205250946466,-0.007893474103291305,0.03548319542985935,-0.007858769571088184,0.07391099713707318,0.12460302165902792
CTHRC1,-0.052424686804635134,-0.031063583339881365,0.018970217492148476,-0.00020356226544608125,4.9202392943731506e-06,-0.006561827825452181,-0.004678182028537373,0.025519263764468114,-0.0035005366108047573,-0.0001046531192657487,0.03608439426649731
PODXL,0.08784389739543956,-0.03729435408793772,0.05663415668804475,-0.01700791658122699,-0.060509602458344934,0.08835846270856355,0.007897084113756185,0.0936925830114092,-0.025113622154054334,0.024655999358003472,0.045382393849692095
JAM3,0.05907641637360891,-0.003573321562328517,0.10189425895219317,-0.06861665732953125,0.026559074676918537,0.09647426609962866,0.08490402009267586,-0.028361853798450885,0.016538663457563055,0.033567056702207776,0.0653783476590321
TGFB2,0.013605597894451357,0.03184577244807984,0.0703641931728854,-0.028065290038530904,0.049476165292776146,0.060632578758512246,-0.00855839433926858,0.02011276440055094,0.04013339964822071,0.003921023464893252,0.1418185710434268
COL18A1,0.10808905596522929,-0.04817962758583027,-0.008719820295747091,-0.035233198431659736,-0.02436663731599679,-0.03036343196111363,0.019890436194465195,0.09980269923414244,0.08915310289859077,-0.03132565204271195,-0.05056209646935025
NODAL,,-0.0051102191086703575,-0.03587422450736741,,-0.04332932491729603,-0.03311425906495696,-0.03852369006356947,-0.030629281412924383,-0.04534567850679377,0.23581057206334977,-0.05536465241140328
INHBB,0.121987376631077,0.006522025042033076,0.14641034360944288,-0.01740295795401034,0.0165874129454581,0.042998477355618174,0.055098459025235594,0.05346810553132232,-0.016876497463635832,0.0039534180090321225,-0.007692397732716833
LCN1,,,,,,-0.0461148285543045,-0.013623329651232245,,,-0.023659254727128917,-0.029137694371134115
ARF4,-0.028229761304432686,0.07230651099592528,0.0038007877622148797,-0.06354977326109273,-0.03991729984580142,-0.04117608111466888,-0.020940284626601684,0.0551612481057834,-0.01139292644281334,-0.047408982137173435,0.0668593348620563
CXCL14,0.004991128632940501,0.056611354931518476,-0.016041658079894158,0.045371093263802946,0.054248270689641824,0.060275407875011046,0.06802758377763105,0.14094244044066404,0.03884305032431874,0.08476320376300611,0.07788874893795669
LIF,0.046314316047193604,0.052063245929358064,-0.010827051910187348,0.04630954257167174,0.1451977251921087,0.052183301429183676,0.015911268268457256,0.059168689491231795,0.03475367450433177,0.053126459929964384,0.17243628336092734
IL17B,0.002557125084828709,,,0.03465666317242804,-0.02540961037144676,0.003463186893972238,0.04115396747494729,,-0.013112125085551547,0.06587618391179953,0.04405500445780282
MMP1,-0.01469078329217115,,-0.014894869716167963,0.04130293860367725,-0.0004249265697165644,-0.007015561207307343,0.013290070986510794,,-0.02084408092209124,0.008069775606545156,0.015137213390419948
MATN1,-0.02287966218278304,,,-0.014917470331650522,,-0.0021972014130371264,0.09195151575856943,-0.020596001973362865,-0.025239090188910532,-0.028454470615331667,-0.012707797700875626
ADAM28,-0.028562229872548275,-0.0004607428922885246,-0.06390863346748268,-0.04150914924492498,0.03850774753933325,0.05519132066810978,0.02233760833044667,-0.043334494858819204,0.03102491807826967,0.022252182217625528,0.002518474426182078
TCN2,0.010494321712174468,-0.028683815821548102,0.06424530255559419,-0.03927677430702237,-0.04090192700515521,-0.028867938818041096,0.04715396377468038,0.022505836924635092,-0.0004889471647313665,0.02936293356347443,0.04779241824402421
THPO,,0.0458319849628053,,,0.06569542195621161,,,,-0.02825815414241017,-0.016542893179426425,0.06857868217332105
CUBN,0.008234639557759427,0.022065424708476628,0.025373197656877473,0.010750031510608726,-0.0398348787676007,0.0298381391996005,0.038411494885039706,0.04459693722520969,-0.00970482728735628,0.0001088480703837826,-0.007887840795469985
TIMP3,0.09581190328196114,0.04752606124501541,-0.051901715343469254,-0.021249735798957538,-0.007852961191971913,-0.03127383021266051,-0.00013823011925889072,0.07116782128099562,0.05278143367612144,0.022349165496041004,-0.03707906435103397
PIGF,0.0810997819967425,-0.0022888491743508132,-0.007147541753850019,0.014896337738337016,-0.03395113602688077,0.027177822395356564,0.02304211106837257,0.021308895611405147,-0.04198086083313319,0.07373322383312467,-0.0520311111205436
CRH,,-0.01527636799854184,-0.015135902589842811,,,0.020516972432010533,-0.009517933806864498,-0.034714303096224,0.0202262565556096,0.06006527823829507,0.018934105508122658
