,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,0.07569433587297336,
BMP1,0.03167099621430107,0.11813548193055105,0.027458395318833814
NDP,0.08513238446504003,-0.013179263561067345,-0.0021019200182650593
TNFSF18,,0.09095783851810635,-0.023953082338154453
RTN4,-0.0610786011953779,0.07437856809144669,-0.028435495026989693
HEBP1,0.05615760274935015,-0.016690222073937847,0.053106553750645255
WNT7B,0.0019609585599009837,0.0948223036807625,-0.052081437627689915
PTMA,-0.01187828919145801,-0.029895622786955272,0.029316525479792157
FASLG,,-0.018478384375187593,
CEACAM1,-0.019381577153916044,0.03832131029373891,
PDAP1,-0.034591551170311145,-0.04569729672738327,-0.02555271465637533
QDPR,0.018145278013519776,0.014525054868540404,0.015260259463268536
POMC,-0.007418239249082234,0.00907752376850723,-0.05734417336223845
CCL18,0.09235227625725582,,
CCL17,-0.013674894526591107,-0.01674857995101624,
VEGFD,-0.019381577153916044,,
TNFSF13,0.1168389218621324,0.019255482027274243,0.19452643324937033
WNT5A,0.058821641679449255,0.0006300045809766139,0.042431642193060316
CXCL8,-0.023172171121930395,-0.011321720357728965,-0.04244666351124715
GRN,-0.030175861048949745,0.07114425781972032,-0.021671846908248672
MIA,0.12459398898323978,-0.04369094512192546,-0.015206957271962676
COL4A4,0.02143753620251399,0.02752717874910281,0.004433725930136647
TAC1,,-0.003520462053324219,-0.06821848825601712
RARRES2,0.02897955915758215,-0.05195303510658936,0.008594662585152209
FGF7,-0.012308397983574915,-0.0008857160384838524,0.0002516441083868803
EFNA2,-0.018420892010013505,,
HBEGF,0.06738586075843649,0.05829618125007937,0.040699720976505045
CSF3,0.04251794821419108,-0.017633670915003,-0.014579979038863483
PI3,-0.035154375712947945,-0.03831210868544499,-0.0658494232974541
PCSK1N,-0.09733434376391441,-0.03555391597750929,-0.03563770532274639
NTS,-0.022442361302663676,-0.026113062076284728,
SFRP1,0.01852210234160904,-0.025506260669556892,-0.023538683418920743
CXCL13,-0.029795479886179012,,-0.005117886488719325
MICA,0.040933335030860156,0.04166603257679057,0.03383763488843407
TG,-0.012485975622855057,0.0617221184267304,-0.027383279731310307
ADA,0.016737712298439678,0.002117159830460241,0.01788785022090123
LAMC3,0.06706206783693425,0.014996497993059882,0.003989597369649788
CCL7,,-0.018478377804494673,-0.05187388429426443
NGF,-0.01817328423035764,0.00036775929891638725,0.057515834085363135
TNFSF15,,0.09513347167929526,0.04289312162940187
HMGB1,-0.003083246887568583,-0.04945786519867131,0.029686089582235575
ITGB3BP,-0.028210664233145385,0.011160556822607614,0.04543596129968602
AANAT,0.040304802954288274,-0.01955089430575934,-0.01870527779713812
RELN,,,-0.005613530460089102
IL15,0.020809722223949074,0.020705838501363746,0.019889219173070263
BSG,0.0690937219940488,0.02117304572099346,-0.030380332748073495
ADAMTS3,-0.039599243708467825,0.06505933376821976,-0.00440780112454552
CD34,0.02533211122487704,0.07051547384338336,0.01699933075200035
PLAT,0.022883868479203245,0.07823972251376218,-0.01655040956181094
NTF3,0.06602224466627173,,
LTA,,-0.026312557345066587,
CKLF,0.05229453211890092,-0.02636738284592254,0.03952289948411728
CD24,-0.009702543221950608,0.0031072796983614686,-0.005152557599514419
HSP90AA1,-0.10925636677703587,-0.08183312590453806,-0.044285839043737514
BMP4,0.03167471100104121,0.057303700231003125,0.009196661691097861
SCGB3A1,0.1410834955469043,0.0037348628597368267,0.018463607864456267
IGFBP4,-0.025683230296400326,0.04746207295208155,-0.027419677206302773
RSPO4,,0.0792546669065877,-0.023586614369249664
LEFTY2,-0.02118071618226306,0.12386141290671698,-0.02625316036735518
PF4,-0.016884022864943452,-0.026312551256145646,-0.018476729676670686
ANGPTL2,0.0389461171157695,0.061758544612741856,0.034478658007381355
LRIG2,0.026801243917891668,0.04946620030750923,-0.058728844839973204
ICOSLG,0.06264208888421265,0.06324674618878225,-0.02039750881004857
WIF1,,,0.054589044103753065
NPPC,0.020044033534360888,,-0.01780400900957272
LYZ,0.024405062915812185,0.0035087019454776527,-0.0427762753750868
EREG,6.418769004556332e-05,0.04555297205187035,0.07691747437165711
SPTAN1,0.017710591709873828,0.004436916257618256,-0.04446483873510645
LIPC,,0.0686943117410217,0.04036230474150659
COL8A1,0.09869806345721706,0.06261677652509612,0.02709947954856613
GSTM2,-0.0020734872718595155,-0.04323141505415546,0.08709141564038046
SPX,0.05553125745217042,-0.0076792077283173,0.004195749154543368
MFGE8,0.07305225719230626,0.056473712904552074,-0.015051131747151036
TGFA,-0.022305596022630176,0.005051020355114202,0.02660669511243139
SLIT2,0.06025885743314389,0.022946878211447922,0.05021919893980953
PLTP,-0.04278531882785494,-0.026087410051981796,-0.004214315458093496
APOD,0.04161564118027114,-0.055501017032022794,-0.0004409346228101804
B2M,0.036715646732301044,0.09588820913992668,0.00982437497843001
OMG,0.07302291538602448,0.014374874001712697,-0.0499977866516285
CXCL3,0.09648784475007378,0.015686670648502894,-0.015066393733536167
CXCL10,-0.022646369280830025,0.010176198399753653,-0.017113762411078298
RSPO3,0.0884600925560237,0.0036034008757584203,-0.010843756651687854
CORT,0.07691208122225891,,
NCAN,0.050067698001823056,-0.04372287769338209,-0.030811596238208575
PRG4,-0.026070616203037255,0.075960087182793,-0.025717090490830413
ZG16B,,-0.02338165134918389,-0.01576254538411634
TGM2,0.013238031630444666,0.05066308860945885,-0.028522730359981194
VEGFC,-0.03540077729681345,0.03392951223088239,-0.0058033033652806695
WNT6,0.04166654701442636,-0.02823814947773636,-0.016287438486653566
NRG4,,-0.018751942302736087,-0.024493809334057065
PMCH,0.04041072714036839,-0.00010802426078767295,0.00297790559202192
COL9A1,0.04399416387367792,0.059086818146651204,0.0686523712009731
GDF11,-0.010202094720801294,0.01451665326981492,-0.006281094375033808
RAET1E,,-0.020570747469957445,
IL24,-0.01661481570451478,,-0.027383264007066713
SORBS1,0.027599253843822887,0.0017417102084330862,0.02353311791316772
DLL1,0.08716654670349046,0.04413081794090876,-0.015851028290372556
TLN1,0.02543183978903683,0.020348414855442268,-0.06697337466124492
COL2A1,-0.043303292322551167,0.03340113203893843,-0.02206760751740397
SHH,0.03442037055330223,0.050347887948357734,0.03202483570124738
PON2,0.07747461000918715,-0.004253432479671198,0.03711334672981007
ICAM5,-0.020771873689197428,-0.019671943530506792,-0.02796304448865552
HPX,0.06957254507129182,0.049468520403813054,0.04129223995138722
SFRP2,0.012137020392861159,-0.014539078905521039,0.017551446555828718
CFC1,,,-0.021673167342649714
CD70,0.014464672346454644,-0.028609476200914044,-0.007168701133606554
