,UKF248,UKF266,UKF304,UKF313,UKF334,ZH1007nec,ZH916T1
IGFL3,,,,,,,0.09175940269930678
BMP1,0.06085450107475455,-0.03001564521754044,-0.06673722335110442,-0.015268044716857955,-0.08690369882474115,0.0682926313937556,0.03842815410597115
NDP,-0.007421028584711709,0.009564856027023347,-0.07401768318049926,0.03414677441879974,-0.008264556137399025,-0.006802762784638549,0.022939389261201367
TNFSF18,0.08079488509669931,-0.01363303889394756,,,,,-0.01468485269817617
IL36G,,,,,-0.02012642970161376,,
RTN4,0.06403127604732801,-0.018748797521653985,0.11751810808957418,-0.022237381368372226,0.09663646035392424,-0.13107034114729277,0.018936239855526688
HEBP1,-0.02060399008188198,0.005793493437795873,-0.12314538954320102,-0.007936256891132084,-0.03255577196682803,0.02547820383062823,0.014869760545467299
WNT7B,0.005388658889439585,-0.05175458376808281,,0.0276820419199459,0.087129132032162,0.028065817864413863,0.03462682577865797
PTMA,0.0629295095571606,0.051545310536015736,-0.1762626038554272,0.08789885924316586,-0.12946831036850479,0.006847081963726568,-0.04756175629740914
FASLG,,,,,,,0.003072247594459755
CEACAM1,-0.026155772463404628,,,,,-0.04449318874528668,0.004599714450022148
PDAP1,-0.026170656803033744,0.03607820843922941,0.07761667264165664,0.07771485623415808,0.00936876469899096,0.033093312280988565,0.04462906194362086
QDPR,0.03534050370085311,0.016564963639798404,-0.12460652000824048,0.07635651038967699,0.04464883957608583,0.08354103431564643,0.0328193207247345
POMC,0.03322632903133192,-0.03596670625546657,-0.061045550585622076,0.020920431461995737,0.026811316583166822,0.046204997605910555,-0.027446264111068385
CCL18,-0.03263993273161293,,-0.02472138872370462,0.04863941149829033,,-0.038150583250902204,
CCL17,,,,,-0.018386064921569672,,-0.017311875389952446
VEGFD,0.009701057884517231,,-0.018886353027696742,0.040771418319419675,-0.01970491525422673,0.08193391717244733,
TNFSF13,0.09988902887320028,-0.013221203714785086,,,,,0.03370303749609708
WNT5A,0.002253337434816454,0.004436224878215273,-0.06172969301682628,-0.002811423475893432,0.004979743477014234,0.038191313109936564,-0.0015621314012760148
CXCL8,-0.044463507096314824,0.000527205786954169,-0.0430356835151742,0.07948068816615857,-0.017054300148416354,0.04347843546074381,-0.005756435743101224
GRN,0.052053252230176913,0.033905309923825844,-0.08576617584287163,0.05708777848301314,0.04650414206572119,-0.054233688509231055,0.033167698513804494
MIA,-0.03772050500833181,-0.023906486173712094,,0.007719554131845136,-0.02698678446885457,-0.017498376576116303,-0.04196926049605884
COL4A4,-0.020537991627614174,-0.012579391216339773,,,0.02562652936336678,,0.11520411726712648
TAC1,0.013250716267232449,-0.011410412852711382,0.15671487678020435,,0.09729360507018592,,0.013323736341351162
RARRES2,-0.08479465348330699,0.006216719206369139,-0.04414820343741359,0.08484494469876103,-0.06252633739850814,-0.022589078697532683,0.0029237170595011745
FGF7,,-0.02522843188357487,0.005719651180444281,0.023007156103363683,0.02903731437422369,-0.03861120680889482,0.060448184686592445
HBEGF,0.05038757004899672,0.08890910469557083,-0.061719870715121326,0.09686570616825876,-0.03453453415680424,-0.09542745734540257,0.047144050095696347
CSF3,,,,-0.00781713918089045,,,-0.018226734113624837
PI3,-0.034338585390477815,,,,,-0.0610691103283219,0.01892708924319806
PCSK1N,0.023234749363101413,-0.05369243375357375,0.10898345068684458,0.0704292404624645,0.09899891065397846,0.0587867388042978,0.03634635218598269
NTS,,-0.015356578534595282,-0.017003784533284005,,,,-0.026991307802623855
SFRP1,-0.01586693322348467,-0.019649436303310893,-0.025483655035564226,0.007650931673115207,-0.010358723457757651,0.019474122225841186,-0.010980631020607354
CXCL13,,,,-0.00813252075404221,,,
MICA,-0.0030511767296127214,0.14403809575685594,-0.05413143765450491,0.0018518589767073275,-0.02903337835502279,0.007876056517958564,0.13559382596988648
TG,-0.029660827139692075,0.06679724062196643,,-0.02157075541719079,0.022188281760372824,0.05337959492553516,0.011750346392975883
ADA,-0.030923195533484597,0.01128305569496687,-0.07304191842529272,0.060257251211337036,0.011312656713217989,0.018615790624128326,-0.007711579717078605
LAMC3,0.07203073439722926,0.017278703622659278,-0.0014802369126119244,0.03337010381532876,-0.016479053886227227,0.040133421659329316,-0.02139996220901734
CCL7,0.012301599211919517,,,,,,0.09411630417341024
NGF,-0.0356469015798557,-0.016914919286381554,-0.017003795729147935,-0.032217393871204536,,,0.024786329221318758
TNFSF15,,0.017209597304668627,,0.13743369975227243,,,0.052872125927627356
HMGB1,0.040722137378619815,0.00882305763317822,-0.021501394712759466,0.055172621641022365,-0.026778379711540047,-0.042318806021043494,-0.08692230556149343
ITGB3BP,0.013858991086319146,0.05400780604487833,0.027192317869202096,0.06508686042369563,-0.006160176944391221,-0.013158929386412452,-0.04502641915151804
AANAT,-0.030122147194666965,,-0.015986068668963783,,-0.024663147446180395,-0.02939798837593668,-0.02020843838542264
RELN,-0.011161242494116,0.014892071316956738,-0.011360235949976481,,-0.027304232986484524,,
IL15,0.0002968134729648452,-0.014614307054894504,-0.03275902544260522,0.13246409340139453,-0.022873929344200433,0.03938122005697165,0.012319087938018655
UTS2,,,,,,0.03985382498917155,
BSG,-0.0011638341703170917,0.0640155995084749,0.1218986824841571,0.05987781737812567,-0.020644274047467853,-0.020232529949556606,0.07092160856408303
ADAMTS3,-0.0161791592096337,0.023685091124493452,-0.025669869968784516,0.03776071703600225,0.019220853499534455,-0.0691339806028698,0.03240081422958656
CD34,0.08651844638540855,0.03882866115516169,-0.028286893617076692,0.06111015590204666,0.0022046176814228607,0.028117988230892052,0.014761284900721653
PLAT,0.05844985418334754,0.021679351361617152,0.04783572224164049,0.04787774097865313,-0.033064252021812936,-0.07760010147134622,0.061753795333458615
NTF3,,,,-0.04841397656647844,,,
LTA,,,,,-0.022873932167768948,,-0.027197512582022305
CKLF,0.0036616615570527586,0.056321392927563274,-0.0908640658344093,0.10691341956690176,0.017345982371558287,0.05138099365669253,-0.036106382593797996
APELA,,,,0.04820086356482077,,,
CD24,-0.010695106372109539,0.04918548440710021,-0.022858917698412154,0.020222895592831372,-0.002971816326049318,0.06407593070883,0.029302061119338006
HSP90AA1,-0.005985403704038362,-0.006049892513614647,0.12184139794796908,-0.09013239221348544,0.08099781275454042,-0.13744518776025624,-0.04008422978583227
BMP4,0.05556047702685658,-0.052006345937876904,0.06396553223454955,-0.00741547914708941,-0.019490952727881337,-0.03926719310283077,0.06155809063216179
SCGB3A1,-0.020761752489732343,-0.01865542142879048,-0.028139954526715222,0.03351711232666255,-0.015961127371567414,-0.04298085477514247,-0.040047280110410886
IGFBP4,0.049634619582465726,0.06134163540876363,-0.006138798148619234,0.028069293430820246,-0.006197533790683012,0.013879996566983643,0.024636343830095952
RSPO4,,,,,-0.020202179993789558,,0.0109820850429247
LEFTY2,0.025631539335539785,-0.04189094883070511,-0.017003795729147935,-0.010925807324594547,-0.02823761381340047,0.009991291980601204,0.07523806590084654
PF4,0.04289014106679819,,,,,,0.03318563648803283
ANGPTL2,0.013105717944033474,0.034239234285995894,-0.03657014983617203,-0.06930931462689294,-0.03201883563527888,0.0791281563466209,0.013911450037951844
LRIG2,0.02100528572500815,-0.000671130852666194,0.083358462410283,-0.022553115458403387,-0.028065476103965394,0.007877258374525221,0.06051152861107742
ICOSLG,0.017964956480221988,-0.010135089995645035,-0.06812313941989329,0.0009126546247370978,-0.0041203613846225225,0.04888927201588354,0.015155095293564083
WIF1,0.084257103821636,-0.04940711913327318,0.1020451568098719,,0.0798883961645666,,
NPPC,-0.011690789056020065,0.13687278277644893,0.08574448178501907,,-0.04810409645622042,-0.01284562521803593,
LYZ,0.04689595948890306,0.013856883521513525,-0.13255657914199948,0.060876890529860755,0.037614633716252184,-0.02941298761266772,-0.009120180211435942
EREG,,,-0.01749193664387064,-0.02073528907762672,,,0.07239709606069383
SPTAN1,0.025053110021636002,-0.05836204131535434,0.16755187961960635,0.10386955493535259,0.11418813097018213,-0.05716970038968016,-0.04823209105486623
LIPC,0.05145128479034361,-0.022663042938300716,-0.012760525226940043,0.008344779091139612,-0.03593280838829543,0.07203900970664959,0.05102583158503451
COL8A1,0.040978561225051016,0.06153469685391814,-0.07210896769949257,0.0073721303905442655,-0.0020921988863296017,-0.05726258936893222,0.10701630848595167
GSTM2,0.044251600995287015,-0.01235836446952076,-0.027821140734263377,0.07032069201630214,-0.027441797063706114,-0.020628285726997524,0.02446033545944122
IL4,,,,,,-0.006510554123247856,
SPX,-0.026478003938176693,-0.004799680980347181,-0.011112321919440862,,0.06795885879540174,,-0.05877245341043092
MFGE8,0.028456505931299416,-0.017584698552081748,0.00046923487847883884,0.08446284991374142,-0.056842622508659894,-0.039690381327120224,0.005090835037276563
TGFA,0.08361450687386676,-0.020397993529975667,-0.05202251054236009,0.0006486893995577866,0.008584191690905357,0.0009466084489837236,0.02054435271766588
SLIT2,0.04137920473565864,-0.02953097104550462,0.16656634643646767,-0.05528667794781996,0.045121252757145104,0.01580851365953819,0.02935974815530144
PLTP,-0.03344557734837955,-0.023029686016455442,-0.15924118194318776,0.0399929829217702,0.026782349189361593,0.012351410626466884,-0.01166813729888306
APOD,0.02579394626299548,-0.005254384298439256,-0.12279116184085909,0.1149084505357411,0.027195229561749756,0.09858475500466897,-0.0648718932583716
B2M,0.010958083085964963,0.0040247350763054105,-0.1737448618402491,0.09782262918655985,-0.026989498727021936,0.08068580055581981,0.010118681840806812
OMG,0.07100665402972355,-0.017250039109207173,-0.02032170220940465,-0.025882488870294144,0.024729435146858107,-0.06399569906231732,-0.01243205743396216
CXCL3,-0.004605436302372627,,-0.02462418280684255,0.07609262329339532,-0.016473373318577837,-0.010287637052487131,-0.006950381730994197
CXCL10,0.027916483310151098,-0.019976102118691493,-0.03620000091975524,-0.024037449379143327,-0.026178183773978157,-0.05330868963828069,0.0089865435754954
RSPO3,0.1289810948211327,0.023023022893368078,-0.022150636271020853,,-0.017214357624743725,,0.0015603034446355917
CORT,0.024175210195987257,-0.03362307173812897,-0.004853098992152621,,0.009128379448432576,,
NCAN,0.05265502974535765,-0.0059257220966292025,0.11338555198305549,,-0.007595113756582252,-0.09128219563721147,-0.07144142125931814
PRG4,-0.019576235866345573,,,,-0.02012642970161376,,0.13944737273368646
ZG16B,-0.028790284406333973,,,0.07810994000753295,,,0.011614787773079751
TGM2,0.02323562791184402,-0.014269680380043398,-0.004758972333157973,0.006620598969816199,0.016112159836241636,-0.030483628675754864,0.04358736277320837
VEGFC,0.02113519067643155,-0.017555890395005064,-0.019765812245388953,0.06308310261424929,-0.020539823747234034,0.327771574838687,0.07186910752881895
WNT6,-0.022765289124702673,-0.014989776050795111,,0.016881818073547585,0.001273908128252937,-0.04692520765590997,0.058762518644203836
NRG4,-0.019122304849208186,0.0014566709909101354,0.12581217273626563,,0.14608765258626563,,-0.01938261568526875
PMCH,-0.006476782051148128,,,,,,-0.021746159993461963
COL9A1,-0.008582283674377439,0.01751230993430643,-0.017249449910623993,,-0.027304243459393612,-0.005795724462230771,0.026646167793073224
GDF11,0.06816992624364411,0.02716635441931441,0.021120173595154407,-0.0007697574879661124,-0.08063784410965087,-0.030387085321776558,0.020782276261891244
RAET1E,,,,,,,-0.021262591689540523
IL24,,,,0.026254285476887938,,,
SORBS1,0.033837838122989725,0.003686232057637889,-0.09008447604247732,0.07265797224244502,-0.07336819453384368,0.02392700096828109,-0.024767162408230025
DLL1,0.09800405870292228,0.03346747642972172,-0.07508648986989802,-0.0056226182341715504,-0.07279481952959896,0.05880192580374064,-0.030207128834305194
TLN1,0.030215667671680786,0.043154300325807936,-0.125907653278564,0.0665131021707089,-0.05222910358980232,0.0328529406611693,0.054088976437744324
COL2A1,0.06376339107133214,0.14232292808188163,,,-0.01672385595158836,,0.08979993812580929
SHH,,-0.01772554172180659,,,0.026395138386556688,0.009249626135107509,0.04945825236515455
PON2,0.03403216957616656,-0.004275805949542694,-0.0725311170764413,0.09883492799323339,-0.04172951582024581,0.06642433412915605,0.02942983799148354
ICAM5,0.06452898383458729,0.04599390309177458,0.0090865817366857,-0.02752223566195224,0.06925712809810308,,0.0219124394938693
HPX,0.016481354418748997,-0.0149897770619613,,0.04075827930054309,-0.04056999668443829,0.03945899291300146,0.06681040921819097
SFRP2,0.02437939334829987,0.005826529068555374,-0.031151690094635923,0.026521875037357343,-0.031311644497912225,-0.008271806375912398,0.0791930453915584
CFC1,,0.021328637205670364,0.10121639343319465,,,,
CD70,-0.02014616159014776,,,0.035942932427102614,,,-0.0019654788731832767
HP,-0.025473602516734153,,-0.04054423537239911,,0.10692305061370724,0.1555640734181501,0.05607872398997851
CXCL2,0.022244419177218852,0.04315981355058244,-0.046559923174362396,0.1227975994435123,0.01487567457614414,0.14515364018993657,0.043962048791813216
NPPB,-0.001836620534070553,,,,-0.020539825241154313,,-0.019661504966524117
CCK,0.011182525727990417,-0.06410279140277232,0.14709903544394676,,0.07287650397959314,,0.00713530750254852
SEMA6A,-0.009659968153913952,0.01796969304302,-0.0064600733349357824,0.03872182681566697,-0.03654599955611723,-0.03916953294722267,-0.018283584511197323
IRAK4,0.03217179314364148,0.058207677443106724,-0.055315985762754226,0.04961088552561724,0.004237508872648607,-0.03358535575416382,0.0442278212903098
GSTP1,-0.010985448592561469,0.05656238982309626,-0.15458110921254187,0.06376088948608967,-0.05681439461135016,0.0807876109053926,0.03835483306659259
VCAM1,-0.019576751920824805,0.06528672881792216,0.04066756451565149,-0.025554409362678557,0.04298648621021038,-0.029303740118090754,0.003556523083632442
NXPH3,-5.397164000909143e-05,-0.018814391032329736,-0.018755672030781854,-0.020273879268844615,0.0588293265089059,-0.05095978611252813,-0.04021249237288948
MTMR4,-0.03138107992412618,-0.029313614232521015,0.04115887464100339,-0.03536529292927472,0.04925692458037846,0.010697663101302806,0.05616214816262796
LAMC2,0.04401478016315391,-0.020538418304554693,,0.04310564484669153,,,0.04067485797426007
IL10,0.004130361061929733,,-0.03417720260553245,0.019568852787075732,-0.018386063751239155,-0.015714196642858447,0.12166435981659689
SEMA4D,0.04821252284847719,0.01836676341228678,-0.09848455001137141,-0.03268249875239807,-0.036398543525275426,0.0036757074719410815,0.007817519892042673
TRH,-0.0481112499097954,-0.0017242327876634625,-0.008904234407715284,,-0.06976589356705995,0.019515284061480013,-0.02202220409201253
SEMA6D,0.013643638351017083,0.0013552201079024995,0.048715925483783784,-0.008102148231951115,-0.035465409496562565,0.01995485067934915,0.041771252097182486
CEL,,,,,,-0.04739968576413265,0.01594064295347837
PDCD1LG2,0.03171853321799509,-0.014423117967184264,-0.04005848653203025,0.02529539065895741,0.0459519806816047,0.06490630014983774,0.027351088770992182
SPINT1,0.01574026520478394,0.05930140097442502,-0.027174318875181295,0.03923798155998198,0.05065901765067256,0.02884781565014576,0.0027190963081137687
CTHRC1,0.03867113283571535,0.037913404956109106,0.04227636239390782,-0.10254157265253983,-0.000724979860067574,0.06606500901541744,0.03408721865383624
PODXL,0.03777931187951565,0.027398797760969592,0.10814408893334665,0.00034871786928718945,-0.028451775785695348,-0.0049308819301522875,0.01640657403707441
JAM3,0.025076890804312846,0.1106487871069447,-0.12207643666394448,0.02106768345731821,0.005543471769159995,0.016740175096411774,0.06943870025719404
TGFB2,0.008526467503475499,-0.019893564527555883,0.10353275481739757,-0.03532165152448546,0.04180669134964442,0.085603112603825,0.05461316191278104
COL18A1,0.05761598918107478,0.021374165884301823,-0.0786423123745379,0.0044489036819565725,0.023818011670201405,-0.05940425623554578,0.010638237804033165
NODAL,0.0441883383126469,-0.0007007406354468468,,,-0.028237610654713367,-0.09051034259983416,-0.030139388987870927
INHBB,0.04555223254744808,-0.04927396106640877,0.03227019998755859,0.022878067772848145,-0.05305121876533179,0.04508764735783364,-0.01853637754749554
LCN1,-0.02102317009240396,,,,,,0.014559136490627966
ARF4,0.0005158773103532675,0.01284620554907128,-0.03154284913903425,0.06235601709827941,-0.028061166651257602,0.010558584410013143,0.046489328979969755
CXCL14,-0.019679913657768715,-0.03452113171772947,0.09802354879632892,-0.020796899109840554,0.08291788264979057,-0.020136778294630422,0.11550277764234901
LIF,0.0013551114407492207,-0.01819592396558824,-0.024446191467164768,0.04324413177354735,-0.013798396012408579,0.08575190973202648,0.08152618548128616
IL17B,,,,-0.025372452087635944,,0.042454891455001954,-0.03761723292868708
MMP1,-0.02898391156502135,,,-0.07464149891145141,,0.03054895140553399,-0.0022075362928802834
MATN1,0.022971538951882396,-0.017566177170570612,,0.1209233597914929,-0.016723853870384508,,-0.02678370604162456
ADAM28,0.07912305715102308,0.015432724262798783,-0.0996524419717432,0.0873195275616897,0.005579107971594118,-0.03794851717195717,0.013844087043915295
TCN2,0.05468270049440794,0.004430416481814165,-0.031058595680445722,0.09878840338800925,-0.04187006379694096,0.12544427207385148,0.0797048475467833
THPO,-0.03596760306351245,0.03853669498552116,-0.02426707816243522,,0.06516078002460221,0.04970988072954121,0.02700048761868882
CUBN,0.10337817891344225,-0.007348624799543042,-0.01866060675758593,0.06168597426343232,-0.03387868546859769,-0.005569104386309833,0.04242109248620312
TIMP3,-0.02526960660515974,0.024249698674249327,0.06894747471848116,-0.00560024965057251,0.024055536774771794,0.007183811046123328,0.027926949825275136
PIGF,0.018096157012902424,0.016179868633729826,-0.019580893918424415,0.07900816675028424,-0.00751828596309423,0.075759062660609,0.0647949209147111
CRH,0.016717929447437545,0.010607160380670418,0.08473143015179649,,0.09744147984873118,,0.04611555340847061
BDNF,-0.031920228671949914,-0.006564755389309384,-0.024086815076176507,-0.01808711586821406,-0.018835356926341713,0.046171364765880386,0.08579981534143556
CCL5,0.03866059331746457,-0.004138148486943759,-0.004369905361434871,-0.016314484391093235,-0.022687921518289102,0.0753679145053441,0.01912522823093637
GAD1,0.027839143557243252,-0.014672403445342312,0.197860869550178,0.05069859207641584,0.09415820229818844,0.01633428436202139,0.02893500042432616
COL14A1,0.05863908416487387,-0.022916404242487587,-0.042802367690566875,0.0413498343938475,0.008853944671383184,0.04103032008306653,0.0497609666154412
HLA-A,-0.03604010933623028,-0.0199082042900822,-0.1453586568058112,0.023923630213605895,-0.04763684438711596,0.025672632556867695,-0.012870215455095875
CD5L,-0.024631143900868867,,-0.025325397506597475,,,,
FGF18,-0.022286733298232303,-0.02053841531272218,,-0.030188576863093237,,,0.034731240604221204
ADM,-0.06408787119191878,0.007069946080042591,-0.07331982792632266,-0.08828297941390101,-0.08526504126654735,-0.03597931816898352,-4.7319360060271195e-05
CCL15,-0.00649209395673051,,,,,,-0.0190998574317137
GNAI2,0.03151020492120759,0.009517004460363947,-0.13159668181581158,-0.018240198783334795,-0.040923758307631994,-0.013851262864097517,0.06153880344649726
HDC,,,,,,,0.02071750813386641
COL11A1,0.02709430470394008,0.047804758015100125,-0.030740859612423312,0.0783922365599432,0.013262946873326974,0.03592826255621075,-0.012754447494897502
NUCB2,-0.047612258077469466,0.02222434431620094,0.022829187215050846,-0.009882461382802729,0.008062458320339862,-0.005752549459865119,0.03191876200807599
CXCL1,0.01089594308211709,,-0.03455170707956272,0.10395247289870639,-0.022687925364833703,0.025308115721195845,0.08141149764700496
VCAN,0.012029953162079932,0.04498384403494859,-0.06698835760616802,0.006712684426739447,-0.03911594870030024,-0.012839048900414726,0.006714981840760289
MMP7,0.06340508452469698,-0.018195918858082565,-0.014903633359084538,0.04542013399581926,-0.025848422924786462,-0.03431934241077432,0.07003354203741818
PTPN6,0.0671303247524705,-0.007951995689272653,-0.08037942170789394,0.09628053757340158,-0.05114531815630305,-0.04913464129690317,0.0242518234695594
PTGS2,0.024893220634236282,0.005225009483922585,-0.03328226816286141,0.000300134753269556,0.01655413935539812,-0.017547400159423878,0.11405798326361162
XCL1,-0.01436399624642462,,0.03648433501167336,0.06496287354235457,,,
CD58,0.036006692630964156,0.0005245046086760415,0.055131758431041775,0.0528529405418361,-0.04945149933420573,-0.04740150198159217,0.06222165347246962
TNFSF14,-0.027196545697718424,,-0.04245092242101171,,,0.04810692744163114,-0.03644921500034094
CNTN4,-0.015869097182677,-0.003177011441360503,0.06529764760390169,,0.10286206829746455,,-0.018886611570816118
INSL3,0.060020259908899726,,,,,,-0.026152037162688203
BTLA,,,,,,,0.007737521375592214
MFNG,0.04672085347015114,0.12387204573493998,-0.05045580563177513,0.04621188083622862,0.03604436689362506,-0.04205548431897677,0.0413376764026748
ICAM1,-0.06200088558411568,-0.019962343863810912,-0.05855646408315757,-0.021089493463084048,-0.0011371719478237808,0.09948016414419951,0.04248994362072271
PROS1,-0.007585077464426605,0.025686738109224515,-0.05906488392837817,0.025022937462584674,0.030225209271598562,0.09599680586785964,0.04793101066207551
CLCF1,0.0017188816394195063,0.1155374722391303,-0.034280471729023425,0.07944880209784674,0.025842245546646624,0.011010909781711414,0.059969675777759
PSAP,-0.0025221030453252847,0.0129598843212247,-0.12678013397767962,-0.12177750732757997,0.05584894015112323,0.01995107435294797,0.11832044842731528
EFEMP1,-0.04161208576705393,0.030242073490809464,-0.13210441856147184,-0.0042910477966007134,0.04887451762620513,0.10774645005288368,0.13492408702176248
C1QTNF1,-0.029400882311155188,0.01557736925728627,0.017805209131391914,-0.02241863112875283,2.931097871397042e-05,-0.03694143156058946,0.011883820996061601
ALB,0.056061883442031495,-0.01740547630035953,-0.053305680691144997,0.002535777917778019,0.00483495754220729,-0.05239477836503368,-0.029571691628936664
CCL13,,,,0.09889291511980346,,,
EFNA3,-0.0010237735776491479,-0.05207563376509004,0.11588205591879255,0.00914131178587464,0.0017926004155784847,-0.008150227004691684,0.08865295775946867
DRAXIN,-0.020709178689649693,0.04916547658322039,-0.02040278934760632,-0.0021460806611268697,0.029039602100955565,-0.059616864558554236,0.09250116006419279
RAET1L,0.03589506638042556,,,,,,
NPTX2,-0.000991379792000333,-0.06405353033502377,-0.09148321016035195,0.03934339259468183,-0.002787550893212585,0.11216895569005182,0.05113433490956552
FGF11,-0.05365867648232356,0.054399562563840986,0.05324883148640309,0.07905941535980342,-0.057133305703194685,-0.021498235552106906,0.023172346418940767
CD59,0.05290184153471526,-0.051177826215553064,-0.028173346025373393,0.07670066789547128,0.04881385892508609,0.029684638639090138,0.020368002610779458
COL9A2,0.010625447834359968,0.06167885149485265,-0.09520302469563918,0.05636350607374468,-0.034423358090523,0.018275139616578506,0.010156872054880325
DLL3,0.044534871279513256,0.03232612578406882,0.11446604685785196,-0.011425695096438069,-0.023248476453417814,0.08452682159292992,-0.07433289572144217
FGF5,,,-0.014333605733090622,-0.02029143545289882,,,0.0802860655686993
LIN7C,-0.020138529742344657,0.01842921424070198,0.021786038736727357,-0.026574124171913554,0.0125117452505764,0.1146026931723735,0.04149969310677402
GDF7,0.005593517099787297,0.037525100461043605,0.09559580833282526,,,,0.05380692326057397
PSPN,-0.01361061046412623,-0.04181136616418135,0.031049163868870577,0.0009017517963499506,-0.025785491487465347,0.013229253936217066,0.03781469034234118
ANGPT1,0.021993914892926025,0.01853445302191746,-0.08775979254137747,0.042252166395102105,-0.026504265094569067,-0.0026780493056703172,-0.003438644301191417
PNOC,0.022652057514700615,-0.016198802787939923,0.13319279045225696,-0.02752224471019508,-0.00189434844990495,,0.003256817638851736
L1CAM,0.027568091288964938,0.011788722522653011,0.11840354039772986,0.006139272631830597,0.08741653725204372,-0.04035755034013956,-0.0328497375303672
APOA1,0.02972233756246938,-0.030039511989316266,0.16303525133339658,0.01217779059958069,-0.029397523499927983,0.017744347549413533,0.03829060239081136
PSEN1,0.049859807774949534,0.020966261846155586,-0.046917705110063906,0.019442585352979967,0.0019741855477482455,0.018677130231369098,0.05649984931402525
CALM2,0.05752764820590245,-0.021514849497850888,0.11562281367030681,0.03699610902011432,0.04178324429898093,0.13100858942677876,-0.0243648728434252
CLEC2B,-0.01630968230787031,-0.034875068656897074,-0.06289646879071067,0.06379589424787402,-0.05676122165334552,0.012301094294160814,-0.025864721965058006
NTNG1,-0.006996291479400495,0.0013166338982238991,0.0580349907607006,0.12235561687843449,0.09483395795249996,0.014205345205607994,0.05862782672926465
LRIG1,0.03141670017013663,0.021156822640322218,-0.04985483352769357,-0.0209209671852705,0.01821405329444919,-0.01599683814543892,0.05455854648957211
CPAMD8,0.025197709534702538,0.04163208991531579,0.0028831581950377904,,0.015574054351575595,,0.033615256358726246
GHRL,0.030590304004258044,-0.01850340830002112,-0.015986068808484664,,-0.021344167514846493,0.11924636460245057,-0.03761722820485836
NPY,0.008926244012652193,-0.001753632722495564,-0.07167598534045748,,-0.028227555303496833,-0.051514173196357184,0.041478441291615355
MMP2,0.04736210160545874,0.06586949472390372,-0.08876466055097143,-0.11241679940298208,-0.05250342685365249,0.03337601537351197,0.007042846746501782
PPY,0.03142211557842771,,,0.006149650346166545,,,-0.03562828228421993
ALKAL2,-0.014606372492098974,-0.04450942581795109,-0.056373712270147716,-0.003749652500453713,-0.006134651349809852,-0.0024009708800904407,0.16511305853037972
CSF1,-0.05332953025414763,-0.008473579766604965,-0.001393465484768299,0.10671782432517773,0.052895204584772156,0.017462216995361674,0.046485295326580925
SEMA4C,0.057530403349511997,0.005623702628930302,-0.054886188736788986,-0.015722487851147774,0.0051926257776871015,-0.041530417125358425,0.020355011788500712
BMP8A,,,,,,,-0.023472861096909527
ICAM2,0.09924683327164369,-0.030114580004715338,0.061775882382576475,0.07593868004868624,-0.010043174370185138,-0.08309824970893709,0.03382056121431174
SYTL3,-0.04850481666121271,-0.02390648503756426,0.012632062809617152,0.015478278052750752,-0.038490336008033116,0.04595433858331834,0.06764539908756047
IL1A,0.01862195274762784,0.03671564504568419,-0.03535621801632273,,-0.021146213384691002,-0.040495194638814035,0.009066908390813961
HLA-G,-0.028983905425407738,-0.0134286245956401,,,,0.18975460571975503,
