,UKF248,UKF266,UKF304,UKF313,UKF334,ZH1007nec,ZH916T1
PGF,0.05722665653673578,0.023211549071340955,-0.021399657700198516,0.06428096250856306,-0.01274771859451767,-0.01947003448660084,0.017261882572972013
LGALS8,0.027962184751555288,0.0015038057950910837,0.09289690005079627,0.05535831434987465,-0.006957112941621109,0.08090543430710456,0.029303512043639464
DKK3,0.0978615192673084,-0.049836391817094566,0.07769603597020502,0.06133873636030257,0.11711137944208391,-0.04976142600523145,0.028375189135170457
COL16A1,0.09066202318801656,0.007354024855806906,0.05838504550828557,0.09243069190424875,-0.03561746576606125,-0.007843548998504547,0.026010459226047732
TPH1,-0.021281547524316945,-0.014229500388636497,,,-0.020126428313361516,-0.03474191217880517,0.03405310797262296
TNC,-0.061264879849671945,0.060938326357432196,-0.13910940467837474,-0.08874527760742479,-0.04081561329973847,0.0135607418162908,0.12121798449040752
TNFSF9,0.028134862191876407,0.005755913291871323,-0.03381350478378655,0.007735225096375759,-0.013411992065644683,,-0.014643227999247544
C4A,,,-0.017249454459734956,-0.030188593245580923,-0.0176918950483618,-0.004024849397600038,0.03663268895376203
CNTN2,0.030547476014545983,0.013459772381319577,-0.1374156945214391,-0.03196490403323471,-0.003962267190847428,-0.014224771901248073,0.031126610211667877
F7,0.013587148120626667,-0.012358361692408051,,0.0016373314219109217,,,
LUM,0.06217710615905659,-0.00528588148094712,-0.06721268246991967,-0.05865629571388724,0.008625058472333694,-0.044791669525699504,0.03913468081100438
BTC,-0.0188358616093988,,0.07910550999564485,,,,-0.026247820158266304
APOC1,0.06264321155763354,0.035340111684694545,-0.15290102527106889,0.10561056059210704,-0.06609613661235822,-0.044543382423158785,-0.01101408361547829
PKM,-0.038772948940067276,0.011196048038814242,0.0969069483615566,0.07235873084607632,-0.04667190931645993,-0.018043618098978236,0.08778002244318538
TNF,-0.013071209635222064,-0.030361030309151566,-0.05392554150650132,0.04244314788425778,0.027395466197102977,0.03374597867306333,-0.008094381981342755
GNAS,-0.009071913081832065,-0.05519206029061048,0.17025871221741615,-0.08000659451608017,-0.03799998150890158,-0.15897714881930902,-0.032280722604897116
