,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
CPAMD8,0.03327294399326317,0.02392808486184166,-0.02268213009037756,,-0.023058027809807948,-0.04238688921652779,,-0.022262682803101806
GHRL,-0.026959790794954794,0.01836859723226875,0.08464799951428796,,,0.05783745472288031,-0.026617405893275256,-0.019624786535129286
NPY,-0.030044596206158344,0.010864408086647384,-0.030831122409993774,0.03037138740283824,0.005411277375866911,0.03134362830322178,0.017676867156761814,0.0038136001400650185
MMP2,-0.02554558635049407,-0.0038189743407161425,0.04002961559842831,0.020598849544787447,-0.020141300404831072,0.013387274024814827,-0.04040581208626802,0.011809565151009763
PPY,,,,0.06238107411985407,-0.046558828104650625,,-0.026053891292389185,0.01582893884043845
ALKAL2,0.004192997109625387,-0.031812693305005746,0.09219381467105373,0.06814764889795723,0.033110378423446836,-0.00886926073808182,-0.03703932056015762,-0.018291913526188967
CSF1,0.03397698153600748,0.04745390363172199,-0.021714273593249116,0.025318995384377447,-0.0379209362034107,-0.03692719227303212,-0.010992130038009883,0.051139261632573846
SEMA4C,0.01236255565343237,0.01638461622550597,-0.08310225930583622,0.004798101507382623,0.02774629621115042,0.03671923292890326,-0.027744507342896012,0.03725761945427366
ICAM2,0.010266827445165626,-0.0017707705196853014,0.021845725789743937,0.0514850323026178,0.10199667719136422,0.02045722395987898,-0.01619729936500865,0.012041918406948607
SYTL3,-0.007433040530414653,0.03041744243792214,0.020899225898081884,0.05691139385024713,0.029382211439690883,-0.002674346124792327,-0.03268418395629176,0.014186839412743488
IL1A,0.05882227300632974,-0.027879063375139852,0.09134778649660573,-0.017925054090983703,-0.0060991207878919465,-0.015333736149427322,-0.039249658525637186,0.11738572682641572
HLA-G,,,,0.04562136912353546,-0.03568309343309148,,-0.0171661450596068,
PGF,0.039092840230225384,0.03289527774493125,0.09978425356804524,0.053591805589597336,0.0019050459985253184,0.032504250877123365,-0.04068230522550433,-0.016094190914905795
LGALS8,0.048851431478542276,-0.00034457355241983387,0.021538865464733842,0.029585086667478867,0.00245027227290368,0.021454911481248094,-0.007251260119760288,0.04896007126410078
DKK3,-0.0855797219524654,-0.010293514315560108,-0.04663078408448637,0.01464558560639928,0.10483839547849948,0.019373447749932077,-0.05815402676973677,-0.023501123802492908
COL16A1,-0.048661014993745824,0.004923182293150353,-0.016311228391939648,0.0010144927744485095,0.036383533450479566,0.009005865439156676,0.0052112302782939554,0.03741238613125461
TPH1,,-0.017456438179164004,,0.020263299938172226,-0.011807499849691,-0.015468540395453938,-0.008922211552221247,0.13728930987146848
TNC,0.008525608141803634,-0.004519589075062902,0.05521547396914754,0.0025041517233465654,-0.0349767870349835,0.04414906478148843,-0.026981810530320834,-0.005504865121586249
TNFSF9,-0.039782231910597925,0.03795249462586612,-0.010780637123471794,0.04892472826427879,-0.020130132558387543,0.013001459553354163,0.011679219009771777,-0.05566344029195284
C4A,-0.029090434248270708,0.07381451604839023,,0.20375868125670762,,-0.02880032132301063,-0.00960356487701283,
CNTN2,0.10277540848741833,0.020886406172422475,-0.052159338367490815,0.006373629244654561,0.07272586342136592,-0.030712467770539938,-0.019359532963394568,0.0008824151331852041
F7,,,,0.12958391598979505,,,-0.02460714836571629,-0.027517934025819
LUM,0.008246938534702517,0.0008693620573410758,-0.019146687998959442,0.08839963362817532,0.007425857218081553,0.0806152444156889,-0.06281204262302639,-0.004425596661265876
BTC,-0.01957527560778482,,,-0.016152769641886465,-0.023372998554796676,-0.024711762612149992,-0.02381281241381197,0.009913387145009608
APOC1,0.09073947362322136,-0.009512174527842143,0.04853411115458925,0.024992323452716236,0.049734541467927884,-0.007920504196758119,0.01861584104352726,0.007504917142417958
PKM,-0.05600240747761766,0.03268721776524932,0.050471235354642485,-0.06534055053005901,-0.11921202899296947,0.0019662294170582355,-0.05541144561730187,-0.03734672757953131
TNF,0.05050566383607819,0.0017745518924620546,0.018785248237385015,0.01128952916447768,0.047423710197071006,,,0.026618282182991865
GNAS,-0.10635678261409197,-0.01727267450257594,0.07062763542951571,-0.09694842599379885,-0.0397801064395439,0.06572220963644976,0.05292773501509466,-0.021812560823195094
BMP8B,0.04315960360648662,0.023246845533010586,0.03206578786543974,0.013029349585872943,-0.05350970315229718,0.04028004960975575,-0.0364407966675911,-0.011715222254774012
LIPH,,,,-0.015916980875269226,-0.026694078939039596,,0.07807528619416854,0.026439661574337185
CCL28,-0.03613483599173127,-0.013843713786321122,,,,-0.019907889455177488,,0.04730608450946125
PTPN11,0.06662795178443041,0.03915457396054519,-0.04111210068596514,0.033962998943580146,0.008834725141753293,-0.09076763100007837,0.017726732656899048,-0.014360455399929802
ADAM12,-0.0519016294904739,0.02507747776970719,0.077064416023694,0.02118065414000428,0.003552929164647905,0.0031445375440200905,-0.023454515851043717,-0.01855833768066588
EPO,,0.0809974797992034,0.016242708205464074,-0.017286247729997924,0.03160910817788724,,-0.02354244804238757,
EDN3,0.00922861960498768,-0.017636565232038298,-0.02384384007483788,0.00816313114344436,-0.01661836047640004,-0.00691020214673185,-0.043859090792771394,-0.0035655879410051963
CCL22,,,,-0.01956430927660283,-0.009407110376465938,-0.024711763705796894,-0.020657473291167794,
CCL2,0.03386430215995636,0.02273928461944969,0.0010628152583407257,0.06490388151379439,-0.00931266827171557,-0.011781461726179061,-0.014953634320932946,0.03317932191327554
DSCAM,0.016402824351500634,0.027525808091184375,0.0020598375800518058,0.01659654773712806,0.020975677768606035,0.03921973471642219,-0.010262466777835955,-0.007596228540804189
ANG,0.16051258642756105,0.02601335020618625,0.01706802375053596,0.08420297603741163,-0.04848947707944272,0.04349464508548673,-0.04004931395194625,0.0050722017095719335
FBLN2,-0.03573769500439325,-0.02690466277593038,-0.04293431175481848,0.08708018648549132,0.01298629553617744,0.061456218333121315,-0.03430202976574956,0.06006370111861358
VTN,,0.07967541226802335,,0.06759867059670853,-0.019494842555318914,,-0.018002383317538336,-0.034717291598835395
VEGFA,-0.04845297189522086,0.03299592039080826,0.10382594351826625,-0.09072307143618354,-0.12574532908719582,-0.01829700419900657,-0.014141081013160601,0.006169587601310008
F10,-0.03969739862262077,,,,0.11948641510969937,0.11899523207806088,-0.040774002171290645,0.007152494379459261
SERPINA1,0.025751683295237165,0.03191677784913509,0.11033279940328945,0.031151909440231162,-0.04232844626097068,0.028393999140969274,-0.05165832091084604,0.03482110438822634
VWF,0.030810076708631815,0.0023295223760958364,0.03287576337756152,0.058021936741641085,0.01443807983268199,0.05802280618963597,-0.04758847875396879,-0.027506676965611578
GDNF,,-0.017456439383249457,0.02714970943217819,0.10060664068787604,0.041147872422172015,,0.012550156477646245,
VASP,0.00639680258528427,-0.01680979272813493,-0.05838643771092137,-0.013767564544003057,0.018347292047892774,0.004114807953112292,0.015710853311357062,0.032834707593648295
ADAM15,0.020996850246156877,-0.014469183191327882,0.07798148017589249,-0.016718658925027982,0.002964501778201459,-0.016115819461413525,0.01898980041001792,0.009153969700832487
WNT2,-0.00182219595591991,-0.01633663913051047,,0.057641559247145965,0.07030856059985147,,0.02797792061700617,-0.014639573137742364
CALCB,-0.0273982921705777,,,-0.018765561789276505,-0.009642998204903792,,0.03537224121916826,-0.001582290983945874
OLFM2,-0.04002857112739872,0.021449103771379305,0.07016306519168301,-0.0021854168888405007,0.041883512685317474,-0.019599679866391325,-0.011907739581975253,-0.051006769743212124
MFAP2,-0.0318510018401941,-0.02182462082502939,0.08458254417615561,0.030907106452862175,0.02595945424867688,0.010514708140730036,-0.020352980746496333,0.03863373466566347
HLA-C,0.06497776445388029,0.013896784913846775,0.030880406529949344,0.09365220399241672,-0.08234855630513933,0.018097543328578065,-0.015859336056080517,0.006044608467255894
THBS1,-0.028369890757577267,-0.02971331891206319,0.019493394067900575,-0.023386755017864955,-0.03153723333142358,0.06280665618762679,-0.015607263726174731,0.012490101880066577
HSPA4,-0.016753875300440292,-0.039668818321334905,-0.011114549589527886,0.036502094132072435,0.04479962572826737,-0.010688023915950352,0.004461529444840149,0.006040767432538947
LMAN1,0.024602052779939355,-0.01963499919275753,0.009567334723425006,-0.025532377865938215,-0.09392484691325659,-0.015298466643562377,-0.00847023402105537,-0.01776170204724713
LYPD3,-0.03296905186194852,,0.029049806999709077,-0.0126671350027098,0.04575587553072018,,-0.017530503016041435,0.08113318687008884
APOE,0.019953347394714313,0.007478641115588205,-0.006689640218943872,-0.05199616306430182,-0.021498164193120558,-0.00728266280892281,-0.026158771123705984,0.01972105127166618
SOSTDC1,-0.05269500790346697,0.00023089295376588502,,-0.035702803301971814,0.05755350637395035,,-0.057911839350939014,-0.04279538758696401
ANXA1,0.05554496759178235,-0.02110848414710637,-0.040063583605906374,-0.07481807606134062,-0.04721727804373773,0.011426393177079141,-0.05037830762499693,0.07543221410257855
WNT2B,-0.02450098878143138,0.007310707455765567,-0.04380504885025268,0.036758397188235335,0.08091770122562902,0.05837170387906817,-0.020707587429277894,-0.054570957722063905
AMH,,0.009491182313826606,0.03009568069268674,0.052905642889518295,0.05353948027666546,0.005936077174201294,-0.020575645712995652,-0.014473323616484363
GDF10,0.023243798005615796,-0.0227559554434556,,0.036598375948899815,-0.01428391657436999,-0.025125989047580725,-0.011921049221476078,-0.019312498584603256
EFNB3,-0.020832760235454183,-0.008115073702813015,-0.021654123512432615,0.043861362033776524,0.04740796930133616,0.05305168364794894,0.028000474857536456,-0.00023964088271446712
LTB,0.019352532790852583,0.030616949502585325,-0.02974213949290121,0.021707062518791388,0.06909644981900419,0.11273772582233606,-0.034982278009277404,0.048320085220350736
ANGPT2,0.046065859972888645,0.04654085761303263,0.10409067751105423,0.04480039427770182,0.046677759605449475,0.03356589018260819,-0.058551182514832864,-0.026166206491510288
NRTN,,,-0.027217168595585928,,,0.014408495773363231,-0.02096286073264774,
ADAM17,0.11407281603751804,-0.0024059744578973858,0.07326218611531303,-0.050661497635807004,-0.02816840566171403,0.000954076697884599,0.025166905407257405,-0.01685155179854575
LRPAP1,-0.06184298146344142,0.01772439436602407,0.0206379789396603,0.08984990701355654,0.092086196773102,-0.054856674016271506,-0.02688350412170463,-0.01975792974730452
NID1,-0.04786299699788135,0.003723684146919024,0.11213865167281094,0.03947393956361882,-0.049731937226544835,0.03212104479991934,-0.07966046288749841,0.0010714912759758686
MST1,0.025592201772479048,0.0444458267571222,0.09835168684681897,0.02466790712826923,0.06226101957491801,-0.0078002546982362175,0.013559218728581176,-0.002568489038117111
IL13,,-0.003744490226836317,,,,,,
DCN,-0.024601008947797532,-0.02012420910910494,0.014540507881007343,0.019697599638366106,-0.0147901539910906,0.02342622004720702,-0.07431323437396928,-0.051151567725637746
IGFL2,,,,,-0.013006721087551937,,,
COL7A1,0.06795642381880392,-0.0017075946086737965,0.03763714759742006,0.00905867027337695,0.0063062384661491345,0.03614413608009752,-0.0073224003883668376,0.09684909668650732
CALR,0.04995778751169262,-0.024492374982881534,0.018336123075802162,-0.01876575737018451,-0.08474307275682828,0.030188065453246,-0.05283864128427599,0.030762439690330372
PIGA,0.06843565009798488,-0.008090455852324919,-0.03406195660499006,0.11526883421729123,0.0437469506562998,-0.006887129361315825,-0.019034010646901734,0.0026086286484098913
CD200,-0.06765068895408861,0.014024986549703022,-0.06203313259731407,0.04334544310730632,0.06180184376762129,0.06229159497562411,0.06275253642560157,-0.027035076480024015
GRP,-0.030301901707234968,-0.017636567886472918,,,0.11987779889783,0.04453641187374609,0.15952143242519137,0.06411848131029531
CDH1,0.03683594181100461,-0.02870104737950409,0.04084526310307898,0.002326007734347766,0.006266051113340504,0.10995472512391251,-0.07991726196803253,0.06283095626633259
LPL,0.040228559092358535,0.014867310708806083,-0.028288253332581198,0.059223535798695694,0.14709296810450195,0.01745469942663913,-0.05884550618255926,0.056694309642630926
SEMA5A,-0.03118050911624279,-0.0009003987831179834,0.018692428469583897,-0.0006307243156783963,0.06727931577988665,0.019587068559957982,0.05176683686868824,0.015272374252475256
SEMA7A,0.05537601674212142,-0.017027346438206876,-0.05517850112420268,0.024134230455140127,0.027790896427983987,0.009166167678628958,-0.008158197623297335,-0.020083336957480935
SEMA4G,0.037604358158583824,0.033001777400654624,-0.04466334435088929,0.026363353219115142,0.03431074508159412,-0.01948758314594199,0.07772067488321185,-0.046200768969804795
SEMA3B,0.07816698845029725,-0.00710583884979119,-0.0975062810670096,0.013921066469656235,0.03268651913199499,-0.006954122451640675,-0.05820689121754176,0.04062824796464062
RPH3A,-0.08430098348080285,0.007141069904372836,0.0010645159356820373,0.06874742708525287,0.04255502373644314,-0.06266633786413368,0.016101764598528412,-0.017589080150046173
JAG2,0.03876218770687492,0.00397345479328775,0.049914214255842096,0.03345931622304543,0.12171778193501633,0.026411733400726677,-7.58371270187633e-05,0.017695709497780928
CGN,-0.018473792181413536,-0.03535136343572502,-0.02524990075028671,0.052496335936688975,0.05417183184796084,-0.009696402733902022,0.005123665814571165,0.016675386517453983
GDF15,-0.06421101698683812,-0.036855736061408476,0.006918157875027053,0.0022729441498704956,-0.05702570868507736,-0.011746813573488503,0.015700183459816254,0.06749648016789413
SEMA4F,-0.07481486882981384,0.08835343290727121,0.06298784106840181,0.003454106018221976,0.03897313687343435,0.04127123210493637,-0.009787285289166957,0.030158124789318026
NXPH1,0.003892938656769811,-0.031321420040986994,-0.04858939054221691,0.07351340178851665,0.06732717560818037,-0.055594932645372526,0.06358112784111329,-0.017871502306517906
ARF1,-0.006096465222244499,-0.08933079219888375,0.03925747969401088,0.029685517246770748,-0.0326809245240812,0.016131660559938373,-0.0029361416551877445,-0.04226126549274473
EBI3,0.034844548548698395,-0.011982514667888605,-0.030350464784898775,0.05358028780291634,0.020735857122875186,0.009987310537094281,-0.01714534148339118,0.04081837036231604
TIMP1,0.03638659107850148,-0.01655579904941587,0.05960675064772776,-0.014335122915459936,-0.1412750211568313,0.07784026539013048,-0.10886919936481976,-0.02636897732854228
SEMA3C,0.0803734281044404,-0.008975805550547824,-0.012574571940224948,0.04373523303804374,-0.0071971866687130185,-0.015751416155343815,-0.013877747623434453,-0.013058911976043591
GAS6,0.01671370337168584,0.02022299273299503,0.01322224725704484,0.027709743796180276,0.004643284099977117,0.02386174576556873,0.07944723142715196,0.014274003717092764
MEPE,-0.01753389748119753,-0.032340345815432534,,-0.029915810368706643,0.06566181846730197,,-0.035481961565084555,-0.039822451899731354
SERPINE1,-0.07233897781425218,0.009115401898677641,0.058550041343617305,-0.053100306154470665,-0.1274759720087692,0.04150400958986503,-0.06174533736544809,0.02694457445785183
RSPO2,-0.05822354303720423,-0.01160139397160157,,-0.02417216157815688,0.130144762747869,-0.008604900021338936,-0.031964933061242845,0.010868398869399266
SHBG,0.04963385677999124,-0.014067536310982747,0.0018772705684084524,0.07200646922991222,0.08068170093924418,-0.03326596569306007,-0.033364331629691615,-0.012501461419607377
LGALS3BP,0.06919204660296649,0.05311042836690685,0.011902306284218959,0.014659026237488266,-0.05999335482441406,0.07109927714751242,-0.05679249567638709,-0.014836573436979467
LAMB1,-0.08529974011397326,0.001012915192693052,0.05492618318221171,0.05181830481116619,0.03838465513227424,0.018007121301167175,-0.061761399387672285,0.020438901077356905
SPTBN2,-0.10185468937507766,-0.005776469188785317,0.05082044277106383,0.029753646579981988,0.06598978058939334,-0.00783572968835995,0.06829453926919055,-0.039615153070538076
COL1A2,0.0017382288081527761,0.019687111259927823,0.058516150982085,0.03522983520900646,-0.06898529466511749,0.0329498770256984,-0.09116710591974551,-0.04092978077054682
DEFB1,,,,,,,,-0.026589299183573993
CEACAM16,,-0.02553576473562702,,,,,,
WNT11,,,,0.08567727368334556,0.10249288913647818,,-0.009328056773657143,-0.02387105751132538
LGALS1,0.06303941881755204,-0.01675260409215331,0.08119446370512874,-0.042207881166170684,-0.11321702502524418,0.02514038228488463,-0.03975575422102124,0.007746301069184729
BCAN,-0.09891904202296876,0.005999425299714111,-0.04661623594316367,0.05611476822537531,0.12036849871922466,-0.025715721858274566,0.03496366128041194,0.04882153159201943
ANOS1,-0.05324717935338447,0.012359989111072046,-0.08535751661833023,0.0586317713072828,0.0676292217767033,-0.03838413688566716,-0.018188374525907165,-0.009366239959717922
EDA,-0.018457045748614464,-0.009131147696769901,-0.04487605541633564,0.10953365273357005,0.004390212834605347,-0.022992420508190736,0.1287327777415589,-0.017204268199040793
FGF22,-0.012339550786813118,0.11913440897844176,-0.032779818727198866,0.071196221489054,0.0374666059077382,0.15821476689003794,0.019557380383685454,-0.03318930084665581
SHANK1,-0.009020711191487897,-0.019678118292057047,0.007603515518473415,0.05139130523205268,0.09756365896459464,,0.0057155587088773985,-0.006442813067365512
NPVF,,,,-0.01956431058798217,-0.02365126758620131,,,
RAET1G,,,,,,,,0.001925196041807947
TGFB1,0.0050237904925137045,0.04772496028860736,0.03945134816440168,-0.0005557859756412883,0.025281422111247072,0.06604287232512956,-0.08963553462432453,-0.04515075303849585
MSTN,,-0.003637775344547946,-0.012139089660067538,-0.022152482377410593,0.06657444710906785,0.02607890158579933,0.12203046537153174,-0.029727078113132372
WNT4,0.05515145502551298,0.015975871208208075,0.07390589677034592,0.06169987077988237,0.1046593868836194,-0.019394277956996886,-0.004732823185527492,0.023912570446684763
TNFSF4,-0.023185534118364198,-0.029162001388352843,-0.042934356419700635,0.03710472009675532,-0.005318745635247832,0.05452572945377363,-0.03890377890561446,0.02225949700676062
NTN1,-0.02412418389682114,0.006393087056139617,0.014437822388997195,0.04551949009887727,0.05911295599596662,0.04560721395209689,-0.00676278714882889,0.059889433509097506
CXCL12,-0.03882090418847828,-0.005467319605966127,-0.01695051788511516,0.0007399359743348925,0.0050213173084694114,0.0007658890003239603,-0.0713488877980297,-0.019669449206722336
GNRH1,0.017829827040358504,0.042858280346270164,-0.03515133422780678,0.0004987421379400176,0.0832835544698856,-0.019652630626293962,-0.009901319188774762,0.03826006762013422
FGF8,,,,0.10309630879044714,-0.019206303110693834,,-0.005025457452233955,
RIMS1,-0.0286863476472134,-0.02263344475160653,-0.05532690492546267,0.053621000788678895,0.09418284479653143,0.11268018071640629,-0.012408224818273153,-0.03975995689038701
FGF14,-0.012649342246189953,-0.029714402946031428,-0.06554598675167385,0.054699444954182115,0.0744393506201548,-0.01465408528104065,-0.005894310628462948,-0.04374177142657533
IGF1,-0.06962328174261968,0.02438980961200445,0.06396491393209329,0.030425317962773476,0.0528322413351058,0.03498172975677776,-0.009072679533519732,-0.03269935091217206
TNFSF10,0.016820303355689306,-0.02944850471569619,0.07865552095943638,0.011705522614521435,0.05779551977842442,0.07779494181248836,0.036551761090551485,-0.016250296053541745
GDF5,-0.04152756338192274,-0.01428799868892281,-0.000486799005387079,-0.014487474230850094,0.027115005252660453,0.006716747769842989,0.01682674284883192,0.030177131770705825
CHAD,,,,-0.02852744409973112,0.009423151325444102,-0.021850916304815768,-0.021567278954286558,
RGMA,0.010779488168487122,-0.004184204746190138,-0.028867710144362672,0.038283398508253276,0.03450597250669973,0.04039538817861875,0.056267056282567035,0.014308051478646638
WNT16,-0.030744029650522527,,,,,-0.018051183761242543,0.016178191514033474,-0.033383461788439386
CX3CL1,-0.10710714927311163,0.018873659616542627,-0.06718842439656898,0.047509080990164654,0.03599208161515087,-0.004873809091363756,0.0036505677037112247,-0.0240980327148863
FGF1,0.12161416779473239,-0.030422686966490635,-0.06642027901520443,0.03417422338071697,0.02848062077307785,0.022633884168800848,-0.024670861244866123,-0.000275914675998503
ALOX5AP,0.05611827074266549,-0.01610975447893331,0.021445442567082734,0.04879241846382534,-0.01498399750564171,0.0872679482658226,-0.0091173161616278,0.010073486545503208
IL1RN,0.05250343290071923,0.07369833124133085,0.04693368023729662,-0.04459880937427207,-0.051267873832007836,,-0.018956880056985512,-0.07771061020345323
PCSK9,,,,-0.017065204958761855,-0.025076878141973284,,-0.020347728359354434,
NPW,,-0.017090843026460082,0.03449980956562657,0.049245866724200824,0.012589332287613662,0.029054794905261836,-0.010153211533509648,-0.007891942150043333
CXCL9,0.01029890901280185,,0.04933482535611998,,,0.1512887884262891,,-0.05242705960229935
ANGPTL4,0.013735104218476544,0.05084848164527178,0.1317955469547508,-0.05235287227367303,-0.101606564640273,0.015378479737793653,0.016137438310833058,0.011450535176666568
UCN2,,,,-0.029507552570471635,0.014078886415600823,,-0.02299283183647721,
COL4A3,,0.05031539327474201,,,-0.019843845330465713,0.029160821260415724,-0.009398319521576439,0.012702235439028153
NRG3,0.03199100087393807,0.06734159317321162,-0.02507636113688611,0.020199311528371264,0.07712425902030742,0.01824114573253779,0.05305000494460551,-0.03186248225446411
IL23A,,-0.023544721103111253,,-0.01706519900570319,-0.006829520682314852,,,-0.029512657933099318
COLQ,-0.06270921730926696,0.08743482538182652,0.024036452594775087,0.10467980521396636,0.0022483553565328805,0.05737439894137964,-0.0024475289221374034,-0.027735014492924318
SCGB1A1,,,,,-0.031536351780301335,,-0.023542447900682016,
TNFSF12,0.032106021465348925,0.03817426097006072,-0.036073307439851494,0.0039019507840985213,-0.008989065863665015,-0.06919436017611942,0.036106133400198435,0.052244342916984474
DKK2,-0.05134263070606273,,-0.023116195539954844,-0.020144282621173428,,,-0.027098392117801122,-0.02372722543062517
FYN,0.0516618779474516,0.04246910335717488,-0.03415322430367026,0.02264995672197461,0.13463133788857357,0.02188518441958877,0.018798577393497704,-0.003231220548682369
ACE,0.014632803141710796,-0.03877474465265072,0.027691256890311412,0.0998375464402291,0.033213782577680255,0.06506847935124146,-0.008268066184961967,0.0031754989355082335
IL18,0.11027303977037373,0.0016642048554481215,0.023532447460330355,0.0167284253387604,0.03376604728684016,0.025241353167964276,-0.008144084699983466,0.06748995687147721
PPBP,,,,-0.020894695047751436,0.014730448666001357,-0.02321061823439995,,-0.024639199733231983
CCL27,-0.03510808498070855,0.026933244977580706,-0.02384673639192482,0.05066295836730743,0.08574863737223885,0.05575435048924002,0.05085542203782739,0.014756023130567768
SERPING1,0.023586369418886588,0.02999960408488579,0.04914069022274921,0.01963695425532608,0.04086406376805794,-0.0028464366828394694,-0.03813379364378529,-0.02600262263738507
AZGP1,0.0049715368273013,0.03664401699344263,-0.012298348871115923,0.013786985286693556,-0.040463414875745035,0.07724629330557263,-0.06657243334050808,0.02288430200603757
INHA,-0.026066770383521263,0.061742812316524266,-0.03385077626076386,0.04363049942752802,-0.033956109107625865,-0.020160139970266562,0.03198183987628536,0.07770927025693992
SEMA3G,-0.03969741188057041,0.041950012258666854,-0.02500567327120167,,,0.007883205463596587,-0.010943485530263256,-0.019393852562381644
OXT,,,,,,,-0.019714348128578398,
COL6A1,-0.059677436452377775,0.03754538534560313,0.0696156537449002,0.07268316571437808,-0.09089640696925456,0.05247227044943769,-0.05555598063510441,-0.0128854240098957
FGF17,-0.05058464079048725,-0.020316372458485565,,0.01638984696500544,0.00930378174363547,,0.014502017848357932,-0.03744365299810839
TNFSF8,,,,-0.02267231693325907,-0.012253347087339427,-0.01805119077899781,-0.02096286073264774,0.12356510581742922
FGF20,0.08976502108226744,-0.01868324924151205,-0.022744456077792227,0.027160450543318435,0.014532413416863652,0.07256455785460675,-0.0075381208034200975,-0.0205391439387179
ICAM3,-0.04007566572264374,-0.043247449438850546,0.06814013128850174,0.03936513704297404,-0.012220184142327053,-0.023597668983653657,-0.009973377572372913,0.029406114371804702
LAMA4,0.037495911597989075,0.04101680046281578,-0.04925871232950084,0.023801458218556778,0.018345324015964507,-0.004328752680160669,-0.08409167731596305,0.01899566028972821
DLL4,0.04353642116865312,0.035462997845667525,0.09363871693139023,0.017213001998429775,0.06659299667030025,0.08343817892463955,-0.04359421326392362,0.01504452600308391
SEMA3A,-0.023210707061696527,-0.030399529014484266,,0.04125156200718579,0.03764978516876037,-0.013354795186800729,0.030925392047047327,0.009234466418840832
RLN2,0.048886645464130636,-0.01471944214763877,,-0.0156778520916546,,-0.03005644064251713,-0.02299282930103243,-0.024129566301533702
C5,0.0940976967673944,0.07279042680981485,0.054157906573083524,0.09438616050510319,0.021313181508942524,0.0048610884283373,-0.01763601507705531,0.00041741266005898895
COMP,,,,,,-0.021616784992382947,,
EDN2,,0.03539677454455727,,,,,,
C1QA,0.038789224600979756,0.004078039468956566,0.020274079986660486,0.06339253437039034,0.014929157178849038,6.427135415099305e-05,-0.03253892821767498,-0.057658344358107655
COL9A3,0.023647053220749854,-0.005525486857364984,-0.07382060383285166,0.07405261506789161,0.13347354735740652,-0.04908608109075699,0.0021565015693320085,0.047655382950696955
DLK1,,,,,,,,-0.03915141096839634
HGF,-0.03048018186881626,-0.007345650919548564,-0.019788726007377015,0.02292434236032721,0.06037187694419319,-0.012514921177877687,0.024315896636666518,-0.0009164768999278122
P4HB,0.013395993466951138,0.01500390697091259,-0.0463532385110397,-0.006335008946466793,-0.08576191250775568,0.02531069689781188,-0.015243807432511957,-0.013129088852053088
ADCYAP1,-0.07331444194419182,0.08818413581680654,-0.025580505120818206,0.060932235339850024,0.008265547912694567,-0.008883049260933355,0.010278841192044846,-0.006931594795274163
GREM1,0.10239196058654597,0.037087373370858046,-0.03931520392310669,-0.027848842813636705,-0.050989093004534386,-0.034917839896659426,0.007957892337719201,-0.0063161864779856585
EGF,-0.0009403010419722936,0.03581523323255598,0.12089454727812249,-0.019168759897669516,-0.02394273069850335,0.014938605721908705,0.024180257592664674,0.00017652910802078142
VEGFB,0.03740753822390894,-0.028049966704962737,0.07103541306939769,-0.061781508286992165,-0.0630623321396232,0.04591822434407793,-0.07625691518061331,0.03676813215685597
FARP2,-0.020700070623789004,0.031838175263078625,-0.02969181822588803,0.014715029594590801,0.05653372237875581,0.011547450681538816,-0.024358046659541263,0.014374753784808235
BMP3,-0.01375011239741769,,,,,,,
IHH,,,,-0.020522615951524277,0.014238784499053558,,0.01066986030694648,
LAMA2,0.02261100920074816,0.013066767434120911,0.044700726701646105,0.012801335604259986,0.08678266449926111,0.04444916835792908,-0.06436782494954091,-0.05174187542069012
SERPINC1,,,,,0.16339223042146736,,-0.022430558989025514,
NRG1,-0.005594166650212156,0.06427182015038892,-0.038839548170576506,-0.006852916918770169,0.005481516891291692,,-0.016913946194027318,0.03168946241562982
SPINK1,,-0.01471944214763877,-0.0245518337682991,-0.04327235180598287,-0.0391367866479756,,0.0001584256692005373,-0.005595430426485134
EFEMP2,0.042992055761544065,-0.012730410598633828,0.0013531458286944716,-0.03981500162652476,-0.004187821297498931,0.007136534172302925,-0.04607106376734774,0.03074690669055885
SELPLG,-0.0010428906174628253,0.055817448554092174,0.03427984770472884,0.0589058106141476,0.07135689630814689,-0.02042929817844891,-0.01323888455476656,0.0676180039052867
GDF6,,,,-0.048728153211283286,0.014172655249918438,,0.040001491474718626,
HLA-E,0.05112412099477122,-0.01943476412877156,0.013777984547986047,0.01540946156005384,-0.03372230135598611,0.07107904442404463,-0.07405981846214563,-0.004670209256508096
PTN,0.04697556935683765,-0.0029675436941616826,0.03991970265936785,0.09235778776580843,0.042126644396011,0.02113834055813805,0.031584305239235694,0.06975004783830294
CD274,0.04922086967987792,-0.02422439275431466,-0.010723002399690769,0.026898715606123433,0.03904223621310955,-0.017459528326996366,0.09713017780372199,0.003283622504105077
CD14,0.05030664125181302,0.0350415914605217,0.006034181412746687,0.10169341125115079,0.06047581660527602,0.07640193637228425,-0.0017523311805850712,-0.025642866342710124
SFTPD,,-0.02488763710719047,-0.04859162830942105,0.09469841507166665,0.02158263194885241,0.026426710016060447,0.024799790171376755,0.0854179050928156
SLIT1,-0.02771609979724654,-0.039890458748958774,-0.0199857285958537,0.02618853007132186,0.04706462766235436,0.048867201324871254,-0.016709108026288715,-0.029419923338952547
CNTF,0.006020524338234793,-0.017090843105700283,,,,-0.0185992840481669,-0.02299283183647721,
BST1,0.005729016388673562,0.016730337127469356,-0.025865202597252984,0.023651437283907083,0.0804350331623134,-0.033857929627804116,-0.04719997498359337,-0.039272444401387004
