,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
GRN,0.06921215749770024,-0.09215278617152714,-0.055955271358872107,0.07536455983944854,0.1524340136671962,0.0031593839470895444,-0.03260161708855642,0.12960422540203392,-0.12200680478543942,-0.002285705784676403,-0.029584967809778737,0.07234805706595554,-0.0018210923368821373,-0.04531466192899105,0.03247467933787313,-0.05484476595651606,0.013817999132927387,-0.25971935547776476,-0.005046536229822316,-0.05963818730281024,0.050233224609319664,0.045509447292729106
MIA,-0.027031977691336362,0.019029060305060026,0.09227043382979715,-0.015602807295636702,-0.012960423814697931,0.0008700032502907376,-0.0036575390424455735,0.028120511314993216,-0.11212199098615705,-0.024648302717723048,0.03899828838264921,,0.02015297990351376,-0.06435073015836608,-0.017217628539427654,-0.060653336983797934,0.0573176780805694,-0.1024369671420523,-0.003728861119778212,,-0.03630004050058407,
COL4A4,0.012696691238589804,0.05859290461063762,-0.007794735828008393,-0.058272562397529,0.08053584975223686,0.05088599473310777,0.10827226876950595,0.0771861210526817,-0.039538686630843374,-0.028185255275654873,0.009473539937475623,,0.025808159105831428,,-0.004732598052014553,0.04609661926101481,0.005552963888030809,0.0197542910619236,-0.05189595804239138,,-0.04493363759029182,
TAC1,-0.05452681077446556,0.04099151902009222,0.048788247424108866,0.07735185044943821,0.09961265603036792,0.10368608215692911,0.08350694887448662,0.02977601158898798,0.0940334033121827,0.11005101378786072,0.05509934071165225,-0.17283554551441335,-0.05414197143221673,,,,,,0.08625800805063841,0.07007399848500818,0.08116132342100768,-0.014890519322924924
RARRES2,-0.03338436300060327,0.09287462708673931,0.03286082855210634,0.006149077184692971,0.013983909270075425,0.08377316740138865,-0.13677958808463125,0.031668336866678956,-0.16419401518478563,0.1875180316640038,0.010699521374004869,0.0015570838427292832,0.008760110809804978,0.03029877673778412,-0.09820027571507677,-0.01678375952925959,0.01680532012789627,0.1355080132157093,0.07871647801977429,0.1594300570015006,-0.07982919827675346,0.11419954441828273
FGF7,-0.02083650962000007,-0.09519367824501745,,0.012503313467460865,5.425456874511839e-05,0.01627405527876615,0.05018430616324235,0.008394136527797767,-0.09128977181288611,0.03665041330787715,-0.0022359264706136835,-0.011169561244305258,-0.018379036918370607,-0.028909215574696563,0.007612053417030943,0.03056241282408095,0.09081838130478243,0.08571948595459579,-0.02235121235775088,0.09244335358499696,0.09506871169284206,-0.1124906620503558
EFNA2,,,,,,,,,,,,,,,,,-0.0190941988250539,,,,,
HBEGF,0.049744034494477805,-0.07569323301643155,-0.0602444408077348,0.0732087352090204,0.0015706294000116267,0.026433226574283295,-0.11671991519756551,0.07545536770623772,-0.12555850167033017,-0.11353068361671559,-0.041446257830881024,0.14402086943622217,-0.03396252287806095,0.02324822514542621,0.09157041675672029,-0.08639468828416741,-0.039010108006990875,0.03334971752758455,-0.0597580289730625,0.03409987291901499,-0.1069897471912935,0.13649109272685273
CSF3,,-0.05758595390011521,,,-0.06355359597103111,-0.04886592178575365,-0.1570711010296175,,-0.020641049847926383,,,,,,,,0.019347791111536092,,-0.03691671720792308,0.013871479830188426,-0.01977853421227009,
PI3,,0.004877250897061267,-0.03923431530834096,,-0.07322996186348156,-0.04014855601739777,-0.1507114744892184,,-0.06779486471834313,,,,,,,,-0.057222841538223775,-0.040024794449158116,-0.0043250128868952825,,0.01119449803606006,
PCSK1N,-0.03599413917880764,0.18179998462498756,0.06779689448083184,0.04729121537859286,0.1875821082522951,-0.02251718304633475,0.13604627967901253,0.007514637026929936,-0.04113505161489689,-0.0459468821671125,-0.005528548735989631,-0.31110312764119663,0.05141240654178778,0.009641982564377857,0.004187478958968719,0.0550763333104646,-0.0368076699423404,-0.02278497602250443,-0.027651329150495157,-0.1477320452890919,0.12049864036810425,-0.10309745180967117
NTS,,,,,,,0.012230327758599675,0.01136507879628836,0.015326026109191364,0.043560915488633355,0.008829174778961607,0.033232813362601574,,,,,0.046752057084524914,,-0.07546738303433563,,,
SFRP1,0.05131568236941376,0.00565717844455996,0.07178992230242533,-0.019873947319668003,,-0.01602999174154065,0.008505020408517638,0.042402515340773154,0.02492857885791464,0.04794526393752096,-0.03274866632141017,0.10186969773259819,0.010401352307661168,0.036928160866719226,-0.051436453857890335,-0.006156164223416686,0.04209806359554257,0.09632274195831947,-0.032941282753467575,-0.04791243217938622,0.04634749023495365,0.05924197893408638
CXCL13,,,,-0.04324163915582203,-0.030641236168667933,,0.02913474241625567,,,,,,,,,,0.04186738923930662,,0.0036575259250217567,,-0.059454113962172324,
MICA,-0.0057124340643581045,-0.04226398971455827,-0.005214280189795661,0.04786121099366419,0.01221538690455649,0.00031602983967905297,-0.008519308568806404,-0.026963218479243867,-0.14486056547186268,0.01853248870677679,0.030452460623321794,0.00757444426093622,-0.00022591366920695906,-0.024188577713782005,-0.012239982196414347,-0.008376333635730576,0.07595041350159534,-0.06849987216619934,-0.026490642445954296,0.016230330437354914,-0.01169279758988241,0.016011502300002044
TG,0.06886508011492733,0.00553108133059671,-0.021592537286537424,0.012176000108051527,,0.020510576149681856,0.04317039247366135,-0.04392346660157114,-0.06604182392713304,0.02311592735709948,-0.03398063589678256,,0.011137345279718837,0.0269473882997754,0.005446825225890229,0.02481418373802813,0.057421068183531355,,-0.030383025545839236,,-0.011267864888578501,
ADA,0.062093612118943,-0.004131854455467901,-0.04004108794635624,0.08558137839974678,0.08961298907472186,0.019857697883204302,0.03339822147541343,0.0018807805699489308,-0.1568231298610808,-0.0287217132235375,-0.021002987363227848,0.11935840552011925,0.15826601255286152,0.031664126751161425,-0.010243815377328958,0.012621879973083377,0.023712552523726216,-0.048694791504953566,-0.05545297996884916,0.06766525541898916,-0.010082418772421416,0.030916944879250334
LAMC3,-0.04210010587457147,-0.027882518901642474,-0.03252551583984633,0.007283829688363648,0.1745820532770885,-0.011340842326220776,0.07749201952056779,0.03317910495593521,-0.2114686913435481,0.001694921947588584,-0.0173674707977969,-0.03914023329174853,0.05233539222139494,-0.04331346413156678,-0.08159653684570747,-0.016080043926962724,-0.029291729758862177,-0.20936615126017144,-0.08656890148671072,0.04023244719208184,-0.007919882867619393,-0.0009373362838713771
CCL7,,,0.040861214306244786,,,0.06530017092256259,-0.11222179644852305,,,,,,,,,,,,,,-0.05007475510383689,
NGF,,-0.033176905008886884,0.023870101600852706,,,0.012831684445484054,-0.005009393955999748,-0.007765086887198439,,,,-0.0258152308174524,,,0.11722114131144268,-0.016751891755975665,-0.018837540669042276,,-0.05066587096420491,,-0.06880918327046365,
TNFSF15,,-0.04104397208674928,,,,0.023925398679353598,-0.06095315198546835,0.04719566379754031,,,,,,0.09120620245822203,0.07174043029606647,0.074670554460972,,,-0.02292464760428527,,-0.07455191549810501,
HMGB1,0.04440254674594138,0.04406554433127446,-0.00893850841355047,0.02595761562442906,0.13898192981916094,0.029628381507342753,0.06359369402442058,0.026516656270478202,-0.07336276680024781,0.026270887488730174,0.02786278496469218,0.11120561844482682,0.12527190497546936,0.07175167101530636,0.033423580461857165,0.10614142390866983,-3.85393084020976e-05,0.12541582120071698,0.03089089848352346,-0.0012242776865540623,0.04996474451595597,0.07754931859434341
ITGB3BP,0.04383698715047114,-0.10784761735291162,0.057612915230265384,-0.06206728535081964,0.04253004740495348,0.025298156402200806,0.0014509659970737422,0.07942892904662456,-0.15921471048231434,-0.03947737318443182,0.020636008193290232,0.027721557809243024,0.03780203285817448,-0.055067133326895876,-0.03560584221110162,-0.03519908704920715,-0.0062405867047231655,-0.027397477811524632,0.038385861974451235,0.018962600639674133,0.027334625185320476,0.1353040229774924
AANAT,,0.005399882815496003,0.008918479681287153,,,-0.031475961981377504,0.005740324329185515,,-0.009316549742565083,-0.006846077546832115,0.02558625840292239,-0.06093812146024141,0.03922540277618807,,,0.0006623307111769208,0.08560431874187643,-0.08636230807383559,,,0.015130528606044665,
RELN,0.05959401049657449,0.05077158989760488,-0.06933767922310716,-0.040287661224572106,-0.04073929378050093,0.06500048677325869,0.07446828827424537,-0.03414033599187315,-0.0011778879793259323,-0.013420755828634537,0.038503083696556015,-0.0054474858866071585,-0.048654563214599905,,-0.08272549865631937,,,0.00958592044901456,0.029799229092496618,-0.04054322504316301,0.01209855057666358,0.08257445113613465
IL15,-0.08162934561507254,-0.013625618834088572,-0.040883752328143855,-0.004270167593308849,,0.013795758158724594,0.02039033332632396,-0.009970775109276535,-0.04148270259680277,0.009994976700646608,0.012287202067128288,0.05952135681294728,0.01323527643116316,-0.017078765767803438,0.11114900335958541,-0.026051032859374063,0.018806292219688367,-0.09051539356648991,0.12599011488608616,-0.03615917104457044,-0.004779116469995147,
UTS2,,,,,,,,,-0.10535110824618751,,,,,0.055672321005006936,,,,,,,,
BSG,-0.07987101506055806,-0.003913754974408815,0.06235459986486215,0.003023624813736911,-0.018127714495237333,0.0013245869205155657,0.00512250823916237,0.08073582628636156,-0.1442255467875004,-0.1313985595507358,0.04374992111878896,-0.2164981799728502,-0.051225864898519734,0.015921834847989917,-0.10413590200643463,-0.01060452007662951,-0.0015110308675913774,-0.25725510019322667,0.02829576500209682,0.05561236802746167,-0.026484965821758088,-0.08402684506999249
ADAMTS3,-0.046153054767603174,0.005894660264659647,-0.005686725819687077,-0.023868144633616275,,0.018105730781403834,0.07724637714915304,0.00010844062530500457,-0.25542948030281687,-0.009295117306593919,0.010195149939444727,-0.09862347077830223,0.0453040611367906,-0.06612082501406207,,-0.002912884148574947,0.0340673705306785,-0.12962850927848457,-0.0556891213680463,0.0029244586554946555,0.030756099064926056,
CD34,-0.04479771677767942,0.04152416635827502,-0.05807596065515421,0.01729776999246241,0.09590562841812561,0.002929208244205795,0.1025862857796928,0.03529905807643082,-0.17312535957413522,-0.035303609222099464,0.025766707167601648,-0.07681029800496565,0.09883361398414277,-0.0008383244805056452,-0.004242301280110109,0.02702574883765059,0.024218677361128666,-0.15543334300637265,-0.012648123203939949,-0.11497509881416879,-0.08091875682486244,-0.037561370403834
CCL23,,,,,,,,,-0.04951115782344943,,,,,0.07938269331180402,,,,,,,,
PLAT,-0.05492949740067545,0.006180085894108259,-0.0845726621184838,0.012964188870638854,0.1276175360293317,-0.016754358073634647,0.019809012704791205,0.05972393481442764,-0.2025462097072067,-0.16573482372142317,0.021627657087367323,-0.10983928954162503,0.14193477191626996,-0.014413021323964994,-0.11037920747916094,0.05079264577901429,-0.01580475410490692,-0.2072664346891855,-0.05583812040028143,0.06637717482858682,0.035400928943069995,0.04907554287772785
NTF3,,,,,,,,,,,-0.029343906911019787,,,,,,0.031155156388246983,,-0.00696204819606065,,,
LTA,,,,0.02389848854450137,,-0.03981571524170543,,,,-0.04915551095316159,,,-0.05458395767378889,,,,,,,,,
CKLF,0.06648151626491647,-0.02834629846913455,-0.011579086712505167,-0.04246979658501211,0.0635096837673251,-0.010012149141478428,-0.02281422107482759,0.0485703437738013,-0.1417539299185491,0.01973703589069897,0.028706674901163104,0.12186160026420635,0.03549030778565799,-0.00939145418848644,0.03782618519512386,0.0034136343390570754,0.01574148649942785,0.011128022259646477,-0.10680221839009313,0.039165779519675314,-0.01192544920820818,0.01573410406501638
CD24,0.028783199334548447,-0.03606974644203151,0.00806747498992711,-0.024556981367931607,-0.013411173475785926,0.03933389414308843,0.14705277900107488,0.062466569357280184,-0.008710130124667547,0.10965951453932166,-0.08625072955067738,-0.021796430540917015,0.049122486889152064,0.1177820112498839,-0.02012205177878581,-0.14301352551310018,-0.0009444086499021439,-0.01970138370218707,-0.011826074375574763,0.06197788555098579,-0.0035371841110889823,-0.007018934042691295
HSP90AA1,0.036982608967454755,0.08882793916537286,-0.046273709800297526,0.024487942839156594,-0.1593471852008504,-0.02361013548024604,0.03370343806229134,0.0038539733114546964,0.18700990377745064,0.13655727180952856,-0.01831317149590524,-0.30575057945779094,-0.025856754601370047,0.03558307556329036,0.04698363135545209,0.061035962726085934,-0.0790817557712447,0.07254599397941264,0.10848845157643268,0.051242709826736135,0.0941957042152787,-0.009993800166395768
BMP4,-0.013560519375555432,0.11948347849450389,-0.0428873656640347,-0.019668743508499405,0.02252035165399615,0.04555477020127411,-0.021246217590671964,0.04109243786389485,-0.022170300099966237,0.028436270649761716,0.011381358588742969,0.02562357932587342,-0.015921148593512704,-0.06443556465706252,0.13497451882064457,-0.016098140537263134,0.011943828611632653,-0.030602241275182723,-0.06481733634050021,,-0.05130701224733118,
SCGB3A1,,,-0.02168190065577674,,-0.014122155101557964,,-0.04885803727083962,0.09176906647127044,,,0.03286678294356377,0.008152170466251472,-0.03810195117489297,0.015408366645410574,0.06133274555776661,,0.010397212216456264,,-0.023151760929933207,,-0.013239457281780274,
IGFBP4,-0.011996937030507943,-0.015508401817282363,-0.04759797700709777,0.012125454628872248,0.04364978515598175,-0.062031186467643926,-0.09375490726887069,0.044815907471525765,-0.23282891226480182,-0.06665174046820097,-0.013699369769068563,-0.009313284946550152,-0.024181496937840368,-0.042787655795355414,0.042482041099605905,-0.033319575403884805,-0.014225604571389997,-0.248245235862382,-0.12075612770762997,-0.04125494043916437,-0.006011173059836292,0.02974994983928018
RSPO4,,0.05783772677565279,,0.011417329927064646,,-0.029991240606642457,-0.04112954505286523,,,-0.0390860190562722,0.03694734906693275,,0.014930079612352352,,-0.0642675700962982,,,,-0.019919126153054974,,-0.020078091833647674,
LEFTY2,-0.047015196703250856,0.07033846834776722,-0.07741531741602813,-0.013509388046053172,0.1918066145905487,-0.024278739063233693,-0.003493107284419987,0.011296415511040367,-0.23797857586691176,-0.030150852995679916,-0.027334000465081568,0.0681755303536388,0.04330895585375373,0.048639699590916886,,-0.06581686795849918,-0.021954898048439885,-0.29218481263984963,-0.04360147166304324,-0.019442706699030712,-0.0006103669825277036,
PF4,,,-0.012627659849614347,-0.0008428964959184127,,0.016706326234927252,,,,,,,,,,,0.0753803015398468,,,,-0.04420843970675306,
ANGPTL2,0.13264408717206172,0.036273345474558225,-0.07057627810411922,0.05073549205114691,0.1121118428563013,0.09980550376776164,0.023042859846101688,0.0639844595553345,-0.16625498533375502,0.054594230427755186,0.008872433729394034,0.26023322079811245,0.06289477116790043,-0.011710597929729968,0.004775825852881706,0.04278946155853953,0.027786158814451258,0.016668524300812736,-0.014863589299215546,-0.03931106802115302,0.0598639829545523,0.08676097497936648
LRIG2,-0.05250325421018873,0.046407173240426675,-0.005204528275254749,-0.03704112572931008,0.03876462225568405,0.014647299958810013,0.06610324135585853,0.020429043950784518,-0.07291537867009565,-0.004069443721492706,0.04327761118941168,0.005463050231167589,0.07836807948286949,0.03935648458419061,-0.1391147901862646,-0.08448474364619192,-0.024552120473231444,-0.06698676718064428,0.0017046780363503716,-0.05345157819934741,-0.006854676820016647,0.026202995339714426
ICOSLG,-0.014744392972815082,-0.027317959962329722,-0.02576853270367351,0.03740026730470149,0.08177580878708825,0.04931498827480869,-0.012970171267308674,0.021958151302014315,-0.01834441233215822,-0.016277149744923735,0.016671362642568084,0.19735285414479647,0.09929380275871043,0.1001598587253944,-0.08355218494299267,0.09651956546651722,0.051938303063050466,-0.03260260377759389,-0.00144699357703333,0.06773792530246493,0.030706859390790677,0.1183103488931172
WIF1,,0.24015746702248147,0.08171191968488675,,-0.0005048160589398768,,0.19203999745029782,-0.09210428488692336,0.05473159990900924,0.006067660342856723,0.10232911998367226,-0.17890213531186172,-0.12381875163204975,,,,,,-0.0026231142870787975,0.04988341317882071,0.0067615341788935055,-0.0877244822662159
NPPC,-0.028003239047651275,0.01690133615284392,0.08921475195782351,,-0.010350610188554309,0.022278975794479974,0.012173367308004125,0.010337849613189318,0.013618165574261862,0.018140075188803378,-0.04591792151459954,-0.035725232493409156,-0.05659141709749785,-0.008396855583998192,-0.08007379960874736,-0.0222363736577445,0.051804702409370657,-0.06391221073458149,0.015615742120195134,-0.01256534224475922,0.022292570843927304,-0.011128957033562993
LYZ,-0.009982178746294751,-0.13088923543072523,-0.034743937256303675,0.06904886180690127,0.07357302458548019,0.020653330660364344,-0.12851498541518544,-0.04731882521814398,-0.13583839582602444,0.0234228126961374,0.019232232367763835,0.09708129745045402,-0.01124521262057349,0.08727394677673728,0.05132579484465691,0.02398666342027427,0.1158855828358229,-0.11724544862709654,-0.07502902512480467,0.01627251972071565,0.004489883702042782,-0.03205599355906457
EREG,,,,,-0.003230391030412606,,-0.06396305354466371,,,,,-0.012098776592079578,,,,,0.06267169887968876,,-0.030335418165708904,,0.01220391098466167,
SPTAN1,-0.07440518551499191,0.13923246677444773,0.046773966901101534,-0.031832405332139,0.14647984482016196,-0.05144316582483763,0.14099298020677012,0.004729585781914688,-0.029455578203260436,0.09545588129188236,-0.07815207927119623,-0.2730599110399222,0.043534156007519996,0.020074134083544384,-0.01350889560711238,-0.03691576289759174,0.023452669114321773,-0.03825541028187791,-0.05645757093429118,0.09005963961300352,0.14277104686703218,-0.0771434779378771
PTH2,,,,,,,,,,,,,,,,,,,0.009387643290944487,,,
LIPC,0.044618272860610854,-0.021491024620049228,-0.040697092492975005,0.005510057333533582,,0.013992908670684815,0.050962271768947714,0.023817222595455125,-0.040544700583854947,-0.017794439569728673,,0.10702017609665321,-0.08201837222825278,-0.028090722546574194,0.04810889186627053,0.018290579163931384,,-0.016291001086358125,,,0.010734240113342407,
COL8A1,0.035370201720635534,-0.19093318360727915,-0.06480223806648813,-0.0396958555810747,0.02494943916149269,-0.004206027975713197,0.014362422561769055,0.0051319078950652405,-0.03700837897046994,-0.03827782910695034,-0.030832407583980426,0.050089104198767075,0.05919510570565752,0.019040303201175647,0.017705653634874863,-0.030252704920670018,-0.009777166120114943,-0.15251053332197892,-0.07606979601508455,-0.06996138418962082,-0.13846643079753998,
GSTM2,0.02127554982636697,-0.007757454123606645,-0.047981137596613,-0.04695595582203324,0.05472780949889495,0.05363158089866744,0.03906098335109203,-0.0003637767568231063,-0.13271237460794413,-0.03142298577304498,0.008435065208140413,0.018018948775495237,-0.033493508346141496,-0.05358199061211713,0.053236884299313676,-0.007222014851309989,-0.039314302881346685,0.013209883099017859,0.0033216834142511067,-0.02449966563929067,0.013312838850909482,
SPX,0.058748498698762884,0.14058280332940465,0.03975165573125671,0.00977547114280618,,-0.004287895765282309,0.04091322249809521,-0.029486931428594286,0.08239787593163594,0.0785455813796316,-0.010172872391489523,0.0918830671966079,-0.004315949157229702,-0.01003195611867247,,0.006659371057033404,0.0895339893674775,0.10901998549043095,0.09281516510921231,0.02587894732906737,0.06075358839878804,0.15441556864140715
MFGE8,0.04507614148852099,-0.12596908293899772,-0.0837760423398354,0.012374622895447338,0.011688155175033441,-0.026064911521419182,-0.009522956252597595,0.051827747848765794,-0.06574834528470254,-0.0924679303258416,-0.023024546494227884,-0.15823700462250126,0.054304306063640125,-0.030810659248681756,-0.021518176540107237,-0.04758090854403987,0.042643182120723995,-0.23175984032076483,-0.06680341621663383,-0.026811577531215217,-0.0739344451990406,-0.02746979345494209
TGFA,0.02767083128505114,-0.06750477135605876,0.055137559270099216,0.008420483053158154,0.07696665043995138,-0.013389328606258579,0.10334376821340531,0.015427046025879621,0.047163464601555245,-0.0851544852101244,0.0036883129514480974,0.1371567549642453,0.10935331283785622,0.0604875447948566,0.004633108807984079,0.11461369481082487,0.016158909079735568,0.1136593240297081,0.011279649406036934,0.08902920855866657,0.04771941639047207,0.12270063737957498
SLIT2,0.10116275468926232,0.1466328594600903,0.0015503553482864028,0.05226917158564341,0.05090860687795862,0.010167188671392576,0.051238030563894844,-0.016762972451210903,-0.0051206316395877765,0.036252532333549775,0.014661354902530352,-0.17070313913973986,-0.054650729293699435,0.005919913078377678,0.017590051698227215,-0.07300200311918335,-0.02988944112427628,0.03642027134685759,-0.05055800454666605,0.04481245072784124,-0.06245782118444442,-0.02041479236713556
PLTP,-0.08152666144247238,-0.02127636568431958,-0.024371012275709557,-0.025465637878598842,0.19417324671921554,-0.02319020462375667,-0.10354123496699928,-0.042369922770220024,-0.1710231957418508,0.03949774580019609,-0.011845969198564822,0.12217581467014187,-0.005842449188764307,0.0010501171011797444,0.028761559019751345,-0.055719843869124215,0.01704401858572033,-0.2736230141531629,-0.03695671421975695,-0.10318319734970012,-0.023461403702629596,0.06365434701125013
APOD,0.11930826882769834,0.09790137238394633,0.03822821955669809,0.04944319854693288,0.15716684910032744,0.033567292943541514,0.17998723792304427,0.01836782094682078,0.1305131063421059,0.11793689215399002,-0.024400689018063366,0.3760814607632451,0.25622696717699905,0.0893964381945044,0.03526008469798542,0.1254113764791688,0.038879172143293714,0.31281906921024255,0.008738383731607098,0.09596575078036344,0.05129694830974297,0.19996285645678102
B2M,-0.006611751189580561,0.02538177874879054,-0.06103597626809444,0.10649433648973802,0.17903113205366983,0.07937472784586008,-0.1811605322124558,0.07029792536297601,-0.23594538378460841,0.09820623008932515,-0.028524738133377484,0.2484614408295542,-0.05652683878688366,0.07910891297539652,-0.09112752852321238,-0.08095864006497924,0.03358042714247163,-0.3186904149224493,-0.04062949670453824,-0.09021470675324388,0.11572987906342887,0.07303582333914571
