,UKF251,UKF259,ZH8811Bbulk
BMP1,0.03921296478597129,0.031045741114971583,0.06280405705044274
NDP,0.009128865519277267,0.025593434119232296,-0.011908755966654631
TNFSF18,-0.0021072573537337185,,
RTN4,0.06813529434385211,0.04122738042528819,0.032543300543819036
HEBP1,-0.0005082111920795506,0.0002719117419894968,0.07864864142576804
WNT7B,-0.01680714086476464,0.07756187211340866,0.1283358450274537
PTMA,0.024053920058128446,-0.0695650382214412,-0.00763447356166238
CEACAM1,-0.012898469732253294,0.016459092113379318,0.02037942222450806
PDAP1,0.0053714428974712914,-0.03825410131718033,-0.006740037377383069
QDPR,0.012793104016678497,0.003625401773878659,-0.031099320078874757
POMC,0.005220154319601318,-0.0031074202092484533,-0.04665382928753316
CCL18,,,0.014706305678959983
CCL17,,0.01903449186332758,0.05814521618524858
VEGFD,-0.018474470079646595,-0.01792013253508484,-0.019915040383398558
TNFSF13,,-0.011094866387162282,-0.0312487573258664
WNT5A,-0.020442767419891154,-0.00908497650120521,0.04373687309923921
CXCL8,-0.017298398765817378,-0.05616194475057489,0.1208409845862685
GRN,-0.00910886529360281,0.056158035521910586,0.0038831646625038354
MIA,-0.016429901716982758,0.0013383859953685154,-0.07919829380544648
COL4A4,0.007764516118773054,0.044424772004350854,-0.0318870935478813
TAC1,0.009953013967751171,0.07396405436545761,
RARRES2,0.05462379496034882,0.018100639078607348,0.06964310611184799
FGF7,-0.02085185556094086,-0.017505708414617745,0.03658571194207187
EFNA2,,,-0.01892791310863576
HBEGF,0.05156635346022789,0.029736620410620432,-0.0021652564770779
CSF3,,-0.019171560467659037,0.12083919553107242
PI3,,-0.03308432529295516,0.12267887082468541
PCSK1N,-0.038000959560061484,0.013277793290864691,-0.12879719387792665
NTS,,,-0.02306007029727526
SFRP1,-0.0245183123032018,-0.014034522877816598,0.02612335270870526
CXCL13,0.01074828434272398,,0.04408005647152957
MICA,0.04864517812714838,0.03721408966958469,0.019294367025093906
TG,-0.01753931999665247,0.003781606083933501,-0.01313786087271511
ADA,-0.03623389988079968,-0.019918857443071397,0.009682456382417996
LAMC3,0.014052599866638583,-0.07354308759849823,0.010029711277458034
CCL7,,-0.01095015331144483,
NGF,,-0.025089598036989687,-0.01867349011240947
TNFSF15,,-0.012193531277431783,
HMGB1,-0.018505360395663552,0.03659962254556742,-0.04405715458857042
ITGB3BP,-0.011299648548040593,-0.02044485823017023,-0.0013159970733326453
AANAT,,-0.011094867571296255,-0.025471844501592573
RELN,0.010654278674839233,-0.003894715552754463,
IL15,0.05123804153065835,0.04174374968502723,0.0756778415075075
BSG,-0.02380729434810385,0.0027785240005097677,0.055718404445564564
ADAMTS3,0.022739768120445165,0.06592913039287436,-0.027979238806463802
CD34,-0.028714744802669286,-0.011896185395053264,-0.025102871475244724
PLAT,0.05690449995548149,0.008925220996219386,-0.09415317159538802
NTF3,,,-0.04785129155856176
LTA,-0.012898471055867323,0.026816339707065498,
CKLF,0.039065152176810926,0.03870647011601566,-0.07569334238101741
CD24,0.03840450653770999,-0.04653620875080806,-0.030287602192982863
HSP90AA1,0.04586903045698181,-0.02586602911739861,0.08853245960727152
BMP4,-0.01367313542766609,-0.014256520790110241,0.01520611511913525
SCGB3A1,,,-0.012235275329800285
IGFBP4,-0.025267568425465604,-0.035948678661533257,0.025431656485716467
RSPO4,-0.020851851602217406,-0.021482295113575963,
LEFTY2,-0.013056883905113364,-0.021844407502674888,-0.021763699350640545
PF4,-0.011732912510884196,-0.009553793033351838,-0.01734874280453668
ANGPTL2,-0.007094272578513123,0.013939255182152542,-0.039316893943570325
LRIG2,0.03995114948042914,0.030547136664608104,0.05465341167598877
ICOSLG,-0.035909282773551904,0.03204476061805336,0.02393143991649188
NPPC,,0.04289012761673581,-0.03282498444599768
LYZ,-0.015804951594013027,-0.0016810348570789166,-0.026707362033377167
