,UKF259,UKF260,UKF269,ZH916bulk
IGFL3,,,0.011175588495425224,
BMP1,0.04023986731676148,0.050493820271007565,0.09414942325344101,0.0459461515498112
NDP,-0.023262851962351602,0.07900778085896332,0.028980027470445768,-0.002949722194596854
TNFSF18,,,0.10416942126135731,-0.0038477364698059693
RTN4,0.01626268873168604,0.027328797978950714,-0.0741782803263591,0.014426700596531157
HEBP1,0.0545415966988653,-0.006532059747227665,0.05329828717145832,-0.004524174631436726
WNT7B,0.0032423844172080455,0.03988339726119565,-0.023498225022845726,0.009992910786477866
PTMA,0.010700819045194968,-0.03208980925810438,-0.056653014533530444,-0.06370664089541436
CEACAM1,-0.008043270523984652,-0.01561003288607941,-0.015562365633733352,
PDAP1,-0.012713109723378033,0.016991962975991672,0.05756609337588798,-0.08274444923590604
QDPR,-0.02108696633152421,0.016452084069216222,-0.05727084449677622,0.018912032950988703
POMC,-0.03650771877422231,-0.03141107750459101,0.02547929046054481,0.02517235476882428
CCL17,-0.02272272702243393,,,
VEGFD,-0.02531562716738484,0.033595155841813114,-0.008291660494920302,
TNFSF13,-0.015673628550427497,,,-0.026444435395783682
WNT5A,0.023749840085124752,0.003471948818035146,0.07564486044515596,0.04927367998368974
CXCL8,0.0028309242468794737,-0.07822732392698134,-0.02485601190027006,-0.0269959588178867
GRN,0.004719341942358571,0.007333800192122966,0.06252889129972766,0.01377921776146057
MIA,-0.002213485209666365,-0.04531733042670176,0.0881579004444371,-0.048442202350846175
COL4A4,-0.0370249304080852,-0.06403281888437787,-0.014474168744078576,-0.029555660714268704
TAC1,0.015503410023659297,0.023989354530292575,-0.047888163529652104,0.014930092924763924
RARRES2,-0.038204243571429645,-0.01640583173791674,0.036545281510724684,-0.06343794818844417
FGF7,-0.016573124759900925,-0.028595790221221985,0.027312232035911724,-0.021463981843095222
HBEGF,0.0157309096535745,0.01592405096023986,0.0658786336725242,0.0038417793505001034
CSF3,0.014825554367389377,-0.049758803606617615,-0.015313391938081728,0.0019981046497322004
PI3,-0.01758536509763634,0.028585460798962306,-0.017243081437176573,-0.03655158638620085
PCSK1N,-0.0012705217132033266,-0.037753436265136484,-0.03355259857486956,0.034190806658241944
NTS,,0.08987073025631447,-0.01882200076071833,
SFRP1,-0.01982645764205872,-0.017038015480772786,0.03916142960147999,-0.03878624702570115
CXCL13,,-0.016884890926842967,,0.21549002468827974
MICA,0.02514262801429988,0.017756212043383544,0.025455757167436796,-0.024051472281422733
TG,-0.02139588898560024,-0.024565258202156763,-0.018481894011091897,0.00904072803981611
ADA,0.03164389729288774,-0.015981456630171056,0.031071486804781195,0.058492194274741886
