,UKF243,UKF248,UKF255,UKF259,UKF260,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
CXCL8,-0.08911055667629444,0.09626332420919859,0.07030560188560735,0.22111250810152927,0.05055956809251712,0.048479811286591075,0.02485542347164494,-0.0719361995821869,0.07119688334330528,0.06817345687761209
GRN,-0.09540512218708062,-0.12287283531904387,-0.0963542835922164,-0.04740030491786356,0.03438009850761593,-0.027050889695186642,-0.017151036322694966,-0.1263759542860063,-0.03199050965314855,-0.029168464745729383
MIA,0.060058274450523585,0.013105136059298006,0.01502649945777091,0.07567534574671508,0.06685013902205145,-0.034429648977753004,-0.01844076778573785,0.012181022051044313,0.08151559526542668,0.1448783762947822
COL4A4,0.031203410524733768,-0.04390271381169736,-0.03133432275973411,0.023453734498383387,0.028935161190667875,,0.07532614936504925,0.028431497802745006,0.01813145971457381,0.008099458623716183
TAC1,-0.07979007920485438,-0.024958495817519515,0.026971432650487955,0.01166850895033874,-0.07111136744093356,,-0.03170168527845047,,,
RARRES2,-0.015692341418169928,0.0038675959605429596,0.03865244888599216,-0.10075552333416238,0.04976555919352916,0.033670810376667984,0.041421991661175044,0.3429180769819192,0.044009813184724474,0.1456517086351977
FGF7,0.011255649645840006,,-0.019458157084186564,-0.01063457657754743,-0.028221753706724667,-0.04728908630959533,0.06369776968111962,0.01187694525226558,-0.0077285377944948915,0.06277086110692716
EFNA2,,,,,,,,,,-0.0218917605497079
HBEGF,-0.014466658482469965,-0.04458158689463449,0.07776145335690303,0.062111454031025026,0.021262796045499948,-0.09473146891612022,0.033074811078880856,-0.025328531174205707,0.00520700129042397,0.03766546451454817
CSF3,-0.0028485008163224705,,-0.030446040701898082,0.30981773558209774,0.016260576295709334,0.16168481224219747,,,0.03459531101671799,0.010893971301603028
PI3,-0.013637731134737588,-0.028739153134522855,0.052465181133101356,0.20000444004661644,0.027820110020218874,,,,0.05488389432032402,0.014355387072625871
PCSK1N,-0.00800163344590181,-0.027618148572957153,-0.07596876734438013,-0.1341922957852033,-0.032637614781666706,-0.03559181234892813,-0.024390729810986035,0.05414136389116659,-0.022816412652186997,-0.12603757037172827
NTS,,,,,-0.03140949427661667,,,,0.13105041809256018,-0.026670955974383542
SFRP1,-0.09180791078772342,0.012395301991107941,,-0.021838691023314052,-0.016815156106190783,-0.02554679830464022,0.11693021140371107,-0.09353855767052907,0.020866825453275336,-0.012845609241343781
CXCL13,,,-0.02210742801012657,,-0.016664034440587977,-0.038601857541153556,,,0.03230838381827342,0.04450075951572647
MICA,-0.0328082430882182,-0.040488225288593103,0.015088351766800727,0.11725216265319013,-0.001013780494867028,-0.024120080440828646,0.0722955457461857,-0.018233948450064787,0.08571018143452895,0.0779599076936127
TG,-0.05078589822276881,-0.011834077703422796,,0.025110203546990267,-0.035664300817452976,0.004664733289127197,0.1429490026130373,-0.05192537095677896,0.03134293700425286,0.029851212114150167
ADA,-0.0013671488584049054,-0.08655110665431565,-0.024044396712222228,-0.04081145654574346,-0.0035937732839129606,-0.055886352230382845,0.008651293410899102,-0.029810862991794158,-0.019332149937760033,0.06093200378375223
LAMC3,-0.07827704633701477,-0.075928196740371,-0.056831975201212886,-0.07083360927157349,-0.03164528516357844,-0.016634015234406052,-0.04847975264978356,-0.18330919023027586,-0.009753759455708893,0.006502576052294487
CCL7,,0.03718296593446001,,-0.01703919804816096,0.04647439807182455,,,,-0.019951617997940953,
NGF,-0.03670431767860649,-0.03121032856741269,,0.13535832985160823,-0.02358244025184153,-0.023580653569465895,,0.006808840171526781,-0.0035392347613299934,-0.0027076998504397243
TNFSF15,-0.02074481442419505,,,0.07318363952469822,-0.016357902847312873,-0.024288242080374715,,-0.029115574730585927,-0.019450587174517166,
HMGB1,-0.06521850204846745,-0.1314106811215674,-0.08078216187486022,-0.11240590474012137,0.0012542805766969174,-0.09224511477747929,-0.030068253465916826,-0.071542835623078,-0.011039446874972205,-0.10256656933709
ITGB3BP,0.10673437059007163,0.01571277301823068,0.034669878963321285,0.01487831756344743,0.06264357261068629,-0.011976961626835668,0.02497298462072527,0.059411754667177984,0.038988917578889504,0.06507876657294973
AANAT,0.0485004406075152,0.06862975722572381,,-0.00014900530450679607,0.03502942416579266,,-0.016852966512009578,,0.007289204499135092,0.0255593161417687
RELN,-0.045158449891677915,-0.06204374583989364,-0.034286893759390646,-0.029967103437401374,-0.0076469233528476755,,0.052196630310296976,-0.005820281576561937,,
IL15,0.009299325858117513,0.039333582762640124,,-0.040289232799155396,-0.01140981710414787,0.012045152497315881,-0.015630347508447665,-0.062016038042346615,-0.017385793004448587,0.0019381357264289154
UTS2,,,,,,,,,-0.014905254651221476,
BSG,0.1821564900724864,-0.041520569441625,-0.014003860669686067,0.034491974336838246,0.07922557360096902,0.013936874609255464,0.09843375994576536,-0.03379964307999404,0.11385271043599025,0.10882372136640521
ADAMTS3,-0.012700575868313123,-0.04251436942850983,,-0.006799366216518541,-0.017631386852853714,-0.047652428728649325,0.06391395621077242,,-0.03157916056320778,0.01137665282019439
CD34,-0.08539573398298993,-0.09745220162232941,-0.05048288580361771,-0.025877838667039382,-0.021699795620594455,-0.037309209957470835,-0.026749814336271324,-0.04586821067132353,-0.006832587311142631,0.021369319665711598
PLAT,-0.015603955040587867,-0.17287841632532805,-0.04807221295980889,-0.09242063950600538,-0.016107315052568797,-0.016918721030163626,-0.0013639043142231956,-0.12290180649806252,0.0285837407689554,-0.10856559790701667
NTF3,,,,,,-0.010532984715527645,,,0.019053275799382347,-0.040588875796515066
LTA,,,,-0.02183869000166576,,,0.06974831553747685,,,
CKLF,-0.03815793080578355,-0.09129080831816291,-0.062578844104284,-0.020172019720799593,0.01800805109971391,-0.11678533172895472,0.03557811251807497,-0.19242605928963488,0.005767339762179754,0.03517716301821253
APELA,,,,,,-0.010047519261894176,,,,
CD24,0.10074510175797922,-0.10490742317035012,0.03860296986598163,0.06515519740321739,-0.05078726018547339,-0.06978167300802593,0.05938270523630377,0.4071092465517811,-0.02462040539662281,-0.054777004712877546
HSP90AA1,-0.02557748448548846,0.056322627527466515,0.03763837266417592,-0.034285034250754,-0.0973178280554842,0.02565496185943468,-0.04365908127327259,0.016454713003479803,0.0354578227500261,-0.047045335806618876
BMP4,-0.02602952774500599,-0.024775668020610597,-0.031437948691757395,0.05814125941700021,0.10684172316971274,-0.029219275113937463,-0.013318672092722616,0.05543110619867499,-0.01277744212876842,0.012727979850690503
SCGB3A1,,-0.023252307172688013,0.03277370031365688,,-0.017552863896650662,-0.042875577697597006,-0.010906651135015785,-0.04453322628514749,0.0424439913251746,0.027536059774082633
IGFBP4,-0.011606921194612846,-0.09324640979514814,-0.03725421021904731,-0.029741036204931997,0.0008417057760575883,-0.08499187762784349,-0.007679287844445742,0.026933677289829636,-0.04473667860315363,-0.013954635660365467
RSPO4,-0.01893615584406281,,,0.012374665788347167,0.03605333257229465,,-0.021681755384818927,-0.016369618737292976,,
LEFTY2,-0.02084440314988301,-0.059530401496569074,-0.06516269764522005,-0.04879665350705058,-0.03144487961539227,-0.027462469048547468,-0.01929549182701733,,0.08705236312401862,-0.008480184174996774
PF4,,0.00458837603686096,,0.004888167119044139,,,,,,-0.02006531418099683
ANGPTL2,-0.028877393752088743,-0.10512051166569635,-0.025585895768869597,-0.10230960306767349,0.009652870696602244,0.019901140800185412,0.027522732158606466,-0.05091833795937891,-0.015119068458326437,-0.05477297661521156
LRIG2,0.083682703148207,0.015520991437236061,-0.06103891283055062,0.021259822159345434,0.0268891324221502,-0.04662999279249462,0.03207023162598348,0.04334706609239976,-0.011636109529144636,0.023750353635406035
ICOSLG,-0.034090946349564014,0.0033703941974171305,-0.04883024920685924,0.08536201074689118,-0.0564991266935799,-0.0001666086315176844,-0.011410190079361325,0.02927871983305263,0.05607423964815843,0.025192170942221957
WIF1,-0.10434539489000243,0.006960772340705014,0.1283609120063621,,0.009425250947531045,,-0.0010829626474898244,,,
NPPC,0.11750459852633409,0.01896754837961768,-0.040828899349206506,0.07892134519310019,0.020919337878408925,,0.15149066959703664,0.3441989081483643,-0.029784167722929567,-0.0379649196092205
LYZ,-0.08602412682897992,-0.02249103016393489,-0.014157500759338417,-0.0048503509482790185,0.04064229212523694,-0.03580751408406134,0.09473451489854068,-0.009886522428803187,0.017837512912362997,0.06540609774552367
EREG,,,-0.015632867063548474,,-0.028509020360295286,-0.007652151390261974,,,0.00657162016916306,0.08454164727926995
SPTAN1,0.024434936194015187,-0.0787691786642278,-0.05878733853377621,-0.13387155378013216,0.029289441953094218,-0.14563127123457603,-0.040661301476065746,0.0024120247347301236,0.024624531431337852,-0.09156936655069642
LIPC,0.015187777174490016,0.039289568612639394,,-0.026715964402309854,-0.019613909198843146,-0.040153270334496,-0.011098268414586493,0.03859171744501831,,
COL8A1,0.027718816811116802,-0.0564717014121524,-0.038012437469249684,-0.03339487962485779,-0.04257600987181213,0.0968205229790647,-0.03418303107459733,-0.11951505227935251,0.025991833702380583,0.08792158245746419
GSTM2,0.01805469979437287,0.01933860352191424,-0.003777016537923763,0.020015972258243205,-0.0008287754954830519,-0.014111431616833425,0.09720054113137253,0.05275908115236443,0.01610601611904431,-0.01405678713424247
SPX,-0.015215736067761701,-0.01709039923894757,,0.010168582534234432,-0.03933754230168613,,-0.04256077972314586,,0.06531731740964809,-0.024913652275815712
MFGE8,0.04956011297005315,-0.10166227138205661,0.022618369663836024,0.006075015467069098,0.032074598816496463,0.05341706736779362,0.04243185319910824,-0.1311356070774663,-0.033038246518872105,-0.012805549805990218
TGFA,0.21234560091111804,-0.0018690210197428985,-0.04306301202910726,0.032957336447933604,-0.020140036230003208,-0.0050583173504837485,0.03045836840617508,0.019303378798401716,0.0558143921899602,0.02389468084938993
SLIT2,-0.058543602409095855,0.014731610978201673,-0.024188841183855354,-0.009584089085695283,0.011341688023341913,-0.02866372903355607,-0.03515866257069961,-0.06206572081397287,0.04208491703376742,0.04258360766614181
PLTP,-0.015319208284956852,-0.05668291587449697,-0.0379794040474874,-0.12197527143842637,-0.01940304521178299,-0.035285016414666776,-0.015650368111433516,0.03987996810669355,-0.05925758533642433,-0.03461521008358242
APOD,-0.0791781482937746,-0.06744101081169031,-0.13283599593631668,-0.10103233305013415,0.0020649207685239763,-0.01688823547384905,-0.041696520761871574,-0.14566419499797076,-0.03513304883298948,-0.0997245930436094
B2M,-0.21363196828355924,-0.06786781269254379,-0.10269353351695759,-0.1178339324065084,-0.005602888714587974,-0.0697372394764824,-0.005598284206370206,-0.21865398943156147,-0.03944855433317386,0.06851489735067644
OMG,-0.029207630808161456,-0.07221965867718415,-0.029613245621143897,-0.09193373181415541,-0.018950428561345482,-0.02033738444498439,-0.09449900141750116,-0.0054782303303302,-0.04748483801289429,-0.037186156200898546
CXCL3,-0.07139465692306571,0.09109049807305025,0.012219454636581042,0.21997655325606572,-0.018074887483218557,-0.0008778312959313599,-0.011256682038805246,,0.12460979857288372,0.11347771083297593
CXCL10,-0.01607314040750062,-0.017045374012261343,,0.019321603371780977,-0.04016541823816739,-0.02771176969578749,0.057703565682144915,-0.07148796632772605,-0.02060260512792297,0.002779606369942821
RSPO3,,-0.020365270087421623,-0.030446041651544044,-0.017264382198134785,-0.019613897105905966,,-0.01176301577925703,,0.07265918764566975,-0.009896041695279736
CORT,0.03729381189832383,0.011916493985648879,-0.04040604529416905,-0.023695052469194514,-0.023804425546243818,,0.03418568909510951,,-0.022750124459079247,0.05549713887787957
NCAN,-0.013941594385990862,-0.14455176917853976,-0.028973371233686505,-0.1259610165999429,-0.012264411192961617,,-0.041497650758194796,-0.28226002018068114,-0.047280555583530885,-0.09267620424136509
PRG4,0.02287905814074856,0.07673038907774726,-0.01802873008605219,9.990582824526689e-05,-0.014043479910321139,,-0.01375290994419053,,-0.02185254288165605,0.03440682647018052
ZG16B,,-0.021751633533232707,,-0.019776076306207636,,0.008783012942713594,,,,
TGM2,-0.10957292606542612,0.0005349607807879741,0.04468414901738344,0.00262571574697702,-0.0010994080307850883,-0.03983195768137882,-0.03913235702996535,-0.12055995487173377,0.008666251809368704,0.06718128332550395
VEGFC,-0.03605065478514757,-0.004012635610338435,-0.033319441332596206,0.045626496420186506,-0.02161756914139234,0.04972390824535587,-0.014035392787157172,-0.08620926850770717,0.07934291162345525,0.007517545422076337
WNT6,-0.002400707276584185,0.06648604054264574,0.03198245413700128,0.0014071646686333388,-0.01935056328675341,0.03113830437886237,-0.012249382080434246,,3.967040708051131e-05,-0.03902447899899528
NRG4,0.09917358174141877,-0.02141619337883275,-0.02282094485802089,-0.020737486729232642,-0.02000310063075624,,0.06399915169534622,-0.04265940345475107,,
PMCH,,0.0036501619069710303,,-0.028733808182396448,,,,,-0.02027944631531338,-0.02946037936741119
COL9A1,-0.023642774059588232,-0.04262919405745975,-0.055561794293867546,-0.021658791348147705,-0.021460003145014287,,-0.01865769572440285,-0.018661514716327952,-0.016538410205717658,-0.0577606918651074
GDF11,-0.026461112455414264,-0.02754499128789462,-0.08504720161260966,-0.0362079568835666,-0.040052220861247885,0.024308005370524736,0.019365156868584567,0.0014420385552352771,0.021756440401071192,-0.03113176736836118
IL24,,,,,,0.09204273067281682,,,-0.015119866500293153,0.06432730756411563
SORBS1,0.049137708052231575,-0.022106026864380214,-0.044986500646361574,-0.10854691801136496,-0.051576735286483814,-0.0201017957164457,-0.0441527137105329,-0.038034086730001526,0.011620371326910506,0.014887132982043758
DLL1,-0.050194708969062904,-0.06284799886379294,-0.03713881300325049,-0.0935292012752834,-0.039077027078298354,-0.024641168777677688,0.0029578466321660214,0.0019729568010197966,0.01809561084344204,0.0027761762438428175
TLN1,0.057034500891248,-0.01639652868873694,-0.013840075082860127,-0.023151491809406,0.03395342190214829,0.011550716491285884,0.08705751772477431,-0.13049177585856833,0.026921782450193166,0.023498974563926637
COL2A1,-0.047624746066018804,-0.06103836908073953,,,-0.012542957981017247,,-0.011427843300164048,,0.03762263351828157,0.014287291884399476
SHH,,,,0.09560184999407113,0.04170463606047791,,-0.010906650181706579,,0.06622432512471273,0.03109090478315696
PON2,0.017296291824479015,-0.17185658603980275,-0.10326971903364925,-0.21487145436789157,0.01043001614211199,-0.10417311157236385,-0.03677906952188993,-0.0725501749346034,-0.010058352518208894,0.004790148344622926
ICAM5,-0.06958494406160283,-0.0012357697356907473,-0.0013607269379527485,-0.027596879274121612,-0.03326385324879843,-0.021625829349239893,-0.021300098660640764,,0.025701770649326827,0.005656589512303921
HPX,0.007741113148771662,0.12239643709866573,-0.030446049655706384,0.045707860499596506,0.011957193513789975,-0.042940482261586296,0.008348903091872027,0.03919547612188523,-0.038291899285688935,0.049570527950047356
SFRP2,-0.062004663672986196,-0.030914004352092943,,0.08018606759561361,,-0.022546236787187014,-0.02139605649728166,,0.018409481007575935,-0.03278821196554646
CD70,,0.0376672130007974,,0.19892099445685094,,-0.06996034511628862,,0.10760052730516652,0.04162935939077682,0.08671083044152147
HP,-0.09910560921310038,-0.019228933977585197,-0.08849902663715757,-0.016459929021414774,-0.002697432695350725,,-0.011123756411198848,-0.12305836930467627,-0.02208316797731034,-0.002893819587841578
CXCL2,-0.09255110609560609,-0.03460654818993976,0.06285100262973471,0.15822821401118975,0.030425989818663814,0.0059715359949603685,-0.021586882062886233,-0.006918412208634506,0.08677803485372866,0.0984236662116341
NPPB,,0.052092868663754455,0.03282963039851957,0.24523491203712047,,,0.08217585472678968,,0.027863904258268894,0.09673116798289326
CCK,-0.13804294470357278,-0.05288031215164353,-0.034844550200019496,-0.07568376896164718,-0.0844660228600754,,-0.05556553268404,,0.037866536107604716,-0.062418626841521226
SEMA6A,0.01421499440079466,-0.003980572523340748,-0.06457643908906191,-0.10731141746010475,0.01980639701574109,-0.03348066815695869,0.03718978429241038,-0.2118660021693994,-0.01894382015702906,-0.0805480681523748
IRAK4,0.009194245588792591,-0.03162274508915893,-0.0033268858216416197,-0.04708942824293176,0.06239104776729023,-0.059143602324164005,-0.05247246813378307,-0.13565029671653658,0.033391544172183964,0.014693126291109535
GSTP1,-0.07695004356949779,-0.05348353814050927,-0.04720423499608649,-0.029003030865639965,-0.024517156829135224,-0.05493066866964252,-0.05485694454634324,-0.12685727419856915,0.07819401012855896,0.09408914226144025
VCAM1,-0.11768644115492691,-0.05391666240052496,-0.026679806247318708,-0.0016161856447767515,-0.0017330805990035357,0.06136642200220028,0.037748679116418625,-0.10630878242634094,0.018500655074116485,0.09058450872724204
NXPH3,0.057023585657982816,-0.0216341204870313,-0.0426957526705145,0.05621229410224146,-0.0362133952335776,-0.04310976293212096,0.004207844402268328,0.0706943017532285,0.0174760767787426,0.011324425764036689
MTMR4,0.039028424716055825,-0.06649342552054771,-0.11099205870357483,0.03802720356820663,0.06300436877251815,0.013342003985777258,0.054325188539812594,0.04831771580429512,-0.03595265928528684,0.02321430220952929
LAMC2,-0.04248946192410933,0.09585543421184775,,0.21576692392008393,,-0.033183755339919324,,-0.05948418328090026,-0.01858849658972751,-0.009988505447090389
IL10,-0.019788042469621434,-0.012203515072360237,-0.03177143533978855,-0.011232235953414542,0.07747984488290734,0.04263333533155969,-0.012563672879281873,-0.05220999830509916,0.042590695709039575,0.04634332211404649
SEMA4D,0.011840618196313398,-0.04723612279744899,-0.10156680038528566,-0.03799870453387392,-0.015947215485349848,0.050570683330806325,-0.008907839038608282,-0.03693038453737965,0.0026517196433667005,-0.05608358325658064
TRH,-0.03411351101095057,0.0273567160384268,-0.023514168181110594,0.08042178109050103,-0.012343221615539425,,-0.027810623554528045,,-0.01689661151784162,0.00552139814484081
SEMA6D,0.0029352353025786683,-0.0374220587093944,-0.048484755534255186,-0.08763763655839914,-0.04660780905768166,-0.03078468519740709,0.012527713260028389,-0.036397996847486055,0.006060401313596103,0.013514286265797336
CEL,,,-0.02580397352682924,,-0.024351890495418735,,,-0.02322747530901671,0.01590956649129997,0.019863305739540052
PDCD1LG2,-0.0044859458554110795,-0.01718291493835595,-0.0317714188761131,-0.02315007148404593,-0.012946520623052852,-0.031240027794251946,-0.021491654768812388,0.005064656056930461,0.019817655270770767,0.07048670204045641
SPINT1,0.007153774627176684,0.005671506858866958,0.0017743970846371133,-0.014191700830370906,0.08618501797319675,0.024601362685650673,0.017909942523086867,0.08454584942246557,0.042783870824799355,0.013390059040347837
CTHRC1,-0.10225030371695862,-0.09260649802504226,-0.02762740693766268,0.03910537516881496,-0.021300210246761344,0.03279149207007128,-0.011041210682434407,-0.0595264933806254,-0.03385551236531172,0.04974313513380137
PODXL,-0.044542566203879766,-0.1505164179433874,-0.04938030413966394,-0.11054129306247733,0.0033580433751082476,-0.060839323587181256,-0.035153260428902176,-0.10078648261165436,-0.03523651933138391,0.04238961933123025
JAM3,0.057779870375589994,-0.01194922537392436,-0.019915662629988465,-0.06243755865320584,-0.029735521497921375,-0.01916278804894769,0.0010893417962423502,0.09041211333410835,0.050083437992712275,-0.0426086707959298
TGFB2,0.004184570990259775,0.0005789660534041998,0.016328320793447853,-0.103446205840074,-0.06759181085965371,-0.028130032076460695,-0.022052972906183944,-0.01605110457661081,0.0007040448946807031,-0.035931593444265955
COL18A1,-0.07492220444586958,-0.0851149106813482,-0.14038343778337806,-0.11862625032629603,-0.012750437416573125,-0.07683278010078112,-0.028101245067010235,-0.06720104578955836,-0.0015706664610500986,0.051486493897092665
NODAL,,-0.0483785434839317,,-0.034871380015592215,-0.029728585427175224,,-0.01929548966860474,-0.08386319023986888,-0.02260269197962012,0.008216883494614129
INHBB,0.11964206418743005,-0.05653619611325775,-0.07108869828238401,0.03685571896645181,-0.048638366108498934,-0.03248858002675532,0.027579650378300145,0.034368349963084334,0.05590645189766381,0.08267380147885342
LCN1,,0.005395501809249773,,,,,,,-0.024041616361981523,-0.023033458200535213
ARF4,0.07217604815506788,0.03484981585743715,0.09207492359104517,0.09187998799113235,-0.06307327543236903,-0.08743739286746453,0.03925305746878522,0.15104863978390917,-0.042902901786453826,-0.006997053591854449
CXCL14,-0.10850081489991786,-0.07237113224976494,0.09395012913255596,0.02913052221559636,-0.06932573228127668,0.10596088064130467,-0.02607841821076182,0.01875778209148793,-0.03909161633868566,-0.048695674567269184
LIF,0.0005043843571842076,0.026683881906646903,0.06760198293509193,0.16373983424461444,-0.004727118806251969,0.018376262136664774,0.06567140622696002,-0.0033732035550847524,0.020830824697570305,0.014255307209028255
IL17B,-0.0014637022117154823,,-0.0013100750843761616,,,-0.05489339404098868,,0.07056808100405912,-0.020921292515115143,0.020513420025269777
MMP1,,0.08614331573016505,0.08647419443333637,,-0.01234321892290123,0.1034478346907981,,,-0.033054013407818716,0.05229611630640567
MATN1,-0.00876853386265816,-0.030914008564868093,0.06669989763464967,,,-0.02284524617019245,-0.01142784187802363,-0.029755725120171907,-0.0302512979132531,0.030110772395938738
ADAM28,-0.006961310142081253,0.026790706100047162,0.04682324415836686,-0.049060665841006205,-0.02505848480181611,0.023684119240903873,-0.027970346182881408,-0.013562576576954215,0.02159409664895434,-0.016075959095657347
TCN2,-0.02332490487106463,-0.10428042706431358,-0.02345645324581047,-0.002662451581409873,0.06330328634048395,-0.04100264669858399,-0.016089576469250595,-0.08553907594295722,-0.007486221202030169,0.0921382937746744
THPO,,-0.03154259949555056,,-0.012010163137369132,,,0.04669090217942606,0.13933779079033656,,
CUBN,0.099584394619736,-0.03609537221379117,-0.03688234805937665,0.016619508107484374,0.007408025557298462,0.025981093451286304,0.018707866541651436,-0.05336198423605288,0.0362313583998585,0.09907764745292387
TIMP3,0.0032015127009135027,0.05993805043456397,0.03516382712816621,0.030087586089630948,0.023563054174109407,0.04426713658039392,0.022547672798067263,0.1569465787430573,-0.0208351520088431,0.058726371459308375
PIGF,0.016024108466993807,-0.07871836045577595,-0.0052146109899830545,-0.020552847492392883,-0.018555484228024423,-0.05564042767981255,-0.019935454485875043,-0.015196242822320488,-0.00767164714345324,-0.007070130145850715
CRH,,-0.027585869282544383,,0.05504240935378486,-0.012542960282448353,,-0.01563034606817881,,0.0024029780525527864,-0.04251865043467486
BDNF,-0.07248518356639677,-0.0035847509094501895,0.03533739502652016,0.07237625789046347,-0.027345636378006032,0.011682767698191949,-0.012870686525881574,,0.025361891030729552,0.0023404421397434107
CCL5,-0.05445723605765191,-0.11194681505562497,,0.03857961398732219,-0.042067527439730024,-0.05961682528371592,-0.015503243550289198,-0.07507686831714454,-0.039068576167927284,-0.010602036448918353
GAD1,-0.09889882773207621,0.0063966702440668806,0.006373276849262644,-0.0298175809323856,0.013106467847061258,0.013443073931405699,-0.060087105845296904,-0.06537000761348565,-0.01073120552908721,0.06368794574112123
COL14A1,-0.02224499909890214,-0.04899655843811828,-0.10729755081324684,0.00867830336637507,-0.048166534681289605,-0.06713922111307064,0.07686393474396949,-0.09059952267383621,0.030369355520414115,0.12423038026008722
HLA-A,0.05690912091785028,0.06978643284473218,-0.014454098078220432,0.11111446210135051,0.049122423071640796,0.07742904997426092,0.09040582341188533,0.11972784754496671,0.05921508772417053,0.024024525679232887
CD5L,,-0.02758586609106943,,,,,,,,
FGF18,,-0.024960222831986602,-0.023514141922565686,0.11067820460876165,-0.01711374244949243,0.04174596249545223,,,-0.02473397908041326,-0.03595531192745206
ADM,0.17193594640143087,0.21543923709969545,0.11170868143188215,0.20493744061010982,0.10461548734982769,0.15844670499388794,0.1538792731414549,0.27914443738537137,0.11353197901974192,0.14832905111766123
CCL15,,-0.04602457404815491,,,,,,,,
GNAI2,-0.05351595435703944,-0.058247939147388704,-0.0028803878529569927,-0.13557838585950485,0.011542135649507065,0.023308594873911962,-0.05326178690872358,-0.14091076944182143,-0.009171440356920175,-0.0722559230895552
HDC,,,,,,,,-0.01075513241084518,,
COL11A1,,0.014301759840717626,-0.027639990140645804,0.019714682191976484,0.004229106579640029,0.03920301416736769,0.004035101232184117,,0.03076794351127565,0.09845882690212583
NUCB2,-0.05287563829097973,0.0881713320694169,0.02226633252987481,0.022752957394170423,-0.009356635122900381,-0.06496528024994128,0.025977296360721845,-0.02723789075164577,-0.01768683511526812,-0.008643143839668915
CXCL1,-0.10282185238627284,-0.06132590699697418,0.00020934023369457305,0.06173812192103977,-0.03933754506455642,-0.09182797914071382,0.02833450430638411,-0.10493200055130888,0.04665241943897289,0.03150498095497296
VCAN,-0.06269338506714624,-0.07636266731910657,-0.10391110313151815,-0.17872661693319422,-0.06694292864428426,-0.06258273024499687,-0.039560765029376485,-0.0279584265840926,-0.06790786302225646,-0.11258315992979374
MMP7,-0.0356800213613768,-0.05022116394854123,,0.032380468797088946,,-0.012290833551301733,-0.01766289590127525,,0.07511211890502816,0.03387445214014767
PTPN6,-0.06800400890770497,-0.027547166879275584,-0.08356579490928281,-0.014012050848118606,-0.03805483162534774,0.0008800336716880214,0.022227976290524774,-0.06823799191183014,-0.054420199984364565,0.03974720813257442
