,UKF304,ZH8812bulk
IGFL3,,-0.028217341162777767
BMP1,0.002321363147641258,0.06396226686585854
NDP,0.04871095276546427,-0.0013876901708923647
TNFSF18,,-0.029100045875852285
RTN4,-0.10388258445810537,-0.009076411279252147
HEBP1,0.07838130084290894,0.0761792689396041
WNT7B,,0.020650076088610626
PTMA,0.14694921481150486,0.028805833252349995
CEACAM1,,-0.018355141949504262
PDAP1,-0.027780521616294466,-0.022290254172650244
QDPR,0.15191471381308008,0.03651378608016269
POMC,0.04484864388626428,-0.022484057662275243
CCL18,0.003901139035628008,
CCL17,,0.007188522993772356
VEGFD,-0.026380872389409622,-0.039237613076660245
TNFSF13,,0.009664557058132066
WNT5A,-0.0759602061826074,0.08429138731919208
CXCL8,0.05089572913098939,-0.0035941948910551006
GRN,0.06503864165997575,-0.04425836450604761
MIA,,-0.016952681421594052
COL4A4,,-0.029802205149664515
TAC1,-0.06560494346016965,
RARRES2,0.049993360563895785,0.014366494014915897
FGF7,0.01369852082260068,-0.023306493345407665
HBEGF,0.08885294469810116,-0.00853458750376672
PI3,,-0.03160996039002841
PCSK1N,-0.16448237687583142,-0.04654781473500386
NTS,-0.021305298035686763,
SFRP1,-0.007177016037751172,-0.052406620614001524
MICA,0.06061064345588018,0.015199234564097431
ADA,0.13494462029794663,0.06250690186361632
LAMC3,0.0171351254214321,0.012748908013566868
NGF,0.02698421431779576,
HMGB1,0.08947113116072018,-0.01889923137153582
ITGB3BP,-0.062033218490316636,-0.01724116700468788
AANAT,-0.03401889563679616,-0.01207146068244129
RELN,0.005177072662503784,0.00230769374387151
IL15,-0.01640983753196589,0.01215397078458676
BSG,-0.10426195049689371,-0.04218994782749515
ADAMTS3,-0.01296125072304099,0.07298439797790912
CD34,-0.042713093668346566,-0.03196612674627011
PLAT,-0.06361378653646477,0.0033796151605178077
CKLF,0.11838013193157847,0.02775278021323791
CD24,-0.035065625738351994,0.028799777889652167
HSP90AA1,-0.09512109951972092,0.039511495853011024
BMP4,-0.03368603846100055,0.010742507327718857
SCGB3A1,-0.059882776440654824,
IGFBP4,-0.02064240352290688,-0.03403689259364655
LEFTY2,-0.021274032232047768,-0.043105236974125966
ANGPTL2,0.14032653725931293,0.007077777799862515
LRIG2,0.026432611212670647,-0.0012956800038153849
ICOSLG,0.03225896823975495,0.0046652038300559525
WIF1,-0.04093773578036608,
NPPC,-0.06396903378766196,0.049016789616637246
LYZ,0.06146403976936338,0.03366907595314812
EREG,-0.03722343369690138,
SPTAN1,-0.11323251055191497,-0.023094530920587435
LIPC,0.06282406198173227,0.007781954388759616
COL8A1,0.04547002432621691,-0.012720384381874363
GSTM2,0.011277499257628972,-0.011201895952059077
SPX,0.011055581990280706,0.06939913644081498
MFGE8,-0.07142378236860365,0.05894295396482491
TGFA,0.13561714130528874,0.07383363641498161
SLIT2,-0.013802549589461489,0.0005675307704567803
PLTP,0.08331467714021007,0.05101427700881073
APOD,0.1425209985077768,0.01175886095532435
B2M,0.10746495507079093,0.017443238506498385
OMG,0.044456486304986116,0.05681890792657118
CXCL3,-0.0524010951281411,0.058906933012131076
CXCL10,-0.038461548886415814,0.10076573702272373
RSPO3,-0.07994481943578656,
CORT,-0.05526809658299974,
NCAN,-0.06310423129561002,0.04223508778528316
TGM2,-0.030254866180630703,0.0067023695674696985
VEGFC,0.022876298208166005,-0.018187764809308542
NRG4,-0.023467010172385193,-0.0037421540343332556
COL9A1,-0.036707413714600116,0.006389561768759437
GDF11,-0.028940138918478766,0.0723834784357639
SORBS1,0.048780601374317986,0.03998807418562219
DLL1,0.10480726975383811,0.036549228669680404
TLN1,0.10245774729208382,-0.03137762638506702
SHH,,-0.004843041407764016
PON2,0.0046416011058364945,-0.03360240752224672
ICAM5,-0.09591319593868938,
HPX,,0.01055568890052308
SFRP2,0.03633561817526306,-0.004615407072026326
CFC1,-0.03823607117059257,
HP,-0.005167388342159962,0.06152656278256626
CXCL2,-0.03571683972778415,0.03001918614477025
CCK,-0.16018959440682903,0.04634040317751946
SEMA6A,0.0953497779772925,-0.02084687698826057
IRAK4,-0.01759211009175896,0.05564122399982898
GSTP1,0.17508626908439678,0.036677294286628866
VCAM1,-0.004491791904256289,0.02221047704771474
NXPH3,-0.04871354056035673,-0.03295165856111267
MTMR4,-0.03758912030566568,0.00982617544697177
LAMC2,,-0.001175749963682842
IL10,0.019121013541527607,-0.03201049727811456
SEMA4D,0.09022296926799442,-0.033701730396788115
TRH,-0.05954432850498338,-0.018450032429014284
SEMA6D,-0.0044364284198047665,0.030953939249938743
CEL,,0.008440407695564733
PDCD1LG2,0.038518430693373185,-0.06127697066433764
SPINT1,-0.05782787106442065,-0.0334077903532982
CTHRC1,-0.01550051880918903,0.08518669248461001
PODXL,0.00029344202431403363,0.019007484041785722
JAM3,0.13570819982720567,0.02877692855585229
TGFB2,-0.006644305120676446,0.05122906839093551
COL18A1,0.022745124572768748,0.051070290214520205
NODAL,,0.05521689784844472
INHBB,0.00748587320360284,0.017329484491688495
ARF4,0.021554893586792346,0.016374915454610495
CXCL14,-0.029941765084938256,0.00656753869914711
LIF,0.00041992083615180985,-0.009532129897825826
MATN1,,-0.017380559583074575
ADAM28,0.08356061469032762,-0.012269692433365936
TCN2,-0.06117846237125091,-0.01720122020215053
THPO,0.0049980751897041355,
CUBN,0.05675200165147375,-0.041144196437242944
TIMP3,-0.03469034383681475,0.07976473832685559
PIGF,-0.014566813037741664,-0.034283731661030985
CRH,-0.04430073147879074,0.025015058588658535
BDNF,-0.05125755839458501,0.0015044427589825432
CCL5,0.054050996825791994,0.03678131330268636
GAD1,-0.1322293686704493,0.04006867807127271
COL14A1,0.02164191580091546,-0.01817216384663813
HLA-A,0.050046200155378265,-0.012363527879957679
CD5L,-0.03373203117165649,
ADM,0.045978522883031496,-0.04367318739625145
GNAI2,0.06872333655211506,-0.05370808851669843
