,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
SLIT2,-0.018737004521066945,0.03975269164047956,0.005008198940661195,-0.004434068820068765,-0.004439846704620472,-0.03925013943680063,0.012107288384350406,-0.033838404217050484,-0.03960627584349444,0.03140294792962253,-0.0012266514923781951
PLTP,0.02634910736603417,-0.027857443730761232,-0.004425320103364511,-0.059268567266356355,0.032556500880839584,0.04945835332353484,0.05136942677749965,0.0071633312431277525,-0.10537319669724382,0.027740907695344534,-0.03289957737733171
APOD,1.8843366248396813e-05,0.026635095246537333,0.011818654506598258,-0.008654185364453098,0.020414228942295404,-0.03958451906704072,0.01730164940101126,-0.05285769089228378,-0.031368319184024746,0.0935377608579027,0.07548187908549221
B2M,0.026884578942642717,0.04400950479273465,-0.05926577433461421,0.02339702955675951,0.09379790866982254,0.10124815157805253,0.08461431986701282,-0.02315200090594447,0.02672323680954241,0.08008766117663227,0.037470724163002456
OMG,0.05798517772440876,0.018351254807351315,-0.013636134071372359,-0.022276687446773278,-0.030652039740060852,-0.01586494821614087,-0.05496706492387937,0.10270975945222886,-0.019533649993706697,0.05225155153134635,0.07597399831841274
CXCL3,0.0015586909774148961,-0.031193553528726464,0.054665143731392966,0.013022340908467926,0.02669723366552311,0.004039249731201802,0.06692593287656264,-0.006595304196800816,,0.003603238504263295,0.0044728670749204025
CXCL10,-0.013354795182608296,0.066682354773607,,0.00618758682588043,0.08242793473995827,0.06775348890620035,-0.007663127384405629,0.06852316115213297,0.032822762909051804,0.10055041009365905,0.12704950260583248
RSPO3,,0.06823328858811609,0.05788339500961621,-0.015145471086097338,-0.021584921026744048,0.018887910587914412,-0.03399513687931974,,,0.03737527852048766,0.01959442578933799
CORT,-0.02520682558957334,-0.03610915100629925,0.10504197171576245,0.031157404729424604,-0.014808224694789955,-0.04703735164283263,-0.006884314248430113,,,0.04866704556520622,0.08965539664222134
NCAN,0.07246517556190195,0.09593178418669088,0.04865710672631963,-0.06445477109346825,-0.04168749639005522,-0.0036033568113616105,-0.00837329980297505,,0.0474067089971049,0.028123521364600224,0.04296352931840827
PRG4,0.06927818820486284,0.0748130616002762,-0.04201199192986905,0.06309226072492036,-0.018698405949058052,-0.025520327342494466,,,,0.01520020199969658,0.013130439115900066
ZG16B,,-0.016885820032820423,,-0.01734889719508653,-0.0015909978661449878,0.006582138520217169,,-0.02304851890172876,,,
TGM2,0.09736487335236083,-0.04369876209856847,0.09575056724448545,-0.010583436288498926,-0.011950128775863173,-0.02067906112973246,-0.0419532224809702,-0.017903823132566235,-0.011895896854720216,-0.012446316566604644,0.02491764833557145
VEGFC,0.09433212183898926,0.04963143172371182,0.07874820220692091,-0.005243352820326649,0.006929162178760197,0.04262710850351507,0.05315383161570823,0.0018799021813973482,-0.029822677955438175,-0.026411140346079786,-0.0020555597804410215
WNT6,0.0044334196913624595,0.05172464747000474,0.007437301560422825,-0.006959703698818338,0.042970516821454086,-0.03036201486919095,,0.0537225402340846,,-0.030636235443201147,0.029515912815339163
NRG4,-0.023329965627051776,0.10925550346785201,-0.028163334593398325,-0.018192310738455078,-0.023290050803919354,0.017405383238981224,-0.029456331739419566,,0.06585204511178774,,
PMCH,,0.03978820668524668,,-0.025207218887158864,,0.007800487245059133,,,,-0.020859599433184713,0.09104246829653215
COL9A1,-0.03634517542077695,0.00887625499057052,0.02772911048310592,-0.01900054078729943,0.08540529698250711,-0.03656502786295256,-0.02772081934493721,,0.01717920669150164,0.04839196127359767,0.037035332457138685
GDF11,0.05665783315451257,0.016693020719217896,0.0444673275400354,-0.008478865286636187,0.03827805280770233,-0.01875193902760729,0.0036070636790152383,0.044566085032694096,0.025867045757360315,0.015276335620377687,0.04938246004348313
IL24,,,,,,,,-0.014534317116096955,,-0.015552414685068773,-0.014481550969001727
SORBS1,-0.003504348650864515,-0.03594902861252143,-0.009243962551549587,0.002144928396636202,0.00464045832877931,-0.039355025871083964,0.025507976426327073,-0.054044702712420484,0.09066717494790712,0.019460120498306248,0.0044291914779428935
DLL1,0.020977756296972384,0.04149044157426696,0.047508930665898785,-0.03949476217460356,-0.026252332194928063,-0.07573730414544318,-0.026232597350325446,-0.02151774597152555,-0.004425848514934725,-0.01691247578396991,0.07572329008630795
TLN1,0.01633377083777901,-0.0278598135684792,0.03662544950624204,-0.03329844993899991,0.06660707618667217,0.007480284231018194,-0.018911903546178645,-0.02856796151053756,-0.05674738553659758,-0.07334755605116663,0.002538850581041034
COL2A1,0.0010486855389234178,-0.009500807776970538,,,0.028638290766578502,,,,,0.029100125539880308,0.08577819974926924
SHH,,,,-0.015533350200918792,0.015012721036502278,-0.01450720776298292,0.06033380667275909,,,0.01499056417700972,-0.006585729593327409
PON2,0.11865155528938723,0.07650806195363426,0.07720120507800178,-0.051645627667680875,0.01867144134124107,-0.008488441443856666,-0.006254640700799043,-0.013483594104995182,-0.058008303957994806,0.09858020891368231,0.027764034438936745
ICAM5,-0.0556445255055602,-0.032819542536829074,0.01588215678938105,-0.024209828785989474,-0.010755857239289441,-0.010576008122449685,0.006390877165218243,-0.013758516963394843,,-0.033064840718489044,-0.009703688840339423
HPX,0.09879980296715901,0.09873193657318372,-0.03757347861079056,-0.0035660181955324563,0.03766072249159073,-0.02677354632968887,0.008413303756408128,0.02770386682549937,-0.010268119367012395,0.10200183779212546,0.040099621945889063
SFRP2,-0.031090060743538782,0.02617378565359433,,-0.017690802531855076,0.09538119268431808,-0.02231400007071702,-0.0006768888523401987,-0.014344087169453802,,0.05632687480762523,-0.02240533387373455
CFC1,,,,,,-0.017169848219877992,,,,,
CD70,,-0.02957754242898133,,0.008659165314241785,,0.05471635077963864,,-0.030237946230969422,-0.041196411046526465,0.0567172108571292,0.01909056176442562
HP,0.04870360376582024,-0.02300252208162676,-0.004759807150157402,0.0128079499261212,-0.008927292394950112,0.0632287603865969,0.012291066335169739,,0.019385042295331154,0.10322344303093836,0.00883949278745145
CXCL2,0.03964275592304214,0.02299374847292521,0.013982488262489105,-0.0567747431152259,0.058840320115748704,-0.0069195307108007925,-0.01818670974069014,-0.0019067251882448014,-0.03739559834264617,0.04156784777283102,0.01977896759168771
NPPB,,-0.015709505090977058,0.020480342297986953,0.026064426557180175,,0.003298688520889079,,,,0.031241675898598185,-0.04221744817651193
CCK,-0.024928352053502734,0.025912413524995664,0.03626966562059084,0.043992859381295164,-0.07599008295574738,-0.04294822646478623,-0.041818643445081974,,,0.04985874880352466,0.0832174088412338
SEMA6A,0.08171540348468953,-0.0007212424480958877,-0.00909353961541158,-0.043659018599356544,0.02215396585229417,0.04470281348430909,0.07176695430685032,0.0036344429904291127,0.02476444695179007,0.02774584870541593,0.05111230678483116
IRAK4,0.023199146731593387,-0.008761809435312367,0.053716839660039914,0.013394910279894845,0.0460229992852177,-0.04077917944516104,-0.03184269308814172,0.050467518152324364,0.046829270977466926,0.07072199293800187,0.04782339823778685
GSTP1,0.09757133230873409,-0.0066544027987154655,0.0104761417337775,0.0062095563792825235,0.030183840659422527,0.02758543071782683,0.05269874109853153,-0.04948285329274257,-0.010436241164056191,0.05114618042394291,0.06459361422125919
VCAM1,0.078625309937054,0.10729308970070288,-0.026940949645580334,0.007979235394269585,0.044460162438926865,0.02575925798960145,0.010662019840533122,0.0010095246928215544,-0.0057603711010744945,0.062450482632816676,0.05785935040264196
NXPH3,0.011133107220197174,0.05488720855399435,-0.0394758389719849,-0.01634067870600219,0.033777263577222154,-0.03500717449290274,0.019713557714847868,0.013771154724866676,-0.049830687774863894,0.027887670048193675,0.09329707502151409
MTMR4,-0.03187472500129293,0.0017536131745219047,0.049088437401056735,0.0033762132010856714,0.03142181746246069,0.02332567450500278,-0.003764734777458956,0.00751740123917916,0.09924889706546951,-0.005679132967032384,-0.0161288384788201
LAMC2,-0.021304848279603886,-0.012330318860853232,,0.05900677089432011,,-0.018926905952206283,,-0.021111757305597695,0.1523226889072764,-0.019120275124772018,-0.019018339867527025
IL10,0.03338372797146471,-0.026052608438220385,-0.012222691570925964,-0.024103529260711375,-0.022647490494103042,0.012744778583539215,,-0.012062264945901065,0.1072345621272726,0.050824010201135666,0.040099512027282305
SEMA4D,-0.07659595102527804,0.05551837545084129,0.001577108332116532,-0.044528722216568055,0.021954221884182605,0.03287769668011889,-0.0135483277663051,-0.0022227126516337473,-0.06279855088054852,0.0032627970915908707,0.09818302534631547
TRH,0.07544892324982816,0.056579348567026976,-0.02901884169521145,-0.03682166510173072,0.007743775708461645,0.022807385714648725,,,,0.029802950734608175,-0.022948295874739018
SEMA6D,0.10754363150375214,0.05882712712282131,-0.021326588733820973,0.035620339480920284,-0.008620933983929963,-0.08260447586420974,0.02230814897766564,0.060962305336491614,-0.07950740512739721,0.06015073868363525,-0.02911734354404775
CEL,,,-0.015550041649811965,,,,,,-0.01118458148817944,0.04892251002121152,0.0107619090590592
PDCD1LG2,0.13792970509095775,0.0572157630721083,-0.03920911714575624,-0.027092405601099035,-0.0033404494858770067,-0.00011877201869907276,-0.017281622477219163,-0.03090835001568086,0.07164336198064003,0.013000262235309298,-0.002526876930241619
SPINT1,-0.014932646539487227,0.015505540801418145,-0.03823515067705351,0.020689640175420004,0.03574603199206559,-0.03288136312685664,-0.007549489162315362,0.0002599426412934118,-0.03854922891527819,0.080663270070052,0.029600800739709644
CTHRC1,-0.03532071504891171,-0.003170421815056287,-0.002601987390504674,-0.04549705279935395,0.13037864281564457,0.0162318187247352,0.0009408232815327422,0.01494081478665117,-0.06555775960927364,-0.009468644567698302,0.03489839321244568
PODXL,0.017896088963513124,0.027067918212315942,-0.0022815751106825084,0.017067583104299965,0.06923541999542905,0.027143135218560398,-0.007178045792896222,0.06732970760027028,-0.036347592291521756,0.037819968614856855,0.005486724249233835
JAM3,0.02810367950496795,-0.015272323175541613,-0.011902632823669764,0.007832336054291882,0.012620681473156167,0.015099622788453596,-0.007658092233143063,0.02131605016194346,-0.0230775993118911,0.02905569034079174,0.009625413546872982
TGFB2,-0.03444759653797179,0.026536074014891328,-0.02998399905841644,0.013791456208034592,0.04342734360888181,-0.019540282348649768,-0.03372165628113183,-0.003425697684484396,0.02134349626853231,0.08056204098418354,-0.024604034028486467
COL18A1,0.06190133967601893,-0.015924476248495172,-0.003761413806528747,-0.05977749482604971,0.05774190560449825,0.032697441368010005,0.038171426509780296,0.02792657877064245,-0.031295887434448506,-0.024295247059075983,0.01960954076217844
NODAL,,0.046672029157566394,,-0.011432607451500718,0.07638402257316332,,,,-0.0266703832538923,-0.023249308362551648,0.027080774947886212
INHBB,-0.03864073937706967,0.003516277218946472,-0.032488898614832944,0.021973509587884313,0.02196776581276004,-0.003224065091652519,0.04863120772016291,0.01573902421523976,0.05318871774679217,-0.05219542310642672,-0.013105538075026488
LCN1,,-0.01233032163522518,,,-0.015145659237245625,,,,,0.11890852299195913,0.08102002736247878
ARF4,-0.038610932977630574,-0.05668273011679807,0.03891083752969157,0.010741776245275099,-0.003431935374850671,0.036868000620135295,0.049146289430175315,-0.030201293339181954,-0.02571237868269104,0.07744641463907115,0.03277583583388104
CXCL14,-0.02154474275881241,-0.03441859789209295,0.09652126846125186,0.04988936620865001,-4.8234171863458936e-05,0.013646867078367993,-0.005661071561271791,0.04535587468395027,-0.0025139646324158823,-0.0068392636669279356,-0.012915951605713018
LIF,0.03613553617502467,-0.03495626737853744,0.033330296416812226,0.03920271128019822,0.0201790283852019,0.03902411338912758,-0.015514071120572976,-0.01711127537051695,0.03701025458541349,-0.007669536072656944,-0.02718268459233577
IL17B,0.019400769105472015,,-0.010750789923273574,,-0.025013281235208948,,,-0.03492359441548105,-0.036246048930792925,-0.021519807528484956,0.03522525751200479
MMP1,,-0.016999384501615394,0.018123616164185546,,,,,0.030604944812279246,,-0.033999620533306484,0.03089693971454802
MATN1,-0.0200639022108207,0.0683838699237099,-0.046357519523826676,,-0.015879194032904977,-0.015223440381349117,,0.012201321935953732,-0.03960635391230732,-0.01661889794363223,0.05392398022950586
ADAM28,-0.08061532724041467,-0.022554921101352772,-0.02291187139784868,0.03349027707954752,0.018426579226767843,-0.011665809846955802,-0.035853984304662925,0.007783084626188352,0.034908234239889674,0.03476328516150407,0.027915762980765632
TCN2,0.09330052952143299,-0.018100713846514627,0.017188485932859186,0.009974584696691328,0.07248541928871127,0.00875893652046351,0.003558528765102901,-0.0321475752309452,0.01938643921361916,0.011913121013182001,0.06686589944415927
THPO,,0.04232097462591051,,0.007143454647122412,0.07288157341086157,0.013395763374537167,0.0014997595494788659,,-0.037958926874114896,,
CUBN,0.029383754734669268,0.04017842331911828,-0.03415293669878398,-0.00366759138627155,-0.00928827672420989,-0.0027588130249390354,-0.020014375306147282,-0.011671423619680281,0.019801402228035333,0.01368593126030671,0.08982118313172655
TIMP3,0.022960865918645962,0.04187057946813869,0.015972838892711137,0.0565471336269603,0.009688429371918734,0.014655301560029454,0.024018359602017314,-0.04920639510542906,-0.0390605842538461,-0.05255355435852726,0.05041444340386562
PIGF,0.06413135226679141,-0.01018579725957375,0.052141189331162394,0.045196636214451996,-0.019986193160417835,-0.007693863673917529,0.010187906101934308,-0.018165449552666125,-0.0756251455616711,0.08587072782277866,0.04132005136846644
CRH,,-0.01444643982535693,,0.08353364500991525,-0.02329004114728114,-0.023965248715719818,-0.008852479274255599,,,-0.04204329947825576,0.026247458421648426
BDNF,-0.0363451493257217,0.049347069445826765,-0.038268279074607794,0.02785814036986639,0.026568677141675892,-0.030566846521376888,0.018247079600023076,-0.022419159833541695,,-0.012397628687791653,0.030725558333577152
CCL5,0.03347403729433031,0.08648133547825103,,-0.018646333575267838,0.10241544088191995,0.011279921604144929,-0.009105027564701752,-0.004333899091718038,-0.02476955172971689,0.02672413231937404,-0.029726165972541373
GAD1,-0.07057963487527626,-0.004071330004109134,-0.02517648296987765,0.004423818989569199,0.001780353386480878,-0.026752954546517306,-0.01703624144580452,-0.021774055211777176,-0.04171485514832156,0.08409721343100986,0.054943532389791314
COL14A1,-0.04608625462541536,-0.004850555389464932,0.04068419433014167,0.009979202726930663,-0.012855582683912717,0.020420756232247685,-0.021146202941185726,-0.024941313153663835,0.04432325551019617,-0.017343041646217423,0.002071913265673677
