,UKF243,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,0.049352281032461635,0.026819639600145623,0.06935700738820158,0.04574285470348389,0.054419366228367946,-0.04409348219926813,,,,-0.040275103815250624,-0.029684618349881568,0.01395091227778333
RARRES2,-0.030019699047104356,0.04588325504015214,0.009593805428529611,0.007112633792862499,-0.013270660361613599,0.09402538719490824,0.0948963418632334,-0.026903842060697226,-0.03254114666698184,-0.05370358660188592,0.026039550433668002,-0.008988974929054871
FGF7,-0.029615534626381185,0.02242753558151952,0.00994525093350604,-0.01163205879563806,-0.017408541631988877,0.0269191285110521,-0.04501083097653973,0.022958612146644023,0.031828363900377216,-0.046312061233770824,0.013214660871476405,0.023298597205542136
EFNA2,,,,,,,,-0.014636433054956832,,,,
HBEGF,-0.05236288734006193,0.008874236450551805,-0.041273128928346135,0.019146264952777527,-0.023705135245299724,-0.017066698982596554,-0.0753917488837825,-0.03505590110581801,0.04096468240715378,-0.009794742252624602,-0.0032609727848032697,-0.0031040981962858127
CSF3,-0.029335232693675536,-0.01650863242712661,-0.020585962781423783,,,,,-0.06358654220350098,,-0.0022819234294231758,-0.02377398728700417,0.055991078634489745
PI3,0.06640235639969312,0.09047204946995169,0.01790655778526323,,,,-0.031419411471839805,-0.10795435485274378,0.004045671089532827,-0.00038583975779399895,-0.01084769836086627,0.016539925400117412
PCSK1N,0.015255760646110235,-0.05281140084615265,0.059030845173043286,0.04644068845315127,0.04825664036078643,-0.05845812100072334,-0.10080497093286407,-0.00032267535604309206,0.0646135537717822,0.06975300352773858,0.04264131267949529,0.016390084395044514
NTS,,,0.013547578189973269,-0.020090780896682203,0.040723666350597966,,,-0.017831716217815763,,0.055386889378186026,-0.03520603332220223,
SFRP1,0.01122158708260559,-0.012085128900739093,-0.00840929826440094,0.017406206998904175,0.08185282006587472,-0.00994069257043884,-0.011048035837865148,0.002970930526020571,0.0030437421568610687,0.05547599105983569,-0.034387934300233416,0.032280853996558244
CXCL13,,,-0.02356634967028741,,,,,-0.037605168926924296,,-0.015404886074408495,,-0.028663990197898583
MICA,-0.055855119497742724,0.03844825979891728,0.046790923179654276,-0.016212065395861595,-0.019238190054767977,0.04518442488490652,-0.0006457473083897738,0.03028309967182209,0.044354845735638394,-0.015288747610817128,0.07412093786691987,0.05078476816937238
TG,-0.023384862705620357,-0.013041768782153127,0.06661202423131046,-0.0001905907145074058,-0.012546436134570533,-0.026249402679277573,-0.018174392233368003,-0.021961707821728054,,-0.032880573879864226,0.03652788022750875,-0.014957460995502762
ADA,0.05267922755803351,0.038180758165833266,-0.020952742485542332,0.037892704636631414,0.07938381118330197,0.011945123028324582,0.03873824360740541,0.030667051141151837,0.06332694813105667,-0.07870566151620778,0.07814016658331534,0.009456245094969952
LAMC3,-0.04864515650491671,-0.004125699828459211,-0.014762591874096868,0.04780232007977251,0.018236464407534143,-0.051307806418166846,-0.050576915913465005,0.046441970308287395,0.017457579477227893,-0.04471679833286681,0.026317438537697847,-0.030800338154502654
CCL7,,0.1414304905783638,-0.006247072031757409,,,,,,,,-0.024912834152686216,0.03062227158473583
NGF,-0.016900861452773797,-0.021604655105448272,-0.011866832069940332,,,,,0.041780336915326066,,0.07233081567722158,0.007342892526088767,-0.040048900572197246
TNFSF15,-0.020908474902160204,-0.010499850869592393,-0.02313341704536007,,,,,,,-0.009374068410765454,-0.05186021429055086,-0.03911028404469026
HMGB1,-0.018370058174997546,-0.0030871663385618536,-0.08613747334687373,0.004636269122001333,-0.00736065828424465,0.018700116174631486,-0.039052149012693375,-0.07328993389751089,-0.01865735170140602,-0.03376129740487103,-0.05216143780621668,0.04836100909626108
ITGB3BP,0.035996479503080644,0.019491098289978106,0.09800406476803743,-0.03714352821126183,-0.021144852863269798,0.03517180529811495,0.0036761239395024536,0.016052055156877094,0.04933213042562852,-0.04868232847248091,0.01640952278198579,-0.059334269595091894
AANAT,0.07202488446018716,-0.009553791454334435,-0.020844592269351182,-0.015261864252082726,-0.01446247790194104,-0.023440582807352818,0.017420490253827928,-0.019696674677977796,0.0038123103560649034,,-0.026358817452991224,-0.02157739341676438
RELN,-0.02914074021083669,0.01834177893687581,0.033188021252832656,-0.0069216696034554385,0.026497290467218774,-0.02595074840742058,,,-0.03715781203340762,0.03191203419534575,,0.007169799285085378
IL15,-0.029721036163572124,0.02042838661503301,0.017420049960388064,0.02897963557442857,0.026714054507347578,-0.006188138809615208,0.13814734322760897,-0.03570988799047452,0.04500487733355017,0.020295991685020155,0.008929701527849322,0.03507314244791125
UTS2,,,,,,,0.0034554937741875296,,,,,
BSG,0.01211882078552324,-0.0034884043702332764,0.05611844223135749,0.012771170561757706,0.04256213537032881,0.001068080602108953,-0.045201367600964173,0.022892883811433243,0.004854939271722973,0.018387188235538792,0.06636061307321521,0.05494529625096655
ADAMTS3,-0.019875383283891847,0.008097517576205738,-0.04766071394640679,-0.02388429945565463,-0.01063513514483997,0.03316225631505728,0.016778310470072347,-0.03155960365708163,0.046718964797532826,-0.010253339953684932,0.0761076462625909,-0.016110297390536394
CD34,-0.026349581516862577,0.05339105037518949,-0.05005857444156433,-0.02081119641428029,0.026590287083319685,-0.023060706726820597,0.03625430678925235,0.018553788849278267,-0.016806673165125883,-0.011512454935889496,0.05006124825680543,0.0034664483945904237
PLAT,-0.036167495635219135,-0.034733449907452835,-0.03870531209599227,0.04573151300760045,0.03944348471199772,0.00320682092864376,0.05750964179838305,0.02294974948227539,0.01157075695175939,-0.04765233153487249,0.01764042940198582,-0.006710911625169788
NTF3,,,,,-0.02334588942324563,,,0.0106802410457738,,0.0895619092487167,,
LTA,,-0.012085128335377768,,-0.014698765809757758,,-0.021740059831309076,,,,,0.013978308473485298,
CKLF,0.015155145847878304,0.041305939220928935,-0.0330188276662847,-0.0013910843992458004,0.002377968044236542,0.01608574550911772,0.030091136420669223,0.040371830050321605,0.04207373977987492,-0.04108799530900787,0.038762505362407086,0.04917168009475535
CD24,-0.027963458054772513,0.022981854187614073,0.030620120306986402,-0.07751445317378203,-0.07906821634106398,0.034301042567684195,0.11481350941681787,-0.004612856612715828,0.010404013902290787,0.028151624136783644,0.037357463494052154,0.02982471819098319
HSP90AA1,0.07851770705250605,0.03780178094712876,0.030031683207989497,-0.025782436358311775,-0.005150995508613206,-0.05610345505030189,-0.11803680019691232,-0.13042463074709465,0.0818810739423949,-0.042964976409202875,-0.09340433560715523,0.02616680702334527
BMP4,-0.020655900790630906,-0.006497728859452411,-0.04045229850166311,-0.04216032883007517,-0.027555823714603064,-0.018524776385864698,0.10797964794908979,-0.021606157472197303,0.009819339011802179,-0.004756690953314162,0.0520590958006942,-0.05006510806686927
SCGB3A1,,,-0.010471464471816905,,-0.012199241563292537,-0.01516992625002024,0.006870765938573915,0.10339821163565817,,-0.005807856250094773,0.06365516765367157,0.04837393833541951
IGFBP4,-0.025027324776980504,-0.013939730915551587,0.008500677910583919,-0.03250532318713329,-0.002521209952578999,0.023737919819055816,-0.018925214947164704,-0.08474534586311276,0.02201329848322565,-0.008076752346188962,0.009701875888398954,-0.026150794500429005
RSPO4,-0.020646135004679933,-0.018498406236640983,-0.02865016506259166,-0.0007285925607710386,0.01061378692492662,-0.008054693421189474,,,,-0.03469698252808047,0.05541087271611192,0.04820090072810503
LEFTY2,-0.034582409685931646,0.0704955001007626,-0.00906819308803841,-0.027004183046548412,-0.01337661561751984,-0.026837861076712394,0.045941720724915196,-0.016829268326920006,0.038543757179843964,-0.014058799641086335,0.03684750821956151,-0.05166674578761028
PF4,,-0.008226772032381514,,,,,,-0.013415304222334676,,,-0.03547498771342165,-0.021313752707256054
ANGPTL2,-0.035203955322847987,0.03083788899196789,-0.0014278365575966802,-0.030175998971650332,-0.02456150730185252,0.007746755608186606,0.026975130451021564,0.07683402642796357,-0.023777007091948407,0.009675772482489057,0.05185241430164843,-0.06857623755188026
LRIG2,-0.04511750639019763,-0.018771611641036013,0.007247093559839987,-0.0729047952694712,0.0029933859277918025,0.035778721818910945,0.04677125027047282,0.021347873906430267,-0.03895923242095734,0.0008121062340267967,0.07094080089098659,0.02386343935895073
ICOSLG,-0.0013691623247477375,0.04617035378190745,-0.07449450857406424,-0.05170647507791294,-0.02315187899106997,-0.020095641971328723,-0.016828698587680904,-0.0026668404262033206,-0.007194837196099478,-0.016742221619492275,0.03104380377773275,0.020911127862491035
WIF1,0.06476573581846856,,0.03331057850121241,-0.013192238326734284,0.02679033777344918,0.028861379602514916,,,,-0.03225420607571357,,-0.026566799746407112
NPPC,-0.04213575991211708,-0.012761752197067955,-0.026069245029566684,0.07526964509250521,0.0512561732343416,0.06513423396240124,-0.05130489180400496,-0.025382654950727015,0.006907122871306918,0.02326369056705672,,-0.0512218709591179
LYZ,-0.046492914094756456,0.07899242602822967,0.0489793927264564,-0.046795177160361884,-0.056019594634436204,0.011210340236075375,0.030338136298948094,0.040065685424807124,-0.024169912467381944,0.07167029828749982,0.004945253078833118,0.03768052542484244
EREG,,,-0.021234359397200746,,,,,-0.014120548056236368,,-0.04321567673229508,-0.053575448746913924,-0.024538443198481596
SPTAN1,0.0009482912860827821,-0.051116485929891375,-0.03344756724356433,-0.0015947619128102142,0.0610586192777033,0.05205334401872075,0.03377240679064552,0.0668901591354523,0.04387360194583672,0.02569148194300705,-0.0389394083072492,0.054206173191066215
PTH2,,,,,,,,,,-0.003558015262992294,,
LIPC,-0.027788204283127577,0.004369513724261909,-0.014274902142818752,-0.03196188941068639,,-0.014384750460521458,0.000877331140543371,,0.023026300650881976,,0.006067244222766655,-0.003626325164083788
COL8A1,-0.026649119030268172,-0.0050467798652769425,-0.03454449273860401,0.0735789824472843,0.047861501262822743,0.03538577569458859,0.00037774981480130437,0.0401714044279614,0.08228032082822417,0.035418756199766845,0.07851374212863167,-0.05005966368728785
GSTM2,0.06497268411043873,0.0531228388055367,-0.056165405017466724,-0.0033995877615275263,-0.019693312358276316,0.01919409824361334,-0.023348128067728686,-0.009523888238496826,-0.03940193829326649,-0.019189213810424068,-0.005179670363340865,-0.0397844097896909
IL4,,,,,,,-0.04643301444376212,,,,,
SPX,-0.02528304311131399,-0.024225446042637527,0.014590231139915302,0.011177270225106421,-0.030753348617747922,0.008079763997037368,,-0.01665681491725959,-0.026424783366748708,-0.04556750233346851,-0.022165377483990986,0.027334474540501988
MFGE8,-0.03711603617418112,0.006711459841042036,0.02132948935004588,0.02426583615226734,-0.011651082146457914,0.0737164160108231,0.004168231368393981,-0.005811168207075977,0.03125640293069865,0.0027397488992694395,0.012537846376812206,0.040207876227672246
TGFA,-0.01262638822251855,0.014914119874674616,-0.06401862151276624,0.021426768067208637,0.03112913542122967,0.05985611620738257,-0.04951317341197023,0.0486861567667109,-0.03126636284000497,-0.013660823256975362,0.03801234107629406,0.023208645013426496
SLIT2,0.0499799278768008,-0.017690460836497394,0.03186790446400806,0.03736461911411878,-0.023339208758280282,0.020406846594427413,-0.03568689875814047,-0.02059250164947449,0.045228482480176434,0.032142232319618054,0.08144874611504034,0.049560729158192714
PLTP,0.024469141402758746,0.017310274731722274,-0.00973083859078823,-0.012585481853703307,-0.027965877656042148,0.025512617791952574,0.029032363772623873,-0.006494644954126156,0.03677313334955983,-0.03891834564482223,-0.03312911348364819,0.06070397920891942
APOD,0.004762842344292942,-0.02763946795400217,-0.05333907111284598,-0.023000942233865465,-0.04438568605910453,-0.025769676003355054,0.04645665294425168,0.12361397605745024,-0.056931881433113424,-0.07385675402537445,-0.1178238887736261,0.032405991312883464
B2M,-0.03759784089930152,0.06978013911920222,0.027533991451671676,-0.02349710606887523,-0.028191946640730613,-0.030554534652868833,0.019854003802830967,0.03756991947871621,0.024919928766995503,-0.038839030614118995,0.048638789624543904,-0.030822977808669168
OMG,0.0667508236167097,-0.04406887436604243,0.008076651818382222,-0.04214773622949563,0.02729198330094949,-0.021557589191451516,0.0657763910927329,0.1084263415934118,-0.10007605029754776,-0.029101043380489636,0.01770198538313018,-0.011985318245356386
CXCL3,-0.003161597185426335,0.013599815079857826,-0.04188412966368837,0.030566898582886946,-0.013050607928499823,-0.01565677990747945,-0.027862341834399597,-0.052636426561128595,-0.020923837624926396,-0.059853851369840325,0.0370236486523606,0.05940417693780216
CXCL10,-0.05000341144882858,0.07965362525292458,0.005203169824080827,-0.02202098426437145,0.009781360345768143,0.12522611993927818,-0.024645490826266346,-0.017993812011737456,-0.028188872442773842,-0.01231517274480912,-0.03189866237933541,-0.009779798958210656
RSPO3,,-0.009553790748417414,-0.0006547796718153568,0.019061802397417317,0.004789393461657742,-0.01636103324844224,,0.03231548464328951,,0.02261394194805802,-0.02528165519795987,0.08387834379474848
CORT,0.1255334671810163,0.005629387546862679,0.010679804606704438,0.061758963232514015,0.014308333759981562,0.0220870586154315,,0.10313160934430983,,0.01688708027974492,,
NCAN,0.004170854675503498,-0.03434528492561738,-0.024515292318825706,0.046427538864744995,0.010320113917815418,0.037220552906571475,-0.027940062198298657,0.12331827670593261,0.08050196888656595,-0.014471405148895958,-0.008749205874513312,0.021361657936876013
PRG4,0.004459935973979148,-0.009429179461677947,-0.019860350105145783,0.0038186512658017883,,-0.019128752445994355,,-0.02071456846659772,,-0.013679900892703422,0.018896516924700915,-0.02966584004115021
ZG16B,,0.015442525463334848,,-0.011679503767501844,,,,,,,-0.005392182159840273,-0.01818281699375343
TGM2,-0.03776376155325444,0.017923463239964615,-0.006573884330001436,0.028938089852350843,-0.005448590066249986,-0.005114345632341279,0.016359608143432815,-0.054043948765398114,0.018675804672243015,-0.006362725477242416,-0.0075145015256547,0.032176849219704685
VEGFC,-0.02266754892456827,0.05501902602768504,-0.0179956401292686,0.006904587010614166,-0.029704643811387973,-0.019521654340595374,-0.052635074621576496,0.00200286284478348,-0.008439496235472306,-0.013065018451697491,-0.030797462908786506,-0.017316100928612736
WNT6,-0.028748490867274597,-0.013041769323654286,0.040324143827168986,0.04077372775291461,,-0.01703751412492924,-0.03929541711933172,-0.026091057093212376,,-0.0460485583280663,0.052723878321817984,0.008706442502723226
NRG4,-0.021424395206543462,0.038370948111594916,-0.028288471536411154,0.1167503750632503,-0.005087785948394921,-0.00806773101601197,,,0.06651520496528998,0.014201295826462075,0.05912839289364305,0.04324150854943927
PMCH,,-0.015900759588688793,,-0.017095558649788626,,,,0.00136566321246305,,0.03305755150032007,0.020959152647638077,-0.005763697750705795
COL9A1,-0.03337653447560079,0.10690981442874942,0.055865973738967345,-0.03130259551415868,-0.025841813801421285,-0.02595075836118229,0.005344849307330054,0.055800348139256495,0.030890283227013045,-0.03689871447282724,0.03912633998802472,0.020576995138197
GDF11,0.027692036128296484,-0.023327193670064403,-0.004667544576521326,-0.01614282510067444,-0.010709205987824513,0.06882594573087637,-0.08318730961547637,0.012681089724322943,0.025333706169322425,0.03384895473336202,0.038924582711900885,0.08201889762178977
RAET1E,,,,,,,,,,,-0.0277337992294532,
IL24,,,,,,,,-0.013201404017100998,,,,-0.03158784739385175
SORBS1,-0.01607472875145988,0.026896365929367443,-0.008592975472386946,-0.051222273093205,-0.014280595033891844,0.015095759547787857,0.01810468676426686,0.023694907670110715,0.0006451298919682506,0.01861999162535983,-0.0333114577314776,0.04462759714676049
DLL1,0.018231075507627394,0.0162702599038482,0.018720091413536966,-0.016011534918919268,-0.02283231403300653,0.05957098140825834,0.0661417897602953,0.10608207412800383,0.03612491370281041,0.012137974561452235,0.001664894777463279,-0.05468585537748461
TLN1,-0.05424321113584979,-0.006420460936087853,0.021508645324020692,-0.04454957151036084,0.002692640184301007,0.0829910435233484,-0.03120262966509649,-0.05162014437028002,0.037667183770816896,0.009331345824948234,0.005680083747870848,0.002338720826828977
COL2A1,0.004223794984101246,,-0.01773830549464136,,,0.005722537109059929,,-0.03440689727694579,,0.026265846756181353,0.04961120482412488,0.016403002745298878
SHH,,-0.009798465600564283,0.02471522959798008,-0.027929066714307473,-0.014006904956873277,0.029924913084455364,-0.003967477113290226,-0.0255419372204133,0.056720315039916085,0.05075008092722596,0.026063337089661326,-0.004203833629975997
PON2,-0.00500684574607499,-0.047247913085432726,-0.044766258030229926,0.025916183674908375,-0.03333565501115994,0.014218538854568702,0.11755022384224695,0.05340271651178933,0.00038578344511303953,0.00022232199280343857,-0.012114219415985675,0.027953484478895764
ICAM5,0.0028082561940998988,-0.015271604096136157,-0.006419438320917783,0.054187315576396326,-0.021514222904510636,-0.02962604394328669,,-0.04213404727167885,,-0.003750287831610997,0.0008240651135213877,0.030198789682017987
HPX,0.030402640337089042,-0.023840999814039407,-0.03493070980280763,0.024942989884353527,-0.01219924031960924,0.001225852112478823,0.017102703604408742,0.003495845565101139,-0.029712886605027602,-0.028087723749674765,0.048475740465323235,0.051881382034098554
SFRP2,0.07478972312214244,-0.011159390460694328,,0.03901992495698635,-0.02123429575385291,-0.007312146316573156,0.07533126470436313,-0.004447598794604249,0.0008798897874004568,-0.02796687109394998,0.01353543543597679,0.029553943667810664
CFC1,,,,-0.014698766698080106,,,,,,,,0.11812731438458823
CD70,,0.08664862349145461,,0.026422667987816388,,,,-0.05056786838152752,,-0.0211168012630846,-0.016782215805416566,-0.02692674625356204
HP,0.02695055646717375,0.023745469493864094,-0.009911408568307271,0.03706960999913853,0.0028415254977940656,-0.027372954225604193,0.05444301948891258,-0.03585940553225599,0.04464943261655166,-0.02769666890924098,-0.015311800202767928,-0.05006755224654075
CXCL2,0.04774793693485082,0.025966853520722814,-0.008000102855467624,0.04433200249124544,-0.016953956552703545,0.017499234151446552,0.1246610866835552,-0.02669111367680414,-0.05330384741283792,0.028766436450025742,0.0547985516984248,-0.005200193721894737
NPPB,,0.05466011160814005,,-0.012870837900394876,,0.03142914979385986,,0.036621945230054936,,0.018075406476561678,-0.025645426449058636,
CCK,-0.04747852704415499,0.008270900582428633,0.046213091188842786,-0.007013461715059533,0.05872118693959269,-0.040680186038144994,,0.07300195055342841,0.048890116209327046,-0.06286827100014421,0.01896621311579505,0.022898022492082518
SEMA6A,0.025509906985742466,-0.04420785765907348,-0.030043110880267954,0.03760960881584119,-0.06530664367877083,0.053495605346757756,-0.045509061778652576,-0.0038611172164263233,0.04549739307402918,-0.023704968080674692,0.014217496204131305,-0.01180415231190719
IRAK4,-0.033352268684387,-0.0461664261381502,-0.023557986182291116,-0.014555996181586293,0.017951100287292996,0.03341084133458136,-0.046534006075957306,0.005785554113016072,0.09093695491092144,0.04737661640618205,0.05737483040604669,-0.046136125081720374
GSTP1,-0.0007091671323518393,-0.005421950573196836,-0.035673082382707874,-0.0594670694221907,-0.04034097234580549,0.05250858497981943,0.06725266335928427,0.06920298418439923,-0.073193737110925,0.043499058161602606,-0.004757829630963095,0.03378608913181792
VCAM1,-0.012423265514470625,0.014846484086566986,-0.02836820631097045,-0.0020517098588154225,-0.05014453846116952,0.0016065241207529014,0.03842533105086282,-0.06217148228695442,-0.010491515411272676,-0.005174820716280631,0.0607863637619997,-0.016777280329678564
NXPH3,0.027481370603833637,-0.04914366717886957,0.057317108445330264,-0.06522068558856273,0.06846534045867919,-0.012002568198134445,0.006595847837902659,0.040491183246565796,-0.007264338218175747,0.03877831979430171,0.03646899709782449,0.08820707360164406
MTMR4,-0.04493349485215824,0.03299612130122287,0.01652166459230873,-0.04631928928540344,-0.00012321299779110165,-0.021879355473888407,0.0877097512675141,-0.026390408225409744,0.0845836383404474,0.08249139898834856,0.07041565821753808,0.08917469915175459
LAMC2,0.09958658605859147,-0.021901290896121108,,-0.01620294899205351,,,,0.029539727801574264,0.025072910804414608,0.0037642947131156347,0.08554006921865176,-0.00863899191829088
IL10,0.00588694060431607,0.07922080346708442,0.02319777557856103,-0.036491301224024504,,-0.017474657312197016,0.0007404198192287138,-0.007250546962060798,-0.020668159888213408,-0.057301016374048865,0.06852456399781798,-0.04733086398310687
SEMA4D,0.051533844984587844,-0.017573191588019222,0.0341833689548811,-0.019360677766811014,-0.02533669374220565,0.01197245847834908,0.09863517465380922,0.06779447390771823,-0.010624110660840005,0.010705859167828109,0.06239948811408959,-0.04706007068566206
TRH,-0.03817975763250112,0.040007342369554846,-0.017455837461614623,-0.021479936527032863,,0.053876473240200666,-0.06166914639141385,0.05948670466520772,0.007074591475223171,0.04165119515989765,-0.02872459744304654,-0.0902093574053884
SEMA6D,0.02948920674491765,-0.018276763449725564,-0.02434109989374687,0.029370039866287,0.01411599754040638,0.07168416628994127,-0.0869769458577624,0.026912224040061633,-0.01262170243896359,0.07393343023790012,0.07690705436849507,0.04199539276159685
CEL,,,0.03156458600648367,,,,-0.038918986528586,0.053929809283298304,0.018741906540196994,0.024788809724126473,0.08414543166435662,-0.012303752221538488
PDCD1LG2,0.001079647693098332,0.03277448229309544,0.04195936907802949,-0.024058100188392613,-0.05383332685698413,-0.02989247696637799,0.015989200893591612,0.019585537805582177,0.02846561781250615,-0.001483935506710386,0.12854008550918442,0.03427427206363757
SPINT1,-0.01032557575084274,0.056854445976715705,0.012997578271748515,0.025407762708860828,0.12269607780555085,-0.012590956363898188,0.03584612836806652,0.01958093386184083,-0.01723303496290899,0.09080718961365301,0.06618316970813491,-0.010323130134797673
CTHRC1,-0.04483463990007114,-0.038423854450074284,0.059740176637412,0.004908778027302391,-0.011472431191249402,-0.027893086864502828,0.08536773880183834,0.011865726637404457,-0.019837819473022624,0.026470831896804367,0.014546347888095704,0.031219338769327958
PODXL,-0.0461374503639863,-0.002519606042510725,0.0456603553937928,0.015745817138143443,-0.015954363191059678,-0.062379438553078134,-0.08242003131202162,-0.0526281029940409,0.04029413238943945,-0.03369651672331099,-0.015579841026704877,0.02576169089023331
JAM3,-0.01759019395729695,-0.008358008675820719,-0.0004639563648511427,-0.0036028254763185814,-0.03885377433620858,0.023912840126225417,0.04100714454605069,-0.03598906920472173,-0.02510153317505841,0.037526216762653025,-0.007693757904390918,0.015254938294699717
TGFB2,-0.012546935890301189,0.019778796676852114,-0.014742011295508804,0.06437812573920226,-0.03505154710893073,0.00676795355087939,0.012643129589383434,0.02060770076170633,0.05809037733262361,-0.015467218471870997,0.014971184678877475,0.016938994376486157
COL18A1,-0.0014784733212203029,-0.00993821363641856,-0.014512070313277186,-0.0034582845458955343,-0.003037260921872907,-0.023385196567763982,-0.02707620759296284,-0.02931079872111544,0.016460378392674148,-0.01620199697536611,-0.018164949801161682,-0.008429339438366176
NODAL,,-0.004100133938489712,-0.00631409379301525,,,-0.026837858074603,0.012100270005412953,0.08512622896775887,-0.03223271286681183,-0.02928256736438514,0.03545263855606155,-0.047077615583990706
INHBB,-0.002809625789850167,0.08172830764202485,0.016256912670054635,0.04594111621798287,-0.01808735100701633,0.04801883239424696,-0.03603810514809307,-0.01935816868754756,0.0425662907472126,-0.03515580857219941,0.02034830961927024,0.028499244280626168
LCN1,,,,,,,,0.21922252342670193,,,-0.014834848762355754,0.0064714836355008526
ARF4,-0.03891433397787516,0.04674290233242642,0.002738990086988633,0.011646500330445453,-0.00397432198822407,0.006843319244740154,0.051929508786043035,0.11181271620715191,0.008088538117409578,0.011749260956836833,0.007637664861818205,-0.06638951894708794
