,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.045871937366479716,,,,,,,,,,-0.039339449569051194,,,-0.009584142589115458,,
BMP1,-0.027765333110549104,0.09228291707276104,-0.0018581553057408571,0.054244244343143885,-0.043904130261582304,0.03695524707761086,0.03260636878274082,0.35652867410275696,0.058640944886792105,-0.014103327054540211,0.008454891483351178,0.07175326749827207,0.1326813219693021,0.1482073239754327,0.07909309483180223,-0.00779729597025869,0.04349675301872518,0.09612607495327402,-0.01148999194765032,0.049834372015727185,0.05167505798013098,0.0998214083797979,-0.09331917831309475
NDP,0.0068572492002764406,0.09507508649509215,0.005931663463282545,0.022440096454775266,-0.0248873236461745,0.004816340732825057,0.0076768103235922095,0.07706330001629137,-0.026655949416790226,0.015508883430179731,-0.04226402610888016,0.07546913463226279,0.0950546062070403,-0.02521487908836214,0.04579678316123995,0.01895320742209223,0.1330469808378412,0.011813824181834156,-0.022020617839636707,0.0011157708886040604,0.10333666905719531,0.07153217268776274,0.11779478939410676
TNFSF18,0.025741621041213247,0.03795593042506023,-0.004821636947604465,0.05109650470252102,,,-0.018425353030397097,0.106752005741991,-0.0007919755119776016,,,,,0.05853927383804341,,,,0.013903748458167034,,0.04230072007963575,0.05777598848576209,0.024759011766809395,
IL36G,,,,,,,,,,,,0.032997466119458314,,,,,,,,,,,
RTN4,0.016066607279473077,-0.05046293887594082,0.06973125600325206,-0.013139222245398286,-0.05340862913511976,-0.02940165660519998,-0.04255877390321937,-0.44112512936680476,-0.00018637922722622503,-0.057097007755748136,-0.0496161115425937,-0.18125052422001658,-0.01629203514726751,-0.01348160802581269,-0.055453837531005114,-0.0936463470934548,-0.05020633393529722,-0.014941398338939515,-0.006260246616911397,-0.09752790809065451,0.041828627067599274,-0.08475554954812943,-0.05756923492641966
HEBP1,-0.02501721088326239,0.08522085265006954,0.0133640005113422,0.04132963761473481,0.01076499894604455,-0.02492827974868812,0.03044163213807997,0.14624312133145143,-0.017004899745880795,-0.0036127494179384653,0.06670402001616751,0.040905222276407104,0.09341677298745493,-0.036321802745419726,0.04969963141968593,0.017924566345786732,0.06839819039615687,-0.03900956169125023,0.006962807299415628,0.047864443773408503,0.11699239340321929,0.04621766563381857,0.026127491491844724
WNT7B,0.02990794634599882,-0.009020161871382522,-0.0015019901177288552,-0.004045348473329117,-0.018565062929711548,0.015220724894173962,0.032900782515854085,-0.13253811604106794,-0.020639479463056738,-0.010967478765866802,,-0.05182904224526898,0.01706194740165447,,-0.003198702524179063,0.004615654506895224,0.03456363515277338,0.0030433010608860588,0.04123749060107833,0.0006543432206803765,0.03347259846245129,-0.029221552138877036,0.018821232706113994
PTMA,-0.0725754897390884,-0.1451103263113305,0.044199552196559654,0.01902196930413924,0.021172267412408616,0.00397512317158166,0.05366429137031602,-0.18952570006492434,-0.039263207421651486,0.011498801537355802,0.11324311199151108,0.13520022108334118,-0.072460061519539,-0.00447360316996447,-0.13877730653217116,-0.06351444919287565,0.008390156237473642,-0.08589421675775934,0.025605721162635885,-0.03559605990879318,-0.08990445874009521,0.09198489148727072,0.07011646635768821
FASLG,0.0025283091018709603,,,,,,,,,,,,,,,,,,,,0.00807842401043167,,
CEACAM1,0.08070964122926984,,-0.030887309804248655,-0.030442456572144148,0.019824500539505,0.03255293326587691,,0.08055778794568941,-0.0434772030055898,,,,0.0531760549110702,0.08457600449050168,0.034526332328885787,0.033606425924147094,-0.010323952464791378,-0.012842048194203193,-0.0343650312730576,,-0.0009353577947317301,,
PDAP1,0.0882242009937273,0.03601551921965504,0.020547367887197077,0.0028699898494887696,0.05221002188183455,0.045113330481976195,-0.017112339748131918,0.29982087400706914,-0.020775965828326165,-0.023837683898980278,0.034770547572740264,0.06549913828194592,0.034196441058218084,-0.024978263290720858,0.05577032144695621,-0.08352640049095165,0.06850446824808455,0.051513233266645767,-0.018120683497067126,-0.021862516160727322,0.01613477221692511,0.07070688336989488,0.012674450610042135
QDPR,-0.07136785316323682,0.12063973189234845,0.14017677483208485,-0.07120113131808094,0.0382832200312529,-0.0011842867473127723,-0.0004701856290660902,-0.2964528263313793,-0.013709097927908089,-0.10249113248543713,0.09940043982766804,0.018357172439617573,0.06777276161668441,0.031701800373131056,-0.04011392909208953,0.02934813523131444,0.05455559983044568,-0.08044258519452993,0.01497076577212537,-0.04352824059595377,0.07725755677457315,-0.07408235271309625,0.16839727294762083
POMC,0.003590181990162225,0.031770340606561115,0.019273937983058032,-0.021681444142042757,-0.032921725973285625,-0.03453935873377226,-0.033518649945587044,0.020001198541873363,0.007396244404180545,0.013922513528564537,0.055757836333189044,-0.022168821584590583,0.009620593945454036,-0.041644711404107415,0.06178891757057659,0.02115044238126514,0.09514336401480111,-0.02089140882875239,-0.012636681807305273,,-0.01508410799001303,0.10430492865288245,-0.061808107287722056
CCL18,,-0.05873483399851685,-0.06035305949665134,,,,,,,,0.045325368508683385,,-0.03758161456268072,,-0.04394570202775496,-0.018112218122011567,0.0015735727512738433,,-0.04346656403220966,,,,
CCL17,,,,,-0.007148035615534323,,,,0.037551108242691,-0.006577525782079405,,-0.05374259437589175,,,,-0.03725292359782567,-0.005104072697615381,-0.04270771281547856,,,-0.0053872823273498766,,
VEGFD,,0.00859983588699934,0.07147159729416823,0.05994865356503177,0.04890014882241007,0.013452530881751884,,0.11837487004192336,0.022374564097046884,-0.033330180611446894,-0.025978647928046657,-0.03934883988424105,-0.04233988972907428,0.011696284773399648,,,-0.012673226940261384,0.03944416763111874,,,,,
TNFSF13,,,0.024765770667298827,,-0.04312308602097847,,0.02264687905136163,,,,,,,,,0.049796006323209394,0.019263861186181258,0.03633392674959551,0.012153706883013803,,0.09065016288768457,0.007635412849335939,
WNT5A,0.0491255884403471,0.08113498844062256,-0.018970976193527393,0.07097045429822742,0.05863375061494852,0.045224259589621715,-0.0062543755983717805,0.3277768243216246,0.0750681883632108,0.05076558943090153,0.01488096080867701,0.06787819103961858,0.04159721412894824,-0.06281145708794278,-0.0008106352988373041,0.02738461041970443,0.011285870256834437,0.09115395894327187,-0.0006830746152217635,0.001820660993686128,0.00452864384131077,0.034060540121416495,0.04461926148087124
CXCL8,,-0.07173159604957519,-0.040402741812402054,0.0014167305193258607,0.014910587409772268,-0.044877103193448065,-0.009867958416502978,0.12386508332744299,-0.013446135976992827,-0.021814088833334865,0.10500379820322006,0.018680873911366105,-0.10553737558468736,0.04936086064783184,-0.05812812043222503,-0.0727182796337557,-0.07110924430072778,0.02262867039032608,-0.059455539337770626,0.07403182381973238,0.017223688521380426,-0.05223448457416127,-0.03839021746390616
GRN,-0.08198429608168492,0.13461364486135088,-0.05483405738199907,-0.04341469589806519,-0.09703700638426926,0.04710548931657697,0.024735226612495886,0.30831460137100114,-0.008842835544906438,0.00017532136721860368,0.023632993110925968,-0.007183815386272591,0.015584029997997646,0.01832625352691443,-0.021197448694001805,-0.03162018348028682,0.006394509267127992,0.06248942655462403,0.00730588467278523,0.07581169358084776,-0.06824290612006499,0.08656066980735835,0.05593338329966348
MIA,0.0492648395972509,0.05194185445560666,-0.005263769144307687,0.05464421691273685,0.019684128425199527,0.013359654338471267,-0.020960396807202297,0.19349304207332357,0.04981618882397246,0.06997813300643561,,0.019383059343354683,0.10899712637620483,0.10197487808524527,0.07358070129020582,0.20109845646707514,0.1563537777913419,0.03224577860747834,-0.017009106843019085,,0.1474391193521781,0.10753264214583763,
COL4A4,0.03411773352121108,0.029255655997030984,0.035819195933257636,0.08427913861011574,0.04150457559972902,0.0591948229888568,-0.017001324933609348,0.017821818223542087,-0.035582448162947665,0.07879796443660357,,0.12913093342909282,,-0.031961885783533844,-0.05556109834144836,0.0820411488530892,-0.010711091937206646,0.0029724223145041217,0.054443317827180024,,0.022437642416943345,0.013543286196428164,
TAC1,0.07274928290273343,-0.010880548772567078,0.092334595849955,-0.03084927395661043,0.03581746022064304,0.002667817883563682,-0.08038309898355817,-0.25308663743509247,-0.060108366167174083,-0.06913522295802614,-0.010321921714491563,-0.1322443038405775,,,,,,,-0.05317502902779025,0.00018411613313116225,-0.002320014220967082,0.027770847830417923,-0.06433780367235314
RARRES2,0.09943808444886197,-0.05155292127984122,0.05198848945883616,0.05955601458490239,0.06187838350684306,-0.026945230194475055,0.03493258377138125,0.3935053265407125,-0.025958183782992035,0.018889667807258984,0.031938992353765044,0.07381026180654329,0.08255768147483195,-0.02354982791277734,-0.021643893528290173,0.0031363813995584854,0.0403906348753165,0.06957897304290474,0.011653365268390895,-0.05224306724003622,0.0427094744544795,-0.07072870845894115,0.01750680058438421
FGF7,0.007308831011309717,0.08468594523920901,,0.03935758275007842,0.044450497035910794,-0.057371129663371545,-0.023849417626759135,0.12643424618842214,-0.02746950508511998,0.023692146176694615,-0.014113049126084834,0.050936938433219926,-0.05381500525175042,0.0727839973760335,0.09923514799675602,-0.034908800613381495,0.04091342574760743,0.00955702668556397,-0.007099806405492921,0.09649607912570658,0.194036538526026,0.07900069022436472,-0.006086758966404781
EFNA2,,,,,,,,,,,,,,,,,0.03900854962911885,,,,,,
HBEGF,-0.005863365878779089,0.13442334144615914,-0.028252269603295917,-0.005295808889128095,0.02415595983034084,0.0630635735832348,0.002253968364520287,0.16685946118799386,0.08044314868707524,0.0030394290201606064,0.06287869116761328,0.08241522904987218,-0.0686213808041907,0.14823464255146923,0.10492449013699581,0.028039961146247516,0.03859013121430484,0.021986173358187394,0.013085669535587914,-0.10262680531963879,-0.016787855126195704,0.08416671516397134,-0.05699027005798666
CSF3,,0.024758392580310394,,,0.026869996187951835,-0.052797135603852186,,0.00432539690649574,,,,,,,,-0.0423002737037538,-0.05829104205911224,,0.002122896006090797,0.011770569502275533,0.008319616001154051,-0.03492250287912405,
