,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,,0.02485343298754073,,,-0.03759059472888208,,
BMP1,-0.04693191791837254,0.049488707353786,-0.015265512330129885,0.015852619491771396,0.027025325452883043,-0.01579761265050674,-0.0014397424258094972,0.03095881553496145,-0.029287553643699702,-0.06741898919485267,-0.004016358725918568,0.032884309259146746,-0.04696704375559467,0.09880742515996738,0.10110324895349936,-0.034520418258364195,-0.0463344078044144,0.04238334193545598,0.04068085814342003,-0.03226461154184146,-0.009158018462263773,0.057641231373153926,-0.03470055148372602
NDP,0.04841844491111944,-0.005537799280128279,0.02795468435681993,0.018073582233078356,0.08053107269146284,0.013774808098467938,-0.006073411604621692,0.0002042913204848461,0.02336813986523587,-0.019791452838019908,0.01268502279358339,-0.03706584953413694,-0.12257402803322925,-0.03336010615008224,0.06405442866951751,-0.0013918224206512458,-0.03357765310973915,0.01195598971973298,-0.02627731776841251,0.11206951032907958,-0.010832420228929088,0.03303025957314946,0.1473083302718518
TNFSF18,-0.01871251606350933,-0.014108011634950667,-0.019271944407766285,-0.026712699108817496,,,-0.01583009311434908,-0.015882541838906437,,,,0.020307044137806297,,0.028211043184552233,,,,0.001179051450341175,,0.09110208985899286,-0.04822515836697547,0.04731112633694097,
IL36G,,,,,,,,,,,-0.012722259550079574,,,,,,,,,,,,
RTN4,-0.013809194186028197,-0.016849506552565716,0.02390836220150256,0.01062285831549843,0.014368814516533969,0.007084718233939115,-0.042363268194841236,-0.02422583981717609,0.0027613378268504622,0.05517231099658684,0.05389984363846453,0.018891065879032363,-0.029976363965789427,0.0015521994495219227,-0.030376600529377365,-0.010218528759762202,0.07730105560171475,-0.048403089925440616,-0.04387913693620021,0.018651631444726268,-0.021856096667574813,-0.004198772339139249,0.047456895872284535
HEBP1,0.054275742316791206,-0.07781601974075825,-0.0032959737992353435,-0.033264723449850604,0.08644856506269122,-0.013863787409152695,0.05899942933699246,-0.010445589688247063,0.0037941204193981354,-0.025626333760790702,-0.01727604955721905,0.05618577627854119,0.0037418451001318253,-0.004469782757436469,0.008113492073148904,-0.02649979896996704,-0.01791896354353225,0.020759650574079365,0.007831096307259908,-0.02306804563996439,-0.006461749400254105,-0.02957649179582232,0.02780099382779443
WNT7B,-0.016485140559650596,0.02544679454122263,-0.004161646047333249,0.023069063177834363,0.07093812515683749,0.0718273874532828,-0.07089002541577052,0.04953246532980581,-0.01598316566201685,,-0.013983229376532616,-0.05115278024059188,-0.03972277522313937,,0.03612444909949722,-0.034990670805717494,-0.0013624053257216514,-0.030872079238586373,0.02196676562946398,0.08637731532953986,-0.05841651289003872,0.056434047270259635,-0.004668936874637539
PTMA,0.03401220736573396,-0.031194575243474174,0.024324288655817823,0.01109639816660696,-0.07915248597156135,-0.007264225240727994,0.01677907383416572,0.01974959483068789,0.02302480207368875,-0.09296910664209387,-0.03190476163155476,0.06554484645920841,0.0245401365419315,-0.04918018767725542,-0.041295175882344735,-0.020400036698837946,-0.01773121072037986,0.02519229759665495,0.031069562511036722,0.012374251358440051,-0.006546466363365299,0.001952798017958324,-0.013745070899798432
FASLG,-0.0164851452199576,,,,,,,,,,,,,,,,,,,,-0.006158749375061582,,
CEACAM1,-0.022889768410745668,,0.021478834499418873,-0.012734206722610756,,-0.026274338378135375,,0.07590218918173312,,,,,-0.01622808568535209,-0.049108605024684386,-0.010994300576082715,-0.05023186096567731,0.014337923233737164,0.09132583283208613,0.04537923599647104,,0.03401969991411805,,
PDAP1,-0.035512027791095635,0.07540391852055113,-0.010282432866301709,0.029841724884468155,0.030833681549111338,0.007441803068504301,0.04257118375214146,-0.01468047841243236,-0.010886372101788774,-0.007881347604278416,0.005990411461274919,-0.01180475639488335,0.05325760007417018,0.025337205413413433,0.02745436833427002,-0.0419371725268095,-0.05314013346531243,0.06127669999200568,-0.06151643510269438,-0.02069592244547389,0.013976606245796948,0.011322790102578755,0.07132401218336874
QDPR,0.033116920022591895,0.006851885958447238,0.04250209600258018,-0.01790495223746925,0.007577224572057462,0.004822292249113372,-0.004740164391112038,-0.011019659232197635,0.015492889310293164,-0.031167488283334,-0.009444039396586095,0.019738825492774347,-0.12040564664683005,0.05275681512486339,-0.11845506307320387,-0.003894250937252895,-0.033708924873721756,0.0264611096018441,-0.014664760177292093,0.029842204270668297,-0.002526815729344942,-0.021694069112489965,-0.04749407968393101
POMC,-0.04299892716155029,0.023026154117334437,0.009685484485828417,-0.022626653697660735,,-0.024467729940206937,-0.014191848799704454,-0.0032858860891409607,0.012382003146121546,-0.037730123059122496,0.024442240807417193,-0.012208040148362383,0.04145228743319369,0.0156592215886978,0.04848086399321369,0.013213715476171565,-0.045294093045264036,0.02696816386829086,0.021003951228920244,,-0.039198076812905734,0.04652372899692609,-0.05858569927201712
CCL18,,-0.04263766229144458,-0.03456047247216875,,,,,,,-0.06700874081481505,,,-0.05827945443784198,,-0.03874591998083688,0.0054863514362516845,0.013199578329484363,,-0.03328637917850498,,,,
CCL17,,,,,,-0.015228931496057281,,-0.019808621909031127,-0.019782678561384322,,-0.011622145283823855,,,,,-0.01615910698177474,-0.022723297887086973,-0.016718446005666156,,,0.041189519543545466,,
VEGFD,,-0.03604517885619702,-0.014951375680546683,-0.01823919627431716,,-0.016966711413256,,0.005813824635532454,0.14661285619469458,-0.021864761359074458,0.014117890237296992,,0.015023547954713603,-0.06676207237354373,,,-0.014993908131586344,0.03797905165143738,,,,,
TNFSF13,,,-0.026080449848316478,,,-0.010504576112429154,-0.015351887977209709,,,,,,,,,-0.020783669962097774,-0.016737583102561886,0.04646789973396605,0.007328188296334328,,-0.048149799726129476,-0.007283182698543083,
WNT5A,-0.008551858124366051,0.04631085226142754,0.055758027509741806,0.01820139313904487,0.003681319698369633,0.025981396418064247,0.0357223185854529,0.04659917714077475,0.04952388498595373,0.04577432373181337,0.042676243856537205,0.039323526182059705,0.0641103811866626,0.08707180903026351,0.08571054704885969,-0.016797811216991754,-0.004209363738922099,0.00023014751046945825,0.0493587883295719,-0.01733125619212476,-0.0012156786646237527,0.0011193346251698294,0.02690876933712287
CXCL8,,0.0015708180091357307,-0.054094512035818595,0.058321044292600335,0.046413053776933694,-0.023664696050875796,-0.021837064937089843,-0.019088752789906085,-0.01351311954036196,-0.038636076837410153,-0.03744986388048255,,0.07594576966530676,0.10868863061985096,0.0180135856024021,0.029098569474823272,-0.05856780481097035,0.025914526834968143,-0.002833349550956226,-0.050127768130924434,-0.04270427778290026,-0.013933548043924432,0.008340305686088994
GRN,-0.06398530749223919,-0.005499346155564952,-0.008158710894702275,0.04068443428198085,-0.011630339520258782,0.032368587442217905,0.06485437867800847,-0.003278517339844939,0.001871058719400379,-0.038659291308610406,0.02929582777395263,0.07073548662116903,0.13787979061428632,0.10213378825572511,0.08005776132776501,-0.020211364196743242,-0.08032911710108559,-0.04288157510496754,-0.0014804362931828347,0.008505085312032788,0.0024748514382164494,0.007074586662610454,0.020941599696497958
MIA,-0.0215776332136506,0.12799874853342377,-0.05800313677145834,-0.016220665647884255,0.040657316879340905,-0.03206702064635719,0.16239352043088656,-0.03893410838884388,-0.016503017682152153,,-0.01705880682887811,0.07200659263017203,-0.040190986511215554,-0.06874029451688712,0.05208589410262379,-0.017853846953393645,-0.06774369738815068,0.055691968153712065,0.03645720672346301,,0.01629354281810021,0.021691423924661165,
COL4A4,-0.019091806868956347,0.049665021087881185,-0.03259598594415411,-0.014933136161211403,0.03167111413961486,0.09834476118877312,0.010177766122617404,-0.020680814125474557,0.013868227460183544,,-0.016547675490365028,,,-0.05227601749618843,-0.004063634133200688,-0.03474877427129762,-0.040354267443763095,0.059994863593279824,0.020456728811240436,,0.06844786524697598,0.004726972787308869,
TAC1,-0.016485136251068386,0.07889032017744206,0.0200343395832209,-0.0011670443147524174,0.004632406617730178,0.024374293976897405,-0.04560030197081422,-0.01138621960074535,-0.024903166412477293,0.07015172923940352,0.019991608512728642,,,,,,,,-0.06886820768118807,-0.06096848346061317,-0.02759440159015453,0.002231885996707701,0.13974799115207573
RARRES2,-0.02792674352205885,-0.11816624585614177,-0.007766796969230592,0.00829172539352955,0.06148582044736763,-0.03443051555361198,0.03244134811053106,-0.006139548236576143,-0.01852602553471357,-0.02372485364761118,0.03884975493565051,-0.04745396300884343,0.0220709012643436,-0.1279703299970228,0.026967524675500617,0.026554651885628763,-0.03602044717396214,-0.03540216117630199,0.051400726442188405,0.06539212557628628,0.0138893737841857,0.019104387529614093,0.024695074534005133
FGF7,-0.034826371085365765,0.029423903764982308,,-0.020586305567633766,0.08647927456911364,0.02772488791706168,0.0022235400548153753,-0.004543916937608304,-0.029207221519375208,-0.0030736394619094777,-0.00980346155420192,0.07421053981150924,-0.01713149973803078,0.023530334462185613,0.0716063676750885,0.03340897388825298,0.02649611360140307,0.0055704218281605105,-0.031600685318671176,-0.03290378169560822,0.09598381438902619,0.027866245528355496,-0.12140191689692831
EFNA2,,,,,,,,,,,,,,,,,-0.0014789480974332421,,,,,,
HBEGF,-0.06846743429156751,-0.02641549934619598,0.007053642580811629,-0.013086399540268022,0.021566913983115776,-0.005446093893066895,0.021080285617607726,0.031030658352981456,-0.02114188932748262,-0.010517795472464914,0.004779453771460225,-0.02609653079522816,-0.08108992899498836,-0.1466822199693853,-0.010072044191450826,0.025359070160418253,0.018175473902691208,-0.01661782396304323,0.006445231154516833,-0.1000529423419088,0.07454313851519773,0.14381191279229188,-0.0400601330392826
CSF3,,0.04555878943599536,,,-0.02685822905463597,-0.018151558486507492,,,,,,,,,,0.033733906450390365,-0.06872684335510587,,0.009738162824791435,-0.029342617265810136,-0.031111941047251485,-0.022491346893148214,
PI3,,-0.046355638853494405,0.02390587078559867,,0.09587966272844084,-0.03132410982166874,,,,,,,-0.08174174772505347,,,0.02639462582793284,-0.004359525973752635,0.009449517018307582,0.023364088692384842,,-0.05484097321127977,0.0008073373760656361,
PCSK1N,-0.0177051456489936,-0.013016703521712957,-0.011889569261231695,-0.023222797426829467,-0.019910719742048392,0.047769873092713556,-0.0536787958702665,0.01155811673495603,0.010839027762367807,0.06810471344281394,0.010699514412120423,-0.029345769897301317,0.05895245539989965,-0.005857015011719395,-0.015371268543445553,-0.050934919272546265,0.1477668033984865,0.018720960747144452,-0.037003467292886526,0.00781959604774115,-0.0002647089926535444,-0.04945890916504896,0.07018504153731385
NTS,,,,,,,-0.01783139254655696,-0.023625426147721187,0.03261977070529116,-0.019685308776986064,,,,,,-0.04358353694135216,0.07996006996585434,,-0.007237211415100889,,-0.0011353594341594836,,
SFRP1,-0.02398628965633397,0.008368289340680003,0.060291195677912975,0.015528939026081991,,-0.01328783138319161,-0.01771970894115994,-0.0314719649765253,-0.019782678760612144,0.00012802195090727322,-0.03318637208750814,0.024814865046316487,-0.0167323403091291,-0.08876472738486547,0.028880205309237964,-0.05683329351136932,0.0109463828687184,0.060016028753960095,0.014787307812786655,0.058008003915414545,0.036073036444004516,0.05690456852978051,-0.005551938246372786
CXCL13,,,,0.1022028883477469,0.033530724415740516,,,,,,,,,,,0.02320720147095306,-0.015979808353148103,,-0.017948843838027383,,,0.06706940781049563,
MICA,-0.01740535728934811,0.00209368542897276,0.04879967559118936,-0.013314739936992925,0.15337070497494748,0.010612619979024912,-0.018042380126088234,0.010722574141553197,-0.0024142402527951253,-0.026168511772888356,-0.02235859726868963,0.055620852332780885,0.02448660742648363,-0.03269236517778573,0.0658523926610742,0.0038759347979394135,-0.04367415006455839,0.0974467482217823,-0.04727433533218784,0.08047924054453799,0.004453474978245759,0.03323947189025688,0.07795101461657579
TG,-0.01909180256654416,-0.038551268570208,-0.00810083682367845,-0.017315955399956985,,-0.014339675309977422,-0.020582127590511524,-0.01995643694589759,-0.014316638566195933,,0.02119079367278107,-0.007841318407965432,-0.015841287282831844,-0.05401558127102976,-0.039272336840271656,-0.017947440148169857,0.016374565670634087,,-0.003560973469900297,,-0.03271920377512394,0.07899019314371229,
ADA,-0.042233071969776305,0.08613527049166263,-0.036741634678463295,0.00530323445919859,0.021637203656246256,-0.031066120013830845,0.11643762091920606,0.0064769285141707145,0.0778366929369168,-0.032991043198397324,0.0009671010256551792,-0.037362240850673405,-0.0038368864839748718,-0.018657312814066764,-0.021236746810493888,0.041348676894583096,0.02963934347795619,-0.015286612588305628,0.010382778903196974,-0.03454852380426649,0.0004998742849205004,0.10879333884055206,0.01282417501937911
LAMC3,0.007610029075868108,-0.023212971170872815,-0.0015821262726571856,-0.030792404479635025,-0.05013480151744022,-0.006453956216478784,0.016536736191730766,-0.016075482997965313,0.027077909981833924,-0.042428216021238474,-0.010596482884488594,0.05150134925511289,-0.04009594696325493,0.09704068705293378,0.12204917050825681,-0.02982934661412096,-0.07078103168827084,-0.030463780913895226,0.04780931044048436,-0.04044938250627763,0.0029687364331673093,-0.016266122154986976,-0.05452491651338698
CCL7,,,-0.02198338008377887,,,-0.010367562338194195,,,,,,,,,,0.0425862721724509,,,,,-0.03260229839115044,-0.0030302756762428736,
NGF,,-0.007618950521624128,-0.019607150908034793,,,-0.023754733316551504,0.019803125769906362,,,-0.019685321738455795,,,,0.11640938057354444,0.08506570624970833,-0.010464965733833678,0.020063892082861023,,0.09676030404868584,,0.06590236125229344,0.05988852369423587,
TNFSF15,,-0.034468803237955495,,,,-0.011544787734557702,-0.00800467872558905,,,,,0.057854447125255656,,0.06565069314744239,0.08941476046120991,-0.04533431205926673,,,0.020080220509456934,,-0.012362882743906818,0.030232328263585385,
HMGB1,0.00019650996871726942,-0.007707191916649847,0.01854136106636568,0.02199377383598401,-0.022276160092846647,0.013221881124781126,0.04243539664060061,-0.04042413855119336,0.01138001956991181,-0.054254151324445415,0.004444278363214286,-0.09285748635325672,0.13612927567112723,0.07681069450884806,0.02844450318687154,-0.035859677291797565,-0.012050100255765344,-0.07105034404703243,0.04540097874867365,0.0927308323392639,0.060466401391502375,0.08178997410748881,0.0029278558366580493
ITGB3BP,-0.03761758216914808,0.051025789525647396,-0.023949992134431504,0.011242620286316103,0.07334562212176877,-0.016467837362880086,0.02705769125486821,0.02496297751434581,0.011280873019782563,-0.034413784133047715,0.03567910138087308,-0.002489563662160446,0.05069885773727537,-0.027883376634283846,0.07078752788796575,-0.04102482572706407,-0.1009441499301549,0.03040601548239721,-0.019332534676518145,-0.02514980488063312,0.1011334539454286,0.051568830948904326,0.007358318273506806
AANAT,,0.09538379271461311,-0.03189453996379174,,,-0.010504577233562568,,-0.01794694037122623,-0.016503018600092133,0.09732851697766298,-0.015589996228045883,,-0.07936860666789362,,0.02038284290583035,-0.0542445018267724,0.03683824330170889,-0.0077655156979356986,,,0.015384994495979692,0.008528850988540808,
RELN,-0.015827610492442794,0.05268998385893273,0.008517104471048845,-0.01248080792057365,-0.030246469653581992,-0.01823359362947863,0.018412506059675867,-0.024933217634604047,0.005906116526021012,-0.009598303542898057,-0.017259471452209314,,,0.03452576420672209,,,,-0.04478224876877749,-0.0429244370031705,-0.05319878419169595,,0.0045345080644043235,-9.238101530489981e-05
IL15,-0.04411533301865088,-0.04899680882245906,0.04125157301151788,-0.02206026226087077,,-0.018942188026334864,-0.01696949911757206,-0.05090531967586154,-0.0027074556420498283,-0.037925176586925374,-0.014459000943608292,0.059921824245988686,-0.005194657794498773,0.06516450068164244,0.06480696106943239,-0.02405131018117641,0.02689324625074825,0.009596013232045321,-0.0018886630556653676,0.131504896321183,-0.04120960329161582,0.10105870954232678,
UTS2,,,,,,,,,,,,-0.03825473773220381,-0.026116534386552575,,,-0.03657897063678746,,,,,,,
BSG,-0.010282590550876573,-0.02339423109142811,-0.05581950466691551,0.006156101749377501,-0.021225693221287614,0.0006630212471799559,0.045375536137817925,0.029070135746669317,-0.025139203446406435,0.03249977009528261,-0.05962450793729359,-0.018827923309882377,0.016706237472366416,-0.02493263822351732,0.03586000442873359,0.012148903389382732,-0.04490096303469641,-0.0023987661448263836,-0.02633390658349473,-0.037458400122363414,-0.010423358685227124,0.05150408657750569,0.03240417333097359
ADAMTS3,-0.03724171544081004,-0.02398694352071401,0.010461990263545386,-0.01875313295417645,,-0.026929286987197147,-0.027332954015985244,0.005058577161626711,0.045281819658289105,0.09880917859471149,-0.02402619303644003,0.06478807062499758,-0.0455758940082806,,0.06311947425228556,-0.02663352319434664,0.05253697306586423,0.06607225203744577,0.01169916831420791,-0.03568034055651268,0.032862249525876915,0.09124487886430464,
CD34,0.013384687298291556,-0.017824554643866047,0.0027307148834697192,-0.0005146209836804383,-0.03191620829735562,-0.0021327882212021677,0.027195404660652952,-0.03906316938521117,-0.010978233023513162,-0.03415894547548002,0.0009041991044771247,0.0408262430805152,-0.0149722232286138,-0.013631671011176912,0.12442453298929664,0.023911074947264823,-0.05310613841969165,0.03285974697632625,0.058210156236474665,0.04311001455548646,0.009119032916341632,0.005991291213435315,-0.05900181969998235
CCL23,,,,,,,,,,,,-0.03622903112326399,,,,,,,,,,,
