,UKF275,UKF296,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
NTS,-0.017366318505544,0.0003828316899954674,,,-0.039516332790025865,0.018302198970222228,,-0.027238063105956514,
SFRP1,-0.02328152552594815,0.12102982690841199,-0.024809234102024826,0.05397222497862376,-0.0029545704142827645,0.050541469209595055,0.09832396770307146,0.01977850862017865,-0.007763842257928463
CXCL13,,,,,-0.035489347988652754,0.06229350565864313,,0.0037939332211772304,0.015870146183764967
MICA,0.019562610375829743,-0.02643567512662761,-0.038864630785799735,0.05439640532553654,0.04557138604052509,0.06434340174177884,0.056729155038468,0.01697610514656518,-0.0041342278795547666
TG,-0.014669358261361651,-0.01077723084097726,-0.022612579141245738,0.14475248641727187,-0.03124920260645414,-0.033502068297507376,,-0.01852288713280316,0.021138886342449172
ADA,-0.014753653774448143,0.015788889142901417,-0.016188255012765124,0.02485763436484031,0.10783186677045738,0.0528375283654424,-0.026792181702117678,-0.003225589697507662,-0.024544666983131857
LAMC3,-0.04336966568376954,0.031152747824755495,0.016643645242464852,-0.007821255015770506,0.05554481728621371,0.12975798867841176,-0.036823056031079215,0.07695791687775548,-0.08292886600243764
CCL7,,,,,-0.03524767808203004,,,,0.07397488125112707
NGF,,,,,-0.03005690595407774,0.0531806537179136,,-0.03863809925395327,-0.025305267842992
TNFSF15,,,,-0.031953492718328466,0.05726575161185347,,,0.0923819131340737,0.07656660844633574
HMGB1,0.02695427843505109,-0.008756690150356853,-0.026050778484173337,-0.015219554762870265,0.06942911793373531,0.06970123744323159,0.022649583484859456,0.01166074865918529,-0.02781255437585571
ITGB3BP,-0.06861358461771923,-0.033336611107111114,-0.017343053371561206,0.013658072392383229,-8.497017226654179e-05,-0.00032983702132540784,0.03089350682781703,-0.04214337381795462,0.05509574773231389
AANAT,0.0694402198605503,-0.012423086620771805,0.047026940978107515,,-0.015988052033030286,-0.030046813556208838,0.008956610983395147,,-0.03541460717833819
RELN,0.06275013699944809,0.0490447418613708,-0.02235530306373831,,,,0.005182129163037788,-0.01688139380504514,-0.05493358496907409
IL15,-0.03741892271445093,-0.0037091027457140453,-0.018727998072725772,-0.040816738171802765,0.07636026435151483,-9.08253714553885e-05,-0.02128578448618287,0.06969439047885669,0.03649315557180542
UTS2,,,,0.03325872262803068,0.024466950227984036,,,,
BSG,0.021948692848039273,-0.02991195630558579,0.0256852368125542,-0.033464760355697676,0.03241386905910797,-0.055977940082941255,-0.056039210345314575,0.014530546794130041,-0.05649954269815427
ADAMTS3,0.009295160013787778,-0.01566979892683962,-0.031119888478899054,0.07267783527525326,-0.004244235836071377,0.037468232422040636,-0.055270374851690625,0.020428794915098848,0.009262099657872521
CD34,0.04147241682447575,0.002575877939671515,-0.026602451491047972,0.04167898738857095,0.09482859205075354,0.04459022837302736,-0.022521852379537577,-0.02046383413700552,-0.0009257032412005272
CCL23,,,,0.16663902854628085,,,,,
PLAT,-0.09736039381736732,-0.030509743698048063,-0.0036388180427324745,-0.010088342424607107,0.04963379479729931,0.0230999073889338,-0.018068966804651088,0.04804528729563039,-0.051327380214141266
NTF3,,-0.020053825389424823,,,0.012847342122357016,0.003432242555659515,,0.014533939521397607,
LTA,-0.012705501593161464,,-0.0002962338332311388,,,,,,
CKLF,-0.02928946281883561,-0.014614929675092848,-0.031214747433584406,0.05809049711081583,0.1124578055371558,0.015217388053485761,-0.04743392393382773,-0.013177670141780402,0.023237137425546752
CD24,0.030983396704040024,-0.09200438587578971,-0.018516498236280314,-0.021189693916623124,-0.04089423034749451,0.002947920621702413,-0.039900603051426196,0.017815715476041983,0.03369124347938333
HSP90AA1,0.04752292065949986,-0.05259870202827608,0.015359325843263332,0.0062275924750795205,-0.10563013864999238,-0.057255823612822394,0.0622684804993464,0.07280683159173489,0.05001636173894128
BMP4,-0.019322133822033804,-0.045683718453007824,-0.015958190638369764,-0.054134484736546605,0.015531837411033152,0.01419147499318846,0.01711005911827139,0.04660637975833421,0.04469185003373155
SCGB3A1,,-0.010478995070973465,-0.013068151000870111,-0.037209521012618464,0.04576075628641353,0.02901011399354187,,0.06722730813119526,0.03851543120766582
IGFBP4,-0.01917873917148198,-0.018028561455915075,-0.005945587887727565,-0.04894048989809519,0.03834123976561586,0.08016068308272774,-0.09937991377051034,0.09630339314051815,-0.08601650570751365
RSPO4,-0.014777271844095722,0.0982922623375922,-0.025978684916681555,,,,,-0.019546139722641954,-0.022054158858369543
LEFTY2,-0.03639125845859103,-0.011490344575524962,-0.02311950732722805,0.051105985831722565,-0.014766023397311652,-0.02567265266719079,-0.05272529885751032,-0.026581458690484644,-0.022770263722880327
PF4,,,,,,0.019983855406309446,,,0.027269629257334983
ANGPTL2,-0.06101720312047097,-0.035637199222006026,-0.03849709807121476,0.0032638816711981614,0.12717470573006964,0.062431808899382185,0.05981936561955555,0.03157684502802374,-0.09393921187430301
LRIG2,-0.07501251294361096,-0.02518029563526522,0.00519520761361739,0.0052879916480770076,0.022528048721744257,0.005541409922305616,0.01883905520449599,-0.013977250325952926,-0.019786107620927026
ICOSLG,-0.022849436434487263,-0.01988717286828748,0.06614090524241763,0.07975510157439142,0.03404727606776725,0.03135084874895771,0.015935213413932458,0.0003932505604041888,0.06695002030780169
WIF1,-0.011403270672318474,-0.019719296212891622,0.0232511078325431,,,,,-0.018170030148545672,-0.025072981141669216
NPPC,0.028927964171400127,0.08472612728608912,-0.04082085067679454,-0.02663999084998871,0.029791641897639644,-0.03872064261277513,0.04199265020890867,-0.020577181365992757,0.0064113138624160276
LYZ,0.0031396516051075338,-0.0010768945912518109,0.020632597970453085,-0.006830984722207038,0.06855531392839356,0.05364550253398156,-0.042119002124278375,0.02641597538542218,-0.045445808398782726
EREG,,,,,-0.013368148989714609,-0.06502756012583583,,0.052584437164474356,-0.014023290053465205
SPTAN1,0.02727337182563821,-0.02389373013552444,0.04739297805857161,0.012034434403436746,-0.05281614635157992,0.01946555398899962,-0.03979360602781971,0.021997415417567102,0.014922598928279194
PTH2,,,,,,,,-0.019004699958378415,
LIPC,-0.01706647059430915,,0.020528400465915145,-0.028248983317169414,,,-0.0415389636208192,,-0.04400522625262072
COL8A1,-0.03202095017739576,-0.0018495110674552335,-0.05572144970675526,0.0029884064526345872,0.07130156459244823,0.023933682815369492,-0.012574572792917304,0.018198852835837952,0.05763791202972712
GSTM2,-0.03513359811208845,-0.009955800120694186,0.028508067993462276,-0.041272761817482,0.10350225705031375,-0.016636313301334252,-0.03959210869815509,0.08291637661341378,-0.04435473978194039
SPX,0.07385038542979058,-0.0010985745420375348,-0.013358829835551637,0.052357430774629635,-0.035538332705597774,0.008501158752410322,0.007164667272687255,-0.04810198545817759,0.042423998625964764
MFGE8,-0.04523591794469855,0.011268970494427252,-0.010112336759644897,0.05019891076344544,0.012911343792159385,0.011898301016498561,-0.04306523707937447,0.03162103720608694,-0.03385678815124638
TGFA,0.021150644857598124,-0.02564138952831562,0.009407897031340446,-0.046730401160431916,0.051762413552160436,0.03938018525092682,0.05016110278601372,0.003992809383427356,-0.06834832015408046
SLIT2,-0.021819949140655392,-0.035127323079047104,-0.04212646996541874,0.0584349830963303,0.05696404846228035,-0.0062345611904827845,-0.0037956180902881747,0.0058854108403162304,0.014137495511889768
PLTP,0.016396987947733102,-0.017676908157880353,0.06591056671817824,0.08559074471225725,0.08549779354147703,0.06438814552912653,-0.049079575771899614,-0.01787431077872891,-0.03736351535156742
APOD,0.059969589943922486,-0.04230351009886809,0.04223737256223643,0.011567376903714496,0.09809781066356611,0.05110113997110503,0.048879026254103786,0.018376305366126926,-0.066596314371953
B2M,0.0057686282317640876,-0.07062838843802347,-0.01978089066381547,0.08526106634940993,0.18358736029864378,0.1220065724756947,-0.10058615592181824,0.010658262311533051,-0.051947957656372466
OMG,-0.040234631611878166,0.05423973090057424,0.024820278675453753,0.01828906600782983,0.09062684597391116,0.015902777710680886,0.07758883300917992,-0.03534951269488008,0.008473961073688257
CXCL3,-0.017310200435972683,-0.011210308070909818,-0.01348755166282088,-0.02745518210053318,0.013432779738239272,0.06541204846261436,-0.02511976621331666,0.04464376604574051,0.06656525665712852
CXCL10,-0.02777801362640071,-0.017029278461225518,-0.021433351825528312,0.07808479565391399,0.038330542109977196,0.003015714724457808,-0.03384168326444726,-0.026708001244838783,0.0461881585509807
RSPO3,-0.022318835329442097,0.006078643434846658,-0.014094231540553094,,0.034452013160829874,0.03145312411760848,,0.009678565780013793,-0.04348962437626158
CORT,-0.020217028986657743,0.042618485943007475,0.010194172478354241,,0.008027930167945133,0.03459322572045984,,0.04135530946636933,
NCAN,-0.06630398227897899,0.04267215952463835,0.03302329823498587,-0.01980705583302925,0.047116019261462354,0.01713494693553963,-0.08326789709427534,-0.062043552279194995,-0.03762519390238723
PRG4,-0.018884766781379562,,-0.0164784865333267,,0.08976908421041685,0.1516846383624346,,-0.037598068082602853,0.004114088947522717
ZG16B,0.043980354542126066,,,,,,,,-0.02984314688951669
TGM2,0.03472336702879695,-0.05414576241718629,0.014024332459440052,-0.0012749734066483766,0.031757681808598566,0.03493433662041262,-0.030255821167451805,0.04015022197347841,-0.04641999750985992
VEGFC,-0.02718516038606667,-0.018220132836527014,-0.016816952337480966,-0.04544208150939778,-0.04536173679902795,0.05544857613391793,-0.03313338556262281,-0.021321788416884584,0.07628655945297251
WNT6,-0.022467563292681694,,0.0776896509270273,,0.013555611110882777,-0.03980129340515861,,-0.025940917322657055,-0.0308369243270172
NRG4,-0.01939542516131256,-0.04413227391886961,-0.019618936417625566,,,,-0.026605630028408322,0.07864687634077616,0.008732197180764921
PMCH,0.003925045073286224,,,,-0.03582683847885146,0.06823420557877706,,-0.014861014433905502,-0.04184016800095365
COL9A1,0.015271937422490072,-0.022197793038620725,-0.022355311638418168,0.012179507842273044,0.02809054787852039,-0.044665800616066356,-0.02383431276297638,0.03405849427055324,-0.050982475920343454
GDF11,-0.026692323727226352,-0.04789991118172634,0.0535931663997832,0.012564619762917022,0.004586586515180765,0.07937811993125704,0.07250031106146389,0.08138837772182128,-0.019271869808493738
IL24,,,,,-0.026711627453001745,-0.020138431063468427,,,0.166940560108434
SORBS1,0.023635584400026558,-0.016798903162305794,0.0015463084420547868,0.04946509239810083,0.006106438581932612,0.0040982855544773366,-0.0003285148934910701,-0.0008526192460011601,-0.03991043144196305
DLL1,0.026031801334696947,-0.01513879277741642,0.00038668862199023156,0.10734619973052939,0.007893571618091054,0.022943302099701034,0.017423053234345877,-0.024647253500056136,-0.06624201648571158
TLN1,-0.025269837598905,0.014139502020338002,-0.02763111420563813,-0.0036043480070704673,-0.030099402219411268,-0.02553991999956821,-0.03692471270429466,-0.005635917070015091,-0.06709245649101599
COL2A1,,,-0.013692633972802822,,0.05151836014172165,0.03527921566214736,,-0.018490844484303093,-0.04178048891175384
SHH,-0.020789294151094456,-0.012031755190775472,0.09032989402774932,0.10789869089735397,-0.010652078422941103,-0.04338134701194229,-0.03575974768566752,-0.011469032065052615,-0.03180430723119797
PON2,-0.0482014533308845,-0.03116848509639919,0.024611878789905423,-0.04014058213932667,0.09209107274882315,0.07444173349439341,-0.030316907437430977,-0.028645782330795965,-0.015208804276756619
ICAM5,-0.01586231529789219,0.00544723460894987,-0.025521390772006373,,0.013584903444085377,0.047807356658991246,,-0.014243198995526701,-0.0057491204332783125
HPX,-0.019812135305362206,-0.010478994002665155,-0.021880836194973677,0.07978471744247813,0.05934087454873768,0.016834014415940683,-0.03567131318931305,-0.04113596512737218,-0.009709306137021671
SFRP2,-0.016512119207558296,-0.04894640632020657,-0.02563636570642177,0.07365445511324044,0.070621818103056,0.10759966679650121,0.003686895227036241,0.07094132735344692,-0.014237699664808782
CFC1,0.009303531247982343,,,,,,,,0.054542300697018056
CD70,-0.012108382689109272,,,,-0.027735327843175075,0.021385163849298314,,0.03896592526837836,0.07235831314827752
HP,-0.0180398524658354,0.030132718295852085,-0.011096007972606427,0.03410329708862616,0.1733860702328014,0.11300389761838026,-0.0031283740069293344,0.015470898162254028,0.08934107849714258
CXCL2,-0.0055831507079806076,0.025270348616405494,-0.025865009428062493,-0.04927628941631415,0.07693728379067748,0.07274150944417364,0.021461084698242153,0.04299560419165837,0.055335250402462975
NPPB,-0.011125454583420232,,0.0646420654899925,,0.021091078221906454,0.010267871655687355,,-0.022211322026516513,
CCK,0.0908270403311685,0.02437547881654489,0.03173485434100843,-0.02824900611796615,0.0036447729646777206,-0.021824969631472294,-0.0658008967026663,0.02319178939694662,0.012558808963687482
SEMA6A,-0.02166835355397753,-0.03129342958622091,-0.015281907184795555,0.07436519212153747,0.10884688400610913,-0.025091740684680043,0.0400628981379587,0.013161667754809328,-0.04724798632660311
IRAK4,-0.01726533130976669,-0.04370350235297839,-0.04074008452575237,-0.024552224187979928,0.05546051831904502,0.035137641385452764,-0.013760546195695025,0.02217276627254182,0.0433693577656808
GSTP1,0.010384162394597997,-0.014881670796628286,-0.009887861198991182,-0.06873679388442996,0.0471521844343487,0.044043588626190136,0.01718477915706363,0.03662575713615949,0.05792301378900965
VCAM1,-0.0016778501561040755,0.007360046592043282,-0.027103192471719266,-0.01803544470513904,0.06696855710765263,0.044757456904205364,0.013909407180552726,0.053371671386565483,0.05251047677687745
NXPH3,0.07160475393329264,-0.00390903140215278,-0.0418629803892647,0.09304134653828343,-0.03074050316111673,-0.013989855217703264,0.011839838733255217,-0.013495939981580165,-0.004119246094523099
MTMR4,-0.04211311781755691,0.014803516554814721,-0.007410989107864832,-0.03581547901067651,-0.007168643290687544,0.026678335356976713,0.02341939633413643,-0.04066486559262412,-0.02563648758416994
LAMC2,-0.014005706118250113,,,,-0.03283950925139238,-0.026447410721657526,-0.02572353156459241,-0.014424932496658346,0.09135814810118799
IL10,-0.02904279118320828,,-0.015053564314061513,0.08541586610636855,0.08972402473586139,0.06939410536203794,-0.024812816547232032,0.030377644435104333,-0.02895222477643448
SEMA4D,0.019116824502011097,0.017822294555355944,0.06658533051943608,-0.0074398544429326915,0.01571243443814706,0.004296716844621897,0.010556250412623702,-0.02733470973913071,-0.006548660791386047
TRH,-0.01992949326834326,,-0.021412003168928946,0.02791168240468847,0.037436308957670215,-0.023403380884807968,-0.05685661959670819,0.025809469811465764,-0.10472196902754129
SEMA6D,0.012971061939265224,-0.01827237274365273,0.012152467874469655,-0.006877243005022834,0.027102374557697474,-0.03223855363828888,-0.010078665491703644,-0.022855960301743573,-0.03984417031262626
CEL,,,,,0.0018755624369688835,-0.032878659132647176,-0.05014325846360561,-0.003449694164993652,0.049689625818499006
PDCD1LG2,-0.028232260827110254,0.06104260058197969,-0.025750909816462556,0.015005724444198837,0.004824964335860931,0.08438675624396501,0.0387493756141114,0.00823920842798723,-0.03065333627277733
SPINT1,-0.024331853810925536,-0.017124981633962203,0.008695134857365613,-0.0319623981930039,0.005200267385397253,-0.03632868859391426,0.004841699068351514,-0.0032298869951332314,-0.05507897462985092
CTHRC1,0.020751540058413814,-0.027222028211240538,0.013327978968798294,0.022265236241549496,0.06432379818839933,0.026750236273360407,-0.03973912131520714,0.0065251474866703804,-0.09489546248147754
PODXL,-0.0324664729731269,0.011026416447564394,-0.0553658510078281,0.04029730981311382,0.08283470278258494,0.08889198166943002,-0.03473532262556723,-0.02457094514286395,-0.07985244541125776
JAM3,0.016040856513583578,0.07848217124559714,0.08290335974524865,-0.012985001740195163,-0.0022066563019170287,0.024990585388909838,0.022792066215434337,-0.05669522867881486,-0.0798417536264629
TGFB2,0.014246644757107192,-0.02957435532471963,-0.03067533679475419,0.11061224566989844,0.015572257055913762,-0.02133837752933829,0.02338939591166557,-0.028078454372937538,-0.059374836794664716
COL18A1,-0.0672575273447385,-0.03626772281954306,0.03081613748707131,-0.007537576398493403,0.01806465723175728,0.07596921530280251,-0.06466600946602113,0.08434548526769224,-0.07650484551070616
NODAL,,,-0.023119504741057346,0.02517915987626583,0.12759852309583972,0.03932470290420979,-0.038696448813515645,-0.016495992199861535,-0.0200760179730505
INHBB,0.03195150257530717,0.024019875530852483,-0.012119947077598944,-0.05894948173459902,-0.04620375309864511,-0.0044481002044146735,0.013709219294796503,0.06870895258929859,0.007302031465991323
LCN1,,,,-0.036273289048633243,0.03297744382545901,0.030706122879773645,,,-0.03132268366703291
ARF4,-0.05383540571100649,0.012427385593138315,0.012921237003000064,0.012786005152292276,0.12808520837861723,0.055561016683194187,-0.04229881867177406,-0.0501278851743163,0.006545609654130703
CXCL14,0.005111075220696175,0.020540378664536608,0.00412713575149082,0.07079929526460642,0.0012304676648995341,0.020232013824682708,-0.015284455810647336,0.04437447019816479,0.0061825336430097865
LIF,-0.016063046471014728,-0.012423086620771805,-0.027850891985545162,0.12188777218255366,-0.017472159822614422,0.004197954804456275,0.02455109635236363,0.03739149350531604,0.0364897684792957
IL17B,,,,0.009701336317031373,-0.012889752147941434,0.06085908855031679,,-0.020522547137611147,-0.007693157007076395
MMP1,,,,0.027441622017826628,0.01576050858754729,-0.028041547780328645,,-0.014861013257004093,0.10034155802406783
MATN1,0.08644410824970414,,0.03619938243732092,,0.021559212763272686,-0.0007368084513114533,-0.02602059530489028,-0.021150688024447813,-0.03227368065767281
ADAM28,0.01268283272568968,-0.02050466083273092,-0.02662035219599139,0.08760556606017442,0.0394091188007414,0.0468288849921258,-0.04231786253057993,0.018548241209427288,0.009836434378030973
TCN2,-0.014326602955647182,-0.030732223241419387,0.01812753849120568,-0.05075491519908203,0.04258042336672801,0.03162869554721269,-0.06754952344959372,0.008427687535541909,-0.01346467737959197
THPO,-0.023126929295534955,-0.012927401358567224,-0.013692633841727204,,,,,-0.018347242207396103,0.03905203589884626
CUBN,0.11002809419179314,-0.019917606492832755,0.02286887436462258,-0.011676731895386287,-0.026851945769012876,0.03786603275348028,-0.05126871616009075,-0.014095049829783244,-0.02607452529313539
TIMP3,0.005231068869856923,0.013067101128021084,0.06192731832403802,0.08442725688619968,-0.046745420173154154,0.03330702937056934,-0.031574803769918544,0.08935175186431299,-0.11749808661070785
PIGF,0.01745676929781008,-0.029470224228926246,0.006408923998430851,-0.009240093659842442,0.08693571070997178,0.015171355001695757,0.016243531419264694,-0.03348070639548227,-0.022541368080593434
CRH,0.0605023690257609,0.02781588200831108,0.1105590977798677,,0.02259959177667005,0.012902504841632105,-0.031245232077423628,-0.041507166719053655,-0.06287677428212524
BDNF,0.00735642286975868,0.006024736940536791,-0.015421422480920063,0.23385128372552236,0.059907749375624354,0.0018277529777386858,-0.055749351483744464,0.03172080839787823,-0.052831538413008604
CCL5,0.028879772943354084,0.037552425901201926,0.01825185678095038,0.02065172852279072,0.0250137423064833,0.01585064643111563,-0.032180078048513534,0.1304919148175308,-0.010372880023410701
GAD1,0.04930926126892283,0.006429332348416319,0.015071807260968148,0.02741418170255462,0.04201562360142902,0.01936844481081462,-0.019887922885361967,-0.007001443248816849,-0.05395064654601674
COL14A1,-0.00025091933445250015,-0.016933086666748982,-0.02943377489848694,0.1159647142887533,0.014359461593635839,0.012759734850224398,-0.05183538745046124,0.0755283906489302,-0.02442494598323819
HLA-A,-0.05171366283012969,0.011691527434992044,0.013965577870349374,-0.055995583990114534,-0.002798992324069332,-0.04538238466722364,-0.096919745061299,-0.009929567027577479,-0.03570984637492727
FGF18,-0.012071085864592261,,,,-0.02359730532306266,-0.036671032034415185,,-0.025680888385108586,0.10237352407446411
ADM,-0.020739704480900102,-0.030381058739286464,-0.026566880937337747,0.004951340157247367,-0.030382740482393433,-0.09145618936292654,-0.007451133235160399,0.008592583361217244,0.05194988253880539
CCL15,,0.03468659007672738,,0.18841138327335252,,,,,
GNAI2,0.01905207703740327,-0.0348912731113832,0.04026740741358565,-0.0017330931159710574,-0.04309484480262608,0.022893476179331743,-0.071616221371488,0.02036818042188757,0.02094498371368489
HDC,,-0.01573744840258361,,,,,,,0.04525001191603458
COL11A1,0.025687409379354664,-0.04493423510031861,0.06926052953188189,0.05120801349772019,0.011964250340985338,-0.007174854824008079,0.046962256332707474,0.08699284802057448,-0.030557611561406177
NUCB2,0.018401128443524158,0.006396016554451621,0.02538116015777923,0.05348440954772324,0.01915409593549596,0.013822977710844132,0.027107075939838746,-9.66378645390899e-05,0.04443756983485404
FGF16,,,,,,,,,0.017426183190330374
CXCL1,-0.0036971855738691575,-0.011764012413713028,-0.018575707571400837,-0.029403724238957454,-0.028147664972751094,-0.05789761704345589,-0.011811556570550684,0.056341043989326565,-0.03728584132540706
VCAN,-0.09468891174853761,-0.06710582333528772,-0.06119993016251577,-0.014960891673580714,-0.0049444900389278125,0.03495309679023703,0.07053779406708546,0.02864173000911238,-0.0061388861793351185
MMP7,-0.011125454522634894,-0.02272552346921531,0.011565329446720077,0.17371960611616746,0.08421308556196028,0.011135387801592341,,0.003161813374325416,0.015046687054029161
PTPN6,-0.05133578668243804,-0.025857817674700922,0.005537774308368228,0.0806094456730656,0.04304747797327922,0.02128456711193303,-0.00936434310205412,-0.01993893002247409,-0.003443120425172844
PTGS2,0.033772726065476176,0.023651488577814628,-0.010006709378600234,-0.03812657234727135,0.02798719538226638,-0.07036610876111081,-0.03216808292868732,0.007211331537057044,0.0684905607519502
XCL1,-0.018273142778160473,,,,,,,,0.017783809022589914
CD58,-0.014090000713734218,-0.003939481825187739,0.012403550657427374,-0.023153278819618397,0.06499825801249241,0.05034937619685386,-0.02416822106491111,0.029516230123925607,-0.008416310763060273
TNFSF14,-0.009522281819961174,0.013178823019301381,,0.008176080132024357,-0.03495487989617146,0.10418441221759525,-0.03324501268003582,0.013806666314608614,0.033156579542538485
CNTN4,-0.011045243606066795,-0.005876772835987929,0.019388040573845654,0.05844325722420721,-0.013330417864844962,0.00010758767842524065,0.14298596455186383,-0.02182897627053763,0.03907114662437716
INSL3,-0.012828819191839454,,,,-0.015890871169853975,0.11906175484293634,,-0.021458521146917417,
BTLA,,-0.014673563021919892,,,,,,,
MFNG,-0.013479365572632906,-0.024733839577640887,-0.02899460234730157,0.014848936109280177,0.10284046492103917,0.049586629201930826,0.041885170272104644,-0.016905813951147545,0.016431216391855713
ICAM1,0.03464871065804169,-0.04398898566657843,0.035384475586655494,0.05117832504591869,-0.009560148922641518,-0.02738707538040824,-0.07198659650541801,0.021360270920693796,-0.04442132940414109
PROS1,-0.02351121641776734,0.009821453102267383,-0.05079988522764562,0.06104508223685897,-0.02970999341853437,-0.022055809806004346,-0.01108180345213212,0.01224797539922991,-0.03916758361986081
CLCF1,-0.058117295064901556,0.00870410868872868,-0.040777418190319714,0.02584069356281183,0.09743559456982359,0.000239507830521691,-0.024151040182313788,-0.012833293754726471,-0.006470767383646121
PSAP,-0.004876906290369101,0.004983390299253017,0.013079378114769658,0.08147050316402772,-0.0023620057402986023,-0.004959811309024738,-0.0028639463727007865,-0.03739983916508617,-0.07580180547925293
EFEMP1,-0.05338948722679032,0.013403345010226426,-0.024655619251567028,0.0005700238340890396,0.068987616730889,0.07300902940912038,0.0012968954573277375,0.04228510488287895,-0.004923559369556402
C1QTNF1,0.03648922931799896,0.03411549471235066,0.04106525507039506,0.013439910509396262,0.027518605941722823,0.04035398687452898,-0.10569511827802372,0.0019442832214145848,-0.017325037331445192
